Orthogroup	NEMVE	SACKO_ok
OG0000012	NEMVE09268, NEMVE05547	SACKO_01736
OG0000014	NEMVE10548, NEMVE12737, NEMVE10549, NEMVE11550, NEMVE11398, NEMVE01819	SACKO_13283
OG0000014	NEMVE10866, NEMVE17722, NEMVE05756, NEMVE15955, NEMVE15452, NEMVE14131, NEMVE05653, NEMVE05088	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003
OG0000015	NEMVE10119	SACKO_31692
OG0000015	NEMVE05324, NEMVE02429, NEMVE04966, NEMVE18055, NEMVE18768, NEMVE20100, NEMVE21922, NEMVE03454, NEMVE06696, NEMVE01531, NEMVE16715, NEMVE01580, NEMVE06889, NEMVE01713, NEMVE06874, NEMVE07446, NEMVE02999, NEMVE07669, NEMVE00606, NEMVE10760, NEMVE10763, NEMVE03039, NEMVE11855, NEMVE07220	SACKO_09494
OG0000015	NEMVE10118	SACKO_09394, SACKO_11453
OG0000016	NEMVE10959	SACKO_26503, SACKO_06921, SACKO_08552, SACKO_02763, SACKO_27519, SACKO_31968
OG0000016	NEMVE05675	SACKO_14898
OG0000016	NEMVE01836	SACKO_26527
OG0000017	NEMVE11361, NEMVE02741	SACKO_32297
OG0000017	NEMVE21656	SACKO_17667, SACKO_00987, SACKO_29799
OG0000017	NEMVE21629	SACKO_02355
OG0000018	NEMVE07261	SACKO_25250, SACKO_10156
OG0000018	NEMVE17996	SACKO_13454, SACKO_32964
OG0000019	NEMVE06549	SACKO_05035
OG0000019	NEMVE15392	SACKO_18730, SACKO_18736
OG0000019	NEMVE19477, NEMVE18845, NEMVE09968, NEMVE08427, NEMVE18382, NEMVE10945, NEMVE18794, NEMVE16950	SACKO_20530, SACKO_31918, SACKO_29250, SACKO_29837, SACKO_29254
OG0000019	NEMVE10214	SACKO_34115, SACKO_32997, SACKO_06343, SACKO_26551, SACKO_34158, SACKO_09261, SACKO_14219, SACKO_09585, SACKO_04627, SACKO_12671
OG0000019	NEMVE10489	SACKO_23880, SACKO_20403, SACKO_20414
OG0000019	NEMVE04731, NEMVE23135, NEMVE19085, NEMVE07512, NEMVE17584, NEMVE17583, NEMVE17474, NEMVE18398, NEMVE17585, NEMVE18173, NEMVE15506, NEMVE15391, NEMVE15390, NEMVE00086, NEMVE20105, NEMVE02817, NEMVE03394, NEMVE11745, NEMVE11242, NEMVE19708	SACKO_10721
OG0000020	NEMVE13603	SACKO_26712
OG0000020	NEMVE05671	SACKO_32378
OG0000020	NEMVE21971	SACKO_15147
OG0000020	NEMVE18721	SACKO_20642
OG0000020	NEMVE14242	SACKO_08732
OG0000020	NEMVE13317, NEMVE16589, NEMVE10183, NEMVE17621, NEMVE03465, NEMVE14976, NEMVE21956, NEMVE21862	SACKO_26124, SACKO_26857, SACKO_10515, SACKO_21519, SACKO_08704, SACKO_24262, SACKO_13567, SACKO_14956, SACKO_28904, SACKO_19273, SACKO_23553, SACKO_23513
OG0000020	NEMVE05506	SACKO_16107, SACKO_20105
OG0000020	NEMVE08770, NEMVE22771	SACKO_15854
OG0000020	NEMVE13577	SACKO_20295
OG0000020	NEMVE13307	SACKO_29670
OG0000020	NEMVE21746	SACKO_24638
OG0000020	NEMVE13092	SACKO_04828
OG0000020	NEMVE15151	SACKO_14423
OG0000021	NEMVE01551, NEMVE13918	SACKO_17226, SACKO_17242, SACKO_17184
OG0000021	NEMVE25647	SACKO_04567
OG0000021	NEMVE17642, NEMVE17644, NEMVE21888	SACKO_32115, SACKO_15594, SACKO_33152
OG0000021	NEMVE14759, NEMVE06841, NEMVE12110, NEMVE22480, NEMVE21761, NEMVE08095	SACKO_29742
OG0000021	NEMVE11953	SACKO_12803
OG0000021	NEMVE04837	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631, SACKO_25838, SACKO_24637, SACKO_24630, SACKO_24646, SACKO_24640
OG0000023	NEMVE01882	SACKO_10529
OG0000023	NEMVE02033, NEMVE05058, NEMVE00878	SACKO_06926
OG0000023	NEMVE13647	SACKO_14770
OG0000025	NEMVE18322	SACKO_21220
OG0000025	NEMVE12097, NEMVE10784, NEMVE12157, NEMVE07557, NEMVE11873, NEMVE02929, NEMVE11717	SACKO_13340
OG0000025	NEMVE12856, NEMVE02853, NEMVE03316	SACKO_20772, SACKO_33394, SACKO_06338
OG0000026	NEMVE24164, NEMVE07469	SACKO_23233
OG0000026	NEMVE15646	SACKO_19336, SACKO_18847
OG0000027	NEMVE04577, NEMVE04559, NEMVE05475, NEMVE15843, NEMVE08337, NEMVE08327, NEMVE07686, NEMVE07706	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981, SACKO_20528, SACKO_30755, SACKO_33108, SACKO_05489, SACKO_05485, SACKO_05487, SACKO_04609, SACKO_04624, SACKO_33129, SACKO_21634, SACKO_02136, SACKO_21215, SACKO_16988, SACKO_16981, SACKO_02698
OG0000028	NEMVE06026, NEMVE05984	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407
OG0000028	NEMVE03003, NEMVE23660, NEMVE03469, NEMVE05286, NEMVE04640, NEMVE08022, NEMVE16966, NEMVE16972, NEMVE16973, NEMVE02982, NEMVE08442, NEMVE03100, NEMVE06698, NEMVE03432, NEMVE18759, NEMVE09822, NEMVE00992, NEMVE03007, NEMVE02052, NEMVE16048, NEMVE08155, NEMVE16956, NEMVE02432, NEMVE01030, NEMVE02426	SACKO_04520
OG0000029	NEMVE03602	SACKO_12540
OG0000029	NEMVE01722, NEMVE08343	SACKO_04574
OG0000029	NEMVE10355, NEMVE09829, NEMVE10357	SACKO_07374
OG0000029	NEMVE01138, NEMVE14376, NEMVE10294, NEMVE08593, NEMVE02187, NEMVE17445, NEMVE08578, NEMVE19238, NEMVE07628, NEMVE02133, NEMVE25799, NEMVE01718, NEMVE03076, NEMVE01185, NEMVE02169, NEMVE00230, NEMVE10888, NEMVE09595, NEMVE09593, NEMVE09900, NEMVE01683	SACKO_13625, SACKO_19863, SACKO_13619
OG0000030	NEMVE20373, NEMVE19035	SACKO_19659
OG0000030	NEMVE14217, NEMVE02377, NEMVE09974	SACKO_16655, SACKO_09928, SACKO_09940, SACKO_34092, SACKO_34095
OG0000030	NEMVE09320, NEMVE12294, NEMVE13952, NEMVE02370	SACKO_19102
OG0000030	NEMVE06265	SACKO_33974, SACKO_26701
OG0000030	NEMVE06266, NEMVE00220	SACKO_07650, SACKO_31340, SACKO_33296, SACKO_16706, SACKO_20032
OG0000031	NEMVE01854	SACKO_18621
OG0000031	NEMVE06981	SACKO_18614
OG0000031	NEMVE01412	SACKO_16512
OG0000031	NEMVE02343	SACKO_21501
OG0000031	NEMVE07820	SACKO_14417
OG0000031	NEMVE12067	SACKO_32680
OG0000031	NEMVE21885	SACKO_14578
OG0000031	NEMVE22486	SACKO_03088
OG0000032	NEMVE08961, NEMVE08817	SACKO_20615
OG0000034	NEMVE07311, NEMVE07285	SACKO_08906
OG0000034	NEMVE10927	SACKO_19192
OG0000034	NEMVE10961, NEMVE24294	SACKO_16505
OG0000034	NEMVE06675, NEMVE11922, NEMVE10845	SACKO_05860
OG0000034	NEMVE05344	SACKO_20630, SACKO_18516, SACKO_29852
OG0000034	NEMVE21980	SACKO_29858
OG0000034	NEMVE06831	SACKO_18648
OG0000034	NEMVE16104, NEMVE09479, NEMVE10924	SACKO_20915
OG0000034	NEMVE25715, NEMVE08797	SACKO_20262
OG0000035	NEMVE23841	SACKO_02558
OG0000035	NEMVE22676	SACKO_19408
OG0000035	NEMVE22226, NEMVE05357, NEMVE02194	SACKO_12639
OG0000035	NEMVE15629, NEMVE22520, NEMVE22285, NEMVE20289, NEMVE01710, NEMVE22620, NEMVE22233	SACKO_13246
OG0000036	NEMVE07419, NEMVE07417	SACKO_14647
OG0000036	NEMVE14673, NEMVE17825, NEMVE21872, NEMVE13905, NEMVE22602, NEMVE13688, NEMVE22372	SACKO_28315
OG0000037	NEMVE00865, NEMVE01113	SACKO_22630, SACKO_22633, SACKO_05171
OG0000037	NEMVE10401	SACKO_15149
OG0000038	NEMVE14716	SACKO_08703
OG0000038	NEMVE15968	SACKO_08715
OG0000039	NEMVE01371, NEMVE05995	SACKO_24480
OG0000039	NEMVE09831	SACKO_16726
OG0000039	NEMVE16411, NEMVE04657	SACKO_16701
OG0000040	NEMVE11519	SACKO_01629
OG0000040	NEMVE00417	SACKO_21533
OG0000041	NEMVE01036, NEMVE05046, NEMVE18248, NEMVE18247, NEMVE10912, NEMVE25031, NEMVE01071, NEMVE10609, NEMVE15601, NEMVE17131, NEMVE01535, NEMVE08864, NEMVE18334, NEMVE01110, NEMVE18337, NEMVE00105, NEMVE01601, NEMVE14886, NEMVE03031	SACKO_08282
OG0000041	NEMVE05295	SACKO_06515
OG0000043	NEMVE12789	SACKO_10927
OG0000043	NEMVE12803	SACKO_10915
OG0000043	NEMVE14296	SACKO_11078
OG0000044	NEMVE05548, NEMVE05555, NEMVE06435, NEMVE06437, NEMVE08743	SACKO_11589
OG0000044	NEMVE06851	SACKO_31271
OG0000044	NEMVE04962	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102, SACKO_01482
OG0000045	NEMVE24106	SACKO_11123
OG0000045	NEMVE03249, NEMVE10335	SACKO_19866, SACKO_19846
OG0000046	NEMVE08905, NEMVE15252	SACKO_04617, SACKO_18448, SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208
OG0000046	NEMVE05961	SACKO_30288
OG0000047	NEMVE04832	SACKO_17315
OG0000048	NEMVE14912	SACKO_15652, SACKO_15237, SACKO_15246, SACKO_12018, SACKO_03133
OG0000048	NEMVE14024	SACKO_17673
OG0000048	NEMVE15061	SACKO_04525, SACKO_04530, SACKO_31187, SACKO_29639
OG0000049	NEMVE19461, NEMVE02399, NEMVE21864	SACKO_08936, SACKO_25469, SACKO_25472, SACKO_21504, SACKO_03908
OG0000049	NEMVE15395, NEMVE15644	SACKO_04800, SACKO_33166, SACKO_03850, SACKO_27793, SACKO_21677
OG0000049	NEMVE16905, NEMVE16051, NEMVE24775, NEMVE01999, NEMVE16789, NEMVE16790, NEMVE16128, NEMVE01975, NEMVE02047, NEMVE16717, NEMVE08586, NEMVE23821, NEMVE10283, NEMVE01510, NEMVE06990, NEMVE03443, NEMVE05693, NEMVE00604, NEMVE19016, NEMVE00041	SACKO_29659
OG0000050	NEMVE20299	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972, SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685
OG0000050	NEMVE01136	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008
OG0000050	NEMVE20024, NEMVE15194, NEMVE17974	SACKO_17648
OG0000051	NEMVE14426, NEMVE13406, NEMVE08489, NEMVE22548	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	NEMVE18951, NEMVE15008	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000054	NEMVE01268	SACKO_11814, SACKO_18179
OG0000054	NEMVE15086, NEMVE10916	SACKO_17476
OG0000054	NEMVE05466	SACKO_33924
OG0000055	NEMVE16653	SACKO_00479
OG0000055	NEMVE03339, NEMVE05159, NEMVE21772, NEMVE21789, NEMVE05139, NEMVE15927, NEMVE15496, NEMVE22636, NEMVE21191, NEMVE03388, NEMVE12802, NEMVE21025, NEMVE21736, NEMVE21743, NEMVE00705, NEMVE21868	SACKO_10908, SACKO_10922, SACKO_10877, SACKO_27566, SACKO_27099
OG0000055	NEMVE00590, NEMVE12695, NEMVE19639, NEMVE15980, NEMVE21960	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027
OG0000056	NEMVE01724, NEMVE05835, NEMVE01653	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672, SACKO_32711
OG0000056	NEMVE09885	SACKO_24077, SACKO_19128, SACKO_03331, SACKO_23806, SACKO_06355, SACKO_01699
OG0000056	NEMVE11865, NEMVE19274, NEMVE04833, NEMVE10670	SACKO_04324, SACKO_33186, SACKO_24135
OG0000056	NEMVE04649, NEMVE01116	SACKO_10684, SACKO_34077, SACKO_21890, SACKO_14382, SACKO_02173, SACKO_16829, SACKO_08042, SACKO_11469
OG0000056	NEMVE16234	SACKO_13827, SACKO_01900
OG0000056	NEMVE15228	SACKO_05139
OG0000057	NEMVE10395, NEMVE11964, NEMVE19551, NEMVE19549, NEMVE07013, NEMVE11616, NEMVE06083, NEMVE06091, NEMVE09928, NEMVE11032, NEMVE02373, NEMVE10198, NEMVE10880, NEMVE12756, NEMVE06096, NEMVE08671, NEMVE10393, NEMVE08351, NEMVE08492, NEMVE11506, NEMVE11503, NEMVE10767, NEMVE11903, NEMVE03302, NEMVE08822, NEMVE05544	SACKO_02521
OG0000058	NEMVE13151	SACKO_23572
OG0000059	NEMVE15315, NEMVE02009, NEMVE06154	SACKO_18357
OG0000060	NEMVE15983, NEMVE23420, NEMVE00402	SACKO_07510
OG0000060	NEMVE00070, NEMVE04978, NEMVE04891, NEMVE14352, NEMVE05019, NEMVE21993, NEMVE15088	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758
OG0000060	NEMVE09694	SACKO_18890
OG0000060	NEMVE01006, NEMVE11210, NEMVE00908, NEMVE18881, NEMVE00777	SACKO_08309
OG0000062	NEMVE14126	SACKO_15645
OG0000062	NEMVE00002, NEMVE17871	SACKO_01291, SACKO_22149
OG0000063	NEMVE05614	SACKO_12392
OG0000063	NEMVE00196	SACKO_30345
OG0000063	NEMVE00961	SACKO_30337
OG0000063	NEMVE10930, NEMVE10935, NEMVE10931, NEMVE01013, NEMVE10933, NEMVE05615, NEMVE13213, NEMVE09357, NEMVE19786, NEMVE09682	SACKO_21551
OG0000063	NEMVE09684	SACKO_15119
OG0000064	NEMVE19911, NEMVE17597, NEMVE15687	SACKO_08250, SACKO_08258, SACKO_02768, SACKO_02380, SACKO_14756, SACKO_33464, SACKO_27438, SACKO_01181, SACKO_03953, SACKO_27131, SACKO_11181, SACKO_33748, SACKO_33926, SACKO_02093, SACKO_02651, SACKO_02637, SACKO_03379, SACKO_23578, SACKO_02607, SACKO_14997, SACKO_02960, SACKO_12041, SACKO_12045, SACKO_12849, SACKO_12930, SACKO_32856, SACKO_32869, SACKO_23645, SACKO_16843, SACKO_04615, SACKO_03813, SACKO_07759, SACKO_07741, SACKO_07740, SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407, SACKO_05053, SACKO_04752, SACKO_29299, SACKO_08896, SACKO_08852, SACKO_28360, SACKO_17531, SACKO_08878, SACKO_02678, SACKO_02673, SACKO_31336, SACKO_31295, SACKO_22301, SACKO_21361, SACKO_10454, SACKO_26879, SACKO_12435
OG0000066	NEMVE03297	SACKO_02924
OG0000066	NEMVE00589	SACKO_12791
OG0000066	NEMVE00844, NEMVE10387, NEMVE00084, NEMVE10150	SACKO_22294
OG0000066	NEMVE05988	SACKO_09024
OG0000067	NEMVE10714	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000067	NEMVE09992, NEMVE05352, NEMVE17696, NEMVE13081, NEMVE04875	SACKO_14495, SACKO_30959, SACKO_15224, SACKO_22683, SACKO_10271, SACKO_21618, SACKO_13951, SACKO_01508, SACKO_26251
OG0000067	NEMVE11267, NEMVE02012	SACKO_09207, SACKO_09205, SACKO_09211
OG0000067	NEMVE14139, NEMVE14099	SACKO_29221, SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780, SACKO_02541, SACKO_12383, SACKO_13178, SACKO_19397, SACKO_21210, SACKO_13183, SACKO_02285, SACKO_12598, SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910
OG0000068	NEMVE24661, NEMVE20048	SACKO_06039, SACKO_00510, SACKO_11410, SACKO_06043, SACKO_06365, SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381
OG0000069	NEMVE14181	SACKO_07016, SACKO_15035
OG0000070	NEMVE23951, NEMVE09231, NEMVE05946	SACKO_18930, SACKO_18932
OG0000071	NEMVE11425, NEMVE00556, NEMVE14043	SACKO_23940, SACKO_34202
OG0000071	NEMVE03090	SACKO_24289
OG0000072	NEMVE01460	SACKO_30660
OG0000072	NEMVE07818	SACKO_25103, SACKO_25111
OG0000072	NEMVE18743	SACKO_24878
OG0000072	NEMVE17202	SACKO_18184, SACKO_13554
OG0000074	NEMVE04681	SACKO_00567, SACKO_23013
OG0000074	NEMVE01659, NEMVE12812	SACKO_25125, SACKO_32231
OG0000075	NEMVE23844	SACKO_07161
OG0000075	NEMVE13100	SACKO_31864
OG0000075	NEMVE15115	SACKO_16948
OG0000075	NEMVE21913	SACKO_18318
OG0000075	NEMVE18051	SACKO_31867
OG0000075	NEMVE24197	SACKO_23452
OG0000075	NEMVE22411	SACKO_23651
OG0000075	NEMVE17771	SACKO_09677
OG0000075	NEMVE07707	SACKO_16926
OG0000076	NEMVE11640	SACKO_10761
OG0000076	NEMVE17104	SACKO_34185
OG0000076	NEMVE17885	SACKO_01868
OG0000077	NEMVE04990	SACKO_10609, SACKO_13734, SACKO_03449, SACKO_25683, SACKO_24063, SACKO_16621, SACKO_13762, SACKO_02025, SACKO_24085, SACKO_24142, SACKO_25682, SACKO_24970, SACKO_24184, SACKO_27806
OG0000078	NEMVE17207	SACKO_29101
OG0000078	NEMVE13703, NEMVE01522	SACKO_28717, SACKO_28415, SACKO_06107, SACKO_11720, SACKO_15315
OG0000078	NEMVE20033	SACKO_15309
OG0000079	NEMVE07219, NEMVE03189	SACKO_22850
OG0000079	NEMVE08009	SACKO_02973, SACKO_02974
OG0000080	NEMVE06862	SACKO_06247
OG0000081	NEMVE01072	SACKO_05106, SACKO_05124, SACKO_05154, SACKO_13455, SACKO_09019, SACKO_26158, SACKO_26128, SACKO_04585
OG0000082	NEMVE19066	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295
OG0000082	NEMVE05388	SACKO_12474
OG0000082	NEMVE14867, NEMVE15134	SACKO_26490
OG0000082	NEMVE22355	SACKO_12848, SACKO_24599, SACKO_24554, SACKO_24557, SACKO_24563, SACKO_12893
OG0000083	NEMVE12859, NEMVE06053, NEMVE08070, NEMVE09935, NEMVE03051, NEMVE02455, NEMVE08434, NEMVE06040, NEMVE03091	SACKO_30590, SACKO_27341
OG0000083	NEMVE19216	SACKO_09837, SACKO_13802, SACKO_04040
OG0000084	NEMVE25083, NEMVE02496, NEMVE03047, NEMVE03526, NEMVE00179, NEMVE00159, NEMVE02096, NEMVE04809, NEMVE15190, NEMVE01631	SACKO_19861, SACKO_03000
OG0000084	NEMVE07901	SACKO_25939, SACKO_05229, SACKO_05226, SACKO_29112, SACKO_05196, SACKO_05204, SACKO_34192, SACKO_05203, SACKO_05224, SACKO_05166, SACKO_05235, SACKO_10741, SACKO_10738, SACKO_10729, SACKO_10733, SACKO_06583
OG0000085	NEMVE07554	SACKO_10531
OG0000085	NEMVE09794, NEMVE03205	SACKO_23009
OG0000085	NEMVE07695, NEMVE08967, NEMVE08972	SACKO_25563
OG0000085	NEMVE18682, NEMVE18681	SACKO_10208
OG0000086	NEMVE00122	SACKO_32875, SACKO_17351, SACKO_29141, SACKO_14056, SACKO_14065
OG0000086	NEMVE01074, NEMVE23816, NEMVE18508	SACKO_33827
OG0000086	NEMVE19950, NEMVE25808	SACKO_23869, SACKO_24641, SACKO_21619, SACKO_18827, SACKO_21646, SACKO_26892, SACKO_17064
OG0000086	NEMVE18309, NEMVE17614, NEMVE15616, NEMVE17936	SACKO_08164, SACKO_15957, SACKO_13202, SACKO_13399, SACKO_20656, SACKO_08650, SACKO_03282, SACKO_02410
OG0000087	NEMVE09998	SACKO_19449
OG0000087	NEMVE14074	SACKO_18343
