Orthogroup	NEMVE	APOSC_ok
OG0000024	NEMVE14359, NEMVE12911, NEMVE12056	APOSC_05070
OG0000024	NEMVE19722	APOSC_19344, APOSC_19343, APOSC_19342, APOSC_21649, APOSC_27461, APOSC_10842, APOSC_04012, APOSC_04013, APOSC_04014, APOSC_08549, APOSC_21398, APOSC_17589
OG0000025	NEMVE03788, NEMVE03827, NEMVE02880, NEMVE02751	APOSC_17955, APOSC_21691
OG0000025	NEMVE18322	APOSC_04292
OG0000025	NEMVE00738	APOSC_02742
OG0000025	NEMVE02929	APOSC_10546, APOSC_03176
OG0000025	NEMVE03316	APOSC_26832, APOSC_25716, APOSC_04817, APOSC_15835, APOSC_10002, APOSC_03320, APOSC_08050, APOSC_11235, APOSC_13630, APOSC_13492, APOSC_02242
OG0000026	NEMVE14231, NEMVE02456, NEMVE19119, NEMVE15036, NEMVE11860, NEMVE10138, NEMVE10137, NEMVE10629, NEMVE11596, NEMVE02542, NEMVE02515, NEMVE03115, NEMVE17182, NEMVE10477, NEMVE10141, NEMVE11809, NEMVE11355, NEMVE11214, NEMVE10424, NEMVE10535, NEMVE10632, NEMVE10426, NEMVE10474, NEMVE10479, NEMVE15004, NEMVE00616, NEMVE01360, NEMVE10139, NEMVE00722, NEMVE10481, NEMVE00708, NEMVE00807	APOSC_25312
OG0000026	NEMVE24164, NEMVE07469	APOSC_13965
OG0000026	NEMVE15646	APOSC_17220
OG0000027	NEMVE04577, NEMVE04559, NEMVE05475, NEMVE15843, NEMVE08337, NEMVE08327, NEMVE07686, NEMVE07706	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270, APOSC_23292, APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792
OG0000028	NEMVE06026, NEMVE05984	APOSC_22919, APOSC_22920
OG0000028	NEMVE03003, NEMVE23660, NEMVE03469, NEMVE05286, NEMVE04640, NEMVE08022, NEMVE16966, NEMVE16972, NEMVE16973, NEMVE02982, NEMVE08442, NEMVE03100, NEMVE06698, NEMVE03432, NEMVE18759, NEMVE09822, NEMVE00992, NEMVE03007, NEMVE02052, NEMVE16048, NEMVE08155, NEMVE16956, NEMVE02432, NEMVE01030, NEMVE02426	APOSC_04255, APOSC_27024, APOSC_04522
OG0000029	NEMVE03602, NEMVE01722, NEMVE08343	APOSC_07574, APOSC_20436
OG0000029	NEMVE10355, NEMVE09829, NEMVE10357	APOSC_04700
OG0000030	NEMVE20373, NEMVE19035	APOSC_06833, APOSC_14874, APOSC_04381
OG0000030	NEMVE14217, NEMVE02377, NEMVE09974	APOSC_18052, APOSC_19478, APOSC_12431, APOSC_12430
OG0000030	NEMVE02213, NEMVE02794	APOSC_25084, APOSC_18736, APOSC_12149
OG0000030	NEMVE06265	APOSC_27610
OG0000031	NEMVE00311, NEMVE00632, NEMVE02249	APOSC_14603
OG0000031	NEMVE01854	APOSC_14687
OG0000031	NEMVE06981	APOSC_14535
OG0000031	NEMVE01412	APOSC_00328
OG0000031	NEMVE02343	APOSC_01319
OG0000031	NEMVE07820	APOSC_17680
OG0000031	NEMVE12067	APOSC_02579
OG0000031	NEMVE22486	APOSC_22997
OG0000032	NEMVE03085	APOSC_11250, APOSC_11249, APOSC_24933
OG0000034	NEMVE07311, NEMVE07285	APOSC_28767, APOSC_28766
OG0000034	NEMVE10927	APOSC_00389
OG0000034	NEMVE10961, NEMVE24294	APOSC_10138
OG0000034	NEMVE06675, NEMVE11922, NEMVE10845	APOSC_10830
OG0000034	NEMVE05344	APOSC_23397
OG0000034	NEMVE06831	APOSC_00072
OG0000034	NEMVE16104, NEMVE09479, NEMVE10924	APOSC_15909
OG0000035	NEMVE23841	APOSC_27035
OG0000035	NEMVE22676	APOSC_25872
OG0000035	NEMVE22226, NEMVE05357, NEMVE02194	APOSC_04998
OG0000035	NEMVE15629, NEMVE22520, NEMVE22285, NEMVE20289, NEMVE01710, NEMVE22620, NEMVE22233	APOSC_25573
OG0000036	NEMVE07419, NEMVE07417	APOSC_05772, APOSC_15090, APOSC_26588
OG0000036	NEMVE14673, NEMVE17825, NEMVE21872, NEMVE13905, NEMVE22602, NEMVE13688, NEMVE22372	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092
OG0000037	NEMVE00865, NEMVE01113	APOSC_17096, APOSC_16399, APOSC_03749, APOSC_00065, APOSC_01516, APOSC_24133, APOSC_09300
OG0000037	NEMVE10401	APOSC_28740
OG0000038	NEMVE16337	APOSC_26556, APOSC_03113
OG0000038	NEMVE02186	APOSC_10359, APOSC_20091
OG0000038	NEMVE17895	APOSC_22530
OG0000038	NEMVE15968	APOSC_08888
OG0000039	NEMVE01371, NEMVE05995	APOSC_12842, APOSC_27514
OG0000039	NEMVE06934, NEMVE09831, NEMVE16411, NEMVE04657	APOSC_00666
OG0000039	NEMVE15743	APOSC_17065
OG0000039	NEMVE18297, NEMVE18296	APOSC_17567, APOSC_27255
OG0000040	NEMVE11519	APOSC_11722
OG0000041	NEMVE05205, NEMVE02645, NEMVE12910, NEMVE02225, NEMVE15516, NEMVE06792, NEMVE05166, NEMVE17369, NEMVE07542, NEMVE08619, NEMVE21809, NEMVE02404, NEMVE05170, NEMVE01536, NEMVE08033	APOSC_19034
OG0000041	NEMVE01036, NEMVE05046, NEMVE18248, NEMVE18247, NEMVE10912, NEMVE25031, NEMVE01071, NEMVE10609, NEMVE15601, NEMVE17131, NEMVE01535, NEMVE08864, NEMVE18334, NEMVE01110, NEMVE18337, NEMVE00105, NEMVE01601, NEMVE14886, NEMVE03031	APOSC_26184
OG0000041	NEMVE05295	APOSC_00445
OG0000043	NEMVE14296	APOSC_07558
OG0000044	NEMVE05548, NEMVE05555, NEMVE06435, NEMVE06437, NEMVE08743	APOSC_03195, APOSC_22317, APOSC_27143
OG0000044	NEMVE09195, NEMVE09209	APOSC_11406
OG0000045	NEMVE24106	APOSC_22122, APOSC_09364, APOSC_16917
OG0000045	NEMVE08202, NEMVE03249, NEMVE10335, NEMVE12603	APOSC_22210, APOSC_25137, APOSC_21940
OG0000046	NEMVE08905, NEMVE15252	APOSC_27956
OG0000046	NEMVE03331, NEMVE03272, NEMVE16637, NEMVE05961	APOSC_17204, APOSC_26711
OG0000047	NEMVE12741, NEMVE05419	APOSC_28415, APOSC_07412, APOSC_09840, APOSC_21281, APOSC_04373, APOSC_04376, APOSC_09412, APOSC_18193, APOSC_21050
OG0000047	NEMVE12937	APOSC_11509, APOSC_01752
OG0000047	NEMVE04832	APOSC_11734
OG0000048	NEMVE14912	APOSC_03154, APOSC_05588
OG0000048	NEMVE14024	APOSC_11695
OG0000048	NEMVE15061	APOSC_20195, APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656, APOSC_11343, APOSC_03220
OG0000049	NEMVE19461, NEMVE02399, NEMVE21864	APOSC_16875, APOSC_03799, APOSC_21344, APOSC_10378, APOSC_00932
OG0000049	NEMVE16905, NEMVE16051, NEMVE24775, NEMVE01999, NEMVE16789, NEMVE16790, NEMVE16128, NEMVE01975, NEMVE02047, NEMVE16717, NEMVE08586, NEMVE23821, NEMVE10283, NEMVE01510, NEMVE06990, NEMVE03443, NEMVE05693, NEMVE00604, NEMVE19016, NEMVE00041	APOSC_12037, APOSC_12038
OG0000050	NEMVE20299	APOSC_10217, APOSC_23849, APOSC_23848, APOSC_00680, APOSC_13214, APOSC_23760, APOSC_25497, APOSC_25946, APOSC_16367, APOSC_02924, APOSC_04909
OG0000050	NEMVE02458	APOSC_21186
OG0000050	NEMVE01136	APOSC_20758, APOSC_27570
OG0000051	NEMVE14426, NEMVE13406, NEMVE08489, NEMVE22548	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789
OG0000051	NEMVE18951, NEMVE15008	APOSC_17477, APOSC_05458, APOSC_29038
OG0000053	NEMVE21440	APOSC_18028
OG0000054	NEMVE15086, NEMVE10916	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151
OG0000055	NEMVE16653	APOSC_17351
OG0000056	NEMVE01724, NEMVE05835, NEMVE01653	APOSC_00208, APOSC_00207, APOSC_00209
OG0000056	NEMVE11865, NEMVE19274, NEMVE04833, NEMVE10670	APOSC_17578, APOSC_21646
OG0000056	NEMVE04649, NEMVE01116	APOSC_28851
OG0000056	NEMVE16234	APOSC_04228
OG0000057	NEMVE11351, NEMVE10421	APOSC_21283
OG0000057	NEMVE08590, NEMVE08584, NEMVE02970, NEMVE11676	APOSC_23236, APOSC_24402, APOSC_06368
OG0000058	NEMVE13151	APOSC_09888
OG0000058	NEMVE00498	APOSC_07162
OG0000058	NEMVE17922, NEMVE24060, NEMVE22352, NEMVE13854, NEMVE14802	APOSC_22832, APOSC_21555
OG0000059	NEMVE15315, NEMVE02009, NEMVE06154	APOSC_00480
OG0000060	NEMVE15983, NEMVE23420, NEMVE00402	APOSC_26756
OG0000060	NEMVE02438	APOSC_09536, APOSC_09537
OG0000060	NEMVE01006, NEMVE11210, NEMVE00908, NEMVE18881, NEMVE00777	APOSC_08992
OG0000062	NEMVE14126	APOSC_18486, APOSC_01084
OG0000062	NEMVE00002, NEMVE17871	APOSC_00580
OG0000063	NEMVE05614	APOSC_25041
OG0000063	NEMVE00961	APOSC_17949
OG0000063	NEMVE23740, NEMVE18393	APOSC_22074, APOSC_13172, APOSC_22080
OG0000063	NEMVE09684	APOSC_13886, APOSC_04832
OG0000064	NEMVE19911, NEMVE17597, NEMVE15687	APOSC_21665, APOSC_24643, APOSC_02073, APOSC_18105, APOSC_02888, APOSC_19510, APOSC_15388, APOSC_20038, APOSC_07444, APOSC_02613, APOSC_05716, APOSC_25945, APOSC_15039, APOSC_20441, APOSC_24674, APOSC_13863, APOSC_14837, APOSC_08886, APOSC_12172, APOSC_00123, APOSC_00124, APOSC_02280, APOSC_23584, APOSC_05495, APOSC_01296, APOSC_15130, APOSC_09884, APOSC_19159
OG0000065	NEMVE02128, NEMVE02142, NEMVE07842, NEMVE11941, NEMVE09169, NEMVE17235, NEMVE07009, NEMVE07010, NEMVE01667, NEMVE07812, NEMVE11483, NEMVE06777, NEMVE05666, NEMVE09396, NEMVE07281, NEMVE13551	APOSC_12531, APOSC_10714, APOSC_21764, APOSC_21765, APOSC_14736, APOSC_03698, APOSC_03697, APOSC_01129, APOSC_00150, APOSC_01985, APOSC_25088, APOSC_15108, APOSC_28621, APOSC_19931, APOSC_19932, APOSC_12157, APOSC_09424, APOSC_03762, APOSC_19098
OG0000066	NEMVE00883	APOSC_05447
OG0000066	NEMVE08925	APOSC_10537
OG0000066	NEMVE05032	APOSC_19939, APOSC_15688
OG0000066	NEMVE05988	APOSC_19084
OG0000067	NEMVE10714	APOSC_04289, APOSC_00615, APOSC_00616
OG0000067	NEMVE14139, NEMVE14099	APOSC_06312, APOSC_24028, APOSC_22826, APOSC_27789, APOSC_07620, APOSC_22825, APOSC_12297, APOSC_15268, APOSC_06846
OG0000068	NEMVE24661, NEMVE20048	APOSC_25733, APOSC_04447, APOSC_04446, APOSC_11083, APOSC_11080, APOSC_11082, APOSC_20989, APOSC_25395, APOSC_02568, APOSC_02111, APOSC_25732, APOSC_09494
OG0000069	NEMVE14181	APOSC_25356
OG0000069	NEMVE15092	APOSC_27459, APOSC_09914, APOSC_04180, APOSC_28736
OG0000069	NEMVE19917, NEMVE02861	APOSC_07708
OG0000069	NEMVE13176, NEMVE12607	APOSC_11021
OG0000071	NEMVE11425, NEMVE00556, NEMVE14043	APOSC_15139
OG0000071	NEMVE03090	APOSC_13628
OG0000071	NEMVE23762, NEMVE04901	APOSC_00250
OG0000072	NEMVE01460	APOSC_14045
OG0000072	NEMVE07818	APOSC_26208
OG0000074	NEMVE06258	APOSC_12600, APOSC_10370
OG0000074	NEMVE04681	APOSC_18220
OG0000075	NEMVE23844	APOSC_14489
OG0000075	NEMVE15115	APOSC_12033
OG0000075	NEMVE18051	APOSC_07538
OG0000075	NEMVE24197	APOSC_06620
OG0000075	NEMVE22411	APOSC_08706
OG0000075	NEMVE17771	APOSC_20859
OG0000075	NEMVE07707	APOSC_19754
OG0000076	NEMVE11640	APOSC_27192, APOSC_24774, APOSC_00610
OG0000076	NEMVE17640, NEMVE07717, NEMVE12326	APOSC_13547, APOSC_27046, APOSC_06553, APOSC_03640, APOSC_24931, APOSC_02646, APOSC_07341, APOSC_25810, APOSC_11913
OG0000076	NEMVE17885	APOSC_15374, APOSC_08363
OG0000076	NEMVE11563	APOSC_15410, APOSC_03196, APOSC_11772, APOSC_00749
OG0000077	NEMVE04990	APOSC_15032, APOSC_19689, APOSC_21239, APOSC_06807
OG0000078	NEMVE13703, NEMVE01522	APOSC_00200, APOSC_02992, APOSC_10949, APOSC_21464, APOSC_21465
OG0000079	NEMVE09220	APOSC_15669
OG0000079	NEMVE07219, NEMVE03189	APOSC_14016, APOSC_18637, APOSC_09201
OG0000079	NEMVE02220	APOSC_14696
OG0000079	NEMVE08009	APOSC_10552, APOSC_10551
OG0000080	NEMVE06862	APOSC_24368, APOSC_04715, APOSC_01450, APOSC_22940, APOSC_28029, APOSC_24503, APOSC_15378, APOSC_18689, APOSC_22834, APOSC_25525, APOSC_01210, APOSC_13316, APOSC_20361, APOSC_15858, APOSC_21235, APOSC_10809, APOSC_25615, APOSC_14922, APOSC_07639, APOSC_12622
OG0000082	NEMVE19066	APOSC_14161
OG0000082	NEMVE05388	APOSC_20096
OG0000082	NEMVE14867, NEMVE15134	APOSC_05443, APOSC_27848, APOSC_13154, APOSC_11148, APOSC_10803, APOSC_18436, APOSC_27594, APOSC_20710, APOSC_10804, APOSC_10807, APOSC_10806, APOSC_23423, APOSC_11149
