Orthogroup	NEMVE	APOSJ_ok
OG0000007	NEMVE09467	APOSJ_45510, APOSJ_50337
OG0000007	NEMVE03824	APOSJ_45418, APOSJ_45416, APOSJ_16951, APOSJ_45417
OG0000007	NEMVE09051	APOSJ_06582, APOSJ_20594
OG0000007	NEMVE03714	APOSJ_16847, APOSJ_57982, APOSJ_16846
OG0000007	NEMVE10605	APOSJ_61120, APOSJ_64094, APOSJ_61123, APOSJ_61124, APOSJ_61122, APOSJ_61121
OG0000007	NEMVE09289	APOSJ_33873, APOSJ_55281, APOSJ_26156, APOSJ_33878
OG0000007	NEMVE05677	APOSJ_55940, APOSJ_55941
OG0000008	NEMVE08509, NEMVE08519, NEMVE09930	APOSJ_08880
OG0000008	NEMVE02162	APOSJ_21452, APOSJ_49644, APOSJ_36622, APOSJ_36616, APOSJ_42527, APOSJ_42528
OG0000008	NEMVE02218, NEMVE02180	APOSJ_19161, APOSJ_11616, APOSJ_11617
OG0000008	NEMVE04749, NEMVE07849	APOSJ_06622, APOSJ_23604
OG0000008	NEMVE04570, NEMVE15525, NEMVE04545, NEMVE06382, NEMVE06498, NEMVE06526, NEMVE06494, NEMVE06508, NEMVE06518, NEMVE03619, NEMVE03110, NEMVE09120, NEMVE12125, NEMVE12319	APOSJ_42337, APOSJ_52394, APOSJ_22900, APOSJ_49999, APOSJ_52396, APOSJ_52392, APOSJ_08921, APOSJ_58249, APOSJ_58247, APOSJ_08951, APOSJ_58246
OG0000008	NEMVE07817, NEMVE12766	APOSJ_50496
OG0000009	NEMVE09431	APOSJ_54833
OG0000009	NEMVE06521	APOSJ_06477, APOSJ_35477, APOSJ_51988, APOSJ_03326, APOSJ_29156, APOSJ_63159, APOSJ_30497, APOSJ_12474, APOSJ_60875, APOSJ_60877, APOSJ_61304, APOSJ_61303, APOSJ_39290, APOSJ_29154, APOSJ_51316, APOSJ_52243, APOSJ_47374, APOSJ_18606
OG0000009	NEMVE06802	APOSJ_39287, APOSJ_35475, APOSJ_39288, APOSJ_15578, APOSJ_23189, APOSJ_35473, APOSJ_29155
OG0000009	NEMVE08980	APOSJ_56664, APOSJ_09416, APOSJ_58001, APOSJ_01900, APOSJ_01898, APOSJ_18180, APOSJ_18179
OG0000009	NEMVE09219	APOSJ_60169, APOSJ_10781, APOSJ_49262, APOSJ_11404, APOSJ_10780, APOSJ_10776, APOSJ_00998, APOSJ_00997, APOSJ_00994, APOSJ_00992, APOSJ_00989
OG0000009	NEMVE02901	APOSJ_58002, APOSJ_56788, APOSJ_16191, APOSJ_29582, APOSJ_16189, APOSJ_16692, APOSJ_38775, APOSJ_07096, APOSJ_07094, APOSJ_16686, APOSJ_16687, APOSJ_16684, APOSJ_16683, APOSJ_07098, APOSJ_07097, APOSJ_07092, APOSJ_07089, APOSJ_16688, APOSJ_07095, APOSJ_07090, APOSJ_07093, APOSJ_07091, APOSJ_59244, APOSJ_59242, APOSJ_53515, APOSJ_34367, APOSJ_61174, APOSJ_31715, APOSJ_13125, APOSJ_50535, APOSJ_31719, APOSJ_17359, APOSJ_50547, APOSJ_60011, APOSJ_17353, APOSJ_13127, APOSJ_13126, APOSJ_48325, APOSJ_48328, APOSJ_59469, APOSJ_48329, APOSJ_58890, APOSJ_48326, APOSJ_49841, APOSJ_49842, APOSJ_49840, APOSJ_49839, APOSJ_49838, APOSJ_42589, APOSJ_39562, APOSJ_24430, APOSJ_56376, APOSJ_43608, APOSJ_01836, APOSJ_01834, APOSJ_01831, APOSJ_62939, APOSJ_62936, APOSJ_43607, APOSJ_49147, APOSJ_49146, APOSJ_49148, APOSJ_04209, APOSJ_00134, APOSJ_53043
OG0000009	NEMVE03675	APOSJ_08607, APOSJ_33774, APOSJ_21638
OG0000010	NEMVE05306	APOSJ_10822
OG0000011	NEMVE10152	APOSJ_09282, APOSJ_13252, APOSJ_13251, APOSJ_13253, APOSJ_13008, APOSJ_16660, APOSJ_51166, APOSJ_16663, APOSJ_51108, APOSJ_60394, APOSJ_60398, APOSJ_60769, APOSJ_28585, APOSJ_60768, APOSJ_02928, APOSJ_61879, APOSJ_15677, APOSJ_37350, APOSJ_09521, APOSJ_64652, APOSJ_38837, APOSJ_06721, APOSJ_60676
OG0000011	NEMVE11104	APOSJ_62559, APOSJ_16662, APOSJ_58824, APOSJ_37653, APOSJ_37652, APOSJ_55526, APOSJ_64837, APOSJ_25699, APOSJ_25700, APOSJ_25698, APOSJ_25688, APOSJ_14502, APOSJ_17494, APOSJ_12065, APOSJ_65282, APOSJ_53792, APOSJ_01874, APOSJ_41471, APOSJ_25283, APOSJ_25285, APOSJ_31966, APOSJ_35318, APOSJ_21982, APOSJ_27428, APOSJ_62277, APOSJ_49051, APOSJ_29636, APOSJ_29638, APOSJ_54676, APOSJ_31861, APOSJ_00009, APOSJ_00010, APOSJ_61177, APOSJ_59189, APOSJ_34393, APOSJ_49591, APOSJ_58988, APOSJ_31311, APOSJ_57622, APOSJ_64527, APOSJ_57621, APOSJ_52511, APOSJ_52510, APOSJ_52509, APOSJ_52676, APOSJ_47306, APOSJ_12931, APOSJ_25047, APOSJ_12932, APOSJ_19075, APOSJ_19074, APOSJ_02231, APOSJ_02230, APOSJ_02232, APOSJ_13434, APOSJ_24519, APOSJ_52847, APOSJ_60286
OG0000012	NEMVE09268, NEMVE05547	APOSJ_20422
OG0000013	NEMVE13893, NEMVE05875, NEMVE01242, NEMVE11444, NEMVE23684, NEMVE09508, NEMVE09506, NEMVE08890, NEMVE08262, NEMVE00977	APOSJ_50056, APOSJ_01943
OG0000014	NEMVE10548, NEMVE12737, NEMVE10549, NEMVE11550, NEMVE11398, NEMVE01819	APOSJ_28331, APOSJ_28332
OG0000015	NEMVE01032, NEMVE12485, NEMVE00817	APOSJ_33839
OG0000015	NEMVE10119	APOSJ_56210
OG0000015	NEMVE05324, NEMVE02429, NEMVE04966, NEMVE18055, NEMVE18768, NEMVE20100, NEMVE21922, NEMVE03454, NEMVE06696, NEMVE01531, NEMVE16715, NEMVE01580, NEMVE06889, NEMVE01713, NEMVE06874, NEMVE07446, NEMVE02999, NEMVE07669, NEMVE00606, NEMVE10760, NEMVE10763, NEMVE03039, NEMVE11855, NEMVE07220	APOSJ_04715
OG0000015	NEMVE09590, NEMVE09832, NEMVE01566	APOSJ_09441, APOSJ_10165
OG0000016	NEMVE10959	APOSJ_25810, APOSJ_25809, APOSJ_38950, APOSJ_38952, APOSJ_43457
OG0000016	NEMVE05675	APOSJ_31207
OG0000016	NEMVE01836	APOSJ_03790
OG0000017	NEMVE02741	APOSJ_55396, APOSJ_52652, APOSJ_52651
OG0000017	NEMVE21656	APOSJ_26995, APOSJ_52034, APOSJ_55397
OG0000017	NEMVE05055, NEMVE07301, NEMVE11302, NEMVE11298, NEMVE10134	APOSJ_22123, APOSJ_22488, APOSJ_51045, APOSJ_60423, APOSJ_44747, APOSJ_44744, APOSJ_23056, APOSJ_23055, APOSJ_44745, APOSJ_53147, APOSJ_53142, APOSJ_44746, APOSJ_14598, APOSJ_13335, APOSJ_55839, APOSJ_55837, APOSJ_29917, APOSJ_29916, APOSJ_52476, APOSJ_39857, APOSJ_39853, APOSJ_39852, APOSJ_05386, APOSJ_05387, APOSJ_05389, APOSJ_58711, APOSJ_65196, APOSJ_65197, APOSJ_65193, APOSJ_65192, APOSJ_65178, APOSJ_42099, APOSJ_33478, APOSJ_05390, APOSJ_65198, APOSJ_65190, APOSJ_65189, APOSJ_58712, APOSJ_45809, APOSJ_06985, APOSJ_32437, APOSJ_32436, APOSJ_43655, APOSJ_43652, APOSJ_43651, APOSJ_43650, APOSJ_43653, APOSJ_43649, APOSJ_52033, APOSJ_20546, APOSJ_34527, APOSJ_34526, APOSJ_34525, APOSJ_05990
OG0000017	NEMVE07080, NEMVE05658	APOSJ_02995
OG0000018	NEMVE07261	APOSJ_19512, APOSJ_19514, APOSJ_19516, APOSJ_57743, APOSJ_53955, APOSJ_52496, APOSJ_17991, APOSJ_41809, APOSJ_54134, APOSJ_00380, APOSJ_47794, APOSJ_54280, APOSJ_54282, APOSJ_54279, APOSJ_54277, APOSJ_38665, APOSJ_54283, APOSJ_54281, APOSJ_54278, APOSJ_01881, APOSJ_01883, APOSJ_01884, APOSJ_01885, APOSJ_11544, APOSJ_11543, APOSJ_01882, APOSJ_01880, APOSJ_31485, APOSJ_31935, APOSJ_04724, APOSJ_60628, APOSJ_60629, APOSJ_02343, APOSJ_02342, APOSJ_55745, APOSJ_55748, APOSJ_55746, APOSJ_03375, APOSJ_22571, APOSJ_58193, APOSJ_27177, APOSJ_35802, APOSJ_41144, APOSJ_61457, APOSJ_61458, APOSJ_62289, APOSJ_61461, APOSJ_61462, APOSJ_41143, APOSJ_61459, APOSJ_65410, APOSJ_56262, APOSJ_12569, APOSJ_25320, APOSJ_04276, APOSJ_51121, APOSJ_05958
OG0000018	NEMVE17996	APOSJ_64894, APOSJ_63505, APOSJ_19513, APOSJ_19515
OG0000018	NEMVE12742, NEMVE12416	APOSJ_04828
OG0000019	NEMVE06549	APOSJ_25021
OG0000019	NEMVE19477, NEMVE18845, NEMVE09968, NEMVE08427, NEMVE18382, NEMVE10945, NEMVE18794, NEMVE16950	APOSJ_63124
OG0000019	NEMVE10214	APOSJ_50969, APOSJ_54491, APOSJ_65164, APOSJ_10516, APOSJ_17340, APOSJ_10420, APOSJ_51391, APOSJ_51392, APOSJ_58483
OG0000019	NEMVE10489	APOSJ_49365
OG0000019	NEMVE04731, NEMVE23135, NEMVE19085, NEMVE07512, NEMVE17584, NEMVE17583, NEMVE17474, NEMVE18398, NEMVE17585, NEMVE18173, NEMVE15506, NEMVE15391, NEMVE15390, NEMVE00086, NEMVE20105, NEMVE02817, NEMVE03394, NEMVE11745, NEMVE11242, NEMVE19708	APOSJ_01085, APOSJ_65350, APOSJ_05565, APOSJ_64003, APOSJ_65353, APOSJ_05564, APOSJ_34752, APOSJ_65005, APOSJ_65352, APOSJ_65351, APOSJ_05568, APOSJ_64006, APOSJ_64005, APOSJ_07876, APOSJ_64004, APOSJ_48618, APOSJ_48619, APOSJ_48616, APOSJ_16280, APOSJ_48620, APOSJ_48621, APOSJ_30953
OG0000020	NEMVE05671	APOSJ_60863, APOSJ_38143, APOSJ_60862
OG0000020	NEMVE21971	APOSJ_44342, APOSJ_44340, APOSJ_44341
OG0000020	NEMVE18721	APOSJ_25225, APOSJ_25228, APOSJ_25227, APOSJ_25226, APOSJ_25224, APOSJ_25223
OG0000020	NEMVE13317, NEMVE16589, NEMVE10183, NEMVE17621, NEMVE03465, NEMVE14976, NEMVE21956, NEMVE21862	APOSJ_17336, APOSJ_17335, APOSJ_45822, APOSJ_45820, APOSJ_45821
OG0000020	NEMVE05506	APOSJ_34911, APOSJ_34912, APOSJ_34909, APOSJ_34910
OG0000020	NEMVE08770, NEMVE22771	APOSJ_51246, APOSJ_35639
OG0000020	NEMVE13577	APOSJ_08125, APOSJ_51104
OG0000020	NEMVE13307	APOSJ_16758
OG0000020	NEMVE21746	APOSJ_64610, APOSJ_31490
OG0000020	NEMVE13092	APOSJ_45120
OG0000021	NEMVE01551, NEMVE13918	APOSJ_55570, APOSJ_22670, APOSJ_48399, APOSJ_48398, APOSJ_48401, APOSJ_48402, APOSJ_48404, APOSJ_26218
OG0000021	NEMVE25647	APOSJ_50915
OG0000021	NEMVE17642, NEMVE17644, NEMVE21888	APOSJ_16738, APOSJ_16737, APOSJ_16740, APOSJ_16736
OG0000021	NEMVE14759, NEMVE06841, NEMVE12110, NEMVE22480, NEMVE21761, NEMVE08095	APOSJ_56015, APOSJ_08859
OG0000021	NEMVE04837	APOSJ_16640, APOSJ_16638, APOSJ_34733, APOSJ_17339, APOSJ_22470, APOSJ_22469, APOSJ_16747, APOSJ_22471, APOSJ_33890, APOSJ_34732, APOSJ_64645, APOSJ_43284, APOSJ_00001, APOSJ_41267, APOSJ_41269, APOSJ_41268, APOSJ_41270, APOSJ_41946, APOSJ_13685, APOSJ_41948, APOSJ_41949, APOSJ_63243, APOSJ_38075, APOSJ_38077, APOSJ_38079, APOSJ_38078, APOSJ_38076, APOSJ_38073, APOSJ_38080, APOSJ_38074, APOSJ_38072, APOSJ_31173, APOSJ_63744, APOSJ_63745, APOSJ_46341, APOSJ_46342, APOSJ_14192, APOSJ_54489, APOSJ_54488
OG0000023	NEMVE01882	APOSJ_04667, APOSJ_12541
OG0000023	NEMVE02033, NEMVE05058, NEMVE00878	APOSJ_14254, APOSJ_65297, APOSJ_31405, APOSJ_14258, APOSJ_14259, APOSJ_31406, APOSJ_19021, APOSJ_14257, APOSJ_14256, APOSJ_14255, APOSJ_14253, APOSJ_27677, APOSJ_27676, APOSJ_27675, APOSJ_27674, APOSJ_01239
OG0000023	NEMVE13647	APOSJ_01093, APOSJ_01092, APOSJ_01091
OG0000023	NEMVE08792	APOSJ_53525
OG0000024	NEMVE05736, NEMVE12848	APOSJ_41943, APOSJ_55810, APOSJ_12803, APOSJ_61540, APOSJ_61541, APOSJ_41584, APOSJ_02508, APOSJ_02509, APOSJ_01723, APOSJ_49604, APOSJ_49606, APOSJ_49600, APOSJ_49609, APOSJ_01726, APOSJ_10812, APOSJ_01728, APOSJ_49603, APOSJ_01724, APOSJ_01725, APOSJ_49605, APOSJ_49608, APOSJ_49607, APOSJ_49602, APOSJ_01727, APOSJ_64694, APOSJ_36208, APOSJ_60045, APOSJ_60046, APOSJ_60043, APOSJ_60042, APOSJ_60044, APOSJ_60041, APOSJ_50597, APOSJ_50596, APOSJ_59030, APOSJ_52499, APOSJ_21171, APOSJ_52500, APOSJ_52498, APOSJ_22830, APOSJ_21196, APOSJ_44116, APOSJ_44115, APOSJ_38982, APOSJ_48566, APOSJ_03380, APOSJ_03379, APOSJ_18300, APOSJ_25967, APOSJ_38975, APOSJ_43890, APOSJ_11904
OG0000024	NEMVE10194, NEMVE06283, NEMVE03385, NEMVE10736, NEMVE10243, NEMVE12039	APOSJ_22298
OG0000024	NEMVE14359, NEMVE12911, NEMVE12056	APOSJ_36507, APOSJ_20210
OG0000024	NEMVE19722	APOSJ_60940, APOSJ_60942, APOSJ_30595, APOSJ_35643, APOSJ_00017, APOSJ_53177, APOSJ_53178, APOSJ_04339, APOSJ_61804, APOSJ_31223, APOSJ_29329, APOSJ_60754, APOSJ_47192, APOSJ_09230, APOSJ_62494, APOSJ_62492
OG0000025	NEMVE03788, NEMVE03827, NEMVE02880, NEMVE02751	APOSJ_00453
OG0000025	NEMVE18322	APOSJ_21548
OG0000025	NEMVE00738	APOSJ_36900, APOSJ_46981, APOSJ_46982
OG0000025	NEMVE02929	APOSJ_02655, APOSJ_02652
OG0000025	NEMVE12856, NEMVE02853	APOSJ_29806
OG0000025	NEMVE03316	APOSJ_06201, APOSJ_57840, APOSJ_45165, APOSJ_40043, APOSJ_52771, APOSJ_31676, APOSJ_57603, APOSJ_57606, APOSJ_64591, APOSJ_01272, APOSJ_34348
OG0000026	NEMVE14231, NEMVE02456, NEMVE19119, NEMVE15036, NEMVE11860, NEMVE10138, NEMVE10137, NEMVE10629, NEMVE11596, NEMVE02542, NEMVE02515, NEMVE03115, NEMVE17182, NEMVE10477, NEMVE10141, NEMVE11809, NEMVE11355, NEMVE11214, NEMVE10424, NEMVE10535, NEMVE10632, NEMVE10426, NEMVE10474, NEMVE10479, NEMVE15004, NEMVE00616, NEMVE01360, NEMVE10139, NEMVE00722, NEMVE10481, NEMVE00708, NEMVE00807	APOSJ_39679, APOSJ_39682
OG0000026	NEMVE24164, NEMVE07469	APOSJ_61877, APOSJ_61922, APOSJ_14352, APOSJ_14353
OG0000026	NEMVE15646	APOSJ_20027
OG0000027	NEMVE04577, NEMVE04559, NEMVE05475, NEMVE15843, NEMVE08337, NEMVE08327, NEMVE07686, NEMVE07706	APOSJ_23299, APOSJ_23300, APOSJ_44006, APOSJ_46288, APOSJ_53652, APOSJ_41604, APOSJ_51651, APOSJ_51649, APOSJ_51653, APOSJ_19117, APOSJ_19116, APOSJ_41617, APOSJ_64839, APOSJ_09102, APOSJ_31251, APOSJ_15397, APOSJ_53968, APOSJ_63686, APOSJ_42018, APOSJ_42017, APOSJ_61281, APOSJ_17811, APOSJ_17810, APOSJ_62251, APOSJ_62252, APOSJ_62253, APOSJ_62250, APOSJ_61176, APOSJ_57015, APOSJ_57014
OG0000028	NEMVE04954, NEMVE01581, NEMVE08894	APOSJ_48802, APOSJ_48805, APOSJ_48804, APOSJ_48803
OG0000028	NEMVE06026, NEMVE05984	APOSJ_31043, APOSJ_25716, APOSJ_25715, APOSJ_57817
OG0000029	NEMVE03602, NEMVE01722, NEMVE08343	APOSJ_26876, APOSJ_26877, APOSJ_64430
OG0000029	NEMVE10355, NEMVE09829, NEMVE10357	APOSJ_13377
OG0000030	NEMVE14217, NEMVE02377, NEMVE09974	APOSJ_42302, APOSJ_42296, APOSJ_42301, APOSJ_42295, APOSJ_02556, APOSJ_42297, APOSJ_42298, APOSJ_30575
OG0000030	NEMVE02213, NEMVE02794	APOSJ_24666, APOSJ_08058, APOSJ_64332
OG0000030	NEMVE06265	APOSJ_13201, APOSJ_45466
OG0000031	NEMVE00311, NEMVE00632, NEMVE02249	APOSJ_37355
OG0000031	NEMVE01854	APOSJ_56428
OG0000031	NEMVE06981	APOSJ_58452
OG0000031	NEMVE01412	APOSJ_43290, APOSJ_43294, APOSJ_43291, APOSJ_43293
OG0000031	NEMVE02343	APOSJ_07842, APOSJ_07841
OG0000031	NEMVE07820	APOSJ_02849, APOSJ_17365, APOSJ_17366, APOSJ_17367, APOSJ_17368, APOSJ_17369, APOSJ_17370, APOSJ_43784, APOSJ_40601, APOSJ_23164, APOSJ_23163, APOSJ_23162
OG0000031	NEMVE12067	APOSJ_01762
OG0000031	NEMVE22486	APOSJ_03114, APOSJ_03115
OG0000032	NEMVE03085	APOSJ_64832, APOSJ_02133, APOSJ_54563, APOSJ_04185, APOSJ_04186, APOSJ_04184
OG0000033	NEMVE07263, NEMVE03185, NEMVE16828, NEMVE02598, NEMVE24679, NEMVE02584, NEMVE12391	APOSJ_27205, APOSJ_27204
OG0000034	NEMVE07311, NEMVE07285	APOSJ_42844, APOSJ_62192, APOSJ_62189, APOSJ_62188, APOSJ_62186, APOSJ_59239, APOSJ_59236, APOSJ_59237, APOSJ_59235, APOSJ_59234, APOSJ_42840, APOSJ_29082, APOSJ_03040, APOSJ_42835, APOSJ_42836, APOSJ_42837, APOSJ_42838, APOSJ_42841, APOSJ_59238, APOSJ_59240, APOSJ_62187, APOSJ_62190, APOSJ_62191, APOSJ_62193
OG0000034	NEMVE10927	APOSJ_09404, APOSJ_13545, APOSJ_44168
OG0000034	NEMVE10961, NEMVE24294	APOSJ_60565, APOSJ_21305
OG0000034	NEMVE06675, NEMVE11922, NEMVE10845	APOSJ_17132, APOSJ_23482, APOSJ_23483, APOSJ_18928
OG0000034	NEMVE05344	APOSJ_63084, APOSJ_59127
OG0000034	NEMVE06831	APOSJ_09729
OG0000034	NEMVE16104, NEMVE09479, NEMVE10924	APOSJ_46606, APOSJ_46602, APOSJ_39468, APOSJ_58455, APOSJ_46604, APOSJ_46601, APOSJ_39472, APOSJ_58458, APOSJ_39471, APOSJ_46600, APOSJ_39470, APOSJ_58457, APOSJ_39469, APOSJ_46608, APOSJ_58456, APOSJ_39467, APOSJ_46603, APOSJ_46607
OG0000035	NEMVE23841	APOSJ_28930, APOSJ_28931, APOSJ_28932, APOSJ_28929
OG0000035	NEMVE22676	APOSJ_13857
OG0000035	NEMVE22226, NEMVE05357, NEMVE02194	APOSJ_11969, APOSJ_09937
OG0000036	NEMVE07419, NEMVE07417	APOSJ_40313, APOSJ_57892, APOSJ_57894
OG0000036	NEMVE14673, NEMVE17825, NEMVE21872, NEMVE13905, NEMVE22602, NEMVE13688, NEMVE22372	APOSJ_49777, APOSJ_42183, APOSJ_42178, APOSJ_53453, APOSJ_49780, APOSJ_34471, APOSJ_42404, APOSJ_48372, APOSJ_48557, APOSJ_48377, APOSJ_48373, APOSJ_48374, APOSJ_42406, APOSJ_42405, APOSJ_00237, APOSJ_00230, APOSJ_00218, APOSJ_17179, APOSJ_05137, APOSJ_05138, APOSJ_31800, APOSJ_05136, APOSJ_07074, APOSJ_07075, APOSJ_52025, APOSJ_18384, APOSJ_18382, APOSJ_18383, APOSJ_21951, APOSJ_21954, APOSJ_57893, APOSJ_57895, APOSJ_33193, APOSJ_10054
OG0000037	NEMVE00865, NEMVE01113	APOSJ_15752, APOSJ_50446, APOSJ_19669, APOSJ_19640, APOSJ_63529, APOSJ_64474, APOSJ_63530, APOSJ_40888, APOSJ_40889
OG0000037	NEMVE10401	APOSJ_41930, APOSJ_41929
OG0000038	NEMVE16337	APOSJ_44498, APOSJ_44500
