Orthogroup	NEMVE	HELIO_ok
OG0000047	NEMVE12741, NEMVE05419	HELIO_05425, HELIO_06314, HELIO_04036, HELIO_10109, HELIO_05583, HELIO_01306, HELIO_06838, HELIO_06213, HELIO_05123, HELIO_00552, HELIO_05869
OG0000047	NEMVE12937	HELIO_06746, HELIO_05006
OG0000048	NEMVE05567	HELIO_10223
OG0000048	NEMVE14912	HELIO_05826, HELIO_06221, HELIO_11655
OG0000048	NEMVE14024	HELIO_08708
OG0000048	NEMVE15061	HELIO_00288, HELIO_00660, HELIO_12560, HELIO_10706, HELIO_05605
OG0000049	NEMVE19461, NEMVE02399, NEMVE21864	HELIO_02366
OG0000049	NEMVE16905, NEMVE16051, NEMVE24775, NEMVE01999, NEMVE16789, NEMVE16790, NEMVE16128, NEMVE01975, NEMVE02047, NEMVE16717, NEMVE08586, NEMVE23821, NEMVE10283, NEMVE01510, NEMVE06990, NEMVE03443, NEMVE05693, NEMVE00604, NEMVE19016, NEMVE00041	HELIO_10175
OG0000050	NEMVE20299	HELIO_04635, HELIO_04600
OG0000050	NEMVE17503, NEMVE02458	HELIO_04507, HELIO_05305
OG0000050	NEMVE01136	HELIO_03827, HELIO_11651, HELIO_10651, HELIO_07585
OG0000051	NEMVE14426, NEMVE13406, NEMVE08489, NEMVE22548	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844
OG0000051	NEMVE18951, NEMVE15008	HELIO_11965, HELIO_05090, HELIO_05789
OG0000054	NEMVE01268	HELIO_03625, HELIO_05561
OG0000054	NEMVE15086, NEMVE10916	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216
OG0000056	NEMVE11933	HELIO_02100
OG0000056	NEMVE01724, NEMVE05835, NEMVE01653	HELIO_05303
OG0000056	NEMVE01503, NEMVE04541	HELIO_03513
OG0000056	NEMVE11865, NEMVE19274, NEMVE04833, NEMVE10670	HELIO_09232, HELIO_07150
OG0000056	NEMVE16764, NEMVE18863, NEMVE02201	HELIO_00064
OG0000056	NEMVE15228	HELIO_07637
OG0000057	NEMVE05190, NEMVE02467, NEMVE05216, NEMVE05223, NEMVE05204, NEMVE05225, NEMVE12328, NEMVE05177, NEMVE05220, NEMVE03446, NEMVE07617, NEMVE07622, NEMVE25939, NEMVE23329, NEMVE05208, NEMVE02722, NEMVE16190	HELIO_05858
OG0000057	NEMVE10389, NEMVE10288, NEMVE05767, NEMVE05753, NEMVE07561, NEMVE16869, NEMVE12777, NEMVE13925, NEMVE09515, NEMVE17706	HELIO_07020
OG0000059	NEMVE15315, NEMVE02009, NEMVE06154	HELIO_07693, HELIO_05488
OG0000060	NEMVE15983, NEMVE23420, NEMVE00402	HELIO_11213
OG0000060	NEMVE02438	HELIO_01698, HELIO_08930, HELIO_10260
OG0000060	NEMVE01006, NEMVE11210, NEMVE00908, NEMVE18881, NEMVE00777	HELIO_12113
OG0000062	NEMVE10327	HELIO_08709
OG0000062	NEMVE14126	HELIO_06316
OG0000062	NEMVE00002, NEMVE17871	HELIO_08446, HELIO_09104
OG0000063	NEMVE05614	HELIO_10147
OG0000063	NEMVE00961	HELIO_12629
OG0000063	NEMVE09684	HELIO_04155
OG0000064	NEMVE19911, NEMVE17597, NEMVE15687	HELIO_01450, HELIO_11717, HELIO_05378, HELIO_04032, HELIO_07061, HELIO_00141, HELIO_07348, HELIO_02173
OG0000065	NEMVE02128, NEMVE02142, NEMVE07842, NEMVE11941, NEMVE09169, NEMVE17235, NEMVE07009, NEMVE07010, NEMVE01667, NEMVE07812, NEMVE11483, NEMVE06777, NEMVE05666, NEMVE09396, NEMVE07281, NEMVE13551	HELIO_07590, HELIO_07271, HELIO_03598, HELIO_00678, HELIO_00187, HELIO_05936, HELIO_05480
OG0000066	NEMVE02094, NEMVE00829, NEMVE23938	HELIO_11387
OG0000066	NEMVE06765, NEMVE09456	HELIO_05268
OG0000067	NEMVE10714	HELIO_11753, HELIO_06955
OG0000067	NEMVE14139, NEMVE14099	HELIO_07211, HELIO_04257, HELIO_02907, HELIO_01151, HELIO_02361, HELIO_07310, HELIO_09285, HELIO_10782
OG0000068	NEMVE24661, NEMVE20048	HELIO_09495, HELIO_11520, HELIO_04643, HELIO_09524, HELIO_08964, HELIO_11774, HELIO_01288
OG0000069	NEMVE14181	HELIO_11698
OG0000069	NEMVE15092	HELIO_03190
OG0000071	NEMVE11425, NEMVE00556, NEMVE14043	HELIO_00564
OG0000071	NEMVE03090	HELIO_11788
OG0000071	NEMVE04901	HELIO_11295
OG0000072	NEMVE01460	HELIO_10317
OG0000072	NEMVE07818	HELIO_09782
OG0000074	NEMVE04681	HELIO_06403
OG0000075	NEMVE23844	HELIO_02705
OG0000075	NEMVE13100	HELIO_01007
OG0000075	NEMVE15115	HELIO_07086
OG0000075	NEMVE18051	HELIO_01193
OG0000075	NEMVE22411	HELIO_09567
OG0000075	NEMVE17771	HELIO_05177
OG0000075	NEMVE07707	HELIO_00684
OG0000076	NEMVE17104	HELIO_04639
OG0000076	NEMVE17640, NEMVE07717, NEMVE12326	HELIO_06908, HELIO_11294, HELIO_07038, HELIO_05357
OG0000076	NEMVE11563	HELIO_06296, HELIO_11136, HELIO_04187
OG0000077	NEMVE04990	HELIO_05657, HELIO_00295, HELIO_11466, HELIO_12145
OG0000078	NEMVE17207	HELIO_04314, HELIO_00570
OG0000078	NEMVE13703, NEMVE01522	HELIO_06313
OG0000078	NEMVE20033	HELIO_07319, HELIO_06987
OG0000079	NEMVE07219, NEMVE03189	HELIO_01794, HELIO_05740
OG0000079	NEMVE08009	HELIO_00549
OG0000079	NEMVE00715, NEMVE10337, NEMVE10329, NEMVE05451	HELIO_01744, HELIO_07509
OG0000080	NEMVE06862	HELIO_10367, HELIO_08678, HELIO_04917, HELIO_06961, HELIO_06750, HELIO_05591, HELIO_07354, HELIO_07366, HELIO_06819, HELIO_04053, HELIO_10760, HELIO_07099, HELIO_10773, HELIO_07512
OG0000082	NEMVE19066	HELIO_12249
OG0000082	NEMVE05388	HELIO_08556
OG0000082	NEMVE14867, NEMVE15134	HELIO_06503, HELIO_04026, HELIO_02219
OG0000083	NEMVE19216	HELIO_10428, HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391, HELIO_00176, HELIO_06864, HELIO_06088, HELIO_07519, HELIO_05673, HELIO_03497, HELIO_03496
OG0000084	NEMVE25083, NEMVE02496, NEMVE03047, NEMVE03526, NEMVE00179, NEMVE00159, NEMVE02096, NEMVE04809, NEMVE15190, NEMVE01631	HELIO_06950
OG0000085	NEMVE09794, NEMVE03205	HELIO_02405
OG0000085	NEMVE07289	HELIO_05344
OG0000087	NEMVE09998	HELIO_02848
OG0000087	NEMVE14074	HELIO_02847, HELIO_02846
OG0000087	NEMVE12577	HELIO_10299
OG0000087	NEMVE07184	HELIO_09425
OG0000087	NEMVE03741, NEMVE21845	HELIO_10321
OG0000087	NEMVE21432	HELIO_02061
OG0000087	NEMVE02951	HELIO_06633
OG0000087	NEMVE25319	HELIO_01983
OG0000087	NEMVE20307	HELIO_04560, HELIO_06411, HELIO_07580
OG0000088	NEMVE07906, NEMVE16345, NEMVE14559, NEMVE09565, NEMVE02110	HELIO_08028
OG0000089	NEMVE15803	HELIO_06684, HELIO_10658
OG0000089	NEMVE15621, NEMVE15853	HELIO_05968, HELIO_04877, HELIO_00224, HELIO_05928
OG0000090	NEMVE05578	HELIO_12415
OG0000090	NEMVE24660, NEMVE20728	HELIO_09255, HELIO_00241
OG0000090	NEMVE02391	HELIO_11634
OG0000091	NEMVE05463, NEMVE05476, NEMVE13252	HELIO_06734, HELIO_05437, HELIO_01871, HELIO_05996, HELIO_06609
OG0000093	NEMVE00805, NEMVE08071	HELIO_04928, HELIO_06889
OG0000094	NEMVE05621	HELIO_07015
OG0000094	NEMVE03407, NEMVE03409, NEMVE03406	HELIO_03878
OG0000095	NEMVE15802	HELIO_07611
OG0000095	NEMVE10556, NEMVE02903, NEMVE22347, NEMVE15792, NEMVE05620, NEMVE06820, NEMVE05611	HELIO_04751, HELIO_04874
OG0000096	NEMVE15121	HELIO_07466
OG0000096	NEMVE14782	HELIO_03681
OG0000096	NEMVE22574	HELIO_03321
OG0000096	NEMVE22432	HELIO_06897
OG0000096	NEMVE25573	HELIO_03947
OG0000096	NEMVE14773	HELIO_09595
OG0000098	NEMVE25900	HELIO_07543
OG0000098	NEMVE07244, NEMVE05378	HELIO_00467, HELIO_11416
OG0000099	NEMVE07525, NEMVE20970	HELIO_00319
OG0000100	NEMVE03538, NEMVE17567, NEMVE12243, NEMVE05040, NEMVE03088	HELIO_04500, HELIO_07576
OG0000100	NEMVE07544	HELIO_08550
OG0000100	NEMVE09111, NEMVE09709	HELIO_06465
OG0000100	NEMVE09610	HELIO_03096
OG0000101	NEMVE09668, NEMVE18669, NEMVE09674, NEMVE09673, NEMVE09675, NEMVE09670, NEMVE14294, NEMVE01377, NEMVE13283, NEMVE10270, NEMVE14668, NEMVE10030, NEMVE00231, NEMVE06943, NEMVE05036, NEMVE08533	HELIO_03317, HELIO_11521
OG0000101	NEMVE18515	HELIO_06274, HELIO_11624, HELIO_06876
OG0000102	NEMVE01554, NEMVE04730	HELIO_08564
OG0000103	NEMVE06305	HELIO_03996
OG0000103	NEMVE09043	HELIO_12543
OG0000104	NEMVE07990	HELIO_04946
OG0000104	NEMVE01265	HELIO_03807
OG0000104	NEMVE01905	HELIO_05172
OG0000104	NEMVE06744	HELIO_02282
OG0000104	NEMVE00656, NEMVE11959, NEMVE06478, NEMVE02810, NEMVE06126	HELIO_00006
OG0000105	NEMVE16845	HELIO_01100, HELIO_00114, HELIO_07550, HELIO_11647, HELIO_00723, HELIO_10734, HELIO_00015, HELIO_04422, HELIO_00218, HELIO_01340, HELIO_05453, HELIO_04143, HELIO_02007, HELIO_06456, HELIO_11991, HELIO_08647, HELIO_10468
OG0000106	NEMVE07221, NEMVE07805	HELIO_02364
OG0000106	NEMVE16024	HELIO_05614, HELIO_10877
OG0000110	NEMVE15411	HELIO_05242, HELIO_00041, HELIO_11542, HELIO_10665, HELIO_00526, HELIO_02476, HELIO_10466, HELIO_10465, HELIO_05234, HELIO_11191
OG0000110	NEMVE13920, NEMVE12399	HELIO_04706
OG0000114	NEMVE07046, NEMVE14943	HELIO_08152
OG0000116	NEMVE00509, NEMVE00502	HELIO_07865
OG0000117	NEMVE10004	HELIO_07925
OG0000119	NEMVE22896	HELIO_09291
OG0000119	NEMVE15248	HELIO_08423, HELIO_01329
OG0000120	NEMVE05327	HELIO_07920
OG0000121	NEMVE22381	HELIO_11384
OG0000121	NEMVE22385	HELIO_05376
OG0000122	NEMVE05937, NEMVE10909	HELIO_03986, HELIO_09221
OG0000124	NEMVE24720	HELIO_07531
OG0000124	NEMVE14854	HELIO_08965
OG0000124	NEMVE13714	HELIO_01505
OG0000126	NEMVE08729, NEMVE02964	HELIO_05678
OG0000126	NEMVE00909	HELIO_02617
OG0000126	NEMVE02955	HELIO_12717
OG0000127	NEMVE24353	HELIO_00274
OG0000127	NEMVE22473	HELIO_04203
OG0000127	NEMVE10526	HELIO_00760
OG0000127	NEMVE06686, NEMVE13457	HELIO_10652
OG0000127	NEMVE22419	HELIO_03723
OG0000128	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927	HELIO_05183, HELIO_03924, HELIO_07945, HELIO_04974
OG0000129	NEMVE05043	HELIO_05477
OG0000129	NEMVE14958	HELIO_12045
OG0000131	NEMVE07984, NEMVE05410	HELIO_05019, HELIO_00530, HELIO_08397, HELIO_04270, HELIO_03420
OG0000132	NEMVE01902, NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916	HELIO_04353
OG0000136	NEMVE21871, NEMVE12116, NEMVE17146, NEMVE19897, NEMVE21999, NEMVE13550, NEMVE21919, NEMVE05559, NEMVE05597, NEMVE22000, NEMVE03184, NEMVE01065, NEMVE22390, NEMVE13986, NEMVE09509, NEMVE09511, NEMVE15908	HELIO_09300
OG0000137	NEMVE20817, NEMVE18407	HELIO_10563
OG0000137	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935	HELIO_05850, HELIO_01589, HELIO_12262
OG0000139	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194	HELIO_08181, HELIO_05560, HELIO_06714, HELIO_07305, HELIO_04806, HELIO_02194
OG0000142	NEMVE18434	HELIO_07399
