Orthogroup	NEMVE	AMPFI_ok
OG0000004	NEMVE12065, NEMVE09064, NEMVE03317	AMPFI_03336, AMPFI_12435
OG0000005	NEMVE16926, NEMVE07207	AMPFI_17853
OG0000006	NEMVE06318	AMPFI_24001
OG0000006	NEMVE10951	AMPFI_22470
OG0000006	NEMVE10906	AMPFI_22463
OG0000006	NEMVE21901	AMPFI_10542, AMPFI_00206
OG0000006	NEMVE02590	AMPFI_02520
OG0000006	NEMVE13593	AMPFI_23503
OG0000006	NEMVE14647	AMPFI_09123
OG0000006	NEMVE04712	AMPFI_18507
OG0000006	NEMVE13538	AMPFI_06099
OG0000006	NEMVE09477, NEMVE18497, NEMVE09475	AMPFI_17130
OG0000006	NEMVE08464, NEMVE06164	AMPFI_12555
OG0000006	NEMVE22273, NEMVE03946	AMPFI_05072, AMPFI_22396
OG0000007	NEMVE14764	AMPFI_02812
OG0000007	NEMVE13570	AMPFI_07094
OG0000007	NEMVE08145	AMPFI_16775
OG0000007	NEMVE16064	AMPFI_15871
OG0000007	NEMVE09467	AMPFI_26059
OG0000007	NEMVE03824	AMPFI_15806
OG0000007	NEMVE09051	AMPFI_22204
OG0000007	NEMVE03714	AMPFI_08786
OG0000007	NEMVE10605	AMPFI_17089
OG0000007	NEMVE09289	AMPFI_21281
OG0000007	NEMVE05677	AMPFI_23280
OG0000008	NEMVE06079, NEMVE05558	AMPFI_03619
OG0000008	NEMVE08509, NEMVE08519, NEMVE09930	AMPFI_24346
OG0000008	NEMVE04749, NEMVE07849	AMPFI_10761
OG0000008	NEMVE04570, NEMVE15525, NEMVE04545, NEMVE06382, NEMVE06498, NEMVE06526, NEMVE06494, NEMVE06508, NEMVE06518, NEMVE03619, NEMVE03110, NEMVE09120, NEMVE12125, NEMVE12319	AMPFI_22833
OG0000008	NEMVE07817, NEMVE12766	AMPFI_13893
OG0000009	NEMVE18534	AMPFI_04649
OG0000009	NEMVE06521	AMPFI_18552, AMPFI_07288, AMPFI_05115, AMPFI_03236
OG0000009	NEMVE08980	AMPFI_20093, AMPFI_02845, AMPFI_19615, AMPFI_03747, AMPFI_04561
OG0000009	NEMVE09219	AMPFI_22442, AMPFI_06910, AMPFI_19945, AMPFI_07658, AMPFI_17391
OG0000009	NEMVE02901	AMPFI_02892, AMPFI_01981, AMPFI_16576, AMPFI_21195, AMPFI_00045, AMPFI_14612, AMPFI_05867, AMPFI_15686, AMPFI_25789, AMPFI_00089, AMPFI_02292, AMPFI_07211, AMPFI_22078, AMPFI_01799, AMPFI_18638, AMPFI_23313
OG0000009	NEMVE03675	AMPFI_20474
OG0000009	NEMVE12887	AMPFI_14660
OG0000010	NEMVE11404, NEMVE16450, NEMVE09797, NEMVE11588, NEMVE01697, NEMVE01738, NEMVE21902, NEMVE17711, NEMVE08397, NEMVE01167, NEMVE15739, NEMVE05529, NEMVE01767, NEMVE07660, NEMVE00202, NEMVE10296, NEMVE05146, NEMVE07596, NEMVE01178, NEMVE01192, NEMVE09791	AMPFI_14170
OG0000010	NEMVE05383	AMPFI_04364
OG0000011	NEMVE10152	AMPFI_20107, AMPFI_21384, AMPFI_25809, AMPFI_15812, AMPFI_06803, AMPFI_16457, AMPFI_24860, AMPFI_19772, AMPFI_15721, AMPFI_18664, AMPFI_20201, AMPFI_15511, AMPFI_07082, AMPFI_23991, AMPFI_06537, AMPFI_05996, AMPFI_05995, AMPFI_07569, AMPFI_25424, AMPFI_17952, AMPFI_21604
OG0000011	NEMVE11104	AMPFI_19936, AMPFI_09932, AMPFI_21651, AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672, AMPFI_20419, AMPFI_21616, AMPFI_12025, AMPFI_12525, AMPFI_04893, AMPFI_09690, AMPFI_20832, AMPFI_15607, AMPFI_25605, AMPFI_02937, AMPFI_03824, AMPFI_05936, AMPFI_19795, AMPFI_03008, AMPFI_02519, AMPFI_18727, AMPFI_13344, AMPFI_21646, AMPFI_02603
OG0000011	NEMVE15531	AMPFI_09080
OG0000013	NEMVE18475	AMPFI_22877
OG0000013	NEMVE13893, NEMVE05875, NEMVE01242, NEMVE11444, NEMVE23684, NEMVE09508, NEMVE09506, NEMVE08890, NEMVE08262, NEMVE00977	AMPFI_13640
OG0000014	NEMVE02589	AMPFI_04739
OG0000014	NEMVE12536, NEMVE01017, NEMVE02428, NEMVE01563, NEMVE09631, NEMVE05683, NEMVE23345, NEMVE10641, NEMVE03069, NEMVE02050, NEMVE14397, NEMVE01595, NEMVE16229, NEMVE09650, NEMVE18645, NEMVE16940, NEMVE17193	AMPFI_25378
OG0000014	NEMVE10548, NEMVE12737, NEMVE10549, NEMVE11550, NEMVE11398, NEMVE01819	AMPFI_16339
OG0000014	NEMVE10866, NEMVE17722, NEMVE05756, NEMVE15955, NEMVE15452, NEMVE14131, NEMVE05653, NEMVE05088	AMPFI_02732
OG0000016	NEMVE10959	AMPFI_14639
OG0000016	NEMVE11998	AMPFI_04995
OG0000016	NEMVE20577	AMPFI_25432
OG0000016	NEMVE25247	AMPFI_11939
OG0000016	NEMVE05675	AMPFI_06248
OG0000016	NEMVE01836	AMPFI_18220
OG0000017	NEMVE10140	AMPFI_19735, AMPFI_25830, AMPFI_19153, AMPFI_25878
OG0000017	NEMVE02741	AMPFI_03602, AMPFI_25087, AMPFI_10075, AMPFI_09589, AMPFI_13357, AMPFI_04506
OG0000017	NEMVE21656	AMPFI_16384, AMPFI_03555, AMPFI_02100, AMPFI_22933, AMPFI_20010, AMPFI_04573, AMPFI_04127, AMPFI_13530, AMPFI_01348, AMPFI_00180, AMPFI_00815, AMPFI_23308
OG0000017	NEMVE11360	AMPFI_00751
OG0000017	NEMVE05055, NEMVE07301, NEMVE11302, NEMVE11298, NEMVE10134	AMPFI_04581, AMPFI_00417, AMPFI_06710, AMPFI_19081, AMPFI_03641, AMPFI_20305, AMPFI_03931, AMPFI_20464, AMPFI_07428, AMPFI_06877, AMPFI_25954, AMPFI_15097
OG0000017	NEMVE09197	AMPFI_03217
OG0000018	NEMVE07261	AMPFI_07408, AMPFI_19746, AMPFI_23087, AMPFI_06333, AMPFI_21544, AMPFI_08183, AMPFI_15245, AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911, AMPFI_12397, AMPFI_06555, AMPFI_21165, AMPFI_08602, AMPFI_16845, AMPFI_06904, AMPFI_02063, AMPFI_23744, AMPFI_04871, AMPFI_08497, AMPFI_12503, AMPFI_15215, AMPFI_16636, AMPFI_22035, AMPFI_11607, AMPFI_04983, AMPFI_11059, AMPFI_23717, AMPFI_12063, AMPFI_02180, AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217, AMPFI_21247, AMPFI_04821, AMPFI_11605, AMPFI_01478, AMPFI_15420, AMPFI_15421, AMPFI_02040
OG0000018	NEMVE17996	AMPFI_01244, AMPFI_24791, AMPFI_19834, AMPFI_13955
OG0000018	NEMVE12742, NEMVE12416	AMPFI_08768, AMPFI_18527, AMPFI_16233, AMPFI_08463
OG0000019	NEMVE06549	AMPFI_10151
OG0000019	NEMVE19477, NEMVE18845, NEMVE09968, NEMVE08427, NEMVE18382, NEMVE10945, NEMVE18794, NEMVE16950	AMPFI_16723
OG0000019	NEMVE10214	AMPFI_01636
OG0000019	NEMVE10489	AMPFI_01264, AMPFI_06523, AMPFI_03780
OG0000019	NEMVE04731, NEMVE23135, NEMVE19085, NEMVE07512, NEMVE17584, NEMVE17583, NEMVE17474, NEMVE18398, NEMVE17585, NEMVE18173, NEMVE15506, NEMVE15391, NEMVE15390, NEMVE00086, NEMVE20105, NEMVE02817, NEMVE03394, NEMVE11745, NEMVE11242, NEMVE19708	AMPFI_24258
OG0000020	NEMVE13603	AMPFI_15880
OG0000020	NEMVE05671	AMPFI_19334
OG0000020	NEMVE21971	AMPFI_20737
OG0000020	NEMVE18721	AMPFI_23773
OG0000020	NEMVE14242	AMPFI_11019
OG0000020	NEMVE13317, NEMVE16589, NEMVE10183, NEMVE17621, NEMVE03465, NEMVE14976, NEMVE21956, NEMVE21862	AMPFI_11933, AMPFI_06907, AMPFI_24792
OG0000020	NEMVE05506	AMPFI_07932
OG0000020	NEMVE08770, NEMVE22771	AMPFI_12343
OG0000020	NEMVE13577	AMPFI_25813
OG0000020	NEMVE13307	AMPFI_21494
OG0000020	NEMVE21746	AMPFI_07388
OG0000020	NEMVE13092	AMPFI_13969
OG0000020	NEMVE15151	AMPFI_11845
OG0000021	NEMVE25647	AMPFI_23043, AMPFI_10198
OG0000021	NEMVE17642, NEMVE17644, NEMVE21888	AMPFI_04441
OG0000021	NEMVE11953	AMPFI_12629
OG0000021	NEMVE04837	AMPFI_24454, AMPFI_16391, AMPFI_25518, AMPFI_19616, AMPFI_08794, AMPFI_23196, AMPFI_19941, AMPFI_00389, AMPFI_07405, AMPFI_24716, AMPFI_19890, AMPFI_10085, AMPFI_07684
OG0000023	NEMVE01882	AMPFI_05477
OG0000023	NEMVE07698	AMPFI_11289, AMPFI_18034
OG0000023	NEMVE02033, NEMVE05058, NEMVE00878	AMPFI_14885, AMPFI_23006, AMPFI_10764
OG0000023	NEMVE13647	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	NEMVE18254	AMPFI_02817, AMPFI_19302, AMPFI_11290
OG0000024	NEMVE05736, NEMVE12848	AMPFI_23545, AMPFI_16144, AMPFI_01273, AMPFI_25554, AMPFI_08066, AMPFI_11543, AMPFI_01250, AMPFI_09417, AMPFI_01930, AMPFI_21703, AMPFI_25509, AMPFI_16691, AMPFI_22586, AMPFI_22782, AMPFI_13034, AMPFI_08529, AMPFI_11032, AMPFI_09766, AMPFI_20328, AMPFI_11488, AMPFI_14597, AMPFI_06959, AMPFI_07236, AMPFI_06755, AMPFI_03338, AMPFI_12963, AMPFI_15605, AMPFI_06015, AMPFI_05885, AMPFI_01680, AMPFI_19467, AMPFI_08281, AMPFI_06875, AMPFI_14904, AMPFI_08222, AMPFI_10693, AMPFI_13114, AMPFI_24998, AMPFI_12201, AMPFI_14926, AMPFI_12067, AMPFI_16824, AMPFI_25046, AMPFI_12131, AMPFI_11822, AMPFI_24855, AMPFI_01019, AMPFI_14888, AMPFI_01380, AMPFI_07327, AMPFI_03050, AMPFI_12003, AMPFI_04946, AMPFI_17149, AMPFI_06930, AMPFI_01987, AMPFI_25530, AMPFI_19893, AMPFI_18607, AMPFI_04889, AMPFI_22182, AMPFI_24167, AMPFI_19324, AMPFI_19493, AMPFI_23479, AMPFI_06754, AMPFI_02116
OG0000024	NEMVE10194, NEMVE06283, NEMVE03385, NEMVE10736, NEMVE10243, NEMVE12039	AMPFI_19400, AMPFI_02782, AMPFI_01292, AMPFI_11381, AMPFI_02352, AMPFI_22670, AMPFI_08428, AMPFI_09931, AMPFI_03114, AMPFI_10533, AMPFI_24308, AMPFI_17116, AMPFI_23401
OG0000024	NEMVE12528	AMPFI_00675
OG0000024	NEMVE03198	AMPFI_06398, AMPFI_02047, AMPFI_13010, AMPFI_05170, AMPFI_24489
OG0000024	NEMVE19722	AMPFI_03811, AMPFI_22635, AMPFI_19020, AMPFI_24666, AMPFI_12622, AMPFI_08274, AMPFI_13320, AMPFI_18394, AMPFI_01428, AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816, AMPFI_08187, AMPFI_00910, AMPFI_05089, AMPFI_22388, AMPFI_12431, AMPFI_12438, AMPFI_03520, AMPFI_24082, AMPFI_14110, AMPFI_07368, AMPFI_00973, AMPFI_07770, AMPFI_22507, AMPFI_01046, AMPFI_13085, AMPFI_15762, AMPFI_01069, AMPFI_22054, AMPFI_08206
OG0000025	NEMVE18817	AMPFI_11412
OG0000025	NEMVE03788, NEMVE03827, NEMVE02880, NEMVE02751	AMPFI_12367, AMPFI_15078, AMPFI_16211, AMPFI_22145, AMPFI_18559, AMPFI_05802
OG0000025	NEMVE00738	AMPFI_26068
OG0000025	NEMVE11507, NEMVE09420	AMPFI_19256
OG0000025	NEMVE02929	AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920
OG0000025	NEMVE11717	AMPFI_02288
OG0000025	NEMVE03316	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240, AMPFI_22001, AMPFI_12673
OG0000026	NEMVE14231, NEMVE02456, NEMVE19119, NEMVE15036, NEMVE11860, NEMVE10138, NEMVE10137, NEMVE10629, NEMVE11596, NEMVE02542, NEMVE02515, NEMVE03115, NEMVE17182, NEMVE10477, NEMVE10141, NEMVE11809, NEMVE11355, NEMVE11214, NEMVE10424, NEMVE10535, NEMVE10632, NEMVE10426, NEMVE10474, NEMVE10479, NEMVE15004, NEMVE00616, NEMVE01360, NEMVE10139, NEMVE00722, NEMVE10481, NEMVE00708, NEMVE00807	AMPFI_08394, AMPFI_03099, AMPFI_18185, AMPFI_25697, AMPFI_04674, AMPFI_24667, AMPFI_01870, AMPFI_14564, AMPFI_11288, AMPFI_23391
OG0000026	NEMVE06202	AMPFI_09960, AMPFI_03858, AMPFI_13122
OG0000026	NEMVE11230, NEMVE18197, NEMVE11570	AMPFI_18636, AMPFI_08031
OG0000026	NEMVE24164, NEMVE07469	AMPFI_01077, AMPFI_16904
OG0000026	NEMVE15646	AMPFI_17661
OG0000027	NEMVE04577, NEMVE04559, NEMVE05475, NEMVE15843, NEMVE08337, NEMVE08327, NEMVE07686, NEMVE07706	AMPFI_15327, AMPFI_23434, AMPFI_19869, AMPFI_04301, AMPFI_14462, AMPFI_23172, AMPFI_03819
OG0000028	NEMVE07358, NEMVE05350, NEMVE02019	AMPFI_19162
OG0000029	NEMVE03602, NEMVE01722, NEMVE08343	AMPFI_13521, AMPFI_10300, AMPFI_01562, AMPFI_19753
OG0000029	NEMVE10355, NEMVE09829, NEMVE10357	AMPFI_05500
OG0000030	NEMVE20373, NEMVE19035	AMPFI_04928
OG0000031	NEMVE00311, NEMVE00632	AMPFI_01755, AMPFI_10718, AMPFI_14435
OG0000031	NEMVE01854	AMPFI_06256
OG0000031	NEMVE01806	AMPFI_14304
OG0000031	NEMVE01412	AMPFI_10484
OG0000031	NEMVE02343	AMPFI_01333
OG0000031	NEMVE12067	AMPFI_05075
OG0000031	NEMVE21885	AMPFI_10833
OG0000031	NEMVE22486	AMPFI_02985
OG0000032	NEMVE08961, NEMVE08817	AMPFI_06764
OG0000032	NEMVE03085	AMPFI_22327
OG0000033	NEMVE07263, NEMVE03185, NEMVE16828, NEMVE02598, NEMVE24679, NEMVE02584, NEMVE12391	AMPFI_14763, AMPFI_20487, AMPFI_01727, AMPFI_12232, AMPFI_12725, AMPFI_17526, AMPFI_16483, AMPFI_06102, AMPFI_06688, AMPFI_22418
OG0000033	NEMVE05503, NEMVE18079, NEMVE02721, NEMVE15415, NEMVE10748, NEMVE03167, NEMVE08927, NEMVE11580, NEMVE03129, NEMVE03126, NEMVE11341	AMPFI_23484, AMPFI_05216, AMPFI_19595, AMPFI_18759, AMPFI_23966, AMPFI_19067, AMPFI_17279
OG0000033	NEMVE08276, NEMVE09890, NEMVE21344, NEMVE15725, NEMVE19380, NEMVE03161, NEMVE11272, NEMVE09721, NEMVE02571, NEMVE10598, NEMVE19678, NEMVE24522, NEMVE02588, NEMVE11685, NEMVE21301	AMPFI_01844, AMPFI_20234, AMPFI_01742, AMPFI_17317, AMPFI_01780, AMPFI_01855, AMPFI_18243, AMPFI_02747, AMPFI_01913, AMPFI_02903
OG0000034	NEMVE07311, NEMVE07285	AMPFI_04753
OG0000034	NEMVE10927	AMPFI_00398
OG0000035	NEMVE23841	AMPFI_17275
OG0000035	NEMVE22676	AMPFI_20705
OG0000035	NEMVE22226, NEMVE05357, NEMVE02194	AMPFI_13261
OG0000035	NEMVE15629, NEMVE22520, NEMVE22285, NEMVE20289, NEMVE01710, NEMVE22620, NEMVE22233	AMPFI_07620, AMPFI_08859, AMPFI_16822
OG0000036	NEMVE07419, NEMVE07417	AMPFI_06932
OG0000036	NEMVE14673, NEMVE17825, NEMVE21872, NEMVE13905, NEMVE22602, NEMVE13688, NEMVE22372	AMPFI_15407, AMPFI_19204, AMPFI_07474, AMPFI_19635, AMPFI_18831, AMPFI_22411
OG0000037	NEMVE00865, NEMVE01113	AMPFI_10819, AMPFI_10818, AMPFI_01966, AMPFI_00972, AMPFI_11581, AMPFI_25668
OG0000038	NEMVE02186	AMPFI_11821
OG0000038	NEMVE17895	AMPFI_11482, AMPFI_17061
OG0000039	NEMVE09831, NEMVE16411, NEMVE04657	AMPFI_15658
OG0000039	NEMVE15743	AMPFI_14066
OG0000039	NEMVE01294	AMPFI_25847, AMPFI_16323
OG0000043	NEMVE21961, NEMVE21792, NEMVE19640	AMPFI_07177
OG0000043	NEMVE14296	AMPFI_13817
OG0000044	NEMVE05548, NEMVE05555, NEMVE06435, NEMVE06437, NEMVE08743	AMPFI_10491, AMPFI_12455, AMPFI_02748
OG0000044	NEMVE16246, NEMVE14588	AMPFI_22026, AMPFI_08823, AMPFI_04139
OG0000044	NEMVE09195, NEMVE09209	AMPFI_18408
OG0000044	NEMVE12375, NEMVE01572, NEMVE04962, NEMVE08299, NEMVE08297, NEMVE08301, NEMVE10773, NEMVE02442, NEMVE17897, NEMVE07734	AMPFI_05987, AMPFI_21776
OG0000046	NEMVE08905, NEMVE15252	AMPFI_02275, AMPFI_17068, AMPFI_25804, AMPFI_24317, AMPFI_00292
OG0000047	NEMVE12741, NEMVE05419	AMPFI_03112, AMPFI_04645, AMPFI_00607, AMPFI_06372, AMPFI_21301, AMPFI_11729, AMPFI_00637, AMPFI_07545, AMPFI_07270, AMPFI_17978, AMPFI_10021, AMPFI_11102, AMPFI_05597, AMPFI_15333, AMPFI_03574, AMPFI_11670, AMPFI_09476, AMPFI_06533, AMPFI_05489, AMPFI_11363, AMPFI_14142, AMPFI_19115, AMPFI_05578, AMPFI_04593, AMPFI_04594, AMPFI_21557, AMPFI_25065, AMPFI_03030, AMPFI_13573, AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650, AMPFI_05720, AMPFI_04140, AMPFI_21607, AMPFI_11932, AMPFI_22910, AMPFI_19278, AMPFI_03417, AMPFI_12567, AMPFI_16279, AMPFI_24519, AMPFI_15062, AMPFI_00264, AMPFI_17658, AMPFI_22335, AMPFI_00558, AMPFI_22776, AMPFI_16779, AMPFI_01017, AMPFI_21621, AMPFI_03846, AMPFI_24365, AMPFI_23515, AMPFI_25894, AMPFI_04837, AMPFI_21540, AMPFI_21496, AMPFI_21704, AMPFI_23685, AMPFI_15690, AMPFI_20140, AMPFI_20456, AMPFI_00531, AMPFI_17064, AMPFI_10945, AMPFI_22321
OG0000047	NEMVE12937	AMPFI_23759, AMPFI_01041
OG0000047	NEMVE05848	AMPFI_18136
OG0000047	NEMVE02543, NEMVE05936, NEMVE08290	AMPFI_01167
OG0000047	NEMVE10640, NEMVE06306, NEMVE11518	AMPFI_20742, AMPFI_00834
OG0000047	NEMVE11050	AMPFI_15441, AMPFI_12215, AMPFI_20139, AMPFI_15442, AMPFI_13862, AMPFI_21587, AMPFI_16006
OG0000048	NEMVE14912	AMPFI_17027, AMPFI_21987, AMPFI_06139, AMPFI_22758
OG0000048	NEMVE14024	AMPFI_10591, AMPFI_13556
OG0000048	NEMVE15061	AMPFI_19210, AMPFI_10367, AMPFI_21707, AMPFI_01763, AMPFI_08767
OG0000049	NEMVE16905, NEMVE16051, NEMVE24775, NEMVE01999, NEMVE16789, NEMVE16790, NEMVE16128, NEMVE01975, NEMVE02047, NEMVE16717, NEMVE08586, NEMVE23821, NEMVE10283, NEMVE01510, NEMVE06990, NEMVE03443, NEMVE05693, NEMVE00604, NEMVE19016, NEMVE00041	AMPFI_21732
OG0000049	NEMVE07661, NEMVE06992, NEMVE00847	AMPFI_21057
OG0000050	NEMVE17503	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942
OG0000050	NEMVE01136	AMPFI_23876, AMPFI_19742
OG0000051	NEMVE14426, NEMVE13406, NEMVE08489, NEMVE22548	AMPFI_12251, AMPFI_06956, AMPFI_18032
OG0000051	NEMVE18951, NEMVE15008	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878
OG0000053	NEMVE21440	AMPFI_03971, AMPFI_14513
OG0000054	NEMVE15086, NEMVE10916	AMPFI_10274
OG0000054	NEMVE05466	AMPFI_23388, AMPFI_23387, AMPFI_06988, AMPFI_13427, AMPFI_13250
OG0000055	NEMVE16653	AMPFI_18462
OG0000056	NEMVE01724, NEMVE05835, NEMVE01653	AMPFI_10015
OG0000056	NEMVE04649, NEMVE01116	AMPFI_06567, AMPFI_06885
OG0000056	NEMVE16234	AMPFI_21387
OG0000056	NEMVE16764, NEMVE18863, NEMVE02201	AMPFI_13951
OG0000057	NEMVE03498, NEMVE03044, NEMVE05190, NEMVE02467, NEMVE05216, NEMVE05223, NEMVE05204, NEMVE05225, NEMVE12328, NEMVE05177, NEMVE05220, NEMVE03446, NEMVE07617, NEMVE07622, NEMVE25939, NEMVE23329, NEMVE05208, NEMVE02722, NEMVE16190	AMPFI_01580, AMPFI_02256
OG0000057	NEMVE10395, NEMVE11964, NEMVE19551, NEMVE19549, NEMVE07013, NEMVE11616, NEMVE06083, NEMVE06091, NEMVE09928, NEMVE11032, NEMVE02373, NEMVE10198, NEMVE10880, NEMVE12756, NEMVE06096, NEMVE08671, NEMVE10393, NEMVE08351, NEMVE08492, NEMVE11506, NEMVE11503, NEMVE10767, NEMVE11903, NEMVE03302, NEMVE08822, NEMVE05544	AMPFI_14627, AMPFI_22750
OG0000057	NEMVE08590, NEMVE08584, NEMVE02970, NEMVE11676	AMPFI_22187, AMPFI_02601, AMPFI_04153, AMPFI_22527
OG0000057	NEMVE17706	AMPFI_23737
OG0000058	NEMVE13151	AMPFI_18481
OG0000058	NEMVE00498	AMPFI_13098
OG0000059	NEMVE00551, NEMVE09296, NEMVE11121	AMPFI_22560
OG0000060	NEMVE15983, NEMVE23420, NEMVE00402	AMPFI_20631, AMPFI_19643, AMPFI_25991, AMPFI_02716
OG0000060	NEMVE02438	AMPFI_19058
OG0000062	NEMVE14126	AMPFI_05434
OG0000062	NEMVE00002, NEMVE17871	AMPFI_22135, AMPFI_05111, AMPFI_02667
OG0000063	NEMVE00196	AMPFI_19149
OG0000063	NEMVE00961	AMPFI_21664
OG0000063	NEMVE23740	AMPFI_14740, AMPFI_00674, AMPFI_24629
OG0000064	NEMVE19911, NEMVE17597, NEMVE15687	AMPFI_23500, AMPFI_19990, AMPFI_24329, AMPFI_24419, AMPFI_15929, AMPFI_24526, AMPFI_22622, AMPFI_22486
