Orthogroup	HUMAN	XENTR
OG0000004	HUMAN27619	XENTR15834
OG0000004	HUMAN27575	XENTR18073
OG0000004	HUMAN22815	XENTR04878
OG0000004	HUMAN05919, HUMAN05921	XENTR07824, XENTR07823
OG0000004	HUMAN01911	XENTR07827, XENTR19087, XENTR07826
OG0000005	HUMAN23763, HUMAN23764	XENTR05002, XENTR05003
OG0000005	HUMAN04828, HUMAN04827	XENTR09503
OG0000005	HUMAN04760, HUMAN04761	XENTR09492, XENTR09491
OG0000005	HUMAN20683	XENTR17068
OG0000005	HUMAN25811, HUMAN25812	XENTR04106
OG0000005	HUMAN25469	XENTR09142
OG0000005	HUMAN01465	XENTR16849, XENTR09568
OG0000006	HUMAN21060	XENTR06019
OG0000006	HUMAN00944	XENTR00026
OG0000006	HUMAN22351	XENTR03474, XENTR03473
OG0000006	HUMAN05133	XENTR14730
OG0000006	HUMAN21718	XENTR03090
OG0000006	HUMAN29537	XENTR09060
OG0000006	HUMAN02118	XENTR03954
OG0000006	HUMAN29294	XENTR14945
OG0000006	HUMAN29691	XENTR03689
OG0000006	HUMAN06884	XENTR00399
OG0000006	HUMAN04380	XENTR09859
OG0000006	HUMAN18782, HUMAN18784, HUMAN18783	XENTR09947
OG0000006	HUMAN08640	XENTR11692
OG0000006	HUMAN25905	XENTR11329
OG0000006	HUMAN23524	XENTR15046
OG0000006	HUMAN03111	XENTR13548
OG0000006	HUMAN14017	XENTR15729, XENTR08627
OG0000006	HUMAN22793, HUMAN22791, HUMAN22792	XENTR04854
OG0000006	HUMAN03581	XENTR07280
OG0000006	HUMAN23822	XENTR07527
OG0000006	HUMAN08856	XENTR07719
OG0000006	HUMAN08442	XENTR03854
OG0000006	HUMAN16426, HUMAN23135	XENTR18680, XENTR15398
OG0000006	HUMAN12248	XENTR16538, XENTR16537, XENTR09455
OG0000007	HUMAN24418	XENTR04989
OG0000007	HUMAN11538	XENTR07641
OG0000007	HUMAN09570	XENTR10435
OG0000007	HUMAN18759	XENTR08906
OG0000007	HUMAN08323	XENTR06676
OG0000007	HUMAN01097	XENTR00358
OG0000007	HUMAN23486, HUMAN00971	XENTR05826, XENTR00041
OG0000007	HUMAN28936	XENTR08678
OG0000007	HUMAN24202	XENTR10333
OG0000007	HUMAN17278	XENTR09768, XENTR09769
OG0000007	HUMAN03780	XENTR02009
OG0000007	HUMAN21567	XENTR03222
OG0000007	HUMAN11539	XENTR07642
OG0000007	HUMAN28408	XENTR11347, XENTR18406
OG0000007	HUMAN24416	XENTR04991
OG0000007	HUMAN24417	XENTR04990
OG0000007	HUMAN11533	XENTR05942
OG0000007	HUMAN12258	XENTR09461
OG0000007	HUMAN07103	XENTR01137
OG0000007	HUMAN08774	XENTR03031
OG0000007	HUMAN16949	XENTR06562
OG0000007	HUMAN13634	XENTR16583
OG0000007	HUMAN13395	XENTR07405
OG0000007	HUMAN00818	XENTR09232
OG0000007	HUMAN05935	XENTR15271
OG0000008	HUMAN14538	XENTR11531, XENTR11530
OG0000008	HUMAN01095	XENTR00356
OG0000008	HUMAN12190	XENTR18145, XENTR18144, XENTR18146, XENTR18147
OG0000008	HUMAN29311, HUMAN29312	XENTR07747
OG0000008	HUMAN29384, HUMAN29385, HUMAN29383, HUMAN00569	XENTR15138, XENTR01868, XENTR01869, XENTR18973, XENTR01867, XENTR06000, XENTR06001, XENTR05999, XENTR06002, XENTR18538, XENTR06119, XENTR06121, XENTR06120, XENTR06118, XENTR06122, XENTR06117, XENTR06116, XENTR06128, XENTR06124, XENTR06123, XENTR06133, XENTR06127, XENTR06131, XENTR06132, XENTR06129, XENTR06126, XENTR06125
OG0000008	HUMAN26474	XENTR02855
OG0000008	HUMAN00243	XENTR14482
OG0000008	HUMAN27485	XENTR14453
OG0000010	HUMAN06424	XENTR03796, XENTR03794, XENTR03795, XENTR03797
OG0000010	HUMAN00316	XENTR17402, XENTR17403, XENTR17056, XENTR19172
OG0000010	HUMAN00439, HUMAN00440, HUMAN00441	XENTR17234, XENTR17233, XENTR17232, XENTR17230, XENTR17231
OG0000010	HUMAN11412, HUMAN11410, HUMAN11411	XENTR06633, XENTR06635, XENTR06634
OG0000010	HUMAN14278	XENTR13805
OG0000010	HUMAN10940	XENTR13360
OG0000010	HUMAN10342	XENTR13363, XENTR18987, XENTR13365, XENTR13362, XENTR13361, XENTR14666, XENTR14667
OG0000010	HUMAN10337	XENTR13349, XENTR15864, XENTR13352, XENTR13346, XENTR13354, XENTR13358, XENTR13359
OG0000010	HUMAN06405, HUMAN06406	XENTR04584, XENTR06998, XENTR03807
OG0000010	HUMAN16109, HUMAN16111, HUMAN16121, HUMAN16110, HUMAN16122, HUMAN16101, HUMAN16115	XENTR15256, XENTR18623, XENTR15257, XENTR19183, XENTR15255, XENTR15237, XENTR11415, XENTR11414, XENTR18631, XENTR16282, XENTR15239, XENTR15238
OG0000010	HUMAN27128, HUMAN27130, HUMAN27129, HUMAN28616, HUMAN28615	XENTR18247, XENTR18250, XENTR18923, XENTR18245, XENTR18246, XENTR18248
OG0000012	HUMAN21758	XENTR00246, XENTR14489
OG0000012	HUMAN11190	XENTR07259, XENTR07258, XENTR07257, XENTR07260, XENTR18170, XENTR07256
OG0000013	HUMAN23266, HUMAN23264, HUMAN23267	XENTR17378, XENTR17537, XENTR17379, XENTR17381, XENTR17380
OG0000013	HUMAN22810	XENTR04875
OG0000013	HUMAN18418, HUMAN18417, HUMAN18416, HUMAN18419, HUMAN18410, HUMAN18413, HUMAN18411, HUMAN18412, HUMAN18415	XENTR01071, XENTR01070, XENTR01094, XENTR01095
OG0000013	HUMAN22469, HUMAN22470, HUMAN22464, HUMAN22463, HUMAN22465, HUMAN22466, HUMAN22467, HUMAN22462, HUMAN22468, HUMAN22460, HUMAN22461	XENTR08287, XENTR08288
OG0000014	HUMAN11875	XENTR12243
OG0000014	HUMAN01436	XENTR01230
OG0000014	HUMAN06713	XENTR14320
OG0000014	HUMAN13605, HUMAN13607	XENTR09795
OG0000014	HUMAN13308, HUMAN13309	XENTR13716
OG0000014	HUMAN03416	XENTR09521
OG0000014	HUMAN18336	XENTR18803
OG0000014	HUMAN03159	XENTR09297
OG0000014	HUMAN25476	XENTR09147
OG0000014	HUMAN30053	XENTR00681
OG0000014	HUMAN13227	XENTR14500
OG0000015	HUMAN22985	XENTR05642
OG0000015	HUMAN24211	XENTR10336, XENTR08668
OG0000015	HUMAN00090	XENTR08442
OG0000015	HUMAN24177	XENTR15573
OG0000015	HUMAN09170	XENTR12597, XENTR03461, XENTR00415
OG0000015	HUMAN25367	XENTR14250
OG0000015	HUMAN25365	XENTR15058
OG0000015	HUMAN21195	XENTR02840
OG0000015	HUMAN24184	XENTR16072
OG0000015	HUMAN22369	XENTR03462
OG0000015	HUMAN24183	XENTR16073
OG0000015	HUMAN30472	XENTR12596
OG0000015	HUMAN09173	XENTR00414
OG0000015	HUMAN22372, HUMAN24180, HUMAN24179, HUMAN24178	XENTR17914
OG0000015	HUMAN29611	XENTR13566
OG0000015	HUMAN23062	XENTR03288
OG0000015	HUMAN24113	XENTR15069
OG0000016	HUMAN21858	XENTR06233
OG0000016	HUMAN10581	XENTR01362
OG0000016	HUMAN10583	XENTR01363
OG0000016	HUMAN12987	XENTR07382
OG0000016	HUMAN03528	XENTR09539
OG0000016	HUMAN07767	XENTR12717
OG0000016	HUMAN25103	XENTR17802
OG0000016	HUMAN04223	XENTR18390
OG0000019	HUMAN06384	XENTR14707
OG0000019	HUMAN00033	XENTR11604, XENTR11606
OG0000019	HUMAN05851	XENTR16393
OG0000019	HUMAN10700, HUMAN10699	XENTR01006
OG0000019	HUMAN10698	XENTR01005
OG0000019	HUMAN06385, HUMAN06383	XENTR07225
OG0000019	HUMAN12384	XENTR02749
OG0000019	HUMAN18277	XENTR04194
OG0000019	HUMAN22980	XENTR03535
OG0000020	HUMAN26158	XENTR09200
OG0000020	HUMAN12659	XENTR18565
OG0000020	HUMAN08344	XENTR14576
OG0000020	HUMAN00926	XENTR00311
OG0000020	HUMAN02350	XENTR13299
OG0000020	HUMAN28205	XENTR15741
OG0000020	HUMAN16669	XENTR07596
OG0000020	HUMAN00163	XENTR04090
OG0000020	HUMAN17840	XENTR05411
OG0000020	HUMAN05209	XENTR15461
OG0000020	HUMAN21854	XENTR03248
OG0000020	HUMAN21853	XENTR03249
OG0000020	HUMAN02145	XENTR04697
OG0000020	HUMAN30100	XENTR07864
OG0000020	HUMAN22328	XENTR11783
OG0000020	HUMAN00010	XENTR08063
OG0000020	HUMAN23024	XENTR05660
OG0000020	HUMAN22639	XENTR15846
OG0000020	HUMAN20816	XENTR15636
OG0000021	HUMAN20500	XENTR17791
OG0000021	HUMAN30680, HUMAN30504	XENTR06809
OG0000021	HUMAN20539	XENTR11123
OG0000021	HUMAN05765, HUMAN05766, HUMAN20499	XENTR16378
OG0000021	HUMAN11054	XENTR12641
OG0000021	HUMAN23166	XENTR02936
OG0000021	HUMAN12331	XENTR18096
OG0000021	HUMAN04273	XENTR13705
OG0000021	HUMAN30251	XENTR13394, XENTR13393
OG0000021	HUMAN00882, HUMAN00880, HUMAN00881	XENTR00007
OG0000021	HUMAN24068	XENTR13780, XENTR17333
OG0000023	HUMAN03767	XENTR02017
OG0000023	HUMAN19878, HUMAN19879	XENTR00841
OG0000023	HUMAN08127, HUMAN08129	XENTR15918
OG0000023	HUMAN11129	XENTR00481
OG0000023	HUMAN18897	XENTR16829
OG0000023	HUMAN27999	XENTR12543
OG0000023	HUMAN07398	XENTR00784
OG0000023	HUMAN12427	XENTR04037
OG0000023	HUMAN06585, HUMAN06584	XENTR05209, XENTR05210
OG0000023	HUMAN05394	XENTR05773
OG0000023	HUMAN05401, HUMAN05399, HUMAN05395, HUMAN05400, HUMAN05396	XENTR05777
OG0000023	HUMAN05404	XENTR05778
OG0000023	HUMAN11050	XENTR12643
OG0000023	HUMAN19103	XENTR01709, XENTR01708
OG0000023	HUMAN05403	XENTR05774, XENTR05776, XENTR05775, XENTR18976
OG0000026	HUMAN07669	XENTR07244
OG0000026	HUMAN21745	XENTR03079
OG0000027	HUMAN15899	XENTR05419, XENTR05696
OG0000027	HUMAN15933	XENTR05695
OG0000027	HUMAN17464, HUMAN17465, HUMAN17466, HUMAN17463	XENTR17763, XENTR19186, XENTR19205, XENTR15608, XENTR17760, XENTR17761, XENTR17759, XENTR18667, XENTR19288
OG0000027	HUMAN22472	XENTR11639
OG0000027	HUMAN10869, HUMAN10811, HUMAN10777, HUMAN10778, HUMAN10779, HUMAN10781, HUMAN10780, HUMAN22471	XENTR18028, XENTR18027, XENTR18029
OG0000027	HUMAN16847	XENTR00202, XENTR00203, XENTR00210, XENTR00209, XENTR00204, XENTR00208
OG0000028	HUMAN03982	XENTR17263
OG0000028	HUMAN01776	XENTR18279
OG0000028	HUMAN09895	XENTR05325
OG0000028	HUMAN09894	XENTR05326
OG0000028	HUMAN27765	XENTR17548
OG0000028	HUMAN27611	XENTR15539
OG0000028	HUMAN19281	XENTR18293
OG0000028	HUMAN27764	XENTR17549
OG0000028	HUMAN17889	XENTR05379, XENTR05378
OG0000028	HUMAN09193, HUMAN09206	XENTR10277
OG0000029	HUMAN07316	XENTR10325
OG0000029	HUMAN05232, HUMAN14995	XENTR07438, XENTR16899
OG0000029	HUMAN11203	XENTR09562
OG0000029	HUMAN18356	XENTR10017, XENTR09646
OG0000029	HUMAN17029	XENTR13058
OG0000029	HUMAN24898	XENTR11755
OG0000029	HUMAN21852	XENTR10534
OG0000029	HUMAN17820	XENTR08766
OG0000029	HUMAN02270	XENTR01288
OG0000029	HUMAN21749, HUMAN19538	XENTR11880, XENTR11878, XENTR11881, XENTR11879, XENTR11883
OG0000030	HUMAN23234, HUMAN23233, HUMAN23232	XENTR08639
OG0000030	HUMAN01740	XENTR18219
OG0000030	HUMAN30219	XENTR00656
OG0000030	HUMAN06064	XENTR05598
OG0000031	HUMAN29956	XENTR12583
OG0000031	HUMAN17850	XENTR05405
OG0000031	HUMAN06489	XENTR08553
OG0000031	HUMAN17883	XENTR05384
OG0000031	HUMAN26042	XENTR03164
OG0000031	HUMAN12874	XENTR10836
OG0000031	HUMAN26043	XENTR03163
OG0000031	HUMAN09203	XENTR09319
OG0000031	HUMAN28770	XENTR06988
OG0000031	HUMAN26979, HUMAN14235	XENTR00229
OG0000031	HUMAN21432	XENTR11133
OG0000031	HUMAN07725	XENTR00918
OG0000031	HUMAN14922	XENTR00006, XENTR16792
OG0000031	HUMAN14786	XENTR04300
OG0000031	HUMAN07726	XENTR00917
OG0000031	HUMAN22322	XENTR11778
OG0000031	HUMAN18121	XENTR09425
OG0000032	HUMAN27902	XENTR06599
OG0000032	HUMAN06100	XENTR18392
OG0000032	HUMAN06101, HUMAN06103, HUMAN06106, HUMAN06104, HUMAN06102, HUMAN06105	XENTR18393
OG0000032	HUMAN21527	XENTR06098
OG0000032	HUMAN10072	XENTR03124
OG0000032	HUMAN19258	XENTR17016
OG0000032	HUMAN23633, HUMAN23632	XENTR03433
OG0000034	HUMAN10850	XENTR14967
OG0000034	HUMAN07186	XENTR08246
OG0000034	HUMAN11672	XENTR04943
OG0000034	HUMAN16090	XENTR11418, XENTR11419
OG0000034	HUMAN04116	XENTR10883
OG0000034	HUMAN06217, HUMAN01449	XENTR07417
OG0000034	HUMAN02345	XENTR01252
OG0000034	HUMAN06854	XENTR11199, XENTR07072
OG0000034	HUMAN03933	XENTR12065
OG0000034	HUMAN13891	XENTR15456
OG0000034	HUMAN04678	XENTR10156
OG0000034	HUMAN03081, HUMAN03094, HUMAN03080, HUMAN03093	XENTR16254
OG0000034	HUMAN04988	XENTR08340
OG0000035	HUMAN06576	XENTR05239
OG0000035	HUMAN09866	XENTR05317
OG0000035	HUMAN03898	XENTR07648
OG0000035	HUMAN01402	XENTR17453
OG0000035	HUMAN03900	XENTR07651
OG0000035	HUMAN05812, HUMAN05810	XENTR11799
OG0000035	HUMAN06812	XENTR11499
OG0000035	HUMAN01460	XENTR11381, XENTR11382
OG0000035	HUMAN03952, HUMAN03954, HUMAN03955, HUMAN03951, HUMAN03953	XENTR12076
OG0000035	HUMAN05843, HUMAN05844	XENTR01605
OG0000035	HUMAN04381, HUMAN04382	XENTR09858
OG0000035	HUMAN04383	XENTR13293, XENTR09857
OG0000036	HUMAN08124	XENTR16945
OG0000036	HUMAN11288	XENTR13571
OG0000036	HUMAN11555	XENTR07761
OG0000036	HUMAN08152, HUMAN08151	XENTR12415
OG0000036	HUMAN15233	XENTR07272
OG0000036	HUMAN22872	XENTR01038
OG0000036	HUMAN27983	XENTR16237, XENTR16236
OG0000036	HUMAN15223	XENTR07278
OG0000037	HUMAN25010, HUMAN25009	XENTR16595
OG0000037	HUMAN25006	XENTR17072
OG0000037	HUMAN02504	XENTR05552
OG0000037	HUMAN08759	XENTR03023
OG0000037	HUMAN04817	XENTR14114
OG0000037	HUMAN02659, HUMAN02660	XENTR16580
OG0000037	HUMAN15443	XENTR14770
OG0000037	HUMAN19040	XENTR10865
OG0000037	HUMAN28273, HUMAN16721	XENTR10696
OG0000037	HUMAN03689	XENTR18131
OG0000038	HUMAN06348	XENTR06225
OG0000038	HUMAN06344	XENTR06223
OG0000038	HUMAN06346	XENTR06224
OG0000038	HUMAN18259, HUMAN18258	XENTR04197, XENTR04200
OG0000038	HUMAN18257	XENTR04206
OG0000038	HUMAN19700	XENTR16650
OG0000039	HUMAN02107	XENTR03946
OG0000039	HUMAN02110	XENTR03945
OG0000039	HUMAN29023	XENTR17227
OG0000039	HUMAN02446, HUMAN02447, HUMAN02449, HUMAN02450	XENTR01241, XENTR01240, XENTR01239, XENTR01242
OG0000039	HUMAN13199	XENTR17697
OG0000040	HUMAN27040, HUMAN27041	XENTR14058
OG0000040	HUMAN26645, HUMAN26647, HUMAN26644, HUMAN26643, HUMAN26640	XENTR18548, XENTR04218, XENTR04219, XENTR10472, XENTR10474, XENTR10473
OG0000041	HUMAN16072	XENTR16713
OG0000041	HUMAN04227	XENTR17286
OG0000041	HUMAN06826	XENTR13662
OG0000041	HUMAN01391	XENTR02569
OG0000041	HUMAN15981	XENTR12683
OG0000041	HUMAN01398	XENTR11379
OG0000041	HUMAN01399	XENTR11378
OG0000041	HUMAN05837	XENTR01609
OG0000041	HUMAN01401	XENTR11377
OG0000041	HUMAN05836	XENTR01610
OG0000041	HUMAN04298	XENTR10042
OG0000041	HUMAN19139	XENTR03001
OG0000041	HUMAN27913	XENTR09331
OG0000041	HUMAN16617	XENTR13929
OG0000041	HUMAN16643	XENTR05159
OG0000041	HUMAN19052	XENTR10869
OG0000042	HUMAN21251	XENTR01504
OG0000042	HUMAN05520, HUMAN05519, HUMAN05521	XENTR14467, XENTR14468, XENTR15648, XENTR15649, XENTR17040, XENTR14343, XENTR15647, XENTR14466
OG0000043	HUMAN05606	XENTR06023, XENTR06022
OG0000043	HUMAN01578, HUMAN24593, HUMAN24614, HUMAN02615, HUMAN24624, HUMAN24606, HUMAN01573, HUMAN01572, HUMAN24670, HUMAN24647, HUMAN24664, HUMAN24665, HUMAN24657, HUMAN24659, HUMAN24650, HUMAN24619, HUMAN01577, HUMAN06066	XENTR02820, XENTR17525, XENTR15026, XENTR16861, XENTR19244, XENTR15665, XENTR15670, XENTR16896, XENTR15671, XENTR16897, XENTR16572, XENTR16573, XENTR17993, XENTR15664
OG0000044	HUMAN24292	XENTR08740
OG0000044	HUMAN22106	XENTR08871
OG0000044	HUMAN27711	XENTR02238
OG0000044	HUMAN03716, HUMAN03718, HUMAN03717	XENTR13100
OG0000044	HUMAN22417	XENTR05498
OG0000044	HUMAN24391	XENTR01628
OG0000044	HUMAN07519	XENTR04385
OG0000044	HUMAN07517	XENTR04387
OG0000044	HUMAN03043	XENTR04256
OG0000045	HUMAN29444	XENTR14513
OG0000045	HUMAN28768	XENTR06990
OG0000046	HUMAN23116	XENTR04959
OG0000046	HUMAN22960	XENTR03550, XENTR03551
OG0000046	HUMAN22324, HUMAN22325, HUMAN22323	XENTR11781, XENTR11780
OG0000048	HUMAN29550	XENTR03701
OG0000048	HUMAN12292	XENTR11111
OG0000048	HUMAN16328	XENTR04117
OG0000048	HUMAN16644	XENTR05160
OG0000049	HUMAN25699	XENTR00212
OG0000049	HUMAN05316	XENTR08482
OG0000049	HUMAN20965	XENTR07031
OG0000049	HUMAN26499	XENTR06401
OG0000049	HUMAN24353	XENTR18684
OG0000049	HUMAN20433	XENTR07961
OG0000049	HUMAN26500	XENTR07960
OG0000049	HUMAN26913	XENTR13015
OG0000051	HUMAN22678	XENTR08842
OG0000053	HUMAN01064	XENTR00094
OG0000054	HUMAN23119	XENTR04962, XENTR04961
OG0000054	HUMAN00960, HUMAN00959, HUMAN00963, HUMAN00962, HUMAN00961, HUMAN00964	XENTR00035, XENTR00034, XENTR00033, XENTR00032
OG0000054	HUMAN14898, HUMAN14897, HUMAN14905, HUMAN14906, HUMAN14899, HUMAN14896, HUMAN14895	XENTR11898, XENTR11899, XENTR11900
OG0000055	HUMAN02616, HUMAN24656, HUMAN24660, HUMAN24663, HUMAN24607, HUMAN24616, HUMAN24621, HUMAN24623, HUMAN24613, HUMAN24632, HUMAN24617, HUMAN01576, HUMAN24671, HUMAN24630, HUMAN01568, HUMAN24645, HUMAN24649, HUMAN19580	XENTR15661, XENTR14985, XENTR15663, XENTR15655, XENTR15666, XENTR15669, XENTR17995, XENTR17898, XENTR19084
OG0000056	HUMAN01195	XENTR00422
OG0000056	HUMAN14849	XENTR06505
OG0000056	HUMAN14869, HUMAN14864, HUMAN14480	XENTR06516, XENTR06514, XENTR06515, XENTR06513
OG0000056	HUMAN07396, HUMAN07395	XENTR00781
OG0000057	HUMAN23569	XENTR04236
OG0000057	HUMAN10014	XENTR01413, XENTR01414
OG0000057	HUMAN29650	XENTR03679
OG0000058	HUMAN21777, HUMAN00114, HUMAN30319, HUMAN14551	XENTR09300
OG0000058	HUMAN17378, HUMAN03592	XENTR11839
OG0000058	HUMAN02623	XENTR16040
OG0000058	HUMAN09237	XENTR02416
OG0000058	HUMAN17157, HUMAN03406	XENTR06707
OG0000058	HUMAN13532	XENTR13842
OG0000058	HUMAN25949	XENTR00121
OG0000059	HUMAN30238	XENTR11924
OG0000059	HUMAN07577	XENTR13190
OG0000059	HUMAN21611	XENTR09381
OG0000059	HUMAN05382	XENTR06961
OG0000059	HUMAN22839	XENTR16370
OG0000060	HUMAN25284	XENTR09513
OG0000060	HUMAN16007, HUMAN16006	XENTR11489
OG0000060	HUMAN04276	XENTR04114
OG0000060	HUMAN06988	XENTR08957
OG0000061	HUMAN17964	XENTR00116
OG0000061	HUMAN26554	XENTR05367
OG0000061	HUMAN18142	XENTR09403
OG0000061	HUMAN20809	XENTR06949, XENTR06950, XENTR12872
OG0000061	HUMAN13555	XENTR09801
OG0000061	HUMAN15809	XENTR02075
OG0000061	HUMAN25004	XENTR17074
OG0000061	HUMAN12027	XENTR09112
OG0000061	HUMAN20727	XENTR16336
OG0000061	HUMAN26146, HUMAN26147	XENTR06851
OG0000061	HUMAN26149	XENTR10614
OG0000061	HUMAN27338, HUMAN27337	XENTR06288
OG0000061	HUMAN26138, HUMAN26137	XENTR10609
OG0000061	HUMAN12821	XENTR10747
OG0000062	HUMAN29104	XENTR06154
OG0000062	HUMAN14474	XENTR13824, XENTR13820
OG0000062	HUMAN24841, HUMAN24843	XENTR15531
OG0000062	HUMAN05950	XENTR15494
OG0000062	HUMAN05959, HUMAN05958	XENTR11355, XENTR11358
OG0000062	HUMAN06195	XENTR11354, XENTR16052, XENTR16051, XENTR19033, XENTR17596, XENTR16050
OG0000062	HUMAN25285	XENTR09512
OG0000063	HUMAN14398	XENTR10234
OG0000063	HUMAN28499	XENTR04709
OG0000063	HUMAN00858	XENTR00319
OG0000063	HUMAN21099	XENTR11311
OG0000063	HUMAN28501	XENTR04708
OG0000063	HUMAN18628	XENTR08048
OG0000063	HUMAN03783, HUMAN03782	XENTR02007
OG0000065	HUMAN29458	XENTR16407
OG0000065	HUMAN05357	XENTR13484
OG0000065	HUMAN25383	XENTR05900
OG0000065	HUMAN14424, HUMAN14423, HUMAN14422	XENTR10167, XENTR16118, XENTR16117, XENTR10166, XENTR11635, XENTR11636, XENTR11634
OG0000066	HUMAN29798	XENTR18882
OG0000067	HUMAN23532	XENTR14086
OG0000067	HUMAN24070	XENTR13783
OG0000067	HUMAN22809	XENTR04874
OG0000068	HUMAN26982	XENTR00752
OG0000068	HUMAN30562	XENTR17205
OG0000068	HUMAN21443	XENTR10995
OG0000068	HUMAN02454	XENTR11373
OG0000068	HUMAN30510, HUMAN30509	XENTR06812
OG0000068	HUMAN20837	XENTR11294
OG0000068	HUMAN20380	XENTR01321
OG0000068	HUMAN21486	XENTR07981
OG0000068	HUMAN06933	XENTR06611
OG0000069	HUMAN13360, HUMAN02573	XENTR16269
OG0000070	HUMAN25671	XENTR15503
OG0000070	HUMAN29634	XENTR11143
OG0000070	HUMAN30393	XENTR02048
OG0000070	HUMAN20129	XENTR04776
OG0000070	HUMAN13391	XENTR13746
OG0000070	HUMAN14097	XENTR15542
OG0000070	HUMAN14161	XENTR05723, XENTR09834
OG0000071	HUMAN17352	XENTR09995, XENTR01851, XENTR10875
OG0000072	HUMAN23125	XENTR15041
OG0000072	HUMAN05334	XENTR13953
OG0000072	HUMAN22965, HUMAN22964	XENTR03548
OG0000072	HUMAN04101	XENTR18546
OG0000072	HUMAN22852	XENTR01057
OG0000072	HUMAN03255, HUMAN03252	XENTR13152
OG0000073	HUMAN25174, HUMAN25175	XENTR03608, XENTR03610, XENTR03611, XENTR03612
OG0000073	HUMAN19028	XENTR03006
OG0000073	HUMAN27930	XENTR09344
OG0000073	HUMAN11516	XENTR05966, XENTR05967
OG0000073	HUMAN27929	XENTR09343
OG0000073	HUMAN06831, HUMAN06836	XENTR13665
OG0000074	HUMAN07045, HUMAN07044	XENTR10798, XENTR10797
OG0000074	HUMAN09283	XENTR14396
OG0000074	HUMAN15238	XENTR07269
OG0000074	HUMAN13822	XENTR06689
OG0000075	HUMAN12839	XENTR02757, XENTR11353
OG0000075	HUMAN02593	XENTR12610
