Orthogroup	APOSC_ok	AMPFI_ok
OG0000007	APOSC_17950	AMPFI_21281
OG0000007	APOSC_07482	AMPFI_23280
OG0000008	APOSC_29142	AMPFI_24346
OG0000008	APOSC_05395	AMPFI_18464
OG0000008	APOSC_21976, APOSC_21294, APOSC_21293	AMPFI_10761
OG0000008	APOSC_03242, APOSC_29070, APOSC_27667, APOSC_17515, APOSC_10880, APOSC_20061, APOSC_27050, APOSC_00282, APOSC_13323, APOSC_01481, APOSC_20641	AMPFI_22833
OG0000008	APOSC_25161	AMPFI_13893
OG0000009	APOSC_18646, APOSC_08256, APOSC_25141, APOSC_27880	AMPFI_18552, AMPFI_07288
OG0000009	APOSC_14853	AMPFI_05115
OG0000009	APOSC_16035	AMPFI_20093
OG0000009	APOSC_11177, APOSC_07331	AMPFI_19615
OG0000009	APOSC_11202, APOSC_23861	AMPFI_22442
OG0000009	APOSC_08876	AMPFI_06910
OG0000009	APOSC_15628	AMPFI_07658, AMPFI_17391
OG0000009	APOSC_14640	AMPFI_02892, AMPFI_01981, AMPFI_16576
OG0000009	APOSC_12078	AMPFI_21195
OG0000009	APOSC_18792, APOSC_21389, APOSC_26160, APOSC_24355, APOSC_01128	AMPFI_02292, AMPFI_07211, AMPFI_22078
OG0000009	APOSC_09422	AMPFI_01799
OG0000009	APOSC_11500	AMPFI_18638, AMPFI_23313
OG0000009	APOSC_11617	AMPFI_04909, AMPFI_20474, AMPFI_23431
OG0000010	APOSC_17642, APOSC_28942, APOSC_04520	AMPFI_14170
OG0000010	APOSC_21784	AMPFI_20654
OG0000011	APOSC_02459	AMPFI_23867
OG0000011	APOSC_14101, APOSC_22534	AMPFI_09904
OG0000011	APOSC_11940	AMPFI_16294
OG0000011	APOSC_16967	AMPFI_10527
OG0000011	APOSC_20770, APOSC_16965	AMPFI_25098, AMPFI_09859, AMPFI_12932, AMPFI_15261
OG0000011	APOSC_08063, APOSC_04956, APOSC_05740, APOSC_11629	AMPFI_21384, AMPFI_25809, AMPFI_15812
OG0000011	APOSC_21532, APOSC_04285, APOSC_10021, APOSC_20345, APOSC_24075	AMPFI_06803, AMPFI_16457, AMPFI_24860
OG0000011	APOSC_21593	AMPFI_19772, AMPFI_15721, AMPFI_18664, AMPFI_20201, AMPFI_15511
OG0000011	APOSC_00583	AMPFI_07082
OG0000011	APOSC_00879	AMPFI_23991, AMPFI_06537, AMPFI_05996, AMPFI_05995, AMPFI_07569
OG0000011	APOSC_28649	AMPFI_25424
OG0000011	APOSC_24862	AMPFI_17952, AMPFI_21604
OG0000011	APOSC_01416, APOSC_25932	AMPFI_10672
OG0000011	APOSC_13118	AMPFI_12025
OG0000011	APOSC_19810	AMPFI_12525, AMPFI_04893
OG0000011	APOSC_11207	AMPFI_05936, AMPFI_19795
OG0000011	APOSC_10113	AMPFI_03008, AMPFI_02519
OG0000011	APOSC_02640, APOSC_01478	AMPFI_21646
OG0000011	APOSC_01406	AMPFI_02603
OG0000011	APOSC_13401	AMPFI_00004
OG0000011	APOSC_22195	AMPFI_13285
OG0000012	APOSC_26906	AMPFI_05035, AMPFI_18913
OG0000012	APOSC_15314	AMPFI_24706
OG0000012	APOSC_14126, APOSC_26267, APOSC_20161, APOSC_12609, APOSC_06350	AMPFI_06478
OG0000012	APOSC_14826	AMPFI_16130
OG0000013	APOSC_22031, APOSC_08183, APOSC_13994, APOSC_09045, APOSC_26026	AMPFI_18951
OG0000013	APOSC_26024, APOSC_17612	AMPFI_13640
OG0000013	APOSC_16736, APOSC_08254, APOSC_05351, APOSC_14121, APOSC_11339, APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132
OG0000014	APOSC_12674	AMPFI_10576, AMPFI_00293
OG0000014	APOSC_23467, APOSC_12182, APOSC_12181, APOSC_04687, APOSC_28041, APOSC_18468, APOSC_13472	AMPFI_21375, AMPFI_08000, AMPFI_07725
OG0000014	APOSC_00187	AMPFI_16339
OG0000015	APOSC_14290, APOSC_28281, APOSC_03142	AMPFI_03480
OG0000016	APOSC_19259	AMPFI_14639
OG0000016	APOSC_26907	AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919
OG0000016	APOSC_26372, APOSC_26868, APOSC_26028	AMPFI_20923
OG0000016	APOSC_14883	AMPFI_06248
OG0000016	APOSC_28721	AMPFI_15536, AMPFI_18220
OG0000016	APOSC_27534	AMPFI_08754
OG0000016	APOSC_05485	AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144
OG0000017	APOSC_13768	AMPFI_19735, AMPFI_25830
OG0000017	APOSC_04701	AMPFI_19153
OG0000017	APOSC_14993	AMPFI_26001
OG0000017	APOSC_04363	AMPFI_24062
OG0000017	APOSC_10874	AMPFI_03602, AMPFI_25087
OG0000017	APOSC_17962	AMPFI_10075, AMPFI_09589, AMPFI_13357
OG0000017	APOSC_27563	AMPFI_25171
OG0000017	APOSC_11982	AMPFI_00751
OG0000017	APOSC_00742, APOSC_00743	AMPFI_01137
OG0000017	APOSC_25070, APOSC_25071, APOSC_24315, APOSC_02943, APOSC_15991, APOSC_14206, APOSC_06737, APOSC_16567, APOSC_27905	AMPFI_00417
OG0000017	APOSC_22360	AMPFI_06710, AMPFI_19081, AMPFI_03641, AMPFI_20305, AMPFI_03931, AMPFI_20464
OG0000018	APOSC_05051, APOSC_27730, APOSC_15473	AMPFI_21544, AMPFI_08183, AMPFI_15245
OG0000018	APOSC_09190, APOSC_02455	AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911
OG0000018	APOSC_11347, APOSC_01227, APOSC_12246, APOSC_19597, APOSC_27070	AMPFI_12397, AMPFI_06555, AMPFI_21165
OG0000018	APOSC_06513	AMPFI_15215, AMPFI_16636
OG0000018	APOSC_00300	AMPFI_22035
OG0000018	APOSC_25698	AMPFI_11607
OG0000018	APOSC_28174, APOSC_28173	AMPFI_04983
OG0000018	APOSC_15394	AMPFI_23717, AMPFI_12063
OG0000018	APOSC_07808, APOSC_07807	AMPFI_02180
OG0000018	APOSC_01211	AMPFI_08463
OG0000018	APOSC_18141	AMPFI_12214
OG0000018	APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689	AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008
OG0000019	APOSC_15479	AMPFI_16723
OG0000019	APOSC_15494	AMPFI_01636
OG0000019	APOSC_14801, APOSC_11507	AMPFI_06523
OG0000019	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315	AMPFI_24258
OG0000020	APOSC_14708, APOSC_20703	AMPFI_07852
OG0000020	APOSC_13376	AMPFI_19334
OG0000020	APOSC_27693	AMPFI_20737
OG0000020	APOSC_28648	AMPFI_23773
OG0000020	APOSC_00691	AMPFI_07932
OG0000020	APOSC_03094	AMPFI_12343
OG0000020	APOSC_05461	AMPFI_21494
OG0000020	APOSC_07853	AMPFI_06129
OG0000020	APOSC_14067	AMPFI_07388
OG0000020	APOSC_25230	AMPFI_13969
OG0000021	APOSC_13612	AMPFI_23043, AMPFI_10198
OG0000021	APOSC_26674	AMPFI_04441
OG0000021	APOSC_09814	AMPFI_24454
OG0000021	APOSC_03399	AMPFI_16391
OG0000021	APOSC_23486, APOSC_20200	AMPFI_19616, AMPFI_08794, AMPFI_23196
OG0000021	APOSC_20201	AMPFI_19941
OG0000021	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082	AMPFI_00389, AMPFI_07405, AMPFI_24716
OG0000023	APOSC_14758	AMPFI_05477
OG0000023	APOSC_18948, APOSC_18947	AMPFI_12912
OG0000023	APOSC_29066, APOSC_12894	AMPFI_20581
OG0000023	APOSC_12992	AMPFI_14885
OG0000023	APOSC_08983, APOSC_08982	AMPFI_23006
OG0000023	APOSC_03049, APOSC_21557, APOSC_11580, APOSC_03050, APOSC_03048	AMPFI_08877, AMPFI_08668
OG0000023	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	APOSC_12268	AMPFI_05031
OG0000024	APOSC_19476	AMPFI_16144
OG0000024	APOSC_14174	AMPFI_01273
OG0000024	APOSC_24397	AMPFI_25554
OG0000024	APOSC_28972	AMPFI_01930, AMPFI_21703
OG0000024	APOSC_07572	AMPFI_13034, AMPFI_08529, AMPFI_11032
OG0000024	APOSC_26217	AMPFI_15605, AMPFI_06015, AMPFI_05885
OG0000024	APOSC_01854, APOSC_01855	AMPFI_06875, AMPFI_14904, AMPFI_08222
OG0000024	APOSC_18488	AMPFI_10693
OG0000024	APOSC_28827, APOSC_12673, APOSC_17746	AMPFI_13114
OG0000024	APOSC_17532, APOSC_17533	AMPFI_24998
OG0000024	APOSC_02940	AMPFI_12067, AMPFI_16824
OG0000024	APOSC_15787, APOSC_15998, APOSC_01155	AMPFI_12131
OG0000024	APOSC_26603	AMPFI_25530
OG0000024	APOSC_13066	AMPFI_19893
OG0000024	APOSC_20140	AMPFI_19400, AMPFI_02782, AMPFI_01292
OG0000024	APOSC_23812	AMPFI_16087, AMPFI_17497, AMPFI_13212, AMPFI_23039, AMPFI_23048, AMPFI_25395, AMPFI_02301
OG0000024	APOSC_15738, APOSC_15739	AMPFI_06398, AMPFI_02047, AMPFI_13010
OG0000024	APOSC_26406	AMPFI_05170
OG0000024	APOSC_03353	AMPFI_14422
OG0000024	APOSC_18490, APOSC_18489, APOSC_21491	AMPFI_18926, AMPFI_10659, AMPFI_09830
OG0000024	APOSC_21649	AMPFI_03811
OG0000024	APOSC_27461, APOSC_10842	AMPFI_22635, AMPFI_19020, AMPFI_24666
OG0000024	APOSC_04012, APOSC_04013, APOSC_04014	AMPFI_12622, AMPFI_08274, AMPFI_13320
OG0000024	APOSC_08549	AMPFI_18394
OG0000024	APOSC_21398	AMPFI_08206
OG0000025	APOSC_04066	AMPFI_02396, AMPFI_25559
OG0000025	APOSC_17917, APOSC_10185	AMPFI_14786
OG0000025	APOSC_09169	AMPFI_06809
OG0000025	APOSC_17955, APOSC_21691	AMPFI_18559
OG0000025	APOSC_22885, APOSC_25730, APOSC_26591, APOSC_16189	AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749
OG0000025	APOSC_23673	AMPFI_02454
OG0000025	APOSC_19725	AMPFI_12966, AMPFI_01931, AMPFI_02062, AMPFI_05832
OG0000025	APOSC_02742, APOSC_11466	AMPFI_26068
OG0000025	APOSC_14384	AMPFI_00908
OG0000025	APOSC_20106	AMPFI_05133
OG0000025	APOSC_27399	AMPFI_20652
OG0000025	APOSC_26764	AMPFI_14460, AMPFI_00775, AMPFI_15832
OG0000025	APOSC_04291	AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652, AMPFI_13290, AMPFI_19524, AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387
OG0000025	APOSC_10546, APOSC_03176	AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920
OG0000025	APOSC_25716	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240
OG0000025	APOSC_04817	AMPFI_22001, AMPFI_12673
OG0000026	APOSC_12180	AMPFI_12171
OG0000026	APOSC_25312	AMPFI_24667
OG0000026	APOSC_13965	AMPFI_01077, AMPFI_16904
OG0000026	APOSC_17220	AMPFI_17661
OG0000026	APOSC_14214	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000027	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270	AMPFI_23434
OG0000027	APOSC_23292, APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792	AMPFI_03819
OG0000028	APOSC_00641	AMPFI_15765
OG0000028	APOSC_18684	AMPFI_04239
OG0000028	APOSC_14441	AMPFI_04248
OG0000028	APOSC_06053	AMPFI_13861
OG0000028	APOSC_22599	AMPFI_21505
OG0000029	APOSC_07574	AMPFI_10300
OG0000029	APOSC_20436	AMPFI_01562, AMPFI_19753
OG0000029	APOSC_04700	AMPFI_05500
OG0000029	APOSC_18084	AMPFI_18884
OG0000029	APOSC_15506	AMPFI_24440
OG0000030	APOSC_06833, APOSC_14874, APOSC_04381	AMPFI_04928, AMPFI_02183
OG0000030	APOSC_23944, APOSC_11647, APOSC_21982, APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867	AMPFI_03176
OG0000031	APOSC_16590	AMPFI_14371, AMPFI_13166
OG0000031	APOSC_14603	AMPFI_13279, AMPFI_01755, AMPFI_10718, AMPFI_14435, AMPFI_16606
OG0000031	APOSC_14687	AMPFI_06256
OG0000031	APOSC_00328	AMPFI_10484
OG0000031	APOSC_01319	AMPFI_01333
OG0000031	APOSC_02579	AMPFI_05075
OG0000031	APOSC_22997	AMPFI_02985
OG0000031	APOSC_06756, APOSC_06755	AMPFI_03768
OG0000032	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129, APOSC_10044	AMPFI_10091
OG0000032	APOSC_24218	AMPFI_03594
OG0000032	APOSC_11250, APOSC_11249, APOSC_24933	AMPFI_22327, AMPFI_04329
OG0000034	APOSC_28767, APOSC_28766	AMPFI_04753
OG0000034	APOSC_00389	AMPFI_00398
OG0000035	APOSC_27035	AMPFI_17275
OG0000035	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566
OG0000035	APOSC_25872	AMPFI_20705
OG0000035	APOSC_04998	AMPFI_13261
OG0000035	APOSC_25573	AMPFI_08859
OG0000035	APOSC_21135, APOSC_21136	AMPFI_12878
OG0000035	APOSC_16251	AMPFI_13349
OG0000035	APOSC_27270	AMPFI_11303
OG0000036	APOSC_25667	AMPFI_11948
OG0000036	APOSC_05772, APOSC_15090, APOSC_26588	AMPFI_06932
OG0000036	APOSC_00378	AMPFI_06864
OG0000036	APOSC_07168, APOSC_20421, APOSC_22182	AMPFI_10500
OG0000036	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485	AMPFI_14775, AMPFI_19912
OG0000036	APOSC_22964, APOSC_22965	AMPFI_15407
OG0000036	APOSC_06557, APOSC_05790	AMPFI_19204, AMPFI_07474
OG0000036	APOSC_15092	AMPFI_19635, AMPFI_18831, AMPFI_22411
OG0000037	APOSC_17096	AMPFI_10819, AMPFI_10818, AMPFI_01966
OG0000037	APOSC_16399	AMPFI_00972
OG0000037	APOSC_01516	AMPFI_11581
OG0000037	APOSC_24133	AMPFI_25668
OG0000037	APOSC_14337	AMPFI_08082
OG0000037	APOSC_20507, APOSC_00307	AMPFI_17087
OG0000038	APOSC_06537, APOSC_16047, APOSC_06107, APOSC_14280, APOSC_05817, APOSC_20988	AMPFI_07219
OG0000038	APOSC_17092	AMPFI_22293
OG0000038	APOSC_28699	AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006
OG0000038	APOSC_13411, APOSC_17001	AMPFI_03880
OG0000038	APOSC_10359, APOSC_20091	AMPFI_11821
OG0000038	APOSC_10945	AMPFI_12065
OG0000038	APOSC_22530	AMPFI_11482, AMPFI_17061
OG0000039	APOSC_00666	AMPFI_23863, AMPFI_15658
OG0000039	APOSC_28386, APOSC_17065	AMPFI_14066
OG0000039	APOSC_22387	AMPFI_17373
OG0000039	APOSC_06140, APOSC_06138, APOSC_06139, APOSC_14138, APOSC_03802, APOSC_26119, APOSC_03803, APOSC_06401, APOSC_25262	AMPFI_03724
OG0000040	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234	AMPFI_02741
OG0000042	APOSC_03215	AMPFI_23586
OG0000042	APOSC_17021, APOSC_22500	AMPFI_01541, AMPFI_11309
OG0000042	APOSC_10080	AMPFI_24336, AMPFI_10878, AMPFI_02426
OG0000043	APOSC_07558	AMPFI_13817
OG0000044	APOSC_25765	AMPFI_13059
OG0000044	APOSC_03195	AMPFI_10491
OG0000044	APOSC_22317	AMPFI_12455
OG0000044	APOSC_27143	AMPFI_02748
OG0000044	APOSC_11406	AMPFI_18408
OG0000044	APOSC_23682, APOSC_07549	AMPFI_15551
OG0000045	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346	AMPFI_20949
OG0000045	APOSC_21821	AMPFI_24368
OG0000046	APOSC_27956	AMPFI_02275, AMPFI_17068
OG0000046	APOSC_17204, APOSC_26711	AMPFI_08774
OG0000047	APOSC_28415	AMPFI_05489, AMPFI_11363, AMPFI_14142, AMPFI_19115, AMPFI_05578, AMPFI_04593, AMPFI_04594, AMPFI_21557, AMPFI_25065, AMPFI_03030, AMPFI_13573
OG0000047	APOSC_07412	AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650
OG0000047	APOSC_09840	AMPFI_19278, AMPFI_03417, AMPFI_12567, AMPFI_16279, AMPFI_24519, AMPFI_15062
OG0000047	APOSC_21281	AMPFI_24365
OG0000047	APOSC_04373, APOSC_04376	AMPFI_23515, AMPFI_25894
OG0000047	APOSC_09412	AMPFI_04837, AMPFI_21540
OG0000047	APOSC_18193	AMPFI_21496, AMPFI_21704, AMPFI_23685
OG0000047	APOSC_21050	AMPFI_15690
OG0000047	APOSC_11509	AMPFI_23759, AMPFI_01041
OG0000047	APOSC_28474	AMPFI_15701, AMPFI_15786, AMPFI_14921, AMPFI_05600, AMPFI_04402, AMPFI_10874, AMPFI_23910
OG0000047	APOSC_24081	AMPFI_11820, AMPFI_21835
OG0000047	APOSC_04377	AMPFI_24933, AMPFI_04403, AMPFI_01040
OG0000048	APOSC_08378	AMPFI_07263
OG0000048	APOSC_06436	AMPFI_06745
OG0000048	APOSC_05588	AMPFI_22758
OG0000048	APOSC_11695	AMPFI_10591
OG0000048	APOSC_04736, APOSC_11238	AMPFI_20083, AMPFI_23857, AMPFI_18512
OG0000048	APOSC_20195	AMPFI_19210
OG0000048	APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656	AMPFI_10367, AMPFI_21707
OG0000048	APOSC_03220	AMPFI_08767
OG0000049	APOSC_16928	AMPFI_09959
OG0000049	APOSC_08279, APOSC_26768, APOSC_02986	AMPFI_25468
OG0000049	APOSC_00276	AMPFI_22815
OG0000049	APOSC_12037, APOSC_12038	AMPFI_21732
OG0000049	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012	AMPFI_05869
OG0000050	APOSC_12511	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942
OG0000050	APOSC_20758, APOSC_27570	AMPFI_23876, AMPFI_19742
OG0000050	APOSC_20128	AMPFI_12802
OG0000051	APOSC_05956, APOSC_05955	AMPFI_18032
OG0000051	APOSC_17477, APOSC_05458, APOSC_29038	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599
OG0000052	APOSC_24676	AMPFI_17846
OG0000052	APOSC_06083	AMPFI_01543
OG0000052	APOSC_25118, APOSC_15608, APOSC_21574, APOSC_12782, APOSC_22044	AMPFI_12754
OG0000053	APOSC_18028	AMPFI_03971, AMPFI_14513, AMPFI_05985
OG0000053	APOSC_21377	AMPFI_01417, AMPFI_13891
OG0000053	APOSC_21378, APOSC_28641, APOSC_01208, APOSC_23789	AMPFI_18591
OG0000053	APOSC_16155	AMPFI_10666, AMPFI_20177
OG0000053	APOSC_25850	AMPFI_24389, AMPFI_03879
OG0000054	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151	AMPFI_10274
OG0000055	APOSC_17351	AMPFI_18462
OG0000055	APOSC_22457	AMPFI_10980
OG0000056	APOSC_00208, APOSC_00207, APOSC_00209	AMPFI_10015
OG0000056	APOSC_04228	AMPFI_21387
OG0000057	APOSC_23236, APOSC_24402, APOSC_06368	AMPFI_04153, AMPFI_22527
OG0000058	APOSC_09888	AMPFI_18481
OG0000058	APOSC_07162	AMPFI_03991, AMPFI_22601, AMPFI_13098
OG0000058	APOSC_16962, APOSC_27470	AMPFI_05634
OG0000059	APOSC_10123	AMPFI_17417, AMPFI_04404, AMPFI_21031, AMPFI_04726, AMPFI_09318
OG0000060	APOSC_15645	AMPFI_23758
OG0000060	APOSC_26756	AMPFI_19643
OG0000060	APOSC_09536, APOSC_09537	AMPFI_19058
OG0000062	APOSC_20110, APOSC_00579, APOSC_00578, APOSC_25920	AMPFI_15564, AMPFI_21603
OG0000062	APOSC_13555	AMPFI_07777, AMPFI_07778
OG0000062	APOSC_26763	AMPFI_06193
OG0000062	APOSC_18486, APOSC_01084	AMPFI_05434
OG0000062	APOSC_00580	AMPFI_05111, AMPFI_02667
OG0000062	APOSC_02213, APOSC_02214, APOSC_02215, APOSC_02211, APOSC_02210, APOSC_02207	AMPFI_10391
OG0000063	APOSC_17949	AMPFI_21664
OG0000063	APOSC_22074, APOSC_13172, APOSC_22080	AMPFI_03875, AMPFI_25718, AMPFI_20407, AMPFI_07613, AMPFI_14740, AMPFI_00674, AMPFI_24629
OG0000063	APOSC_00283, APOSC_03289, APOSC_03344, APOSC_25427, APOSC_07856, APOSC_00623	AMPFI_16608, AMPFI_24341, AMPFI_23675
OG0000064	APOSC_21665	AMPFI_23500
