Orthogroup	APOSC_ok	LYTVA_ok
OG0000001	APOSC_02499, APOSC_01751, APOSC_07766	LYTVA_05815, LYTVA_12818, LYTVA_24053, LYTVA_08107, LYTVA_24049, LYTVA_11602
OG0000002	APOSC_17563	LYTVA_28398
OG0000002	APOSC_09040, APOSC_26016	LYTVA_16491, LYTVA_27186, LYTVA_12758, LYTVA_12336, LYTVA_23101, LYTVA_29091, LYTVA_16674
OG0000002	APOSC_12200, APOSC_12199, APOSC_23614	LYTVA_03491, LYTVA_18208, LYTVA_22589, LYTVA_22154, LYTVA_22588, LYTVA_25289
OG0000002	APOSC_00935	LYTVA_01784
OG0000002	APOSC_18975, APOSC_26427, APOSC_18610, APOSC_20563	LYTVA_09815, LYTVA_04765, LYTVA_26938, LYTVA_07995, LYTVA_23824, LYTVA_17551, LYTVA_25582, LYTVA_22408
OG0000003	APOSC_22070, APOSC_13273, APOSC_13272	LYTVA_03030
OG0000003	APOSC_00102	LYTVA_15536
OG0000003	APOSC_28638, APOSC_28639	LYTVA_14606
OG0000003	APOSC_01527	LYTVA_23212
OG0000003	APOSC_20479	LYTVA_20987
OG0000003	APOSC_28978, APOSC_03822	LYTVA_11643
OG0000003	APOSC_06472	LYTVA_26946, LYTVA_14926, LYTVA_01168
OG0000004	APOSC_15566, APOSC_24597	LYTVA_18533
OG0000004	APOSC_28059	LYTVA_23131
OG0000004	APOSC_18755	LYTVA_04400
OG0000004	APOSC_20065, APOSC_20066, APOSC_25426, APOSC_09865, APOSC_00045	LYTVA_13223
OG0000004	APOSC_28260	LYTVA_06100, LYTVA_05937, LYTVA_25040
OG0000004	APOSC_25240	LYTVA_15014
OG0000004	APOSC_03036	LYTVA_22300, LYTVA_22328
OG0000004	APOSC_04330	LYTVA_28503, LYTVA_25768
OG0000005	APOSC_24691	LYTVA_24142
OG0000005	APOSC_28430, APOSC_12554	LYTVA_01017
OG0000005	APOSC_09560, APOSC_20452, APOSC_23355, APOSC_10626	LYTVA_20265
OG0000005	APOSC_18788, APOSC_17600, APOSC_23686, APOSC_20145, APOSC_28502, APOSC_09638, APOSC_03673, APOSC_25607, APOSC_10189, APOSC_26644	LYTVA_15344, LYTVA_25103, LYTVA_15340, LYTVA_25468, LYTVA_12344, LYTVA_13497, LYTVA_12436, LYTVA_12448, LYTVA_12437, LYTVA_01084, LYTVA_10225, LYTVA_01083, LYTVA_05447
OG0000005	APOSC_15445, APOSC_13185, APOSC_03153	LYTVA_21111
OG0000005	APOSC_23541	LYTVA_05821
OG0000005	APOSC_21707	LYTVA_12392
OG0000006	APOSC_10640	LYTVA_15901
OG0000006	APOSC_17637	LYTVA_21289
OG0000006	APOSC_08216	LYTVA_12321
OG0000006	APOSC_27173	LYTVA_25253
OG0000006	APOSC_25251, APOSC_25252	LYTVA_07373
OG0000006	APOSC_19228	LYTVA_23957
OG0000006	APOSC_11581	LYTVA_29757
OG0000006	APOSC_28483, APOSC_20785, APOSC_25644	LYTVA_29412, LYTVA_25462
OG0000006	APOSC_06790, APOSC_06791	LYTVA_16844
OG0000006	APOSC_23470	LYTVA_23230
OG0000007	APOSC_04982	LYTVA_29912
OG0000007	APOSC_19545	LYTVA_22273
OG0000007	APOSC_11262	LYTVA_23216
OG0000007	APOSC_11791	LYTVA_18159
OG0000007	APOSC_29119	LYTVA_27359
OG0000007	APOSC_11745	LYTVA_10898
OG0000007	APOSC_21514	LYTVA_17245
OG0000007	APOSC_25152	LYTVA_04121
OG0000007	APOSC_15698	LYTVA_25288
OG0000007	APOSC_04562	LYTVA_03206
OG0000007	APOSC_09541, APOSC_09542	LYTVA_12379, LYTVA_12378
OG0000007	APOSC_22651	LYTVA_12480
OG0000007	APOSC_10715	LYTVA_06652
OG0000007	APOSC_26829	LYTVA_22810, LYTVA_20192
OG0000007	APOSC_17950	LYTVA_19839
OG0000007	APOSC_07482	LYTVA_05177
OG0000008	APOSC_29142	LYTVA_11403
OG0000008	APOSC_21668	LYTVA_19861, LYTVA_22487
OG0000008	APOSC_19242	LYTVA_30051
OG0000008	APOSC_27045, APOSC_15945, APOSC_29112, APOSC_03545	LYTVA_21093
OG0000008	APOSC_03242, APOSC_29070, APOSC_27667, APOSC_17515, APOSC_10880, APOSC_20061, APOSC_27050, APOSC_00282, APOSC_13323, APOSC_01481, APOSC_20641, APOSC_25161	LYTVA_19305
OG0000009	APOSC_16035	LYTVA_02205, LYTVA_03649, LYTVA_21418
OG0000009	APOSC_02463	LYTVA_10698, LYTVA_02136, LYTVA_14470
OG0000009	APOSC_14640	LYTVA_00127, LYTVA_29384
OG0000009	APOSC_11617, APOSC_20451, APOSC_16724, APOSC_19765	LYTVA_30063, LYTVA_15489
OG0000010	APOSC_26738, APOSC_01123, APOSC_00727	LYTVA_21273
OG0000011	APOSC_21593	LYTVA_26033
OG0000011	APOSC_01416, APOSC_25932	LYTVA_28284
OG0000011	APOSC_19810	LYTVA_29140
OG0000011	APOSC_01800	LYTVA_27141
OG0000011	APOSC_09019, APOSC_09279, APOSC_11006, APOSC_12345	LYTVA_25384
OG0000011	APOSC_24720	LYTVA_18878
OG0000011	APOSC_20093	LYTVA_18199
OG0000012	APOSC_26906	LYTVA_11199, LYTVA_24773
OG0000012	APOSC_13089	LYTVA_27764
OG0000012	APOSC_13014, APOSC_18904, APOSC_16185, APOSC_27929, APOSC_28450, APOSC_10605	LYTVA_27819, LYTVA_13632
OG0000012	APOSC_15314	LYTVA_09615, LYTVA_04959, LYTVA_13583, LYTVA_18163
OG0000012	APOSC_13357	LYTVA_22482
OG0000012	APOSC_14126, APOSC_26267, APOSC_20161, APOSC_12609, APOSC_06350	LYTVA_13720, LYTVA_05492
OG0000012	APOSC_26545	LYTVA_12515, LYTVA_06149
OG0000012	APOSC_14826	LYTVA_24416
OG0000013	APOSC_22031, APOSC_08183, APOSC_13994, APOSC_09045, APOSC_26026	LYTVA_14036, LYTVA_14035, LYTVA_24263, LYTVA_16177, LYTVA_17617, LYTVA_13019, LYTVA_13020, LYTVA_03982, LYTVA_05971, LYTVA_26708, LYTVA_02518, LYTVA_13739, LYTVA_21776, LYTVA_12310, LYTVA_12309
OG0000013	APOSC_16736	LYTVA_22713, LYTVA_22716
OG0000013	APOSC_11339	LYTVA_13975, LYTVA_00129, LYTVA_18668, LYTVA_18187, LYTVA_18188, LYTVA_11839, LYTVA_02943, LYTVA_27265, LYTVA_27263, LYTVA_13649
OG0000013	APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089	LYTVA_17421, LYTVA_15176, LYTVA_12759, LYTVA_00164, LYTVA_00165, LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579, LYTVA_15177, LYTVA_22519
OG0000014	APOSC_12674	LYTVA_29722
OG0000014	APOSC_23467, APOSC_12182, APOSC_12181, APOSC_04687, APOSC_28041, APOSC_18468, APOSC_13472	LYTVA_08715
OG0000014	APOSC_19789	LYTVA_09996
OG0000014	APOSC_00187	LYTVA_13955
OG0000015	APOSC_12040	LYTVA_04651
OG0000015	APOSC_14290, APOSC_28281, APOSC_03142	LYTVA_19488
OG0000015	APOSC_04279	LYTVA_26002
OG0000016	APOSC_05404	LYTVA_02179
OG0000016	APOSC_06852	LYTVA_09460, LYTVA_20745
OG0000016	APOSC_09216	LYTVA_21831, LYTVA_18288
OG0000016	APOSC_00060, APOSC_00061, APOSC_17734	LYTVA_27143
OG0000016	APOSC_26372, APOSC_26868, APOSC_26028	LYTVA_00562
OG0000016	APOSC_05485	LYTVA_13704
OG0000016	APOSC_19884	LYTVA_01978
OG0000017	APOSC_21350	LYTVA_10434
OG0000017	APOSC_24575, APOSC_11424	LYTVA_20423
OG0000017	APOSC_16019	LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292
OG0000017	APOSC_17481	LYTVA_04996
OG0000017	APOSC_14095	LYTVA_19500
OG0000017	APOSC_11982, APOSC_11683, APOSC_01963, APOSC_00742, APOSC_00743	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412
OG0000017	APOSC_28296	LYTVA_13468
OG0000017	APOSC_02943	LYTVA_16812
OG0000017	APOSC_16567	LYTVA_26507
OG0000018	APOSC_17923	LYTVA_29857
OG0000018	APOSC_01143, APOSC_05051, APOSC_27730, APOSC_15473, APOSC_09190, APOSC_02455, APOSC_11910, APOSC_04585, APOSC_04584, APOSC_11347, APOSC_01227, APOSC_12246, APOSC_19597, APOSC_27070, APOSC_18020, APOSC_06513, APOSC_00300, APOSC_01781, APOSC_22775, APOSC_25698, APOSC_09930, APOSC_27069, APOSC_25868, APOSC_03516, APOSC_08452, APOSC_21594, APOSC_14592, APOSC_10136, APOSC_24463, APOSC_06216, APOSC_11694, APOSC_11405, APOSC_11402, APOSC_28174, APOSC_28173, APOSC_15394, APOSC_07808, APOSC_07807	LYTVA_18794
OG0000018	APOSC_21039	LYTVA_11619
OG0000018	APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689	LYTVA_28161, LYTVA_00818
OG0000019	APOSC_15479	LYTVA_18523, LYTVA_29569, LYTVA_29679
OG0000019	APOSC_21840	LYTVA_04809, LYTVA_22729
OG0000019	APOSC_11237	LYTVA_12149
OG0000019	APOSC_15494	LYTVA_04453
OG0000019	APOSC_14801, APOSC_11507	LYTVA_01420
OG0000019	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315	LYTVA_13754, LYTVA_11044, LYTVA_03700, LYTVA_17123, LYTVA_06066, LYTVA_08335, LYTVA_00256, LYTVA_17122, LYTVA_14016, LYTVA_15207, LYTVA_22229
OG0000020	APOSC_14708	LYTVA_19355
OG0000020	APOSC_13376	LYTVA_09793
OG0000020	APOSC_27693	LYTVA_10182
OG0000020	APOSC_28648	LYTVA_04298
OG0000020	APOSC_26550	LYTVA_26274
OG0000020	APOSC_09964	LYTVA_26447
OG0000020	APOSC_00691	LYTVA_23009
OG0000020	APOSC_03094	LYTVA_12234
OG0000020	APOSC_05461	LYTVA_06231
OG0000020	APOSC_07853	LYTVA_13730
OG0000020	APOSC_14067	LYTVA_09530
OG0000020	APOSC_25230	LYTVA_00542
OG0000021	APOSC_23251, APOSC_13950, APOSC_23254, APOSC_23253	LYTVA_14789, LYTVA_18860
OG0000021	APOSC_11990	LYTVA_04917
OG0000021	APOSC_13612	LYTVA_13480, LYTVA_00042, LYTVA_13481
OG0000021	APOSC_06563, APOSC_06562	LYTVA_13831
OG0000021	APOSC_02202	LYTVA_09991
OG0000021	APOSC_26674	LYTVA_09981
OG0000021	APOSC_09814	LYTVA_02440
OG0000021	APOSC_03399	LYTVA_28466
OG0000021	APOSC_23486, APOSC_20200	LYTVA_14564
OG0000021	APOSC_20201	LYTVA_23987, LYTVA_25778
OG0000021	APOSC_04995, APOSC_08508, APOSC_08509	LYTVA_01830
OG0000021	APOSC_11901, APOSC_23082	LYTVA_09376, LYTVA_05943
OG0000023	APOSC_14758	LYTVA_11225
OG0000023	APOSC_18948, APOSC_18947, APOSC_29066, APOSC_12894	LYTVA_00179
OG0000023	APOSC_12992	LYTVA_05858
OG0000023	APOSC_08983, APOSC_08982	LYTVA_00206
OG0000023	APOSC_21557	LYTVA_26027
OG0000023	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416
OG0000023	APOSC_12268	LYTVA_27483
OG0000023	APOSC_15754, APOSC_15753	LYTVA_08392, LYTVA_08393
OG0000023	APOSC_23115	LYTVA_24785
OG0000024	APOSC_26603	LYTVA_01628
OG0000025	APOSC_07695, APOSC_28723, APOSC_05951, APOSC_03667, APOSC_14715, APOSC_08289, APOSC_16063, APOSC_22831, APOSC_28153, APOSC_04066, APOSC_17917, APOSC_10185	LYTVA_14879, LYTVA_14642, LYTVA_07343
OG0000025	APOSC_22885, APOSC_25730, APOSC_26591, APOSC_16189	LYTVA_12652
OG0000025	APOSC_19725	LYTVA_14317
OG0000026	APOSC_12180	LYTVA_08598, LYTVA_05009, LYTVA_02302
OG0000026	APOSC_25312	LYTVA_08564
OG0000026	APOSC_19946, APOSC_16869, APOSC_02238, APOSC_26096, APOSC_26099, APOSC_26100, APOSC_26095, APOSC_02237, APOSC_26097, APOSC_26098, APOSC_26101, APOSC_29011, APOSC_29010	LYTVA_25523, LYTVA_12516
OG0000026	APOSC_17220	LYTVA_25399, LYTVA_26794
OG0000026	APOSC_14214	LYTVA_19796
OG0000027	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270	LYTVA_19671, LYTVA_28057, LYTVA_19674, LYTVA_23495, LYTVA_25604, LYTVA_04986, LYTVA_22090
OG0000027	APOSC_23292	LYTVA_18136
OG0000027	APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792	LYTVA_21206, LYTVA_09140, LYTVA_26069, LYTVA_02318, LYTVA_09971, LYTVA_25862
OG0000028	APOSC_00641	LYTVA_06601
OG0000028	APOSC_14441	LYTVA_11085
OG0000028	APOSC_06053	LYTVA_07479, LYTVA_22824
OG0000028	APOSC_22599	LYTVA_11743
OG0000028	APOSC_17838, APOSC_17839	LYTVA_12763
OG0000028	APOSC_04255	LYTVA_10314
OG0000028	APOSC_27024	LYTVA_29171
OG0000028	APOSC_04522	LYTVA_29172
OG0000029	APOSC_07574	LYTVA_19555
OG0000029	APOSC_20436	LYTVA_01403, LYTVA_23870
OG0000029	APOSC_18084	LYTVA_25609
OG0000029	APOSC_15506	LYTVA_16374, LYTVA_14118, LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751, LYTVA_15803, LYTVA_05470, LYTVA_12796, LYTVA_24295, LYTVA_15802, LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955, LYTVA_29691, LYTVA_23564, LYTVA_08386
OG0000030	APOSC_06833, APOSC_14874, APOSC_04381	LYTVA_13667
OG0000030	APOSC_23944, APOSC_11647, APOSC_21982	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623
OG0000030	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867	LYTVA_26760
OG0000030	APOSC_00359	LYTVA_28697
OG0000030	APOSC_18052	LYTVA_20955
OG0000030	APOSC_19478	LYTVA_09651
OG0000030	APOSC_12431, APOSC_12430	LYTVA_26586
OG0000030	APOSC_12149	LYTVA_26755, LYTVA_09586, LYTVA_27291, LYTVA_25957
OG0000030	APOSC_27610	LYTVA_27440
OG0000031	APOSC_14687	LYTVA_04157, LYTVA_03000
OG0000031	APOSC_14535	LYTVA_07242
OG0000031	APOSC_00328	LYTVA_19491
OG0000031	APOSC_01319	LYTVA_13645
OG0000031	APOSC_17680	LYTVA_05124
OG0000031	APOSC_02579	LYTVA_29658
OG0000031	APOSC_22997	LYTVA_09735
OG0000031	APOSC_06756, APOSC_06755	LYTVA_24172
OG0000032	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129	LYTVA_21601
OG0000032	APOSC_24218	LYTVA_00916
OG0000032	APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726	LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715
OG0000032	APOSC_11250, APOSC_11249, APOSC_24933	LYTVA_26011, LYTVA_24216, LYTVA_22020
OG0000034	APOSC_28767, APOSC_28766	LYTVA_20191
OG0000034	APOSC_01056	LYTVA_09293
OG0000034	APOSC_00389	LYTVA_04080
OG0000034	APOSC_10138	LYTVA_29167, LYTVA_10612
OG0000034	APOSC_10830	LYTVA_11788
OG0000034	APOSC_23397	LYTVA_12673
OG0000034	APOSC_00072	LYTVA_04355, LYTVA_01145
OG0000034	APOSC_15909	LYTVA_06697
OG0000034	APOSC_25715	LYTVA_00403, LYTVA_27135
OG0000035	APOSC_21179	LYTVA_03445
OG0000035	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826	LYTVA_02303, LYTVA_16617
OG0000035	APOSC_04998	LYTVA_27828
OG0000035	APOSC_25573	LYTVA_22468
OG0000035	APOSC_21135, APOSC_21136	LYTVA_12116
OG0000035	APOSC_16251	LYTVA_12115
OG0000035	APOSC_27270	LYTVA_04128
OG0000036	APOSC_08020	LYTVA_03325
OG0000036	APOSC_04631, APOSC_04630	LYTVA_20435, LYTVA_20437
OG0000036	APOSC_05772, APOSC_15090, APOSC_26588	LYTVA_29789
OG0000036	APOSC_07168, APOSC_20421, APOSC_22182	LYTVA_13908, LYTVA_15589, LYTVA_17448, LYTVA_14119, LYTVA_09824, LYTVA_28930, LYTVA_28136
OG0000036	APOSC_22964, APOSC_22965	LYTVA_07532
OG0000036	APOSC_06557, APOSC_05790	LYTVA_03326, LYTVA_18880, LYTVA_25896
OG0000037	APOSC_16399	LYTVA_11127
OG0000037	APOSC_03749, APOSC_00065	LYTVA_06887, LYTVA_08523, LYTVA_24218, LYTVA_22087
OG0000037	APOSC_28740	LYTVA_02747
OG0000037	APOSC_09580	LYTVA_25050, LYTVA_25057, LYTVA_25048
OG0000037	APOSC_20507, APOSC_00307	LYTVA_04662
OG0000038	APOSC_23718	LYTVA_25193
OG0000038	APOSC_20988	LYTVA_09821
OG0000038	APOSC_26556, APOSC_03113	LYTVA_09820, LYTVA_11687, LYTVA_19608
OG0000038	APOSC_10282, APOSC_28935, APOSC_28699, APOSC_05456, APOSC_13411, APOSC_17001, APOSC_06556, APOSC_03890, APOSC_04299	LYTVA_00437
OG0000038	APOSC_17727, APOSC_26790, APOSC_06670, APOSC_12872, APOSC_10359, APOSC_20091, APOSC_10945	LYTVA_05063
OG0000038	APOSC_05746	LYTVA_10088
OG0000038	APOSC_25222, APOSC_10656	LYTVA_09823
OG0000038	APOSC_08888	LYTVA_19607
OG0000039	APOSC_00666	LYTVA_16233, LYTVA_28543
OG0000039	APOSC_22387	LYTVA_13062
OG0000040	APOSC_11722	LYTVA_16038, LYTVA_13614, LYTVA_19660
OG0000040	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285
OG0000041	APOSC_19034	LYTVA_08901, LYTVA_17546, LYTVA_17545
OG0000041	APOSC_26184	LYTVA_25852
OG0000041	APOSC_00445	LYTVA_03177
OG0000043	APOSC_07558	LYTVA_00226
OG0000044	APOSC_25765	LYTVA_11853
OG0000044	APOSC_03195	LYTVA_10017
OG0000044	APOSC_22317	LYTVA_14074
OG0000044	APOSC_27143	LYTVA_26561
OG0000044	APOSC_11406	LYTVA_19279
OG0000044	APOSC_23682, APOSC_07549	LYTVA_19469, LYTVA_22018
OG0000045	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346	LYTVA_24388, LYTVA_02507
OG0000045	APOSC_24613	LYTVA_18966, LYTVA_26918, LYTVA_16354, LYTVA_18082
OG0000045	APOSC_04551	LYTVA_05655
OG0000045	APOSC_08754	LYTVA_07146, LYTVA_18766, LYTVA_11571, LYTVA_03087, LYTVA_21403
OG0000045	APOSC_07318	LYTVA_12531
OG0000046	APOSC_27956	LYTVA_22286
OG0000046	APOSC_17204, APOSC_26711	LYTVA_20626
OG0000047	APOSC_01752	LYTVA_05505
OG0000047	APOSC_18729	LYTVA_13574
OG0000047	APOSC_24081	LYTVA_15082
OG0000048	APOSC_08378	LYTVA_25775
OG0000048	APOSC_06436	LYTVA_15043
OG0000048	APOSC_03154	LYTVA_17720, LYTVA_17428
OG0000048	APOSC_05588	LYTVA_27999
OG0000048	APOSC_11695	LYTVA_08149
OG0000048	APOSC_20195, APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656	LYTVA_17485, LYTVA_17487, LYTVA_17489
OG0000048	APOSC_03220	LYTVA_11620
OG0000049	APOSC_16875	LYTVA_16567
OG0000049	APOSC_03799	LYTVA_21152
OG0000049	APOSC_00932	LYTVA_07886
OG0000049	APOSC_08279, APOSC_26768, APOSC_02986	LYTVA_14034
OG0000049	APOSC_12037, APOSC_12038	LYTVA_25007
OG0000049	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012	LYTVA_28129
OG0000049	APOSC_13440	LYTVA_02138
OG0000050	APOSC_23849, APOSC_23848, APOSC_00680	LYTVA_22854, LYTVA_13054, LYTVA_07499
OG0000050	APOSC_25946, APOSC_16367, APOSC_02924, APOSC_04909	LYTVA_19706
OG0000050	APOSC_12511, APOSC_15058, APOSC_21186	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419
OG0000050	APOSC_20758, APOSC_27570	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189
OG0000050	APOSC_18309	LYTVA_13929
OG0000050	APOSC_00165	LYTVA_13140
OG0000050	APOSC_04902	LYTVA_13188
OG0000050	APOSC_20128	LYTVA_17620
OG0000051	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370
OG0000051	APOSC_17477, APOSC_05458, APOSC_29038	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428
OG0000052	APOSC_25118, APOSC_15608, APOSC_21574, APOSC_12782, APOSC_22044	LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162
OG0000053	APOSC_10479	LYTVA_16375
OG0000053	APOSC_18028	LYTVA_09995, LYTVA_10692, LYTVA_10696
OG0000053	APOSC_17326, APOSC_04519, APOSC_16028, APOSC_09189	LYTVA_09644, LYTVA_11537, LYTVA_11539, LYTVA_00784, LYTVA_11538
OG0000053	APOSC_21378, APOSC_28641, APOSC_01208, APOSC_23789	LYTVA_10743, LYTVA_12622, LYTVA_05055, LYTVA_03521, LYTVA_18088, LYTVA_00806
OG0000053	APOSC_16155	LYTVA_18779, LYTVA_10493, LYTVA_28008, LYTVA_18776, LYTVA_09131
OG0000053	APOSC_19400, APOSC_15301	LYTVA_11130, LYTVA_14984
OG0000053	APOSC_25850	LYTVA_16852
OG0000054	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151	LYTVA_11502, LYTVA_10035, LYTVA_09103
OG0000055	APOSC_17351	LYTVA_08084
OG0000055	APOSC_22457	LYTVA_05265, LYTVA_05724, LYTVA_23050, LYTVA_10558, LYTVA_00384, LYTVA_20676, LYTVA_30008, LYTVA_16090, LYTVA_10734
OG0000056	APOSC_00208, APOSC_00207, APOSC_00209	LYTVA_03272
OG0000056	APOSC_17578, APOSC_21646	LYTVA_25903
OG0000056	APOSC_04117	LYTVA_29706
OG0000056	APOSC_04228	LYTVA_23383
OG0000058	APOSC_06035, APOSC_20919	LYTVA_14430
OG0000058	APOSC_07162	LYTVA_15397, LYTVA_14164
OG0000058	APOSC_22361, APOSC_16962, APOSC_27470, APOSC_25169	LYTVA_05598, LYTVA_13005
OG0000059	APOSC_10184	LYTVA_18957
OG0000059	APOSC_17410	LYTVA_17899
OG0000059	APOSC_10123	LYTVA_05676
OG0000059	APOSC_05314	LYTVA_14597
OG0000059	APOSC_25638	LYTVA_19539
OG0000059	APOSC_08890	LYTVA_23387
OG0000059	APOSC_00480	LYTVA_06967, LYTVA_19211
OG0000060	APOSC_15645	LYTVA_30158, LYTVA_18098
OG0000060	APOSC_26756	LYTVA_02319
OG0000060	APOSC_09536, APOSC_09537	LYTVA_16681, LYTVA_27455, LYTVA_18661, LYTVA_15046, LYTVA_11690, LYTVA_27067, LYTVA_20469, LYTVA_27945, LYTVA_28067, LYTVA_19641, LYTVA_23621, LYTVA_28547, LYTVA_22653, LYTVA_18637, LYTVA_13960, LYTVA_15384
OG0000060	APOSC_08992	LYTVA_10196
OG0000061	APOSC_14996	LYTVA_16102
OG0000061	APOSC_00292	LYTVA_20900
OG0000061	APOSC_26114	LYTVA_02993
OG0000061	APOSC_02472	LYTVA_26455, LYTVA_26459
OG0000061	APOSC_15254	LYTVA_19867
OG0000061	APOSC_00372	LYTVA_16101
OG0000062	APOSC_13553, APOSC_13555	LYTVA_15332
OG0000062	APOSC_22259, APOSC_22260	LYTVA_27501, LYTVA_24383
OG0000062	APOSC_26763	LYTVA_01528
OG0000062	APOSC_18486, APOSC_01084	LYTVA_18550
OG0000062	APOSC_04350, APOSC_22669, APOSC_22670	LYTVA_02333, LYTVA_05093, LYTVA_01566
OG0000063	APOSC_25041	LYTVA_03474
OG0000063	APOSC_17949	LYTVA_28622
OG0000063	APOSC_04214	LYTVA_11640
OG0000063	APOSC_13886, APOSC_04832	LYTVA_16178
OG0000064	APOSC_02073	LYTVA_25756
OG0000064	APOSC_18105, APOSC_02888, APOSC_19510, APOSC_15388, APOSC_20038, APOSC_07444, APOSC_02613, APOSC_05716, APOSC_25945, APOSC_15039, APOSC_20441, APOSC_24674	LYTVA_19553, LYTVA_11533, LYTVA_25986, LYTVA_20628
OG0000064	APOSC_13863	LYTVA_01963
