Orthogroup	APOSC_ok	SACKO_ok
OG0000008	APOSC_21268, APOSC_17741, APOSC_28461, APOSC_04276, APOSC_07021, APOSC_04176, APOSC_04177	SACKO_07048
OG0000008	APOSC_03242, APOSC_29070, APOSC_27667, APOSC_17515, APOSC_10880, APOSC_20061, APOSC_27050, APOSC_00282, APOSC_13323, APOSC_01481, APOSC_20641	SACKO_00440, SACKO_12800
OG0000009	APOSC_16724, APOSC_19765	SACKO_01914
OG0000010	APOSC_28942, APOSC_04520	SACKO_14205, SACKO_26471
OG0000010	APOSC_12174	SACKO_23674
OG0000010	APOSC_11855	SACKO_12952, SACKO_12967, SACKO_01342, SACKO_30645
OG0000010	APOSC_26738, APOSC_01123, APOSC_00727	SACKO_22527, SACKO_09182
OG0000011	APOSC_25130, APOSC_25933, APOSC_01416, APOSC_25932, APOSC_00037, APOSC_04547, APOSC_10178, APOSC_13118, APOSC_19810, APOSC_13795, APOSC_12778, APOSC_01800, APOSC_24912, APOSC_04733, APOSC_09019, APOSC_09279, APOSC_11006, APOSC_12345, APOSC_11207, APOSC_13969, APOSC_10113, APOSC_25340, APOSC_02325, APOSC_08981, APOSC_17566, APOSC_17899, APOSC_24383, APOSC_27819, APOSC_02640, APOSC_01478, APOSC_01406	SACKO_22764
OG0000012	APOSC_26906, APOSC_13089	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565
OG0000012	APOSC_13357	SACKO_06077
OG0000012	APOSC_26545	SACKO_01736
OG0000012	APOSC_14826	SACKO_05175
OG0000013	APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089	SACKO_02509, SACKO_16247
OG0000014	APOSC_12674	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037
OG0000014	APOSC_23467, APOSC_12182, APOSC_12181, APOSC_04687, APOSC_28041, APOSC_18468, APOSC_13472	SACKO_08621
OG0000014	APOSC_00187	SACKO_13283
OG0000015	APOSC_08494	SACKO_31692
OG0000015	APOSC_12040	SACKO_07983
OG0000015	APOSC_14290, APOSC_28281, APOSC_03142	SACKO_01122, SACKO_01126
OG0000015	APOSC_28752	SACKO_09494
OG0000015	APOSC_04279	SACKO_31697
OG0000016	APOSC_05404	SACKO_08552, SACKO_02763, SACKO_27519
OG0000016	APOSC_06852, APOSC_19259	SACKO_31968
OG0000016	APOSC_09217	SACKO_06844
OG0000016	APOSC_26907	SACKO_19317, SACKO_06877, SACKO_04946
OG0000016	APOSC_26372, APOSC_26868, APOSC_26028	SACKO_23373, SACKO_07103, SACKO_18319
OG0000016	APOSC_14883	SACKO_14898
OG0000016	APOSC_28721	SACKO_26527
OG0000016	APOSC_05485	SACKO_06390
OG0000016	APOSC_19884	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917
OG0000017	APOSC_14993, APOSC_04363, APOSC_10874, APOSC_19675, APOSC_17962, APOSC_16160, APOSC_27563, APOSC_14184, APOSC_24575, APOSC_11424, APOSC_16019, APOSC_08524	SACKO_32297
OG0000017	APOSC_17481, APOSC_14095	SACKO_00987, SACKO_29799
OG0000018	APOSC_17923	SACKO_12447
OG0000018	APOSC_18141	SACKO_21669, SACKO_17074
OG0000018	APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689	SACKO_20752
OG0000019	APOSC_17249, APOSC_17250, APOSC_21840	SACKO_29254
OG0000019	APOSC_11237	SACKO_34115
OG0000019	APOSC_11447	SACKO_17301
OG0000019	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315	SACKO_10721
OG0000020	APOSC_14708	SACKO_22951
OG0000020	APOSC_13376	SACKO_32378
OG0000020	APOSC_27693	SACKO_15147
OG0000020	APOSC_28648	SACKO_20642
OG0000020	APOSC_26550	SACKO_26124
OG0000020	APOSC_09964	SACKO_23553
OG0000020	APOSC_00691	SACKO_16107, SACKO_20105
OG0000020	APOSC_03094	SACKO_15854
OG0000020	APOSC_05461	SACKO_29670
OG0000020	APOSC_07853	SACKO_04148
OG0000020	APOSC_14067	SACKO_24638
OG0000020	APOSC_25230	SACKO_04828
OG0000021	APOSC_23251, APOSC_13950, APOSC_23254, APOSC_23253	SACKO_17226, SACKO_17242, SACKO_17184
OG0000021	APOSC_11990	SACKO_24549
OG0000021	APOSC_13612	SACKO_04567
OG0000021	APOSC_02202	SACKO_15594
OG0000021	APOSC_26674	SACKO_33152
OG0000021	APOSC_27384	SACKO_29742
OG0000021	APOSC_09814	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631
OG0000021	APOSC_03399, APOSC_23486, APOSC_20200, APOSC_20201, APOSC_00458, APOSC_17587, APOSC_13199, APOSC_11609, APOSC_23651, APOSC_17223, APOSC_20614	SACKO_25838
OG0000021	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082	SACKO_24640
OG0000023	APOSC_14758	SACKO_10529
OG0000023	APOSC_23823, APOSC_12992, APOSC_08983, APOSC_08982	SACKO_06926
OG0000023	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870	SACKO_14770
OG0000023	APOSC_12268	SACKO_29082, SACKO_29077
OG0000023	APOSC_15754, APOSC_15753	SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924
OG0000024	APOSC_18490, APOSC_18489, APOSC_21491	SACKO_13222
OG0000025	APOSC_07695, APOSC_28723, APOSC_05951, APOSC_03667, APOSC_14715, APOSC_08289, APOSC_16063, APOSC_22831, APOSC_28153, APOSC_04066, APOSC_17917, APOSC_10185	SACKO_19443
OG0000025	APOSC_22885, APOSC_25730, APOSC_26591, APOSC_16189, APOSC_04292, APOSC_05296, APOSC_23673	SACKO_21220
OG0000025	APOSC_16064, APOSC_13930, APOSC_14384, APOSC_20106, APOSC_27720, APOSC_16406, APOSC_27399, APOSC_26764, APOSC_02075, APOSC_16057, APOSC_04291, APOSC_13769, APOSC_15339, APOSC_09001, APOSC_10546, APOSC_03176	SACKO_13340
OG0000025	APOSC_26832, APOSC_25716, APOSC_04817, APOSC_15835, APOSC_10002, APOSC_03320, APOSC_08050, APOSC_11235, APOSC_13630, APOSC_13492, APOSC_02242	SACKO_20772, SACKO_33394, SACKO_06338
OG0000026	APOSC_12180	SACKO_19144
OG0000026	APOSC_13965	SACKO_23233
OG0000026	APOSC_06128	SACKO_29967, SACKO_25622
OG0000026	APOSC_19946, APOSC_16869, APOSC_02238, APOSC_26096, APOSC_26099, APOSC_26100, APOSC_26095, APOSC_02237, APOSC_26097, APOSC_26098, APOSC_26101, APOSC_29011, APOSC_29010	SACKO_15830
OG0000026	APOSC_17220	SACKO_19336, SACKO_18847
OG0000026	APOSC_14214	SACKO_24091
OG0000027	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981
OG0000028	APOSC_18684	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060
OG0000028	APOSC_14441	SACKO_21235
OG0000028	APOSC_06053	SACKO_11105, SACKO_11126
OG0000028	APOSC_22599	SACKO_32628
OG0000028	APOSC_17838, APOSC_17839	SACKO_00054, SACKO_29910
OG0000028	APOSC_22919, APOSC_22920	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407
OG0000028	APOSC_04522	SACKO_04520
OG0000029	APOSC_07574, APOSC_20436	SACKO_12540, SACKO_04574
OG0000029	APOSC_04700	SACKO_07374
OG0000029	APOSC_18084	SACKO_14992, SACKO_14998, SACKO_15002
OG0000029	APOSC_20307, APOSC_21722, APOSC_14165, APOSC_23954, APOSC_24664, APOSC_08971	SACKO_16822, SACKO_04689, SACKO_33098, SACKO_33086, SACKO_33097, SACKO_33076
OG0000029	APOSC_15506	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195
OG0000030	APOSC_06833, APOSC_14874, APOSC_04381	SACKO_19659, SACKO_06190, SACKO_06196
OG0000030	APOSC_23944, APOSC_11647, APOSC_21982	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143
OG0000030	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170
OG0000030	APOSC_00359	SACKO_23559
OG0000030	APOSC_18052, APOSC_19478	SACKO_16655, SACKO_09928, SACKO_09940
OG0000030	APOSC_12431, APOSC_12430	SACKO_34092, SACKO_34095
OG0000030	APOSC_27610	SACKO_33974
OG0000031	APOSC_14687	SACKO_18621
OG0000031	APOSC_14535	SACKO_18614
OG0000031	APOSC_00328	SACKO_16512
OG0000031	APOSC_01319	SACKO_26607, SACKO_21501
OG0000031	APOSC_17680	SACKO_14417
OG0000031	APOSC_02579	SACKO_32680
OG0000031	APOSC_22997	SACKO_03088
OG0000031	APOSC_06756, APOSC_06755	SACKO_31006
OG0000032	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726	SACKO_02664
OG0000034	APOSC_28767, APOSC_28766	SACKO_08906
OG0000034	APOSC_01056	SACKO_15619
OG0000034	APOSC_00389	SACKO_19192
OG0000034	APOSC_10138	SACKO_16505
OG0000034	APOSC_10830	SACKO_05860
OG0000034	APOSC_23397	SACKO_29852
OG0000034	APOSC_00072	SACKO_18648
OG0000034	APOSC_15909	SACKO_20915
OG0000034	APOSC_25715	SACKO_21906
OG0000035	APOSC_21179	SACKO_31939
OG0000035	APOSC_27035	SACKO_02558
OG0000035	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826	SACKO_31936
OG0000035	APOSC_25872	SACKO_19408
OG0000035	APOSC_04998	SACKO_12639
OG0000035	APOSC_25573	SACKO_13246
OG0000035	APOSC_08656	SACKO_16912
OG0000035	APOSC_21135, APOSC_21136	SACKO_19307, SACKO_22660
OG0000035	APOSC_16251	SACKO_07333, SACKO_04598
OG0000035	APOSC_27270	SACKO_08422
OG0000036	APOSC_08020, APOSC_04631, APOSC_04630, APOSC_25667	SACKO_28321
OG0000036	APOSC_05772, APOSC_15090, APOSC_26588	SACKO_14647
OG0000036	APOSC_00378	SACKO_15030
OG0000036	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688
OG0000036	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092	SACKO_28315
OG0000037	APOSC_01516	SACKO_22630
OG0000037	APOSC_24133	SACKO_05171
OG0000037	APOSC_28740	SACKO_15149
OG0000037	APOSC_09580, APOSC_09579	SACKO_17953, SACKO_17956
OG0000037	APOSC_14337, APOSC_20507, APOSC_00307	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025
OG0000038	APOSC_06537, APOSC_16047, APOSC_06107, APOSC_14280, APOSC_05817, APOSC_20988, APOSC_17092	SACKO_01199
OG0000038	APOSC_10282, APOSC_28935, APOSC_28699, APOSC_05456, APOSC_13411, APOSC_17001, APOSC_06556, APOSC_03890, APOSC_04299	SACKO_00016
OG0000038	APOSC_05746	SACKO_03843, SACKO_27059, SACKO_05705, SACKO_05293
OG0000038	APOSC_25222, APOSC_10656	SACKO_05258, SACKO_05271
OG0000038	APOSC_08888	SACKO_08715
OG0000039	APOSC_12842, APOSC_27514	SACKO_24480
OG0000039	APOSC_00666	SACKO_16726, SACKO_16701, SACKO_22588
OG0000040	APOSC_11722	SACKO_01629
OG0000040	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851
OG0000041	APOSC_26184	SACKO_08282
OG0000041	APOSC_00445	SACKO_06515
OG0000042	APOSC_17021, APOSC_22500	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496
OG0000043	APOSC_07558	SACKO_11078
OG0000044	APOSC_25765	SACKO_25267, SACKO_00121
OG0000044	APOSC_27143	SACKO_11589
OG0000045	APOSC_22122, APOSC_09364, APOSC_16917	SACKO_11123
OG0000045	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346	SACKO_32932
OG0000045	APOSC_21821	SACKO_19853
OG0000045	APOSC_22210, APOSC_25137, APOSC_21940	SACKO_19866, SACKO_19846
OG0000045	APOSC_07318	SACKO_11824
OG0000046	APOSC_27956	SACKO_18448
OG0000046	APOSC_17204, APOSC_26711	SACKO_30288
OG0000047	APOSC_11734	SACKO_17315
OG0000048	APOSC_08378	SACKO_10818
OG0000048	APOSC_06436	SACKO_04413
OG0000048	APOSC_05588	SACKO_03133
OG0000048	APOSC_11695	SACKO_17673
OG0000048	APOSC_20195, APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656	SACKO_04525, SACKO_04530, SACKO_31187
OG0000048	APOSC_03220	SACKO_29639
OG0000049	APOSC_16875	SACKO_08936
OG0000049	APOSC_03799	SACKO_25469
OG0000049	APOSC_21344, APOSC_10378	SACKO_25472
OG0000049	APOSC_00932	SACKO_03908
OG0000049	APOSC_12037, APOSC_12038	SACKO_29659
OG0000049	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012	SACKO_17863
OG0000050	APOSC_23849, APOSC_23848, APOSC_00680	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972
OG0000050	APOSC_25946, APOSC_16367, APOSC_02924, APOSC_04909	SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685
OG0000050	APOSC_12511	SACKO_16669, SACKO_28066
OG0000050	APOSC_15058	SACKO_21118
OG0000050	APOSC_08507, APOSC_18416, APOSC_29121, APOSC_04063, APOSC_09709	SACKO_30449, SACKO_28664
OG0000050	APOSC_20758, APOSC_27570	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008
OG0000050	APOSC_26396	SACKO_12231, SACKO_07136
OG0000050	APOSC_18309, APOSC_00165	SACKO_16143
OG0000050	APOSC_04902	SACKO_24117
OG0000051	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	APOSC_17477, APOSC_05458, APOSC_29038	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000053	APOSC_02303	SACKO_22606
OG0000054	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151	SACKO_17476
OG0000055	APOSC_17351	SACKO_00479
OG0000055	APOSC_22457	SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317
OG0000056	APOSC_00208, APOSC_00207, APOSC_00209	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672
OG0000056	APOSC_17578, APOSC_21646	SACKO_24135
OG0000056	APOSC_28851	SACKO_10684, SACKO_34077, SACKO_21890
OG0000056	APOSC_04228	SACKO_13827
OG0000058	APOSC_09888	SACKO_23572
OG0000058	APOSC_12336	SACKO_28003
OG0000058	APOSC_22361, APOSC_16962, APOSC_27470, APOSC_25169, APOSC_25682	SACKO_00929, SACKO_00933, SACKO_00911
OG0000059	APOSC_10184	SACKO_01899
OG0000059	APOSC_17410	SACKO_09491
OG0000059	APOSC_05314, APOSC_25638	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073
OG0000059	APOSC_08890	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647
OG0000059	APOSC_00480	SACKO_18357
OG0000060	APOSC_15645	SACKO_26044
OG0000060	APOSC_26756	SACKO_07510
OG0000060	APOSC_08992	SACKO_08309
OG0000061	APOSC_14996	SACKO_02041
OG0000061	APOSC_00292	SACKO_02073
OG0000061	APOSC_26114, APOSC_02472	SACKO_02064
OG0000061	APOSC_22657, APOSC_15254	SACKO_22956, SACKO_22933
OG0000061	APOSC_00372	SACKO_27147
OG0000062	APOSC_26763	SACKO_15963, SACKO_09033
OG0000062	APOSC_18486, APOSC_01084	SACKO_15645
OG0000062	APOSC_00580	SACKO_01291, SACKO_22149
OG0000063	APOSC_25041	SACKO_12392
OG0000063	APOSC_17949	SACKO_30337
OG0000063	APOSC_13886, APOSC_04832	SACKO_15119
OG0000064	APOSC_02073, APOSC_18105, APOSC_02888, APOSC_19510, APOSC_15388, APOSC_20038, APOSC_07444, APOSC_02613, APOSC_05716, APOSC_25945, APOSC_15039, APOSC_20441, APOSC_24674, APOSC_13863	SACKO_03953, SACKO_27131
OG0000064	APOSC_14837, APOSC_08886	SACKO_11181, SACKO_33748, SACKO_33926, SACKO_02093, SACKO_02651, SACKO_02637, SACKO_03379, SACKO_23578, SACKO_02607, SACKO_14997, SACKO_02960, SACKO_12041, SACKO_12045, SACKO_12849, SACKO_12930, SACKO_32856, SACKO_32869, SACKO_23645, SACKO_16843, SACKO_04615
OG0000064	APOSC_02280, APOSC_23584	SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407
OG0000066	APOSC_23538	SACKO_04149, SACKO_32467
OG0000066	APOSC_14672, APOSC_14673	SACKO_01637
OG0000066	APOSC_20821	SACKO_23403
OG0000066	APOSC_07080, APOSC_23919	SACKO_02070
OG0000066	APOSC_19084	SACKO_09024
OG0000067	APOSC_04289, APOSC_00615, APOSC_00616	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000067	APOSC_22825, APOSC_12297, APOSC_15268	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780
OG0000068	APOSC_25733	SACKO_00510, SACKO_11410
OG0000069	APOSC_25356	SACKO_07016, SACKO_15035
OG0000070	APOSC_23675	SACKO_08575
OG0000070	APOSC_18875	SACKO_16529, SACKO_03669
OG0000070	APOSC_15113, APOSC_18604, APOSC_18402	SACKO_06869, SACKO_08780, SACKO_08776, SACKO_17153
OG0000070	APOSC_17719	SACKO_29369, SACKO_16538, SACKO_10537
OG0000070	APOSC_06564, APOSC_13706, APOSC_09948	SACKO_10050, SACKO_01480, SACKO_29930
OG0000071	APOSC_13628	SACKO_24289
OG0000071	APOSC_00250	SACKO_03523, SACKO_08311
OG0000072	APOSC_14045	SACKO_30660
OG0000072	APOSC_26208	SACKO_25103
OG0000072	APOSC_12820	SACKO_14515
OG0000072	APOSC_01547	SACKO_32752, SACKO_14099, SACKO_32753, SACKO_32755, SACKO_14093, SACKO_31263, SACKO_24540
OG0000073	APOSC_28014, APOSC_10969, APOSC_08177, APOSC_13622, APOSC_23229, APOSC_06244, APOSC_06245, APOSC_15423, APOSC_02893, APOSC_02894, APOSC_25469, APOSC_25468	SACKO_25846, SACKO_25049, SACKO_25052
OG0000074	APOSC_10399, APOSC_08687, APOSC_25382	SACKO_04859
OG0000074	APOSC_18220	SACKO_00567, SACKO_23013
OG0000074	APOSC_05606, APOSC_18640, APOSC_15236, APOSC_01404, APOSC_16347, APOSC_00195, APOSC_13504	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735
OG0000075	APOSC_14489	SACKO_07161
OG0000075	APOSC_10923	SACKO_31868
OG0000075	APOSC_12033	SACKO_16948
OG0000075	APOSC_07538	SACKO_31867
OG0000075	APOSC_06620	SACKO_23452
OG0000075	APOSC_08706	SACKO_23651
OG0000075	APOSC_20859	SACKO_09677
OG0000075	APOSC_19754	SACKO_16926
OG0000076	APOSC_00610	SACKO_10761
OG0000076	APOSC_15374, APOSC_08363	SACKO_01868
OG0000077	APOSC_15032	SACKO_13734
OG0000077	APOSC_19689	SACKO_16621, SACKO_13762, SACKO_02025
OG0000077	APOSC_21239	SACKO_24085
OG0000078	APOSC_19588, APOSC_19587, APOSC_28007	SACKO_29101
OG0000078	APOSC_02992, APOSC_10949, APOSC_21464, APOSC_21465	SACKO_11720, SACKO_15315
OG0000078	APOSC_07974, APOSC_05720, APOSC_10828, APOSC_18570, APOSC_24302, APOSC_00416, APOSC_00417, APOSC_23365, APOSC_21031, APOSC_25189, APOSC_15392, APOSC_03625, APOSC_20118, APOSC_27004, APOSC_19017, APOSC_06908	SACKO_09354, SACKO_04034, SACKO_07950, SACKO_19711, SACKO_19682, SACKO_11204, SACKO_06423
OG0000079	APOSC_14016, APOSC_18637, APOSC_09201	SACKO_22850
OG0000079	APOSC_14696	SACKO_28168
OG0000079	APOSC_10552, APOSC_10551	SACKO_02973
