Orthogroup	APOSC_ok	BRAFL
OG0000016	APOSC_27534	bflo_02107, bflo_22757, bflo_23260, bflo_02738, bflo_02096, bflo_02737, bflo_02551, bflo_26656
OG0000016	APOSC_05485	bflo_01790
OG0000016	APOSC_19884	bflo_20387
OG0000017	APOSC_22360, APOSC_27877, APOSC_17687, APOSC_06955, APOSC_23186	bflo_00104, bflo_25509, bflo_12984, bflo_04739, bflo_02215
OG0000019	APOSC_11237, APOSC_00757, APOSC_06078, APOSC_12007, APOSC_14511, APOSC_21290, APOSC_03807, APOSC_15494	bflo_10160, bflo_26497, bflo_00628
OG0000019	APOSC_14801, APOSC_11507	bflo_26518, bflo_26519, bflo_04870
OG0000020	APOSC_14708	bflo_19465
OG0000020	APOSC_13376	bflo_17473, bflo_27211
OG0000020	APOSC_28648	bflo_24908
OG0000020	APOSC_09964	bflo_01292
OG0000020	APOSC_00691	bflo_16368
OG0000020	APOSC_03094	bflo_14118
OG0000020	APOSC_05461	bflo_07448
OG0000020	APOSC_07853	bflo_18684
OG0000020	APOSC_14067	bflo_14450
OG0000020	APOSC_25230	bflo_00687
OG0000021	APOSC_11990	bflo_11723
OG0000021	APOSC_13612	bflo_07173
OG0000021	APOSC_02202	bflo_20935
OG0000021	APOSC_27384	bflo_20505, bflo_09681
OG0000021	APOSC_03399, APOSC_23486, APOSC_20200, APOSC_20201, APOSC_00458, APOSC_17587, APOSC_13199, APOSC_11609, APOSC_23651, APOSC_17223, APOSC_20614	bflo_27402, bflo_22537, bflo_22539, bflo_22305
OG0000021	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082	bflo_14957, bflo_14617, bflo_14568
OG0000023	APOSC_14758	bflo_10816, bflo_10061
OG0000023	APOSC_29066, APOSC_12894	bflo_25079
OG0000023	APOSC_23823, APOSC_12992, APOSC_08983, APOSC_08982	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456
OG0000023	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042
OG0000026	APOSC_12180	bflo_21516, bflo_21519, bflo_21523
OG0000026	APOSC_13965	bflo_26853, bflo_07376
OG0000026	APOSC_06128	bflo_11818
OG0000026	APOSC_00772, APOSC_25893, APOSC_00773, APOSC_03305, APOSC_26195	bflo_11639, bflo_01043, bflo_01924, bflo_05121, bflo_13696, bflo_05113, bflo_05112, bflo_05117, bflo_05111, bflo_05116, bflo_20425, bflo_14521, bflo_14522, bflo_14520, bflo_10763, bflo_10764, bflo_10766, bflo_10762, bflo_10765, bflo_22374, bflo_15273, bflo_21047, bflo_12073, bflo_00016
OG0000026	APOSC_14214	bflo_06473
OG0000027	APOSC_23292, APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792	bflo_13627, bflo_13309, bflo_13311, bflo_13310
OG0000028	APOSC_17838, APOSC_17839	bflo_06341
OG0000028	APOSC_22919, APOSC_22920	bflo_01235, bflo_02042
OG0000028	APOSC_04255, APOSC_27024, APOSC_04522	bflo_24390, bflo_24387, bflo_05196
OG0000029	APOSC_04700	bflo_25831
OG0000029	APOSC_18084	bflo_00316, bflo_26576
OG0000030	APOSC_06833, APOSC_14874, APOSC_04381	bflo_08323, bflo_05230
OG0000030	APOSC_00359	bflo_25955
OG0000030	APOSC_18052, APOSC_19478	bflo_23616
OG0000030	APOSC_25084, APOSC_18736	bflo_05555
OG0000030	APOSC_12149	bflo_23730
OG0000030	APOSC_27610	bflo_09719
OG0000031	APOSC_14603	bflo_04592, bflo_05889, bflo_05515, bflo_02310, bflo_00531, bflo_15662
OG0000031	APOSC_14687	bflo_02624
OG0000031	APOSC_14535	bflo_02501
OG0000031	APOSC_00328	bflo_06021
OG0000031	APOSC_01319	bflo_06369
OG0000031	APOSC_17680	bflo_15458
OG0000031	APOSC_22997	bflo_02405
OG0000032	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726	bflo_23561, bflo_23038, bflo_01635
OG0000032	APOSC_11250, APOSC_11249, APOSC_24933	bflo_01430
OG0000034	APOSC_28767, APOSC_28766	bflo_20326
OG0000034	APOSC_00389	bflo_03308, bflo_13145
OG0000034	APOSC_10138	bflo_05871
OG0000034	APOSC_10830	bflo_03310
OG0000034	APOSC_23397	bflo_08443
OG0000034	APOSC_00072	bflo_15884
OG0000034	APOSC_15909	bflo_03379
OG0000035	APOSC_27035	bflo_02157
OG0000035	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826	bflo_10387, bflo_26954
OG0000035	APOSC_04998	bflo_10385
OG0000035	APOSC_25573	bflo_09462
OG0000035	APOSC_08656, APOSC_21135, APOSC_21136	bflo_09767, bflo_09277
OG0000035	APOSC_27270	bflo_10386
OG0000036	APOSC_08020, APOSC_04631, APOSC_04630, APOSC_25667	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188
OG0000036	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485	bflo_08259, bflo_08260, bflo_16423, bflo_16325
OG0000036	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092	bflo_12806, bflo_12805
OG0000037	APOSC_01516	bflo_18550, bflo_02879
OG0000037	APOSC_24133	bflo_10999
OG0000037	APOSC_28740	bflo_01342
OG0000037	APOSC_09580, APOSC_09579	bflo_10180
OG0000038	APOSC_17092	bflo_04809
OG0000038	APOSC_17727, APOSC_26790, APOSC_06670	bflo_05210
OG0000038	APOSC_12872, APOSC_10359, APOSC_20091, APOSC_10945	bflo_10654
OG0000038	APOSC_25222, APOSC_10656	bflo_18855
OG0000039	APOSC_00666	bflo_25339, bflo_22047, bflo_13127, bflo_13500, bflo_25066, bflo_24169, bflo_26070
OG0000039	APOSC_22387	bflo_16063, bflo_05536, bflo_26754, bflo_26837, bflo_07279, bflo_07260, bflo_07251, bflo_26843, bflo_07252, bflo_25456, bflo_04828, bflo_25467, bflo_08429, bflo_04543, bflo_04541, bflo_25412
OG0000039	APOSC_06140, APOSC_06138, APOSC_06139, APOSC_14138, APOSC_03802, APOSC_26119, APOSC_03803, APOSC_06401, APOSC_25262	bflo_15832
OG0000040	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272
OG0000041	APOSC_26184	bflo_09009, bflo_26911, bflo_03344, bflo_12945
OG0000041	APOSC_00445	bflo_05956
OG0000042	APOSC_03215	bflo_25205, bflo_00431, bflo_22879
OG0000042	APOSC_20693, APOSC_03472	bflo_26521, bflo_02729, bflo_02593, bflo_00485, bflo_02711, bflo_17396, bflo_18435, bflo_17382, bflo_24549, bflo_07226, bflo_22820, bflo_22818, bflo_22819, bflo_08742, bflo_26014, bflo_14177, bflo_02715, bflo_02592, bflo_02402, bflo_12087, bflo_11511, bflo_12326, bflo_26700
OG0000043	APOSC_10405	bflo_23236
OG0000043	APOSC_07558	bflo_23211, bflo_07587
OG0000044	APOSC_25765	bflo_09762
OG0000044	APOSC_27143	bflo_14922
OG0000044	APOSC_11406	bflo_21687
OG0000044	APOSC_23682, APOSC_07549	bflo_00108, bflo_00107, bflo_01958, bflo_01243, bflo_26025, bflo_26127, bflo_26635
OG0000045	APOSC_22122, APOSC_09364, APOSC_16917	bflo_20899, bflo_17244
OG0000045	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346	bflo_00610
OG0000045	APOSC_00620, APOSC_28402, APOSC_22340	bflo_00609
OG0000045	APOSC_21821	bflo_00608
OG0000045	APOSC_04551	bflo_23162
OG0000045	APOSC_08754	bflo_01071
OG0000045	APOSC_07318	bflo_05500, bflo_05502
OG0000046	APOSC_27956	bflo_09128, bflo_05621
OG0000046	APOSC_17204, APOSC_26711	bflo_18241, bflo_04660, bflo_14191, bflo_00216, bflo_09271, bflo_01289
OG0000047	APOSC_18193	bflo_16428
OG0000048	APOSC_05588	bflo_17669
OG0000048	APOSC_11695	bflo_20353
OG0000048	APOSC_03220	bflo_12849
OG0000049	APOSC_16875	bflo_17665
OG0000049	APOSC_03799	bflo_12099
OG0000049	APOSC_10378	bflo_12470, bflo_11081
OG0000049	APOSC_00932	bflo_24254, bflo_25115
OG0000049	APOSC_16928, APOSC_08279, APOSC_26768, APOSC_02986, APOSC_00276	bflo_17113, bflo_17536
OG0000049	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012	bflo_20712
OG0000049	APOSC_13440	bflo_17096, bflo_11847
OG0000050	APOSC_23849, APOSC_23848, APOSC_00680	bflo_08634, bflo_13204
OG0000050	APOSC_21186	bflo_05159, bflo_06071, bflo_13661, bflo_23087, bflo_25684, bflo_00569, bflo_19319
OG0000051	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789	bflo_08711
OG0000051	APOSC_17477, APOSC_05458, APOSC_29038	bflo_18195, bflo_17371
OG0000052	APOSC_25118, APOSC_15608, APOSC_21574, APOSC_12782, APOSC_22044	bflo_00114
OG0000054	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151	bflo_04388
OG0000055	APOSC_17351	bflo_18013, bflo_21433
OG0000055	APOSC_22457	bflo_23228, bflo_23240
OG0000056	APOSC_00208, APOSC_00207, APOSC_00209	bflo_25516
OG0000058	APOSC_09888	bflo_09194
OG0000058	APOSC_06035	bflo_23140
OG0000058	APOSC_25169	bflo_00086
OG0000058	APOSC_25682	bflo_23948
OG0000059	APOSC_10184	bflo_21855
OG0000059	APOSC_17410	bflo_14547, bflo_15017
OG0000059	APOSC_10123	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815
OG0000059	APOSC_05314, APOSC_25638, APOSC_08890	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089
OG0000059	APOSC_00480	bflo_13996, bflo_14747
OG0000060	APOSC_15645	bflo_01659, bflo_06661
OG0000060	APOSC_26756	bflo_25984, bflo_26009
OG0000060	APOSC_08992	bflo_01384
OG0000061	APOSC_14996	bflo_18545
OG0000061	APOSC_00292	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344
OG0000061	APOSC_26114, APOSC_02472	bflo_19609, bflo_18544, bflo_19608, bflo_19290
OG0000061	APOSC_22657, APOSC_15254, APOSC_00372	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369
OG0000062	APOSC_18486, APOSC_01084	bflo_13529
OG0000062	APOSC_00580	bflo_00246
OG0000063	APOSC_22074, APOSC_13172, APOSC_22080	bflo_25923, bflo_11558
OG0000063	APOSC_00283, APOSC_03289, APOSC_03344, APOSC_25427, APOSC_07856, APOSC_00623	bflo_26060
OG0000063	APOSC_13886, APOSC_04832	bflo_26112, bflo_25384, bflo_25322, bflo_25330, bflo_25162, bflo_25268, bflo_25241, bflo_25374, bflo_05397, bflo_25266, bflo_25753
OG0000066	APOSC_23538	bflo_00475, bflo_00473, bflo_00474
OG0000066	APOSC_20821	bflo_11842
OG0000067	APOSC_04289, APOSC_00615, APOSC_00616	bflo_08170
OG0000068	APOSC_25733	bflo_12119
OG0000069	APOSC_25356	bflo_20543, bflo_20542, bflo_20541, bflo_27333
OG0000069	APOSC_27459	bflo_05168, bflo_23210
OG0000069	APOSC_07708	bflo_25959, bflo_26399, bflo_00093, bflo_25960, bflo_25962, bflo_07771
OG0000069	APOSC_11021	bflo_24611
OG0000070	APOSC_23675	bflo_26467, bflo_13324, bflo_13447, bflo_13247, bflo_14268
OG0000070	APOSC_18875	bflo_19712, bflo_19610
OG0000070	APOSC_15113, APOSC_18604, APOSC_18402	bflo_18938, bflo_18939, bflo_18680, bflo_18677, bflo_08024, bflo_18676, bflo_06405, bflo_17765, bflo_24928, bflo_03653, bflo_13031, bflo_19530, bflo_18681, bflo_18560, bflo_19218, bflo_19322, bflo_19716, bflo_18678, bflo_18529, bflo_05505, bflo_19611, bflo_01821, bflo_08623, bflo_19607, bflo_03948
OG0000070	APOSC_17719, APOSC_06564, APOSC_13706, APOSC_09948	bflo_15003, bflo_25235
OG0000071	APOSC_13628	bflo_17295
OG0000071	APOSC_00250	bflo_03355
OG0000072	APOSC_14045	bflo_14353
OG0000072	APOSC_26208	bflo_14484
OG0000072	APOSC_12820	bflo_14474
OG0000072	APOSC_12732, APOSC_13636, APOSC_07172	bflo_07890
OG0000072	APOSC_01547	bflo_11789, bflo_11787, bflo_11788, bflo_11252
OG0000072	APOSC_22786, APOSC_22112	bflo_07359
OG0000073	APOSC_13256	bflo_03857
OG0000073	APOSC_28014, APOSC_10969, APOSC_08177, APOSC_13622, APOSC_23229, APOSC_06244, APOSC_06245, APOSC_15423, APOSC_02893, APOSC_02894, APOSC_25469, APOSC_25468	bflo_13118, bflo_03414, bflo_26731
OG0000073	APOSC_27321	bflo_15886, bflo_10835, bflo_16255, bflo_09590, bflo_09438, bflo_09527
OG0000074	APOSC_10399, APOSC_08687, APOSC_25382	bflo_10921
OG0000074	APOSC_18220	bflo_14737
OG0000075	APOSC_14489	bflo_02192
OG0000075	APOSC_10923	bflo_02500
OG0000075	APOSC_12033	bflo_24625
OG0000075	APOSC_07538	bflo_02487
OG0000075	APOSC_06620	bflo_12189
OG0000075	APOSC_08706	bflo_11040
OG0000075	APOSC_20859	bflo_12166
OG0000075	APOSC_19754	bflo_11652
OG0000077	APOSC_15032	bflo_09725
OG0000077	APOSC_19689	bflo_18777, bflo_23174
OG0000077	APOSC_21239	bflo_09163
OG0000078	APOSC_00200, APOSC_02992, APOSC_10949, APOSC_21464, APOSC_21465	bflo_23379, bflo_23493
OG0000079	APOSC_14016, APOSC_18637, APOSC_09201	bflo_00523
OG0000079	APOSC_14696	bflo_07371
OG0000079	APOSC_10552, APOSC_10551	bflo_20026
OG0000079	APOSC_06744	bflo_01658
OG0000079	APOSC_18934, APOSC_10580	bflo_15789, bflo_21965, bflo_10278, bflo_21970, bflo_21968
OG0000080	APOSC_15378	bflo_20693, bflo_04566
OG0000081	APOSC_01179, APOSC_09602, APOSC_20049, APOSC_01834	bflo_15913, bflo_15912, bflo_16774, bflo_16578, bflo_25892, bflo_26241
OG0000082	APOSC_14161	bflo_15900
OG0000082	APOSC_20096	bflo_04889
OG0000082	APOSC_05443, APOSC_27848, APOSC_13154, APOSC_11148, APOSC_10803, APOSC_18436, APOSC_27594, APOSC_20710, APOSC_10804, APOSC_10807, APOSC_10806, APOSC_23423	bflo_00187
OG0000082	APOSC_04906, APOSC_05380, APOSC_05381	bflo_13856
OG0000083	APOSC_20881	bflo_14979, bflo_14980, bflo_14849, bflo_14850, bflo_15203, bflo_08533
OG0000083	APOSC_10502, APOSC_05508, APOSC_01793, APOSC_04784, APOSC_25855	bflo_10398
OG0000084	APOSC_25447	bflo_10754
OG0000084	APOSC_13973	bflo_07872, bflo_07661, bflo_07747
OG0000085	APOSC_13201	bflo_00992
OG0000085	APOSC_26270	bflo_20147
OG0000085	APOSC_00825	bflo_12569
OG0000085	APOSC_14889	bflo_20825
OG0000085	APOSC_25216	bflo_18272, bflo_18210
OG0000086	APOSC_10615	bflo_26603, bflo_27246
OG0000086	APOSC_10618	bflo_08959
OG0000087	APOSC_11638	bflo_15474
OG0000087	APOSC_06339	bflo_15461
OG0000087	APOSC_20552	bflo_02993
OG0000087	APOSC_05507	bflo_11840
OG0000087	APOSC_26553, APOSC_26554	bflo_11911
OG0000088	APOSC_25039, APOSC_29170, APOSC_01733, APOSC_28334, APOSC_03375, APOSC_28335, APOSC_05697, APOSC_25335	bflo_12484, bflo_25913, bflo_26055, bflo_02835, bflo_07337, bflo_02839, bflo_02837, bflo_19718, bflo_03903, bflo_20323, bflo_00738
OG0000088	APOSC_07827	bflo_20465
OG0000089	APOSC_18998, APOSC_16361, APOSC_16362, APOSC_16332, APOSC_03222, APOSC_09284	bflo_02193, bflo_05485, bflo_04536, bflo_25331, bflo_08302, bflo_01704, bflo_02380, bflo_07198, bflo_24284, bflo_27461, bflo_24333, bflo_05569, bflo_17128, bflo_12545, bflo_05487
OG0000089	APOSC_18760	bflo_17832, bflo_01283
OG0000090	APOSC_11643, APOSC_03198, APOSC_02553, APOSC_26110	bflo_16621
OG0000090	APOSC_13932	bflo_15352
OG0000090	APOSC_12792	bflo_01805
OG0000090	APOSC_03937	bflo_02393
OG0000093	APOSC_06754, APOSC_15822	bflo_21514, bflo_02944, bflo_02133, bflo_05347, bflo_02787, bflo_02137
OG0000094	APOSC_14430	bflo_16311
OG0000094	APOSC_21896, APOSC_21895	bflo_11484
OG0000095	APOSC_15000, APOSC_11760, APOSC_06417, APOSC_17239, APOSC_19404, APOSC_13013, APOSC_05229, APOSC_05033, APOSC_14575, APOSC_16159, APOSC_18748, APOSC_18747	bflo_25489, bflo_01865, bflo_25182, bflo_11841, bflo_01804, bflo_01739, bflo_17156, bflo_03512
OG0000096	APOSC_05085	bflo_21246, bflo_21213
OG0000096	APOSC_03162	bflo_11038
OG0000096	APOSC_25015	bflo_17838
OG0000096	APOSC_16859	bflo_24085, bflo_09131
OG0000096	APOSC_21738	bflo_03032
OG0000096	APOSC_21519	bflo_18893
OG0000097	APOSC_11461	bflo_18852
OG0000098	APOSC_13174, APOSC_13175	bflo_24865
OG0000098	APOSC_10815	bflo_05564
OG0000099	APOSC_10853, APOSC_02624	bflo_24108, bflo_24745, bflo_24107, bflo_24106, bflo_26082, bflo_20818, bflo_08555, bflo_08438, bflo_06968, bflo_06885, bflo_08703, bflo_06078, bflo_08586, bflo_10326
OG0000099	APOSC_01352, APOSC_23267	bflo_17705, bflo_18245
OG0000100	APOSC_23572	bflo_02134, bflo_13672
OG0000100	APOSC_27828	bflo_04767
OG0000101	APOSC_08305	bflo_10195
OG0000101	APOSC_23688	bflo_18450
OG0000101	APOSC_25079, APOSC_09250	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188
OG0000102	APOSC_11388	bflo_26889, bflo_08442, bflo_08423, bflo_08476
OG0000103	APOSC_08194	bflo_00032, bflo_11180, bflo_11085, bflo_11875, bflo_11184, bflo_11179, bflo_11874, bflo_25842, bflo_00020, bflo_18284, bflo_20618, bflo_18283, bflo_17924, bflo_17758, bflo_00063, bflo_17754, bflo_17756, bflo_17751, bflo_17755, bflo_17752, bflo_00064, bflo_17757, bflo_17750, bflo_17749, bflo_23149
OG0000103	APOSC_19265	bflo_23791
OG0000104	APOSC_15082, APOSC_15083, APOSC_15085, APOSC_15084	bflo_11828, bflo_20119
OG0000104	APOSC_11443, APOSC_11444, APOSC_11442	bflo_00906
OG0000104	APOSC_16135	bflo_09275
OG0000104	APOSC_04087, APOSC_04088	bflo_06949
OG0000104	APOSC_13374	bflo_11475
