Orthogroup	APOSC_ok	XENTR
OG0000010	APOSC_18394, APOSC_00478, APOSC_18393, APOSC_18395, APOSC_12160	XENTR04584, XENTR06998, XENTR03807
OG0000010	APOSC_25939	XENTR18247, XENTR18250, XENTR18923, XENTR18245, XENTR18246, XENTR18248
OG0000012	APOSC_26906, APOSC_13089	XENTR00246, XENTR14489, XENTR13810, XENTR10002
OG0000012	APOSC_26545	XENTR07259, XENTR07258, XENTR07257, XENTR07260, XENTR18170, XENTR07256
OG0000013	APOSC_00689	XENTR04875
OG0000013	APOSC_26024, APOSC_17612	XENTR01071, XENTR01070, XENTR01094, XENTR01095, XENTR08287, XENTR08288, XENTR11527
OG0000014	APOSC_00187	XENTR09147, XENTR00681
OG0000015	APOSC_22269	XENTR05642
OG0000015	APOSC_04279	XENTR16072, XENTR03462, XENTR16073, XENTR12596, XENTR00414, XENTR17914
OG0000016	APOSC_05404, APOSC_06852, APOSC_19259	XENTR10586, XENTR06233
OG0000016	APOSC_09216	XENTR01362, XENTR01363, XENTR07382
OG0000016	APOSC_00060, APOSC_00061, APOSC_17734, APOSC_26907	XENTR12717
OG0000016	APOSC_14883	XENTR17802
OG0000016	APOSC_19884	XENTR18390
OG0000018	APOSC_08452, APOSC_21594, APOSC_14592, APOSC_10136, APOSC_24463, APOSC_06216, APOSC_11694, APOSC_11405, APOSC_11402, APOSC_28174, APOSC_28173, APOSC_15394, APOSC_07808, APOSC_07807	XENTR09178, XENTR08162, XENTR13012, XENTR02564, XENTR05956, XENTR09576, XENTR03694, XENTR00858, XENTR02889, XENTR06547, XENTR13927, XENTR13322, XENTR12397, XENTR08345, XENTR10008, XENTR11346, XENTR19127, XENTR10010
OG0000018	APOSC_01211	XENTR19110
OG0000018	APOSC_18141, APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689	XENTR19228, XENTR16288, XENTR15347, XENTR15469
OG0000019	APOSC_14801, APOSC_11507	XENTR07225, XENTR02749, XENTR04194
OG0000020	APOSC_14708	XENTR18565
OG0000020	APOSC_13376	XENTR14576
OG0000020	APOSC_28648	XENTR00311
OG0000020	APOSC_00691	XENTR04697
OG0000020	APOSC_03094	XENTR07864, XENTR11783
OG0000020	APOSC_14067	XENTR15846
OG0000020	APOSC_25230	XENTR15636
OG0000021	APOSC_11990	XENTR17791, XENTR16377
OG0000021	APOSC_06563, APOSC_06562	XENTR06809, XENTR02794
OG0000021	APOSC_02202	XENTR18096, XENTR01150
OG0000021	APOSC_03399, APOSC_23486, APOSC_20200, APOSC_20201, APOSC_00458, APOSC_17587, APOSC_13199, APOSC_11609, APOSC_23651, APOSC_17223, APOSC_20614	XENTR13705, XENTR13394, XENTR13393
OG0000021	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082	XENTR00007
OG0000023	APOSC_14758	XENTR02017, XENTR13173, XENTR18800, XENTR18648
OG0000023	APOSC_23823, APOSC_12992, APOSC_08983, APOSC_08982	XENTR00841, XENTR15918, XENTR00481, XENTR16829, XENTR12543, XENTR17774, XENTR00784
OG0000023	APOSC_12268	XENTR13097
OG0000023	APOSC_23115	XENTR05772, XENTR05769, XENTR05767, XENTR05768, XENTR05773, XENTR05777, XENTR05778, XENTR12643, XENTR01709, XENTR01708, XENTR05774, XENTR05776, XENTR05775, XENTR18976
OG0000024	APOSC_14174	XENTR04811, XENTR06883, XENTR09943, XENTR01595, XENTR09488
OG0000026	APOSC_13965	XENTR07244, XENTR03079
OG0000028	APOSC_17838, APOSC_17839	XENTR10277, XENTR06737
OG0000029	APOSC_07574, APOSC_20436	XENTR18699, XENTR18411, XENTR10325, XENTR07438, XENTR16899, XENTR09562, XENTR10017, XENTR09646, XENTR13058, XENTR12335
OG0000029	APOSC_20307, APOSC_21722, APOSC_14165, APOSC_23954, APOSC_24664, APOSC_08971	XENTR08766, XENTR16200, XENTR13220, XENTR01288, XENTR01283, XENTR11880, XENTR11878, XENTR11881, XENTR11879, XENTR11883
OG0000030	APOSC_06833, APOSC_14874, APOSC_04381	XENTR08639
OG0000030	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867	XENTR18219
OG0000030	APOSC_00359	XENTR14147
OG0000031	APOSC_16590	XENTR15116
OG0000031	APOSC_14687	XENTR05405, XENTR03766
OG0000031	APOSC_14535	XENTR08553, XENTR05384, XENTR03164
OG0000031	APOSC_01319	XENTR00229
OG0000031	APOSC_17680	XENTR12584, XENTR00918
OG0000031	APOSC_02579	XENTR00006, XENTR16792, XENTR04300
OG0000031	APOSC_22997	XENTR09425
OG0000032	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129, APOSC_10044	XENTR18392, XENTR18393, XENTR06098, XENTR03124
OG0000032	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726	XENTR17016
OG0000034	APOSC_28767, APOSC_28766	XENTR04943
OG0000034	APOSC_01056	XENTR11418, XENTR11419, XENTR10883, XENTR07417
OG0000034	APOSC_00389	XENTR01252, XENTR11199, XENTR07072, XENTR12065
OG0000034	APOSC_10138	XENTR15456
OG0000034	APOSC_10830	XENTR10156
OG0000034	APOSC_23397	XENTR16254
OG0000034	APOSC_15909	XENTR08340
OG0000035	APOSC_27035	XENTR05239
OG0000035	APOSC_25872	XENTR05079, XENTR05317, XENTR05866, XENTR05867
OG0000035	APOSC_04998	XENTR07648
OG0000035	APOSC_25573	XENTR17453, XENTR14129, XENTR07651, XENTR11799
OG0000035	APOSC_08656, APOSC_21135, APOSC_21136	XENTR11381, XENTR11382, XENTR12076, XENTR01605
OG0000035	APOSC_27270	XENTR13293, XENTR09857
OG0000036	APOSC_08020, APOSC_04631, APOSC_04630, APOSC_25667	XENTR07761, XENTR12415, XENTR07272
OG0000036	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485	XENTR01038, XENTR15969
OG0000036	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092	XENTR16237, XENTR16236, XENTR05174, XENTR07278
OG0000037	APOSC_01516	XENTR03868, XENTR16595, XENTR17072, XENTR05552, XENTR03023, XENTR14114
OG0000037	APOSC_24133	XENTR16580, XENTR14770, XENTR03861
OG0000037	APOSC_28740	XENTR10865, XENTR10696
OG0000037	APOSC_09580, APOSC_09579	XENTR18131
OG0000038	APOSC_10282, APOSC_28935, APOSC_28699, APOSC_05456, APOSC_13411, APOSC_17001, APOSC_06556, APOSC_03890, APOSC_04299	XENTR04197, XENTR04200
OG0000038	APOSC_25222, APOSC_10656	XENTR04206
OG0000039	APOSC_12842, APOSC_27514	XENTR03946, XENTR03945
OG0000039	APOSC_00666	XENTR17227
OG0000039	APOSC_17065	XENTR01241, XENTR01240, XENTR01239, XENTR01242
OG0000039	APOSC_06140, APOSC_06138, APOSC_06139, APOSC_14138, APOSC_03802, APOSC_26119, APOSC_03803, APOSC_06401, APOSC_25262, APOSC_17567, APOSC_27255	XENTR17697
OG0000040	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234	XENTR18548, XENTR04218, XENTR04219, XENTR10472, XENTR10474, XENTR10473
OG0000041	APOSC_19034	XENTR14135, XENTR16713, XENTR17286, XENTR13662, XENTR02569
OG0000041	APOSC_26184	XENTR12683, XENTR11379, XENTR11378, XENTR01609, XENTR11377, XENTR01610, XENTR10042
OG0000041	APOSC_00445	XENTR03001, XENTR09331
OG0000043	APOSC_12898	XENTR15011
OG0000044	APOSC_25765	XENTR08740, XENTR08871, XENTR02238, XENTR13100
OG0000044	APOSC_03195	XENTR05498, XENTR01628, XENTR04385, XENTR00688
OG0000044	APOSC_22317	XENTR04387, XENTR17931
OG0000046	APOSC_27956	XENTR04959
OG0000047	APOSC_21050	XENTR07962
OG0000048	APOSC_06436	XENTR01169
OG0000048	APOSC_05588	XENTR04117
OG0000048	APOSC_11695	XENTR05160
OG0000049	APOSC_16875	XENTR00212, XENTR08482
OG0000049	APOSC_03799	XENTR07031, XENTR06401
OG0000049	APOSC_10378	XENTR01319, XENTR18684, XENTR07961, XENTR13014
OG0000049	APOSC_13440	XENTR07960
OG0000050	APOSC_15058, APOSC_21186	XENTR17952, XENTR07342, XENTR01845, XENTR01386, XENTR11958, XENTR03951, XENTR08402, XENTR03429, XENTR15018, XENTR17520, XENTR02104
OG0000054	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151	XENTR04962, XENTR04961
OG0000056	APOSC_00208, APOSC_00207, APOSC_00209	XENTR00422, XENTR06505, XENTR06516, XENTR06514, XENTR06515, XENTR06513, XENTR06506
OG0000057	APOSC_23236, APOSC_24402, APOSC_06368	XENTR03679
OG0000058	APOSC_09888	XENTR11839
OG0000058	APOSC_12335, APOSC_12752, APOSC_07162, APOSC_24215	XENTR16220
OG0000059	APOSC_10184	XENTR09381
OG0000059	APOSC_00480	XENTR06961, XENTR16370
OG0000060	APOSC_15645	XENTR09513
OG0000060	APOSC_08992	XENTR11489, XENTR04114, XENTR08957
OG0000061	APOSC_14996	XENTR00116, XENTR05367
OG0000061	APOSC_00292	XENTR09403, XENTR06949, XENTR06950, XENTR12872, XENTR09801, XENTR02075, XENTR01801, XENTR17074, XENTR09112, XENTR16336, XENTR06851, XENTR10614, XENTR06288
OG0000061	APOSC_26114, APOSC_02472	XENTR10609, XENTR10747
OG0000062	APOSC_13553, APOSC_13555, APOSC_22259, APOSC_22260, APOSC_26763	XENTR15501, XENTR17622, XENTR14200, XENTR18173, XENTR15500, XENTR15498, XENTR15499, XENTR15497, XENTR15494, XENTR11355, XENTR11358, XENTR11354, XENTR16052, XENTR16051, XENTR19033, XENTR17596, XENTR16050, XENTR15496
OG0000062	APOSC_18486, APOSC_01084	XENTR09512
OG0000063	APOSC_25041	XENTR10234, XENTR04709, XENTR00319
OG0000063	APOSC_17949	XENTR11311
OG0000063	APOSC_22074, APOSC_13172, APOSC_22080	XENTR04708
OG0000063	APOSC_13886, APOSC_04832	XENTR08048, XENTR02007, XENTR01303
OG0000066	APOSC_20821	XENTR18882
OG0000067	APOSC_06312, APOSC_24028, APOSC_22826, APOSC_27789, APOSC_07620, APOSC_22825, APOSC_12297, APOSC_15268, APOSC_06846	XENTR13783, XENTR04874
OG0000069	APOSC_25356	XENTR15529
OG0000069	APOSC_27459	XENTR16269
OG0000070	APOSC_18875, APOSC_15113, APOSC_18604, APOSC_18402, APOSC_17719, APOSC_06564, APOSC_13706, APOSC_09948	XENTR00314, XENTR18775, XENTR18776, XENTR05723, XENTR09834
OG0000072	APOSC_26208	XENTR03548, XENTR18546
OG0000072	APOSC_12820	XENTR01057
OG0000073	APOSC_27321	XENTR03006, XENTR09344, XENTR05966, XENTR05967, XENTR09343, XENTR13665
OG0000074	APOSC_10399, APOSC_08687, APOSC_25382	XENTR10798, XENTR10797, XENTR11114
OG0000074	APOSC_18220	XENTR14396
OG0000074	APOSC_05606, APOSC_18640, APOSC_15236, APOSC_01404, APOSC_16347, APOSC_00195, APOSC_13504	XENTR07269, XENTR06689
OG0000075	APOSC_14489	XENTR02757, XENTR11353, XENTR12610
OG0000075	APOSC_12033	XENTR09250
OG0000075	APOSC_07538	XENTR04179, XENTR06216
OG0000075	APOSC_06620	XENTR01223, XENTR05975
OG0000075	APOSC_08706	XENTR10723
OG0000075	APOSC_20859	XENTR06816, XENTR17547, XENTR16124
OG0000075	APOSC_19754	XENTR05986, XENTR05987
OG0000077	APOSC_15032	XENTR06888, XENTR17790, XENTR02687
OG0000077	APOSC_19689	XENTR07875, XENTR00642, XENTR04757
OG0000078	APOSC_28185, APOSC_19588, APOSC_19587, APOSC_28007	XENTR05046, XENTR08333, XENTR08953, XENTR08952
OG0000078	APOSC_07974, APOSC_05720, APOSC_10828, APOSC_18570, APOSC_24302, APOSC_00416, APOSC_00417, APOSC_23365, APOSC_21031, APOSC_25189, APOSC_15392, APOSC_03625, APOSC_20118, APOSC_27004, APOSC_19017, APOSC_06908	XENTR19100
OG0000079	APOSC_14016, APOSC_18637, APOSC_09201	XENTR07112, XENTR07113, XENTR07163, XENTR03342, XENTR03648
OG0000079	APOSC_14696	XENTR08294, XENTR08293, XENTR03649
OG0000079	APOSC_10552, APOSC_10551	XENTR01194
OG0000079	APOSC_06744	XENTR15371
OG0000080	APOSC_15378	XENTR15502, XENTR19201, XENTR02957, XENTR17777, XENTR19137, XENTR07861, XENTR08066
OG0000081	APOSC_01179, APOSC_09602, APOSC_20049, APOSC_01834	XENTR18129, XENTR18128, XENTR18130, XENTR17315, XENTR17314, XENTR18127, XENTR17316, XENTR16305, XENTR17318, XENTR17317
OG0000082	APOSC_14161	XENTR16096
OG0000082	APOSC_20096	XENTR01624, XENTR01625
OG0000082	APOSC_11149	XENTR10095, XENTR10628
OG0000083	APOSC_20881	XENTR04370, XENTR12084, XENTR05647
OG0000084	APOSC_25447	XENTR14395, XENTR14216, XENTR02688, XENTR03539, XENTR09724
OG0000084	APOSC_27325	XENTR08804, XENTR16312, XENTR13487
OG0000085	APOSC_13201	XENTR01729, XENTR03138
OG0000085	APOSC_00722	XENTR04052, XENTR12507
OG0000085	APOSC_00825	XENTR15005
OG0000085	APOSC_21002	XENTR00809
OG0000085	APOSC_25216	XENTR12352, XENTR12351
OG0000087	APOSC_06838, APOSC_06839, APOSC_06840	XENTR17246
OG0000087	APOSC_11638, APOSC_06339	XENTR13447, XENTR13446
OG0000087	APOSC_09511	XENTR06736
OG0000087	APOSC_20552	XENTR07023
OG0000087	APOSC_26769, APOSC_05507	XENTR10385
OG0000087	APOSC_26553, APOSC_26554	XENTR06016
OG0000088	APOSC_25039, APOSC_29170, APOSC_01733, APOSC_28334, APOSC_03375, APOSC_28335, APOSC_05697, APOSC_25335, APOSC_07827	XENTR13149, XENTR04460, XENTR16769, XENTR11326, XENTR09069, XENTR10979, XENTR05948, XENTR02110
OG0000089	APOSC_18760	XENTR04109
OG0000090	APOSC_26110	XENTR11768
OG0000090	APOSC_03937	XENTR06545
OG0000094	APOSC_02606, APOSC_02607	XENTR10717, XENTR18065, XENTR15146
OG0000094	APOSC_21896, APOSC_21895	XENTR09915, XENTR14788, XENTR17591
OG0000096	APOSC_05085	XENTR02028, XENTR07076, XENTR03113
OG0000096	APOSC_03162	XENTR02339, XENTR11518
OG0000096	APOSC_25015	XENTR01880
OG0000096	APOSC_00869	XENTR18613
OG0000096	APOSC_16859	XENTR18353, XENTR11491, XENTR07413, XENTR11633
OG0000096	APOSC_21738	XENTR16018, XENTR14119
OG0000096	APOSC_21519	XENTR17893
OG0000098	APOSC_13176, APOSC_13174, APOSC_13175	XENTR05433, XENTR18578, XENTR17176
OG0000098	APOSC_27629, APOSC_10815	XENTR13786, XENTR13233, XENTR09318, XENTR06987
OG0000099	APOSC_01352, APOSC_23267	XENTR08245, XENTR06050, XENTR16324, XENTR11719, XENTR12540
OG0000100	APOSC_10597	XENTR15660, XENTR12282
OG0000101	APOSC_08305	XENTR09885, XENTR05951
OG0000101	APOSC_23688	XENTR10544, XENTR10545
OG0000101	APOSC_25079, APOSC_09250	XENTR08772, XENTR05240, XENTR13420, XENTR13421, XENTR13418, XENTR13417, XENTR13424, XENTR13419, XENTR13422, XENTR13423, XENTR08771
OG0000102	APOSC_11388	XENTR10759, XENTR05530
OG0000103	APOSC_08194	XENTR12408, XENTR09108, XENTR09106, XENTR06370, XENTR18537, XENTR03858, XENTR09105, XENTR09107, XENTR09109, XENTR12407, XENTR12406, XENTR01493
OG0000103	APOSC_19265	XENTR11203, XENTR09120, XENTR09119, XENTR01361, XENTR05614
OG0000104	APOSC_15082, APOSC_15083, APOSC_15085, APOSC_15084	XENTR05699, XENTR11871
OG0000104	APOSC_11443, APOSC_11444, APOSC_11442	XENTR03188, XENTR10251
OG0000104	APOSC_16135	XENTR11872, XENTR05698
OG0000104	APOSC_04087, APOSC_04088	XENTR07142
OG0000104	APOSC_13374	XENTR02594, XENTR10789, XENTR16122
OG0000106	APOSC_22868	XENTR16525, XENTR07760, XENTR12554, XENTR12553, XENTR12551, XENTR12552, XENTR12555
OG0000106	APOSC_21078	XENTR07802
OG0000106	APOSC_19922, APOSC_04238, APOSC_13779, APOSC_13776, APOSC_13777, APOSC_13780, APOSC_13778, APOSC_25862, APOSC_25863	XENTR05910, XENTR12158, XENTR05297
OG0000113	APOSC_22087, APOSC_26451	XENTR00307
OG0000114	APOSC_10928, APOSC_00248, APOSC_23655, APOSC_06012, APOSC_17348, APOSC_05416	XENTR08858, XENTR12456, XENTR00845, XENTR00844, XENTR00843, XENTR01175, XENTR08055
OG0000115	APOSC_04786	XENTR10985
OG0000116	APOSC_28097, APOSC_09224	XENTR12530
OG0000119	APOSC_11483	XENTR05393, XENTR05242, XENTR06871
OG0000119	APOSC_20728, APOSC_03029, APOSC_22358, APOSC_01445, APOSC_04311, APOSC_04310, APOSC_02102	XENTR00115, XENTR07107, XENTR12433, XENTR15934, XENTR15933
OG0000119	APOSC_19027, APOSC_11438, APOSC_25237, APOSC_25238	XENTR01125, XENTR14071
OG0000120	APOSC_04315	XENTR17173
OG0000120	APOSC_18873	XENTR14772
OG0000120	APOSC_13215	XENTR05369
OG0000121	APOSC_24649, APOSC_24650, APOSC_11574, APOSC_15665, APOSC_05374, APOSC_28387, APOSC_12126, APOSC_08548, APOSC_10960, APOSC_00676, APOSC_02343	XENTR04864
OG0000122	APOSC_25177	XENTR06907, XENTR17281
OG0000122	APOSC_11178	XENTR02708, XENTR14715, XENTR10342, XENTR01730, XENTR03137, XENTR03802
OG0000123	APOSC_03443	XENTR09572, XENTR12457, XENTR17140
OG0000123	APOSC_20465	XENTR02182
OG0000123	APOSC_23180	XENTR10906
OG0000124	APOSC_29022	XENTR05926
OG0000124	APOSC_26551	XENTR10247, XENTR00962, XENTR04813
OG0000124	APOSC_03695	XENTR09248, XENTR09249
OG0000124	APOSC_13919	XENTR12958, XENTR01638
OG0000124	APOSC_09834	XENTR13084, XENTR11997
OG0000125	APOSC_10519, APOSC_10520, APOSC_10518	XENTR01735, XENTR14091, XENTR08560
OG0000125	APOSC_27450	XENTR01738, XENTR14098
OG0000125	APOSC_26262, APOSC_07039, APOSC_19200	XENTR05425
OG0000126	APOSC_16760	XENTR02718, XENTR02062, XENTR09023
OG0000126	APOSC_21117	XENTR14632, XENTR03466
OG0000126	APOSC_28093	XENTR05061, XENTR11942, XENTR13975, XENTR08532
OG0000127	APOSC_24103	XENTR02720, XENTR03441, XENTR09025
OG0000127	APOSC_09690	XENTR10923, XENTR12718
OG0000127	APOSC_02788	XENTR18212
OG0000127	APOSC_16052, APOSC_16050, APOSC_16051	XENTR03639, XENTR18292, XENTR04635, XENTR04636, XENTR18893
OG0000127	APOSC_04103	XENTR01486, XENTR04784, XENTR07585
OG0000128	APOSC_22700, APOSC_06337	XENTR09496, XENTR10668
OG0000128	APOSC_23630, APOSC_23631, APOSC_15987, APOSC_15026, APOSC_22520, APOSC_16380	XENTR08486, XENTR08487
OG0000129	APOSC_12123, APOSC_24173	XENTR13439, XENTR09476, XENTR13435, XENTR13438, XENTR13437, XENTR12648, XENTR00152, XENTR06673
OG0000129	APOSC_21068	XENTR14278, XENTR11921, XENTR18992, XENTR15519
OG0000130	APOSC_11963	XENTR04860
OG0000130	APOSC_11111	XENTR04495, XENTR07613, XENTR03572
OG0000130	APOSC_28750	XENTR08843, XENTR10120
OG0000131	APOSC_21472, APOSC_03272, APOSC_06150	XENTR10944
OG0000132	APOSC_13028, APOSC_01542, APOSC_27288, APOSC_18201, APOSC_28955, APOSC_10689	XENTR17991, XENTR17911, XENTR17992, XENTR18068, XENTR18069, XENTR13502, XENTR19190, XENTR04255
OG0000132	APOSC_24064, APOSC_09777, APOSC_09775, APOSC_09776	XENTR04795
OG0000135	APOSC_15099, APOSC_08214, APOSC_08213	XENTR07014, XENTR14167, XENTR10688, XENTR10689, XENTR15435, XENTR15775, XENTR16794, XENTR19031, XENTR19077, XENTR05007, XENTR05009, XENTR15440, XENTR16796, XENTR15437, XENTR05010, XENTR10515, XENTR15438, XENTR15441, XENTR15436, XENTR05006, XENTR05005, XENTR05047, XENTR15445
OG0000137	APOSC_04370	XENTR10738, XENTR07993, XENTR07994
OG0000137	APOSC_14845, APOSC_20394, APOSC_26237, APOSC_01998	XENTR11062, XENTR17418
OG0000137	APOSC_01981, APOSC_01895, APOSC_21797	XENTR10667
OG0000139	APOSC_05339	XENTR06324
OG0000140	APOSC_20679	XENTR17095
OG0000140	APOSC_21817, APOSC_06250	XENTR01606, XENTR07662
OG0000140	APOSC_13035	XENTR11484
OG0000141	APOSC_16747, APOSC_12558, APOSC_00130, APOSC_04354, APOSC_22998, APOSC_22734, APOSC_11878, APOSC_03319, APOSC_15420, APOSC_14671	XENTR13160
OG0000147	APOSC_05531, APOSC_20902	XENTR03268, XENTR13018
OG0000147	APOSC_16682	XENTR02156, XENTR12287
OG0000147	APOSC_25363	XENTR01301, XENTR12003
OG0000147	APOSC_20013	XENTR00602
OG0000147	APOSC_18428, APOSC_05853	XENTR15311
OG0000148	APOSC_14879, APOSC_14878	XENTR10464, XENTR17112, XENTR02369, XENTR07951
OG0000148	APOSC_22996	XENTR11222, XENTR06966, XENTR07952, XENTR02368
OG0000149	APOSC_17921, APOSC_17920, APOSC_17820	XENTR03422, XENTR03423
OG0000149	APOSC_12513, APOSC_00444, APOSC_02449, APOSC_02196	XENTR01442, XENTR00579
OG0000149	APOSC_09540, APOSC_20238	XENTR04855
OG0000151	APOSC_26828, APOSC_02355, APOSC_10983, APOSC_26533, APOSC_24307	XENTR14804, XENTR06918, XENTR07090, XENTR00143, XENTR00142
OG0000151	APOSC_27430	XENTR06824, XENTR00446, XENTR00447
OG0000155	APOSC_09923, APOSC_09921, APOSC_09922	XENTR18176
OG0000157	APOSC_02266	XENTR09579, XENTR08086
OG0000157	APOSC_27261	XENTR09559
OG0000158	APOSC_22004	XENTR17930, XENTR04115, XENTR04631
OG0000158	APOSC_02468	XENTR14207, XENTR14206, XENTR14205
OG0000159	APOSC_05622	XENTR09320, XENTR09321
OG0000159	APOSC_25144	XENTR09386
OG0000159	APOSC_27680	XENTR07751
OG0000160	APOSC_17800	XENTR02472
OG0000162	APOSC_14431	XENTR19069
OG0000163	APOSC_26564, APOSC_17645	XENTR17419
OG0000163	APOSC_12728	XENTR06573, XENTR03895
OG0000163	APOSC_20618	XENTR10844, XENTR07114, XENTR03341
OG0000164	APOSC_28232	XENTR03117, XENTR11443, XENTR03405, XENTR11930
OG0000165	APOSC_28761	XENTR15301, XENTR13043, XENTR16873, XENTR11658, XENTR00720, XENTR14265, XENTR04481, XENTR04329, XENTR18883, XENTR08529, XENTR02768, XENTR13290, XENTR13289, XENTR02058, XENTR02059, XENTR19075, XENTR04395, XENTR09345
