Orthogroup	APOSC_ok	HELIO_ok
OG0000011	APOSC_08063, APOSC_04956, APOSC_05740, APOSC_11629	HELIO_06546
OG0000011	APOSC_21593	HELIO_09981, HELIO_04800
OG0000011	APOSC_24862	HELIO_06242
OG0000011	APOSC_01416, APOSC_25932	HELIO_00959
OG0000011	APOSC_19810	HELIO_05340
OG0000011	APOSC_13795, APOSC_12778	HELIO_03542
OG0000011	APOSC_01800	HELIO_03054
OG0000011	APOSC_24912	HELIO_06328
OG0000011	APOSC_09019, APOSC_09279, APOSC_11006, APOSC_12345	HELIO_07608
OG0000011	APOSC_11207	HELIO_07482
OG0000011	APOSC_24720, APOSC_20093	HELIO_09607
OG0000011	APOSC_13401	HELIO_07282
OG0000012	APOSC_26906	HELIO_04072
OG0000012	APOSC_13089	HELIO_05750
OG0000012	APOSC_13014, APOSC_18904, APOSC_16185, APOSC_27929, APOSC_28450, APOSC_10605	HELIO_06347
OG0000012	APOSC_15314	HELIO_05989
OG0000012	APOSC_14126, APOSC_26267, APOSC_20161, APOSC_12609, APOSC_06350	HELIO_04633, HELIO_04925, HELIO_00422, HELIO_06460
OG0000012	APOSC_05390, APOSC_15931, APOSC_01631	HELIO_07259
OG0000012	APOSC_26545	HELIO_06831
OG0000013	APOSC_22031, APOSC_08183, APOSC_13994, APOSC_09045, APOSC_26026	HELIO_02247, HELIO_05055, HELIO_04730, HELIO_06663, HELIO_03869, HELIO_04774
OG0000013	APOSC_16736	HELIO_05617
OG0000013	APOSC_11339	HELIO_03214, HELIO_09936, HELIO_00850, HELIO_04016, HELIO_04491
OG0000013	APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089	HELIO_12769, HELIO_05315, HELIO_05049, HELIO_10683, HELIO_05716, HELIO_11357, HELIO_00073, HELIO_05056, HELIO_05998
OG0000014	APOSC_12674	HELIO_03075
OG0000014	APOSC_23467, APOSC_12182, APOSC_12181, APOSC_04687, APOSC_28041, APOSC_18468, APOSC_13472	HELIO_06653
OG0000014	APOSC_00187	HELIO_12068
OG0000015	APOSC_14290, APOSC_28281, APOSC_03142	HELIO_10603
OG0000015	APOSC_28752	HELIO_09049
OG0000016	APOSC_05404	HELIO_05159, HELIO_08806
OG0000016	APOSC_06852	HELIO_03950
OG0000016	APOSC_19259	HELIO_10054
OG0000016	APOSC_09216	HELIO_05456
OG0000016	APOSC_00060, APOSC_00061, APOSC_17734	HELIO_09779
OG0000016	APOSC_26372, APOSC_26868, APOSC_26028	HELIO_03738
OG0000016	APOSC_14883	HELIO_04647
OG0000016	APOSC_27534	HELIO_07791
OG0000016	APOSC_05485	HELIO_11041
OG0000016	APOSC_19884	HELIO_04564
OG0000017	APOSC_13768, APOSC_04701	HELIO_09340
OG0000017	APOSC_04363	HELIO_08729
OG0000017	APOSC_17962	HELIO_04627
OG0000017	APOSC_27563	HELIO_04574
OG0000017	APOSC_24575, APOSC_11424	HELIO_08140
OG0000017	APOSC_16019	HELIO_07705
OG0000017	APOSC_17481	HELIO_06230
OG0000017	APOSC_14095	HELIO_06928
OG0000017	APOSC_28296	HELIO_04933
OG0000017	APOSC_15991, APOSC_14206, APOSC_06737	HELIO_03953
OG0000017	APOSC_22360	HELIO_10213
OG0000018	APOSC_05051, APOSC_27730, APOSC_15473	HELIO_03926
OG0000018	APOSC_09190, APOSC_02455	HELIO_06035
OG0000018	APOSC_11347, APOSC_01227, APOSC_12246, APOSC_19597, APOSC_27070	HELIO_08639
OG0000018	APOSC_00300	HELIO_06652
OG0000018	APOSC_01781	HELIO_06972
OG0000018	APOSC_25698	HELIO_04613
OG0000018	APOSC_09930	HELIO_04249
OG0000018	APOSC_10136	HELIO_06631
OG0000018	APOSC_15394	HELIO_07465
OG0000019	APOSC_15479	HELIO_04729
OG0000019	APOSC_21840	HELIO_05273
OG0000019	APOSC_11237	HELIO_07628
OG0000019	APOSC_15494	HELIO_05932
OG0000019	APOSC_14801, APOSC_11507	HELIO_11234
OG0000019	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315	HELIO_00711, HELIO_04793, HELIO_04680
OG0000020	APOSC_13376	HELIO_01087
OG0000020	APOSC_27693	HELIO_03282
OG0000020	APOSC_28648	HELIO_03892
OG0000020	APOSC_00691	HELIO_12285
OG0000020	APOSC_03094	HELIO_05828
OG0000020	APOSC_05461	HELIO_05888
OG0000020	APOSC_07853	HELIO_07729
OG0000020	APOSC_14067	HELIO_08365
OG0000020	APOSC_25230	HELIO_01918
OG0000021	APOSC_23251, APOSC_13950, APOSC_23254, APOSC_23253	HELIO_00817, HELIO_05146
OG0000021	APOSC_13612	HELIO_05564
OG0000021	APOSC_06563, APOSC_06562	HELIO_02163
OG0000021	APOSC_26674	HELIO_07436
OG0000021	APOSC_27384	HELIO_09128
OG0000021	APOSC_09814	HELIO_01018
OG0000021	APOSC_03399	HELIO_10440
OG0000021	APOSC_23486, APOSC_20200	HELIO_09286
OG0000021	APOSC_20201	HELIO_07603
OG0000021	APOSC_04995, APOSC_08508, APOSC_08509	HELIO_08020
OG0000021	APOSC_11901, APOSC_23082	HELIO_10557
OG0000023	APOSC_14758	HELIO_07781
OG0000023	APOSC_08983, APOSC_08982	HELIO_08618
OG0000023	APOSC_21557	HELIO_04231
OG0000023	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870	HELIO_07887, HELIO_10788, HELIO_06647
OG0000023	APOSC_15754, APOSC_15753	HELIO_00907
OG0000023	APOSC_23115	HELIO_07600, HELIO_09870
OG0000024	APOSC_19476, APOSC_14174, APOSC_24397	HELIO_07449
OG0000024	APOSC_23909	HELIO_07047
OG0000024	APOSC_28972	HELIO_00822
OG0000024	APOSC_07572	HELIO_05196
OG0000024	APOSC_05397, APOSC_28827, APOSC_12673, APOSC_17746, APOSC_17532, APOSC_17533, APOSC_28434, APOSC_09826, APOSC_02940	HELIO_03946
OG0000024	APOSC_26603	HELIO_03839
OG0000024	APOSC_21939, APOSC_21316	HELIO_05987
OG0000024	APOSC_20140	HELIO_07972
OG0000024	APOSC_23812	HELIO_00021
OG0000024	APOSC_27461, APOSC_10842	HELIO_10427
OG0000025	APOSC_17917, APOSC_10185	HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903
OG0000025	APOSC_09169	HELIO_05004
OG0000025	APOSC_17955, APOSC_21691	HELIO_06624
OG0000025	APOSC_22885, APOSC_25730, APOSC_26591, APOSC_16189	HELIO_04417, HELIO_06506, HELIO_01074
OG0000025	APOSC_04292	HELIO_06776
OG0000025	APOSC_05296	HELIO_10300, HELIO_05266, HELIO_08184
OG0000025	APOSC_23673	HELIO_02115
OG0000025	APOSC_02742, APOSC_11466	HELIO_01616
OG0000025	APOSC_14384	HELIO_04661
OG0000025	APOSC_20106	HELIO_01319
OG0000025	APOSC_27399	HELIO_06548, HELIO_05151
OG0000025	APOSC_26764	HELIO_05386, HELIO_05130
OG0000025	APOSC_02075, APOSC_16057	HELIO_05071, HELIO_06217
OG0000025	APOSC_04291	HELIO_04102, HELIO_05474, HELIO_04209, HELIO_04160, HELIO_03948, HELIO_05479, HELIO_06857
OG0000025	APOSC_10546, APOSC_03176	HELIO_05333
OG0000025	APOSC_25716	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878
OG0000025	APOSC_04817	HELIO_05701
OG0000025	APOSC_15835, APOSC_10002, APOSC_03320, APOSC_08050, APOSC_11235, APOSC_13630, APOSC_13492, APOSC_02242	HELIO_05635, HELIO_06741
OG0000026	APOSC_25312	HELIO_04505
OG0000026	APOSC_19946, APOSC_16869, APOSC_02238, APOSC_26096, APOSC_26099, APOSC_26100, APOSC_26095, APOSC_02237, APOSC_26097, APOSC_26098, APOSC_26101, APOSC_29011, APOSC_29010	HELIO_00695, HELIO_00694
OG0000026	APOSC_14214	HELIO_09541
OG0000027	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270	HELIO_02455, HELIO_02456, HELIO_04291, HELIO_07880, HELIO_08186, HELIO_04887
OG0000027	APOSC_23292	HELIO_06026
OG0000027	APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792	HELIO_07228, HELIO_05233, HELIO_07068, HELIO_05709
OG0000028	APOSC_00641	HELIO_06874, HELIO_00161
OG0000028	APOSC_02251	HELIO_08437
OG0000028	APOSC_18684	HELIO_06962
OG0000028	APOSC_14441	HELIO_00147
OG0000028	APOSC_06053	HELIO_06013
OG0000028	APOSC_22599	HELIO_00961
OG0000028	APOSC_17838, APOSC_17839	HELIO_06306
OG0000028	APOSC_22919, APOSC_22920	HELIO_06269
OG0000028	APOSC_04522	HELIO_12146
OG0000029	APOSC_07574	HELIO_10546
OG0000029	APOSC_20436	HELIO_00115
OG0000029	APOSC_04700	HELIO_05447
OG0000029	APOSC_18084	HELIO_05915
OG0000029	APOSC_15506	HELIO_06866, HELIO_02296, HELIO_09944, HELIO_05648, HELIO_01633, HELIO_06816
OG0000030	APOSC_23944, APOSC_11647, APOSC_21982	HELIO_11997
OG0000030	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867	HELIO_04525, HELIO_09505
OG0000030	APOSC_00359	HELIO_06719
OG0000030	APOSC_27610	HELIO_06628
OG0000031	APOSC_14603	HELIO_00637
OG0000031	APOSC_14687	HELIO_00475
OG0000031	APOSC_14535	HELIO_11237
OG0000031	APOSC_00328	HELIO_00951
OG0000031	APOSC_01319	HELIO_11573
OG0000031	APOSC_17680	HELIO_00638
OG0000031	APOSC_02579	HELIO_00007
OG0000031	APOSC_22997	HELIO_02162
OG0000032	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129	HELIO_03061
OG0000032	APOSC_24218	HELIO_05612
OG0000032	APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726	HELIO_06271, HELIO_05549, HELIO_06177
OG0000032	APOSC_11250, APOSC_11249, APOSC_24933	HELIO_02546, HELIO_10763, HELIO_07665, HELIO_07198
OG0000034	APOSC_28767, APOSC_28766	HELIO_03040
OG0000034	APOSC_01056	HELIO_11045
OG0000034	APOSC_00389	HELIO_10910
OG0000034	APOSC_10138	HELIO_05981
OG0000034	APOSC_10830	HELIO_12487
OG0000034	APOSC_23397	HELIO_11629
OG0000034	APOSC_25715	HELIO_08377
OG0000035	APOSC_21179	HELIO_06273
OG0000035	APOSC_27035	HELIO_04621
OG0000035	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826	HELIO_03945, HELIO_04376
OG0000035	APOSC_25872	HELIO_12501
OG0000035	APOSC_04998	HELIO_03534
OG0000035	APOSC_25573	HELIO_06366
OG0000035	APOSC_08656	HELIO_00732
OG0000035	APOSC_21135, APOSC_21136	HELIO_11539
OG0000035	APOSC_16251	HELIO_10164
OG0000035	APOSC_27270	HELIO_04984
OG0000036	APOSC_08020	HELIO_01209, HELIO_01210
OG0000036	APOSC_04631, APOSC_04630	HELIO_09115
OG0000036	APOSC_25667	HELIO_09618
OG0000036	APOSC_07168, APOSC_20421, APOSC_22182	HELIO_10881, HELIO_00206, HELIO_04367, HELIO_07074, HELIO_04322
OG0000036	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485	HELIO_07711
OG0000036	APOSC_06557, APOSC_05790	HELIO_02352, HELIO_11421, HELIO_04744
OG0000037	APOSC_16399	HELIO_07508
OG0000037	APOSC_03749, APOSC_00065	HELIO_06312, HELIO_10715
OG0000037	APOSC_24133	HELIO_01421
OG0000037	APOSC_28740	HELIO_01377
OG0000037	APOSC_09579	HELIO_04770
OG0000037	APOSC_20507, APOSC_00307	HELIO_09574, HELIO_11062, HELIO_01380
OG0000038	APOSC_17727, APOSC_26790, APOSC_06670	HELIO_07209
OG0000039	APOSC_00666	HELIO_01180
OG0000039	APOSC_22387	HELIO_00133
OG0000040	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945
OG0000041	APOSC_19034	HELIO_03057
OG0000042	APOSC_17021, APOSC_22500	HELIO_12728
OG0000043	APOSC_07558	HELIO_00563
OG0000044	APOSC_25765	HELIO_05461
OG0000044	APOSC_22317	HELIO_08837
OG0000044	APOSC_27143	HELIO_02529
OG0000044	APOSC_23682, APOSC_07549	HELIO_01656
OG0000045	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346	HELIO_07351, HELIO_00342
OG0000045	APOSC_08754	HELIO_00381, HELIO_10516, HELIO_06348, HELIO_06793
OG0000045	APOSC_07318	HELIO_03034
OG0000046	APOSC_27956	HELIO_08475
OG0000047	APOSC_07412	HELIO_06314, HELIO_04036
OG0000047	APOSC_18193	HELIO_05583, HELIO_01306
OG0000047	APOSC_21050	HELIO_06838
OG0000047	APOSC_11509	HELIO_06746, HELIO_05006
OG0000048	APOSC_08378	HELIO_12500
OG0000048	APOSC_06436	HELIO_03643
OG0000048	APOSC_03154	HELIO_05826, HELIO_06221
OG0000048	APOSC_05588	HELIO_11655
OG0000048	APOSC_11695	HELIO_08708
OG0000048	APOSC_04736, APOSC_11238	HELIO_11103
OG0000048	APOSC_20195, APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656	HELIO_00288, HELIO_00660, HELIO_12560, HELIO_10706
OG0000048	APOSC_03220	HELIO_05605
OG0000049	APOSC_21344	HELIO_02366
OG0000049	APOSC_12037, APOSC_12038	HELIO_10175
OG0000049	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012	HELIO_12356
OG0000050	APOSC_23849, APOSC_23848, APOSC_00680	HELIO_04635
OG0000050	APOSC_25946, APOSC_16367, APOSC_02924, APOSC_04909	HELIO_04600
OG0000050	APOSC_12511, APOSC_15058, APOSC_21186	HELIO_04507, HELIO_05305
OG0000050	APOSC_20758, APOSC_27570	HELIO_03827, HELIO_11651, HELIO_10651, HELIO_07585
OG0000050	APOSC_18309	HELIO_00791, HELIO_04892, HELIO_11650
OG0000051	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844
OG0000051	APOSC_17477, APOSC_05458, APOSC_29038	HELIO_11965, HELIO_05090, HELIO_05789
OG0000052	APOSC_25118, APOSC_15608, APOSC_21574, APOSC_12782, APOSC_22044	HELIO_04521
OG0000053	APOSC_10479	HELIO_06044
OG0000053	APOSC_18028	HELIO_06677
OG0000053	APOSC_17326, APOSC_04519, APOSC_16028, APOSC_09189	HELIO_04652
OG0000053	APOSC_12801, APOSC_21082, APOSC_17693, APOSC_12690	HELIO_04740
OG0000053	APOSC_21378, APOSC_28641, APOSC_01208, APOSC_23789	HELIO_03906, HELIO_04886
OG0000053	APOSC_19400, APOSC_15301	HELIO_12219, HELIO_10545
OG0000053	APOSC_25850	HELIO_00058
OG0000054	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216
OG0000055	APOSC_22457	HELIO_10362
OG0000056	APOSC_00208, APOSC_00207, APOSC_00209	HELIO_05303
OG0000056	APOSC_17578, APOSC_21646	HELIO_07150
OG0000056	APOSC_04117	HELIO_07638
OG0000058	APOSC_25169	HELIO_04764
OG0000058	APOSC_25682	HELIO_06019
OG0000059	APOSC_10184	HELIO_08348
OG0000059	APOSC_10123	HELIO_09805
OG0000059	APOSC_05314	HELIO_00630
OG0000059	APOSC_25638	HELIO_02571
OG0000059	APOSC_08890	HELIO_11973
OG0000059	APOSC_00480	HELIO_07693
OG0000060	APOSC_15645	HELIO_02035
OG0000060	APOSC_26756	HELIO_11213
OG0000060	APOSC_09536, APOSC_09537	HELIO_01698, HELIO_08930, HELIO_10260
OG0000060	APOSC_08992	HELIO_12113
OG0000061	APOSC_14996	HELIO_11204
OG0000061	APOSC_26114	HELIO_04007
OG0000061	APOSC_02472	HELIO_00294, HELIO_10663
OG0000061	APOSC_15254	HELIO_00140
OG0000061	APOSC_00372	HELIO_07930
OG0000062	APOSC_13553, APOSC_13555	HELIO_01760
OG0000062	APOSC_22259, APOSC_22260	HELIO_09809
OG0000062	APOSC_18486, APOSC_01084	HELIO_06316
OG0000062	APOSC_04350, APOSC_22669, APOSC_22670	HELIO_06187
OG0000062	APOSC_00580	HELIO_08446, HELIO_09104
OG0000063	APOSC_25041	HELIO_10147
OG0000063	APOSC_17949	HELIO_12629
OG0000063	APOSC_04214	HELIO_04719, HELIO_12335, HELIO_11425
OG0000063	APOSC_00283, APOSC_03289, APOSC_03344, APOSC_25427, APOSC_07856, APOSC_00623	HELIO_12062
OG0000063	APOSC_13886, APOSC_04832	HELIO_04155
OG0000064	APOSC_02073	HELIO_01450
OG0000064	APOSC_13863	HELIO_11717
OG0000064	APOSC_00123, APOSC_00124	HELIO_05378
OG0000064	APOSC_01296, APOSC_15130, APOSC_09884	HELIO_04032, HELIO_07061
OG0000065	APOSC_12531	HELIO_07590
OG0000065	APOSC_10714, APOSC_21764, APOSC_21765	HELIO_07271, HELIO_03598, HELIO_00678
OG0000065	APOSC_14736, APOSC_03698, APOSC_03697, APOSC_01129, APOSC_00150, APOSC_01985, APOSC_25088, APOSC_15108, APOSC_28621, APOSC_19931, APOSC_19932, APOSC_12157	HELIO_00187, HELIO_05936, HELIO_05480
OG0000066	APOSC_23538	HELIO_08302
OG0000066	APOSC_20821	HELIO_11387
OG0000067	APOSC_04289, APOSC_00615, APOSC_00616	HELIO_11753, HELIO_06955
OG0000067	APOSC_06312	HELIO_07211, HELIO_04257, HELIO_02907
OG0000067	APOSC_24028	HELIO_01151
OG0000067	APOSC_22826, APOSC_27789, APOSC_07620	HELIO_02361
OG0000067	APOSC_22825, APOSC_12297, APOSC_15268	HELIO_07310
OG0000067	APOSC_06846	HELIO_10782
OG0000068	APOSC_04447, APOSC_04446, APOSC_11083, APOSC_11080, APOSC_11082	HELIO_09495, HELIO_11520, HELIO_04643
OG0000068	APOSC_20989, APOSC_25395, APOSC_02568	HELIO_09524, HELIO_08964
OG0000068	APOSC_09494	HELIO_11774
OG0000069	APOSC_25356	HELIO_11698
OG0000069	APOSC_09914, APOSC_04180, APOSC_28736	HELIO_03190
OG0000069	APOSC_11021	HELIO_05270
OG0000070	APOSC_06564	HELIO_05047
OG0000070	APOSC_13706	HELIO_00591
OG0000071	APOSC_15139	HELIO_00564
OG0000071	APOSC_13628	HELIO_11788
OG0000071	APOSC_00250	HELIO_04987, HELIO_11295
OG0000072	APOSC_14045	HELIO_10317
OG0000072	APOSC_26208	HELIO_09782
OG0000072	APOSC_12820	HELIO_10131
OG0000072	APOSC_12732, APOSC_13636, APOSC_07172	HELIO_05118, HELIO_10379
OG0000072	APOSC_22786, APOSC_22112	HELIO_04791
OG0000073	APOSC_01871, APOSC_01872, APOSC_01870	HELIO_06740, HELIO_06515, HELIO_11840, HELIO_11839
OG0000073	APOSC_27321	HELIO_07437
OG0000074	APOSC_10399	HELIO_11128
OG0000074	APOSC_08687	HELIO_09183
OG0000074	APOSC_25382	HELIO_01338, HELIO_05011
OG0000074	APOSC_18220	HELIO_06403
OG0000074	APOSC_00195	HELIO_01439, HELIO_07384
OG0000075	APOSC_14489	HELIO_02705
OG0000075	APOSC_10923	HELIO_12175
OG0000075	APOSC_12033	HELIO_07086
OG0000075	APOSC_07538	HELIO_01193
OG0000075	APOSC_08706	HELIO_09567
OG0000075	APOSC_20859	HELIO_05177
OG0000075	APOSC_19754	HELIO_00684
OG0000076	APOSC_06553, APOSC_03640, APOSC_24931	HELIO_06908
OG0000076	APOSC_02646, APOSC_07341, APOSC_25810, APOSC_11913	HELIO_05357
OG0000076	APOSC_15410	HELIO_06296
OG0000076	APOSC_03196, APOSC_11772	HELIO_11136
OG0000076	APOSC_00749	HELIO_04187
OG0000077	APOSC_15032	HELIO_05657
OG0000077	APOSC_19689	HELIO_00295
OG0000077	APOSC_21239	HELIO_11466
OG0000078	APOSC_28185	HELIO_04372
OG0000078	APOSC_19588, APOSC_19587, APOSC_28007	HELIO_06334
OG0000078	APOSC_00200, APOSC_02992, APOSC_10949, APOSC_21464, APOSC_21465	HELIO_06313
OG0000078	APOSC_07974, APOSC_05720, APOSC_10828, APOSC_18570, APOSC_24302, APOSC_00416, APOSC_00417, APOSC_23365, APOSC_21031, APOSC_25189, APOSC_15392, APOSC_03625, APOSC_20118, APOSC_27004, APOSC_19017, APOSC_06908	HELIO_02467
OG0000079	APOSC_14016, APOSC_18637, APOSC_09201	HELIO_01794, HELIO_05740
OG0000079	APOSC_10552, APOSC_10551	HELIO_00549
OG0000079	APOSC_06744, APOSC_18934, APOSC_10580	HELIO_01744, HELIO_07509
OG0000080	APOSC_04715	HELIO_10367
OG0000080	APOSC_01450	HELIO_08678, HELIO_04917
OG0000080	APOSC_18689	HELIO_06750
OG0000080	APOSC_13316, APOSC_20361	HELIO_07366, HELIO_06819
OG0000080	APOSC_12622	HELIO_10773
OG0000081	APOSC_01179, APOSC_09602, APOSC_20049, APOSC_01834	HELIO_00244
