Orthogroup	BRALA	APOSC_ok
OG0000007	BRALA18647	APOSC_10715
OG0000007	BRALA23348	APOSC_26829
OG0000007	BRALA05625	APOSC_17950
OG0000007	BRALA30788	APOSC_07482
OG0000008	BRALA27340	APOSC_05395
OG0000008	BRALA26171, BRALA33769, BRALA26174, BRALA26137, BRALA30164, BRALA05954	APOSC_21268, APOSC_17741, APOSC_28461, APOSC_04276, APOSC_07021, APOSC_04176, APOSC_04177
OG0000008	BRALA09673	APOSC_27045
OG0000008	BRALA27036	APOSC_15945, APOSC_29112, APOSC_03545
OG0000008	BRALA26942	APOSC_21976, APOSC_21294, APOSC_21293
OG0000008	BRALA20539	APOSC_25161
OG0000009	BRALA33044, BRALA32203, BRALA32983	APOSC_11177, APOSC_07331
OG0000009	BRALA26278, BRALA32982	APOSC_02463, APOSC_11202, APOSC_23861, APOSC_08876, APOSC_15628
OG0000009	BRALA26344, BRALA34657	APOSC_14640
OG0000009	BRALA33043, BRALA22992, BRALA30025	APOSC_25847
OG0000009	BRALA12697, BRALA27847	APOSC_15459, APOSC_11500, APOSC_25661, APOSC_00854, APOSC_26261
OG0000009	BRALA32265, BRALA29866, BRALA26277, BRALA33071, BRALA32981, BRALA30024, BRALA26298, BRALA26297, BRALA06338	APOSC_11617
OG0000010	BRALA13736, BRALA14215, BRALA13464, BRALA24211, BRALA24209	APOSC_17642
OG0000010	BRALA08739, BRALA05744	APOSC_12174
OG0000010	BRALA17508, BRALA01650	APOSC_14960
OG0000010	BRALA02432	APOSC_00985
OG0000010	BRALA03922	APOSC_21784
OG0000010	BRALA23756, BRALA23757, BRALA23755, BRALA23754	APOSC_25939
OG0000010	BRALA26959, BRALA34111, BRALA03882, BRALA23970, BRALA23974, BRALA23975, BRALA23976, BRALA23977	APOSC_26738, APOSC_01123, APOSC_00727
OG0000011	BRALA06520, BRALA31196	APOSC_14101, APOSC_22534, APOSC_11940
OG0000011	BRALA14401, BRALA26140, BRALA10514, BRALA15580, BRALA11289, BRALA08054, BRALA04532, BRALA22147	APOSC_05379, APOSC_05259, APOSC_08942, APOSC_02299, APOSC_21470
OG0000011	BRALA34302	APOSC_15475, APOSC_18996
OG0000011	BRALA22896, BRALA17910	APOSC_21593
OG0000011	BRALA07657, BRALA07658, BRALA14523, BRALA24764, BRALA15476, BRALA23449, BRALA24766, BRALA32763, BRALA07512, BRALA05037	APOSC_25130, APOSC_25933, APOSC_01416, APOSC_25932, APOSC_00037, APOSC_04547, APOSC_10178, APOSC_13118
OG0000011	BRALA06517, BRALA01847, BRALA32798	APOSC_19810
OG0000011	BRALA04980	APOSC_08981, APOSC_17566, APOSC_17899, APOSC_24383, APOSC_27819, APOSC_02640, APOSC_01478, APOSC_01406
OG0000011	BRALA19792	APOSC_24720, APOSC_20093
OG0000011	BRALA17612	APOSC_13401
OG0000012	BRALA12212, BRALA16898, BRALA21507, BRALA26960, BRALA19503, BRALA19502, BRALA19501, BRALA18532, BRALA31453, BRALA26961, BRALA08455, BRALA12215	APOSC_26906, APOSC_13089
OG0000012	BRALA00546	APOSC_13357
OG0000012	BRALA22947	APOSC_26545
OG0000012	BRALA20558, BRALA12213, BRALA23779, BRALA32735	APOSC_14826
OG0000013	BRALA32294, BRALA12236, BRALA30121, BRALA23251, BRALA30117, BRALA15745, BRALA16184, BRALA26074, BRALA19927, BRALA16969, BRALA20536, BRALA31575, BRALA04855, BRALA20488, BRALA16980, BRALA30511, BRALA16953, BRALA16964, BRALA28033, BRALA16970, BRALA23206, BRALA31240, BRALA23084, BRALA03245, BRALA05270, BRALA21240, BRALA11603, BRALA32226, BRALA32225, BRALA14863, BRALA11595, BRALA11594, BRALA14897, BRALA10656, BRALA10655, BRALA22697, BRALA13629, BRALA13628, BRALA10659, BRALA13631	APOSC_26024, APOSC_17612
OG0000014	BRALA21274	APOSC_19789
OG0000014	BRALA28626, BRALA28625, BRALA28624	APOSC_00187
OG0000015	BRALA06628	APOSC_08494
OG0000015	BRALA22447	APOSC_04279
OG0000016	BRALA00485	APOSC_05404
OG0000016	BRALA32113, BRALA10406	APOSC_09216
OG0000016	BRALA09688	APOSC_26907
OG0000016	BRALA21418, BRALA29534, BRALA13585	APOSC_26372, APOSC_26868, APOSC_26028
OG0000016	BRALA33945, BRALA35656, BRALA16777, BRALA04807, BRALA04808	APOSC_27534
OG0000016	BRALA09686	APOSC_05485
OG0000016	BRALA22170	APOSC_19884
OG0000017	BRALA05160	APOSC_04701
OG0000017	BRALA33969	APOSC_10874
OG0000017	BRALA23160, BRALA12731	APOSC_22083, APOSC_26544
OG0000018	BRALA26433	APOSC_17923
OG0000018	BRALA25938, BRALA02443, BRALA07959, BRALA03388, BRALA27096, BRALA25561	APOSC_01143, APOSC_05051, APOSC_27730, APOSC_15473, APOSC_09190, APOSC_02455, APOSC_11910
OG0000018	BRALA32899, BRALA10376, BRALA33972, BRALA06055, BRALA32913, BRALA27818, BRALA31950, BRALA27816	APOSC_18020
OG0000018	BRALA27952, BRALA31952	APOSC_25698
OG0000018	BRALA27097	APOSC_08452, APOSC_21594, APOSC_14592, APOSC_10136, APOSC_24463, APOSC_06216, APOSC_11694, APOSC_11405, APOSC_11402, APOSC_28174, APOSC_28173, APOSC_15394, APOSC_07808, APOSC_07807
OG0000018	BRALA26026	APOSC_18141
OG0000018	BRALA21060, BRALA29268, BRALA14856, BRALA33527, BRALA20529, BRALA31173, BRALA31798, BRALA31682, BRALA20809, BRALA22881, BRALA23260, BRALA10388, BRALA26529, BRALA24038, BRALA26479, BRALA10888, BRALA14857, BRALA26062, BRALA19814, BRALA25485	APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689
OG0000019	BRALA00309, BRALA00310, BRALA00311	APOSC_11237, APOSC_00757, APOSC_06078, APOSC_12007, APOSC_14511, APOSC_21290, APOSC_03807, APOSC_15494
OG0000019	BRALA00404, BRALA00405	APOSC_14801, APOSC_11507
OG0000020	BRALA09135	APOSC_14708
OG0000020	BRALA28848	APOSC_13376
OG0000020	BRALA05608	APOSC_28648
OG0000020	BRALA27392	APOSC_00691
OG0000020	BRALA11912	APOSC_03094
OG0000020	BRALA18130	APOSC_07853
OG0000020	BRALA12599	APOSC_14067
OG0000020	BRALA10628	APOSC_25230
OG0000021	BRALA18963	APOSC_11990
OG0000021	BRALA18098	APOSC_13612
OG0000021	BRALA30352	APOSC_02202
OG0000021	BRALA34639, BRALA31905	APOSC_27384
OG0000021	BRALA06012	APOSC_03399, APOSC_23486, APOSC_20200, APOSC_20201, APOSC_00458, APOSC_17587, APOSC_13199, APOSC_11609, APOSC_23651, APOSC_17223, APOSC_20614
OG0000021	BRALA20360, BRALA20164	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082
OG0000023	BRALA34393, BRALA34449, BRALA33273	APOSC_14758
OG0000023	BRALA25880	APOSC_29066, APOSC_12894
OG0000023	BRALA05747, BRALA25168, BRALA25184, BRALA25185, BRALA29062, BRALA25437	APOSC_23823, APOSC_12992, APOSC_08983, APOSC_08982
OG0000023	BRALA17881, BRALA21074, BRALA03421	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870
OG0000024	BRALA13162, BRALA17266	APOSC_19344, APOSC_19343, APOSC_19342, APOSC_21649, APOSC_27461, APOSC_10842, APOSC_04012, APOSC_04013, APOSC_04014, APOSC_08549, APOSC_21398, APOSC_17589
OG0000025	BRALA32180	APOSC_17955, APOSC_21691
OG0000025	BRALA21990, BRALA01764, BRALA20092	APOSC_04292
OG0000025	BRALA29928, BRALA29404	APOSC_02742
OG0000025	BRALA01670, BRALA20143, BRALA15727, BRALA11574, BRALA26555	APOSC_16064, APOSC_13930, APOSC_14384, APOSC_20106, APOSC_27720, APOSC_16406, APOSC_27399, APOSC_26764, APOSC_02075, APOSC_16057, APOSC_04291, APOSC_13769, APOSC_15339
OG0000025	BRALA18864	APOSC_09001
OG0000025	BRALA08078, BRALA28867, BRALA19412, BRALA08149, BRALA12844, BRALA13976, BRALA21247, BRALA25435, BRALA28795, BRALA26554	APOSC_10546, APOSC_03176
OG0000025	BRALA15728, BRALA15173, BRALA17925, BRALA20091, BRALA25964, BRALA20492, BRALA24129, BRALA01765, BRALA32347	APOSC_26832, APOSC_25716, APOSC_04817, APOSC_15835, APOSC_10002, APOSC_03320, APOSC_08050, APOSC_11235, APOSC_13630, APOSC_13492, APOSC_02242
OG0000026	BRALA07901, BRALA07423	APOSC_12180
OG0000026	BRALA18399, BRALA07898, BRALA07900, BRALA07899, BRALA34641, BRALA22918	APOSC_13965
OG0000026	BRALA15313	APOSC_06128
OG0000026	BRALA17325, BRALA20027, BRALA16217, BRALA10481, BRALA13063, BRALA15952, BRALA05914, BRALA05915, BRALA10202, BRALA12591, BRALA01447, BRALA05916, BRALA05917, BRALA23569, BRALA17359	APOSC_00772, APOSC_25893, APOSC_00773, APOSC_03305, APOSC_26195
OG0000026	BRALA01767	APOSC_14214
OG0000027	BRALA16500, BRALA16502	APOSC_23292, APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792
OG0000028	BRALA08523	APOSC_17838, APOSC_17839
OG0000028	BRALA00011, BRALA12956, BRALA12957	APOSC_22919, APOSC_22920
OG0000028	BRALA19589, BRALA19590, BRALA06381, BRALA06380, BRALA21277	APOSC_04255, APOSC_27024, APOSC_04522
OG0000029	BRALA01099	APOSC_04700
OG0000029	BRALA00240	APOSC_18084
OG0000030	BRALA04160, BRALA13442	APOSC_06833, APOSC_14874, APOSC_04381
OG0000030	BRALA32573	APOSC_00359
OG0000030	BRALA13032	APOSC_18052, APOSC_19478
OG0000030	BRALA10449	APOSC_12149
OG0000030	BRALA32176	APOSC_27610
OG0000031	BRALA28310, BRALA01948, BRALA09437, BRALA32909, BRALA01946, BRALA12064, BRALA09438, BRALA01951, BRALA14885, BRALA09441, BRALA09439, BRALA32910, BRALA01947, BRALA01952, BRALA14882, BRALA23662, BRALA14883, BRALA19306, BRALA05713, BRALA17265, BRALA15256, BRALA15254, BRALA01977, BRALA22606	APOSC_14603
OG0000031	BRALA04543	APOSC_14687
OG0000031	BRALA04547	APOSC_14535
OG0000031	BRALA13458	APOSC_00328
OG0000031	BRALA16640	APOSC_01319
OG0000031	BRALA28311	APOSC_17680
OG0000031	BRALA15572	APOSC_06756, APOSC_06755
OG0000032	BRALA11179, BRALA11177, BRALA09647	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726
OG0000034	BRALA27570	APOSC_28767, APOSC_28766
OG0000034	BRALA08751	APOSC_01056
OG0000034	BRALA08901, BRALA03079	APOSC_00389
OG0000034	BRALA17580	APOSC_10138
OG0000034	BRALA08885	APOSC_10830
OG0000034	BRALA06594	APOSC_23397
OG0000034	BRALA18444	APOSC_00072
OG0000034	BRALA02412	APOSC_15909
OG0000035	BRALA21367, BRALA35402	APOSC_27035
OG0000035	BRALA13925	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826
OG0000035	BRALA13921	APOSC_04998
OG0000035	BRALA29588	APOSC_25573
OG0000035	BRALA13915, BRALA22877	APOSC_08656, APOSC_21135, APOSC_21136
OG0000035	BRALA13917	APOSC_27270
OG0000036	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181	APOSC_08020, APOSC_04631, APOSC_04630, APOSC_25667
OG0000036	BRALA06754	APOSC_00378
OG0000036	BRALA31321, BRALA06755, BRALA06753, BRALA18345	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485
OG0000036	BRALA22402, BRALA22404	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092
OG0000037	BRALA22282	APOSC_01516
OG0000037	BRALA22275	APOSC_24133
OG0000037	BRALA16015	APOSC_28740
OG0000037	BRALA16388	APOSC_09580, APOSC_09579
OG0000038	BRALA32346	APOSC_06537, APOSC_16047, APOSC_06107, APOSC_14280, APOSC_05817, APOSC_20988
OG0000038	BRALA13194	APOSC_17001
OG0000038	BRALA18077	APOSC_17727, APOSC_26790, APOSC_06670, APOSC_12872, APOSC_10359, APOSC_20091, APOSC_10945
OG0000038	BRALA04779	APOSC_22530
OG0000038	BRALA27417	APOSC_25222, APOSC_10656
OG0000039	BRALA01170, BRALA17648, BRALA19632, BRALA19635, BRALA01164	APOSC_00666
OG0000039	BRALA31558	APOSC_17065
OG0000039	BRALA02916, BRALA20258, BRALA27882, BRALA01626, BRALA01628, BRALA23751, BRALA01619, BRALA01617, BRALA01627, BRALA01624, BRALA01620, BRALA01618, BRALA04466, BRALA04471, BRALA01927, BRALA16092	APOSC_22387
OG0000039	BRALA19542	APOSC_06140, APOSC_06138, APOSC_06139, APOSC_14138, APOSC_03802, APOSC_26119, APOSC_03803, APOSC_06401, APOSC_25262
OG0000040	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234
OG0000041	BRALA24286, BRALA29257	APOSC_19034
OG0000041	BRALA07763, BRALA29216, BRALA11960, BRALA35158	APOSC_26184
OG0000041	BRALA27215	APOSC_00445
OG0000042	BRALA00418	APOSC_03215
OG0000042	BRALA26932, BRALA10497, BRALA33237, BRALA25972, BRALA26227, BRALA30833, BRALA32825, BRALA26228, BRALA11123, BRALA11124, BRALA11125, BRALA26907, BRALA26906, BRALA26912, BRALA26903, BRALA15159, BRALA21422, BRALA22612, BRALA04619, BRALA28472	APOSC_20693, APOSC_03472
OG0000043	BRALA06468	APOSC_10405
OG0000043	BRALA06439, BRALA20722	APOSC_07558
OG0000044	BRALA16330, BRALA33207	APOSC_25765
OG0000044	BRALA28596	APOSC_27143
OG0000044	BRALA12952	APOSC_23682, APOSC_07549
OG0000045	BRALA29043, BRALA32667	APOSC_22122, APOSC_09364, APOSC_16917
OG0000045	BRALA00161, BRALA00165, BRALA00163, BRALA00162	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346
OG0000045	BRALA00175, BRALA00172, BRALA00173	APOSC_00620, APOSC_28402, APOSC_22340
OG0000045	BRALA00167, BRALA00176, BRALA00180	APOSC_21821
OG0000045	BRALA06480	APOSC_04551
OG0000045	BRALA00168, BRALA00164	APOSC_22210, APOSC_25137, APOSC_21940
OG0000045	BRALA01913, BRALA01918, BRALA01920	APOSC_07318
OG0000046	BRALA28946	APOSC_27956
OG0000046	BRALA05184, BRALA05187, BRALA01521, BRALA01523, BRALA00548, BRALA15946	APOSC_17204, APOSC_26711
OG0000047	BRALA08165	APOSC_28415
OG0000047	BRALA26369, BRALA32034, BRALA34020, BRALA28823, BRALA03575, BRALA05399, BRALA24725, BRALA07480, BRALA17974, BRALA28047, BRALA13926	APOSC_07412
OG0000047	BRALA33326, BRALA22587	APOSC_09840
OG0000047	BRALA23218, BRALA14165, BRALA14164, BRALA28069, BRALA00424, BRALA02976, BRALA02069, BRALA27265, BRALA11914, BRALA08126, BRALA12628, BRALA20001, BRALA31913, BRALA33929, BRALA30421, BRALA10187, BRALA26702, BRALA12513, BRALA17224, BRALA02337, BRALA11367, BRALA31778, BRALA17391	APOSC_18193
OG0000047	BRALA32269	APOSC_21050
OG0000047	BRALA08127	APOSC_18729
OG0000047	BRALA28421, BRALA26027, BRALA20000, BRALA11368, BRALA03322, BRALA30328	APOSC_28474
OG0000047	BRALA11646, BRALA13140, BRALA20817, BRALA14861	APOSC_04377
OG0000048	BRALA17809	APOSC_05588
OG0000048	BRALA10830	APOSC_11695
OG0000048	BRALA03524	APOSC_03220
OG0000049	BRALA08952, BRALA08950, BRALA08951	APOSC_16875
OG0000049	BRALA15334	APOSC_03799
OG0000049	BRALA15336, BRALA15335	APOSC_10378
OG0000049	BRALA17285, BRALA26771	APOSC_00932
OG0000049	BRALA08954, BRALA23719	APOSC_16928, APOSC_08279, APOSC_26768, APOSC_02986, APOSC_00276
OG0000049	BRALA16919, BRALA35874, BRALA15337	APOSC_13440
OG0000050	BRALA29504, BRALA33239	APOSC_23849, APOSC_23848, APOSC_00680
OG0000050	BRALA23285	APOSC_13214, APOSC_23760, APOSC_25497
OG0000050	BRALA27959, BRALA01945, BRALA33449, BRALA32066, BRALA01944, BRALA30000, BRALA21559, BRALA15438, BRALA30119	APOSC_21186
OG0000050	BRALA35714	APOSC_09709
OG0000050	BRALA21077	APOSC_20758, APOSC_27570
OG0000050	BRALA28793, BRALA27960, BRALA31232	APOSC_04902
OG0000051	BRALA17952	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789
OG0000051	BRALA22978, BRALA25416	APOSC_17477, APOSC_05458, APOSC_29038
OG0000052	BRALA20142	APOSC_24676
OG0000052	BRALA01780, BRALA19636, BRALA03448, BRALA25177, BRALA34774, BRALA19340, BRALA19337, BRALA13175, BRALA29756, BRALA21907, BRALA29760, BRALA26550, BRALA11628, BRALA30906, BRALA27793, BRALA29469, BRALA18478, BRALA20881, BRALA32444, BRALA27554, BRALA22559, BRALA28706	APOSC_25118, APOSC_15608, APOSC_21574, APOSC_12782, APOSC_22044
OG0000053	BRALA35406	APOSC_18028
OG0000054	BRALA02118	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151
OG0000055	BRALA34592	APOSC_17351
OG0000055	BRALA06465, BRALA06467	APOSC_22457
OG0000056	BRALA00682, BRALA22096	APOSC_00208, APOSC_00207, APOSC_00209
OG0000058	BRALA24063	APOSC_09888
OG0000058	BRALA06324	APOSC_06035
OG0000058	BRALA14300, BRALA24917, BRALA27306	APOSC_07162
OG0000058	BRALA14302	APOSC_24215
OG0000058	BRALA27304	APOSC_22361, APOSC_16962, APOSC_27470, APOSC_25169, APOSC_25682
OG0000059	BRALA11568	APOSC_10184
OG0000059	BRALA28531, BRALA32778, BRALA23279	APOSC_17410
OG0000059	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308	APOSC_10123
OG0000059	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715	APOSC_05314, APOSC_25638, APOSC_08890
OG0000059	BRALA19963, BRALA20366	APOSC_00480
OG0000060	BRALA01718	APOSC_15645
OG0000060	BRALA00658, BRALA22074	APOSC_26756
OG0000061	BRALA07400	APOSC_14996
OG0000061	BRALA23690, BRALA23691, BRALA23692, BRALA33700, BRALA14844, BRALA22663, BRALA26552, BRALA22659, BRALA26551, BRALA26563	APOSC_00292
OG0000061	BRALA09017, BRALA07401, BRALA14793, BRALA14792	APOSC_26114, APOSC_02472
OG0000061	BRALA07399, BRALA11283, BRALA07094, BRALA17504	APOSC_22657, APOSC_15254, APOSC_00372
OG0000062	BRALA21142	APOSC_26763
OG0000062	BRALA31607	APOSC_18486, APOSC_01084
OG0000062	BRALA35327, BRALA00098	APOSC_00580
OG0000063	BRALA00957, BRALA27402, BRALA12767, BRALA05064, BRALA05065	APOSC_22074, APOSC_13172, APOSC_22080
OG0000063	BRALA01329	APOSC_00283, APOSC_03289, APOSC_03344, APOSC_25427, APOSC_07856, APOSC_00623
OG0000063	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297	APOSC_13886, APOSC_04832
OG0000066	BRALA25173, BRALA12022, BRALA14833, BRALA25174, BRALA14834, BRALA12019, BRALA12020, BRALA12018, BRALA25175	APOSC_23538
OG0000066	BRALA25733	APOSC_20821
OG0000067	BRALA04453	APOSC_04289, APOSC_00615, APOSC_00616
OG0000067	BRALA35634	APOSC_22825
OG0000068	BRALA17338	APOSC_25733
OG0000069	BRALA10090	APOSC_25357
OG0000069	BRALA31904, BRALA27769, BRALA28929	APOSC_25356
OG0000069	BRALA06255, BRALA22501	APOSC_27459
OG0000069	BRALA11725	APOSC_07708
OG0000069	BRALA18787	APOSC_11021
OG0000070	BRALA00642, BRALA00640, BRALA22018, BRALA22019, BRALA21248, BRALA08298	APOSC_23675
OG0000070	BRALA14166, BRALA14168	APOSC_18875
OG0000070	BRALA14506, BRALA14507, BRALA14508, BRALA00869, BRALA13923, BRALA21904, BRALA31816, BRALA28174, BRALA29611, BRALA33117, BRALA16447, BRALA14504, BRALA14505, BRALA15434, BRALA07382, BRALA09112, BRALA15447, BRALA14512, BRALA07371, BRALA14167, BRALA10327, BRALA03588, BRALA09032, BRALA02167	APOSC_15113, APOSC_18604, APOSC_18402
OG0000070	BRALA22763, BRALA01254	APOSC_17719, APOSC_06564, APOSC_13706, APOSC_09948
OG0000071	BRALA16857	APOSC_13628
OG0000071	BRALA32052, BRALA20842, BRALA32055, BRALA20769	APOSC_00250
OG0000072	BRALA08308	APOSC_14045
OG0000072	BRALA12631	APOSC_26208
OG0000072	BRALA35229, BRALA34984, BRALA33639, BRALA31916	APOSC_12820
OG0000072	BRALA03848	APOSC_12732, APOSC_13636, APOSC_07172
OG0000072	BRALA26087, BRALA26084, BRALA20069, BRALA20068, BRALA23306	APOSC_01547
OG0000072	BRALA18086	APOSC_22786, APOSC_22112
OG0000073	BRALA32720	APOSC_13256
OG0000073	BRALA14657, BRALA21835, BRALA32812	APOSC_28014, APOSC_10969, APOSC_08177, APOSC_13622, APOSC_23229, APOSC_06244, APOSC_06245, APOSC_15423, APOSC_02893, APOSC_02894, APOSC_25469, APOSC_25468
OG0000073	BRALA22888, BRALA02628, BRALA09933, BRALA18280	APOSC_27321
OG0000074	BRALA08058	APOSC_18220
OG0000075	BRALA11316	APOSC_14489
OG0000075	BRALA18754	APOSC_12033
OG0000075	BRALA11318	APOSC_07538
OG0000075	BRALA17353	APOSC_06620
OG0000075	BRALA20309	APOSC_08706
OG0000075	BRALA25719	APOSC_20859
OG0000075	BRALA17324	APOSC_19754
OG0000076	BRALA29889	APOSC_27192, APOSC_24774, APOSC_00610
OG0000076	BRALA30389	APOSC_06553, APOSC_03640, APOSC_24931
OG0000076	BRALA29888	APOSC_25810
OG0000076	BRALA06580	APOSC_15410
OG0000076	BRALA29887	APOSC_03196
OG0000077	BRALA11472	APOSC_15032
OG0000077	BRALA35746, BRALA06424	APOSC_19689
OG0000077	BRALA09898	APOSC_21239
OG0000077	BRALA35849	APOSC_06807
OG0000079	BRALA00097, BRALA00109	APOSC_14016, APOSC_18637, APOSC_09201
OG0000079	BRALA18105	APOSC_14696
