Orthogroup	BRALA	HELIO_ok
OG0000050	BRALA27959, BRALA01945, BRALA33449, BRALA32066, BRALA01944, BRALA30000, BRALA21559, BRALA15438, BRALA30119	HELIO_04507, HELIO_05305
OG0000050	BRALA21077	HELIO_03827, HELIO_11651, HELIO_10651, HELIO_07585
OG0000051	BRALA17952	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844
OG0000051	BRALA22978, BRALA25416	HELIO_11965, HELIO_05090, HELIO_05789
OG0000052	BRALA14154, BRALA03903, BRALA35146	HELIO_05693
OG0000052	BRALA01780, BRALA19636, BRALA03448, BRALA25177, BRALA34774, BRALA19340, BRALA19337, BRALA13175, BRALA29756, BRALA21907, BRALA29760, BRALA26550, BRALA11628, BRALA30906, BRALA27793, BRALA29469, BRALA18478, BRALA20881, BRALA32444, BRALA27554, BRALA22559, BRALA28706, BRALA23403, BRALA12582, BRALA24313, BRALA03336, BRALA01309, BRALA00341, BRALA01921, BRALA17134, BRALA09402, BRALA13022, BRALA11458, BRALA26226, BRALA32281, BRALA31303	HELIO_04521
OG0000054	BRALA24089	HELIO_03625, HELIO_05561
OG0000054	BRALA02118	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216
OG0000056	BRALA00682, BRALA22096	HELIO_05303
OG0000056	BRALA21309	HELIO_03513
OG0000057	BRALA22206, BRALA11691, BRALA27516, BRALA21236	HELIO_05858
OG0000057	BRALA00966, BRALA09850, BRALA13889, BRALA10001, BRALA13910, BRALA23224, BRALA06484, BRALA33854, BRALA09469, BRALA07816, BRALA07817, BRALA07813, BRALA34412, BRALA23522, BRALA07814, BRALA23123, BRALA16040	HELIO_07020
OG0000058	BRALA27304	HELIO_04764, HELIO_06019
OG0000059	BRALA11568	HELIO_08348
OG0000059	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308	HELIO_09805
OG0000059	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715	HELIO_00630, HELIO_02571, HELIO_00753, HELIO_11973
OG0000059	BRALA19963, BRALA20366	HELIO_07693, HELIO_05488
OG0000060	BRALA01718	HELIO_02035
OG0000060	BRALA00658, BRALA22074	HELIO_11213
OG0000061	BRALA07400	HELIO_11204
OG0000061	BRALA09017, BRALA07401, BRALA14793, BRALA14792	HELIO_04007, HELIO_00294, HELIO_10663
OG0000061	BRALA07399, BRALA11283, BRALA07094, BRALA17504	HELIO_00140, HELIO_07930
OG0000062	BRALA31607	HELIO_06316
OG0000062	BRALA35327, BRALA00098	HELIO_08446, HELIO_09104
OG0000063	BRALA01329	HELIO_12062
OG0000063	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297	HELIO_04155
OG0000066	BRALA25173, BRALA12022, BRALA14833, BRALA25174, BRALA14834, BRALA12019, BRALA12020, BRALA12018, BRALA25175	HELIO_08302
OG0000066	BRALA25733	HELIO_11387
OG0000066	BRALA34593, BRALA24323, BRALA27164	HELIO_05268
OG0000067	BRALA04453	HELIO_11753, HELIO_06955
OG0000067	BRALA35634, BRALA09451	HELIO_07310
OG0000069	BRALA31904, BRALA27769, BRALA28929	HELIO_11698
OG0000070	BRALA24904	HELIO_00590
OG0000070	BRALA22763, BRALA01254	HELIO_05047, HELIO_00591
OG0000071	BRALA16857	HELIO_11788
OG0000071	BRALA32052, BRALA20842, BRALA32055, BRALA20769	HELIO_04987, HELIO_11295
OG0000072	BRALA08308	HELIO_10317
OG0000072	BRALA12631	HELIO_09782
OG0000072	BRALA35229, BRALA34984, BRALA33639, BRALA31916	HELIO_10131
OG0000072	BRALA03848	HELIO_05118, HELIO_10379
OG0000072	BRALA18086	HELIO_04791
OG0000073	BRALA22888, BRALA02628, BRALA09933, BRALA18280	HELIO_07437
OG0000074	BRALA08058	HELIO_06403
OG0000075	BRALA11316	HELIO_02705
OG0000075	BRALA07062	HELIO_01007
OG0000075	BRALA18754	HELIO_07086
OG0000075	BRALA11318	HELIO_01193
OG0000075	BRALA20309	HELIO_09567
OG0000075	BRALA25719	HELIO_05177
OG0000075	BRALA17324	HELIO_00684
OG0000076	BRALA30389	HELIO_06908
OG0000076	BRALA10512, BRALA29888	HELIO_05357
OG0000076	BRALA06580	HELIO_06296
OG0000076	BRALA29887	HELIO_11136
OG0000077	BRALA11472	HELIO_05657
OG0000077	BRALA35746, BRALA06424	HELIO_00295
OG0000077	BRALA09898	HELIO_11466
OG0000078	BRALA02325	HELIO_04314, HELIO_00570
OG0000079	BRALA00097, BRALA00109	HELIO_01794, HELIO_05740
OG0000079	BRALA22809	HELIO_00549
OG0000079	BRALA13477, BRALA00141, BRALA16237, BRALA25844, BRALA16235	HELIO_01744, HELIO_07509
OG0000080	BRALA16765	HELIO_10367, HELIO_08678, HELIO_04917, HELIO_06961
OG0000081	BRALA18450, BRALA18449, BRALA18446, BRALA18452, BRALA05158, BRALA05161	HELIO_00244
OG0000082	BRALA23665	HELIO_12249
OG0000082	BRALA23991	HELIO_08556
OG0000082	BRALA10738	HELIO_06503, HELIO_04026, HELIO_02219
OG0000082	BRALA12024	HELIO_05158
OG0000083	BRALA34234, BRALA06829	HELIO_10428
OG0000083	BRALA25048	HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391, HELIO_00176, HELIO_06864, HELIO_06088, HELIO_07519, HELIO_05673
OG0000084	BRALA06864, BRALA06861, BRALA24902, BRALA20804	HELIO_06950
OG0000085	BRALA10231	HELIO_02405
OG0000085	BRALA35021	HELIO_05344
OG0000085	BRALA25560	HELIO_08642
OG0000085	BRALA18829	HELIO_11582
OG0000086	BRALA30393	HELIO_04467
OG0000087	BRALA25013	HELIO_10299
OG0000087	BRALA04156	HELIO_04335
OG0000087	BRALA02414	HELIO_00773
OG0000087	BRALA11395	HELIO_02061
OG0000087	BRALA13093	HELIO_06411
OG0000088	BRALA15338, BRALA01326, BRALA11261, BRALA04185, BRALA11262, BRALA11263, BRALA13073, BRALA15449, BRALA28619, BRALA23225, BRALA05764, BRALA00340	HELIO_00040, HELIO_06555, HELIO_11791, HELIO_06055, HELIO_05195, HELIO_00315, HELIO_08555, HELIO_06391
OG0000088	BRALA17728	HELIO_08028
OG0000089	BRALA30280, BRALA11321, BRALA01875, BRALA04469, BRALA29882, BRALA04174, BRALA10340, BRALA11376, BRALA20593	HELIO_06389, HELIO_03526, HELIO_07518, HELIO_10304
OG0000089	BRALA34209	HELIO_06684
OG0000089	BRALA08976, BRALA35711, BRALA10278	HELIO_10658
OG0000090	BRALA02609	HELIO_04390
OG0000090	BRALA02611	HELIO_12415
OG0000090	BRALA09731	HELIO_09255
OG0000090	BRALA04706	HELIO_03859, HELIO_12616
OG0000091	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198	HELIO_06609
OG0000093	BRALA28377, BRALA20522, BRALA17985, BRALA09980, BRALA27134, BRALA10169, BRALA26746, BRALA09214, BRALA09292, BRALA09217, BRALA09420, BRALA04873, BRALA21833, BRALA30465, BRALA09212, BRALA07003, BRALA04758, BRALA20840, BRALA13823, BRALA28274, BRALA31045, BRALA13918, BRALA16091, BRALA31189	HELIO_00044
OG0000093	BRALA11908, BRALA24397, BRALA24396, BRALA11910, BRALA11909, BRALA28868, BRALA21888, BRALA08104, BRALA25999, BRALA23972, BRALA01382, BRALA01380, BRALA08219, BRALA08221, BRALA08220, BRALA11214, BRALA23556, BRALA22226, BRALA29727, BRALA11781, BRALA11780, BRALA23126, BRALA16469, BRALA00842, BRALA15704	HELIO_04928, HELIO_06889
OG0000094	BRALA34518	HELIO_07015
OG0000094	BRALA09222, BRALA24092	HELIO_03878
OG0000095	BRALA15122, BRALA25718, BRALA09730, BRALA09773, BRALA27146, BRALA20760, BRALA08842	HELIO_01565, HELIO_06183, HELIO_04673, HELIO_07611, HELIO_04751, HELIO_04874
OG0000096	BRALA29898, BRALA29897	HELIO_07466
OG0000096	BRALA16859	HELIO_03321
OG0000096	BRALA08595, BRALA28945	HELIO_03947
OG0000096	BRALA24883	HELIO_09595
OG0000097	BRALA05553, BRALA14233, BRALA32615, BRALA14235, BRALA25549	HELIO_05308
OG0000097	BRALA20028	HELIO_04942
OG0000098	BRALA00433	HELIO_07543
OG0000098	BRALA09558	HELIO_11416
OG0000099	BRALA15695, BRALA29540, BRALA29541	HELIO_00318, HELIO_06995
OG0000100	BRALA19071, BRALA30449, BRALA23531, BRALA30448, BRALA28361, BRALA30991, BRALA23157	HELIO_04500
OG0000100	BRALA10562	HELIO_06465
OG0000100	BRALA34789	HELIO_03096
OG0000101	BRALA27830	HELIO_03317
OG0000101	BRALA35778, BRALA34308	HELIO_11521
OG0000101	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970	HELIO_06274, HELIO_11624, HELIO_06876
OG0000102	BRALA25931	HELIO_08564
OG0000103	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033	HELIO_03996
OG0000104	BRALA24676, BRALA24677	HELIO_04946
OG0000104	BRALA26650	HELIO_03807
OG0000104	BRALA24675	HELIO_05172
OG0000104	BRALA25097, BRALA25098	HELIO_02282
OG0000104	BRALA20458, BRALA20457	HELIO_00006
OG0000105	BRALA27301, BRALA27302, BRALA27300	HELIO_01100, HELIO_00114, HELIO_07550, HELIO_11647, HELIO_00723, HELIO_10734, HELIO_00015, HELIO_04422, HELIO_00218, HELIO_01340, HELIO_05453, HELIO_04143, HELIO_02007, HELIO_06456, HELIO_11991, HELIO_08647, HELIO_10468
OG0000106	BRALA03304, BRALA03303, BRALA03302, BRALA03305	HELIO_02364
OG0000106	BRALA17617	HELIO_07474
OG0000106	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367	HELIO_05614
OG0000107	BRALA31407	HELIO_04878
OG0000108	BRALA16179, BRALA16183, BRALA16198, BRALA02119	HELIO_11770
OG0000109	BRALA25227	HELIO_00715
OG0000109	BRALA05286	HELIO_03843, HELIO_03964, HELIO_08891
OG0000109	BRALA09718, BRALA05752, BRALA07075, BRALA09722, BRALA27279, BRALA10367, BRALA14686, BRALA05751, BRALA05749	HELIO_04429, HELIO_05774, HELIO_07157, HELIO_04749
OG0000110	BRALA05542, BRALA08593, BRALA22079, BRALA25609	HELIO_05242, HELIO_00041, HELIO_11542, HELIO_10665, HELIO_00526, HELIO_02476, HELIO_10466, HELIO_10465, HELIO_05234, HELIO_11191
OG0000110	BRALA29111, BRALA29112, BRALA24555, BRALA29879, BRALA15145	HELIO_04706
OG0000110	BRALA25881, BRALA05405, BRALA34750	HELIO_12166, HELIO_08016, HELIO_01452
OG0000113	BRALA05711, BRALA05736	HELIO_06754
OG0000113	BRALA26605, BRALA26606, BRALA30624, BRALA26607, BRALA21348, BRALA30625	HELIO_04446, HELIO_08405
OG0000114	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610	HELIO_10462, HELIO_00027, HELIO_06292
OG0000115	BRALA30509, BRALA29658, BRALA14118, BRALA14121, BRALA14703, BRALA24899, BRALA20099, BRALA32445, BRALA17801, BRALA24179	HELIO_10283, HELIO_10284
OG0000117	BRALA22187	HELIO_12672
OG0000119	BRALA06707, BRALA09190	HELIO_09291
OG0000119	BRALA14028, BRALA14029	HELIO_08423, HELIO_01329
OG0000121	BRALA03924, BRALA20434, BRALA03923	HELIO_11384
OG0000121	BRALA32936	HELIO_00672
OG0000121	BRALA32320	HELIO_05376
OG0000122	BRALA04629	HELIO_09221
OG0000122	BRALA07001	HELIO_07753
OG0000123	BRALA11476	HELIO_00165
OG0000123	BRALA16281	HELIO_08717
OG0000123	BRALA11475	HELIO_08884
OG0000124	BRALA26544	HELIO_07531
OG0000124	BRALA23466	HELIO_01505
OG0000125	BRALA11353	HELIO_11225
OG0000125	BRALA11356	HELIO_03951
OG0000126	BRALA11885	HELIO_02617
OG0000126	BRALA21733	HELIO_12717
OG0000127	BRALA34921	HELIO_00274
OG0000127	BRALA06066	HELIO_04203
OG0000127	BRALA17083	HELIO_00760
OG0000127	BRALA16654	HELIO_10652
OG0000127	BRALA06242	HELIO_03723
