Orthogroup	BRALA	AENJA_ok
OG0000003	BRALA03414, BRALA35199, BRALA21392, BRALA32239	AENJA_04022
OG0000003	BRALA35907	AENJA_13323
OG0000003	BRALA11278	AENJA_16645
OG0000003	BRALA34993, BRALA18601	AENJA_06628
OG0000003	BRALA07140	AENJA_15435
OG0000003	BRALA30232, BRALA07610	AENJA_21338
OG0000003	BRALA24754	AENJA_03277, AENJA_12218
OG0000003	BRALA01167	AENJA_04134
OG0000003	BRALA02711, BRALA07070, BRALA31766, BRALA29565, BRALA07069, BRALA20351	AENJA_02043
OG0000003	BRALA23910	AENJA_00543
OG0000004	BRALA16461, BRALA23965, BRALA02945, BRALA09920, BRALA16460	AENJA_02270
OG0000004	BRALA27667	AENJA_15703
OG0000004	BRALA08526	AENJA_25009
OG0000004	BRALA14376, BRALA14386, BRALA13197, BRALA34097, BRALA08699, BRALA33844, BRALA26617, BRALA19799, BRALA34364, BRALA34964, BRALA33600	AENJA_21339
OG0000004	BRALA02003, BRALA02015	AENJA_18812, AENJA_09022, AENJA_05320
OG0000005	BRALA11141, BRALA20236, BRALA24081, BRALA25210, BRALA25209, BRALA24049, BRALA24867, BRALA34270, BRALA18306, BRALA18305, BRALA22610, BRALA18416	AENJA_17910, AENJA_16714, AENJA_24985
OG0000005	BRALA25414, BRALA34368	AENJA_12565
OG0000005	BRALA00382	AENJA_11751, AENJA_17797, AENJA_13656, AENJA_17582, AENJA_06910, AENJA_07536, AENJA_08989
OG0000005	BRALA31589	AENJA_12050
OG0000005	BRALA16471	AENJA_12061
OG0000005	BRALA15288	AENJA_24820
OG0000006	BRALA03676	AENJA_11699, AENJA_18239, AENJA_21365, AENJA_22159
OG0000006	BRALA17590	AENJA_18510
OG0000006	BRALA06686	AENJA_22158
OG0000006	BRALA19242	AENJA_13126
OG0000006	BRALA06109	AENJA_02691
OG0000006	BRALA07568, BRALA29276	AENJA_07226
OG0000006	BRALA22280	AENJA_22522
OG0000006	BRALA06185	AENJA_09814
OG0000006	BRALA06182, BRALA06186	AENJA_09813
OG0000006	BRALA17603	AENJA_00662
OG0000006	BRALA03602	AENJA_07549, AENJA_15373
OG0000006	BRALA24372	AENJA_18450
OG0000006	BRALA24993	AENJA_01590
OG0000006	BRALA24994	AENJA_09210
OG0000006	BRALA22628	AENJA_15474
OG0000007	BRALA03259	AENJA_18325
OG0000007	BRALA13447, BRALA13448	AENJA_18163
OG0000007	BRALA20872, BRALA20870	AENJA_00810
OG0000007	BRALA31416	AENJA_23908
OG0000007	BRALA11149	AENJA_19234
OG0000007	BRALA03260	AENJA_18326
OG0000007	BRALA20579	AENJA_06479, AENJA_16018
OG0000007	BRALA03282	AENJA_18328
OG0000007	BRALA08350	AENJA_07512
OG0000007	BRALA25787	AENJA_11851
OG0000007	BRALA26097, BRALA14947	AENJA_09687
OG0000007	BRALA22487	AENJA_07358
OG0000007	BRALA06491	AENJA_11277
OG0000007	BRALA18647	AENJA_22886
OG0000007	BRALA23348	AENJA_20902
OG0000007	BRALA05625	AENJA_16981
OG0000007	BRALA30788	AENJA_26507
OG0000008	BRALA16035, BRALA05591	AENJA_15934, AENJA_26738
OG0000008	BRALA19914	AENJA_24738, AENJA_04336, AENJA_08081, AENJA_21611, AENJA_18286, AENJA_19574, AENJA_03105
OG0000008	BRALA27340	AENJA_24404, AENJA_14450
OG0000008	BRALA26942	AENJA_21421, AENJA_04271
OG0000008	BRALA20539	AENJA_00959
OG0000009	BRALA34913	AENJA_09256
OG0000009	BRALA34658	AENJA_14084, AENJA_13529, AENJA_22419, AENJA_21438, AENJA_05572
OG0000009	BRALA26278, BRALA32982	AENJA_12983, AENJA_12645, AENJA_26356, AENJA_04329
OG0000009	BRALA26344, BRALA34657	AENJA_26815, AENJA_17953
OG0000009	BRALA24601	AENJA_13451
OG0000009	BRALA32265, BRALA29866, BRALA26277, BRALA33071, BRALA32981, BRALA30024, BRALA26298, BRALA26297, BRALA06338	AENJA_19291, AENJA_12021, AENJA_05571, AENJA_12773
OG0000010	BRALA08739, BRALA05744	AENJA_06639
OG0000010	BRALA17508, BRALA01650	AENJA_15586
OG0000010	BRALA23978, BRALA26010, BRALA26008, BRALA26958, BRALA23969	AENJA_04234
OG0000011	BRALA06520, BRALA31196	AENJA_19273, AENJA_01290
OG0000011	BRALA26291	AENJA_03543, AENJA_24193
OG0000011	BRALA22896, BRALA17910	AENJA_06710
OG0000011	BRALA24606, BRALA21132, BRALA19164, BRALA01848, BRALA33125, BRALA17676, BRALA20767, BRALA04035, BRALA23557, BRALA32799, BRALA32249	AENJA_08607, AENJA_10319
OG0000011	BRALA19887	AENJA_01925, AENJA_24659
OG0000011	BRALA33147	AENJA_13168
OG0000011	BRALA07657, BRALA07658, BRALA14523, BRALA24764, BRALA15476, BRALA23449, BRALA24766, BRALA32763, BRALA07512, BRALA05037	AENJA_10554, AENJA_20178, AENJA_19192, AENJA_02877, AENJA_17352, AENJA_20291, AENJA_06516, AENJA_22650, AENJA_14414
OG0000011	BRALA06517, BRALA01847, BRALA32798	AENJA_17241, AENJA_22685, AENJA_26020
OG0000011	BRALA13222	AENJA_26050
OG0000011	BRALA19792	AENJA_24133, AENJA_12015, AENJA_00474, AENJA_17934
OG0000012	BRALA12212, BRALA16898, BRALA21507, BRALA26960, BRALA19503, BRALA19502, BRALA19501, BRALA18532, BRALA31453, BRALA26961, BRALA08455, BRALA12215	AENJA_21729, AENJA_07862, AENJA_07861, AENJA_02014
OG0000012	BRALA22947	AENJA_02869
OG0000013	BRALA22396	AENJA_14640
OG0000013	BRALA20932	AENJA_23415
OG0000014	BRALA21274	AENJA_12276, AENJA_23299
OG0000014	BRALA28626, BRALA28625, BRALA28624	AENJA_25536
OG0000015	BRALA06628	AENJA_19634
OG0000015	BRALA21863	AENJA_18555, AENJA_02651, AENJA_19635
OG0000015	BRALA22448	AENJA_19636
OG0000015	BRALA22447	AENJA_18653
OG0000015	BRALA18748, BRALA15755	AENJA_17614
OG0000015	BRALA03405, BRALA12137, BRALA14251, BRALA11669, BRALA11671, BRALA11672, BRALA13048	AENJA_19630
OG0000016	BRALA00485	AENJA_04814, AENJA_14549
OG0000016	BRALA21428	AENJA_26670
OG0000016	BRALA32113, BRALA10406	AENJA_11513
OG0000016	BRALA12120, BRALA09688	AENJA_26671, AENJA_26677
OG0000016	BRALA21418, BRALA29534, BRALA13585	AENJA_21813, AENJA_16651
OG0000016	BRALA22170	AENJA_03282, AENJA_18791, AENJA_08816, AENJA_02864
OG0000017	BRALA05160	AENJA_05535, AENJA_05683, AENJA_04765, AENJA_17536, AENJA_11492
OG0000017	BRALA05159, BRALA12730	AENJA_07451
OG0000018	BRALA25938, BRALA02443, BRALA07959, BRALA03388, BRALA27096, BRALA25561	AENJA_00705, AENJA_05980, AENJA_21073, AENJA_24490, AENJA_10833
OG0000018	BRALA32899, BRALA10376, BRALA33972, BRALA06055, BRALA32913, BRALA27818, BRALA31950, BRALA27816	AENJA_20865
OG0000018	BRALA27952, BRALA31952	AENJA_10761, AENJA_12683
OG0000018	BRALA27097	AENJA_07360, AENJA_25137
OG0000018	BRALA30292	AENJA_01235
OG0000018	BRALA29803, BRALA00712	AENJA_12247
OG0000019	BRALA17788	AENJA_03417, AENJA_02272, AENJA_02277
OG0000019	BRALA00309, BRALA00310, BRALA00311	AENJA_02273
OG0000019	BRALA23185, BRALA13461, BRALA09553	AENJA_16475, AENJA_12690, AENJA_12693
OG0000019	BRALA00404, BRALA00405	AENJA_24818, AENJA_20016
OG0000019	BRALA23253, BRALA16935, BRALA16938, BRALA16161, BRALA13485, BRALA13484, BRALA13482, BRALA33941, BRALA13483, BRALA08371, BRALA00611, BRALA01467, BRALA08352, BRALA01468, BRALA26666, BRALA08383, BRALA00610, BRALA13160	AENJA_14332, AENJA_12746, AENJA_14337, AENJA_14334, AENJA_14338
OG0000020	BRALA11913	AENJA_06180, AENJA_02090
OG0000020	BRALA09135	AENJA_21688, AENJA_05309
OG0000020	BRALA27241	AENJA_02593, AENJA_02596
OG0000020	BRALA28848	AENJA_15791
OG0000020	BRALA05608	AENJA_12903
OG0000020	BRALA18984	AENJA_09502
OG0000020	BRALA16287	AENJA_18052
OG0000020	BRALA19612, BRALA00988, BRALA00987, BRALA34428, BRALA17137, BRALA26917, BRALA04450, BRALA19326, BRALA17705, BRALA01370, BRALA04503, BRALA22183, BRALA09492, BRALA12060, BRALA03276, BRALA03275, BRALA15785, BRALA31112, BRALA12011, BRALA22630, BRALA11869, BRALA14062	AENJA_23718, AENJA_02408
OG0000020	BRALA11167	AENJA_17847
OG0000020	BRALA27392	AENJA_16929
OG0000020	BRALA11912	AENJA_04727
OG0000020	BRALA18130	AENJA_07947
OG0000020	BRALA12599	AENJA_14659
OG0000020	BRALA10628	AENJA_12495
OG0000020	BRALA23615	AENJA_25422
OG0000021	BRALA18963	AENJA_14639
OG0000021	BRALA18098	AENJA_26606, AENJA_10786
OG0000021	BRALA22428	AENJA_16593
OG0000021	BRALA30352	AENJA_24950
OG0000021	BRALA34639, BRALA31905	AENJA_19175
OG0000021	BRALA06012	AENJA_24226, AENJA_26459, AENJA_15672, AENJA_17125, AENJA_13315, AENJA_06809, AENJA_17731, AENJA_05163, AENJA_10523, AENJA_13306, AENJA_20227
OG0000021	BRALA20360, BRALA20164	AENJA_01732, AENJA_19095, AENJA_24409, AENJA_17711
OG0000023	BRALA34393, BRALA34449, BRALA33273	AENJA_06341
OG0000023	BRALA05747, BRALA25168, BRALA25184, BRALA25185, BRALA29062, BRALA25437	AENJA_11919, AENJA_06566, AENJA_06565, AENJA_12125, AENJA_11618, AENJA_11620, AENJA_11621, AENJA_22520, AENJA_19106, AENJA_11920
OG0000023	BRALA19145, BRALA14945, BRALA23600, BRALA23601, BRALA02985, BRALA02983, BRALA35419, BRALA11100, BRALA28758	AENJA_11914
OG0000023	BRALA17881, BRALA21074, BRALA03421	AENJA_26230
OG0000023	BRALA29841, BRALA06984, BRALA06983	AENJA_19909
OG0000024	BRALA13162, BRALA17266	AENJA_02356, AENJA_04068, AENJA_18080, AENJA_10723, AENJA_14412, AENJA_24502, AENJA_10348, AENJA_23773, AENJA_18095, AENJA_12767, AENJA_02712
OG0000025	BRALA25665	AENJA_17256
OG0000025	BRALA30288, BRALA14889, BRALA08095, BRALA20961	AENJA_26502
OG0000025	BRALA29928, BRALA29404, BRALA24909	AENJA_21079
OG0000025	BRALA01670, BRALA20143, BRALA15727, BRALA11574, BRALA26555	AENJA_14413
OG0000025	BRALA33595	AENJA_05976
OG0000025	BRALA15728, BRALA15173, BRALA17925, BRALA20091, BRALA25964, BRALA20492, BRALA24129, BRALA01765, BRALA32347	AENJA_09551
OG0000026	BRALA01049	AENJA_09725, AENJA_09726, AENJA_07548
OG0000026	BRALA18399, BRALA07898, BRALA07900, BRALA07899, BRALA34641, BRALA22918	AENJA_21657
OG0000026	BRALA01048	AENJA_12006, AENJA_16045, AENJA_18652, AENJA_16032, AENJA_17356, AENJA_20833, AENJA_17360, AENJA_18651
OG0000026	BRALA01767	AENJA_10129
OG0000026	BRALA23099, BRALA26971, BRALA26970, BRALA13781	AENJA_23516
OG0000027	BRALA30064	AENJA_03490, AENJA_19914, AENJA_19915, AENJA_18849
OG0000027	BRALA16500, BRALA16502	AENJA_05706, AENJA_05707
OG0000028	BRALA08037, BRALA08038, BRALA23716, BRALA08026, BRALA08036, BRALA04194	AENJA_02610, AENJA_09622
OG0000028	BRALA00011, BRALA12956, BRALA12957	AENJA_19954
OG0000029	BRALA01099	AENJA_26395
OG0000029	BRALA00240	AENJA_05610
OG0000030	BRALA13443	AENJA_07079
OG0000030	BRALA32573	AENJA_12274
OG0000030	BRALA13032	AENJA_21030
OG0000031	BRALA04543	AENJA_09856
OG0000031	BRALA04547	AENJA_09858
OG0000031	BRALA04610	AENJA_20966
OG0000031	BRALA13458, BRALA05046	AENJA_08759
OG0000031	BRALA16640	AENJA_10722
OG0000031	BRALA09408	AENJA_02955
OG0000031	BRALA28311	AENJA_05740
OG0000032	BRALA10240	AENJA_06514
OG0000032	BRALA04170, BRALA24050, BRALA04172, BRALA04375, BRALA04377, BRALA09749, BRALA09755	AENJA_15565
OG0000032	BRALA09747, BRALA09748	AENJA_24093
OG0000032	BRALA11179, BRALA11177, BRALA09647	AENJA_12718, AENJA_12280, AENJA_12491
OG0000032	BRALA04146, BRALA04145, BRALA04144, BRALA00632, BRALA09098, BRALA21017, BRALA21018, BRALA21016, BRALA22581, BRALA14174	AENJA_12283
OG0000033	BRALA25553, BRALA20115, BRALA24216, BRALA09750, BRALA29039, BRALA05632, BRALA33338, BRALA29286	AENJA_25005
OG0000033	BRALA08549, BRALA19940, BRALA13518	AENJA_20306
OG0000033	BRALA15667	AENJA_13272
OG0000033	BRALA24610, BRALA10541	AENJA_04460, AENJA_10095
OG0000033	BRALA10011, BRALA12783, BRALA04117, BRALA04068	AENJA_18564
OG0000033	BRALA13238	AENJA_02801
OG0000033	BRALA13255, BRALA23215, BRALA25545, BRALA32441	AENJA_04465, AENJA_02683, AENJA_23779, AENJA_21243
OG0000033	BRALA10790	AENJA_18113, AENJA_23194
OG0000033	BRALA32279, BRALA02141	AENJA_08560, AENJA_03095
OG0000033	BRALA27795, BRALA10774, BRALA00010	AENJA_02993
OG0000033	BRALA30835, BRALA20226	AENJA_13995, AENJA_12723, AENJA_12540
OG0000033	BRALA22616	AENJA_25355
OG0000033	BRALA15957, BRALA23169, BRALA32611, BRALA24594, BRALA32612	AENJA_13459
OG0000034	BRALA27570	AENJA_21749
OG0000034	BRALA08751	AENJA_26717
OG0000034	BRALA08901, BRALA03079	AENJA_02791
OG0000034	BRALA17580	AENJA_23686
OG0000034	BRALA08885	AENJA_13785
OG0000034	BRALA06594	AENJA_15701
OG0000034	BRALA18444	AENJA_24919
OG0000034	BRALA02412	AENJA_16616
OG0000035	BRALA21367, BRALA35402	AENJA_01174
OG0000035	BRALA13925	AENJA_26793
OG0000035	BRALA13921	AENJA_08825
OG0000035	BRALA29588	AENJA_12732
OG0000035	BRALA13915, BRALA22877	AENJA_12364, AENJA_26037
OG0000035	BRALA13917	AENJA_21683
OG0000036	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181	AENJA_22120, AENJA_22191, AENJA_22190
OG0000036	BRALA35896	AENJA_16633
OG0000036	BRALA06754	AENJA_06167, AENJA_03477, AENJA_19964, AENJA_15639, AENJA_09986
OG0000036	BRALA31321, BRALA06755, BRALA06753, BRALA18345	AENJA_15638, AENJA_15641, AENJA_15644
OG0000036	BRALA22402, BRALA22404	AENJA_21299, AENJA_21302, AENJA_21301
OG0000036	BRALA03476	AENJA_16634, AENJA_26207
OG0000037	BRALA22282	AENJA_20944
OG0000037	BRALA22275	AENJA_05483, AENJA_06274
OG0000037	BRALA16015	AENJA_13632
OG0000037	BRALA16388	AENJA_22611, AENJA_22610
OG0000038	BRALA03789	AENJA_09926, AENJA_09925
OG0000038	BRALA22708, BRALA13194	AENJA_26313
OG0000038	BRALA19648, BRALA18077, BRALA04779	AENJA_16130
OG0000039	BRALA35483	AENJA_12474, AENJA_05354
OG0000039	BRALA19632, BRALA19635	AENJA_17497
OG0000039	BRALA31558	AENJA_07945
OG0000039	BRALA21586	AENJA_26786
OG0000039	BRALA02916, BRALA20258, BRALA27882, BRALA01626, BRALA01628, BRALA23751, BRALA01619, BRALA01617, BRALA01627, BRALA01624, BRALA01620, BRALA01618, BRALA04466, BRALA04471, BRALA01927, BRALA16092	AENJA_20163
OG0000039	BRALA35729	AENJA_02471
OG0000039	BRALA19542	AENJA_07277
OG0000040	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606	AENJA_11361
OG0000041	BRALA07763, BRALA29216, BRALA11960, BRALA35158	AENJA_24560
OG0000041	BRALA27215	AENJA_03404, AENJA_03405
OG0000044	BRALA16330, BRALA33207	AENJA_12079
OG0000044	BRALA28596	AENJA_26664
OG0000044	BRALA27747	AENJA_24602
OG0000044	BRALA34838	AENJA_03123, AENJA_25117
OG0000044	BRALA03916, BRALA26507, BRALA16452, BRALA25594	AENJA_06789
OG0000045	BRALA29043, BRALA32667	AENJA_09277
OG0000045	BRALA00161, BRALA00165, BRALA00163, BRALA00162	AENJA_04220, AENJA_24299
OG0000045	BRALA00168, BRALA00164	AENJA_20791
OG0000045	BRALA01913, BRALA01918, BRALA01920	AENJA_09131
OG0000045	BRALA25459	AENJA_13210
OG0000045	BRALA26831	AENJA_11592
OG0000046	BRALA28946	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759
OG0000046	BRALA00828, BRALA17402, BRALA17400, BRALA23725, BRALA23726, BRALA19361, BRALA20352, BRALA19394, BRALA23187, BRALA19360, BRALA17712, BRALA30574, BRALA17713, BRALA15856, BRALA28385, BRALA34030	AENJA_16259, AENJA_09014, AENJA_24111, AENJA_07378, AENJA_17464, AENJA_14643, AENJA_17407, AENJA_18744, AENJA_06489, AENJA_17691, AENJA_14608, AENJA_08340
OG0000046	BRALA05184, BRALA05187	AENJA_15828
OG0000047	BRALA19798, BRALA16113, BRALA21906, BRALA29547, BRALA27015, BRALA09602, BRALA19327, BRALA19328, BRALA08009, BRALA30249, BRALA22247, BRALA27495, BRALA28592, BRALA15305, BRALA21551, BRALA30124, BRALA25680, BRALA18589, BRALA30988, BRALA33052	AENJA_20068
OG0000047	BRALA10482	AENJA_25256
OG0000047	BRALA29231	AENJA_02359, AENJA_22101
OG0000047	BRALA23014, BRALA29849, BRALA20843, BRALA08127	AENJA_17689
OG0000047	BRALA14404	AENJA_04944
OG0000047	BRALA28421, BRALA26027, BRALA20000, BRALA11368, BRALA03322	AENJA_14228, AENJA_15629
OG0000047	BRALA30328	AENJA_01851
OG0000047	BRALA11646, BRALA13140, BRALA20817, BRALA14861	AENJA_19353
OG0000048	BRALA06772	AENJA_23226
OG0000048	BRALA35359, BRALA30640, BRALA30891, BRALA13398, BRALA28757	AENJA_21270
OG0000048	BRALA17809	AENJA_09360
OG0000048	BRALA10830	AENJA_16735, AENJA_16736
OG0000048	BRALA03524	AENJA_25506
OG0000049	BRALA08950, BRALA08951	AENJA_20702
OG0000049	BRALA15334	AENJA_25756
OG0000049	BRALA08954, BRALA23719	AENJA_24580, AENJA_11158
OG0000050	BRALA29504, BRALA33239, BRALA23285	AENJA_04055, AENJA_09800, AENJA_19193
OG0000050	BRALA27959, BRALA01945, BRALA33449, BRALA32066, BRALA01944, BRALA30000, BRALA21559, BRALA15438, BRALA30119	AENJA_01528, AENJA_02355, AENJA_00087
OG0000050	BRALA35714	AENJA_04583
OG0000050	BRALA28793	AENJA_14035
OG0000050	BRALA27960	AENJA_00443, AENJA_08509
OG0000050	BRALA31232	AENJA_02533
OG0000050	BRALA10559	AENJA_22540, AENJA_26360, AENJA_20350
OG0000051	BRALA17952	AENJA_18491, AENJA_12662
OG0000051	BRALA22978, BRALA25416	AENJA_24250
OG0000052	BRALA14154, BRALA03903, BRALA35146	AENJA_07437
OG0000052	BRALA14114	AENJA_20254
OG0000052	BRALA26653	AENJA_03531, AENJA_00839, AENJA_20468, AENJA_18067
OG0000052	BRALA01780, BRALA19636, BRALA03448, BRALA25177, BRALA34774, BRALA19340, BRALA19337, BRALA13175, BRALA29756, BRALA21907, BRALA29760, BRALA26550, BRALA11628, BRALA30906, BRALA27793, BRALA29469, BRALA18478, BRALA20881, BRALA32444, BRALA27554, BRALA22559, BRALA28706	AENJA_11489, AENJA_25939
OG0000053	BRALA35406	AENJA_07517
OG0000054	BRALA02118	AENJA_06676, AENJA_23371
OG0000056	BRALA00682, BRALA22096	AENJA_20268
OG0000056	BRALA17447, BRALA17448, BRALA17452, BRALA17449	AENJA_20270
OG0000056	BRALA21309	AENJA_05228
OG0000057	BRALA22206, BRALA11691, BRALA27516	AENJA_22751, AENJA_20208
OG0000057	BRALA21236	AENJA_16752, AENJA_23652
OG0000057	BRALA15976	AENJA_17618, AENJA_26136, AENJA_26132, AENJA_08684, AENJA_22887, AENJA_05276, AENJA_22882, AENJA_00547, AENJA_00284, AENJA_08678, AENJA_20325, AENJA_14624, AENJA_22206, AENJA_08076, AENJA_04680, AENJA_04677
OG0000057	BRALA06484	AENJA_15044
OG0000057	BRALA33854, BRALA09469, BRALA07816, BRALA07817, BRALA07813, BRALA34412, BRALA23522, BRALA07814, BRALA23123, BRALA16040	AENJA_21589, AENJA_13773
OG0000058	BRALA24063	AENJA_23345
OG0000058	BRALA25998, BRALA27305, BRALA06328, BRALA03972, BRALA06644, BRALA08742, BRALA24463, BRALA24460	AENJA_12354
OG0000058	BRALA20989, BRALA20988	AENJA_14024
OG0000058	BRALA27304	AENJA_10634
OG0000059	BRALA11568	AENJA_13132
OG0000059	BRALA28531, BRALA32778, BRALA23279	AENJA_17651
OG0000059	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308	AENJA_20505, AENJA_00656, AENJA_09821, AENJA_10475, AENJA_10476, AENJA_10481, AENJA_11528
OG0000059	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715	AENJA_18423, AENJA_19757, AENJA_10474, AENJA_00440, AENJA_20980, AENJA_20981, AENJA_26400
OG0000059	BRALA19963, BRALA20366	AENJA_11199, AENJA_02561, AENJA_02562
OG0000060	BRALA01718	AENJA_17233
OG0000060	BRALA00658, BRALA22074	AENJA_19748
OG0000060	BRALA13737	AENJA_06413
OG0000061	BRALA07400	AENJA_07301
OG0000061	BRALA23690, BRALA23691, BRALA23692, BRALA33700, BRALA14844, BRALA22663, BRALA26552, BRALA22659, BRALA26551, BRALA26563	AENJA_07183
OG0000061	BRALA09017, BRALA07401, BRALA14793, BRALA14792	AENJA_26614, AENJA_08766
OG0000061	BRALA07399, BRALA11283, BRALA07094, BRALA17504	AENJA_06999, AENJA_07304
OG0000062	BRALA21142	AENJA_09642
OG0000062	BRALA31607	AENJA_08106, AENJA_05257, AENJA_04997, AENJA_21915, AENJA_04995
OG0000062	BRALA35327, BRALA00098	AENJA_03699
OG0000063	BRALA00957, BRALA27402, BRALA12767, BRALA05064, BRALA05065, BRALA01329	AENJA_04323
OG0000063	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297	AENJA_26394
OG0000066	BRALA25733	AENJA_12655, AENJA_09505
OG0000067	BRALA04453	AENJA_21171
OG0000069	BRALA10090, BRALA31904, BRALA27769, BRALA28929	AENJA_15982
OG0000070	BRALA19019, BRALA19027, BRALA19020	AENJA_15427, AENJA_23180, AENJA_12319, AENJA_24460, AENJA_25453, AENJA_07501
OG0000070	BRALA00642, BRALA00640, BRALA22018, BRALA22019, BRALA21248, BRALA08298, BRALA06340	AENJA_17946, AENJA_17947
OG0000070	BRALA14166, BRALA14168	AENJA_09128
OG0000070	BRALA14506, BRALA14507, BRALA14508, BRALA00869, BRALA13923, BRALA21904, BRALA31816, BRALA28174, BRALA29611, BRALA33117, BRALA16447, BRALA14504, BRALA14505, BRALA15434, BRALA07382, BRALA09112, BRALA15447, BRALA14512, BRALA07371, BRALA14167, BRALA10327, BRALA03588, BRALA09032, BRALA02167	AENJA_05824
OG0000070	BRALA22763, BRALA01254	AENJA_17346, AENJA_12868, AENJA_23218, AENJA_23720, AENJA_23723, AENJA_26750
OG0000071	BRALA16857	AENJA_11228
OG0000071	BRALA13694, BRALA30738, BRALA30739	AENJA_12271, AENJA_23369
OG0000071	BRALA32052, BRALA20842, BRALA32055, BRALA20769	AENJA_22629, AENJA_19685, AENJA_10216, AENJA_21722, AENJA_10228, AENJA_19682
OG0000072	BRALA08308	AENJA_14652
OG0000072	BRALA12631	AENJA_13128
OG0000072	BRALA35229, BRALA34984, BRALA33639, BRALA31916	AENJA_02450
OG0000072	BRALA03848	AENJA_05444
OG0000072	BRALA18086, BRALA18063	AENJA_24050, AENJA_00746
OG0000073	BRALA03064	AENJA_02295
OG0000073	BRALA14657, BRALA21835, BRALA32812	AENJA_03975, AENJA_15428
OG0000074	BRALA08058	AENJA_24714
OG0000075	BRALA11316	AENJA_23745
OG0000075	BRALA07061	AENJA_18279
OG0000075	BRALA18754	AENJA_05831
OG0000075	BRALA17353	AENJA_21406
OG0000075	BRALA20309	AENJA_12918
OG0000075	BRALA17324	AENJA_12839
OG0000076	BRALA29889	AENJA_00663, AENJA_09864, AENJA_18581, AENJA_25057
OG0000076	BRALA10512	AENJA_03351, AENJA_00818, AENJA_01910
OG0000076	BRALA29888	AENJA_01380, AENJA_10172
OG0000076	BRALA06580	AENJA_21283
OG0000077	BRALA11472	AENJA_13107
OG0000077	BRALA30355, BRALA30354, BRALA30353, BRALA27919, BRALA16173, BRALA31380, BRALA32410, BRALA09728, BRALA00278, BRALA10708, BRALA22743, BRALA22531, BRALA27588, BRALA21944, BRALA21945	AENJA_07475
OG0000077	BRALA09898	AENJA_08162
OG0000077	BRALA03171	AENJA_16514
OG0000079	BRALA00097, BRALA00109	AENJA_16186
OG0000079	BRALA18105	AENJA_02482
OG0000079	BRALA22809	AENJA_17442
OG0000079	BRALA13477	AENJA_10507
OG0000079	BRALA00141, BRALA16237, BRALA25844, BRALA16235	AENJA_05095
