Orthogroup	BRALA	SACKO_ok
OG0000005	BRALA07928, BRALA04490, BRALA04489, BRALA08015, BRALA08013, BRALA16467, BRALA16464, BRALA31590, BRALA24865, BRALA24860, BRALA24861, BRALA00380, BRALA26703, BRALA00381	SACKO_20756, SACKO_20781, SACKO_20763, SACKO_14831, SACKO_20761, SACKO_20789, SACKO_20768, SACKO_20796, SACKO_20800, SACKO_20780, SACKO_20802, SACKO_24303, SACKO_03083, SACKO_03054, SACKO_03070, SACKO_03064, SACKO_25185, SACKO_08962, SACKO_08957
OG0000005	BRALA15288	SACKO_03236
OG0000005	BRALA15287	SACKO_00899, SACKO_02650, SACKO_00900
OG0000006	BRALA03676	SACKO_25366, SACKO_23311, SACKO_02952
OG0000006	BRALA27911	SACKO_15269
OG0000006	BRALA07705	SACKO_21129
OG0000006	BRALA17590	SACKO_21953
OG0000006	BRALA06686	SACKO_11503
OG0000006	BRALA19242	SACKO_02616
OG0000006	BRALA22280	SACKO_23250
OG0000006	BRALA06185	SACKO_15817
OG0000006	BRALA06182	SACKO_15812
OG0000006	BRALA24212	SACKO_33806
OG0000006	BRALA17603	SACKO_32444
OG0000006	BRALA03602	SACKO_12590, SACKO_14761, SACKO_02017
OG0000006	BRALA17591	SACKO_32500
OG0000006	BRALA24372	SACKO_06429
OG0000006	BRALA34187	SACKO_06435
OG0000006	BRALA24993	SACKO_32477
OG0000006	BRALA24994	SACKO_20803
OG0000006	BRALA22628	SACKO_32388
OG0000007	BRALA03259	SACKO_33112
OG0000007	BRALA13447, BRALA13448	SACKO_16486
OG0000007	BRALA20872, BRALA20870	SACKO_25751
OG0000007	BRALA09541	SACKO_30170
OG0000007	BRALA01304	SACKO_07507
OG0000007	BRALA31416	SACKO_03410
OG0000007	BRALA03260	SACKO_33128
OG0000007	BRALA20579	SACKO_15684
OG0000007	BRALA03286	SACKO_15694
OG0000007	BRALA03282	SACKO_22717
OG0000007	BRALA08350	SACKO_15952
OG0000007	BRALA09316	SACKO_11677
OG0000007	BRALA25787	SACKO_04591
OG0000007	BRALA26097, BRALA14947	SACKO_27771
OG0000007	BRALA22487	SACKO_27817
OG0000007	BRALA06491	SACKO_00927
OG0000007	BRALA18647	SACKO_02233
OG0000007	BRALA23348	SACKO_03579
OG0000007	BRALA05625	SACKO_31073
OG0000007	BRALA30788	SACKO_11981
OG0000008	BRALA19914	SACKO_08466
OG0000008	BRALA10079, BRALA21454	SACKO_29665, SACKO_28380, SACKO_28379, SACKO_25577, SACKO_25585, SACKO_31323, SACKO_31280, SACKO_17455, SACKO_31331, SACKO_25272, SACKO_01695, SACKO_32427, SACKO_28703
OG0000008	BRALA15422, BRALA15425	SACKO_28639, SACKO_02911, SACKO_16967, SACKO_16953, SACKO_16974, SACKO_16943, SACKO_30060, SACKO_28628, SACKO_28688
OG0000008	BRALA27339, BRALA27336	SACKO_02458
OG0000008	BRALA26171, BRALA33769, BRALA26174, BRALA26137, BRALA30164, BRALA05954	SACKO_07048
OG0000008	BRALA05759, BRALA05754, BRALA05767, BRALA05758, BRALA05753, BRALA05580, BRALA32014	SACKO_10317
OG0000010	BRALA08739, BRALA05744	SACKO_19747, SACKO_14158, SACKO_23674
OG0000010	BRALA01026, BRALA09806	SACKO_31740
OG0000010	BRALA20380, BRALA25997, BRALA21212, BRALA10410, BRALA13100	SACKO_15785
OG0000010	BRALA23978, BRALA26010, BRALA26008, BRALA26958, BRALA23969	SACKO_19852, SACKO_19839, SACKO_20088
OG0000010	BRALA26959, BRALA34111, BRALA03882, BRALA23970, BRALA23974, BRALA23975, BRALA23976, BRALA23977	SACKO_22527, SACKO_09182
OG0000011	BRALA07657, BRALA07658, BRALA14523, BRALA24764, BRALA15476, BRALA23449, BRALA24766, BRALA32763, BRALA07512, BRALA05037, BRALA06517, BRALA01847, BRALA32798, BRALA04980	SACKO_22764
OG0000012	BRALA12212, BRALA16898, BRALA21507, BRALA26960, BRALA19503, BRALA19502, BRALA19501, BRALA18532, BRALA31453, BRALA26961, BRALA08455, BRALA12215	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565
OG0000012	BRALA00546	SACKO_06077
OG0000012	BRALA22947	SACKO_01736
OG0000012	BRALA12213, BRALA23779, BRALA32735	SACKO_05175
OG0000013	BRALA20932	SACKO_20134, SACKO_20882, SACKO_20884, SACKO_25123, SACKO_25143, SACKO_25131, SACKO_25137
OG0000014	BRALA14079	SACKO_33738, SACKO_26423, SACKO_26460
OG0000014	BRALA28626, BRALA28625, BRALA28624	SACKO_13283
OG0000014	BRALA15621, BRALA12274	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003
OG0000015	BRALA06628	SACKO_31692
OG0000015	BRALA22447	SACKO_31697
OG0000015	BRALA18748, BRALA15755	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509
OG0000015	BRALA14342, BRALA19701, BRALA22042, BRALA22048, BRALA22438	SACKO_17011, SACKO_07089, SACKO_00034, SACKO_00056, SACKO_18010
OG0000016	BRALA00485	SACKO_08552, SACKO_02763, SACKO_27519
OG0000016	BRALA09688	SACKO_19317, SACKO_06877, SACKO_04946
OG0000016	BRALA21418, BRALA29534, BRALA13585	SACKO_23373, SACKO_07103, SACKO_18319
OG0000016	BRALA24127	SACKO_11717
OG0000016	BRALA09686	SACKO_06390
OG0000016	BRALA22170	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917
OG0000017	BRALA33969	SACKO_32297
OG0000017	BRALA05159, BRALA12730	SACKO_17667
OG0000018	BRALA26433	SACKO_12447
OG0000018	BRALA25938, BRALA02443, BRALA07959, BRALA03388, BRALA27096, BRALA25561	SACKO_25250, SACKO_10156
OG0000018	BRALA15540	SACKO_32964
OG0000018	BRALA26026	SACKO_21669, SACKO_17074
OG0000018	BRALA21060, BRALA29268, BRALA14856, BRALA33527, BRALA20529, BRALA31173, BRALA31798, BRALA31682, BRALA20809, BRALA22881, BRALA23260, BRALA10388, BRALA26529, BRALA24038, BRALA26479, BRALA10888, BRALA14857, BRALA26062, BRALA19814, BRALA25485	SACKO_20752
OG0000019	BRALA17788	SACKO_05035
OG0000019	BRALA16757, BRALA35055, BRALA10428	SACKO_28153
OG0000019	BRALA00309, BRALA00310, BRALA00311	SACKO_34115, SACKO_32997, SACKO_06343, SACKO_26551, SACKO_34158, SACKO_09261, SACKO_14219, SACKO_09585, SACKO_04627, SACKO_12671
OG0000019	BRALA23185, BRALA13461, BRALA09553	SACKO_15751, SACKO_33114, SACKO_23914, SACKO_33498, SACKO_30908, SACKO_12806
OG0000019	BRALA00404, BRALA00405	SACKO_23880
OG0000019	BRALA23253, BRALA16935, BRALA16938, BRALA16161, BRALA13485, BRALA13484, BRALA13482, BRALA33941, BRALA13483, BRALA08371, BRALA00611, BRALA01467, BRALA08352, BRALA01468, BRALA26666, BRALA08383, BRALA00610, BRALA13160	SACKO_20403, SACKO_20414
OG0000020	BRALA11913	SACKO_34195
OG0000020	BRALA28177, BRALA04365	SACKO_25295, SACKO_05608
OG0000020	BRALA09135	SACKO_22951
OG0000020	BRALA30618	SACKO_26712
OG0000020	BRALA28848	SACKO_32378
OG0000020	BRALA05608	SACKO_20642
OG0000020	BRALA18984	SACKO_08732
OG0000020	BRALA16287	SACKO_21519
OG0000020	BRALA19612, BRALA00988, BRALA00987, BRALA34428, BRALA17137, BRALA26917, BRALA04450, BRALA19326, BRALA17705, BRALA01370, BRALA04503, BRALA22183, BRALA09492, BRALA12060, BRALA03276, BRALA03275, BRALA15785, BRALA31112, BRALA12011, BRALA22630, BRALA11869, BRALA14062	SACKO_08704, SACKO_24262, SACKO_13567, SACKO_14956, SACKO_28904
OG0000020	BRALA11167	SACKO_19273
OG0000020	BRALA27392	SACKO_16107, SACKO_20105
OG0000020	BRALA11912	SACKO_15854
OG0000020	BRALA18130	SACKO_04148
OG0000020	BRALA12599	SACKO_24638
OG0000020	BRALA10628	SACKO_04828
OG0000020	BRALA23615	SACKO_14423
OG0000021	BRALA18963	SACKO_33728, SACKO_24549
OG0000021	BRALA18098	SACKO_04567
OG0000021	BRALA22428	SACKO_32115
OG0000021	BRALA30352	SACKO_15594
OG0000021	BRALA34639, BRALA31905	SACKO_29742
OG0000021	BRALA06012	SACKO_25838
OG0000021	BRALA20360, BRALA20164	SACKO_24637, SACKO_24630, SACKO_24646, SACKO_24640
OG0000023	BRALA34393, BRALA34449, BRALA33273	SACKO_10529
OG0000023	BRALA05747, BRALA25168, BRALA25184, BRALA25185, BRALA29062, BRALA25437	SACKO_06926
OG0000023	BRALA17881, BRALA21074, BRALA03421	SACKO_14770
OG0000025	BRALA34205	SACKO_19443
OG0000025	BRALA21990, BRALA01764, BRALA20092	SACKO_21220
OG0000025	BRALA01670, BRALA20143, BRALA15727, BRALA11574, BRALA26555, BRALA18864, BRALA25473, BRALA25823, BRALA08078, BRALA28867, BRALA19412, BRALA08149, BRALA12844, BRALA13976, BRALA21247, BRALA25435, BRALA28795, BRALA26554, BRALA29691, BRALA31389, BRALA33393, BRALA22035, BRALA31817, BRALA04997, BRALA23330, BRALA33595	SACKO_13340
OG0000025	BRALA15728, BRALA15173, BRALA17925, BRALA20091, BRALA25964, BRALA20492, BRALA24129, BRALA01765, BRALA32347	SACKO_20772, SACKO_33394, SACKO_06338
OG0000026	BRALA07901, BRALA07423	SACKO_19144
OG0000026	BRALA01049	SACKO_04600
OG0000026	BRALA18399, BRALA07898, BRALA07900, BRALA07899, BRALA34641, BRALA22918	SACKO_23233
OG0000026	BRALA01048	SACKO_30546, SACKO_02606, SACKO_02595, SACKO_02609, SACKO_24097
OG0000026	BRALA15313	SACKO_29967, SACKO_25622
OG0000026	BRALA09041, BRALA20501, BRALA28179, BRALA02475, BRALA29792, BRALA23720, BRALA33266, BRALA32596, BRALA29794, BRALA27975, BRALA26635, BRALA07999, BRALA07996, BRALA27524, BRALA27525, BRALA11644, BRALA11643, BRALA01094, BRALA31858, BRALA29917, BRALA18251	SACKO_04619
OG0000026	BRALA01767	SACKO_24091
OG0000027	BRALA30064	SACKO_20528
OG0000027	BRALA20610, BRALA28131	SACKO_21215
OG0000027	BRALA15148, BRALA12240, BRALA23216, BRALA17841, BRALA12241, BRALA12239, BRALA32630, BRALA08245, BRALA08233, BRALA23546, BRALA24920, BRALA12814, BRALA00447, BRALA25835, BRALA13009, BRALA00483, BRALA00450, BRALA09026, BRALA26977, BRALA09028, BRALA03738, BRALA18788, BRALA11602, BRALA32150	SACKO_02698
OG0000028	BRALA08037, BRALA08038, BRALA23716, BRALA08026, BRALA08036, BRALA04194	SACKO_21693, SACKO_21697, SACKO_31574, SACKO_31841, SACKO_05910, SACKO_09884, SACKO_09873, SACKO_09880, SACKO_34223, SACKO_34222, SACKO_34227
OG0000028	BRALA08537, BRALA08538, BRALA08539, BRALA08540, BRALA08541, BRALA08543, BRALA08542, BRALA08547, BRALA15654, BRALA01199, BRALA17029, BRALA17030	SACKO_00730, SACKO_00734
OG0000028	BRALA08523	SACKO_00054, SACKO_29910
OG0000028	BRALA00011, BRALA12956, BRALA12957	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407
OG0000028	BRALA19589, BRALA19590, BRALA06381, BRALA06380, BRALA21277	SACKO_04520
OG0000029	BRALA01099	SACKO_07374
OG0000029	BRALA00240	SACKO_14992, SACKO_14998, SACKO_15002
OG0000029	BRALA18593, BRALA15599, BRALA21105, BRALA06813, BRALA30989, BRALA00525, BRALA00526, BRALA00527, BRALA00523, BRALA00522, BRALA00528, BRALA09392, BRALA20510, BRALA08676	SACKO_15001
OG0000030	BRALA04160, BRALA13442	SACKO_06190, SACKO_06196
OG0000030	BRALA21433	SACKO_19506
OG0000030	BRALA12198	SACKO_22667, SACKO_24779, SACKO_06416, SACKO_06421
OG0000030	BRALA13443	SACKO_24772
OG0000030	BRALA32549, BRALA32573	SACKO_23559
OG0000030	BRALA13032	SACKO_16655, SACKO_09928, SACKO_09940
OG0000030	BRALA29985, BRALA29147	SACKO_31385, SACKO_04683, SACKO_04687, SACKO_04475
OG0000030	BRALA32176	SACKO_33974
OG0000030	BRALA06142	SACKO_26701
OG0000031	BRALA04543	SACKO_18621
OG0000031	BRALA04547	SACKO_18614
OG0000031	BRALA13458	SACKO_16512
OG0000031	BRALA16640	SACKO_21501
OG0000031	BRALA28311	SACKO_14417
OG0000031	BRALA15572	SACKO_31006
OG0000032	BRALA10240	SACKO_26058
OG0000032	BRALA04170, BRALA24050, BRALA04172, BRALA04375, BRALA04377, BRALA09749, BRALA09755	SACKO_20615
OG0000032	BRALA11179, BRALA11177, BRALA09647	SACKO_02664
OG0000032	BRALA04146, BRALA04145, BRALA04144, BRALA00632, BRALA09098, BRALA21017, BRALA21018, BRALA21016, BRALA22581, BRALA14174	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243
OG0000034	BRALA27570	SACKO_08906
OG0000034	BRALA08751	SACKO_15619
OG0000034	BRALA08901, BRALA03079	SACKO_19192
OG0000034	BRALA17580	SACKO_16505
OG0000034	BRALA08885	SACKO_05860
OG0000034	BRALA23966	SACKO_20630, SACKO_18516
OG0000034	BRALA06594	SACKO_29852
OG0000034	BRALA18444	SACKO_18648
OG0000034	BRALA02412	SACKO_20915
OG0000035	BRALA21367, BRALA35402	SACKO_02558
OG0000035	BRALA13925	SACKO_31936
OG0000035	BRALA13921	SACKO_12639
OG0000035	BRALA29588	SACKO_13246
OG0000035	BRALA13915, BRALA22877	SACKO_16912, SACKO_19307, SACKO_22660
OG0000035	BRALA13917	SACKO_08422
OG0000036	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181	SACKO_28321
OG0000036	BRALA35896	SACKO_14647
OG0000036	BRALA06754	SACKO_15030
OG0000036	BRALA31321, BRALA06755, BRALA06753, BRALA18345	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688
OG0000036	BRALA22402, BRALA22404	SACKO_28315
OG0000037	BRALA22282	SACKO_22630
OG0000037	BRALA22275	SACKO_05171
OG0000037	BRALA16015	SACKO_15149
OG0000037	BRALA16388	SACKO_07542, SACKO_17953, SACKO_17956
OG0000038	BRALA07451, BRALA32346	SACKO_01199
OG0000038	BRALA07354, BRALA07351	SACKO_08733
OG0000038	BRALA07450, BRALA07449	SACKO_22794
OG0000038	BRALA03789	SACKO_08703
OG0000038	BRALA15513, BRALA22708, BRALA13194	SACKO_00016
OG0000038	BRALA27417	SACKO_05258, SACKO_05271
OG0000039	BRALA19632, BRALA19635	SACKO_16701
OG0000039	BRALA01164	SACKO_22588
OG0000039	BRALA21586	SACKO_15245
OG0000039	BRALA35729	SACKO_25878
OG0000040	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851
OG0000041	BRALA07763, BRALA29216, BRALA11960, BRALA35158	SACKO_08282
OG0000041	BRALA27215	SACKO_06515
OG0000043	BRALA20694	SACKO_10927
OG0000043	BRALA06439, BRALA20722	SACKO_11078
OG0000043	BRALA09159	SACKO_09694
OG0000044	BRALA28596	SACKO_11589
OG0000044	BRALA34838	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979
OG0000044	BRALA26507, BRALA16452	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102
OG0000045	BRALA29043, BRALA32667	SACKO_11123
OG0000045	BRALA00161, BRALA00165, BRALA00163, BRALA00162	SACKO_32932
OG0000045	BRALA00167, BRALA00176, BRALA00180	SACKO_19853
OG0000045	BRALA00168, BRALA00164	SACKO_19866, SACKO_19846
OG0000045	BRALA01913, BRALA01918, BRALA01920	SACKO_11824
OG0000045	BRALA22894	SACKO_03986, SACKO_29244
OG0000045	BRALA00170, BRALA00177	SACKO_22441
OG0000045	BRALA00181	SACKO_19354
OG0000046	BRALA28946	SACKO_04617, SACKO_18448
OG0000046	BRALA00828, BRALA17402, BRALA17400, BRALA23725, BRALA23726, BRALA19361, BRALA20352, BRALA19394, BRALA23187, BRALA19360, BRALA17712, BRALA30574, BRALA17713, BRALA15856, BRALA28385, BRALA34030	SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208
OG0000046	BRALA15915, BRALA26810, BRALA08161, BRALA17417, BRALA15600, BRALA09021	SACKO_04112, SACKO_04114, SACKO_09345, SACKO_04109
OG0000048	BRALA06772	SACKO_24161
OG0000048	BRALA35359, BRALA30640, BRALA30891, BRALA13398, BRALA28757	SACKO_12018
OG0000048	BRALA17809	SACKO_03133
OG0000048	BRALA10830	SACKO_17673
OG0000048	BRALA03524	SACKO_29639
OG0000049	BRALA08950, BRALA08951	SACKO_08936
OG0000049	BRALA15334	SACKO_25469
OG0000049	BRALA15336, BRALA15335	SACKO_25472
OG0000049	BRALA17285, BRALA26771	SACKO_03908
OG0000050	BRALA29504, BRALA33239	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972
OG0000050	BRALA35714	SACKO_30449, SACKO_28664
OG0000050	BRALA21077	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008
OG0000050	BRALA27960	SACKO_24117
OG0000050	BRALA10559	SACKO_17648
OG0000051	BRALA30678	SACKO_31910
OG0000051	BRALA17952	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	BRALA22978, BRALA25416	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000053	BRALA07781	SACKO_15809, SACKO_15814
OG0000053	BRALA04262	SACKO_28166
OG0000053	BRALA16213, BRALA07330	SACKO_03479
OG0000054	BRALA10120	SACKO_13490
OG0000054	BRALA24089	SACKO_11814, SACKO_18179
OG0000054	BRALA02118	SACKO_17476
OG0000054	BRALA21314, BRALA18426, BRALA25220, BRALA21960, BRALA06303, BRALA29468	SACKO_33924
OG0000054	BRALA20505, BRALA23115, BRALA28620, BRALA24808, BRALA15699, BRALA01267, BRALA17804, BRALA17806, BRALA00882, BRALA05257	SACKO_28075, SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513, SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221
OG0000055	BRALA34592	SACKO_00479
OG0000055	BRALA06465, BRALA06467	SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317
OG0000055	BRALA31408, BRALA11246, BRALA06430, BRALA06473, BRALA06477	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027
OG0000056	BRALA00682, BRALA22096	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672
OG0000056	BRALA17447, BRALA17448, BRALA17452, BRALA17449	SACKO_32711
OG0000056	BRALA08250	SACKO_14382
OG0000058	BRALA08669	SACKO_15454
OG0000058	BRALA24063	SACKO_23572
OG0000058	BRALA27304	SACKO_00929, SACKO_00933, SACKO_00911
OG0000059	BRALA11568	SACKO_01899
OG0000059	BRALA28531, BRALA32778, BRALA23279	SACKO_09491
OG0000059	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308	SACKO_31255, SACKO_10806, SACKO_13822
OG0000059	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073, SACKO_07217, SACKO_23150, SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647
OG0000059	BRALA19963, BRALA20366	SACKO_18357
OG0000060	BRALA01718	SACKO_26044
OG0000060	BRALA00658, BRALA22074	SACKO_07510
OG0000060	BRALA01703, BRALA01702	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758
OG0000060	BRALA20908	SACKO_18890
OG0000061	BRALA07400	SACKO_02041
OG0000061	BRALA23690, BRALA23691, BRALA23692, BRALA33700, BRALA14844, BRALA22663, BRALA26552, BRALA22659, BRALA26551, BRALA26563	SACKO_02073
OG0000061	BRALA09017, BRALA07401, BRALA14793, BRALA14792	SACKO_02064
OG0000061	BRALA07399, BRALA11283, BRALA07094, BRALA17504	SACKO_22956, SACKO_22933, SACKO_27147
OG0000062	BRALA21141, BRALA30349	SACKO_15950
OG0000062	BRALA21142	SACKO_15963, SACKO_09033
OG0000062	BRALA31607	SACKO_15645
OG0000062	BRALA35327, BRALA00098	SACKO_01291, SACKO_22149
OG0000063	BRALA01330	SACKO_21551
OG0000063	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297	SACKO_15119
OG0000066	BRALA00370, BRALA00373, BRALA26242	SACKO_02924
OG0000066	BRALA12021	SACKO_04159
OG0000066	BRALA25173, BRALA12022, BRALA14833, BRALA25174, BRALA14834, BRALA12019, BRALA12020, BRALA12018, BRALA25175	SACKO_04149, SACKO_32467
OG0000066	BRALA14835, BRALA12017	SACKO_12791
OG0000066	BRALA26784	SACKO_22338
OG0000066	BRALA25733	SACKO_23403
OG0000067	BRALA04453	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000067	BRALA00630	SACKO_14495, SACKO_30959, SACKO_15224, SACKO_22683, SACKO_10271, SACKO_21618, SACKO_13951, SACKO_01508
OG0000067	BRALA35634, BRALA09451	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780
OG0000068	BRALA17338	SACKO_06039, SACKO_00510, SACKO_11410
OG0000068	BRALA17343	SACKO_06043, SACKO_06365
OG0000069	BRALA31904, BRALA27769, BRALA28929	SACKO_07016, SACKO_15035
OG0000070	BRALA19019, BRALA19027, BRALA19020	SACKO_18930, SACKO_18932
OG0000070	BRALA01932, BRALA21903	SACKO_03670
OG0000070	BRALA00642, BRALA00640, BRALA22018, BRALA22019, BRALA21248, BRALA08298	SACKO_08575
OG0000070	BRALA06340	SACKO_04002, SACKO_16666
OG0000070	BRALA14166	SACKO_16529
OG0000070	BRALA14168	SACKO_03669
