Orthogroup	BRALA	LYTVA_ok
OG0000008	BRALA09673, BRALA27036	LYTVA_21093
OG0000008	BRALA20539	LYTVA_19305
OG0000009	BRALA34913	LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916
OG0000009	BRALA34658	LYTVA_22901, LYTVA_28165
OG0000009	BRALA26278, BRALA32982	LYTVA_10698, LYTVA_02136, LYTVA_14470
OG0000009	BRALA26344, BRALA34657	LYTVA_00127, LYTVA_29384
OG0000009	BRALA32265, BRALA29866, BRALA26277, BRALA33071, BRALA32981, BRALA30024, BRALA26298, BRALA26297, BRALA06338	LYTVA_30063, LYTVA_15489
OG0000010	BRALA12875	LYTVA_02515
OG0000010	BRALA26959, BRALA34111, BRALA03882, BRALA23970, BRALA23974, BRALA23975, BRALA23976, BRALA23977	LYTVA_21273
OG0000011	BRALA22896, BRALA17910	LYTVA_26033
OG0000011	BRALA07657, BRALA07658, BRALA14523, BRALA24764, BRALA15476, BRALA23449, BRALA24766, BRALA32763, BRALA07512, BRALA05037	LYTVA_13841, LYTVA_28284
OG0000011	BRALA06517, BRALA01847, BRALA32798	LYTVA_29140
OG0000011	BRALA19792	LYTVA_18878, LYTVA_18199
OG0000011	BRALA34301	LYTVA_28379, LYTVA_03236, LYTVA_09817
OG0000012	BRALA12212, BRALA16898, BRALA21507, BRALA26960, BRALA19503, BRALA19502, BRALA19501, BRALA18532, BRALA31453, BRALA26961, BRALA08455, BRALA12215	LYTVA_11199, LYTVA_24773, LYTVA_27764
OG0000012	BRALA00546	LYTVA_22482
OG0000012	BRALA22947	LYTVA_12515, LYTVA_06149
OG0000012	BRALA08457	LYTVA_05189
OG0000012	BRALA20558, BRALA12213, BRALA23779, BRALA32735	LYTVA_24416
OG0000014	BRALA21274	LYTVA_09996
OG0000014	BRALA28626, BRALA28625, BRALA28624	LYTVA_13955
OG0000014	BRALA15621, BRALA12274	LYTVA_08890
OG0000014	BRALA09953, BRALA20835, BRALA21213, BRALA14270	LYTVA_23372
OG0000015	BRALA21862, BRALA21864, BRALA21860, BRALA21861, BRALA07518, BRALA07541, BRALA18254, BRALA18253, BRALA26423, BRALA21859, BRALA21858, BRALA21865, BRALA07699, BRALA22448	LYTVA_26004
OG0000015	BRALA22447	LYTVA_26002
OG0000015	BRALA18748, BRALA15755	LYTVA_09631, LYTVA_17348, LYTVA_06152
OG0000016	BRALA00485	LYTVA_02179
OG0000016	BRALA00484, BRALA00482, BRALA24680	LYTVA_14743
OG0000016	BRALA32113, BRALA10406	LYTVA_21831, LYTVA_18288
OG0000016	BRALA21418, BRALA29534, BRALA13585	LYTVA_00562
OG0000016	BRALA24127	LYTVA_03299, LYTVA_00787
OG0000016	BRALA09686	LYTVA_13704
OG0000016	BRALA22170	LYTVA_26617, LYTVA_17022, LYTVA_17023, LYTVA_17018, LYTVA_17017, LYTVA_17021, LYTVA_10327, LYTVA_03034, LYTVA_01978
OG0000017	BRALA24981, BRALA28546, BRALA31994	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412
OG0000018	BRALA26433	LYTVA_29857
OG0000018	BRALA25938, BRALA02443, BRALA07959, BRALA03388, BRALA27096, BRALA25561, BRALA31854, BRALA31809, BRALA33250, BRALA16195, BRALA13704, BRALA27948, BRALA23173, BRALA12914, BRALA25800, BRALA23152, BRALA29804, BRALA18094, BRALA34486, BRALA32899, BRALA10376, BRALA33972, BRALA06055, BRALA32913, BRALA27818, BRALA31950, BRALA27816, BRALA27952, BRALA31952, BRALA27097, BRALA20530, BRALA30320, BRALA33187, BRALA27247, BRALA32183, BRALA17258, BRALA32989, BRALA30091, BRALA20808, BRALA24748, BRALA18020, BRALA23577, BRALA11468, BRALA26056, BRALA02824, BRALA06189, BRALA32094, BRALA32688, BRALA07025, BRALA20941, BRALA31799	LYTVA_18794
OG0000018	BRALA21060, BRALA29268, BRALA14856, BRALA33527, BRALA20529, BRALA31173, BRALA31798, BRALA31682, BRALA20809, BRALA22881, BRALA23260, BRALA10388, BRALA26529, BRALA24038, BRALA26479, BRALA10888, BRALA14857, BRALA26062, BRALA19814, BRALA25485	LYTVA_28161, LYTVA_00818
OG0000019	BRALA31027, BRALA00002, BRALA17788	LYTVA_17120
OG0000019	BRALA00309, BRALA00310, BRALA00311	LYTVA_12149, LYTVA_22145, LYTVA_04453, LYTVA_29578, LYTVA_18165, LYTVA_00831, LYTVA_25953, LYTVA_25954, LYTVA_07425, LYTVA_07424, LYTVA_20407, LYTVA_25834, LYTVA_07423
OG0000019	BRALA23185, BRALA13461, BRALA09553	LYTVA_18162
OG0000019	BRALA00404, BRALA00405	LYTVA_01420
OG0000020	BRALA28177, BRALA04365	LYTVA_00541, LYTVA_04295
OG0000020	BRALA09135	LYTVA_19355
OG0000020	BRALA27241	LYTVA_21318
OG0000020	BRALA28848	LYTVA_09793
OG0000020	BRALA05608	LYTVA_04298
OG0000020	BRALA18984	LYTVA_23496
OG0000020	BRALA16287	LYTVA_05479
OG0000020	BRALA19612, BRALA00988, BRALA00987, BRALA34428, BRALA17137, BRALA26917, BRALA04450, BRALA19326, BRALA17705, BRALA01370, BRALA04503, BRALA22183, BRALA09492, BRALA12060, BRALA03276, BRALA03275, BRALA15785, BRALA31112, BRALA12011, BRALA22630, BRALA11869, BRALA14062	LYTVA_08129
OG0000020	BRALA27392	LYTVA_23009
OG0000020	BRALA11912	LYTVA_12234
OG0000020	BRALA18130	LYTVA_13730
OG0000020	BRALA12599	LYTVA_09530
OG0000020	BRALA10628	LYTVA_00542
OG0000020	BRALA23615	LYTVA_26250
OG0000021	BRALA18963	LYTVA_04917
OG0000021	BRALA18098	LYTVA_13480, LYTVA_00042, LYTVA_13481
OG0000021	BRALA22428	LYTVA_10118
OG0000021	BRALA30352	LYTVA_09991
OG0000021	BRALA06012	LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778
OG0000021	BRALA20360, BRALA20164	LYTVA_00398, LYTVA_01830, LYTVA_09376, LYTVA_05943, LYTVA_10849
OG0000022	BRALA04372	LYTVA_18923
OG0000023	BRALA34393, BRALA34449, BRALA33273	LYTVA_11225
OG0000023	BRALA25880	LYTVA_00179
OG0000023	BRALA05747, BRALA25168, BRALA25184, BRALA25185, BRALA29062, BRALA25437	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074
OG0000023	BRALA17881, BRALA21074, BRALA03421	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416
OG0000025	BRALA34205	LYTVA_14879, LYTVA_14642, LYTVA_07343
OG0000025	BRALA29927, BRALA33380	LYTVA_13225, LYTVA_10857
OG0000026	BRALA07901, BRALA07423	LYTVA_02302
OG0000026	BRALA01767	LYTVA_19796
OG0000027	BRALA30064	LYTVA_13316
OG0000027	BRALA16500, BRALA16502	LYTVA_18136, LYTVA_21206, LYTVA_09140, LYTVA_26069, LYTVA_02318, LYTVA_09971, LYTVA_25862
OG0000028	BRALA08523	LYTVA_12763
OG0000028	BRALA19589, BRALA19590, BRALA06381, BRALA06380, BRALA21277	LYTVA_10314, LYTVA_29171, LYTVA_29172
OG0000029	BRALA00240	LYTVA_25609, LYTVA_12911, LYTVA_03248
OG0000029	BRALA18593, BRALA15599, BRALA21105, BRALA06813, BRALA30989, BRALA00525, BRALA00526, BRALA00527, BRALA00523, BRALA00522, BRALA00528, BRALA09392, BRALA20510, BRALA08676	LYTVA_02569, LYTVA_10073
OG0000030	BRALA04160, BRALA13442	LYTVA_13667
OG0000030	BRALA32549, BRALA32573	LYTVA_28697
OG0000030	BRALA13032	LYTVA_20955, LYTVA_09651
OG0000030	BRALA10449	LYTVA_27291, LYTVA_25957
OG0000030	BRALA32176	LYTVA_27440
OG0000031	BRALA04543	LYTVA_04157, LYTVA_03000
OG0000031	BRALA04547	LYTVA_07242
OG0000031	BRALA04610	LYTVA_07394
OG0000031	BRALA13458	LYTVA_19491
OG0000031	BRALA16640	LYTVA_13645
OG0000031	BRALA28311	LYTVA_05124
OG0000031	BRALA15572	LYTVA_24172
OG0000032	BRALA11179, BRALA11177, BRALA09647	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746
OG0000033	BRALA08549, BRALA19940, BRALA13518, BRALA15667	LYTVA_09380
OG0000033	BRALA24907, BRALA25475, BRALA07998, BRALA07997, BRALA14864, BRALA20167, BRALA15709, BRALA30462, BRALA29514, BRALA21331, BRALA01502, BRALA25179	LYTVA_01770
OG0000033	BRALA24610, BRALA10541	LYTVA_28431
OG0000033	BRALA25160, BRALA30076	LYTVA_22904
OG0000033	BRALA32279, BRALA02141	LYTVA_14139, LYTVA_06583
OG0000033	BRALA27795, BRALA10774, BRALA00010	LYTVA_02656, LYTVA_01378
OG0000033	BRALA22615, BRALA32032, BRALA32815, BRALA33133, BRALA19402	LYTVA_09579, LYTVA_17007, LYTVA_04337, LYTVA_20141, LYTVA_23929, LYTVA_14663, LYTVA_12466
OG0000033	BRALA25677	LYTVA_08031
OG0000033	BRALA30835, BRALA20226	LYTVA_19303, LYTVA_26986, LYTVA_09691, LYTVA_16830, LYTVA_23842, LYTVA_08232, LYTVA_25046, LYTVA_17139, LYTVA_00757, LYTVA_12726, LYTVA_28732, LYTVA_23242
OG0000033	BRALA25684, BRALA27595, BRALA30827, BRALA34440, BRALA21407, BRALA29940, BRALA33100, BRALA11728	LYTVA_13507, LYTVA_15542, LYTVA_29590, LYTVA_21552
OG0000033	BRALA22616	LYTVA_20558, LYTVA_07100
OG0000033	BRALA29799	LYTVA_19459
OG0000033	BRALA15957, BRALA23169, BRALA32611, BRALA24594, BRALA32612, BRALA10244	LYTVA_19429, LYTVA_26229
OG0000034	BRALA27570	LYTVA_20191
OG0000034	BRALA08751	LYTVA_09293
OG0000034	BRALA08901, BRALA03079	LYTVA_04080
OG0000034	BRALA17580	LYTVA_29167, LYTVA_10612
OG0000034	BRALA08885	LYTVA_11788
OG0000034	BRALA06594	LYTVA_12673
OG0000034	BRALA18444	LYTVA_04355, LYTVA_01145
OG0000034	BRALA02412	LYTVA_06697
OG0000035	BRALA13925	LYTVA_02303, LYTVA_16617
OG0000035	BRALA13921	LYTVA_27828
OG0000035	BRALA29588	LYTVA_22468
OG0000035	BRALA13915, BRALA22877	LYTVA_12116
OG0000035	BRALA13917	LYTVA_04128
OG0000036	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947
OG0000036	BRALA35896	LYTVA_04431, LYTVA_20434
OG0000036	BRALA22402, BRALA22404	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896
OG0000036	BRALA03476	LYTVA_13566
OG0000037	BRALA16015	LYTVA_02747
OG0000037	BRALA16388	LYTVA_25050, LYTVA_25057, LYTVA_25048
OG0000038	BRALA32346	LYTVA_09821
OG0000038	BRALA03789	LYTVA_19605
OG0000038	BRALA15513, BRALA22708, BRALA13194	LYTVA_00437
OG0000038	BRALA19648	LYTVA_23709, LYTVA_21694
OG0000038	BRALA18077	LYTVA_05063
OG0000038	BRALA27417	LYTVA_09823
OG0000039	BRALA19632, BRALA19635	LYTVA_16233
OG0000039	BRALA21586	LYTVA_07607
OG0000039	BRALA02916, BRALA20258, BRALA27882, BRALA01626, BRALA01628, BRALA23751, BRALA01619, BRALA01617, BRALA01627, BRALA01624, BRALA01620, BRALA01618, BRALA04466, BRALA04471, BRALA01927, BRALA16092	LYTVA_13062
OG0000040	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285
OG0000041	BRALA07763, BRALA29216, BRALA11960, BRALA35158	LYTVA_25852
OG0000041	BRALA27215	LYTVA_03177
OG0000042	BRALA07355	LYTVA_08434, LYTVA_16298, LYTVA_08433, LYTVA_01660, LYTVA_12527
OG0000043	BRALA27558, BRALA29904, BRALA27561, BRALA27544, BRALA25261, BRALA20700, BRALA31404, BRALA31409, BRALA11161, BRALA06431, BRALA06417, BRALA06396, BRALA06445, BRALA06452, BRALA06409	LYTVA_05725, LYTVA_13550
OG0000043	BRALA06439, BRALA20722	LYTVA_00226
OG0000043	BRALA09159	LYTVA_12710
OG0000044	BRALA16330, BRALA33207	LYTVA_11853
OG0000044	BRALA28596	LYTVA_26561
OG0000044	BRALA12952	LYTVA_19469, LYTVA_22018
OG0000045	BRALA00161, BRALA00165, BRALA00163, BRALA00162	LYTVA_24388, LYTVA_02507
OG0000045	BRALA00171	LYTVA_02478, LYTVA_14643
OG0000045	BRALA06480	LYTVA_05655
OG0000045	BRALA01913, BRALA01918, BRALA01920	LYTVA_12531
OG0000045	BRALA22894	LYTVA_10187, LYTVA_26738
OG0000045	BRALA18221, BRALA26831, BRALA13064, BRALA13057, BRALA13058, BRALA33491, BRALA00181	LYTVA_17566, LYTVA_00420
OG0000046	BRALA28946	LYTVA_22286
OG0000046	BRALA05184, BRALA05187, BRALA01521, BRALA01523, BRALA00548, BRALA15946	LYTVA_20626
OG0000047	BRALA23014, BRALA29849	LYTVA_03680, LYTVA_24771
OG0000047	BRALA20843	LYTVA_29236, LYTVA_23656, LYTVA_28273
OG0000047	BRALA08127	LYTVA_13574
OG0000048	BRALA08224	LYTVA_06179
OG0000048	BRALA06772	LYTVA_26635
OG0000048	BRALA17809	LYTVA_27999
OG0000048	BRALA10830	LYTVA_08149
OG0000048	BRALA23587	LYTVA_01464, LYTVA_09123
OG0000048	BRALA03524	LYTVA_11620
OG0000049	BRALA08952, BRALA08950, BRALA08951	LYTVA_16567
OG0000049	BRALA15334	LYTVA_21152
OG0000049	BRALA17285, BRALA26771	LYTVA_07886
OG0000049	BRALA08954, BRALA23719	LYTVA_14034
OG0000049	BRALA35874, BRALA15337	LYTVA_02138
OG0000050	BRALA29504, BRALA33239	LYTVA_22854, LYTVA_13054, LYTVA_07499
OG0000050	BRALA27959, BRALA01945, BRALA33449, BRALA32066, BRALA01944, BRALA30000, BRALA21559, BRALA15438, BRALA30119	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419
OG0000050	BRALA21077	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189
OG0000050	BRALA28793	LYTVA_13188
OG0000050	BRALA10559	LYTVA_14198
OG0000051	BRALA17952	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370
OG0000051	BRALA31109	LYTVA_16492, LYTVA_16490
OG0000051	BRALA22978, BRALA25416	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428
OG0000052	BRALA14114	LYTVA_24950
OG0000052	BRALA26653	LYTVA_15380
OG0000052	BRALA01780, BRALA19636, BRALA03448, BRALA25177, BRALA34774, BRALA19340, BRALA19337, BRALA13175, BRALA29756, BRALA21907, BRALA29760, BRALA26550, BRALA11628, BRALA30906, BRALA27793, BRALA29469, BRALA18478, BRALA20881, BRALA32444, BRALA27554, BRALA22559, BRALA28706, BRALA23403, BRALA12582, BRALA24313, BRALA03336, BRALA01309, BRALA00341, BRALA01921, BRALA17134, BRALA09402, BRALA13022, BRALA11458, BRALA26226, BRALA32281, BRALA31303	LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162
OG0000053	BRALA35406	LYTVA_10692, LYTVA_10696
OG0000054	BRALA24089	LYTVA_10090, LYTVA_07086, LYTVA_21421, LYTVA_17925, LYTVA_09472, LYTVA_10089
OG0000054	BRALA02118	LYTVA_11502, LYTVA_10035, LYTVA_09103
OG0000055	BRALA34592	LYTVA_08084
OG0000055	BRALA06465, BRALA06467	LYTVA_05265
OG0000055	BRALA31408	LYTVA_09126, LYTVA_26970, LYTVA_18344
OG0000055	BRALA11246	LYTVA_18117
OG0000056	BRALA00682, BRALA22096	LYTVA_03272
OG0000056	BRALA21309	LYTVA_17286
OG0000056	BRALA08250	LYTVA_02051
OG0000057	BRALA05192	LYTVA_05797
OG0000057	BRALA22206, BRALA11691, BRALA27516, BRALA21236	LYTVA_22815
OG0000057	BRALA15976	LYTVA_16930, LYTVA_18973, LYTVA_00270, LYTVA_24006, LYTVA_29476, LYTVA_19349, LYTVA_10024, LYTVA_11718, LYTVA_22254
OG0000058	BRALA06324	LYTVA_14430
OG0000058	BRALA25998, BRALA27305, BRALA06328, BRALA03972, BRALA06644, BRALA08742, BRALA24463, BRALA24460	LYTVA_16698
OG0000058	BRALA20989, BRALA20988	LYTVA_01877, LYTVA_05596
OG0000058	BRALA27304	LYTVA_05598, LYTVA_13005
OG0000058	BRALA06325	LYTVA_01608
OG0000059	BRALA11568	LYTVA_18957
OG0000059	BRALA28531, BRALA32778, BRALA23279	LYTVA_17899
OG0000059	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308	LYTVA_05676
OG0000059	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715	LYTVA_14597, LYTVA_19539, LYTVA_23483, LYTVA_23387
OG0000059	BRALA19963, BRALA20366	LYTVA_06967, LYTVA_19211, LYTVA_17534
OG0000060	BRALA01718	LYTVA_30158, LYTVA_18098
OG0000060	BRALA00658, BRALA22074	LYTVA_02319
OG0000060	BRALA13737	LYTVA_11689, LYTVA_07972
OG0000061	BRALA07400	LYTVA_16102
OG0000061	BRALA23690, BRALA23691, BRALA23692, BRALA33700, BRALA14844, BRALA22663, BRALA26552, BRALA22659, BRALA26551, BRALA26563	LYTVA_20900
OG0000061	BRALA09017, BRALA07401, BRALA14793, BRALA14792	LYTVA_02993, LYTVA_26455, LYTVA_26459
OG0000061	BRALA07399, BRALA11283, BRALA07094, BRALA17504	LYTVA_19867, LYTVA_16101
OG0000062	BRALA21142	LYTVA_01528
OG0000062	BRALA31607	LYTVA_18550
OG0000063	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297	LYTVA_16178
OG0000066	BRALA00370, BRALA00373, BRALA26242	LYTVA_00023
OG0000066	BRALA26784	LYTVA_19934
OG0000066	BRALA25733	LYTVA_14724
OG0000067	BRALA04453	LYTVA_00141, LYTVA_19952, LYTVA_28647
OG0000069	BRALA31904, BRALA27769, BRALA28929	LYTVA_15781
OG0000069	BRALA11725	LYTVA_19096
OG0000070	BRALA19019, BRALA19027, BRALA19020	LYTVA_12849
OG0000070	BRALA00642, BRALA00640, BRALA22018, BRALA22019, BRALA21248, BRALA08298	LYTVA_20188, LYTVA_21334
OG0000070	BRALA14166, BRALA14168	LYTVA_15079
OG0000070	BRALA14506, BRALA14507, BRALA14508, BRALA00869, BRALA13923, BRALA21904, BRALA31816, BRALA28174, BRALA29611, BRALA33117, BRALA16447, BRALA14504, BRALA14505, BRALA15434, BRALA07382, BRALA09112, BRALA15447, BRALA14512, BRALA07371, BRALA14167, BRALA10327, BRALA03588, BRALA09032, BRALA02167	LYTVA_12105, LYTVA_23845, LYTVA_23846, LYTVA_20695
OG0000070	BRALA22763, BRALA01254	LYTVA_28943, LYTVA_15085, LYTVA_24840, LYTVA_07974, LYTVA_17344, LYTVA_15317
OG0000071	BRALA16857	LYTVA_30156
OG0000071	BRALA32052, BRALA20842, BRALA32055, BRALA20769	LYTVA_10873, LYTVA_10872, LYTVA_22942, LYTVA_22941, LYTVA_07051, LYTVA_07050, LYTVA_22709
OG0000072	BRALA08308	LYTVA_16436
OG0000072	BRALA12631	LYTVA_26888
OG0000072	BRALA35229, BRALA34984, BRALA33639, BRALA31916	LYTVA_23422
OG0000072	BRALA03848	LYTVA_09419
OG0000072	BRALA18086	LYTVA_15899
OG0000073	BRALA03064	LYTVA_08820, LYTVA_28046
OG0000073	BRALA22888, BRALA02628, BRALA09933, BRALA18280	LYTVA_03728
OG0000074	BRALA08058	LYTVA_24139
OG0000074	BRALA19417	LYTVA_17643, LYTVA_03701, LYTVA_21203, LYTVA_08094, LYTVA_11270
OG0000074	BRALA15329	LYTVA_17968
OG0000075	BRALA11316	LYTVA_00904
OG0000075	BRALA07062	LYTVA_01857
OG0000075	BRALA25719	LYTVA_12523
OG0000076	BRALA06580, BRALA29887	LYTVA_11845, LYTVA_28755
OG0000077	BRALA11472	LYTVA_24286
OG0000077	BRALA30355, BRALA30354, BRALA30353, BRALA27919, BRALA16173, BRALA31380, BRALA32410, BRALA09728, BRALA00278, BRALA10708, BRALA22743, BRALA22531, BRALA27588, BRALA21944, BRALA21945	LYTVA_08553
OG0000077	BRALA09898	LYTVA_24285
OG0000078	BRALA02325	LYTVA_09049
OG0000079	BRALA00097, BRALA00109	LYTVA_19637, LYTVA_24538, LYTVA_21250
OG0000079	BRALA22809	LYTVA_05934
OG0000079	BRALA13477, BRALA00141, BRALA16237, BRALA25844, BRALA16235	LYTVA_06214, LYTVA_17750
OG0000080	BRALA16765	LYTVA_22820
OG0000081	BRALA18450, BRALA18449, BRALA18446, BRALA18452, BRALA05158, BRALA05161	LYTVA_25424
OG0000082	BRALA23665	LYTVA_25888
OG0000082	BRALA23991	LYTVA_18803
OG0000082	BRALA10738	LYTVA_21157, LYTVA_15644, LYTVA_26329
OG0000082	BRALA12025	LYTVA_02026, LYTVA_02027, LYTVA_02312, LYTVA_17399
OG0000083	BRALA11838, BRALA11834	LYTVA_26815
OG0000083	BRALA34234, BRALA06829	LYTVA_15569
OG0000083	BRALA25048	LYTVA_16423, LYTVA_09980, LYTVA_09975, LYTVA_09977, LYTVA_16282, LYTVA_10654, LYTVA_10655, LYTVA_03220, LYTVA_22437, LYTVA_16287, LYTVA_16288, LYTVA_19590, LYTVA_11202, LYTVA_02097, LYTVA_02096, LYTVA_10643, LYTVA_28544, LYTVA_14550, LYTVA_23744, LYTVA_00140, LYTVA_24573
OG0000084	BRALA16357	LYTVA_14799
OG0000084	BRALA06698, BRALA06701, BRALA06699	LYTVA_18145
OG0000084	BRALA06864, BRALA06861, BRALA24902, BRALA20804	LYTVA_02391
OG0000085	BRALA10231	LYTVA_19136
OG0000085	BRALA35021	LYTVA_13307
OG0000085	BRALA20574	LYTVA_05365
OG0000085	BRALA25560	LYTVA_09034
OG0000085	BRALA18829	LYTVA_06708
OG0000086	BRALA30393	LYTVA_14367
OG0000087	BRALA02414	LYTVA_22406
OG0000087	BRALA11395	LYTVA_16301
