ENSDARP00000051832	ENSDARG00000035735	gsx1	Homeobox
ENSDARP00000095521	ENSDARG00000040884	mxi1	bHLH
ENSDARP00000063834	ENSDARG00000043483	otx5	TF_Otx
ENSDARP00000138962	ENSDARG00000030058	tbx4	T-box
ENSDARP00000151713	ENSDARG00000044301	atf1	TF_bZIP
ENSDARP00000097685	ENSDARG00000103346	si:dkeyp-85d8	zf-C2H2
ENSDARP00000094416	ENSDARG00000070538	hey1	bHLH
ENSDARP00000138927	ENSDARG00000098281	si:dkey-237m9	zf-C2H2
ENSDARP00000120409	ENSDARG00000075269	si:dkey-20i10	THAP
ENSDARP00000005892	ENSDARG00000016730	rfxank	TF_others
ENSDARP00000148190	ENSDARG00000075569	gpbp1l1	TF_others
ENSDARP00000130333	ENSDARG00000103648	znf536	zf-C2H2
ENSDARP00000072527	ENSDARG00000068407	six9	Homeobox
ENSDARP00000088134	ENSDARG00000078004	drl	zf-C2H2
ENSDARP00000075254	ENSDARG00000058008	six3a	Homeobox
ENSDARP00000109040	ENSDARG00000087483	si:dkey-226l10	zf-C2H2
ENSDARP00000006532	ENSDARG00000020354	lmx1a	Homeobox
ENSDARP00000117757	ENSDARG00000078138	si:ch211-202h22	zf-LITAF-like
ENSDARP00000141248	ENSDARG00000104613	znf1179	zf-C2H2
ENSDARP00000140586	ENSDARG00000100127	znf1178	zf-C2H2
ENSDARP00000116091	ENSDARG00000037068	IKZF4	zf-C2H2
ENSDARP00000116102	ENSDARG00000093240	GMEB2	SAND
ENSDARP00000113351	ENSDARG00000070704	thap7	THAP
ENSDARP00000076855	ENSDARG00000059327	gata2a	zf-GATA
ENSDARP00000022169	ENSDARG00000056023	hoxb9a	Homeobox
ENSDARP00000128871	ENSDARG00000087530	wu:fe05a04	zf-C2H2
ENSDARP00000136070	ENSDARG00000030896	foxq1a	Fork_head
ENSDARP00000125172	ENSDARG00000111465	znf1104	zf-C2H2
ENSDARP00000136233	ENSDARG00000030297	sox13	HMG
ENSDARP00000020208	ENSDARG00000013279	znf76	zf-C2H2
ENSDARP00000034815	ENSDARG00000077840	meis2b	Homeobox
ENSDARP00000026490	ENSDARG00000019566	neurod1	bHLH
ENSDARP00000076765	ENSDARG00000059255	evx2	Homeobox
ENSDARP00000105372	ENSDARG00000091481	foxc1a	Fork_head
ENSDARP00000076941	ENSDARG00000059398	myef2	TF_others
ENSDARP00000114041	ENSDARG00000061810	si:dkey-110c1	MBD
ENSDARP00000125497	ENSDARG00000095521	znf1090	zf-C2H2
ENSDARP00000140286	ENSDARG00000104860	si:ch211-128m15	zf-C2H2
ENSDARP00000114989	ENSDARG00000069988	arid6	ARID
ENSDARP00000037761	ENSDARG00000010192	pax3a	PAX
ENSDARP00000127274	ENSDARG00000002362	ubald1a	zf-LITAF-like
ENSDARP00000118167	ENSDARG00000045911	tulp4a	Tub
ENSDARP00000026640	ENSDARG00000006837	mycn	bHLH
ENSDARP00000083101	ENSDARG00000043210	nfic	CTF/NFI
ENSDARP00000143885	ENSDARG00000001549	sp3a	zf-C2H2
ENSDARP00000139611	ENSDARG00000098613	si:dkey-15h8	zf-C2H2
ENSDARP00000015753	ENSDARG00000006266	stat1a	STAT
ENSDARP00000138537	ENSDARG00000101623	znf992	zf-C2H2
ENSDARP00000128656	ENSDARG00000086173	relb	RHD
ENSDARP00000136923	ENSDARG00000102678	znf1181	zf-C2H2
ENSDARP00000120131	ENSDARG00000038476	si:dkeyp-68b7	zf-C2H2
ENSDARP00000126384	ENSDARG00000054323	pparab	THR-like
ENSDARP00000009333	ENSDARG00000012656	atf6	TF_bZIP
ENSDARP00000076061	ENSDARG00000058702	vax2	Homeobox
ENSDARP00000047443	ENSDARG00000031954	rbck1	TF_others
ENSDARP00000148753	ENSDARG00000074897	hes2	bHLH
ENSDARP00000124282	ENSDARG00000068580	glis1a	zf-C2H2
ENSDARP00000125338	ENSDARG00000095332	si:dkey-14d8	zf-C2H2
ENSDARP00000125564	ENSDARG00000075545	si:dkey-89b17	zf-C2H2
ENSDARP00000108752	ENSDARG00000087290	si:ch211-202h22	zf-C2H2
ENSDARP00000113051	ENSDARG00000070786	znf770	zf-C2H2
ENSDARP00000124460	ENSDARG00000075904	rfx1b	RFX
ENSDARP00000120633	ENSDARG00000059280	hoxd3a	Homeobox
ENSDARP00000139545	ENSDARG00000104488	si:ch73-299h12	zf-C2H2
ENSDARP00000125278	ENSDARG00000094017	znf1137	zf-C2H2
ENSDARP00000074846	ENSDARG00000057680	foxj2	Fork_head
ENSDARP00000051548	ENSDARG00000035559	tp53	P53
ENSDARP00000113855	ENSDARG00000025891	shox	Homeobox
ENSDARP00000120166	ENSDARG00000035285	ncor1	MYB
ENSDARP00000097078	ENSDARG00000071581	zgc:174564	zf-C2H2
ENSDARP00000138269	ENSDARG00000100544	AL954741.3	zf-C2H2
ENSDARP00000021069	ENSDARG00000014018	lhx1a	Homeobox
ENSDARP00000136943	ENSDARG00000102879	myt1b	zf-C2HC
ENSDARP00000130810	ENSDARG00000103388	znf609a	TF_others
ENSDARP00000149228	ENSDARG00000036569	bach2a	TF_bZIP
ENSDARP00000087122	ENSDARG00000063438	srebf2	bHLH
ENSDARP00000015418	ENSDARG00000025495	nhlh2	bHLH
ENSDARP00000153930	ENSDARG00000056856	tax1bp1b	TF_others
ENSDARP00000136211	ENSDARG00000100961	zgc:174653	zf-C2H2
ENSDARP00000023564	ENSDARG00000014091	osr1	zf-C2H2
ENSDARP00000027757	ENSDARG00000009823	pou3f1	Pou
ENSDARP00000057422	ENSDARG00000039302	terfa	MYB
ENSDARP00000137454	ENSDARG00000103853	znf1183	zf-C2H2
ENSDARP00000105523	ENSDARG00000056541	nr0b1	Miscellaneous
ENSDARP00000102801	ENSDARG00000031307	zic4	zf-C2H2
ENSDARP00000136892	ENSDARG00000099618	si:dkey-1b17	zf-C2H2
ENSDARP00000010904	ENSDARG00000007941	hmx4	Homeobox
ENSDARP00000012903	ENSDARG00000004023	isl1	Homeobox
ENSDARP00000138294	ENSDARG00000100097	mafgb	TF_bZIP
ENSDARP00000000280	ENSDARG00000076182	stat1b	STAT
ENSDARP00000049330	ENSDARG00000030267	gtf3aa	zf-C2H2
ENSDARP00000123550	ENSDARG00000016457	irf9	IRF
ENSDARP00000149679	ENSDARG00000087438	spi2	ETS
ENSDARP00000005108	ENSDARG00000019774	zhx3	Homeobox
ENSDARP00000115489	ENSDARG00000025847	sox12	HMG
ENSDARP00000105703	ENSDARG00000019717	pbx2	Homeobox
ENSDARP00000069814	ENSDARG00000053301	insm1b	zf-C2H2
ENSDARP00000132750	ENSDARG00000102370	znf1094	zf-C2H2
ENSDARP00000102282	ENSDARG00000077078	zgc:173726	zf-C2H2
ENSDARP00000125566	ENSDARG00000090160	si:dkey-156k2	zf-C2H2
ENSDARP00000009513	ENSDARG00000003607	nr2f6a	RXR-like
ENSDARP00000123826	ENSDARG00000022203	gtf2ird1	GTF2I
ENSDARP00000127230	ENSDARG00000096797	si:ch73-127m5	AP-2
ENSDARP00000127012	ENSDARG00000063555	si:ch211-166g5	zf-C2H2
ENSDARP00000134822	ENSDARG00000093254	znf569l	zf-C2H2
ENSDARP00000029204	ENSDARG00000023362	nr5a1b	SF-like
ENSDARP00000073839	ENSDARG00000056819	hoxa9b	Homeobox
ENSDARP00000069585	ENSDARG00000053129	carhsp1	CSD
ENSDARP00000022888	ENSDARG00000015399	foxf1	Fork_head
ENSDARP00000142194	ENSDARG00000105498	TSC22D3	TSC22
ENSDARP00000099793	ENSDARG00000011579	hoxb10a	Homeobox
ENSDARP00000061757	ENSDARG00000021288	mier3b	MYB
ENSDARP00000135017	ENSDARG00000101542	si:dkeyp-53d3	zf-C2H2
ENSDARP00000102179	ENSDARG00000077237	rfx7a	RFX
ENSDARP00000143556	ENSDARG00000015890	mafa	TF_bZIP
ENSDARP00000135234	ENSDARG00000110658	zgc:174696	zf-C2H2
ENSDARP00000147872	ENSDARG00000028731	stat4	STAT
ENSDARP00000135726	ENSDARG00000098903	tfe3a	bHLH
ENSDARP00000127779	ENSDARG00000093143	znf1010	zf-C2H2
ENSDARP00000142738	ENSDARG00000105669	si:dkey-10f23	zf-NF-X1
ENSDARP00000107236	ENSDARG00000088844	deaf1	SAND
ENSDARP00000106009	ENSDARG00000102316	si:dkey-237m9	zf-C2H2
ENSDARP00000149014	ENSDARG00000053446	sub1a	PC4
ENSDARP00000068039	ENSDARG00000031243	snai3	zf-C2H2
ENSDARP00000135693	ENSDARG00000111046	znf1116	zf-C2H2
ENSDARP00000115633	ENSDARG00000035695	scxa	bHLH
ENSDARP00000120476	ENSDARG00000056395	onecut3a	CUT
ENSDARP00000127636	ENSDARG00000074906	znf831	zf-C2H2
ENSDARP00000052661	ENSDARG00000036254	hoxa13b	Homeobox
ENSDARP00000002263	ENSDARG00000010630	hoxb6a	Homeobox
ENSDARP00000133440	ENSDARG00000101955	znf1159	zf-C2H2
ENSDARP00000129537	ENSDARG00000076512	si:ch211-265g22	ETS
ENSDARP00000114070	ENSDARG00000055751	fosb	TF_bZIP
ENSDARP00000076775	ENSDARG00000059263	hoxd12a	Homeobox
ENSDARP00000134513	ENSDARG00000102033	zgc:193790	zf-C2H2
ENSDARP00000125494	ENSDARG00000096189	si:dkey-54j5	zf-C2H2
ENSDARP00000068559	ENSDARG00000052242	aff2	AF-4
ENSDARP00000076317	ENSDARG00000058924	pou1f1	Pou
ENSDARP00000030834	ENSDARG00000025187	six6a	Homeobox
ENSDARP00000115800	ENSDARG00000079236	si:dkey-253d23	zf-C2H2
ENSDARP00000134917	ENSDARG00000103196	zgc:113343	zf-C2H2
ENSDARP00000126411	ENSDARG00000073915	znf1085	zf-C2H2
ENSDARP00000126255	ENSDARG00000087674	si:ch1073-127d16	zf-C2H2
ENSDARP00000143184	ENSDARG00000102679	FP074874.2	zf-C2H2
ENSDARP00000106096	ENSDARG00000042496	parp12a	TF_others
ENSDARP00000125269	ENSDARG00000096222	si:ch211-245n8	zf-C2H2
ENSDARP00000003051	ENSDARG00000007329	tbx16	T-box
ENSDARP00000073973	ENSDARG00000001940	dnajc1	MYB
ENSDARP00000125506	ENSDARG00000096107	BX649516.4	zf-C2H2
ENSDARP00000116302	ENSDARG00000098193	znf998	zf-C2H2
ENSDARP00000106569	ENSDARG00000028159	tead1a	TEA
ENSDARP00000004918	ENSDARG00000035127	rxrab	RXR-like
ENSDARP00000119225	ENSDARG00000071394	foxq2	Fork_head
ENSDARP00000134432	ENSDARG00000104038	znf1023	zf-C2H2
ENSDARP00000073799	ENSDARG00000056793	jazf1b	zf-C2H2
ENSDARP00000073353	ENSDARG00000056407	irf8	IRF
ENSDARP00000094406	ENSDARG00000070536	creb5b	TF_bZIP
ENSDARP00000145716	ENSDARG00000023903	atf2	TF_bZIP
ENSDARP00000115374	ENSDARG00000073912	si:ch211-202h22	zf-LITAF-like
ENSDARP00000096293	ENSDARG00000007081	pias4a	zf-MIZ
ENSDARP00000141198	ENSDARG00000094109	znf1168	zf-C2H2
ENSDARP00000029754	ENSDARG00000021494	hnf4a	RXR-like
ENSDARP00000109774	ENSDARG00000087381	tcf23	bHLH
ENSDARP00000102248	ENSDARG00000095651	hmx1	Homeobox
ENSDARP00000113837	ENSDARG00000058598	sox18	HMG
ENSDARP00000114777	ENSDARG00000087046	si:ch211-222k6	zf-C2H2
ENSDARP00000134086	ENSDARG00000055158	prox1a	HPD
ENSDARP00000105758	ENSDARG00000105306	si:dkeyp-104f11	zf-C2H2
ENSDARP00000139617	ENSDARG00000105137	zgc:173705	zf-C2H2
ENSDARP00000052364	ENSDARG00000036073	cebpg	TF_bZIP
ENSDARP00000105500	ENSDARG00000040141	si:ch73-138e16	zf-C2H2
ENSDARP00000131075	ENSDARG00000100112	znf1118	zf-C2H2
ENSDARP00000142860	ENSDARG00000001910	rorab	THR-like
ENSDARP00000143045	ENSDARG00000101883	FP074874.1	zf-C2H2
ENSDARP00000153327	ENSDARG00000027403	zgpat	TF_others
ENSDARP00000053508	ENSDARG00000036855	plagx	zf-C2H2
ENSDARP00000127346	ENSDARG00000096716	hmx3b	Homeobox
ENSDARP00000115789	ENSDARG00000055502	cicb	HMG
ENSDARP00000069680	ENSDARG00000100587	si:ch211-235i11	zf-C2H2
ENSDARP00000128219	ENSDARG00000088507	znf982	zf-C2H2
ENSDARP00000140288	ENSDARG00000115564	si:ch211-271g18	zf-C2H2
ENSDARP00000150776	ENSDARG00000069289	gabpa	ETS
ENSDARP00000087416	ENSDARG00000063563	creb3l2	TF_bZIP
ENSDARP00000095560	ENSDARG00000043973	znf292b	zf-C2H2
ENSDARP00000130885	ENSDARG00000079382	hdx	Homeobox
ENSDARP00000143351	ENSDARG00000116587	znf980	zf-C2H2
