Orthogroup	DANRE	LYTVA_ok
OG0000018	DANRE13954, DANRE13946	LYTVA_07859, LYTVA_26503, LYTVA_00759, LYTVA_05774, LYTVA_08224, LYTVA_20675, LYTVA_28161, LYTVA_00818
OG0000019	DANRE29946, DANRE21114, DANRE41681	LYTVA_17120
OG0000019	DANRE39715, DANRE24632, DANRE24631, DANRE21113, DANRE21112, DANRE29948, DANRE29945, DANRE29947, DANRE41684, DANRE41682, DANRE41683, DANRE35868, DANRE35867, DANRE35869	LYTVA_01420
OG0000020	DANRE10827, DANRE10826, DANRE10743	LYTVA_19355
OG0000020	DANRE10670	LYTVA_09793
OG0000020	DANRE40536	LYTVA_23496
OG0000020	DANRE42755	LYTVA_05479
OG0000020	DANRE24424, DANRE24423, DANRE27995, DANRE27624, DANRE27625	LYTVA_08129
OG0000020	DANRE30414	LYTVA_26447
OG0000020	DANRE27431, DANRE27432, DANRE27433	LYTVA_23009
OG0000020	DANRE06741, DANRE06740, DANRE15747	LYTVA_12234
OG0000020	DANRE22958, DANRE22959	LYTVA_17081
OG0000020	DANRE06663, DANRE06664	LYTVA_06231
OG0000020	DANRE18984	LYTVA_09530
OG0000020	DANRE27379	LYTVA_00542
OG0000021	DANRE01661, DANRE22424, DANRE31606, DANRE31605	LYTVA_04917
OG0000021	DANRE39795, DANRE39796, DANRE22480	LYTVA_13831
OG0000021	DANRE38577, DANRE08977, DANRE08978, DANRE08976	LYTVA_10118
OG0000021	DANRE08348, DANRE33679	LYTVA_09991
OG0000021	DANRE37717, DANRE02277	LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778
OG0000021	DANRE27401, DANRE27403, DANRE27400	LYTVA_00398, LYTVA_01830, LYTVA_09376, LYTVA_05943, LYTVA_10849
OG0000022	DANRE31751, DANRE32295	LYTVA_18923
OG0000023	DANRE19492, DANRE40604, DANRE27752, DANRE38057, DANRE39283, DANRE25540, DANRE36925, DANRE26382, DANRE26381, DANRE29650, DANRE29649, DANRE03181, DANRE19476, DANRE19477	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074
OG0000023	DANRE01251, DANRE08271, DANRE08272, DANRE08270, DANRE08269, DANRE01246, DANRE08566, DANRE08567, DANRE38580, DANRE40368, DANRE01250, DANRE01247, DANRE01249, DANRE01248	LYTVA_24785
OG0000025	DANRE19901, DANRE03302, DANRE09085, DANRE21568	LYTVA_23249
OG0000026	DANRE25537, DANRE36265	LYTVA_02302
OG0000026	DANRE09875	LYTVA_08564
OG0000028	DANRE39088, DANRE39089, DANRE24974, DANRE15851, DANRE15850, DANRE13964	LYTVA_12763
OG0000029	DANRE39912, DANRE39910, DANRE39911, DANRE39909, DANRE12668, DANRE12669, DANRE40256, DANRE22155, DANRE11325, DANRE16818, DANRE16817, DANRE13326	LYTVA_19555, LYTVA_01403, LYTVA_23870
OG0000029	DANRE41268, DANRE41269, DANRE26531, DANRE01944	LYTVA_02569, LYTVA_10073
OG0000030	DANRE34589, DANRE34588	LYTVA_13667
OG0000030	DANRE14546, DANRE09884, DANRE09883, DANRE34902	LYTVA_26760
OG0000030	DANRE41079, DANRE41078	LYTVA_27291, LYTVA_25957
OG0000031	DANRE41496, DANRE35535, DANRE23155	LYTVA_04157, LYTVA_03000
OG0000031	DANRE37079, DANRE41454, DANRE13621, DANRE09507, DANRE09506, DANRE09505	LYTVA_07242
OG0000031	DANRE13622, DANRE13623	LYTVA_07394
OG0000031	DANRE26516	LYTVA_19491
OG0000031	DANRE11621	LYTVA_13645
OG0000031	DANRE20276, DANRE16190, DANRE42316	LYTVA_05124
OG0000031	DANRE27399, DANRE21472, DANRE14252	LYTVA_29658
OG0000031	DANRE42215, DANRE15380, DANRE42216, DANRE28106, DANRE23847, DANRE23848	LYTVA_09735
OG0000032	DANRE30726, DANRE30725, DANRE33206, DANRE33207, DANRE33205, DANRE33204, DANRE33199, DANRE32929, DANRE32926, DANRE32927, DANRE33203, DANRE33202, DANRE32928, DANRE33200, DANRE33201, DANRE36261, DANRE20344, DANRE20343, DANRE12884, DANRE39037	LYTVA_21601, LYTVA_15486, LYTVA_13671, LYTVA_08468, LYTVA_02734
OG0000032	DANRE22486, DANRE22485, DANRE22487, DANRE22488	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746
OG0000032	DANRE24197	LYTVA_26011, LYTVA_24216, LYTVA_22020
OG0000034	DANRE35041	LYTVA_20191
OG0000034	DANRE29516, DANRE29515, DANRE12957, DANRE25460, DANRE31029, DANRE31030, DANRE23009, DANRE23010, DANRE02357	LYTVA_09293
OG0000034	DANRE29602, DANRE23932, DANRE37022, DANRE22465, DANRE31461, DANRE31460, DANRE12388, DANRE12387, DANRE25947	LYTVA_04080
OG0000034	DANRE14484, DANRE09880, DANRE38036	LYTVA_29167, LYTVA_10612
OG0000034	DANRE37614, DANRE37615, DANRE25091, DANRE25092, DANRE37613	LYTVA_11788
OG0000034	DANRE04100	LYTVA_12673
OG0000034	DANRE25182	LYTVA_06697
OG0000035	DANRE31052, DANRE25078, DANRE12998, DANRE12997	LYTVA_27828
OG0000035	DANRE29644, DANRE29645, DANRE13480, DANRE13479, DANRE12467, DANRE12466, DANRE30988	LYTVA_22468
OG0000035	DANRE36852, DANRE22281, DANRE12942, DANRE38472, DANRE12371, DANRE12370, DANRE30757, DANRE30760, DANRE30759, DANRE30758, DANRE30761	LYTVA_12116
OG0000035	DANRE38222, DANRE38223, DANRE12948	LYTVA_04128
OG0000036	DANRE25335, DANRE27775, DANRE38068, DANRE26145, DANRE38623	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947
OG0000036	DANRE11991, DANRE38630	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896
OG0000037	DANRE22289, DANRE22290, DANRE13745, DANRE11904, DANRE17607	LYTVA_02747
OG0000037	DANRE11315	LYTVA_25050, LYTVA_25057, LYTVA_25048
OG0000038	DANRE40533	LYTVA_04990
OG0000038	DANRE23401	LYTVA_00437
OG0000038	DANRE41584	LYTVA_04584, LYTVA_23709, LYTVA_21694, LYTVA_05063
OG0000038	DANRE15348	LYTVA_09823
OG0000039	DANRE38069, DANRE38070	LYTVA_16233
OG0000039	DANRE23593, DANRE23592, DANRE36822, DANRE23067, DANRE23068, DANRE23065, DANRE23064, DANRE23063	LYTVA_13062
OG0000040	DANRE30032, DANRE30031, DANRE30033, DANRE30029, DANRE30030, DANRE30035, DANRE30034, DANRE17230	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285
OG0000041	DANRE24726	LYTVA_17546, LYTVA_17545
OG0000041	DANRE29492, DANRE36857, DANRE22432, DANRE25655, DANRE33053, DANRE36856, DANRE25654, DANRE43342, DANRE38441	LYTVA_25852
OG0000041	DANRE36805, DANRE27215, DANRE24076	LYTVA_03177
OG0000043	DANRE43265	LYTVA_12710
OG0000044	DANRE20253, DANRE20252, DANRE04869, DANRE04868, DANRE04870, DANRE01471, DANRE01470, DANRE41195, DANRE41197, DANRE41200, DANRE41196, DANRE41199, DANRE05871, DANRE05873, DANRE05872, DANRE05874, DANRE05876, DANRE05875	LYTVA_11853
OG0000044	DANRE06946, DANRE06947, DANRE06457, DANRE17818, DANRE24284, DANRE24283	LYTVA_10017
OG0000044	DANRE24280	LYTVA_14074
OG0000045	DANRE28069, DANRE28068	LYTVA_17566, LYTVA_00420
OG0000046	DANRE15742	LYTVA_22286
OG0000048	DANRE16164, DANRE16166, DANRE16167, DANRE16163	LYTVA_06179
OG0000048	DANRE33718	LYTVA_15043
OG0000048	DANRE19398	LYTVA_26635
OG0000048	DANRE17556, DANRE05472	LYTVA_08149
OG0000048	DANRE26183	LYTVA_11620
OG0000049	DANRE18176, DANRE10819, DANRE00818, DANRE08853, DANRE08855, DANRE08854	LYTVA_16567
OG0000049	DANRE36715, DANRE36714, DANRE02678, DANRE12445	LYTVA_21152
OG0000049	DANRE30744	LYTVA_02138
OG0000050	DANRE05388, DANRE16154, DANRE21370, DANRE14263, DANRE25768, DANRE00430, DANRE32860, DANRE42655, DANRE31654, DANRE32311, DANRE20964	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189
OG0000050	DANRE33098, DANRE32869, DANRE33097, DANRE32870	LYTVA_13188, LYTVA_14198, LYTVA_17620
OG0000051	DANRE04454, DANRE04455, DANRE04456, DANRE04458, DANRE04457	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428
OG0000054	DANRE06791, DANRE15743	LYTVA_11502, LYTVA_10035, LYTVA_09103
OG0000055	DANRE24633	LYTVA_28790
OG0000055	DANRE26046, DANRE37399	LYTVA_09126, LYTVA_26970, LYTVA_18344
OG0000056	DANRE40469	LYTVA_05867
OG0000056	DANRE01913, DANRE01914, DANRE39460, DANRE39459, DANRE15877, DANRE15878, DANRE15879, DANRE39458, DANRE26297, DANRE26296, DANRE26298, DANRE26299, DANRE30224, DANRE30223, DANRE17147, DANRE17148, DANRE17149, DANRE30238, DANRE01911, DANRE01910	LYTVA_03272
OG0000056	DANRE40924, DANRE40923	LYTVA_17286
OG0000056	DANRE30239	LYTVA_00266, LYTVA_13357
OG0000057	DANRE01491, DANRE01492, DANRE34768, DANRE34769, DANRE25607, DANRE38933	LYTVA_05797, LYTVA_22815
OG0000058	DANRE17254	LYTVA_13091
OG0000058	DANRE03528	LYTVA_14430
OG0000058	DANRE15450	LYTVA_15397, LYTVA_14164
OG0000058	DANRE15130, DANRE18090, DANRE05159, DANRE10661, DANRE16833, DANRE17579, DANRE25419, DANRE25420, DANRE03527	LYTVA_16698
OG0000059	DANRE23878, DANRE23877, DANRE23876	LYTVA_18957
OG0000059	DANRE19797, DANRE19798, DANRE19796, DANRE13287, DANRE06156, DANRE06155, DANRE06072, DANRE06071, DANRE00651	LYTVA_06967, LYTVA_19211, LYTVA_17534
OG0000060	DANRE15035, DANRE15034, DANRE05268	LYTVA_30158, LYTVA_18098
OG0000060	DANRE29003, DANRE24797, DANRE24796, DANRE38454, DANRE38453, DANRE38452, DANRE26104, DANRE12576	LYTVA_10196
OG0000061	DANRE42668, DANRE35791, DANRE35790, DANRE14876, DANRE23684	LYTVA_16102
OG0000061	DANRE21357, DANRE21356, DANRE21355, DANRE42236, DANRE42238, DANRE42237, DANRE03323, DANRE26316, DANRE26315, DANRE16979, DANRE30135, DANRE08363, DANRE08364, DANRE41399, DANRE24234, DANRE26883, DANRE26882, DANRE28200, DANRE36395, DANRE36396, DANRE36397, DANRE03215, DANRE23525, DANRE23526, DANRE28197, DANRE28196, DANRE28198, DANRE28195, DANRE28199, DANRE28194, DANRE28193, DANRE36398, DANRE24481, DANRE24482	LYTVA_20900
OG0000061	DANRE30136	LYTVA_20904, LYTVA_09585, LYTVA_28339
OG0000061	DANRE26341, DANRE29170	LYTVA_02993, LYTVA_26455, LYTVA_26459
OG0000062	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570	LYTVA_15332, LYTVA_27501, LYTVA_24383, LYTVA_01528, LYTVA_05092
OG0000062	DANRE18807, DANRE18806	LYTVA_18550
OG0000063	DANRE20941, DANRE20940, DANRE20939, DANRE43110, DANRE15766, DANRE15767, DANRE15768, DANRE15769, DANRE26798, DANRE26796, DANRE26797, DANRE35514, DANRE35513	LYTVA_03474
OG0000063	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785	LYTVA_28622
OG0000063	DANRE19500, DANRE19501, DANRE11531, DANRE11532, DANRE04204, DANRE04205, DANRE21781	LYTVA_16178
OG0000066	DANRE40339, DANRE40338, DANRE40337, DANRE40336	LYTVA_14724
OG0000067	DANRE05059, DANRE06045, DANRE20513, DANRE39179	LYTVA_07502, LYTVA_25538, LYTVA_09112, LYTVA_09554, LYTVA_15190, LYTVA_26045
OG0000068	DANRE22551	LYTVA_11990, LYTVA_12287, LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450
OG0000069	DANRE26091	LYTVA_28766, LYTVA_15781
OG0000069	DANRE37416	LYTVA_16092, LYTVA_19233, LYTVA_24451, LYTVA_10412, LYTVA_00397, LYTVA_12821
OG0000070	DANRE18387, DANRE02540	LYTVA_12849
OG0000070	DANRE27422, DANRE27423, DANRE35328, DANRE35329, DANRE35330	LYTVA_15079, LYTVA_12105, LYTVA_23845, LYTVA_23846, LYTVA_20695, LYTVA_28943, LYTVA_15085, LYTVA_24840, LYTVA_07974, LYTVA_17344, LYTVA_15317
OG0000072	DANRE15952, DANRE15953, DANRE00858, DANRE00856, DANRE00857, DANRE08517	LYTVA_26888
OG0000072	DANRE08498, DANRE08497, DANRE06006	LYTVA_23422
OG0000072	DANRE05807	LYTVA_09419
OG0000073	DANRE23044, DANRE24104, DANRE24103, DANRE27229, DANRE39355, DANRE27228, DANRE27227, DANRE24102, DANRE30709, DANRE30708, DANRE12382	LYTVA_03728
OG0000074	DANRE30953, DANRE23378, DANRE15580, DANRE43367, DANRE15578, DANRE15579, DANRE15576, DANRE15577, DANRE15581, DANRE15589, DANRE15590	LYTVA_27116, LYTVA_29211, LYTVA_07270, LYTVA_29253, LYTVA_09687
OG0000074	DANRE17935	LYTVA_24139
OG0000074	DANRE25680	LYTVA_23288, LYTVA_24012, LYTVA_15630, LYTVA_11187, LYTVA_06007, LYTVA_06008, LYTVA_06009, LYTVA_06154
OG0000075	DANRE03709, DANRE26359, DANRE26360	LYTVA_00904
OG0000075	DANRE41686, DANRE41687, DANRE35873, DANRE35872	LYTVA_07044
OG0000075	DANRE23134, DANRE23133	LYTVA_01857
OG0000075	DANRE24998, DANRE31372, DANRE31373, DANRE22408, DANRE02483	LYTVA_12523
OG0000077	DANRE16390, DANRE20043, DANRE07192, DANRE00591, DANRE00590, DANRE39691	LYTVA_24286
OG0000077	DANRE01477, DANRE40866, DANRE22036, DANRE06030, DANRE20156, DANRE16358	LYTVA_08553
OG0000078	DANRE39894, DANRE39895, DANRE39896, DANRE26111, DANRE26112, DANRE36848, DANRE30865, DANRE30864	LYTVA_29043, LYTVA_19852, LYTVA_29449, LYTVA_29039, LYTVA_11835, LYTVA_17100, LYTVA_30099, LYTVA_09049, LYTVA_20648
OG0000078	DANRE36849	LYTVA_16618
OG0000079	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430, DANRE23441, DANRE01701, DANRE07129, DANRE07131, DANRE06662	LYTVA_19637, LYTVA_24538, LYTVA_21250
OG0000079	DANRE08425, DANRE08424, DANRE08423, DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230, DANRE08421, DANRE08418, DANRE08422, DANRE40812, DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813	LYTVA_05934
OG0000079	DANRE01827, DANRE01825, DANRE01824, DANRE01826	LYTVA_06214, LYTVA_17750
OG0000082	DANRE33308	LYTVA_25888
OG0000082	DANRE06377	LYTVA_18803
OG0000082	DANRE00971	LYTVA_15644
OG0000083	DANRE01056, DANRE08510, DANRE34355, DANRE07334, DANRE07333	LYTVA_26815
OG0000084	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413, DANRE15534, DANRE15533, DANRE15962, DANRE15961, DANRE06459	LYTVA_14799
OG0000085	DANRE03872, DANRE13568, DANRE10642, DANRE42815, DANRE01947	LYTVA_19136
OG0000085	DANRE34010, DANRE34949, DANRE08303, DANRE08302, DANRE35408	LYTVA_13307
OG0000085	DANRE10316	LYTVA_05365
OG0000085	DANRE33578, DANRE33579	LYTVA_17776
OG0000085	DANRE14204, DANRE04562	LYTVA_06708
OG0000086	DANRE34828, DANRE34827, DANRE28936	LYTVA_11459
OG0000087	DANRE37955	LYTVA_15159
OG0000087	DANRE15847, DANRE15848	LYTVA_24079
OG0000087	DANRE02654, DANRE02653	LYTVA_22406
OG0000087	DANRE42135	LYTVA_22963
OG0000087	DANRE22805, DANRE22804	LYTVA_04512
OG0000087	DANRE24820, DANRE24821	LYTVA_18728
OG0000087	DANRE42134	LYTVA_07967
OG0000088	DANRE05341, DANRE04380, DANRE25416, DANRE12560, DANRE26544, DANRE23867, DANRE36501, DANRE26035	LYTVA_25176, LYTVA_22082, LYTVA_14006, LYTVA_21232, LYTVA_01236, LYTVA_20639, LYTVA_10043, LYTVA_19532, LYTVA_01363, LYTVA_15031, LYTVA_01366, LYTVA_27296, LYTVA_08261, LYTVA_00566, LYTVA_29559, LYTVA_14054, LYTVA_14936, LYTVA_12867, LYTVA_29601, LYTVA_12865, LYTVA_28455
OG0000089	DANRE00866, DANRE06893, DANRE01120, DANRE01121, DANRE24411, DANRE18395, DANRE18394, DANRE18393	LYTVA_06777, LYTVA_25975
OG0000089	DANRE18392	LYTVA_28799, LYTVA_00948
OG0000090	DANRE14575, DANRE14574, DANRE08600, DANRE08601	LYTVA_02577
OG0000090	DANRE14775, DANRE14776	LYTVA_18395, LYTVA_13128
OG0000091	DANRE19328, DANRE19327, DANRE19329	LYTVA_04137
OG0000093	DANRE38668, DANRE18559, DANRE12452, DANRE31410, DANRE31411, DANRE36972	LYTVA_29075, LYTVA_25106, LYTVA_28477, LYTVA_25104
OG0000094	DANRE31445, DANRE31446, DANRE02712, DANRE02711, DANRE02713, DANRE41259, DANRE40961, DANRE40960, DANRE40286	LYTVA_10290
OG0000094	DANRE26291, DANRE26290, DANRE39959, DANRE39958, DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957, DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591	LYTVA_09221
OG0000096	DANRE06854, DANRE41409, DANRE15329, DANRE13475	LYTVA_28490
OG0000096	DANRE40526, DANRE02165, DANRE31394, DANRE31393	LYTVA_12286
OG0000096	DANRE36045, DANRE24893	LYTVA_21388
OG0000096	DANRE14485	LYTVA_10606
OG0000096	DANRE25948, DANRE29004, DANRE39826, DANRE25796, DANRE38945, DANRE38946, DANRE38947	LYTVA_19397
OG0000096	DANRE38250, DANRE38251, DANRE29625, DANRE29623	LYTVA_24298
OG0000096	DANRE42235, DANRE21352, DANRE21353, DANRE21354	LYTVA_20858
OG0000098	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196, DANRE38926, DANRE38925, DANRE42853, DANRE42852, DANRE42851	LYTVA_15643
OG0000098	DANRE43096, DANRE26020, DANRE38317, DANRE38316, DANRE38318, DANRE26021, DANRE38315, DANRE33952, DANRE33953	LYTVA_24589, LYTVA_16909
OG0000099	DANRE19933	LYTVA_22524, LYTVA_05673, LYTVA_26003
OG0000099	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816, DANRE08158, DANRE13815, DANRE08996, DANRE09030, DANRE08830, DANRE08829, DANRE00831, DANRE00829	LYTVA_09301, LYTVA_14363, LYTVA_14362
OG0000101	DANRE38569, DANRE26131, DANRE26132	LYTVA_13163
