Orthogroup	DANRE	APOSC_ok
OG0000032	DANRE30726, DANRE30725, DANRE33206, DANRE33207, DANRE33205, DANRE33204, DANRE33199, DANRE32929, DANRE32926, DANRE32927, DANRE33203, DANRE33202, DANRE32928, DANRE33200, DANRE33201, DANRE36261, DANRE20344, DANRE20343, DANRE12884, DANRE39037	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129, APOSC_10044
OG0000032	DANRE22486, DANRE22485, DANRE22487, DANRE22488	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726
OG0000032	DANRE24197	APOSC_11250, APOSC_11249, APOSC_24933
OG0000034	DANRE35041	APOSC_28767, APOSC_28766
OG0000034	DANRE29516, DANRE29515, DANRE12957, DANRE25460, DANRE31029, DANRE31030, DANRE23009, DANRE23010, DANRE02357	APOSC_01056
OG0000034	DANRE29602, DANRE23932, DANRE37022, DANRE22465, DANRE31461, DANRE31460, DANRE12388, DANRE12387, DANRE25947	APOSC_00389
OG0000034	DANRE14484, DANRE09880, DANRE38036	APOSC_10138
OG0000034	DANRE37614, DANRE37615, DANRE25091, DANRE25092, DANRE37613	APOSC_10830
OG0000034	DANRE04100	APOSC_23397
OG0000034	DANRE25182	APOSC_15909
OG0000035	DANRE23313	APOSC_27035
OG0000035	DANRE40563, DANRE38347, DANRE12928, DANRE12929, DANRE27654	APOSC_25872
OG0000035	DANRE31052, DANRE25078, DANRE12998, DANRE12997	APOSC_04998
OG0000035	DANRE29644, DANRE29645, DANRE13480, DANRE13479, DANRE12467, DANRE12466, DANRE30988	APOSC_25573
OG0000035	DANRE36852, DANRE22281, DANRE12942, DANRE38472, DANRE12371, DANRE12370, DANRE30757, DANRE30760, DANRE30759, DANRE30758, DANRE30761	APOSC_08656, APOSC_21135, APOSC_21136
OG0000035	DANRE38222, DANRE38223, DANRE12948	APOSC_27270
OG0000036	DANRE25335, DANRE27775, DANRE38068, DANRE26145, DANRE38623	APOSC_08020, APOSC_04631, APOSC_04630, APOSC_25667
OG0000036	DANRE07186, DANRE30853	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485
OG0000036	DANRE11991, DANRE38630	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092
OG0000037	DANRE11959, DANRE17549, DANRE11958, DANRE11635, DANRE11634, DANRE17282, DANRE17582, DANRE10717, DANRE10716, DANRE06286, DANRE06287	APOSC_01516
OG0000037	DANRE03950, DANRE03951, DANRE05592, DANRE05591, DANRE37805, DANRE37804, DANRE13383	APOSC_24133
OG0000037	DANRE22289, DANRE22290, DANRE13745, DANRE11904, DANRE17607	APOSC_28740
OG0000037	DANRE11315	APOSC_09580, APOSC_09579
OG0000038	DANRE23401	APOSC_10282, APOSC_28935, APOSC_28699, APOSC_05456, APOSC_13411, APOSC_17001, APOSC_06556, APOSC_03890, APOSC_04299
OG0000038	DANRE41584	APOSC_17727, APOSC_26790, APOSC_06670, APOSC_12872, APOSC_10359, APOSC_20091, APOSC_10945, APOSC_22530
OG0000038	DANRE15348	APOSC_25222, APOSC_10656
OG0000039	DANRE18250, DANRE18249, DANRE18251, DANRE18253, DANRE18252	APOSC_12842, APOSC_27514
OG0000039	DANRE38069, DANRE38070	APOSC_00666
OG0000039	DANRE09344	APOSC_06140, APOSC_06138, APOSC_06139, APOSC_14138, APOSC_03802, APOSC_26119, APOSC_03803, APOSC_06401, APOSC_25262, APOSC_17567, APOSC_27255
OG0000040	DANRE30032, DANRE30031, DANRE30033, DANRE30029, DANRE30030, DANRE30035, DANRE30034, DANRE17230	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234
OG0000041	DANRE24726, DANRE30701, DANRE29584, DANRE29586, DANRE29583, DANRE29585, DANRE24718, DANRE38473, DANRE38474, DANRE38475, DANRE25228, DANRE30702, DANRE30703, DANRE30699, DANRE30704, DANRE30700, DANRE40396, DANRE40397	APOSC_19034
OG0000041	DANRE29492, DANRE36857, DANRE22432, DANRE25655, DANRE33053, DANRE36856, DANRE25654, DANRE43342, DANRE38441	APOSC_26184
OG0000041	DANRE36805, DANRE27215, DANRE24076	APOSC_00445
OG0000043	DANRE37439, DANRE26092, DANRE39503, DANRE26159, DANRE37409, DANRE26051, DANRE26163, DANRE26169, DANRE26151, DANRE26095, DANRE26087, DANRE26064, DANRE26052, DANRE26099, DANRE37454, DANRE26078, DANRE37464, DANRE37436, DANRE37400, DANRE26085, DANRE39508, DANRE39495, DANRE26174, DANRE26166, DANRE37432, DANRE37396, DANRE37457, DANRE37467, DANRE37447, DANRE37451, DANRE37448, DANRE37433, DANRE37458, DANRE37440, DANRE37415, DANRE37395	APOSC_12898
OG0000044	DANRE20253, DANRE20252, DANRE04869, DANRE04868, DANRE04870, DANRE01471, DANRE01470, DANRE41195, DANRE41197, DANRE41200, DANRE41196, DANRE41199, DANRE05871, DANRE05873, DANRE05872, DANRE05874, DANRE05876, DANRE05875	APOSC_25765
OG0000044	DANRE06946, DANRE06947, DANRE06457, DANRE17818, DANRE24284, DANRE24283	APOSC_03195
OG0000044	DANRE24280	APOSC_22317
OG0000045	DANRE38824	APOSC_22122, APOSC_09364, APOSC_16917
OG0000045	DANRE05823	APOSC_22210, APOSC_25137, APOSC_21940
OG0000046	DANRE15742	APOSC_27956
OG0000048	DANRE33718	APOSC_06436
OG0000048	DANRE17556, DANRE05472	APOSC_11695
OG0000048	DANRE26183	APOSC_03220
OG0000049	DANRE18176, DANRE10819, DANRE00818, DANRE08853, DANRE08855, DANRE08854	APOSC_16875
OG0000049	DANRE36715, DANRE36714, DANRE02678, DANRE12445	APOSC_03799
OG0000049	DANRE22104, DANRE39773, DANRE39775, DANRE39774, DANRE02437, DANRE02436, DANRE36818, DANRE36819, DANRE30745, DANRE25833	APOSC_10378
OG0000049	DANRE30744	APOSC_13440
OG0000050	DANRE32914	APOSC_08507, APOSC_18416, APOSC_29121, APOSC_04063, APOSC_09709
OG0000050	DANRE05388, DANRE16154, DANRE21370, DANRE14263, DANRE25768, DANRE00430, DANRE32860, DANRE42655, DANRE31654, DANRE32311, DANRE20964	APOSC_20758, APOSC_27570
OG0000050	DANRE33098, DANRE32869, DANRE33097, DANRE32870	APOSC_04902, APOSC_20128
OG0000051	DANRE04454, DANRE04455, DANRE04456, DANRE04458, DANRE04457	APOSC_17477, APOSC_05458, APOSC_29038
OG0000054	DANRE06791, DANRE15743	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151
OG0000056	DANRE01913, DANRE01914, DANRE39460, DANRE39459, DANRE15877, DANRE15878, DANRE15879, DANRE39458, DANRE26297, DANRE26296, DANRE26298, DANRE26299, DANRE30224, DANRE30223, DANRE17147, DANRE17148, DANRE17149, DANRE30238, DANRE01911, DANRE01910	APOSC_00208, APOSC_00207, APOSC_00209
OG0000057	DANRE02560, DANRE02558, DANRE02559	APOSC_23236, APOSC_24402, APOSC_06368
OG0000058	DANRE01466, DANRE01467	APOSC_09888
OG0000058	DANRE03528	APOSC_06035
OG0000058	DANRE15450	APOSC_07162
OG0000059	DANRE23878, DANRE23877, DANRE23876	APOSC_10184
OG0000059	DANRE19797, DANRE19798, DANRE19796, DANRE13287, DANRE06156, DANRE06155, DANRE06072, DANRE06071, DANRE00651	APOSC_00480
OG0000060	DANRE15035, DANRE15034, DANRE05268	APOSC_15645
OG0000060	DANRE29003, DANRE24797, DANRE24796, DANRE38454, DANRE38453, DANRE38452, DANRE26104, DANRE12576	APOSC_08992
OG0000061	DANRE42668, DANRE35791, DANRE35790, DANRE14876, DANRE23684	APOSC_14996
OG0000061	DANRE21357, DANRE21356, DANRE21355, DANRE42236, DANRE42238, DANRE42237, DANRE03323, DANRE26316, DANRE26315, DANRE16979, DANRE30135, DANRE08363, DANRE08364, DANRE41399, DANRE24234, DANRE26883, DANRE26882, DANRE28200, DANRE36395, DANRE36396, DANRE36397, DANRE03215, DANRE23525, DANRE23526, DANRE28197, DANRE28196, DANRE28198, DANRE28195, DANRE28199, DANRE28194, DANRE28193, DANRE36398, DANRE24481, DANRE24482	APOSC_00292
OG0000061	DANRE26341, DANRE29170	APOSC_26114, APOSC_02472
OG0000062	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570	APOSC_13553, APOSC_13555, APOSC_22259, APOSC_22260, APOSC_26763
OG0000062	DANRE18807, DANRE18806	APOSC_18486, APOSC_01084
OG0000063	DANRE20941, DANRE20940, DANRE20939, DANRE43110, DANRE15766, DANRE15767, DANRE15768, DANRE15769, DANRE26798, DANRE26796, DANRE26797, DANRE35514, DANRE35513	APOSC_25041
OG0000063	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785	APOSC_17949
OG0000063	DANRE15770	APOSC_22074, APOSC_13172, APOSC_22080
OG0000063	DANRE19500, DANRE19501, DANRE11531, DANRE11532, DANRE04204, DANRE04205, DANRE21781	APOSC_13886, APOSC_04832
OG0000066	DANRE40339, DANRE40338, DANRE40337, DANRE40336	APOSC_20821
OG0000067	DANRE05059, DANRE06045, DANRE20513, DANRE39179	APOSC_06312, APOSC_24028, APOSC_22826, APOSC_27789, APOSC_07620, APOSC_22825, APOSC_12297, APOSC_15268, APOSC_06846
OG0000068	DANRE22551	APOSC_20989, APOSC_25395, APOSC_02568
OG0000069	DANRE26091	APOSC_25357, APOSC_25356
OG0000069	DANRE24751, DANRE34404, DANRE30153, DANRE08957, DANRE08956	APOSC_27459
OG0000069	DANRE37416	APOSC_11021
OG0000070	DANRE27422, DANRE27423, DANRE35328, DANRE35329, DANRE35330	APOSC_18875, APOSC_15113, APOSC_18604, APOSC_18402, APOSC_17719, APOSC_06564, APOSC_13706, APOSC_09948
OG0000072	DANRE15952, DANRE15953, DANRE00858, DANRE00856, DANRE00857, DANRE08517	APOSC_26208
OG0000072	DANRE08498, DANRE08497, DANRE06006	APOSC_12820
OG0000073	DANRE23559	APOSC_07375
OG0000073	DANRE23044, DANRE24104, DANRE24103, DANRE27229, DANRE39355, DANRE27228, DANRE27227, DANRE24102, DANRE30709, DANRE30708, DANRE12382	APOSC_27321
OG0000074	DANRE30953, DANRE23378, DANRE15580, DANRE43367, DANRE15578, DANRE15579, DANRE15576, DANRE15577, DANRE15581, DANRE15589, DANRE15590	APOSC_10399, APOSC_08687, APOSC_25382
OG0000074	DANRE17935	APOSC_18220
OG0000074	DANRE25680	APOSC_05606, APOSC_18640, APOSC_15236, APOSC_01404, APOSC_16347, APOSC_00195, APOSC_13504
OG0000075	DANRE03709, DANRE26359, DANRE26360	APOSC_14489
OG0000075	DANRE41686, DANRE41687, DANRE35873, DANRE35872	APOSC_10923
OG0000075	DANRE09985, DANRE09984, DANRE09983, DANRE02787	APOSC_12033
OG0000075	DANRE41688, DANRE23132	APOSC_07538
OG0000075	DANRE36834, DANRE40515, DANRE12778	APOSC_06620
OG0000075	DANRE30937, DANRE41300	APOSC_08706
OG0000075	DANRE24998, DANRE31372, DANRE31373, DANRE22408, DANRE02483	APOSC_20859
OG0000075	DANRE31021, DANRE31022	APOSC_19754
OG0000077	DANRE16390, DANRE20043, DANRE07192, DANRE00591, DANRE00590, DANRE39691	APOSC_15032
OG0000077	DANRE11696, DANRE11492, DANRE16170, DANRE41853, DANRE41854, DANRE17386, DANRE40644, DANRE19656, DANRE19657	APOSC_19689
OG0000078	DANRE39894, DANRE39895, DANRE39896, DANRE26111, DANRE26112, DANRE36848, DANRE30865, DANRE30864	APOSC_28185, APOSC_19588, APOSC_19587, APOSC_28007
OG0000079	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430, DANRE23441, DANRE01701, DANRE07129, DANRE07131, DANRE06662	APOSC_14016, APOSC_18637, APOSC_09201
OG0000079	DANRE00163, DANRE00164, DANRE00165, DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229	APOSC_14696
OG0000079	DANRE08425, DANRE08424, DANRE08423, DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230, DANRE08421, DANRE08418, DANRE08422, DANRE40812, DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813	APOSC_10552, APOSC_10551
OG0000079	DANRE01827, DANRE01825, DANRE01824, DANRE01826	APOSC_06744
OG0000082	DANRE33308	APOSC_14161
OG0000082	DANRE06377	APOSC_20096
OG0000082	DANRE00971	APOSC_13154
OG0000082	DANRE00969, DANRE00972, DANRE00973, DANRE08030, DANRE08710	APOSC_11149
OG0000082	DANRE08031	APOSC_00026
OG0000082	DANRE00970	APOSC_17996, APOSC_15864, APOSC_18149
OG0000083	DANRE01056, DANRE08510, DANRE34355, DANRE07334, DANRE07333	APOSC_20881
OG0000084	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413, DANRE15534, DANRE15533, DANRE15962, DANRE15961, DANRE06459	APOSC_25447
OG0000084	DANRE33759	APOSC_27325
OG0000085	DANRE03872, DANRE13568, DANRE10642, DANRE42815, DANRE01947	APOSC_13201
OG0000085	DANRE34010, DANRE34949, DANRE08303, DANRE08302, DANRE35408	APOSC_00722
OG0000085	DANRE10316	APOSC_00825
OG0000085	DANRE33578, DANRE33579	APOSC_21002
OG0000085	DANRE14204, DANRE04562	APOSC_25216
OG0000086	DANRE07765	APOSC_09013
OG0000087	DANRE02654, DANRE02653	APOSC_20552
OG0000087	DANRE42135	APOSC_26769, APOSC_05507
OG0000087	DANRE22805, DANRE22804	APOSC_26553, APOSC_26554
OG0000088	DANRE05341, DANRE04380, DANRE25416, DANRE12560, DANRE26544, DANRE23867, DANRE36501, DANRE26035	APOSC_25039, APOSC_29170, APOSC_01733, APOSC_28334, APOSC_03375, APOSC_28335, APOSC_05697, APOSC_25335, APOSC_07827
OG0000089	DANRE00866, DANRE06893, DANRE01120, DANRE01121, DANRE24411, DANRE18395, DANRE18394, DANRE18393	APOSC_18760
OG0000089	DANRE18392	APOSC_22092, APOSC_06490
OG0000090	DANRE14575, DANRE14574, DANRE08600, DANRE08601	APOSC_26110
OG0000090	DANRE14775, DANRE14776	APOSC_03937
OG0000094	DANRE31445, DANRE31446, DANRE02712, DANRE02711, DANRE02713, DANRE41259, DANRE40961, DANRE40960, DANRE40286	APOSC_02606, APOSC_02607
OG0000094	DANRE26291, DANRE26290, DANRE39959, DANRE39958, DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957, DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591	APOSC_21896, APOSC_21895
OG0000096	DANRE06854, DANRE41409, DANRE15329, DANRE13475	APOSC_05085
OG0000096	DANRE40526, DANRE02165, DANRE31394, DANRE31393	APOSC_03162
OG0000096	DANRE02166	APOSC_04023
OG0000096	DANRE36045, DANRE24893	APOSC_25015
OG0000096	DANRE14485	APOSC_00869
OG0000096	DANRE25948, DANRE29004, DANRE39826, DANRE25796, DANRE38945, DANRE38946, DANRE38947	APOSC_16859
OG0000096	DANRE38250, DANRE38251, DANRE29625, DANRE29623	APOSC_21738
OG0000096	DANRE42235, DANRE21352, DANRE21353, DANRE21354	APOSC_21519
OG0000098	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196, DANRE38926, DANRE38925, DANRE42853, DANRE42852, DANRE42851	APOSC_13176, APOSC_13174, APOSC_13175
OG0000098	DANRE43096, DANRE26020, DANRE38317, DANRE38316, DANRE38318, DANRE26021, DANRE38315, DANRE33952, DANRE33953	APOSC_27629, APOSC_10815
OG0000099	DANRE19933	APOSC_25391, APOSC_06951
OG0000099	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816, DANRE08158, DANRE13815, DANRE08996, DANRE09030, DANRE08830, DANRE08829, DANRE00831, DANRE00829	APOSC_01352, APOSC_23267
OG0000100	DANRE00427, DANRE20889, DANRE00226	APOSC_10597
OG0000101	DANRE38569, DANRE26131, DANRE26132	APOSC_08305
OG0000101	DANRE23836	APOSC_23688
OG0000101	DANRE42773, DANRE42772, DANRE21261, DANRE21260, DANRE42774	APOSC_25079, APOSC_09250
