Orthogroup	APOSJ_ok	APOSC_ok
OG0000004	APOSJ_02812	APOSC_15566, APOSC_24597
OG0000004	APOSJ_09445	APOSC_28059
OG0000004	APOSJ_41801, APOSJ_41800, APOSJ_62352, APOSJ_41802	APOSC_18755
OG0000004	APOSJ_07413, APOSJ_07417	APOSC_20065
OG0000004	APOSJ_07420, APOSJ_07421, APOSJ_07415, APOSJ_28552	APOSC_20066
OG0000004	APOSJ_43344	APOSC_25426, APOSC_09865
OG0000004	APOSJ_41012	APOSC_28260
OG0000004	APOSJ_39023, APOSJ_64853, APOSJ_64854, APOSJ_51805, APOSJ_51803, APOSJ_51802, APOSJ_51801, APOSJ_51799, APOSJ_24222, APOSJ_24219, APOSJ_05113, APOSJ_05111, APOSJ_64856, APOSJ_64852, APOSJ_31665, APOSJ_24225, APOSJ_24224, APOSJ_24223, APOSJ_24221, APOSJ_24220, APOSJ_05118, APOSJ_05117, APOSJ_05116, APOSJ_05114	APOSC_25240
OG0000004	APOSJ_61234	APOSC_27205
OG0000004	APOSJ_40238	APOSC_09030
OG0000004	APOSJ_49811, APOSJ_28826	APOSC_06178, APOSC_04579, APOSC_04580, APOSC_19837
OG0000004	APOSJ_08124, APOSJ_12667	APOSC_03036
OG0000004	APOSJ_51632, APOSJ_51634, APOSJ_51633, APOSJ_51631	APOSC_11365
OG0000004	APOSJ_07840, APOSJ_23165, APOSJ_23172, APOSJ_23166, APOSJ_23170, APOSJ_23169, APOSJ_23173, APOSJ_23171	APOSC_02487
OG0000004	APOSJ_47570, APOSJ_25218, APOSJ_47569, APOSJ_47568, APOSJ_25219, APOSJ_25220, APOSJ_47571, APOSJ_25221	APOSC_18438
OG0000004	APOSJ_11346, APOSJ_57308	APOSC_13722
OG0000004	APOSJ_32767	APOSC_24885
OG0000004	APOSJ_20314	APOSC_24884
OG0000004	APOSJ_14748	APOSC_01498
OG0000004	APOSJ_03228	APOSC_02533, APOSC_05543
OG0000004	APOSJ_25008	APOSC_04330
OG0000004	APOSJ_33861	APOSC_08714
OG0000004	APOSJ_60118	APOSC_11089, APOSC_11090
OG0000004	APOSJ_23229	APOSC_17489, APOSC_17490
OG0000005	APOSJ_41990, APOSJ_64784, APOSJ_14605, APOSJ_30108, APOSJ_32957, APOSJ_50291, APOSJ_50290, APOSJ_15668, APOSJ_15669, APOSJ_15667	APOSC_24691
OG0000005	APOSJ_31537	APOSC_28430, APOSC_12554
OG0000005	APOSJ_58392, APOSJ_58393	APOSC_26754
OG0000005	APOSJ_45803, APOSJ_63383, APOSJ_63384, APOSJ_63382, APOSJ_23014, APOSJ_23018, APOSJ_05617, APOSJ_03732	APOSC_11873
OG0000005	APOSJ_33244, APOSJ_33245	APOSC_03752, APOSC_17628
OG0000005	APOSJ_07837, APOSJ_59467, APOSJ_30391	APOSC_24150
OG0000005	APOSJ_04718	APOSC_27102
OG0000005	APOSJ_02944	APOSC_20826
OG0000005	APOSJ_47042	APOSC_07088
OG0000005	APOSJ_10773, APOSJ_10774, APOSJ_10772, APOSJ_10771, APOSJ_10770, APOSJ_10769	APOSC_23550
OG0000005	APOSJ_40266	APOSC_22041
OG0000005	APOSJ_54876, APOSJ_61747	APOSC_27830
OG0000005	APOSJ_59821, APOSJ_03245	APOSC_04819
OG0000005	APOSJ_31790	APOSC_14554
OG0000005	APOSJ_09482, APOSJ_09484, APOSJ_09485	APOSC_09560
OG0000005	APOSJ_09481, APOSJ_09483	APOSC_20452
OG0000005	APOSJ_09269	APOSC_23355
OG0000005	APOSJ_48428, APOSJ_48429	APOSC_10626
OG0000005	APOSJ_02028, APOSJ_23808, APOSJ_02027	APOSC_17600
OG0000005	APOSJ_42948	APOSC_23686
OG0000005	APOSJ_54441, APOSJ_42029	APOSC_20145
OG0000005	APOSJ_12417, APOSJ_20058, APOSJ_20056, APOSJ_19603	APOSC_28502
OG0000005	APOSJ_07516	APOSC_09638
OG0000005	APOSJ_11151, APOSJ_11154, APOSJ_11157, APOSJ_63887, APOSJ_11156, APOSJ_11155, APOSJ_11153, APOSJ_11152	APOSC_25607
OG0000005	APOSJ_50934, APOSJ_48695	APOSC_10189, APOSC_26644
OG0000005	APOSJ_28565, APOSJ_22524, APOSJ_48942, APOSJ_07813	APOSC_15445
OG0000005	APOSJ_10177, APOSJ_10170	APOSC_13185
OG0000005	APOSJ_30095	APOSC_03153
OG0000005	APOSJ_12734	APOSC_23541
OG0000005	APOSJ_43564, APOSJ_43561	APOSC_21707
OG0000006	APOSJ_12203, APOSJ_12202, APOSJ_12204	APOSC_21099
OG0000006	APOSJ_14510, APOSJ_14143	APOSC_10640
OG0000006	APOSJ_43757	APOSC_17637
OG0000006	APOSJ_51998, APOSJ_52011, APOSJ_51992, APOSJ_23178	APOSC_08805
OG0000006	APOSJ_53154	APOSC_27173
OG0000006	APOSJ_09913, APOSJ_45177, APOSJ_09916, APOSJ_63967, APOSJ_09917	APOSC_08430, APOSC_08431
OG0000006	APOSJ_52128	APOSC_19228
OG0000006	APOSJ_25002	APOSC_11581
OG0000006	APOSJ_38154	APOSC_28483, APOSC_20785, APOSC_25644
OG0000006	APOSJ_46492	APOSC_06790, APOSC_06791
OG0000007	APOSJ_59584	APOSC_04982
OG0000007	APOSJ_54414, APOSJ_55946, APOSJ_54415	APOSC_19545
OG0000007	APOSJ_59909	APOSC_11262
OG0000007	APOSJ_46494	APOSC_29119
OG0000007	APOSJ_04151	APOSC_07509
OG0000007	APOSJ_32909	APOSC_11745
OG0000007	APOSJ_33751	APOSC_25152
OG0000007	APOSJ_45510, APOSJ_50337	APOSC_04562
OG0000007	APOSJ_45418, APOSJ_45416, APOSJ_16951, APOSJ_45417	APOSC_09541, APOSC_09542
OG0000007	APOSJ_06582, APOSJ_20594	APOSC_22651
OG0000007	APOSJ_16847, APOSJ_57982, APOSJ_16846	APOSC_10715
OG0000007	APOSJ_61120, APOSJ_64094, APOSJ_61123, APOSJ_61124, APOSJ_61122, APOSJ_61121	APOSC_26829
OG0000007	APOSJ_33873, APOSJ_55281, APOSJ_26156, APOSJ_33878	APOSC_17950
OG0000007	APOSJ_55940, APOSJ_55941	APOSC_07482
OG0000008	APOSJ_26935, APOSJ_25092	APOSC_02254
OG0000008	APOSJ_24812	APOSC_22517
OG0000008	APOSJ_59607, APOSJ_43234	APOSC_12318
OG0000008	APOSJ_08880	APOSC_29142
OG0000008	APOSJ_21452, APOSJ_49644, APOSJ_36622, APOSJ_36616, APOSJ_42527, APOSJ_42528	APOSC_21668
OG0000008	APOSJ_13274	APOSC_05394
OG0000008	APOSJ_61175	APOSC_05395
OG0000008	APOSJ_63140, APOSJ_63139, APOSJ_65328	APOSC_21268, APOSC_17741, APOSC_28461
OG0000008	APOSJ_41882	APOSC_04276
OG0000008	APOSJ_18021, APOSJ_18020	APOSC_07021
OG0000008	APOSJ_07175	APOSC_04176
OG0000008	APOSJ_32183	APOSC_04177
OG0000008	APOSJ_10775, APOSJ_03255	APOSC_19242
OG0000008	APOSJ_51676	APOSC_27045
OG0000008	APOSJ_19161	APOSC_15945
OG0000008	APOSJ_11616, APOSJ_11617	APOSC_29112
OG0000008	APOSJ_06622	APOSC_21976
OG0000008	APOSJ_23604	APOSC_21294, APOSC_21293
OG0000008	APOSJ_52394	APOSC_27050
OG0000008	APOSJ_22900	APOSC_00282
OG0000008	APOSJ_52396, APOSJ_52392	APOSC_01481
OG0000008	APOSJ_08921, APOSJ_58249, APOSJ_58247, APOSJ_08951, APOSJ_58246	APOSC_20641
OG0000008	APOSJ_50496	APOSC_25161
OG0000009	APOSJ_06477	APOSC_02892
OG0000009	APOSJ_35477, APOSJ_51988	APOSC_21088
OG0000009	APOSJ_03326	APOSC_18646
OG0000009	APOSJ_30497	APOSC_25141
OG0000009	APOSJ_12474, APOSJ_60875, APOSJ_60877	APOSC_27880
OG0000009	APOSJ_61304, APOSJ_61303	APOSC_14853
OG0000009	APOSJ_39290	APOSC_18517
OG0000009	APOSJ_39287, APOSJ_35475, APOSJ_39288, APOSJ_15578, APOSJ_23189, APOSJ_35473, APOSJ_29155	APOSC_04604
OG0000009	APOSJ_56664	APOSC_16035
OG0000009	APOSJ_09416, APOSJ_58001	APOSC_11177
OG0000009	APOSJ_01900, APOSJ_01898	APOSC_07331
OG0000009	APOSJ_60169	APOSC_02463
OG0000009	APOSJ_10781, APOSJ_49262, APOSJ_11404, APOSJ_10780, APOSJ_10776, APOSJ_00998, APOSJ_00997, APOSJ_00994, APOSJ_00992, APOSJ_00989	APOSC_11202, APOSC_23861
OG0000009	APOSJ_58002	APOSC_14640
OG0000009	APOSJ_56788	APOSC_23697
OG0000009	APOSJ_16191, APOSJ_29582, APOSJ_16189	APOSC_22374
OG0000009	APOSJ_16692, APOSJ_38775, APOSJ_07096, APOSJ_07094, APOSJ_16686, APOSJ_16687, APOSJ_16684, APOSJ_16683, APOSJ_07098, APOSJ_07097, APOSJ_07092, APOSJ_07089, APOSJ_16688, APOSJ_07095, APOSJ_07090, APOSJ_07093, APOSJ_07091	APOSC_12078
OG0000009	APOSJ_59244, APOSJ_59242, APOSJ_53515	APOSC_18792
OG0000009	APOSJ_34367	APOSC_21389
OG0000009	APOSJ_61174	APOSC_26160
OG0000009	APOSJ_31715, APOSJ_13125, APOSJ_50535, APOSJ_31719, APOSJ_17359, APOSJ_50547, APOSJ_60011, APOSJ_17353, APOSJ_13127, APOSJ_13126	APOSC_24355
OG0000009	APOSJ_48325, APOSJ_48328, APOSJ_59469, APOSJ_48329, APOSJ_58890, APOSJ_48326, APOSJ_49841, APOSJ_49842, APOSJ_49840, APOSJ_49839, APOSJ_49838, APOSJ_42589, APOSJ_39562	APOSC_01128
OG0000009	APOSJ_24430	APOSC_09422
OG0000009	APOSJ_56376, APOSJ_43608, APOSJ_01836, APOSJ_01834, APOSJ_01831, APOSJ_62939, APOSJ_62936, APOSJ_43607	APOSC_15459
OG0000009	APOSJ_49147, APOSJ_49146, APOSJ_49148	APOSC_11500
OG0000009	APOSJ_04209, APOSJ_00134	APOSC_25661
OG0000009	APOSJ_53043	APOSC_26261
OG0000009	APOSJ_08607, APOSJ_33774, APOSJ_21638	APOSC_11617
OG0000009	APOSJ_42413	APOSC_16724
OG0000009	APOSJ_58003, APOSJ_57999	APOSC_19765
OG0000010	APOSJ_03628	APOSC_14960, APOSC_11855, APOSC_00985, APOSC_21784, APOSC_19918
OG0000010	APOSJ_38780	APOSC_18394
OG0000010	APOSJ_21761	APOSC_00478, APOSC_18393, APOSC_18395
OG0000010	APOSJ_36301	APOSC_26738
OG0000010	APOSJ_36300	APOSC_01123
OG0000010	APOSJ_03568	APOSC_00727
OG0000011	APOSJ_29863	APOSC_02459
OG0000011	APOSJ_54377, APOSJ_54378, APOSJ_54376, APOSJ_54379	APOSC_14101
OG0000011	APOSJ_52118, APOSJ_51528, APOSJ_27819, APOSJ_51532, APOSJ_27817, APOSJ_52112, APOSJ_51531, APOSJ_51530, APOSJ_32958, APOSJ_27820	APOSC_22534
OG0000011	APOSJ_42157, APOSJ_42159, APOSJ_64504	APOSC_11940
OG0000011	APOSJ_62275, APOSJ_62276	APOSC_17763, APOSC_18129
OG0000011	APOSJ_29621	APOSC_13105
OG0000011	APOSJ_39313	APOSC_01020
OG0000011	APOSJ_64598	APOSC_26009
OG0000011	APOSJ_30512, APOSJ_60967, APOSJ_60972, APOSJ_60947, APOSJ_60926	APOSC_20690, APOSC_20691
OG0000011	APOSJ_06281	APOSC_22419
OG0000011	APOSJ_08389, APOSJ_53297, APOSJ_53305, APOSJ_08388	APOSC_02153
OG0000011	APOSJ_46070, APOSJ_46074, APOSJ_48717, APOSJ_48715, APOSJ_48713, APOSJ_46071, APOSJ_46069, APOSJ_46067, APOSJ_48712, APOSJ_48716, APOSJ_48714, APOSJ_48710, APOSJ_46073, APOSJ_46072, APOSJ_46068, APOSJ_14278	APOSC_18658
OG0000011	APOSJ_31625	APOSC_11283
OG0000011	APOSJ_55692	APOSC_05379
OG0000011	APOSJ_01636	APOSC_05259
OG0000011	APOSJ_36340, APOSJ_37738, APOSJ_37733, APOSJ_37734	APOSC_08942, APOSC_02299
OG0000011	APOSJ_17966, APOSJ_17967, APOSJ_17965	APOSC_21470
OG0000011	APOSJ_35621, APOSJ_35622	APOSC_16967
OG0000011	APOSJ_09852, APOSJ_09853, APOSJ_09854, APOSJ_18476, APOSJ_34765, APOSJ_34766, APOSJ_34767, APOSJ_34768, APOSJ_34769, APOSJ_34770, APOSJ_34771, APOSJ_34772, APOSJ_63639	APOSC_20770
OG0000011	APOSJ_09851	APOSC_16965
OG0000011	APOSJ_18989	APOSC_24460
OG0000011	APOSJ_13252, APOSJ_13251, APOSJ_13253	APOSC_08063
OG0000011	APOSJ_13008	APOSC_04956, APOSC_05740, APOSC_11629
OG0000011	APOSJ_16660, APOSJ_51166, APOSJ_16663, APOSJ_51108	APOSC_21532
OG0000011	APOSJ_60394, APOSJ_60398	APOSC_04285
OG0000011	APOSJ_60769, APOSJ_28585, APOSJ_60768	APOSC_20345
OG0000011	APOSJ_02928, APOSJ_61879, APOSJ_15677	APOSC_24075
OG0000011	APOSJ_37350	APOSC_21593
OG0000011	APOSJ_09521	APOSC_00583
OG0000011	APOSJ_38837	APOSC_00879
OG0000011	APOSJ_06721	APOSC_28649
OG0000011	APOSJ_60676	APOSC_24862
OG0000011	APOSJ_62559	APOSC_25130, APOSC_25933
OG0000011	APOSJ_16662, APOSJ_58824, APOSJ_37653, APOSJ_37652, APOSJ_55526	APOSC_01416, APOSC_25932
OG0000011	APOSJ_64837, APOSJ_25699, APOSJ_25700, APOSJ_25698, APOSJ_25688, APOSJ_14502	APOSC_00037
OG0000011	APOSJ_17494, APOSJ_12065	APOSC_04547
OG0000011	APOSJ_65282, APOSJ_53792	APOSC_10178
OG0000011	APOSJ_25283, APOSJ_25285	APOSC_19810
OG0000011	APOSJ_31966	APOSC_13795
OG0000011	APOSJ_35318	APOSC_12778
OG0000011	APOSJ_62277	APOSC_01800
OG0000011	APOSJ_49051, APOSJ_29636, APOSJ_29638	APOSC_24912
OG0000011	APOSJ_54676, APOSJ_31861	APOSC_04733
OG0000011	APOSJ_00009, APOSJ_00010	APOSC_09019
OG0000011	APOSJ_61177, APOSJ_59189	APOSC_09279
OG0000011	APOSJ_34393	APOSC_11006
OG0000011	APOSJ_58988	APOSC_11207
OG0000011	APOSJ_57622, APOSJ_64527, APOSJ_57621, APOSJ_52511, APOSJ_52510, APOSJ_52509	APOSC_13969, APOSC_10113
OG0000011	APOSJ_52676	APOSC_25340, APOSC_02325
OG0000011	APOSJ_47306	APOSC_08981
OG0000011	APOSJ_12931, APOSJ_25047, APOSJ_12932	APOSC_17566
OG0000011	APOSJ_19075, APOSJ_19074	APOSC_17899
OG0000011	APOSJ_02231, APOSJ_02230, APOSJ_02232, APOSJ_13434	APOSC_24383
OG0000011	APOSJ_24519	APOSC_27819
OG0000011	APOSJ_52847	APOSC_02640, APOSC_01478, APOSC_01406
OG0000011	APOSJ_57608	APOSC_24720
OG0000012	APOSJ_58905, APOSJ_58906, APOSJ_58904, APOSJ_58903, APOSJ_58902	APOSC_26906
OG0000012	APOSJ_08161, APOSJ_08160	APOSC_13089
OG0000012	APOSJ_56324, APOSJ_56325, APOSJ_58381, APOSJ_56327	APOSC_13014
OG0000012	APOSJ_43063, APOSJ_43069, APOSJ_43070, APOSJ_43068, APOSJ_43067, APOSJ_43066, APOSJ_43065, APOSJ_43064	APOSC_18904
OG0000012	APOSJ_43930	APOSC_16185
OG0000012	APOSJ_28193	APOSC_27929
OG0000012	APOSJ_20947	APOSC_28450
OG0000012	APOSJ_09530, APOSJ_26007	APOSC_10605
OG0000012	APOSJ_34506, APOSJ_34505	APOSC_00485
OG0000012	APOSJ_18764	APOSC_13929
OG0000012	APOSJ_41502, APOSJ_41501	APOSC_27839
OG0000012	APOSJ_62490	APOSC_02220, APOSC_02306, APOSC_12260
OG0000012	APOSJ_23315	APOSC_27838
OG0000012	APOSJ_02166	APOSC_19749
OG0000012	APOSJ_26429	APOSC_06066
OG0000012	APOSJ_57968, APOSJ_60006, APOSJ_60001	APOSC_04391
OG0000012	APOSJ_08662	APOSC_13357
OG0000012	APOSJ_29241	APOSC_14126
OG0000012	APOSJ_29242	APOSC_26267
OG0000012	APOSJ_18379	APOSC_20161
OG0000012	APOSJ_27901, APOSJ_19235, APOSJ_27908, APOSJ_19236, APOSJ_27902, APOSJ_43527, APOSJ_27907	APOSC_12609
OG0000012	APOSJ_02479	APOSC_06350
OG0000012	APOSJ_20422	APOSC_26545
OG0000013	APOSJ_62947	APOSC_22031
OG0000013	APOSJ_26006	APOSC_08183
OG0000013	APOSJ_16913, APOSJ_41894, APOSJ_41895, APOSJ_61052, APOSJ_61056, APOSJ_61059, APOSJ_39191, APOSJ_41889, APOSJ_62706, APOSJ_61060, APOSJ_41763, APOSJ_41760, APOSJ_41759, APOSJ_61058	APOSC_13994
OG0000013	APOSJ_41893, APOSJ_41766, APOSJ_61057, APOSJ_41892, APOSJ_41887, APOSJ_41762, APOSJ_31949, APOSJ_41761, APOSJ_41764, APOSJ_47969, APOSJ_47968, APOSJ_41891, APOSJ_41758, APOSJ_62088	APOSC_09045
OG0000013	APOSJ_44152, APOSJ_09998	APOSC_26026
OG0000013	APOSJ_50056	APOSC_26024
OG0000013	APOSJ_01943	APOSC_17612
OG0000013	APOSJ_12246, APOSJ_12247, APOSJ_12245, APOSJ_11982	APOSC_16736
OG0000013	APOSJ_21044	APOSC_08254
OG0000013	APOSJ_58255, APOSJ_02917, APOSJ_49601, APOSJ_48986, APOSJ_43911, APOSJ_02919	APOSC_05351
OG0000013	APOSJ_03365, APOSJ_03366	APOSC_14121
OG0000013	APOSJ_26214	APOSC_11339
OG0000013	APOSJ_33158	APOSC_25496
OG0000013	APOSJ_40794	APOSC_21152
OG0000013	APOSJ_56288, APOSJ_13713	APOSC_27245
OG0000013	APOSJ_22815, APOSJ_35010, APOSJ_22807, APOSJ_22820, APOSJ_53227, APOSJ_22812	APOSC_17089
OG0000014	APOSJ_22104, APOSJ_22107, APOSJ_22108, APOSJ_22106, APOSJ_22105	APOSC_12674
OG0000014	APOSJ_53128, APOSJ_57940, APOSJ_51674	APOSC_23467
OG0000014	APOSJ_39040	APOSC_12182, APOSC_12181
OG0000014	APOSJ_00798, APOSJ_00799	APOSC_04687
OG0000014	APOSJ_23863	APOSC_28041
OG0000014	APOSJ_61319, APOSJ_61320	APOSC_18468
OG0000014	APOSJ_26115, APOSJ_26117	APOSC_13472
OG0000014	APOSJ_28331, APOSJ_28332	APOSC_00187
OG0000015	APOSJ_33839	APOSC_22269
OG0000015	APOSJ_56210	APOSC_08494
OG0000015	APOSJ_06394	APOSC_02353
OG0000015	APOSJ_42624, APOSJ_59632, APOSJ_31277, APOSJ_59631, APOSJ_43143, APOSJ_31279	APOSC_12040
OG0000015	APOSJ_62317	APOSC_28281
OG0000015	APOSJ_51506, APOSJ_06725	APOSC_03142
OG0000015	APOSJ_04715	APOSC_28752
OG0000015	APOSJ_50846, APOSJ_50844	APOSC_04279
OG0000016	APOSJ_25810, APOSJ_25809	APOSC_05404
OG0000016	APOSJ_38950, APOSJ_38952	APOSC_06852
OG0000016	APOSJ_43457	APOSC_19259
OG0000016	APOSJ_49455, APOSJ_50025, APOSJ_49454, APOSJ_40337	APOSC_09217
OG0000016	APOSJ_40020	APOSC_09216
OG0000016	APOSJ_51950, APOSJ_51936	APOSC_00060
OG0000016	APOSJ_51946, APOSJ_40118	APOSC_00061
OG0000016	APOSJ_12454, APOSJ_33617	APOSC_17734
OG0000016	APOSJ_06716, APOSJ_06717	APOSC_26907
OG0000016	APOSJ_45352	APOSC_26372
OG0000016	APOSJ_32030, APOSJ_32038, APOSJ_05163, APOSJ_32039, APOSJ_32033, APOSJ_32031	APOSC_26868
OG0000016	APOSJ_56442, APOSJ_56443, APOSJ_56445, APOSJ_56441	APOSC_26028
OG0000016	APOSJ_31207	APOSC_14883
OG0000016	APOSJ_03790	APOSC_28721
OG0000016	APOSJ_21725	APOSC_09296, APOSC_03753
OG0000016	APOSJ_21975	APOSC_27534
OG0000016	APOSJ_58384	APOSC_05485
OG0000016	APOSJ_11248	APOSC_19884
OG0000017	APOSJ_28721, APOSJ_28719	APOSC_21350
OG0000017	APOSJ_49266, APOSJ_49264	APOSC_14993
OG0000017	APOSJ_52652, APOSJ_52651	APOSC_17962
OG0000017	APOSJ_34254, APOSJ_34253, APOSJ_34255, APOSJ_34251	APOSC_24575
OG0000017	APOSJ_33972, APOSJ_33973	APOSC_11424
OG0000017	APOSJ_11055	APOSC_16019
OG0000017	APOSJ_52034, APOSJ_55397	APOSC_17481
OG0000017	APOSJ_28720	APOSC_11683
OG0000017	APOSJ_51045, APOSJ_60423, APOSJ_44747, APOSJ_44744, APOSJ_23056, APOSJ_23055, APOSJ_44745, APOSJ_53147, APOSJ_53142, APOSJ_44746, APOSJ_14598, APOSJ_13335, APOSJ_55839, APOSJ_55837	APOSC_24315
OG0000017	APOSJ_29917, APOSJ_29916	APOSC_02943
OG0000017	APOSJ_52476, APOSJ_39857, APOSJ_39853, APOSJ_39852	APOSC_15991
OG0000017	APOSJ_05386, APOSJ_05387, APOSJ_05389, APOSJ_58711, APOSJ_65196, APOSJ_65197, APOSJ_65193, APOSJ_65192, APOSJ_65178, APOSJ_42099, APOSJ_33478, APOSJ_05390, APOSJ_65198, APOSJ_65190, APOSJ_65189, APOSJ_58712	APOSC_06737
OG0000017	APOSJ_45809	APOSC_16567
OG0000017	APOSJ_06985	APOSC_27905
OG0000017	APOSJ_32437, APOSJ_32436	APOSC_22360
