Orthogroup	APOSJ_ok	AMPFI_ok
OG0000011	APOSJ_13252, APOSJ_13251, APOSJ_13253, APOSJ_13008	AMPFI_21384, AMPFI_25809, AMPFI_15812
OG0000011	APOSJ_16660, APOSJ_51166, APOSJ_16663, APOSJ_51108, APOSJ_60394, APOSJ_60398, APOSJ_60769, APOSJ_28585, APOSJ_60768, APOSJ_02928, APOSJ_61879, APOSJ_15677	AMPFI_06803, AMPFI_16457, AMPFI_24860
OG0000011	APOSJ_37350	AMPFI_20201
OG0000011	APOSJ_09521	AMPFI_07082
OG0000011	APOSJ_64652, APOSJ_38837	AMPFI_23991, AMPFI_06537, AMPFI_05996, AMPFI_05995, AMPFI_07569
OG0000011	APOSJ_06721	AMPFI_25424
OG0000011	APOSJ_60676	AMPFI_17952, AMPFI_21604
OG0000011	APOSJ_16662, APOSJ_58824, APOSJ_37653, APOSJ_37652, APOSJ_55526	AMPFI_09932, AMPFI_21651, AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672, AMPFI_20419
OG0000011	APOSJ_01874, APOSJ_41471	AMPFI_21616
OG0000011	APOSJ_25283, APOSJ_25285	AMPFI_12525, AMPFI_04893
OG0000011	APOSJ_21982	AMPFI_09690
OG0000011	APOSJ_58988	AMPFI_05936, AMPFI_19795
OG0000011	APOSJ_57622, APOSJ_64527, APOSJ_57621, APOSJ_52511, APOSJ_52510, APOSJ_52509	AMPFI_03008, AMPFI_02519
OG0000011	APOSJ_52847	AMPFI_21646, AMPFI_02603
OG0000012	APOSJ_58905, APOSJ_58906, APOSJ_58904, APOSJ_58903, APOSJ_58902	AMPFI_05035, AMPFI_18913
OG0000012	APOSJ_29241, APOSJ_29242, APOSJ_18379, APOSJ_27901, APOSJ_19235, APOSJ_27908, APOSJ_19236, APOSJ_27902, APOSJ_43527, APOSJ_27907, APOSJ_02479	AMPFI_06478
OG0000013	APOSJ_62947, APOSJ_26006, APOSJ_16913, APOSJ_41894, APOSJ_41895, APOSJ_61052, APOSJ_61056, APOSJ_61059, APOSJ_39191, APOSJ_41889, APOSJ_62706, APOSJ_61060, APOSJ_41763, APOSJ_41760, APOSJ_41759, APOSJ_61058, APOSJ_41893, APOSJ_41766, APOSJ_61057, APOSJ_41892, APOSJ_41887, APOSJ_41762, APOSJ_31949, APOSJ_41761, APOSJ_41764, APOSJ_47969, APOSJ_47968, APOSJ_41891, APOSJ_41758, APOSJ_62088, APOSJ_44152, APOSJ_09998	AMPFI_18951
OG0000013	APOSJ_50056, APOSJ_01943	AMPFI_13640
OG0000013	APOSJ_12246, APOSJ_12247, APOSJ_12245, APOSJ_11982, APOSJ_21044, APOSJ_58255, APOSJ_02917, APOSJ_49601, APOSJ_48986, APOSJ_43911, APOSJ_02919, APOSJ_03365, APOSJ_03366, APOSJ_26214, APOSJ_33158, APOSJ_40794, APOSJ_56288, APOSJ_13713, APOSJ_22815, APOSJ_35010, APOSJ_22807, APOSJ_22820, APOSJ_53227, APOSJ_22812	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132
OG0000014	APOSJ_22104, APOSJ_22107, APOSJ_22108, APOSJ_22106, APOSJ_22105	AMPFI_10576, AMPFI_00293
OG0000014	APOSJ_53128, APOSJ_57940, APOSJ_51674, APOSJ_39040, APOSJ_00798, APOSJ_00799, APOSJ_23863, APOSJ_61319, APOSJ_61320, APOSJ_26115, APOSJ_26117	AMPFI_21375, AMPFI_08000, AMPFI_07725
OG0000014	APOSJ_28331, APOSJ_28332	AMPFI_16339
OG0000015	APOSJ_62317, APOSJ_51506, APOSJ_06725	AMPFI_03480
OG0000016	APOSJ_43457	AMPFI_14639
OG0000016	APOSJ_38951	AMPFI_10903
OG0000016	APOSJ_06716, APOSJ_06717	AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919
OG0000016	APOSJ_45352, APOSJ_32030, APOSJ_32038, APOSJ_05163, APOSJ_32039, APOSJ_32033, APOSJ_32031, APOSJ_56442, APOSJ_56443, APOSJ_56445, APOSJ_56441	AMPFI_20923
OG0000016	APOSJ_31207	AMPFI_06248
OG0000016	APOSJ_03790	AMPFI_15536, AMPFI_18220, AMPFI_13190
OG0000016	APOSJ_21975	AMPFI_08754
OG0000016	APOSJ_58384	AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144
OG0000017	APOSJ_49266, APOSJ_49264	AMPFI_26001
OG0000017	APOSJ_52652, APOSJ_52651	AMPFI_10075, AMPFI_09589, AMPFI_13357
OG0000017	APOSJ_26995	AMPFI_03555, AMPFI_02100, AMPFI_22933, AMPFI_20010, AMPFI_04573, AMPFI_04127
OG0000017	APOSJ_61685	AMPFI_01137
OG0000017	APOSJ_22123	AMPFI_04581
OG0000017	APOSJ_22488, APOSJ_51045, APOSJ_60423, APOSJ_44747, APOSJ_44744, APOSJ_23056, APOSJ_23055, APOSJ_44745, APOSJ_53147, APOSJ_53142, APOSJ_44746, APOSJ_14598, APOSJ_13335, APOSJ_55839, APOSJ_55837, APOSJ_29917, APOSJ_29916, APOSJ_52476, APOSJ_39857, APOSJ_39853, APOSJ_39852, APOSJ_05386, APOSJ_05387, APOSJ_05389, APOSJ_58711, APOSJ_65196, APOSJ_65197, APOSJ_65193, APOSJ_65192, APOSJ_65178, APOSJ_42099, APOSJ_33478, APOSJ_05390, APOSJ_65198, APOSJ_65190, APOSJ_65189, APOSJ_58712, APOSJ_45809, APOSJ_06985	AMPFI_00417
OG0000017	APOSJ_32437	AMPFI_20305, AMPFI_03931
OG0000017	APOSJ_32436	AMPFI_20464
OG0000018	APOSJ_19512, APOSJ_19514, APOSJ_19516, APOSJ_57743	AMPFI_21544, AMPFI_08183, AMPFI_15245
OG0000018	APOSJ_53955	AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911
OG0000018	APOSJ_54280, APOSJ_54282, APOSJ_54279, APOSJ_54277, APOSJ_38665, APOSJ_54283, APOSJ_54281, APOSJ_54278, APOSJ_01881, APOSJ_01883, APOSJ_01884, APOSJ_01885, APOSJ_11544, APOSJ_11543, APOSJ_01882, APOSJ_01880, APOSJ_31485, APOSJ_31935, APOSJ_04724, APOSJ_60628, APOSJ_60629, APOSJ_02343, APOSJ_02342	AMPFI_12397, AMPFI_06555, AMPFI_21165
OG0000018	APOSJ_03375	AMPFI_15215, AMPFI_16636
OG0000018	APOSJ_25320	AMPFI_04983
OG0000018	APOSJ_51121	AMPFI_11059
OG0000018	APOSJ_05958	AMPFI_23717, AMPFI_12063
OG0000018	APOSJ_64894	AMPFI_01244
OG0000018	APOSJ_19513, APOSJ_19515	AMPFI_19834
OG0000018	APOSJ_04828	AMPFI_08463
OG0000018	APOSJ_32266, APOSJ_22620	AMPFI_12214
OG0000018	APOSJ_12404, APOSJ_49135, APOSJ_49134, APOSJ_02340, APOSJ_02344, APOSJ_62914	AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008
OG0000019	APOSJ_25021	AMPFI_10151
OG0000019	APOSJ_63124	AMPFI_16723
OG0000019	APOSJ_58483	AMPFI_01636
OG0000019	APOSJ_49365	AMPFI_06523
OG0000019	APOSJ_01085, APOSJ_65350, APOSJ_05565, APOSJ_64003, APOSJ_65353, APOSJ_05564, APOSJ_34752, APOSJ_65005, APOSJ_65352, APOSJ_65351, APOSJ_05568, APOSJ_64006, APOSJ_64005, APOSJ_07876, APOSJ_64004, APOSJ_48618, APOSJ_48619, APOSJ_48616, APOSJ_16280, APOSJ_48620, APOSJ_48621, APOSJ_30953	AMPFI_24258
OG0000020	APOSJ_38031	AMPFI_01847
OG0000020	APOSJ_03215	AMPFI_07852
OG0000020	APOSJ_60863, APOSJ_38143, APOSJ_60862	AMPFI_19334
OG0000020	APOSJ_44342, APOSJ_44340, APOSJ_44341	AMPFI_20737
OG0000020	APOSJ_25225, APOSJ_25228, APOSJ_25227, APOSJ_25226, APOSJ_25224, APOSJ_25223	AMPFI_23773
OG0000020	APOSJ_34911, APOSJ_34912, APOSJ_34909, APOSJ_34910	AMPFI_07932
OG0000020	APOSJ_51246, APOSJ_35639	AMPFI_12343
OG0000020	APOSJ_08125, APOSJ_51104	AMPFI_25813
OG0000020	APOSJ_16758	AMPFI_21494
OG0000020	APOSJ_38030, APOSJ_38032	AMPFI_06129
OG0000020	APOSJ_64610, APOSJ_31490	AMPFI_07388
OG0000020	APOSJ_45120	AMPFI_13969
OG0000021	APOSJ_50915	AMPFI_23043, AMPFI_10198
OG0000021	APOSJ_16738, APOSJ_16737, APOSJ_16740, APOSJ_16736	AMPFI_04441
OG0000021	APOSJ_16640, APOSJ_16638	AMPFI_24454
OG0000021	APOSJ_34733, APOSJ_17339, APOSJ_22470, APOSJ_22469, APOSJ_16747, APOSJ_22471, APOSJ_33890, APOSJ_34732, APOSJ_64645, APOSJ_43284	AMPFI_16391
OG0000021	APOSJ_00001	AMPFI_19616, AMPFI_08794, AMPFI_23196
OG0000021	APOSJ_41267, APOSJ_41269, APOSJ_41268, APOSJ_41270	AMPFI_19941
OG0000021	APOSJ_46341, APOSJ_46342, APOSJ_14192, APOSJ_54489, APOSJ_54488	AMPFI_00389, AMPFI_07405, AMPFI_24716
OG0000023	APOSJ_12541	AMPFI_05477
OG0000023	APOSJ_58633	AMPFI_12912
OG0000023	APOSJ_48375, APOSJ_27694, APOSJ_27692	AMPFI_20581
OG0000023	APOSJ_27677, APOSJ_27676, APOSJ_27675, APOSJ_27674	AMPFI_14885
OG0000023	APOSJ_01239	AMPFI_23006
OG0000023	APOSJ_05915, APOSJ_05916	AMPFI_08877, AMPFI_08668
OG0000023	APOSJ_01093, APOSJ_01092, APOSJ_01091	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	APOSJ_42179	AMPFI_05031
OG0000024	APOSJ_55810	AMPFI_01930, AMPFI_21703
OG0000024	APOSJ_12803	AMPFI_25509
OG0000024	APOSJ_61540, APOSJ_61541, APOSJ_41584	AMPFI_20328, AMPFI_11488, AMPFI_14597, AMPFI_06959, AMPFI_07236, AMPFI_06755, AMPFI_03338, AMPFI_12963, AMPFI_15605, AMPFI_06015, AMPFI_05885, AMPFI_01680, AMPFI_19467, AMPFI_08281, AMPFI_06875, AMPFI_14904, AMPFI_08222
OG0000024	APOSJ_02508, APOSJ_02509	AMPFI_10693
OG0000024	APOSJ_64694, APOSJ_36208, APOSJ_60045, APOSJ_60046, APOSJ_60043, APOSJ_60042, APOSJ_60044, APOSJ_60041	AMPFI_13114
OG0000024	APOSJ_50597, APOSJ_50596	AMPFI_24998
OG0000024	APOSJ_44116, APOSJ_44115, APOSJ_38982, APOSJ_48566	AMPFI_12131
OG0000024	APOSJ_03380, APOSJ_03379	AMPFI_19893
OG0000024	APOSJ_11904	AMPFI_06754, AMPFI_02116
OG0000024	APOSJ_22298	AMPFI_11381, AMPFI_02352, AMPFI_22670, AMPFI_08428, AMPFI_09931, AMPFI_03114, AMPFI_10533, AMPFI_24308, AMPFI_17116
OG0000024	APOSJ_42203	AMPFI_17497, AMPFI_13212, AMPFI_23039
OG0000024	APOSJ_62780	AMPFI_02301
OG0000024	APOSJ_61037, APOSJ_54994	AMPFI_18926, AMPFI_10659, AMPFI_09830
OG0000024	APOSJ_00017, APOSJ_53177, APOSJ_53178, APOSJ_04339, APOSJ_61804	AMPFI_12622, AMPFI_08274, AMPFI_13320
OG0000024	APOSJ_31223	AMPFI_18394
OG0000024	APOSJ_29329	AMPFI_01428
OG0000024	APOSJ_60754	AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816, AMPFI_08187, AMPFI_00910, AMPFI_05089, AMPFI_22388, AMPFI_12431, AMPFI_12438, AMPFI_03520, AMPFI_24082, AMPFI_14110, AMPFI_07368, AMPFI_00973, AMPFI_07770, AMPFI_22507, AMPFI_01046, AMPFI_13085, AMPFI_15762, AMPFI_01069, AMPFI_22054
OG0000025	APOSJ_62497	AMPFI_11202
OG0000025	APOSJ_37446	AMPFI_02396, AMPFI_25559
OG0000025	APOSJ_52769, APOSJ_59374	AMPFI_14786
OG0000025	APOSJ_00453	AMPFI_18559
OG0000025	APOSJ_36461, APOSJ_25081, APOSJ_35501, APOSJ_50150, APOSJ_50148, APOSJ_22934, APOSJ_22936, APOSJ_22935, APOSJ_62923	AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749
OG0000025	APOSJ_51354, APOSJ_30130, APOSJ_36422, APOSJ_24265, APOSJ_24263, APOSJ_24261, APOSJ_62496	AMPFI_20213, AMPFI_20597, AMPFI_02104, AMPFI_17203, AMPFI_19993
OG0000025	APOSJ_36900, APOSJ_46981, APOSJ_46982	AMPFI_26068
OG0000025	APOSJ_60332, APOSJ_29178	AMPFI_14460, AMPFI_00775, AMPFI_15832
OG0000025	APOSJ_21544, APOSJ_21546, APOSJ_21547, APOSJ_05694, APOSJ_39166, APOSJ_21545, APOSJ_21543	AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652, AMPFI_13290, AMPFI_19524, AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387
OG0000025	APOSJ_02655, APOSJ_02652	AMPFI_23676, AMPFI_15176, AMPFI_09409, AMPFI_16846, AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920, AMPFI_09073
OG0000025	APOSJ_06201	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240
OG0000025	APOSJ_57840, APOSJ_45165, APOSJ_40043, APOSJ_52771	AMPFI_12673
OG0000026	APOSJ_59563	AMPFI_12171
OG0000026	APOSJ_39679, APOSJ_39682	AMPFI_24667
OG0000026	APOSJ_61877, APOSJ_61922, APOSJ_14352, APOSJ_14353	AMPFI_01077, AMPFI_16904
OG0000026	APOSJ_58273, APOSJ_64303	AMPFI_12169, AMPFI_25654, AMPFI_23954, AMPFI_09282
OG0000026	APOSJ_20027	AMPFI_17661
OG0000026	APOSJ_00259, APOSJ_43475	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000027	APOSJ_23299, APOSJ_23300	AMPFI_15327
OG0000027	APOSJ_44006, APOSJ_46288, APOSJ_53652, APOSJ_41604, APOSJ_51651, APOSJ_51649, APOSJ_51653, APOSJ_19117, APOSJ_19116, APOSJ_41617, APOSJ_64839, APOSJ_09102, APOSJ_31251, APOSJ_15397, APOSJ_53968, APOSJ_63686, APOSJ_42018, APOSJ_42017	AMPFI_23434
OG0000027	APOSJ_61281, APOSJ_17811, APOSJ_17810, APOSJ_62251, APOSJ_62252, APOSJ_62253, APOSJ_62250, APOSJ_61176, APOSJ_57015, APOSJ_57014	AMPFI_03819
OG0000028	APOSJ_39269	AMPFI_15765
OG0000028	APOSJ_19821, APOSJ_19822, APOSJ_19823, APOSJ_19820	AMPFI_04239
OG0000028	APOSJ_13110	AMPFI_04248
OG0000028	APOSJ_00353	AMPFI_21505
OG0000029	APOSJ_26876, APOSJ_26877	AMPFI_10300
OG0000029	APOSJ_64430	AMPFI_01562, AMPFI_19753
OG0000029	APOSJ_13377	AMPFI_05500
OG0000029	APOSJ_45558	AMPFI_18884
