Orthogroup	APOSJ_ok	LYTVA_ok
OG0000002	APOSJ_32422, APOSJ_05886, APOSJ_09049, APOSJ_21222, APOSJ_21226, APOSJ_56330, APOSJ_56332, APOSJ_57911, APOSJ_56329, APOSJ_54856, APOSJ_21227, APOSJ_09048, APOSJ_38446, APOSJ_40855, APOSJ_40858, APOSJ_11585, APOSJ_46757, APOSJ_40854, APOSJ_31322	LYTVA_09815, LYTVA_04765, LYTVA_26938, LYTVA_07995, LYTVA_23824, LYTVA_17551, LYTVA_25582, LYTVA_22408
OG0000002	APOSJ_21931	LYTVA_21553
OG0000003	APOSJ_63267	LYTVA_21164, LYTVA_26275
OG0000003	APOSJ_43552, APOSJ_43551	LYTVA_25607, LYTVA_21606
OG0000003	APOSJ_20832, APOSJ_20829, APOSJ_22272, APOSJ_03630	LYTVA_03030
OG0000003	APOSJ_27925, APOSJ_44929	LYTVA_15536
OG0000003	APOSJ_58026	LYTVA_14606
OG0000003	APOSJ_28537	LYTVA_06469
OG0000003	APOSJ_59054	LYTVA_20987
OG0000003	APOSJ_20460, APOSJ_41791, APOSJ_41790	LYTVA_11643
OG0000004	APOSJ_23993	LYTVA_04445
OG0000004	APOSJ_60995	LYTVA_08289, LYTVA_29289, LYTVA_22297
OG0000004	APOSJ_02812	LYTVA_18533
OG0000004	APOSJ_09445	LYTVA_23131
OG0000004	APOSJ_41801, APOSJ_41800, APOSJ_62352, APOSJ_41802	LYTVA_04400
OG0000004	APOSJ_07413, APOSJ_07417, APOSJ_07420, APOSJ_07421, APOSJ_07415, APOSJ_28552, APOSJ_43344	LYTVA_13223
OG0000004	APOSJ_41012	LYTVA_06100, LYTVA_05937, LYTVA_25040
OG0000004	APOSJ_39023, APOSJ_64853, APOSJ_64854, APOSJ_51805, APOSJ_51803, APOSJ_51802, APOSJ_51801, APOSJ_51799, APOSJ_24222, APOSJ_24219, APOSJ_05113, APOSJ_05111, APOSJ_64856, APOSJ_64852, APOSJ_31665, APOSJ_24225, APOSJ_24224, APOSJ_24223, APOSJ_24221, APOSJ_24220, APOSJ_05118, APOSJ_05117, APOSJ_05116, APOSJ_05114	LYTVA_15014
OG0000004	APOSJ_08124, APOSJ_12667	LYTVA_22300, LYTVA_22328
OG0000004	APOSJ_25008	LYTVA_28503
OG0000005	APOSJ_41990, APOSJ_64784, APOSJ_14605, APOSJ_30108, APOSJ_32957, APOSJ_50291, APOSJ_50290, APOSJ_15668, APOSJ_15669, APOSJ_15667	LYTVA_24142
OG0000005	APOSJ_31537	LYTVA_01017
OG0000005	APOSJ_09482, APOSJ_09484, APOSJ_09485, APOSJ_09481, APOSJ_09483, APOSJ_09269, APOSJ_48428, APOSJ_48429	LYTVA_20265
OG0000005	APOSJ_02028, APOSJ_23808, APOSJ_02027, APOSJ_42948, APOSJ_54441, APOSJ_42029, APOSJ_12417, APOSJ_20058, APOSJ_20056, APOSJ_19603, APOSJ_07516, APOSJ_11151, APOSJ_11154, APOSJ_11157, APOSJ_63887, APOSJ_11156, APOSJ_11155, APOSJ_11153, APOSJ_11152, APOSJ_50934, APOSJ_48695	LYTVA_15344, LYTVA_25103, LYTVA_15340, LYTVA_25468, LYTVA_12344, LYTVA_13497, LYTVA_12436, LYTVA_12448, LYTVA_12437, LYTVA_01084, LYTVA_10225, LYTVA_01083, LYTVA_05447
OG0000005	APOSJ_28565, APOSJ_22524, APOSJ_48942, APOSJ_07813, APOSJ_10177, APOSJ_10170, APOSJ_30095	LYTVA_21111
OG0000005	APOSJ_12734	LYTVA_05821
OG0000005	APOSJ_43564, APOSJ_43561	LYTVA_12392
OG0000006	APOSJ_14510	LYTVA_15901
OG0000006	APOSJ_43757	LYTVA_21289
OG0000006	APOSJ_53154	LYTVA_25253
OG0000006	APOSJ_52128	LYTVA_23957
OG0000006	APOSJ_22887	LYTVA_14827
OG0000006	APOSJ_25002	LYTVA_29757
OG0000006	APOSJ_24425, APOSJ_24424	LYTVA_18169
OG0000006	APOSJ_38154	LYTVA_29412, LYTVA_25462
OG0000006	APOSJ_46492	LYTVA_16844
OG0000007	APOSJ_59584	LYTVA_29912
OG0000007	APOSJ_54414, APOSJ_55946, APOSJ_54415	LYTVA_22273
OG0000007	APOSJ_59909	LYTVA_23216
OG0000007	APOSJ_46494	LYTVA_27359
OG0000007	APOSJ_32909	LYTVA_10898
OG0000007	APOSJ_33751	LYTVA_04121
OG0000007	APOSJ_45510, APOSJ_50337	LYTVA_03206
OG0000007	APOSJ_45418, APOSJ_45416, APOSJ_16951, APOSJ_45417	LYTVA_12379, LYTVA_12378
OG0000007	APOSJ_06582, APOSJ_20594	LYTVA_12480
OG0000007	APOSJ_16847, APOSJ_57982, APOSJ_16846	LYTVA_06652
OG0000007	APOSJ_61120, APOSJ_64094, APOSJ_61123, APOSJ_61124, APOSJ_61122, APOSJ_61121	LYTVA_22810, LYTVA_20192
OG0000007	APOSJ_33873, APOSJ_55281, APOSJ_26156, APOSJ_33878	LYTVA_19839
OG0000007	APOSJ_55940, APOSJ_55941	LYTVA_05177
OG0000008	APOSJ_08880	LYTVA_11403
OG0000008	APOSJ_21452, APOSJ_49644, APOSJ_36622, APOSJ_36616, APOSJ_42527, APOSJ_42528	LYTVA_19861, LYTVA_22487
OG0000008	APOSJ_10775, APOSJ_03255	LYTVA_30051
OG0000008	APOSJ_51676, APOSJ_19161, APOSJ_11616, APOSJ_11617	LYTVA_21093
OG0000008	APOSJ_42337, APOSJ_52394, APOSJ_22900, APOSJ_49999, APOSJ_52396, APOSJ_52392, APOSJ_08921, APOSJ_58249, APOSJ_58247, APOSJ_08951, APOSJ_58246, APOSJ_50496	LYTVA_19305
OG0000009	APOSJ_54833	LYTVA_11963
OG0000009	APOSJ_56664	LYTVA_02205, LYTVA_03649, LYTVA_21418
OG0000009	APOSJ_18180, APOSJ_18179	LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916
OG0000009	APOSJ_60169	LYTVA_10698, LYTVA_02136, LYTVA_14470
OG0000009	APOSJ_58002	LYTVA_00127, LYTVA_29384
OG0000009	APOSJ_08607, APOSJ_33774, APOSJ_21638, APOSJ_59241, APOSJ_38923, APOSJ_07511, APOSJ_07512, APOSJ_44793, APOSJ_07510, APOSJ_42413, APOSJ_58003, APOSJ_57999	LYTVA_30063, LYTVA_15489
OG0000010	APOSJ_36301, APOSJ_36300, APOSJ_03568, APOSJ_03074	LYTVA_21273
OG0000011	APOSJ_37350	LYTVA_26033
OG0000011	APOSJ_16662, APOSJ_58824, APOSJ_37653, APOSJ_37652, APOSJ_55526	LYTVA_28284
OG0000011	APOSJ_25283, APOSJ_25285	LYTVA_29140
OG0000011	APOSJ_62277	LYTVA_27141
OG0000011	APOSJ_00009, APOSJ_00010, APOSJ_61177, APOSJ_59189, APOSJ_34393, APOSJ_49591	LYTVA_25384
OG0000011	APOSJ_31311	LYTVA_21583
OG0000011	APOSJ_57608	LYTVA_18878
OG0000012	APOSJ_58905, APOSJ_58906, APOSJ_58904, APOSJ_58903, APOSJ_58902	LYTVA_11199, LYTVA_24773
OG0000012	APOSJ_08161, APOSJ_08160	LYTVA_27764
OG0000012	APOSJ_56324, APOSJ_56325, APOSJ_58381, APOSJ_56327, APOSJ_43063, APOSJ_43069, APOSJ_43070, APOSJ_43068, APOSJ_43067, APOSJ_43066, APOSJ_43065, APOSJ_43064, APOSJ_43930, APOSJ_28193, APOSJ_20947, APOSJ_09530, APOSJ_26007	LYTVA_27819, LYTVA_13632
OG0000012	APOSJ_08662	LYTVA_22482
OG0000012	APOSJ_29241, APOSJ_29242, APOSJ_18379, APOSJ_27901, APOSJ_19235, APOSJ_27908, APOSJ_19236, APOSJ_27902, APOSJ_43527, APOSJ_27907, APOSJ_02479	LYTVA_13720, LYTVA_05492
OG0000012	APOSJ_20422	LYTVA_12515, LYTVA_06149
OG0000012	APOSJ_24428, APOSJ_39914	LYTVA_05189
OG0000013	APOSJ_62947, APOSJ_26006, APOSJ_16913, APOSJ_41894, APOSJ_41895, APOSJ_61052, APOSJ_61056, APOSJ_61059, APOSJ_39191, APOSJ_41889, APOSJ_62706, APOSJ_61060, APOSJ_41763, APOSJ_41760, APOSJ_41759, APOSJ_61058, APOSJ_41893, APOSJ_41766, APOSJ_61057, APOSJ_41892, APOSJ_41887, APOSJ_41762, APOSJ_31949, APOSJ_41761, APOSJ_41764, APOSJ_47969, APOSJ_47968, APOSJ_41891, APOSJ_41758, APOSJ_62088, APOSJ_44152, APOSJ_09998	LYTVA_14036, LYTVA_14035, LYTVA_24263, LYTVA_16177, LYTVA_17617, LYTVA_13019, LYTVA_13020, LYTVA_03982, LYTVA_05971, LYTVA_26708, LYTVA_02518, LYTVA_13739, LYTVA_21776, LYTVA_12310, LYTVA_12309
OG0000013	APOSJ_12246, APOSJ_12247, APOSJ_12245, APOSJ_11982	LYTVA_22713, LYTVA_22716
OG0000013	APOSJ_26214	LYTVA_13975, LYTVA_00129, LYTVA_18668, LYTVA_18187, LYTVA_18188, LYTVA_11839, LYTVA_02943, LYTVA_27265, LYTVA_27263, LYTVA_13649
OG0000013	APOSJ_33158, APOSJ_40794, APOSJ_56288, APOSJ_13713, APOSJ_22815, APOSJ_35010, APOSJ_22807, APOSJ_22820, APOSJ_53227, APOSJ_22812	LYTVA_17421, LYTVA_15176, LYTVA_12759, LYTVA_00164, LYTVA_00165, LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579, LYTVA_15177, LYTVA_22519
OG0000014	APOSJ_22104, APOSJ_22107, APOSJ_22108, APOSJ_22106, APOSJ_22105	LYTVA_29722
OG0000014	APOSJ_53128, APOSJ_57940, APOSJ_51674, APOSJ_39040, APOSJ_00798, APOSJ_00799, APOSJ_23863, APOSJ_61319, APOSJ_61320, APOSJ_26115, APOSJ_26117	LYTVA_08715
OG0000014	APOSJ_28331, APOSJ_28332	LYTVA_13955
OG0000014	APOSJ_23867, APOSJ_22503	LYTVA_23372
OG0000015	APOSJ_42624, APOSJ_59632, APOSJ_31277, APOSJ_59631, APOSJ_43143, APOSJ_31279	LYTVA_04651
OG0000015	APOSJ_62317, APOSJ_51506, APOSJ_06725	LYTVA_19488
OG0000015	APOSJ_09441, APOSJ_10165	LYTVA_26004
OG0000015	APOSJ_50846, APOSJ_50844	LYTVA_26002
OG0000016	APOSJ_25810, APOSJ_25809	LYTVA_02179
OG0000016	APOSJ_38950, APOSJ_38952	LYTVA_09460, LYTVA_20745
OG0000016	APOSJ_38951	LYTVA_02016
OG0000016	APOSJ_40020	LYTVA_21831, LYTVA_18288
OG0000016	APOSJ_51950, APOSJ_51936, APOSJ_51946, APOSJ_40118, APOSJ_12454, APOSJ_33617	LYTVA_27143
OG0000016	APOSJ_45352, APOSJ_32030, APOSJ_32038, APOSJ_05163, APOSJ_32039, APOSJ_32033, APOSJ_32031, APOSJ_56442, APOSJ_56443, APOSJ_56445, APOSJ_56441	LYTVA_00562
OG0000016	APOSJ_58384	LYTVA_13704
OG0000016	APOSJ_11248	LYTVA_01978
OG0000017	APOSJ_28721, APOSJ_28719	LYTVA_10434
OG0000017	APOSJ_34254, APOSJ_34253, APOSJ_34255, APOSJ_34251, APOSJ_33972, APOSJ_33973	LYTVA_20423
OG0000017	APOSJ_11055	LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292
OG0000017	APOSJ_52034, APOSJ_55397	LYTVA_04996
OG0000017	APOSJ_23379, APOSJ_28720, APOSJ_26588, APOSJ_61685	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412
OG0000017	APOSJ_29917, APOSJ_29916	LYTVA_16812
OG0000017	APOSJ_45809	LYTVA_26507
OG0000018	APOSJ_19512, APOSJ_19514, APOSJ_19516, APOSJ_57743, APOSJ_53955, APOSJ_52496, APOSJ_17991, APOSJ_41809, APOSJ_54134, APOSJ_00380, APOSJ_47794, APOSJ_54280, APOSJ_54282, APOSJ_54279, APOSJ_54277, APOSJ_38665, APOSJ_54283, APOSJ_54281, APOSJ_54278, APOSJ_01881, APOSJ_01883, APOSJ_01884, APOSJ_01885, APOSJ_11544, APOSJ_11543, APOSJ_01882, APOSJ_01880, APOSJ_31485, APOSJ_31935, APOSJ_04724, APOSJ_60628, APOSJ_60629, APOSJ_02343, APOSJ_02342, APOSJ_55745, APOSJ_55748, APOSJ_55746, APOSJ_03375, APOSJ_22571, APOSJ_58193, APOSJ_27177, APOSJ_35802, APOSJ_41144, APOSJ_61457, APOSJ_61458, APOSJ_62289, APOSJ_61461, APOSJ_61462, APOSJ_41143, APOSJ_61459, APOSJ_65410, APOSJ_56262, APOSJ_12569, APOSJ_25320, APOSJ_04276, APOSJ_51121, APOSJ_05958	LYTVA_18794
OG0000018	APOSJ_63505	LYTVA_01656
OG0000018	APOSJ_12404, APOSJ_49135, APOSJ_49134, APOSJ_02340, APOSJ_02344, APOSJ_62914	LYTVA_28161, LYTVA_00818
OG0000019	APOSJ_25021	LYTVA_17120
OG0000019	APOSJ_63124	LYTVA_14521, LYTVA_18523, LYTVA_29569, LYTVA_29679, LYTVA_04809, LYTVA_22729
OG0000019	APOSJ_50969	LYTVA_12149
OG0000019	APOSJ_58483	LYTVA_22145, LYTVA_04453, LYTVA_29578, LYTVA_18165, LYTVA_00831, LYTVA_25953, LYTVA_25954, LYTVA_07425, LYTVA_07424, LYTVA_20407, LYTVA_25834, LYTVA_07423
OG0000019	APOSJ_49365	LYTVA_01420
OG0000019	APOSJ_01085, APOSJ_65350, APOSJ_05565, APOSJ_64003, APOSJ_65353, APOSJ_05564, APOSJ_34752, APOSJ_65005, APOSJ_65352, APOSJ_65351, APOSJ_05568, APOSJ_64006, APOSJ_64005, APOSJ_07876, APOSJ_64004, APOSJ_48618, APOSJ_48619, APOSJ_48616, APOSJ_16280, APOSJ_48620, APOSJ_48621, APOSJ_30953	LYTVA_13754, LYTVA_11044, LYTVA_03700, LYTVA_17123, LYTVA_06066, LYTVA_08335, LYTVA_00256, LYTVA_17122, LYTVA_14016, LYTVA_15207, LYTVA_22229
OG0000020	APOSJ_03215	LYTVA_19355
OG0000020	APOSJ_60863, APOSJ_38143, APOSJ_60862	LYTVA_09793
OG0000020	APOSJ_44342, APOSJ_44340, APOSJ_44341	LYTVA_10182
OG0000020	APOSJ_25225, APOSJ_25228, APOSJ_25227, APOSJ_25226, APOSJ_25224, APOSJ_25223	LYTVA_04298
OG0000020	APOSJ_17336, APOSJ_17335	LYTVA_26274
OG0000020	APOSJ_45822, APOSJ_45820, APOSJ_45821	LYTVA_26447
OG0000020	APOSJ_34911, APOSJ_34912, APOSJ_34909, APOSJ_34910	LYTVA_23009
OG0000020	APOSJ_51246, APOSJ_35639	LYTVA_12234
OG0000020	APOSJ_08125, APOSJ_51104	LYTVA_17081
OG0000020	APOSJ_16758	LYTVA_06231
OG0000020	APOSJ_38030, APOSJ_38032	LYTVA_13730
OG0000020	APOSJ_64610, APOSJ_31490	LYTVA_09530
OG0000020	APOSJ_45120	LYTVA_00542
OG0000021	APOSJ_55570, APOSJ_22670, APOSJ_48399, APOSJ_48398, APOSJ_48401, APOSJ_48402, APOSJ_48404, APOSJ_26218	LYTVA_14789, LYTVA_18860
OG0000021	APOSJ_47375, APOSJ_47376	LYTVA_04917
OG0000021	APOSJ_50915	LYTVA_13480, LYTVA_00042, LYTVA_13481
OG0000021	APOSJ_00267, APOSJ_00268, APOSJ_01716	LYTVA_13831
OG0000021	APOSJ_16738, APOSJ_16737, APOSJ_16740, APOSJ_16736	LYTVA_09981
OG0000021	APOSJ_16640, APOSJ_16638	LYTVA_02440
OG0000021	APOSJ_34733, APOSJ_17339, APOSJ_22470, APOSJ_22469, APOSJ_16747, APOSJ_22471, APOSJ_33890, APOSJ_34732, APOSJ_64645, APOSJ_43284	LYTVA_28466
OG0000021	APOSJ_00001	LYTVA_14564
OG0000021	APOSJ_41267, APOSJ_41269, APOSJ_41268, APOSJ_41270	LYTVA_23987, LYTVA_25778
OG0000021	APOSJ_46341, APOSJ_46342, APOSJ_14192	LYTVA_01830
OG0000021	APOSJ_54489, APOSJ_54488	LYTVA_09376, LYTVA_05943
OG0000023	APOSJ_12541	LYTVA_11225
OG0000023	APOSJ_58633, APOSJ_48375, APOSJ_27694, APOSJ_27692	LYTVA_00179
OG0000023	APOSJ_27677, APOSJ_27676, APOSJ_27675, APOSJ_27674	LYTVA_05858
OG0000023	APOSJ_01239	LYTVA_00206
OG0000023	APOSJ_01093, APOSJ_01092, APOSJ_01091	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416
OG0000023	APOSJ_42179	LYTVA_27483
OG0000023	APOSJ_00272	LYTVA_08392, LYTVA_08393
OG0000024	APOSJ_22298	LYTVA_16563, LYTVA_24038, LYTVA_07220, LYTVA_19086
OG0000025	APOSJ_62497, APOSJ_37445, APOSJ_37447, APOSJ_37448, APOSJ_50888, APOSJ_50889, APOSJ_22933, APOSJ_37444, APOSJ_56575, APOSJ_07839, APOSJ_37446, APOSJ_52769, APOSJ_59374	LYTVA_14879, LYTVA_14642, LYTVA_07343
OG0000025	APOSJ_36461, APOSJ_25081, APOSJ_35501, APOSJ_50150, APOSJ_50148, APOSJ_22934, APOSJ_22936, APOSJ_22935, APOSJ_62923	LYTVA_12652
OG0000026	APOSJ_59563	LYTVA_02302
OG0000026	APOSJ_39679, APOSJ_39682	LYTVA_08564
OG0000026	APOSJ_19082, APOSJ_19084, APOSJ_19083, APOSJ_14166, APOSJ_53551, APOSJ_63979, APOSJ_46283, APOSJ_28315, APOSJ_01642, APOSJ_47589, APOSJ_31703, APOSJ_43474	LYTVA_25523, LYTVA_12516
OG0000026	APOSJ_20027	LYTVA_25399, LYTVA_26794
OG0000026	APOSJ_00259, APOSJ_43475	LYTVA_19796
OG0000027	APOSJ_44006, APOSJ_46288, APOSJ_53652, APOSJ_41604, APOSJ_51651, APOSJ_51649, APOSJ_51653, APOSJ_19117, APOSJ_19116, APOSJ_41617, APOSJ_64839, APOSJ_09102, APOSJ_31251, APOSJ_15397, APOSJ_53968, APOSJ_63686, APOSJ_42018, APOSJ_42017	LYTVA_19671, LYTVA_28057, LYTVA_19674, LYTVA_23495, LYTVA_25604, LYTVA_04986, LYTVA_22090
OG0000027	APOSJ_61281	LYTVA_18136
OG0000027	APOSJ_17811, APOSJ_17810, APOSJ_62251, APOSJ_62252, APOSJ_62253, APOSJ_62250, APOSJ_61176, APOSJ_57015, APOSJ_57014	LYTVA_21206, LYTVA_09140, LYTVA_26069, LYTVA_02318, LYTVA_09971, LYTVA_25862
OG0000028	APOSJ_39269	LYTVA_06601
OG0000028	APOSJ_13110	LYTVA_11085
OG0000028	APOSJ_00353	LYTVA_11743
OG0000028	APOSJ_13359, APOSJ_13358	LYTVA_12763
OG0000029	APOSJ_26876, APOSJ_26877	LYTVA_19555
OG0000029	APOSJ_64430	LYTVA_01403, LYTVA_23870
OG0000029	APOSJ_45558	LYTVA_25609
OG0000030	APOSJ_05001, APOSJ_01764, APOSJ_30576	LYTVA_02137
OG0000030	APOSJ_19341, APOSJ_19347, APOSJ_19346, APOSJ_19342, APOSJ_19343, APOSJ_19349, APOSJ_19344, APOSJ_19348	LYTVA_26760
OG0000030	APOSJ_46611, APOSJ_46610	LYTVA_28697
OG0000030	APOSJ_42302, APOSJ_42296, APOSJ_42301, APOSJ_42295, APOSJ_02556, APOSJ_42297	LYTVA_20955
OG0000030	APOSJ_42298	LYTVA_09651
OG0000030	APOSJ_30575	LYTVA_26586
OG0000030	APOSJ_24666, APOSJ_08058	LYTVA_26755, LYTVA_09586, LYTVA_27291, LYTVA_25957
OG0000030	APOSJ_13201	LYTVA_27440
OG0000031	APOSJ_56428	LYTVA_04157, LYTVA_03000
OG0000031	APOSJ_58452	LYTVA_07242
OG0000031	APOSJ_43290, APOSJ_43294, APOSJ_43291, APOSJ_43293	LYTVA_19491
OG0000031	APOSJ_07842, APOSJ_07841	LYTVA_13645
OG0000031	APOSJ_02849, APOSJ_17365, APOSJ_17366, APOSJ_17367, APOSJ_17368, APOSJ_17369, APOSJ_17370, APOSJ_43784, APOSJ_40601, APOSJ_23164, APOSJ_23163, APOSJ_23162	LYTVA_05124
OG0000031	APOSJ_01762	LYTVA_29658
OG0000031	APOSJ_03114, APOSJ_03115	LYTVA_09735
OG0000031	APOSJ_44849, APOSJ_44847, APOSJ_44846, APOSJ_44844	LYTVA_24172
OG0000032	APOSJ_63625, APOSJ_17321, APOSJ_24315, APOSJ_38033, APOSJ_36724, APOSJ_59877, APOSJ_31217, APOSJ_63913, APOSJ_63912, APOSJ_31215, APOSJ_31212, APOSJ_31211, APOSJ_36562, APOSJ_36563, APOSJ_36564	LYTVA_21601
OG0000032	APOSJ_07369, APOSJ_07366, APOSJ_07368, APOSJ_41042, APOSJ_07370, APOSJ_06491	LYTVA_00916
OG0000032	APOSJ_04310, APOSJ_21314, APOSJ_04323, APOSJ_04322, APOSJ_21313, APOSJ_21315, APOSJ_10405, APOSJ_04319, APOSJ_22088, APOSJ_38003, APOSJ_62080, APOSJ_03906, APOSJ_24168, APOSJ_31058, APOSJ_63203, APOSJ_63204, APOSJ_63202, APOSJ_31060, APOSJ_31059, APOSJ_31055, APOSJ_31054, APOSJ_31053, APOSJ_01319, APOSJ_12995, APOSJ_15569	LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715
OG0000032	APOSJ_64832, APOSJ_02133, APOSJ_54563, APOSJ_04185, APOSJ_04186, APOSJ_04184	LYTVA_26011, LYTVA_24216, LYTVA_22020
OG0000034	APOSJ_42844, APOSJ_62192, APOSJ_62189, APOSJ_62188, APOSJ_62186, APOSJ_59239, APOSJ_59236, APOSJ_59237, APOSJ_59235, APOSJ_59234, APOSJ_42840, APOSJ_29082, APOSJ_03040, APOSJ_42835, APOSJ_42836, APOSJ_42837, APOSJ_42838, APOSJ_42841, APOSJ_59238, APOSJ_59240, APOSJ_62187, APOSJ_62190, APOSJ_62191, APOSJ_62193, APOSJ_42839, APOSJ_42842, APOSJ_42843	LYTVA_20191
OG0000034	APOSJ_17818, APOSJ_17819	LYTVA_09293
OG0000034	APOSJ_09404, APOSJ_13545, APOSJ_44168	LYTVA_04080
OG0000034	APOSJ_60565, APOSJ_21305	LYTVA_29167, LYTVA_10612
OG0000034	APOSJ_17132, APOSJ_23482, APOSJ_23483, APOSJ_18928	LYTVA_11788
OG0000034	APOSJ_63084, APOSJ_59127	LYTVA_12673
OG0000034	APOSJ_09729	LYTVA_04355, LYTVA_01145
OG0000034	APOSJ_46606, APOSJ_46602, APOSJ_39468, APOSJ_58455, APOSJ_46604, APOSJ_46601, APOSJ_39472, APOSJ_58458, APOSJ_39471, APOSJ_46600, APOSJ_39470, APOSJ_58457, APOSJ_39469, APOSJ_46608, APOSJ_58456, APOSJ_39467, APOSJ_46603, APOSJ_46607	LYTVA_06697
OG0000035	APOSJ_39487, APOSJ_39488, APOSJ_39486, APOSJ_39485, APOSJ_39489	LYTVA_03445
OG0000035	APOSJ_64100, APOSJ_64034, APOSJ_48933, APOSJ_44915, APOSJ_44916, APOSJ_44917, APOSJ_45491	LYTVA_02303, LYTVA_16617
OG0000035	APOSJ_11969, APOSJ_09937	LYTVA_27828
OG0000035	APOSJ_18309, APOSJ_18310, APOSJ_50254, APOSJ_18311	LYTVA_12116
OG0000035	APOSJ_12145, APOSJ_12146	LYTVA_12115
OG0000035	APOSJ_14503	LYTVA_04128
OG0000036	APOSJ_00559, APOSJ_00560	LYTVA_03325
OG0000036	APOSJ_09590, APOSJ_59128, APOSJ_28626	LYTVA_20435, LYTVA_20437
OG0000036	APOSJ_40313, APOSJ_57892, APOSJ_57894	LYTVA_29789
OG0000036	APOSJ_09826, APOSJ_07844, APOSJ_32814, APOSJ_07948, APOSJ_04832, APOSJ_25308, APOSJ_03257, APOSJ_07947, APOSJ_32808	LYTVA_13908, LYTVA_15589, LYTVA_17448, LYTVA_14119, LYTVA_09824, LYTVA_28930, LYTVA_28136
OG0000036	APOSJ_49777, APOSJ_42183, APOSJ_42178, APOSJ_53453, APOSJ_49780	LYTVA_07532
