Orthogroup	APOSJ_ok	BRAFL
OG0000037	APOSJ_40888, APOSJ_40889	bflo_10999
OG0000037	APOSJ_41930, APOSJ_41929	bflo_01342
OG0000037	APOSJ_19984, APOSJ_19985, APOSJ_59245	bflo_10180
OG0000038	APOSJ_10464	bflo_04809
OG0000038	APOSJ_26569	bflo_05210
OG0000038	APOSJ_30481	bflo_18855
OG0000039	APOSJ_23948	bflo_25339, bflo_22047, bflo_13127, bflo_13500, bflo_25066, bflo_24169, bflo_26070
OG0000039	APOSJ_29534, APOSJ_02269, APOSJ_02270, APOSJ_29535	bflo_15832
OG0000040	APOSJ_18915, APOSJ_27166, APOSJ_49316, APOSJ_27168, APOSJ_27165, APOSJ_20487, APOSJ_61474, APOSJ_16915, APOSJ_16914, APOSJ_31565, APOSJ_44161, APOSJ_32230, APOSJ_32274, APOSJ_44162, APOSJ_59917, APOSJ_18917, APOSJ_27167, APOSJ_18916, APOSJ_27164, APOSJ_49313, APOSJ_22639, APOSJ_32774, APOSJ_32770, APOSJ_32773, APOSJ_32772, APOSJ_32771, APOSJ_08219, APOSJ_13680, APOSJ_13682, APOSJ_13677, APOSJ_13681, APOSJ_20336, APOSJ_13679	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272
OG0000041	APOSJ_07883	bflo_09009, bflo_26911, bflo_03344, bflo_12945
OG0000041	APOSJ_00247	bflo_05956
OG0000043	APOSJ_56130	bflo_23236, bflo_18646
OG0000044	APOSJ_20279, APOSJ_20278	bflo_09762
OG0000044	APOSJ_22626, APOSJ_55615, APOSJ_55614, APOSJ_28339, APOSJ_28351, APOSJ_28336, APOSJ_22636, APOSJ_03631	bflo_14922
OG0000044	APOSJ_55841	bflo_21420, bflo_01236
OG0000044	APOSJ_57022, APOSJ_17804	bflo_21687
OG0000044	APOSJ_25176, APOSJ_21325	bflo_00108, bflo_00107, bflo_01958, bflo_01243, bflo_26025, bflo_26127, bflo_26635
OG0000045	APOSJ_29368, APOSJ_29369	bflo_20899, bflo_17244
OG0000045	APOSJ_45950, APOSJ_27349, APOSJ_04409, APOSJ_04407, APOSJ_04408	bflo_00610
OG0000045	APOSJ_04410	bflo_00609
OG0000045	APOSJ_64963, APOSJ_04466, APOSJ_33667	bflo_01071
OG0000045	APOSJ_15992, APOSJ_12916, APOSJ_12920, APOSJ_12919, APOSJ_12914, APOSJ_12918, APOSJ_12915, APOSJ_12917	bflo_05500, bflo_05502
OG0000046	APOSJ_42127, APOSJ_64323, APOSJ_42125	bflo_09128, bflo_05621
OG0000046	APOSJ_02618, APOSJ_32175, APOSJ_31531	bflo_18241, bflo_04660, bflo_14191, bflo_00216, bflo_09271, bflo_01289
OG0000047	APOSJ_07377	bflo_26688, bflo_22263
OG0000048	APOSJ_10763, APOSJ_10766	bflo_27224
OG0000048	APOSJ_03221, APOSJ_10764	bflo_17669
OG0000048	APOSJ_60260, APOSJ_60261, APOSJ_61046, APOSJ_60262, APOSJ_34779	bflo_20353
OG0000048	APOSJ_12442	bflo_12849
OG0000049	APOSJ_51843	bflo_17665
OG0000049	APOSJ_36502	bflo_12099
OG0000049	APOSJ_00656	bflo_24254, bflo_25115
OG0000049	APOSJ_35690, APOSJ_21435, APOSJ_26887, APOSJ_00983, APOSJ_14701, APOSJ_26886, APOSJ_26888, APOSJ_25392, APOSJ_11159, APOSJ_25393, APOSJ_26890, APOSJ_14700, APOSJ_00988, APOSJ_05165, APOSJ_05164, APOSJ_55533, APOSJ_62002, APOSJ_23002, APOSJ_42387, APOSJ_50269, APOSJ_50261, APOSJ_42386	bflo_17113, bflo_17536
OG0000049	APOSJ_55361, APOSJ_34757, APOSJ_60078, APOSJ_57736, APOSJ_57738, APOSJ_60083, APOSJ_60080, APOSJ_60075, APOSJ_57737, APOSJ_60077, APOSJ_60082	bflo_20712
OG0000049	APOSJ_36462	bflo_11847
OG0000050	APOSJ_36060, APOSJ_36061, APOSJ_36063, APOSJ_36065, APOSJ_36066, APOSJ_04035, APOSJ_00653, APOSJ_36062, APOSJ_25539, APOSJ_36064, APOSJ_00654, APOSJ_08665, APOSJ_29147, APOSJ_51862, APOSJ_51863	bflo_08634, bflo_13204
OG0000050	APOSJ_54268, APOSJ_54266, APOSJ_02357, APOSJ_54267, APOSJ_54270, APOSJ_54269, APOSJ_28465	bflo_05159, bflo_06071, bflo_13661, bflo_23087, bflo_25684, bflo_00569, bflo_19319
OG0000050	APOSJ_15112, APOSJ_62920, APOSJ_15109, APOSJ_15111, APOSJ_15108	bflo_03294, bflo_04702
OG0000051	APOSJ_11380, APOSJ_11382, APOSJ_11381, APOSJ_49294, APOSJ_31090, APOSJ_33080, APOSJ_33081, APOSJ_33079, APOSJ_33078, APOSJ_24712, APOSJ_12983, APOSJ_12984, APOSJ_12982, APOSJ_12981, APOSJ_12980, APOSJ_42696, APOSJ_22311, APOSJ_45471, APOSJ_36585, APOSJ_65392, APOSJ_36584, APOSJ_36582, APOSJ_36580, APOSJ_36579, APOSJ_28591, APOSJ_28590, APOSJ_19528, APOSJ_48652, APOSJ_48243, APOSJ_48242, APOSJ_48241, APOSJ_48240, APOSJ_13578, APOSJ_61106	bflo_08711
OG0000051	APOSJ_30249, APOSJ_30251, APOSJ_01654, APOSJ_47098	bflo_18195, bflo_17371
OG0000052	APOSJ_42243, APOSJ_55765, APOSJ_32702, APOSJ_63454, APOSJ_63427, APOSJ_63368, APOSJ_61255, APOSJ_26688, APOSJ_34044, APOSJ_26689, APOSJ_39929, APOSJ_26526, APOSJ_61561	bflo_00114
OG0000054	APOSJ_18612, APOSJ_52518, APOSJ_18611, APOSJ_31400, APOSJ_07291, APOSJ_45891, APOSJ_07290, APOSJ_24181, APOSJ_58354, APOSJ_58353, APOSJ_58350, APOSJ_58351, APOSJ_58352	bflo_04388
OG0000055	APOSJ_19144, APOSJ_56132	bflo_23228, bflo_23240
OG0000056	APOSJ_39271, APOSJ_39270, APOSJ_48773, APOSJ_45665	bflo_25516
OG0000056	APOSJ_63771, APOSJ_63767	bflo_08200, bflo_07902, bflo_08069, bflo_08326, bflo_07804, bflo_22104, bflo_25681
OG0000057	APOSJ_56231	bflo_18987
OG0000058	APOSJ_27364, APOSJ_40682, APOSJ_27363	bflo_09194
OG0000058	APOSJ_01990, APOSJ_45171, APOSJ_56047, APOSJ_62157, APOSJ_01986, APOSJ_12231, APOSJ_01994, APOSJ_62154, APOSJ_01988, APOSJ_62155	bflo_24603, bflo_01016, bflo_16790, bflo_24608, bflo_23137, bflo_07524, bflo_08605, bflo_23941, bflo_23940, bflo_23938, bflo_27442, bflo_23937, bflo_23936, bflo_23939, bflo_23943, bflo_23942, bflo_23935
OG0000058	APOSJ_51554	bflo_23948
OG0000059	APOSJ_34977, APOSJ_41112, APOSJ_15943, APOSJ_15944	bflo_21855
OG0000059	APOSJ_09529, APOSJ_37930	bflo_14547, bflo_15017
OG0000059	APOSJ_54479	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815
OG0000059	APOSJ_21577, APOSJ_40721, APOSJ_40724, APOSJ_40723, APOSJ_35006, APOSJ_35005, APOSJ_35004	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089
OG0000059	APOSJ_00361, APOSJ_32459	bflo_13996, bflo_14747
OG0000060	APOSJ_62502, APOSJ_14511, APOSJ_62507, APOSJ_14509, APOSJ_53301, APOSJ_53299, APOSJ_62506, APOSJ_08035, APOSJ_62505	bflo_01659, bflo_06661
OG0000060	APOSJ_41349	bflo_25984, bflo_26009
OG0000060	APOSJ_24727, APOSJ_46788	bflo_01384
OG0000061	APOSJ_58339, APOSJ_18222, APOSJ_18226, APOSJ_18220, APOSJ_58336, APOSJ_24082, APOSJ_18227, APOSJ_18225, APOSJ_18223, APOSJ_24083, APOSJ_24098, APOSJ_58337, APOSJ_58338, APOSJ_18224	bflo_18545
OG0000061	APOSJ_04549, APOSJ_04550	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344
OG0000061	APOSJ_15713, APOSJ_15716, APOSJ_15714, APOSJ_33562, APOSJ_15715, APOSJ_53824, APOSJ_08464, APOSJ_14395	bflo_19609, bflo_18544, bflo_19608, bflo_19290
