Orthogroup	PFLAV	LYTVA_ok
OG0000001	TCONS_00051578.p1, TCONS_00050528.p1, TCONS_00050529.p1, TCONS_00051579.p1, TCONS_00050527.p1, TCONS_00051590.p1, TCONS_00050520.p1, TCONS_00051592.p2, TCONS_00050519.p1, TCONS_00050521.p1, TCONS_00051589.p1, TCONS_00050525.p1, TCONS_00051582.p1, TCONS_00051581.p1, TCONS_00050526.p1, TCONS_00051580.p1	LYTVA_04837, LYTVA_04757, LYTVA_28493, LYTVA_09014, LYTVA_04284, LYTVA_06287, LYTVA_18436, LYTVA_05266, LYTVA_22102, LYTVA_14761, LYTVA_05815, LYTVA_12818, LYTVA_24053, LYTVA_08107, LYTVA_24049, LYTVA_11602
OG0000002	TCONS_00010137.p1	LYTVA_28398
OG0000002	TCONS_00028990.p1, TCONS_00028992.p1	LYTVA_01784
OG0000002	TCONS_00017417.p1, TCONS_00017418.p1, TCONS_00053860.p1, TCONS_00053848.p1, TCONS_00018470.p1, TCONS_00001082.p1	LYTVA_07084, LYTVA_09655, LYTVA_07085, LYTVA_29176
OG0000002	TCONS_00003695.p1, TCONS_00003696.p1, TCONS_00003697.p1	LYTVA_09815, LYTVA_04765, LYTVA_26938, LYTVA_07995, LYTVA_23824, LYTVA_17551, LYTVA_25582, LYTVA_22408
OG0000003	TCONS_00052987.p1	LYTVA_03030
OG0000003	TCONS_00012449.p1, TCONS_00007936.p1	LYTVA_06976
OG0000003	TCONS_00028112.p1, TCONS_00046526.p1	LYTVA_11643
OG0000004	TCONS_00045168.p1, TCONS_00046035.p1, TCONS_00046040.p1	LYTVA_07389, LYTVA_03537
OG0000004	TCONS_00015076.p1	LYTVA_18533
OG0000004	TCONS_00028773.p1	LYTVA_04400
OG0000004	TCONS_00051408.p1, TCONS_00051404.p1, TCONS_00050286.p1, TCONS_00040010.p1, TCONS_00039986.p1, TCONS_00039985.p1, TCONS_00040009.p1, TCONS_00040789.p1	LYTVA_02998, LYTVA_25806
OG0000004	TCONS_00039987.p1	LYTVA_11730
OG0000004	TCONS_00020025.p1, TCONS_00020017.p1, TCONS_00001702.p1, TCONS_00000548.p1, TCONS_00001700.p1, TCONS_00000558.p1	LYTVA_12705
OG0000005	TCONS_00020907.p1	LYTVA_24142
OG0000005	TCONS_00033021.p1	LYTVA_01017
OG0000005	TCONS_00001294.p1, TCONS_00050179.p1, TCONS_00050176.p1, TCONS_00050178.p1, TCONS_00051419.p1, TCONS_00051326.p1, TCONS_00040757.p1	LYTVA_15344, LYTVA_25103, LYTVA_15340, LYTVA_25468, LYTVA_12344, LYTVA_13497, LYTVA_12436, LYTVA_12448, LYTVA_12437, LYTVA_01084, LYTVA_10225, LYTVA_01083, LYTVA_05447
OG0000005	TCONS_00025571.p1, TCONS_00024813.p1, TCONS_00024774.p1, TCONS_00052605.p1, TCONS_00007440.p1, TCONS_00007335.p1	LYTVA_21111
OG0000006	TCONS_00023587.p1	LYTVA_27651
OG0000006	TCONS_00031049.p1, TCONS_00031040.p1, TCONS_00031041.p1, TCONS_00031046.p1, TCONS_00031039.p1	LYTVA_15901
OG0000006	TCONS_00042787.p1	LYTVA_21289
OG0000006	TCONS_00021207.p1	LYTVA_12321
OG0000006	TCONS_00021581.p1	LYTVA_03511
OG0000006	TCONS_00023551.p1	LYTVA_25253
OG0000006	TCONS_00003496.p1	LYTVA_07373
OG0000006	TCONS_00012810.p1	LYTVA_23957
OG0000006	TCONS_00013984.p1, TCONS_00012809.p1	LYTVA_14827
OG0000006	TCONS_00027932.p1	LYTVA_29757
OG0000006	TCONS_00045950.p1	LYTVA_18169
OG0000006	TCONS_00030792.p1	LYTVA_29412, LYTVA_25462
OG0000006	TCONS_00011489.p1	LYTVA_16832
OG0000006	TCONS_00011491.p1	LYTVA_16844
OG0000006	TCONS_00011052.p1	LYTVA_08878
OG0000006	TCONS_00019371.p1, TCONS_00048901.p1, TCONS_00048902.p1	LYTVA_23230
OG0000007	TCONS_00008966.p1	LYTVA_29912
OG0000007	TCONS_00029574.p1	LYTVA_22273
OG0000007	TCONS_00009611.p1	LYTVA_23216
OG0000007	TCONS_00029143.p1	LYTVA_18159
OG0000007	TCONS_00052518.p1	LYTVA_27359
OG0000007	TCONS_00051149.p1	LYTVA_29395
OG0000007	TCONS_00008968.p1	LYTVA_17245
OG0000007	TCONS_00008967.p1	LYTVA_04121
OG0000007	TCONS_00024115.p1	LYTVA_25288
OG0000007	TCONS_00055417.p1	LYTVA_03206
OG0000007	TCONS_00011336.p1	LYTVA_12379, LYTVA_12378
OG0000007	TCONS_00014249.p1	LYTVA_12480
OG0000007	TCONS_00012754.p1	LYTVA_06652
OG0000007	TCONS_00025375.p1	LYTVA_22810, LYTVA_20192
OG0000007	TCONS_00051989.p1	LYTVA_19839
OG0000007	TCONS_00009689.p1	LYTVA_05177
OG0000008	TCONS_00016587.p1, TCONS_00005048.p1	LYTVA_11403
OG0000008	TCONS_00016727.p1, TCONS_00016728.p1, TCONS_00015622.p1, TCONS_00015620.p1, TCONS_00015621.p1	LYTVA_19861, LYTVA_22487
OG0000008	TCONS_00015623.p1	LYTVA_30051, LYTVA_21093
OG0000009	TCONS_00046982.p1	LYTVA_08221, LYTVA_08216
OG0000009	TCONS_00048729.p1	LYTVA_11963
OG0000009	TCONS_00035089.p1	LYTVA_00908
OG0000009	TCONS_00025851.p1, TCONS_00043074.p1, TCONS_00009542.p1	LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916, LYTVA_03297
OG0000009	TCONS_00017424.p1, TCONS_00029219.p1, TCONS_00043312.p1, TCONS_00025216.p1	LYTVA_10698, LYTVA_02136, LYTVA_14470
OG0000009	TCONS_00003938.p1, TCONS_00001483.p1	LYTVA_00127, LYTVA_29384
OG0000009	TCONS_00041833.p1, TCONS_00028866.p1, TCONS_00017705.p1	LYTVA_14775
OG0000009	TCONS_00019627.p1, TCONS_00048728.p1, TCONS_00028870.p1, TCONS_00027717.p1	LYTVA_30063, LYTVA_15489
OG0000010	TCONS_00017958.p1	LYTVA_09270
OG0000011	TCONS_00034929.p1, TCONS_00004504.p1, TCONS_00005682.p1	LYTVA_13841
OG0000011	TCONS_00025195.p1, TCONS_00051327.p1	LYTVA_29140
OG0000011	TCONS_00004502.p1, TCONS_00051583.p1, TCONS_00054546.p1, TCONS_00038556.p1, TCONS_00002579.p1	LYTVA_25384
OG0000012	TCONS_00015125.p1, TCONS_00011214.p1, TCONS_00011213.p1, TCONS_00011211.p1, TCONS_00009883.p1, TCONS_00015085.p1, TCONS_00044328.p1, TCONS_00015086.p1, TCONS_00011207.p1, TCONS_00011209.p1, TCONS_00021579.p1, TCONS_00021578.p1	LYTVA_11199, LYTVA_24773, LYTVA_27764
OG0000012	TCONS_00003238.p1	LYTVA_22482
OG0000012	TCONS_00002832.p1	LYTVA_13720, LYTVA_05492
OG0000012	TCONS_00041660.p1, TCONS_00041661.p1	LYTVA_12515, LYTVA_06149
OG0000012	TCONS_00040837.p1, TCONS_00040834.p1, TCONS_00039913.p1, TCONS_00014468.p1, TCONS_00039920.p1, TCONS_00035664.p1, TCONS_00039928.p1, TCONS_00040816.p1	LYTVA_05189
OG0000012	TCONS_00032294.p1, TCONS_00039916.p1	LYTVA_24416
OG0000013	TCONS_00017254.p1	LYTVA_22713, LYTVA_22716, LYTVA_11879, LYTVA_09546, LYTVA_28541, LYTVA_13975, LYTVA_00129, LYTVA_18668, LYTVA_18187, LYTVA_18188, LYTVA_11839, LYTVA_02943, LYTVA_27265, LYTVA_27263, LYTVA_13649, LYTVA_17421, LYTVA_15176, LYTVA_12759, LYTVA_00164, LYTVA_00165, LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579, LYTVA_15177, LYTVA_22519
OG0000014	TCONS_00027485.p1, TCONS_00027177.p1, TCONS_00026948.p1, TCONS_00026951.p1, TCONS_00026432.p1, TCONS_00026431.p1, TCONS_00011368.p1, TCONS_00011367.p1, TCONS_00019370.p1, TCONS_00055951.p1	LYTVA_29722
OG0000014	TCONS_00000124.p1	LYTVA_19649, LYTVA_07770, LYTVA_25588, LYTVA_00400
OG0000014	TCONS_00048226.p1, TCONS_00048227.p1, TCONS_00048225.p1, TCONS_00001555.p1, TCONS_00000431.p1	LYTVA_13955
OG0000014	TCONS_00018576.p1, TCONS_00018574.p1, TCONS_00018581.p1, TCONS_00000312.p1, TCONS_00001858.p1, TCONS_00017715.p1, TCONS_00017563.p1, TCONS_00017559.p1, TCONS_00017555.p1, TCONS_00017562.p1, TCONS_00017557.p1, TCONS_00018572.p1, TCONS_00017567.p1, TCONS_00017565.p1, TCONS_00017560.p1, TCONS_00017553.p1, TCONS_00017554.p1, TCONS_00018563.p1, TCONS_00017039.p1, TCONS_00017041.p1, TCONS_00017038.p1, TCONS_00016927.p1, TCONS_00053337.p1, TCONS_00054007.p1, TCONS_00017566.p1, TCONS_00017552.p1, TCONS_00017551.p1	LYTVA_08890
OG0000015	TCONS_00007433.p1	LYTVA_04651
OG0000015	TCONS_00029137.p1, TCONS_00028127.p1	LYTVA_19488
OG0000015	TCONS_00043861.p1	LYTVA_26004
OG0000015	TCONS_00043863.p1	LYTVA_26002
OG0000015	TCONS_00017456.p1, TCONS_00018530.p1, TCONS_00017014.p1, TCONS_00018220.p1, TCONS_00042403.p1, TCONS_00047528.p1, TCONS_00048847.p1, TCONS_00017787.p1, TCONS_00042857.p1, TCONS_00017072.p1, TCONS_00018222.p1	LYTVA_09631, LYTVA_17348, LYTVA_06152
OG0000015	TCONS_00028843.p1	LYTVA_06792
OG0000016	TCONS_00021259.p1, TCONS_00021263.p1, TCONS_00021262.p1, TCONS_00021257.p1, TCONS_00021260.p1	LYTVA_02179
OG0000016	TCONS_00021265.p1, TCONS_00021132.p1, TCONS_00022476.p1, TCONS_00021082.p1	LYTVA_09460, LYTVA_20745
OG0000016	TCONS_00022184.p1	LYTVA_00562
OG0000016	TCONS_00049735.p1	LYTVA_13704
OG0000016	TCONS_00048016.p1, TCONS_00006587.p1, TCONS_00006585.p1, TCONS_00006586.p1, TCONS_00025201.p1, TCONS_00044922.p1, TCONS_00049648.p1, TCONS_00049647.p1, TCONS_00047522.p1, TCONS_00047523.p1, TCONS_00020558.p1, TCONS_00020423.p1, TCONS_00020419.p1, TCONS_00020810.p1, TCONS_00020323.p1, TCONS_00020321.p1, TCONS_00047919.p1, TCONS_00047915.p1, TCONS_00047927.p1, TCONS_00047930.p1, TCONS_00047932.p1, TCONS_00047911.p1, TCONS_00047917.p1, TCONS_00047907.p1, TCONS_00049536.p1, TCONS_00049538.p1, TCONS_00049540.p1, TCONS_00049543.p1, TCONS_00049542.p1, TCONS_00048321.p1, TCONS_00048323.p1, TCONS_00048325.p1, TCONS_00048328.p1	LYTVA_26617, LYTVA_17022, LYTVA_17023, LYTVA_17018, LYTVA_17017, LYTVA_17021, LYTVA_10327, LYTVA_03034, LYTVA_01978
OG0000017	TCONS_00051588.p1, TCONS_00034438.p1, TCONS_00033112.p1	LYTVA_10434
OG0000017	TCONS_00053694.p1	LYTVA_20423, LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292
OG0000017	TCONS_00054246.p1	LYTVA_19500
OG0000017	TCONS_00033993.p1, TCONS_00018502.p1, TCONS_00049942.p1, TCONS_00052167.p1, TCONS_00021399.p1, TCONS_00014887.p1, TCONS_00045938.p1, TCONS_00049973.p1, TCONS_00034588.p2, TCONS_00049861.p1, TCONS_00009025.p1, TCONS_00012231.p1, TCONS_00036792.p1, TCONS_00049753.p1	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412
OG0000017	TCONS_00002336.p1	LYTVA_16812
OG0000017	TCONS_00033854.p1	LYTVA_26507
OG0000018	TCONS_00046017.p1, TCONS_00025610.p1, TCONS_00028359.p1	LYTVA_29857
OG0000018	TCONS_00040443.p1, TCONS_00007373.p1, TCONS_00044322.p1, TCONS_00029507.p1, TCONS_00050377.p1, TCONS_00055562.p1, TCONS_00004574.p1, TCONS_00053509.p1, TCONS_00048003.p1, TCONS_00010166.p1, TCONS_00018552.p2, TCONS_00050690.p1, TCONS_00001438.p1, TCONS_00031143.p1, TCONS_00046113.p1, TCONS_00036832.p1, TCONS_00044138.p1, TCONS_00050340.p1, TCONS_00027744.p1, TCONS_00032664.p1, TCONS_00010244.p1, TCONS_00003946.p1, TCONS_00041463.p1, TCONS_00001385.p1, TCONS_00054557.p1, TCONS_00017020.p1, TCONS_00054901.p1, TCONS_00008322.p1, TCONS_00015725.p1, TCONS_00040210.p1, TCONS_00044497.p1, TCONS_00007384.p1, TCONS_00025883.p1, TCONS_00047112.p1, TCONS_00028606.p1, TCONS_00017314.p1, TCONS_00011090.p1, TCONS_00033644.p1, TCONS_00023034.p1, TCONS_00056446.p1, TCONS_00031056.p1, TCONS_00001449.p1, TCONS_00001450.p1, TCONS_00037298.p1, TCONS_00024927.p2, TCONS_00009066.p2, TCONS_00023275.p1, TCONS_00015755.p1, TCONS_00052465.p2, TCONS_00004686.p1, TCONS_00032947.p1, TCONS_00032969.p1, TCONS_00000391.p1, TCONS_00048935.p1, TCONS_00033860.p1, TCONS_00002126.p1, TCONS_00045766.p1, TCONS_00050663.p1, TCONS_00014702.p2, TCONS_00054542.p1, TCONS_00015986.p1, TCONS_00002662.p1, TCONS_00016420.p1, TCONS_00034742.p1, TCONS_00025800.p1, TCONS_00020519.p1, TCONS_00031825.p1	LYTVA_18794
OG0000018	TCONS_00022055.p1	LYTVA_13519, LYTVA_01656
OG0000018	TCONS_00056724.p1, TCONS_00044128.p1, TCONS_00015747.p1, TCONS_00041407.p1, TCONS_00035049.p1, TCONS_00031144.p1	LYTVA_29229, LYTVA_12870
OG0000018	TCONS_00041625.p1, TCONS_00044910.p1, TCONS_00038805.p1, TCONS_00030540.p1, TCONS_00010862.p1, TCONS_00033771.p1, TCONS_00004553.p1, TCONS_00008715.p1	LYTVA_07859, LYTVA_26503, LYTVA_00759, LYTVA_05774, LYTVA_08224, LYTVA_20675
OG0000018	TCONS_00045433.p1, TCONS_00018885.p1, TCONS_00030533.p1	LYTVA_28161, LYTVA_00818
OG0000019	TCONS_00042378.p1	LYTVA_17120
OG0000019	TCONS_00025657.p1, TCONS_00025658.p1, TCONS_00025659.p1	LYTVA_14521
OG0000019	TCONS_00028088.p1	LYTVA_18523, LYTVA_29569, LYTVA_29679
OG0000019	TCONS_00014266.p1, TCONS_00027859.p1	LYTVA_04809, LYTVA_22729
OG0000019	TCONS_00048059.p1	LYTVA_04453
OG0000019	TCONS_00009265.p1, TCONS_00009269.p1, TCONS_00009271.p1, TCONS_00008241.p1	LYTVA_18162
OG0000019	TCONS_00007955.p1	LYTVA_01420
OG0000019	TCONS_00009589.p1, TCONS_00043166.p1, TCONS_00043167.p1, TCONS_00050243.p1, TCONS_00050238.p1, TCONS_00050241.p1, TCONS_00050235.p1, TCONS_00050242.p1, TCONS_00050237.p1, TCONS_00050240.p1, TCONS_00050234.p1, TCONS_00050233.p1, TCONS_00050246.p1, TCONS_00050249.p1, TCONS_00043170.p1, TCONS_00043821.p1	LYTVA_13754, LYTVA_11044, LYTVA_03700, LYTVA_17123, LYTVA_06066, LYTVA_08335, LYTVA_00256, LYTVA_17122, LYTVA_14016, LYTVA_15207, LYTVA_22229
OG0000020	TCONS_00055662.p1	LYTVA_19355
OG0000020	TCONS_00041842.p1	LYTVA_21318
OG0000020	TCONS_00011932.p1, TCONS_00014940.p1, TCONS_00014941.p1	LYTVA_09793
OG0000020	TCONS_00018790.p1	LYTVA_10182
OG0000020	TCONS_00054537.p1	LYTVA_04298
OG0000020	TCONS_00047850.p1	LYTVA_23496
OG0000020	TCONS_00020870.p1	LYTVA_26274
OG0000020	TCONS_00009371.p1	LYTVA_21287
OG0000020	TCONS_00020242.p1	LYTVA_21826
OG0000020	TCONS_00045845.p1	LYTVA_05479
OG0000020	TCONS_00028429.p1	LYTVA_08129
OG0000020	TCONS_00019497.p1	LYTVA_26447
OG0000020	TCONS_00016378.p1	LYTVA_23009
OG0000020	TCONS_00051401.p1	LYTVA_17081
OG0000020	TCONS_00031077.p1	LYTVA_06231
OG0000020	TCONS_00056690.p1	LYTVA_13730
OG0000020	TCONS_00042754.p1	LYTVA_09530
OG0000020	TCONS_00019367.p1	LYTVA_00542
OG0000020	TCONS_00041844.p1	LYTVA_26250
OG0000021	TCONS_00047235.p1, TCONS_00047455.p1	LYTVA_14789, LYTVA_18860
OG0000021	TCONS_00025493.p1	LYTVA_13480, LYTVA_00042, LYTVA_13481
OG0000021	TCONS_00048454.p1	LYTVA_13831
OG0000021	TCONS_00007765.p1	LYTVA_10118
OG0000021	TCONS_00006555.p1	LYTVA_09991
OG0000021	TCONS_00005425.p1	LYTVA_09981
OG0000021	TCONS_00048529.p1, TCONS_00048461.p1, TCONS_00048530.p1, TCONS_00048462.p1, TCONS_00048631.p1, TCONS_00047352.p1, TCONS_00044070.p1, TCONS_00044077.p1	LYTVA_02440
OG0000021	TCONS_00016243.p1	LYTVA_23988, LYTVA_17642, LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778
OG0000021	TCONS_00042218.p1, TCONS_00044055.p1, TCONS_00043288.p1, TCONS_00043292.p1, TCONS_00042744.p1, TCONS_00020733.p1, TCONS_00020708.p1, TCONS_00042745.p1, TCONS_00043294.p1, TCONS_00043289.p1, TCONS_00043283.p1, TCONS_00041935.p1	LYTVA_00398
OG0000021	TCONS_00044068.p1	LYTVA_01830, LYTVA_09376, LYTVA_05943
OG0000023	TCONS_00026137.p1	LYTVA_11225
OG0000023	TCONS_00004930.p1	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074
OG0000023	TCONS_00029827.p1	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416
OG0000023	TCONS_00006339.p1, TCONS_00006341.p1	LYTVA_27483
OG0000023	TCONS_00023484.p1, TCONS_00023448.p1, TCONS_00023486.p1, TCONS_00023450.p1, TCONS_00023451.p1, TCONS_00023489.p1, TCONS_00006187.p1, TCONS_00006188.p1, TCONS_00006190.p1	LYTVA_08392, LYTVA_08393
OG0000024	TCONS_00044140.p1	LYTVA_03378
OG0000024	TCONS_00031312.p1	LYTVA_25158
OG0000025	TCONS_00051612.p1, TCONS_00049388.p1, TCONS_00032662.p1, TCONS_00033000.p1, TCONS_00029213.p1, TCONS_00014263.p1	LYTVA_14879, LYTVA_14642, LYTVA_07343
OG0000026	TCONS_00003307.p1, TCONS_00043299.p1	LYTVA_08598, LYTVA_05009, LYTVA_02302
OG0000026	TCONS_00006376.p1, TCONS_00020194.p1	LYTVA_25523, LYTVA_12516
OG0000026	TCONS_00031948.p1	LYTVA_25399, LYTVA_26794
OG0000026	TCONS_00043670.p1	LYTVA_19796
OG0000027	TCONS_00036982.p1, TCONS_00038160.p1, TCONS_00043390.p1, TCONS_00043383.p1, TCONS_00043158.p1, TCONS_00041772.p1, TCONS_00011611.p1, TCONS_00012601.p1, TCONS_00013252.p1, TCONS_00029640.p1	LYTVA_19671, LYTVA_28057, LYTVA_19674, LYTVA_23495, LYTVA_25604, LYTVA_04986, LYTVA_22090
OG0000027	TCONS_00051661.p1	LYTVA_13316
OG0000028	TCONS_00006156.p1, TCONS_00006138.p1	LYTVA_11085
OG0000028	TCONS_00006185.p1, TCONS_00006184.p1	LYTVA_07479, LYTVA_22824
OG0000028	TCONS_00038444.p1, TCONS_00038402.p1	LYTVA_11743
OG0000028	TCONS_00029777.p1, TCONS_00029776.p1	LYTVA_12763
OG0000028	TCONS_00029577.p1	LYTVA_10314
OG0000028	TCONS_00029851.p1	LYTVA_29171
OG0000028	TCONS_00028862.p1	LYTVA_29172
OG0000029	TCONS_00004006.p1	LYTVA_19314
OG0000029	TCONS_00019159.p1	LYTVA_25609, LYTVA_12911, LYTVA_03248
OG0000029	TCONS_00020525.p1	LYTVA_02569, LYTVA_10073
OG0000029	TCONS_00019133.p1, TCONS_00019127.p1, TCONS_00019135.p1, TCONS_00019138.p1, TCONS_00019136.p1, TCONS_00019137.p1, TCONS_00019126.p1, TCONS_00050506.p1, TCONS_00051607.p1	LYTVA_21024, LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087, LYTVA_07847, LYTVA_16374, LYTVA_14118, LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751, LYTVA_15803, LYTVA_05470, LYTVA_12796, LYTVA_24295, LYTVA_15802, LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955, LYTVA_29691, LYTVA_23564, LYTVA_08386
OG0000030	TCONS_00020726.p1, TCONS_00020728.p1, TCONS_00020088.p1	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623
OG0000030	TCONS_00019673.p1	LYTVA_26760
OG0000030	TCONS_00054176.p1, TCONS_00054136.p1	LYTVA_28697
OG0000030	TCONS_00014295.p1, TCONS_00013116.p1	LYTVA_20955, LYTVA_09651
OG0000030	TCONS_00044665.p1, TCONS_00044667.p1, TCONS_00044691.p1, TCONS_00045784.p1	LYTVA_26586
OG0000030	TCONS_00008093.p1	LYTVA_26755
OG0000030	TCONS_00054540.p1, TCONS_00053448.p1, TCONS_00053450.p1	LYTVA_09586
OG0000030	TCONS_00027726.p1	LYTVA_27440
OG0000031	TCONS_00003900.p1	LYTVA_07242
OG0000031	TCONS_00002937.p1	LYTVA_07394
OG0000031	TCONS_00028162.p1	LYTVA_19491
OG0000031	TCONS_00046710.p1, TCONS_00045709.p1	LYTVA_13645
OG0000031	TCONS_00041599.p1	LYTVA_05124
OG0000031	TCONS_00054588.p1	LYTVA_29658
OG0000031	TCONS_00003964.p1	LYTVA_09735
OG0000032	TCONS_00035360.p1	LYTVA_15487, LYTVA_14158
OG0000032	TCONS_00016893.p1	LYTVA_21601, LYTVA_15486, LYTVA_13671
OG0000032	TCONS_00044343.p1, TCONS_00035361.p1, TCONS_00017411.p1, TCONS_00050123.p1, TCONS_00016786.p1, TCONS_00017609.p1, TCONS_00050122.p1, TCONS_00017607.p1, TCONS_00017604.p1, TCONS_00016860.p1, TCONS_00016861.p1, TCONS_00016865.p1, TCONS_00017410.p1, TCONS_00012833.p1, TCONS_00012832.p1	LYTVA_08468, LYTVA_02734
OG0000032	TCONS_00045890.p1, TCONS_00018770.p1	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746
OG0000033	TCONS_00019923.p1	LYTVA_09380
OG0000033	TCONS_00016754.p1, TCONS_00009270.p1, TCONS_00042948.p1	LYTVA_01818
OG0000033	TCONS_00036759.p1, TCONS_00047220.p1, TCONS_00023095.p1, TCONS_00038290.p1, TCONS_00009749.p1, TCONS_00036215.p1, TCONS_00015661.p1, TCONS_00045647.p1	LYTVA_04922, LYTVA_07303, LYTVA_11528, LYTVA_02656, LYTVA_01378, LYTVA_09579, LYTVA_17007, LYTVA_04337, LYTVA_20141, LYTVA_23929, LYTVA_14663, LYTVA_12466
OG0000033	TCONS_00016755.p1	LYTVA_08031
OG0000034	TCONS_00005924.p1	LYTVA_20191
OG0000034	TCONS_00049881.p1, TCONS_00037015.p1	LYTVA_04080
OG0000034	TCONS_00029638.p1	LYTVA_29167, LYTVA_10612
OG0000034	TCONS_00037982.p1	LYTVA_11788
OG0000034	TCONS_00029930.p1	LYTVA_12673
OG0000034	TCONS_00015036.p1	LYTVA_04355, LYTVA_01145
OG0000034	TCONS_00037412.p1	LYTVA_06697
OG0000034	TCONS_00036269.p1, TCONS_00036263.p1	LYTVA_00403, LYTVA_27135
OG0000035	TCONS_00023765.p1	LYTVA_03445
OG0000035	TCONS_00025160.p1	LYTVA_02303, LYTVA_16617
OG0000035	TCONS_00023673.p1	LYTVA_27828
OG0000035	TCONS_00024074.p1	LYTVA_22468
OG0000035	TCONS_00025465.p1	LYTVA_12116
OG0000035	TCONS_00024093.p1	LYTVA_12115
OG0000035	TCONS_00025514.p1	LYTVA_04128
OG0000036	TCONS_00008906.p1	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947
OG0000036	TCONS_00047867.p1, TCONS_00047868.p1	LYTVA_29789, LYTVA_04431, LYTVA_20434
OG0000036	TCONS_00007681.p1	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896
OG0000036	TCONS_00006290.p1	LYTVA_13566
OG0000037	TCONS_00017535.p1	LYTVA_02747
OG0000037	TCONS_00009673.p1	LYTVA_25050, LYTVA_25057, LYTVA_25048
OG0000037	TCONS_00001517.p1, TCONS_00001518.p1, TCONS_00001527.p1, TCONS_00001346.p1, TCONS_00001949.p1, TCONS_00054047.p1, TCONS_00052956.p1, TCONS_00031395.p1, TCONS_00044661.p1	LYTVA_04662
OG0000038	TCONS_00000411.p1	LYTVA_19606, LYTVA_09821
OG0000038	TCONS_00028399.p1, TCONS_00028398.p1	LYTVA_19605
OG0000038	TCONS_00028397.p1, TCONS_00000414.p1, TCONS_00001540.p1, TCONS_00000410.p1, TCONS_00028395.p1, TCONS_00001544.p1	LYTVA_00437
OG0000039	TCONS_00044435.p1, TCONS_00042739.p1, TCONS_00042734.p1	LYTVA_16233
OG0000039	TCONS_00011057.p1	LYTVA_07607
OG0000039	TCONS_00003433.p1	LYTVA_13062
