Orthogroup	PFLAV	HELIO_ok
OG0000033	TCONS_00036759.p1, TCONS_00047220.p1, TCONS_00023095.p1, TCONS_00038290.p1, TCONS_00009749.p1, TCONS_00036215.p1, TCONS_00015661.p1, TCONS_00045647.p1	HELIO_05274, HELIO_05169, HELIO_06635, HELIO_07393
OG0000034	TCONS_00007418.p1	HELIO_11044
OG0000034	TCONS_00005924.p1	HELIO_03041, HELIO_03040
OG0000034	TCONS_00049881.p1, TCONS_00037015.p1	HELIO_10910
OG0000034	TCONS_00029638.p1	HELIO_05981
OG0000034	TCONS_00037982.p1	HELIO_12487
OG0000034	TCONS_00029930.p1	HELIO_11629
OG0000034	TCONS_00036269.p1, TCONS_00036263.p1	HELIO_08377
OG0000035	TCONS_00023765.p1	HELIO_06273
OG0000035	TCONS_00003567.p1	HELIO_04621
OG0000035	TCONS_00025160.p1	HELIO_03945, HELIO_04376
OG0000035	TCONS_00041944.p1, TCONS_00028232.p1	HELIO_12501
OG0000035	TCONS_00023673.p1	HELIO_03534
OG0000035	TCONS_00024074.p1	HELIO_07811, HELIO_06366
OG0000035	TCONS_00023006.p1	HELIO_00732
OG0000035	TCONS_00025465.p1	HELIO_11539
OG0000035	TCONS_00024093.p1	HELIO_10164
OG0000035	TCONS_00025514.p1	HELIO_04984
OG0000036	TCONS_00008906.p1	HELIO_01209, HELIO_01210, HELIO_09115, HELIO_04594, HELIO_09618
OG0000036	TCONS_00004743.p1, TCONS_00047870.p1, TCONS_00047869.p1, TCONS_00052470.p1, TCONS_00042048.p1, TCONS_00042050.p1, TCONS_00042049.p1, TCONS_00043406.p1	HELIO_07711
OG0000036	TCONS_00007681.p1	HELIO_02352, HELIO_11421, HELIO_04744
OG0000037	TCONS_00011218.p1	HELIO_01421
OG0000037	TCONS_00017535.p1	HELIO_01377
OG0000037	TCONS_00009673.p1	HELIO_04770
OG0000037	TCONS_00001517.p1, TCONS_00001518.p1, TCONS_00001527.p1, TCONS_00001346.p1, TCONS_00001949.p1, TCONS_00054047.p1, TCONS_00052956.p1, TCONS_00031395.p1, TCONS_00044661.p1	HELIO_09574, HELIO_11062, HELIO_01380
OG0000039	TCONS_00053909.p1, TCONS_00044047.p1, TCONS_00008253.p1, TCONS_00044435.p1, TCONS_00042739.p1, TCONS_00042734.p1	HELIO_01180
OG0000039	TCONS_00011057.p1	HELIO_07214
OG0000039	TCONS_00003433.p1	HELIO_00133
OG0000040	TCONS_00024097.p1, TCONS_00024098.p1, TCONS_00045509.p1, TCONS_00045506.p1, TCONS_00045516.p1, TCONS_00045517.p1, TCONS_00045514.p1, TCONS_00045510.p1, TCONS_00045512.p1, TCONS_00046641.p1, TCONS_00045518.p1, TCONS_00046639.p1, TCONS_00046638.p1, TCONS_00046635.p1, TCONS_00046634.p1, TCONS_00046632.p1, TCONS_00046631.p1, TCONS_00046636.p1, TCONS_00046637.p1, TCONS_00046648.p1, TCONS_00046649.p1, TCONS_00046633.p1, TCONS_00046630.p1, TCONS_00046629.p1	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945
OG0000041	TCONS_00025634.p1	HELIO_03057
OG0000042	TCONS_00008406.p1, TCONS_00026990.p1, TCONS_00046239.p1, TCONS_00043759.p1, TCONS_00043760.p1	HELIO_12728
OG0000043	TCONS_00039125.p1	HELIO_04067
OG0000043	TCONS_00039467.p1, TCONS_00033828.p1	HELIO_00563
OG0000043	TCONS_00023271.p1	HELIO_03541
OG0000044	TCONS_00051346.p1, TCONS_00051348.p1, TCONS_00053656.p1, TCONS_00027232.p1, TCONS_00052493.p1, TCONS_00053655.p1	HELIO_05461
OG0000044	TCONS_00042476.p1	HELIO_02529
OG0000044	TCONS_00038566.p1	HELIO_07264
OG0000044	TCONS_00019797.p1	HELIO_01656
OG0000045	TCONS_00056914.p1	HELIO_07351, HELIO_00342
OG0000045	TCONS_00029637.p1	HELIO_03034
OG0000045	TCONS_00028538.p1, TCONS_00022841.p1	HELIO_01585
OG0000046	TCONS_00014287.p1, TCONS_00014285.p1	HELIO_08475
OG0000047	TCONS_00034735.p1, TCONS_00028463.p1, TCONS_00019059.p1, TCONS_00043202.p1, TCONS_00021946.p1, TCONS_00040505.p1, TCONS_00011376.p1, TCONS_00033721.p1	HELIO_05583, HELIO_01306
OG0000047	TCONS_00039178.p1, TCONS_00035743.p1	HELIO_06838
OG0000047	TCONS_00047770.p1	HELIO_06213, HELIO_05123, HELIO_00552, HELIO_05869
OG0000048	TCONS_00017594.p1, TCONS_00017595.p1, TCONS_00047230.p1	HELIO_12500
OG0000048	TCONS_00006570.p1	HELIO_03643
OG0000048	TCONS_00026749.p1	HELIO_05568
OG0000048	TCONS_00009734.p1	HELIO_05826, HELIO_06221
OG0000048	TCONS_00011079.p1	HELIO_11655
OG0000048	TCONS_00011575.p1	HELIO_08708
OG0000048	TCONS_00007155.p1	HELIO_05605
OG0000049	TCONS_00047286.p1	HELIO_02366
OG0000049	TCONS_00030952.p1	HELIO_12356
