Orthogroup	PFLAV	AMPFI_ok
OG0000002	TCONS_00048938.p1	AMPFI_02191, AMPFI_00932, AMPFI_04499, AMPFI_00565, AMPFI_17812, AMPFI_23663
OG0000003	TCONS_00029636.p1, TCONS_00031471.p1	AMPFI_00352
OG0000003	TCONS_00052987.p1	AMPFI_17434
OG0000003	TCONS_00012459.p1	AMPFI_10369
OG0000003	TCONS_00053405.p1	AMPFI_11277
OG0000003	TCONS_00013647.p1, TCONS_00013600.p1	AMPFI_16213
OG0000003	TCONS_00018253.p1	AMPFI_11730, AMPFI_16587, AMPFI_13138, AMPFI_18427, AMPFI_25711, AMPFI_01607
OG0000003	TCONS_00005704.p1	AMPFI_09603, AMPFI_21929, AMPFI_23519, AMPFI_13846
OG0000003	TCONS_00046526.p1	AMPFI_14507, AMPFI_04480
OG0000003	TCONS_00013648.p1, TCONS_00013356.p1	AMPFI_11583
OG0000003	TCONS_00019216.p1	AMPFI_09604
OG0000004	TCONS_00030290.p1	AMPFI_07977
OG0000004	TCONS_00051408.p1, TCONS_00051404.p1, TCONS_00050286.p1, TCONS_00040010.p1, TCONS_00039986.p1, TCONS_00039985.p1, TCONS_00040009.p1, TCONS_00040789.p1	AMPFI_11893
OG0000004	TCONS_00039987.p1	AMPFI_04189, AMPFI_03317
OG0000004	TCONS_00020025.p1, TCONS_00020017.p1, TCONS_00001702.p1, TCONS_00000548.p1, TCONS_00001700.p1, TCONS_00000558.p1	AMPFI_20230, AMPFI_24981, AMPFI_23786, AMPFI_16756, AMPFI_00472, AMPFI_20231
OG0000005	TCONS_00033021.p1	AMPFI_18504
OG0000005	TCONS_00000617.p1	AMPFI_25233
OG0000005	TCONS_00001294.p1, TCONS_00050179.p1, TCONS_00050176.p1, TCONS_00050178.p1, TCONS_00051419.p1, TCONS_00051326.p1, TCONS_00040757.p1	AMPFI_18823
OG0000006	TCONS_00016792.p1	AMPFI_22255
OG0000006	TCONS_00023587.p1	AMPFI_24001
OG0000006	TCONS_00025031.p1, TCONS_00038043.p1	AMPFI_01603
OG0000006	TCONS_00048904.p1	AMPFI_22470
OG0000006	TCONS_00016646.p1	AMPFI_22262
OG0000006	TCONS_00021581.p1	AMPFI_22463
OG0000006	TCONS_00023551.p1	AMPFI_10542, AMPFI_00206
OG0000006	TCONS_00003496.p1	AMPFI_02520
OG0000006	TCONS_00027931.p1	AMPFI_23503
OG0000006	TCONS_00028953.p1	AMPFI_09123
OG0000006	TCONS_00030792.p1, TCONS_00029994.p1	AMPFI_18507
OG0000006	TCONS_00011489.p1	AMPFI_06099
OG0000006	TCONS_00011491.p1	AMPFI_17130
OG0000006	TCONS_00011052.p1	AMPFI_12555
OG0000006	TCONS_00019371.p1, TCONS_00048901.p1, TCONS_00048902.p1	AMPFI_05072, AMPFI_22396
OG0000007	TCONS_00029574.p1	AMPFI_02812
OG0000007	TCONS_00009611.p1	AMPFI_07094
OG0000007	TCONS_00029143.p1	AMPFI_16775
OG0000007	TCONS_00007744.p1	AMPFI_15871
OG0000007	TCONS_00055417.p1	AMPFI_26059
OG0000007	TCONS_00011336.p1	AMPFI_15806
OG0000007	TCONS_00014249.p1	AMPFI_22204
OG0000007	TCONS_00012754.p1	AMPFI_08786
OG0000007	TCONS_00025375.p1	AMPFI_17089
OG0000007	TCONS_00051990.p1, TCONS_00051989.p1	AMPFI_21281
OG0000007	TCONS_00009689.p1	AMPFI_23280
OG0000008	TCONS_00054315.p1	AMPFI_03619
OG0000008	TCONS_00016587.p1, TCONS_00005048.p1	AMPFI_24346
OG0000008	TCONS_00015623.p1	AMPFI_10761, AMPFI_17189
OG0000009	TCONS_00046982.p1	AMPFI_04649
OG0000009	TCONS_00003755.p1, TCONS_00023785.p1, TCONS_00024636.p1, TCONS_00003529.p1, TCONS_00049276.p1, TCONS_00003848.p1, TCONS_00037518.p1, TCONS_00015641.p1	AMPFI_18552, AMPFI_07288
OG0000009	TCONS_00015545.p1, TCONS_00013954.p1	AMPFI_05115
OG0000009	TCONS_00027666.p1	AMPFI_02845
OG0000009	TCONS_00025442.p1	AMPFI_19615
OG0000009	TCONS_00025851.p1, TCONS_00043074.p1, TCONS_00009542.p1	AMPFI_03747, AMPFI_04561
OG0000009	TCONS_00028883.p1, TCONS_00029472.p1	AMPFI_22442, AMPFI_06910, AMPFI_19945
OG0000009	TCONS_00025230.p1, TCONS_00023849.p1, TCONS_00024354.p1	AMPFI_07658, AMPFI_17391
OG0000009	TCONS_00003938.p1	AMPFI_02892, AMPFI_01981
OG0000009	TCONS_00003937.p1, TCONS_00040217.p1, TCONS_00006910.p1, TCONS_00028935.p1, TCONS_00024506.p1, TCONS_00037020.p1	AMPFI_00045, AMPFI_14612, AMPFI_05867, AMPFI_15686
OG0000009	TCONS_00018133.p1, TCONS_00001741.p1, TCONS_00002573.p1	AMPFI_25789
OG0000009	TCONS_00017823.p1, TCONS_00056063.p1	AMPFI_02292, AMPFI_07211, AMPFI_22078
OG0000009	TCONS_00045896.p1	AMPFI_01799
OG0000009	TCONS_00037803.p1, TCONS_00017368.p1, TCONS_00033541.p1	AMPFI_18638, AMPFI_23313
OG0000009	TCONS_00019627.p1	AMPFI_20474
OG0000009	TCONS_00048728.p1	AMPFI_00566, AMPFI_18142, AMPFI_18445, AMPFI_06909
OG0000009	TCONS_00028870.p1	AMPFI_05893
OG0000010	TCONS_00050558.p1, TCONS_00051638.p1, TCONS_00018480.p1	AMPFI_14170
OG0000010	TCONS_00031213.p1, TCONS_00031190.p1	AMPFI_04353
OG0000010	TCONS_00017962.p1, TCONS_00017965.p1, TCONS_00017966.p1, TCONS_00017964.p1	AMPFI_20654
OG0000011	TCONS_00044809.p1	AMPFI_23867
OG0000011	TCONS_00015385.p1	AMPFI_22257
OG0000011	TCONS_00051572.p1, TCONS_00011227.p1, TCONS_00012236.p1, TCONS_00041037.p1, TCONS_00038189.p1, TCONS_00049052.p1, TCONS_00049053.p1, TCONS_00019184.p1, TCONS_00045521.p1, TCONS_00024547.p1	AMPFI_09904
OG0000011	TCONS_00008526.p1	AMPFI_10527
OG0000011	TCONS_00049285.p1	AMPFI_22641, AMPFI_25098, AMPFI_09859, AMPFI_12932, AMPFI_15261
OG0000011	TCONS_00056711.p1	AMPFI_20107
OG0000011	TCONS_00009419.p1, TCONS_00014539.p1	AMPFI_15511
OG0000011	TCONS_00041373.p1, TCONS_00055305.p1, TCONS_00047166.p1, TCONS_00053496.p1, TCONS_00038610.p1, TCONS_00034727.p1, TCONS_00038236.p1, TCONS_00044426.p1, TCONS_00043761.p1, TCONS_00050660.p1	AMPFI_23991, AMPFI_06537, AMPFI_05996, AMPFI_05995, AMPFI_07569
OG0000011	TCONS_00048667.p1, TCONS_00018952.p1	AMPFI_25424
OG0000011	TCONS_00034929.p1, TCONS_00004504.p1, TCONS_00005682.p1	AMPFI_19936
OG0000011	TCONS_00015386.p1	AMPFI_09932, AMPFI_21651
OG0000011	TCONS_00033759.p1	AMPFI_21616
OG0000011	TCONS_00033581.p1	AMPFI_12025
OG0000011	TCONS_00025195.p1, TCONS_00051327.p1	AMPFI_12525, AMPFI_04893
OG0000011	TCONS_00035599.p1	AMPFI_09690
OG0000011	TCONS_00002579.p1	AMPFI_02937
OG0000011	TCONS_00020984.p3, TCONS_00034049.p1	AMPFI_05936, AMPFI_19795
OG0000011	TCONS_00046669.p1	AMPFI_03008, AMPFI_02519
OG0000011	TCONS_00029680.p1, TCONS_00036298.p1	AMPFI_21646, AMPFI_02603
OG0000011	TCONS_00031655.p1, TCONS_00002470.p1	AMPFI_00004
OG0000011	TCONS_00051843.p1, TCONS_00037958.p1	AMPFI_13285
OG0000012	TCONS_00015125.p1, TCONS_00011214.p1, TCONS_00011213.p1, TCONS_00011211.p1, TCONS_00009883.p1, TCONS_00015085.p1, TCONS_00044328.p1, TCONS_00015086.p1, TCONS_00011207.p1, TCONS_00011209.p1, TCONS_00021579.p1, TCONS_00021578.p1	AMPFI_05035, AMPFI_18913
OG0000012	TCONS_00040143.p1, TCONS_00041124.p1, TCONS_00040147.p2, TCONS_00035663.p1	AMPFI_24214, AMPFI_11332, AMPFI_02225
OG0000012	TCONS_00040856.p1, TCONS_00040851.p1, TCONS_00040853.p1, TCONS_00040857.p1, TCONS_00039903.p1, TCONS_00039901.p1, TCONS_00039902.p1, TCONS_00039899.p1, TCONS_00040855.p1, TCONS_00040854.p1, TCONS_00039900.p1, TCONS_00039904.p1, TCONS_00040849.p1, TCONS_00040826.p1, TCONS_00039921.p1	AMPFI_15893
OG0000012	TCONS_00002832.p1	AMPFI_06478
OG0000013	TCONS_00023863.p1	AMPFI_13640
OG0000013	TCONS_00017254.p1	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132
OG0000014	TCONS_00027485.p1, TCONS_00027177.p1, TCONS_00026948.p1, TCONS_00026951.p1, TCONS_00026432.p1, TCONS_00026431.p1, TCONS_00011368.p1, TCONS_00011367.p1, TCONS_00019370.p1, TCONS_00055951.p1	AMPFI_10576, AMPFI_00293
OG0000014	TCONS_00018745.p1, TCONS_00016636.p1, TCONS_00018744.p1	AMPFI_03918, AMPFI_12155, AMPFI_04680
OG0000014	TCONS_00011557.p1, TCONS_00011560.p1, TCONS_00011559.p1, TCONS_00010527.p1, TCONS_00011555.p1, TCONS_00011740.p1, TCONS_00011745.p1, TCONS_00011746.p1, TCONS_00011744.p1, TCONS_00011747.p1, TCONS_00049090.p1, TCONS_00049091.p1, TCONS_00049087.p1, TCONS_00049133.p1, TCONS_00049134.p1, TCONS_00029612.p1, TCONS_00047816.p1	AMPFI_05504, AMPFI_16319
OG0000014	TCONS_00042641.p1, TCONS_00043962.p1, TCONS_00043963.p1, TCONS_00043964.p1, TCONS_00042645.p1, TCONS_00010921.p1, TCONS_00042643.p1	AMPFI_18330
OG0000014	TCONS_00000867.p1	AMPFI_25378
OG0000014	TCONS_00048226.p1, TCONS_00048227.p1, TCONS_00048225.p1, TCONS_00001555.p1, TCONS_00000431.p1	AMPFI_16339
OG0000014	TCONS_00018576.p1, TCONS_00018574.p1, TCONS_00018581.p1, TCONS_00000312.p1, TCONS_00001858.p1, TCONS_00017715.p1, TCONS_00017563.p1, TCONS_00017559.p1, TCONS_00017555.p1, TCONS_00017562.p1, TCONS_00017557.p1, TCONS_00018572.p1, TCONS_00017567.p1, TCONS_00017565.p1, TCONS_00017560.p1, TCONS_00017553.p1, TCONS_00017554.p1, TCONS_00018563.p1, TCONS_00017039.p1, TCONS_00017041.p1, TCONS_00017038.p1, TCONS_00016927.p1, TCONS_00053337.p1, TCONS_00054007.p1, TCONS_00017566.p1, TCONS_00017552.p1, TCONS_00017551.p1	AMPFI_02732
OG0000015	TCONS_00029137.p1, TCONS_00028127.p1	AMPFI_03480
OG0000015	TCONS_00017456.p1, TCONS_00018530.p1, TCONS_00017014.p1, TCONS_00018220.p1, TCONS_00042403.p1, TCONS_00047528.p1, TCONS_00048847.p1, TCONS_00017787.p1, TCONS_00042857.p1, TCONS_00017072.p1, TCONS_00018222.p1	AMPFI_23995
OG0000016	TCONS_00021265.p1, TCONS_00021132.p1, TCONS_00022476.p1, TCONS_00021082.p1	AMPFI_14639
OG0000016	TCONS_00048322.p1, TCONS_00049537.p1, TCONS_00047912.p1	AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919
OG0000016	TCONS_00022184.p1	AMPFI_20923
OG0000016	TCONS_00003602.p1	AMPFI_06248
OG0000016	TCONS_00048341.p1	AMPFI_15536, AMPFI_18220, AMPFI_13190
OG0000016	TCONS_00020809.p1	AMPFI_08754
OG0000016	TCONS_00049735.p1	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144
OG0000017	TCONS_00056547.p1, TCONS_00003153.p1, TCONS_00035681.p1	AMPFI_19153
OG0000017	TCONS_00003294.p1, TCONS_00017646.p1, TCONS_00035188.p1	AMPFI_10075, AMPFI_09589, AMPFI_13357
OG0000017	TCONS_00034099.p1, TCONS_00035359.p1, TCONS_00049944.p1, TCONS_00032138.p1, TCONS_00052165.p1	AMPFI_16384
OG0000017	TCONS_00056182.p1	AMPFI_03555, AMPFI_02100, AMPFI_22933, AMPFI_20010, AMPFI_04573, AMPFI_04127
OG0000017	TCONS_00037236.p1	AMPFI_13530, AMPFI_01348, AMPFI_00180
OG0000017	TCONS_00037011.p1	AMPFI_00815, AMPFI_23308
OG0000017	TCONS_00033993.p1, TCONS_00018502.p1, TCONS_00049942.p1	AMPFI_20980, AMPFI_00516, AMPFI_16762
OG0000017	TCONS_00034588.p2, TCONS_00049861.p1, TCONS_00009025.p1, TCONS_00012231.p1, TCONS_00036792.p1, TCONS_00049753.p1	AMPFI_01137
OG0000017	TCONS_00023416.p1, TCONS_00029799.p1, TCONS_00036445.p1, TCONS_00032247.p1, TCONS_00034587.p1, TCONS_00002336.p1, TCONS_00044273.p1, TCONS_00027912.p1, TCONS_00036791.p1, TCONS_00033854.p1	AMPFI_00417
OG0000018	TCONS_00040443.p1	AMPFI_07408
OG0000018	TCONS_00048003.p1, TCONS_00010166.p1	AMPFI_19746
OG0000018	TCONS_00018552.p2	AMPFI_23087, AMPFI_06333
OG0000018	TCONS_00046113.p1	AMPFI_21544, AMPFI_08183, AMPFI_15245
OG0000018	TCONS_00010244.p1, TCONS_00003946.p1, TCONS_00041463.p1, TCONS_00001385.p1, TCONS_00054557.p1, TCONS_00017020.p1, TCONS_00054901.p1, TCONS_00008322.p1, TCONS_00015725.p1, TCONS_00040210.p1, TCONS_00044497.p1, TCONS_00007384.p1, TCONS_00025883.p1	AMPFI_02063
OG0000018	TCONS_00047112.p1, TCONS_00028606.p1, TCONS_00017314.p1, TCONS_00011090.p1, TCONS_00033644.p1, TCONS_00023034.p1, TCONS_00056446.p1	AMPFI_04871
OG0000018	TCONS_00031056.p1, TCONS_00001449.p1, TCONS_00001450.p1, TCONS_00037298.p1, TCONS_00024927.p2, TCONS_00009066.p2, TCONS_00023275.p1	AMPFI_08497, AMPFI_12503
OG0000018	TCONS_00052465.p2, TCONS_00004686.p1	AMPFI_22035
OG0000018	TCONS_00032947.p1, TCONS_00032969.p1, TCONS_00000391.p1, TCONS_00048935.p1, TCONS_00033860.p1	AMPFI_11607
OG0000018	TCONS_00014702.p2	AMPFI_04983
OG0000018	TCONS_00054542.p1, TCONS_00015986.p1, TCONS_00002662.p1, TCONS_00016420.p1	AMPFI_11059, AMPFI_23717, AMPFI_12063
OG0000018	TCONS_00034742.p1	AMPFI_02180
OG0000018	TCONS_00025800.p1, TCONS_00020519.p1, TCONS_00031825.p1	AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217, AMPFI_21247, AMPFI_04821, AMPFI_11605, AMPFI_01478, AMPFI_15420, AMPFI_15421, AMPFI_02040
OG0000018	TCONS_00022055.p1	AMPFI_24791, AMPFI_19834
OG0000018	TCONS_00056724.p1, TCONS_00044128.p1, TCONS_00015747.p1, TCONS_00041407.p1, TCONS_00035049.p1, TCONS_00031144.p1	AMPFI_13955
OG0000018	TCONS_00041625.p1, TCONS_00044910.p1, TCONS_00038805.p1, TCONS_00030540.p1, TCONS_00010862.p1, TCONS_00033771.p1, TCONS_00004553.p1, TCONS_00008715.p1	AMPFI_08768
OG0000018	TCONS_00016618.p3, TCONS_00049850.p1	AMPFI_18527
OG0000018	TCONS_00002610.p1, TCONS_00055180.p1, TCONS_00026726.p1, TCONS_00024721.p1, TCONS_00024488.p1, TCONS_00007886.p1, TCONS_00034740.p1, TCONS_00008316.p1, TCONS_00039716.p1	AMPFI_16233
OG0000018	TCONS_00037698.p1, TCONS_00033891.p1, TCONS_00031409.p1, TCONS_00051415.p1, TCONS_00030438.p1	AMPFI_12214
OG0000018	TCONS_00045433.p1, TCONS_00018885.p1, TCONS_00030533.p1	AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008
OG0000019	TCONS_00042378.p1	AMPFI_10151
OG0000019	TCONS_00028088.p1	AMPFI_16723
OG0000019	TCONS_00048059.p1	AMPFI_01636
OG0000019	TCONS_00020725.p1	AMPFI_01264
OG0000019	TCONS_00007955.p1	AMPFI_06523
OG0000019	TCONS_00042480.p1	AMPFI_03780
OG0000019	TCONS_00009589.p1, TCONS_00043166.p1, TCONS_00043167.p1, TCONS_00050243.p1, TCONS_00050238.p1, TCONS_00050241.p1, TCONS_00050235.p1, TCONS_00050242.p1, TCONS_00050237.p1, TCONS_00050240.p1, TCONS_00050234.p1, TCONS_00050233.p1, TCONS_00050246.p1, TCONS_00050249.p1, TCONS_00043170.p1, TCONS_00043821.p1	AMPFI_24258
OG0000020	TCONS_00042133.p1	AMPFI_01847
OG0000020	TCONS_00044902.p1, TCONS_00055662.p1	AMPFI_07852
OG0000020	TCONS_00041842.p1	AMPFI_03773
OG0000020	TCONS_00007359.p1	AMPFI_15880
OG0000020	TCONS_00014941.p1	AMPFI_19334
OG0000020	TCONS_00018790.p1	AMPFI_20737
OG0000020	TCONS_00054537.p1	AMPFI_23773
OG0000020	TCONS_00047850.p1	AMPFI_11019
OG0000020	TCONS_00020242.p1	AMPFI_11933
OG0000020	TCONS_00045845.p1	AMPFI_06907
OG0000020	TCONS_00028429.p1	AMPFI_24792
OG0000020	TCONS_00016378.p1	AMPFI_07932
OG0000020	TCONS_00051401.p1	AMPFI_25813
OG0000020	TCONS_00031077.p1	AMPFI_21494
OG0000020	TCONS_00056690.p1	AMPFI_06129
OG0000020	TCONS_00042754.p1	AMPFI_07388
OG0000020	TCONS_00019367.p1	AMPFI_13969
OG0000020	TCONS_00041844.p1	AMPFI_11845
OG0000021	TCONS_00025493.p1	AMPFI_23043, AMPFI_10198
OG0000021	TCONS_00005425.p1	AMPFI_04441
OG0000021	TCONS_00047524.p1	AMPFI_12629
OG0000021	TCONS_00048529.p1, TCONS_00048461.p1, TCONS_00048530.p1, TCONS_00048462.p1, TCONS_00048631.p1, TCONS_00047352.p1, TCONS_00044070.p1, TCONS_00044077.p1	AMPFI_24454
OG0000021	TCONS_00016243.p1	AMPFI_16391, AMPFI_25518, AMPFI_19616, AMPFI_08794, AMPFI_23196, AMPFI_19941
OG0000021	TCONS_00044068.p1	AMPFI_00389, AMPFI_07405, AMPFI_24716
OG0000023	TCONS_00026137.p1	AMPFI_05477
OG0000023	TCONS_00004930.p1	AMPFI_14885, AMPFI_23006, AMPFI_10764
OG0000023	TCONS_00029827.p1	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	TCONS_00006339.p1, TCONS_00006341.p1	AMPFI_05031
OG0000024	TCONS_00027765.p1	AMPFI_23545, AMPFI_16144, AMPFI_01273, AMPFI_25554, AMPFI_08066, AMPFI_11543
OG0000024	TCONS_00021650.p1	AMPFI_01930, AMPFI_21703, AMPFI_25509
OG0000024	TCONS_00048791.p1	AMPFI_16691, AMPFI_22586, AMPFI_22782
OG0000024	TCONS_00030268.p1, TCONS_00004208.p1	AMPFI_25046
OG0000024	TCONS_00032509.p1	AMPFI_12131
OG0000024	TCONS_00034182.p2, TCONS_00025224.p1	AMPFI_17149, AMPFI_06930, AMPFI_01987
OG0000024	TCONS_00044140.p1	AMPFI_18607, AMPFI_04889, AMPFI_22182, AMPFI_24167, AMPFI_19324, AMPFI_19493, AMPFI_23479
OG0000024	TCONS_00052348.p1	AMPFI_23048, AMPFI_25395
OG0000024	TCONS_00047142.p1	AMPFI_24489
OG0000024	TCONS_00004499.p1	AMPFI_03811
OG0000024	TCONS_00053773.p1, TCONS_00015293.p1	AMPFI_22635, AMPFI_19020, AMPFI_24666
OG0000024	TCONS_00044135.p1	AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816
OG0000024	TCONS_00024402.p1, TCONS_00052142.p1	AMPFI_22507
OG0000024	TCONS_00009651.p1, TCONS_00024337.p1	AMPFI_01046, AMPFI_13085
OG0000025	TCONS_00038454.p1	AMPFI_12367
OG0000025	TCONS_00032487.p1	AMPFI_15078, AMPFI_16211, AMPFI_22145
OG0000025	TCONS_00029873.p1, TCONS_00041153.p1	AMPFI_18559
OG0000025	TCONS_00016476.p1, TCONS_00004608.p1	AMPFI_26068
OG0000025	TCONS_00018426.p1	AMPFI_00908
OG0000025	TCONS_00031481.p1, TCONS_00007104.p1, TCONS_00029375.p1, TCONS_00056090.p1, TCONS_00009489.p1, TCONS_00032646.p1, TCONS_00026371.p1	AMPFI_20652, AMPFI_14460, AMPFI_00775, AMPFI_15832, AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652, AMPFI_13290, AMPFI_19524, AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387
OG0000025	TCONS_00031198.p1, TCONS_00018673.p1, TCONS_00024081.p1, TCONS_00016477.p1, TCONS_00034579.p1, TCONS_00034352.p1, TCONS_00038052.p1	AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920
OG0000025	TCONS_00038243.p1, TCONS_00032040.p1, TCONS_00009183.p1	AMPFI_15352, AMPFI_02855, AMPFI_22218, AMPFI_21289, AMPFI_13275, AMPFI_10675, AMPFI_17235
OG0000025	TCONS_00045036.p1	AMPFI_02288
OG0000025	TCONS_00031703.p1, TCONS_00012858.p1, TCONS_00007266.p1, TCONS_00049623.p1, TCONS_00019473.p1, TCONS_00044920.p1, TCONS_00044570.p1, TCONS_00032176.p1, TCONS_00032902.p1, TCONS_00033001.p1, TCONS_00030113.p1, TCONS_00010596.p1, TCONS_00056440.p1, TCONS_00028828.p1, TCONS_00052217.p2, TCONS_00048535.p1, TCONS_00032079.p1	AMPFI_22001, AMPFI_12673
OG0000026	TCONS_00003307.p1, TCONS_00043299.p1	AMPFI_12171
OG0000026	TCONS_00052076.p1	AMPFI_18636, AMPFI_08031
OG0000026	TCONS_00017322.p1	AMPFI_01077, AMPFI_16904
OG0000026	TCONS_00027263.p1, TCONS_00054188.p1	AMPFI_25654, AMPFI_23954, AMPFI_09282
OG0000026	TCONS_00031948.p1	AMPFI_17661
OG0000026	TCONS_00050896.p1, TCONS_00050897.p1, TCONS_00051268.p1, TCONS_00050105.p1, TCONS_00043670.p1	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000026	TCONS_00038740.p1, TCONS_00052092.p1	AMPFI_09720, AMPFI_00659
OG0000027	TCONS_00051548.p1, TCONS_00041508.p1	AMPFI_15327
OG0000027	TCONS_00036982.p1, TCONS_00038160.p1, TCONS_00043390.p1, TCONS_00043383.p1, TCONS_00043158.p1, TCONS_00041772.p1, TCONS_00011611.p1, TCONS_00012601.p1, TCONS_00013252.p1, TCONS_00029640.p1	AMPFI_23434
OG0000028	TCONS_00008790.p1	AMPFI_19162
OG0000028	TCONS_00029701.p1, TCONS_00029704.p1, TCONS_00029474.p1, TCONS_00029475.p1	AMPFI_04239
OG0000028	TCONS_00006156.p1, TCONS_00006138.p1	AMPFI_04248
OG0000028	TCONS_00006185.p1, TCONS_00006184.p1	AMPFI_13861
OG0000028	TCONS_00038444.p1, TCONS_00038402.p1	AMPFI_21505
OG0000029	TCONS_00004006.p1	AMPFI_24572, AMPFI_17682, AMPFI_23832
OG0000029	TCONS_00053078.p1	AMPFI_05500
OG0000029	TCONS_00019159.p1	AMPFI_18884
OG0000029	TCONS_00019133.p1, TCONS_00019127.p1, TCONS_00019135.p1, TCONS_00019138.p1, TCONS_00019136.p1, TCONS_00019137.p1, TCONS_00019126.p1, TCONS_00050506.p1, TCONS_00051607.p1	AMPFI_24440
OG0000030	TCONS_00022258.p1, TCONS_00022256.p1, TCONS_00021153.p1, TCONS_00022346.p1, TCONS_00021156.p1, TCONS_00021155.p1, TCONS_00022226.p1, TCONS_00019519.p1, TCONS_00020559.p1, TCONS_00019429.p1, TCONS_00019523.p1, TCONS_00020417.p1, TCONS_00020557.p1, TCONS_00020726.p1, TCONS_00020728.p1, TCONS_00020088.p1, TCONS_00019673.p1	AMPFI_03176
OG0000031	TCONS_00032922.p1	AMPFI_14371, AMPFI_13166
OG0000031	TCONS_00047108.p1	AMPFI_01755, AMPFI_10718, AMPFI_14435
OG0000031	TCONS_00002937.p1	AMPFI_14304
OG0000031	TCONS_00028162.p1	AMPFI_10484
OG0000031	TCONS_00046710.p1, TCONS_00045709.p1	AMPFI_01333
OG0000031	TCONS_00054588.p1	AMPFI_05075
OG0000031	TCONS_00042947.p1	AMPFI_10833
OG0000031	TCONS_00003964.p1	AMPFI_02985
