Orthogroup	PFLAV	APOSC_ok
OG0000004	TCONS_00015076.p1	APOSC_15566, APOSC_24597
OG0000004	TCONS_00028773.p1	APOSC_18755
OG0000005	TCONS_00020907.p1	APOSC_24691
OG0000005	TCONS_00033021.p1	APOSC_28430, APOSC_12554
OG0000005	TCONS_00001294.p1, TCONS_00050179.p1, TCONS_00050176.p1, TCONS_00050178.p1, TCONS_00051419.p1, TCONS_00051326.p1, TCONS_00040757.p1	APOSC_18788, APOSC_17600, APOSC_23686, APOSC_20145, APOSC_28502, APOSC_09638, APOSC_03673, APOSC_25607, APOSC_10189, APOSC_26644
OG0000005	TCONS_00025571.p1, TCONS_00024813.p1, TCONS_00024774.p1, TCONS_00052605.p1, TCONS_00007440.p1, TCONS_00007335.p1	APOSC_15445, APOSC_13185, APOSC_03153
OG0000006	TCONS_00023170.p1, TCONS_00025030.p1	APOSC_21099
OG0000006	TCONS_00031049.p1, TCONS_00031040.p1, TCONS_00031041.p1, TCONS_00031046.p1, TCONS_00031039.p1	APOSC_10640
OG0000006	TCONS_00042787.p1	APOSC_17637
OG0000006	TCONS_00021207.p1	APOSC_08216
OG0000006	TCONS_00016646.p1	APOSC_08805
OG0000006	TCONS_00023551.p1	APOSC_27173, APOSC_08430, APOSC_08431
OG0000006	TCONS_00003496.p1	APOSC_25251, APOSC_25252
OG0000006	TCONS_00012810.p1	APOSC_19228
OG0000006	TCONS_00027932.p1	APOSC_11581
OG0000006	TCONS_00031211.p1, TCONS_00031188.p1, TCONS_00031189.p1, TCONS_00031212.p1	APOSC_02745
OG0000006	TCONS_00028953.p1	APOSC_10711
OG0000006	TCONS_00030792.p1	APOSC_28483, APOSC_20785, APOSC_25644
OG0000006	TCONS_00011491.p1	APOSC_06790, APOSC_06791
OG0000006	TCONS_00019371.p1, TCONS_00048901.p1, TCONS_00048902.p1	APOSC_23470
OG0000007	TCONS_00008966.p1	APOSC_04982
OG0000007	TCONS_00029574.p1	APOSC_19545
OG0000007	TCONS_00009611.p1	APOSC_11262
OG0000007	TCONS_00029143.p1	APOSC_11791
OG0000007	TCONS_00052518.p1	APOSC_29119
OG0000007	TCONS_00026068.p1	APOSC_07509
OG0000007	TCONS_00007744.p1	APOSC_20868
OG0000007	TCONS_00008968.p1	APOSC_21514
OG0000007	TCONS_00008967.p1	APOSC_25152
OG0000007	TCONS_00024115.p1	APOSC_15698
OG0000007	TCONS_00055417.p1	APOSC_04562
OG0000007	TCONS_00011336.p1	APOSC_09541, APOSC_09542
OG0000007	TCONS_00014249.p1	APOSC_22651
OG0000007	TCONS_00012754.p1	APOSC_10715
OG0000007	TCONS_00025375.p1	APOSC_26829
OG0000007	TCONS_00051990.p1, TCONS_00051989.p1	APOSC_17950
OG0000007	TCONS_00009689.p1	APOSC_07482
OG0000008	TCONS_00043149.p1, TCONS_00043478.p1	APOSC_02254, APOSC_22517
OG0000008	TCONS_00016587.p1, TCONS_00005048.p1	APOSC_29142
OG0000008	TCONS_00016727.p1, TCONS_00016728.p1, TCONS_00015622.p1, TCONS_00015620.p1, TCONS_00015621.p1	APOSC_21668
OG0000008	TCONS_00054551.p1, TCONS_00054547.p1, TCONS_00052874.p1	APOSC_21268, APOSC_17741, APOSC_28461, APOSC_04276, APOSC_07021, APOSC_04176, APOSC_04177
OG0000008	TCONS_00015623.p1	APOSC_19242, APOSC_27045, APOSC_15945, APOSC_29112, APOSC_03545, APOSC_21976, APOSC_21294, APOSC_21293
OG0000009	TCONS_00003755.p1, TCONS_00023785.p1, TCONS_00024636.p1, TCONS_00003529.p1, TCONS_00049276.p1, TCONS_00003848.p1, TCONS_00037518.p1	APOSC_18646
OG0000009	TCONS_00015641.p1	APOSC_08256
OG0000009	TCONS_00015545.p1, TCONS_00013954.p1	APOSC_14853
OG0000009	TCONS_00025442.p1	APOSC_11177, APOSC_07331
OG0000009	TCONS_00017424.p1, TCONS_00029219.p1, TCONS_00043312.p1, TCONS_00025216.p1	APOSC_02463
OG0000009	TCONS_00028883.p1, TCONS_00029472.p1	APOSC_11202, APOSC_23861, APOSC_08876
OG0000009	TCONS_00025230.p1, TCONS_00023849.p1, TCONS_00024354.p1	APOSC_15628
OG0000009	TCONS_00003938.p1, TCONS_00001483.p1	APOSC_14640
OG0000009	TCONS_00035090.p1, TCONS_00009406.p1, TCONS_00032577.p1	APOSC_23697, APOSC_22374
OG0000009	TCONS_00017823.p1, TCONS_00056063.p1	APOSC_18792, APOSC_21389, APOSC_26160, APOSC_24355, APOSC_01128
OG0000009	TCONS_00045896.p1	APOSC_09422
OG0000009	TCONS_00040680.p1	APOSC_25847
OG0000009	TCONS_00028635.p1	APOSC_18831
OG0000009	TCONS_00002534.p1, TCONS_00023726.p1, TCONS_00022144.p1	APOSC_19501
OG0000009	TCONS_00037803.p1, TCONS_00017368.p1, TCONS_00033541.p1	APOSC_15459, APOSC_11500, APOSC_25661, APOSC_00854, APOSC_26261
OG0000009	TCONS_00019627.p1	APOSC_11617
OG0000009	TCONS_00027717.p1	APOSC_16724, APOSC_19765
OG0000010	TCONS_00050558.p1, TCONS_00051638.p1	APOSC_28942, APOSC_04520
OG0000010	TCONS_00043350.p1, TCONS_00043340.p1, TCONS_00043354.p1, TCONS_00043343.p1	APOSC_11855
OG0000010	TCONS_00031454.p1	APOSC_00985
OG0000010	TCONS_00017962.p1, TCONS_00017965.p1, TCONS_00017966.p1, TCONS_00017964.p1	APOSC_21784
OG0000011	TCONS_00044809.p1	APOSC_02459
OG0000011	TCONS_00051572.p1, TCONS_00011227.p1, TCONS_00012236.p1, TCONS_00041037.p1, TCONS_00038189.p1	APOSC_14101
OG0000011	TCONS_00049052.p1, TCONS_00049053.p1, TCONS_00019184.p1, TCONS_00045521.p1, TCONS_00024547.p1	APOSC_22534
OG0000011	TCONS_00052331.p1	APOSC_11940
OG0000011	TCONS_00034059.p1	APOSC_17763, APOSC_18129, APOSC_13105, APOSC_01020, APOSC_26009, APOSC_20690, APOSC_20691, APOSC_16872, APOSC_22419, APOSC_02153, APOSC_18658, APOSC_11283, APOSC_05379, APOSC_05259, APOSC_08942, APOSC_02299, APOSC_21470
OG0000011	TCONS_00008526.p1	APOSC_16967
OG0000011	TCONS_00049285.p1	APOSC_20770, APOSC_16965
OG0000011	TCONS_00032223.p1	APOSC_15475, APOSC_18996
OG0000011	TCONS_00009419.p1, TCONS_00014539.p1, TCONS_00000740.p1, TCONS_00007035.p1, TCONS_00045098.p1, TCONS_00053162.p1, TCONS_00043285.p1, TCONS_00018762.p1, TCONS_00045929.p1, TCONS_00033750.p2, TCONS_00018956.p1	APOSC_21593
OG0000011	TCONS_00041373.p1, TCONS_00055305.p1, TCONS_00047166.p1, TCONS_00053496.p1, TCONS_00038610.p1, TCONS_00034727.p1, TCONS_00038236.p1, TCONS_00044426.p1, TCONS_00043761.p1, TCONS_00050660.p1	APOSC_00879
OG0000011	TCONS_00048667.p1, TCONS_00018952.p1	APOSC_28649
OG0000011	TCONS_00033581.p1	APOSC_13118
OG0000011	TCONS_00025195.p1, TCONS_00051327.p1	APOSC_19810
OG0000011	TCONS_00051583.p1, TCONS_00054546.p1, TCONS_00038556.p1	APOSC_09019, APOSC_09279, APOSC_11006, APOSC_12345
OG0000011	TCONS_00020984.p3, TCONS_00034049.p1	APOSC_11207
OG0000011	TCONS_00046669.p1	APOSC_13969, APOSC_10113, APOSC_25340, APOSC_02325
OG0000011	TCONS_00029680.p1, TCONS_00036298.p1	APOSC_08981, APOSC_17566, APOSC_17899, APOSC_24383, APOSC_27819, APOSC_02640, APOSC_01478, APOSC_01406
OG0000011	TCONS_00031655.p1, TCONS_00002470.p1	APOSC_13401
OG0000011	TCONS_00051843.p1, TCONS_00037958.p1	APOSC_22195
OG0000012	TCONS_00015125.p1, TCONS_00011214.p1, TCONS_00011213.p1, TCONS_00011211.p1, TCONS_00009883.p1, TCONS_00015085.p1, TCONS_00044328.p1, TCONS_00015086.p1, TCONS_00011207.p1, TCONS_00011209.p1, TCONS_00021579.p1, TCONS_00021578.p1	APOSC_26906, APOSC_13089
OG0000012	TCONS_00003238.p1	APOSC_13357
OG0000012	TCONS_00002832.p1	APOSC_14126, APOSC_26267, APOSC_20161, APOSC_12609, APOSC_06350
OG0000012	TCONS_00041660.p1, TCONS_00041661.p1	APOSC_26545
OG0000013	TCONS_00023863.p1	APOSC_26024, APOSC_17612
OG0000013	TCONS_00017254.p1	APOSC_16736, APOSC_08254, APOSC_05351, APOSC_14121, APOSC_11339, APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089
OG0000014	TCONS_00027485.p1, TCONS_00027177.p1, TCONS_00026948.p1, TCONS_00026951.p1, TCONS_00026432.p1, TCONS_00026431.p1, TCONS_00011368.p1, TCONS_00011367.p1, TCONS_00019370.p1, TCONS_00055951.p1	APOSC_12674
OG0000014	TCONS_00048226.p1, TCONS_00048227.p1, TCONS_00048225.p1, TCONS_00001555.p1, TCONS_00000431.p1	APOSC_00187
OG0000015	TCONS_00008348.p1	APOSC_22269
OG0000015	TCONS_00007433.p1	APOSC_12040
OG0000015	TCONS_00029137.p1, TCONS_00028127.p1	APOSC_14290, APOSC_28281, APOSC_03142
OG0000015	TCONS_00043495.p1	APOSC_28752
OG0000015	TCONS_00043863.p1	APOSC_04279
OG0000016	TCONS_00021259.p1, TCONS_00021263.p1, TCONS_00021262.p1, TCONS_00021257.p1, TCONS_00021260.p1	APOSC_05404
OG0000016	TCONS_00021265.p1, TCONS_00021132.p1, TCONS_00022476.p1, TCONS_00021082.p1	APOSC_06852, APOSC_19259
OG0000016	TCONS_00012620.p1, TCONS_00013829.p1	APOSC_09217
OG0000016	TCONS_00048322.p1, TCONS_00049537.p1, TCONS_00047912.p1	APOSC_26907
OG0000016	TCONS_00022184.p1	APOSC_26372, APOSC_26868, APOSC_26028
OG0000016	TCONS_00003602.p1	APOSC_14883
OG0000016	TCONS_00048341.p1	APOSC_28721
OG0000016	TCONS_00020809.p1	APOSC_27534
OG0000016	TCONS_00049735.p1	APOSC_05485
OG0000016	TCONS_00048016.p1, TCONS_00006587.p1, TCONS_00006585.p1, TCONS_00006586.p1, TCONS_00025201.p1, TCONS_00044922.p1, TCONS_00049648.p1, TCONS_00049647.p1, TCONS_00047522.p1, TCONS_00047523.p1, TCONS_00020558.p1, TCONS_00020423.p1, TCONS_00020419.p1, TCONS_00020810.p1, TCONS_00020323.p1, TCONS_00020321.p1, TCONS_00047919.p1, TCONS_00047915.p1, TCONS_00047927.p1, TCONS_00047930.p1, TCONS_00047932.p1, TCONS_00047911.p1, TCONS_00047917.p1, TCONS_00047907.p1, TCONS_00049536.p1, TCONS_00049538.p1, TCONS_00049540.p1, TCONS_00049543.p1, TCONS_00049542.p1, TCONS_00048321.p1, TCONS_00048323.p1, TCONS_00048325.p1, TCONS_00048328.p1	APOSC_19884
OG0000017	TCONS_00051588.p1	APOSC_21350
OG0000017	TCONS_00056547.p1, TCONS_00003153.p1, TCONS_00035681.p1	APOSC_04701
OG0000017	TCONS_00015500.p1, TCONS_00014886.p1, TCONS_00040430.p1, TCONS_00029800.p1, TCONS_00024558.p1	APOSC_10126
OG0000017	TCONS_00003294.p1, TCONS_00017646.p1, TCONS_00035188.p1	APOSC_17962
OG0000017	TCONS_00010804.p1, TCONS_00041803.p1	APOSC_16160
OG0000017	TCONS_00053694.p1	APOSC_14184, APOSC_24575, APOSC_11424, APOSC_16019, APOSC_08524
OG0000017	TCONS_00054246.p1	APOSC_14095
OG0000017	TCONS_00052167.p1	APOSC_11683
OG0000017	TCONS_00045938.p1, TCONS_00049973.p1	APOSC_01963
OG0000017	TCONS_00009025.p1, TCONS_00012231.p1, TCONS_00036792.p1, TCONS_00049753.p1	APOSC_00742, APOSC_00743
OG0000017	TCONS_00032137.p1	APOSC_22083, APOSC_26544
OG0000017	TCONS_00002336.p1	APOSC_02943
OG0000017	TCONS_00044273.p1, TCONS_00027912.p1, TCONS_00036791.p1	APOSC_06737
OG0000017	TCONS_00033854.p1	APOSC_16567
OG0000017	TCONS_00045605.p1, TCONS_00029380.p1	APOSC_05780
OG0000018	TCONS_00046017.p1, TCONS_00025610.p1, TCONS_00028359.p1	APOSC_17923
OG0000018	TCONS_00046113.p1	APOSC_05051, APOSC_27730, APOSC_15473
OG0000018	TCONS_00036832.p1, TCONS_00044138.p1	APOSC_11910
OG0000018	TCONS_00050340.p1, TCONS_00027744.p1, TCONS_00032664.p1	APOSC_04585, APOSC_04584
OG0000018	TCONS_00015755.p1	APOSC_18020
OG0000018	TCONS_00052465.p2, TCONS_00004686.p1	APOSC_00300
OG0000018	TCONS_00032947.p1, TCONS_00032969.p1, TCONS_00000391.p1, TCONS_00048935.p1, TCONS_00033860.p1	APOSC_25698
OG0000018	TCONS_00002126.p1, TCONS_00045766.p1, TCONS_00050663.p1	APOSC_08452, APOSC_21594, APOSC_14592
OG0000018	TCONS_00014702.p2	APOSC_28174, APOSC_28173
OG0000018	TCONS_00054542.p1, TCONS_00015986.p1, TCONS_00002662.p1, TCONS_00016420.p1	APOSC_15394
OG0000018	TCONS_00034742.p1	APOSC_07808, APOSC_07807
OG0000018	TCONS_00033069.p1, TCONS_00046063.p1, TCONS_00034452.p2, TCONS_00032574.p1, TCONS_00045936.p1	APOSC_12393
OG0000018	TCONS_00037698.p1, TCONS_00033891.p1, TCONS_00031409.p1, TCONS_00051415.p1, TCONS_00030438.p1	APOSC_18141
OG0000018	TCONS_00045433.p1, TCONS_00018885.p1, TCONS_00030533.p1	APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689
OG0000019	TCONS_00028088.p1	APOSC_15479
OG0000019	TCONS_00014266.p1, TCONS_00027859.p1	APOSC_17249, APOSC_17250, APOSC_21840
OG0000019	TCONS_00048059.p1	APOSC_15494
OG0000019	TCONS_00042363.p1	APOSC_11447
OG0000019	TCONS_00007955.p1	APOSC_14801, APOSC_11507
OG0000019	TCONS_00009589.p1, TCONS_00043166.p1, TCONS_00043167.p1, TCONS_00050243.p1, TCONS_00050238.p1, TCONS_00050241.p1, TCONS_00050235.p1, TCONS_00050242.p1, TCONS_00050237.p1, TCONS_00050240.p1, TCONS_00050234.p1, TCONS_00050233.p1, TCONS_00050246.p1, TCONS_00050249.p1, TCONS_00043170.p1, TCONS_00043821.p1	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315
OG0000020	TCONS_00055662.p1	APOSC_14708
OG0000020	TCONS_00011932.p1, TCONS_00014940.p1, TCONS_00014941.p1	APOSC_13376
OG0000020	TCONS_00018790.p1	APOSC_27693
OG0000020	TCONS_00054537.p1	APOSC_28648
OG0000020	TCONS_00020870.p1	APOSC_26550
OG0000020	TCONS_00019497.p1	APOSC_09964
OG0000020	TCONS_00016378.p1	APOSC_00691
OG0000020	TCONS_00031077.p1	APOSC_05461
OG0000020	TCONS_00056690.p1	APOSC_07853
OG0000020	TCONS_00042754.p1	APOSC_14067
OG0000020	TCONS_00019367.p1	APOSC_25230
OG0000021	TCONS_00047235.p1, TCONS_00047455.p1	APOSC_23251, APOSC_13950, APOSC_23254, APOSC_23253
OG0000021	TCONS_00025493.p1	APOSC_13612
OG0000021	TCONS_00048454.p1	APOSC_06563, APOSC_06562
OG0000021	TCONS_00006555.p1	APOSC_02202
OG0000021	TCONS_00005425.p1	APOSC_26674
OG0000021	TCONS_00005068.p1, TCONS_00005066.p1	APOSC_27384
OG0000021	TCONS_00048529.p1, TCONS_00048461.p1, TCONS_00048530.p1, TCONS_00048462.p1, TCONS_00048631.p1, TCONS_00047352.p1, TCONS_00044070.p1, TCONS_00044077.p1	APOSC_09814
OG0000021	TCONS_00016243.p1	APOSC_03399, APOSC_23486, APOSC_20200, APOSC_20201, APOSC_00458, APOSC_17587, APOSC_13199, APOSC_11609, APOSC_23651, APOSC_17223, APOSC_20614
OG0000021	TCONS_00044068.p1	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082
OG0000023	TCONS_00026137.p1	APOSC_14758
OG0000023	TCONS_00004930.p1	APOSC_23823, APOSC_12992, APOSC_08983, APOSC_08982
OG0000023	TCONS_00029827.p1	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870
OG0000023	TCONS_00006339.p1, TCONS_00006341.p1	APOSC_12268
OG0000023	TCONS_00023484.p1, TCONS_00023448.p1, TCONS_00023486.p1, TCONS_00023450.p1, TCONS_00023451.p1, TCONS_00023489.p1, TCONS_00006187.p1, TCONS_00006188.p1, TCONS_00006190.p1	APOSC_15754, APOSC_15753
OG0000024	TCONS_00012484.p1	APOSC_12646
OG0000024	TCONS_00027765.p1	APOSC_04236, APOSC_19476, APOSC_14174, APOSC_24397
OG0000024	TCONS_00038533.p1	APOSC_23909
OG0000024	TCONS_00021650.p1	APOSC_28972
OG0000024	TCONS_00003610.p1, TCONS_00052950.p1, TCONS_00002982.p1, TCONS_00039372.p1, TCONS_00038234.p1, TCONS_00054692.p1, TCONS_00050908.p1, TCONS_00023169.p1, TCONS_00025719.p1, TCONS_00045646.p1, TCONS_00035184.p1, TCONS_00045722.p1	APOSC_28434, APOSC_09826
OG0000024	TCONS_00032509.p1	APOSC_15787, APOSC_15998, APOSC_01155
OG0000024	TCONS_00052348.p1	APOSC_23812
OG0000024	TCONS_00013372.p1, TCONS_00008306.p1	APOSC_19344, APOSC_19343, APOSC_19342
OG0000024	TCONS_00004499.p1	APOSC_21649
OG0000024	TCONS_00053773.p1, TCONS_00015293.p1	APOSC_27461, APOSC_10842
OG0000025	TCONS_00029873.p1, TCONS_00041153.p1	APOSC_17955, APOSC_21691
OG0000025	TCONS_00016476.p1	APOSC_02742
OG0000025	TCONS_00018426.p1, TCONS_00027603.p1, TCONS_00027215.p2	APOSC_14384
OG0000025	TCONS_00031481.p1, TCONS_00007104.p1, TCONS_00029375.p1, TCONS_00056090.p1, TCONS_00009489.p1, TCONS_00032646.p1, TCONS_00026371.p1	APOSC_27720, APOSC_16406, APOSC_27399, APOSC_26764, APOSC_02075, APOSC_16057, APOSC_04291, APOSC_13769, APOSC_15339
OG0000025	TCONS_00031198.p1, TCONS_00018673.p1, TCONS_00024081.p1, TCONS_00016477.p1, TCONS_00034579.p1, TCONS_00034352.p1, TCONS_00038052.p1	APOSC_10546, APOSC_03176
OG0000025	TCONS_00031703.p1, TCONS_00012858.p1, TCONS_00007266.p1, TCONS_00049623.p1, TCONS_00019473.p1, TCONS_00044920.p1, TCONS_00044570.p1, TCONS_00032176.p1, TCONS_00032902.p1, TCONS_00033001.p1, TCONS_00030113.p1, TCONS_00010596.p1, TCONS_00056440.p1, TCONS_00028828.p1, TCONS_00052217.p2, TCONS_00048535.p1, TCONS_00032079.p1	APOSC_04817
OG0000026	TCONS_00003307.p1, TCONS_00043299.p1	APOSC_12180
OG0000026	TCONS_00017322.p1	APOSC_13965
OG0000026	TCONS_00046715.p1, TCONS_00035568.p1	APOSC_06128
OG0000026	TCONS_00006376.p1, TCONS_00020194.p1	APOSC_19946, APOSC_16869, APOSC_02238, APOSC_26096, APOSC_26099, APOSC_26100, APOSC_26095, APOSC_02237, APOSC_26097, APOSC_26098, APOSC_26101, APOSC_29011, APOSC_29010
OG0000026	TCONS_00031948.p1	APOSC_17220
OG0000026	TCONS_00043670.p1	APOSC_14214
OG0000027	TCONS_00036982.p1, TCONS_00038160.p1, TCONS_00043390.p1, TCONS_00043383.p1, TCONS_00043158.p1, TCONS_00041772.p1, TCONS_00011611.p1, TCONS_00012601.p1, TCONS_00013252.p1, TCONS_00029640.p1	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270
OG0000028	TCONS_00029701.p1, TCONS_00029704.p1, TCONS_00029474.p1, TCONS_00029475.p1	APOSC_18684
OG0000028	TCONS_00006156.p1, TCONS_00006138.p1	APOSC_14441
OG0000028	TCONS_00006185.p1, TCONS_00006184.p1	APOSC_06053
OG0000028	TCONS_00038444.p1, TCONS_00038402.p1	APOSC_22599
OG0000028	TCONS_00029777.p1, TCONS_00029776.p1	APOSC_17838, APOSC_17839
OG0000028	TCONS_00002058.p1, TCONS_00002059.p1, TCONS_00042376.p1, TCONS_00051030.p1	APOSC_22919, APOSC_22920
OG0000028	TCONS_00029577.p1	APOSC_04255
OG0000028	TCONS_00029851.p1	APOSC_27024
OG0000028	TCONS_00028862.p1	APOSC_04522
OG0000029	TCONS_00053078.p1	APOSC_04700
OG0000029	TCONS_00019159.p1	APOSC_18084
OG0000029	TCONS_00029399.p1, TCONS_00023706.p1, TCONS_00029394.p1, TCONS_00023709.p1, TCONS_00020104.p1	APOSC_20307, APOSC_21722, APOSC_14165, APOSC_23954, APOSC_24664, APOSC_08971
OG0000029	TCONS_00019133.p1, TCONS_00019127.p1, TCONS_00019135.p1, TCONS_00019138.p1, TCONS_00019136.p1, TCONS_00019137.p1, TCONS_00019126.p1, TCONS_00050506.p1, TCONS_00051607.p1	APOSC_15506
OG0000030	TCONS_00020726.p1, TCONS_00020728.p1, TCONS_00020088.p1	APOSC_23944, APOSC_11647, APOSC_21982
OG0000030	TCONS_00019673.p1	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867
OG0000030	TCONS_00054176.p1, TCONS_00054136.p1	APOSC_00359
OG0000030	TCONS_00014295.p1, TCONS_00013116.p1	APOSC_18052, APOSC_19478
OG0000030	TCONS_00044665.p1, TCONS_00044667.p1, TCONS_00044691.p1, TCONS_00045784.p1	APOSC_12431, APOSC_12430
OG0000030	TCONS_00008414.p1, TCONS_00008093.p1, TCONS_00054540.p1, TCONS_00053448.p1, TCONS_00053450.p1	APOSC_12149
OG0000030	TCONS_00027726.p1	APOSC_27610
OG0000031	TCONS_00032922.p1	APOSC_16590
OG0000031	TCONS_00047108.p1, TCONS_00005437.p1	APOSC_14603
OG0000031	TCONS_00003900.p1	APOSC_14535
OG0000031	TCONS_00028162.p1	APOSC_00328
OG0000031	TCONS_00047742.p1, TCONS_00046710.p1, TCONS_00045709.p1	APOSC_01319
OG0000031	TCONS_00041599.p1	APOSC_17680
OG0000031	TCONS_00054588.p1	APOSC_02579
OG0000031	TCONS_00003964.p1	APOSC_22997
OG0000032	TCONS_00016893.p1	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129, APOSC_10044
OG0000032	TCONS_00045890.p1, TCONS_00018770.p1	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726
OG0000034	TCONS_00005924.p1	APOSC_28767, APOSC_28766
OG0000034	TCONS_00049881.p1, TCONS_00037015.p1	APOSC_00389
OG0000034	TCONS_00029638.p1	APOSC_10138
OG0000034	TCONS_00037982.p1	APOSC_10830
OG0000034	TCONS_00029930.p1	APOSC_23397
OG0000034	TCONS_00015036.p1	APOSC_00072
OG0000034	TCONS_00037412.p1	APOSC_15909
OG0000034	TCONS_00036269.p1, TCONS_00036263.p1	APOSC_25715
OG0000035	TCONS_00023765.p1	APOSC_21179
OG0000035	TCONS_00003567.p1	APOSC_27035
OG0000035	TCONS_00025160.p1	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826
OG0000035	TCONS_00041944.p1, TCONS_00028232.p1	APOSC_25872
OG0000035	TCONS_00023673.p1	APOSC_04998
OG0000035	TCONS_00024074.p1	APOSC_25573
OG0000035	TCONS_00023006.p1	APOSC_08656
OG0000035	TCONS_00025465.p1	APOSC_21135, APOSC_21136
OG0000035	TCONS_00024093.p1	APOSC_16251
OG0000035	TCONS_00025514.p1	APOSC_27270
