#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_2/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_2/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_2/0.730384848387079.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_2/target.clean..pos
BGpeak74799	Scaffold_7_1_contigs	45492740	45493287	+	0.000	0.000	peak74799
BGpeak74820	Scaffold_7_1_contigs	45735249	45735501	+	0.000	0.000	peak74820
BGpeak74831	Scaffold_7_1_contigs	45807284	45808141	+	0.000	0.000	peak74831
BGpeak74833	Scaffold_7_1_contigs	45815747	45816165	+	0.000	0.000	peak74833
BGpeak74843	Scaffold_7_1_contigs	45901128	45901398	+	0.000	0.000	peak74843
BGpeak74856	Scaffold_7_1_contigs	45998332	45999105	+	0.000	0.000	peak74856
BGpeak74860	Scaffold_7_1_contigs	46061227	46061789	+	0.000	0.000	peak74860
BGpeak74866	Scaffold_7_1_contigs	46119839	46120607	+	0.000	0.000	peak74866
BGpeak74867	Scaffold_7_1_contigs	46120656	46120917	+	0.000	0.000	peak74867
BGpeak74908	Scaffold_7_1_contigs	46565870	46566172	+	0.000	0.000	peak74908
BGpeak74911	Scaffold_7_1_contigs	46624248	46624757	+	0.000	0.000	peak74911
BGpeak74932	Scaffold_7_1_contigs	46878589	46879643	+	0.000	0.000	peak74932
BGpeak74961	Scaffold_7_1_contigs	47154467	47154663	+	0.000	0.000	peak74961
BGpeak74983	Scaffold_72_1_contigs	599596	599864	+	0.000	0.000	peak74983
BGpeak3001	Scaffold_10_1_contigs	40333417	40333631	+	0.000	0.000	peak3001
BGpeak3061	Scaffold_10_1_contigs	41592271	41592523	+	0.000	0.000	peak3061
BGpeak3062	Scaffold_10_1_contigs	41621916	41622214	+	0.000	0.000	peak3062
BGpeak3120	Scaffold_10_1_contigs	41945212	41945463	+	0.000	0.000	peak3120
BGpeak3133	Scaffold_10_1_contigs	42205709	42205969	+	0.000	0.000	peak3133
BGpeak3134	Scaffold_10_1_contigs	42250220	42250868	+	0.000	0.000	peak3134
BGpeak3136	Scaffold_10_1_contigs	42292811	42293281	+	0.000	0.000	peak3136
BGpeak3170	Scaffold_10_1_contigs	42888899	42889159	+	0.000	0.000	peak3170
BGpeak3180	Scaffold_10_1_contigs	42968582	42968825	+	0.000	0.000	peak3180
BGpeak3187	Scaffold_10_1_contigs	43050790	43051160	+	0.000	0.000	peak3187
BGpeak3188	Scaffold_10_1_contigs	43056205	43056557	+	0.000	0.000	peak3188
BGpeak3222	Scaffold_10_1_contigs	43297768	43298165	+	0.000	0.000	peak3222
BGpeak3225	Scaffold_10_1_contigs	43328988	43329455	+	0.000	0.000	peak3225
BGpeak3317	Scaffold_11_1_contigs	339881	340547	+	0.000	0.000	peak3317
BGpeak3321	Scaffold_11_1_contigs	381883	382237	+	0.000	0.000	peak3321
BGpeak3329	Scaffold_11_1_contigs	486437	486860	+	0.000	0.000	peak3329
BGpeak3363	Scaffold_11_1_contigs	852189	852758	+	0.000	0.000	peak3363
BGpeak3473	Scaffold_11_1_contigs	1964950	1965410	+	0.000	0.000	peak3473
BGpeak22033	Scaffold_15_1_contigs	302532	302874	+	0.000	0.000	peak22033
BGpeak22042	Scaffold_15_1_contigs	377690	377966	+	0.000	0.000	peak22042
BGpeak22050	Scaffold_15_1_contigs	402678	402966	+	0.000	0.000	peak22050
BGpeak22075	Scaffold_15_1_contigs	599558	599862	+	0.000	0.000	peak22075
BGpeak22085	Scaffold_15_1_contigs	735999	736272	+	0.000	0.000	peak22085
BGpeak22093	Scaffold_15_1_contigs	806799	807127	+	0.000	0.000	peak22093
BGpeak3554	Scaffold_11_1_contigs	2688992	2689530	+	0.000	0.000	peak3554
BGpeak3555	Scaffold_11_1_contigs	2699267	2699925	+	0.000	0.000	peak3555
BGpeak3574	Scaffold_11_1_contigs	2804605	2805193	+	0.000	0.000	peak3574
BGpeak22120	Scaffold_15_1_contigs	1052705	1053021	+	0.000	0.000	peak22120
BGpeak22121	Scaffold_15_1_contigs	1053108	1053697	+	0.000	0.000	peak22121
BGpeak22122	Scaffold_15_1_contigs	1053945	1054177	+	0.000	0.000	peak22122
BGpeak22126	Scaffold_15_1_contigs	1085951	1086404	+	0.000	0.000	peak22126
BGpeak22140	Scaffold_15_1_contigs	1227063	1227378	+	0.000	0.000	peak22140
BGpeak22162	Scaffold_15_1_contigs	1331449	1331731	+	0.000	0.000	peak22162
BGpeak3610	Scaffold_11_1_contigs	3168759	3169197	+	0.000	0.000	peak3610
BGpeak3687	Scaffold_11_1_contigs	4113119	4113745	+	0.000	0.000	peak3687
BGpeak22219	Scaffold_15_1_contigs	1881750	1882147	+	0.000	0.000	peak22219
BGpeak22228	Scaffold_15_1_contigs	2075262	2075604	+	0.000	0.000	peak22228
BGpeak22236	Scaffold_15_1_contigs	2196510	2196715	+	0.000	0.000	peak22236
BGpeak22240	Scaffold_15_1_contigs	2216205	2216848	+	0.000	0.000	peak22240
BGpeak22249	Scaffold_15_1_contigs	2273518	2273931	+	0.000	0.000	peak22249
BGpeak22321	Scaffold_15_1_contigs	2836809	2837070	+	0.000	0.000	peak22321
BGpeak22330	Scaffold_15_1_contigs	2886543	2886807	+	0.000	0.000	peak22330
BGpeak22346	Scaffold_15_1_contigs	2961517	2961767	+	0.000	0.000	peak22346
BGpeak22351	Scaffold_15_1_contigs	3019097	3019448	+	0.000	0.000	peak22351
BGpeak22360	Scaffold_15_1_contigs	3073129	3073788	+	0.000	0.000	peak22360
BGpeak22361	Scaffold_15_1_contigs	3079106	3079392	+	0.000	0.000	peak22361
BGpeak22364	Scaffold_15_1_contigs	3084112	3084507	+	0.000	0.000	peak22364
BGpeak22381	Scaffold_15_1_contigs	3154076	3154537	+	0.000	0.000	peak22381
BGpeak22392	Scaffold_15_1_contigs	3351708	3352096	+	0.000	0.000	peak22392
BGpeak3860	Scaffold_11_1_contigs	5781214	5781693	+	0.000	0.000	peak3860
BGpeak22413	Scaffold_15_1_contigs	3436415	3436850	+	0.000	0.000	peak22413
BGpeak22440	Scaffold_15_1_contigs	3794416	3794699	+	0.000	0.000	peak22440
BGpeak22444	Scaffold_15_1_contigs	3811356	3811621	+	0.000	0.000	peak22444
BGpeak22445	Scaffold_15_1_contigs	3815755	3816634	+	0.000	0.000	peak22445
BGpeak22463	Scaffold_15_1_contigs	3960880	3961316	+	0.000	0.000	peak22463
BGpeak22492	Scaffold_15_1_contigs	4155451	4155752	+	0.000	0.000	peak22492
BGpeak22493	Scaffold_15_1_contigs	4155805	4156106	+	0.000	0.000	peak22493
BGpeak3945	Scaffold_11_1_contigs	6097897	6098122	+	0.000	0.000	peak3945
BGpeak3958	Scaffold_11_1_contigs	6294250	6294457	+	0.000	0.000	peak3958
BGpeak22519	Scaffold_15_1_contigs	4280294	4280581	+	0.000	0.000	peak22519
BGpeak22590	Scaffold_15_1_contigs	4537686	4537949	+	0.000	0.000	peak22590
BGpeak22591	Scaffold_15_1_contigs	4538053	4538326	+	0.000	0.000	peak22591
BGpeak22593	Scaffold_15_1_contigs	4545016	4545546	+	0.000	0.000	peak22593
BGpeak22696	Scaffold_15_1_contigs	5547800	5548188	+	0.000	0.000	peak22696
BGpeak22706	Scaffold_15_1_contigs	5596261	5596614	+	0.000	0.000	peak22706
BGpeak22811	Scaffold_15_1_contigs	6670110	6670844	+	0.000	0.000	peak22811
BGpeak22817	Scaffold_15_1_contigs	6720283	6720759	+	0.000	0.000	peak22817
BGpeak22820	Scaffold_15_1_contigs	6725359	6725832	+	0.000	0.000	peak22820
BGpeak22862	Scaffold_15_1_contigs	6928826	6929168	+	0.000	0.000	peak22862
BGpeak22960	Scaffold_15_1_contigs	8243140	8243517	+	0.000	0.000	peak22960
BGpeak75047	Scaffold_8_1_contigs	300727	301166	+	0.000	0.000	peak75047
BGpeak75053	Scaffold_8_1_contigs	319369	319582	+	0.000	0.000	peak75053
BGpeak75085	Scaffold_8_1_contigs	698119	698620	+	0.000	0.000	peak75085
BGpeak75133	Scaffold_8_1_contigs	1338429	1338632	+	0.000	0.000	peak75133
BGpeak75140	Scaffold_8_1_contigs	1364810	1365216	+	0.000	0.000	peak75140
BGpeak75173	Scaffold_8_1_contigs	1691449	1691800	+	0.000	0.000	peak75173
BGpeak75231	Scaffold_8_1_contigs	2205321	2206151	+	0.000	0.000	peak75231
BGpeak75233	Scaffold_8_1_contigs	2212488	2212897	+	0.000	0.000	peak75233
BGpeak75262	Scaffold_8_1_contigs	2398131	2398882	+	0.000	0.000	peak75262
BGpeak75341	Scaffold_8_1_contigs	2796243	2796917	+	0.000	0.000	peak75341
BGpeak75409	Scaffold_8_1_contigs	3487634	3487882	+	0.000	0.000	peak75409
BGpeak75418	Scaffold_8_1_contigs	3606402	3606735	+	0.000	0.000	peak75418
BGpeak75442	Scaffold_8_1_contigs	4053436	4053708	+	0.000	0.000	peak75442
BGpeak75446	Scaffold_8_1_contigs	4078781	4079115	+	0.000	0.000	peak75446
BGpeak75449	Scaffold_8_1_contigs	4087085	4087405	+	0.000	0.000	peak75449
BGpeak75455	Scaffold_8_1_contigs	4107928	4108297	+	0.000	0.000	peak75455
BGpeak75460	Scaffold_8_1_contigs	4116198	4116589	+	0.000	0.000	peak75460
BGpeak75522	Scaffold_8_1_contigs	5366137	5366833	+	0.000	0.000	peak75522
BGpeak75565	Scaffold_8_1_contigs	5620672	5620923	+	0.000	0.000	peak75565
BGpeak75627	Scaffold_8_1_contigs	6175297	6175671	+	0.000	0.000	peak75627
BGpeak75640	Scaffold_8_1_contigs	6273122	6273491	+	0.000	0.000	peak75640
BGpeak75645	Scaffold_8_1_contigs	6333139	6333634	+	0.000	0.000	peak75645
BGpeak75663	Scaffold_8_1_contigs	6450246	6450619	+	0.000	0.000	peak75663
BGpeak75690	Scaffold_8_1_contigs	6687801	6688224	+	0.000	0.000	peak75690
BGpeak75736	Scaffold_8_1_contigs	6929910	6930855	+	0.000	0.000	peak75736
BGpeak75738	Scaffold_8_1_contigs	6952132	6952548	+	0.000	0.000	peak75738
BGpeak75762	Scaffold_8_1_contigs	7087819	7088104	+	0.000	0.000	peak75762
BGpeak75783	Scaffold_8_1_contigs	7229225	7229624	+	0.000	0.000	peak75783
BGpeak75794	Scaffold_8_1_contigs	7265243	7265543	+	0.000	0.000	peak75794
BGpeak75810	Scaffold_8_1_contigs	7357257	7357767	+	0.000	0.000	peak75810
BGpeak75812	Scaffold_8_1_contigs	7360574	7361029	+	0.000	0.000	peak75812
BGpeak75845	Scaffold_8_1_contigs	7704344	7704567	+	0.000	0.000	peak75845
BGpeak75917	Scaffold_8_1_contigs	8353280	8353475	+	0.000	0.000	peak75917
BGpeak75962	Scaffold_8_1_contigs	8670875	8671083	+	0.000	0.000	peak75962
BGpeak75968	Scaffold_8_1_contigs	8729712	8730063	+	0.000	0.000	peak75968
BGpeak4010	Scaffold_11_1_contigs	7170538	7170838	+	0.000	0.000	peak4010
BGpeak4085	Scaffold_11_1_contigs	8082340	8082542	+	0.000	0.000	peak4085
BGpeak4095	Scaffold_11_1_contigs	8163375	8163671	+	0.000	0.000	peak4095
BGpeak4173	Scaffold_11_1_contigs	8571366	8571798	+	0.000	0.000	peak4173
BGpeak4183	Scaffold_11_1_contigs	8641983	8642421	+	0.000	0.000	peak4183
BGpeak4184	Scaffold_11_1_contigs	8649422	8649725	+	0.000	0.000	peak4184
BGpeak4198	Scaffold_11_1_contigs	8763484	8763772	+	0.000	0.000	peak4198
BGpeak4270	Scaffold_11_1_contigs	9461449	9461736	+	0.000	0.000	peak4270
BGpeak4279	Scaffold_11_1_contigs	9499825	9500417	+	0.000	0.000	peak4279
BGpeak4280	Scaffold_11_1_contigs	9509314	9509607	+	0.000	0.000	peak4280
BGpeak4303	Scaffold_11_1_contigs	9764185	9764427	+	0.000	0.000	peak4303
BGpeak4315	Scaffold_11_1_contigs	10166052	10166379	+	0.000	0.000	peak4315
BGpeak4360	Scaffold_11_1_contigs	10722672	10722946	+	0.000	0.000	peak4360
BGpeak4390	Scaffold_11_1_contigs	12124644	12124930	+	0.000	0.000	peak4390
BGpeak23021	Scaffold_15_1_contigs	9782700	9783178	+	0.000	0.000	peak23021
