TCONS_00019737	STRPU_22262
TCONS_00053675	STRPU_18179
TCONS_00024431	STRPU_12994
TCONS_00055666	STRPU_13962
TCONS_00016639	STRPU_13961
TCONS_00007265	STRPU_08191
TCONS_00020095	STRPU_23239
TCONS_00045736	STRPU_07404
TCONS_00048274	STRPU_19100
TCONS_00045047	STRPU_10905
TCONS_00049697	STRPU_23284
TCONS_00047572	STRPU_24462
TCONS_00008772	STRPU_06026
TCONS_00012875	STRPU_09262
TCONS_00042083	STRPU_05231
TCONS_00042087	STRPU_05232
TCONS_00044164	STRPU_05349
TCONS_00042447	STRPU_05344
TCONS_00048417	STRPU_04709
TCONS_00029918	STRPU_04773
TCONS_00002725	STRPU_25005
TCONS_00003661	STRPU_25123
TCONS_00002727	STRPU_25122
TCONS_00050627	STRPU_10595
TCONS_00002728	STRPU_25157
TCONS_00049562	STRPU_23530
TCONS_00049274	STRPU_23991
TCONS_00025559	STRPU_01635
TCONS_00038166	STRPU_13965
TCONS_00026489	STRPU_09555
TCONS_00027751	STRPU_10026
TCONS_00026413	STRPU_10408
TCONS_00027831	STRPU_09553
TCONS_00020319	STRPU_22246
TCONS_00030942	STRPU_04091
TCONS_00020503	STRPU_18951
TCONS_00018162	STRPU_24279
TCONS_00025914	STRPU_09358
TCONS_00030092	STRPU_04595
TCONS_00030202	STRPU_04404
TCONS_00030201	STRPU_04405
TCONS_00026125	STRPU_09804
TCONS_00018803	STRPU_24977
TCONS_00008648	STRPU_25637
TCONS_00005387	STRPU_14802
TCONS_00005165	STRPU_14879
TCONS_00010080	STRPU_20681
TCONS_00019230	STRPU_22865
TCONS_00002591	STRPU_25132
TCONS_00048296	STRPU_23330
TCONS_00012999	STRPU_08212
TCONS_00019802	STRPU_26089
TCONS_00033798	STRPU_02923
TCONS_00042124	STRPU_05470
TCONS_00045044	STRPU_21515
TCONS_00014949	STRPU_19407
TCONS_00020855	STRPU_06019
TCONS_00020336	STRPU_22229
TCONS_00028921	STRPU_27319
TCONS_00036087	STRPU_11677
TCONS_00029742	STRPU_27157
TCONS_00010988	STRPU_17410
TCONS_00013856	STRPU_08665
TCONS_00012816	STRPU_08161
TCONS_00019578	STRPU_22118
TCONS_00034949	STRPU_02772
TCONS_00048577	STRPU_23716
TCONS_00007879	STRPU_25282
TCONS_00020664	STRPU_25442
TCONS_00005364	STRPU_14313
TCONS_00003644	STRPU_24418
TCONS_00010334	STRPU_20491
TCONS_00014104	STRPU_08159
TCONS_00041968	STRPU_14625
TCONS_00056170	STRPU_13902
TCONS_00026960	STRPU_09375
TCONS_00027086	STRPU_09613
TCONS_00027685	STRPU_09939
TCONS_00009796	STRPU_21429
TCONS_00027090	STRPU_09515
TCONS_00012573	STRPU_09291
TCONS_00010577	STRPU_21471
TCONS_00024248	STRPU_12461
TCONS_00006659	STRPU_14800
TCONS_00002702	STRPU_25182
TCONS_00036467	STRPU_11727
TCONS_00021629	STRPU_06870
TCONS_00044227	STRPU_04964
TCONS_00027983	STRPU_26672
TCONS_00021994	STRPU_06620
TCONS_00021998	STRPU_06619
TCONS_00045275	STRPU_07791
TCONS_00045354	STRPU_07458
TCONS_00013871	STRPU_08311
TCONS_00011486	STRPU_24545
TCONS_00021318	STRPU_06625
TCONS_00005000	STRPU_21246
TCONS_00020135	STRPU_25556
TCONS_00050099	STRPU_11202
TCONS_00050037	STRPU_10707
TCONS_00014779	STRPU_19988
TCONS_00002531	STRPU_20621
TCONS_00016209	STRPU_19851
TCONS_00019282	STRPU_23185
TCONS_00015033	STRPU_20407
TCONS_00001016	STRPU_17487
TCONS_00044986	STRPU_07135
TCONS_00044987	STRPU_07136
TCONS_00044988	STRPU_07137
TCONS_00000862	STRPU_23725
TCONS_00032491	STRPU_22147
TCONS_00012571	STRPU_08448
TCONS_00048916	STRPU_22616
TCONS_00008683	STRPU_25761
TCONS_00016380	STRPU_19481
TCONS_00046407	STRPU_07153
TCONS_00015575	STRPU_20283
TCONS_00001141	STRPU_17842
TCONS_00014999	STRPU_20008
TCONS_00018553	STRPU_24405
TCONS_00029348	STRPU_11554
TCONS_00004928	STRPU_15349
TCONS_00028170	STRPU_26981
TCONS_00008724	STRPU_26317
TCONS_00029061	STRPU_26661
TCONS_00028348	STRPU_27289
TCONS_00004760	STRPU_14794
TCONS_00046658	STRPU_08011
TCONS_00004994	STRPU_14714
TCONS_00030867	STRPU_04281
TCONS_00043115	STRPU_05514
TCONS_00049665	STRPU_22671
TCONS_00007000	STRPU_24839
TCONS_00038244	STRPU_01509
TCONS_00017266	STRPU_21811
TCONS_00040868	STRPU_03432
TCONS_00056723	STRPU_13433
TCONS_00008087	STRPU_25410
TCONS_00021409	STRPU_20742
TCONS_00021410	STRPU_20748
TCONS_00031463	STRPU_04042
TCONS_00016580	STRPU_19951
TCONS_00051737	STRPU_25396
TCONS_00014353	STRPU_08187
TCONS_00009428	STRPU_26256
TCONS_00022853	STRPU_06815
TCONS_00022472	STRPU_06128
TCONS_00028133	STRPU_14405
TCONS_00014165	STRPU_08330
TCONS_00006848	STRPU_14748
TCONS_00018009	STRPU_24292
TCONS_00051437	STRPU_10908
TCONS_00051137	STRPU_10936
TCONS_00011551	STRPU_21337
TCONS_00002780	STRPU_24168
TCONS_00057258	STRPU_13489
TCONS_00052900	STRPU_18344
TCONS_00021209	STRPU_06342
TCONS_00040533	STRPU_02785
TCONS_00000780	STRPU_18014
TCONS_00010951	STRPU_21779
TCONS_00028766	STRPU_27150
TCONS_00029746	STRPU_26341
TCONS_00031224	STRPU_04095
TCONS_00028872	STRPU_11837
TCONS_00004344	STRPU_25006
TCONS_00051482	STRPU_10448
TCONS_00015523	STRPU_16065
TCONS_00029101	STRPU_10706
TCONS_00026632	STRPU_09834
TCONS_00055571	STRPU_13886
TCONS_00003628	STRPU_25172
TCONS_00003624	STRPU_25142
TCONS_00006106	STRPU_15282
TCONS_00006730	STRPU_15283
TCONS_00043985	STRPU_04949
TCONS_00016132	STRPU_19457
TCONS_00019067	STRPU_22182
TCONS_00036893	STRPU_11520
TCONS_00014870	STRPU_20268
TCONS_00008905	STRPU_26157
TCONS_00017969	STRPU_24519
TCONS_00002904	STRPU_24683
TCONS_00010986	STRPU_20505
TCONS_00041151	STRPU_22571
TCONS_00007547	STRPU_25421
TCONS_00000511	STRPU_18045
TCONS_00028853	STRPU_27110
TCONS_00042963	STRPU_05823
TCONS_00030782	STRPU_04285
TCONS_00050196	STRPU_10552
TCONS_00039495	STRPU_02979
TCONS_00020857	STRPU_06497
TCONS_00015961	STRPU_19461
TCONS_00005012	STRPU_14842
TCONS_00028283	STRPU_27378
TCONS_00048565	STRPU_22696
TCONS_00010222	STRPU_21352
TCONS_00048892	STRPU_22982
TCONS_00026041	STRPU_10375
TCONS_00015778	STRPU_19907
TCONS_00011867	STRPU_21206
TCONS_00011913	STRPU_21835
TCONS_00000584	STRPU_17089
TCONS_00010522	STRPU_21143
TCONS_00052743	STRPU_18566
TCONS_00006176	STRPU_15406
TCONS_00010942	STRPU_21415
TCONS_00008752	STRPU_25903
TCONS_00048997	STRPU_23462
TCONS_00030554	STRPU_04892
TCONS_00030524	STRPU_04283
TCONS_00009844	STRPU_20692
TCONS_00015123	STRPU_20400
TCONS_00029109	STRPU_26641
TCONS_00027170	STRPU_09417
TCONS_00046666	STRPU_07330
TCONS_00052670	STRPU_18787
TCONS_00016501	STRPU_20022
TCONS_00053984	STRPU_18786
TCONS_00052913	STRPU_18677
TCONS_00023655	STRPU_12560
TCONS_00025062	STRPU_12562
TCONS_00021860	STRPU_26618
TCONS_00012101	STRPU_21796
TCONS_00020516	STRPU_25535
TCONS_00036036	STRPU_11729
TCONS_00044751	STRPU_07501
TCONS_00026109	STRPU_10372
TCONS_00030156	STRPU_04579
TCONS_00049715	STRPU_23290
TCONS_00019745	STRPU_21971
TCONS_00013898	STRPU_08810
TCONS_00007411	STRPU_25229
TCONS_00028086	STRPU_26934
TCONS_00022862	STRPU_06464
TCONS_00042682	STRPU_05794
TCONS_00050469	STRPU_10597
TCONS_00032763	STRPU_24296
TCONS_00049016	STRPU_23132
TCONS_00010465	STRPU_21176
TCONS_00006045	STRPU_14641
TCONS_00047575	STRPU_23166
TCONS_00030421	STRPU_04688
TCONS_00029806	STRPU_27381
TCONS_00045349	STRPU_07205
TCONS_00045590	STRPU_07019
TCONS_00054648	STRPU_18694
TCONS_00042983	STRPU_05283
TCONS_00022869	STRPU_06234
TCONS_00004750	STRPU_14332
TCONS_00019989	STRPU_23717
TCONS_00006253	STRPU_15357
TCONS_00007127	STRPU_26051
TCONS_00045365	STRPU_07163
TCONS_00031146	STRPU_04121
TCONS_00031434	STRPU_04713
TCONS_00009755	STRPU_21630
TCONS_00009756	STRPU_21631
TCONS_00053533	STRPU_18690
TCONS_00056016	STRPU_07149
TCONS_00056445	STRPU_16649
TCONS_00030001	STRPU_04265
TCONS_00030074	STRPU_04112
TCONS_00006771	STRPU_14591
TCONS_00048191	STRPU_23598
TCONS_00037242	STRPU_12011
TCONS_00046701	STRPU_12205
TCONS_00042042	STRPU_05510
TCONS_00056135	STRPU_16620
TCONS_00047755	STRPU_23802
TCONS_00049440	STRPU_22294
TCONS_00017935	STRPU_24010
TCONS_00026441	STRPU_00188
TCONS_00029355	STRPU_20297
TCONS_00055414	STRPU_15694
TCONS_00006362	STRPU_15389
TCONS_00014579	STRPU_08202
TCONS_00002547	STRPU_24137
TCONS_00030526	STRPU_04885
TCONS_00013336	STRPU_08233
TCONS_00001951	STRPU_18015
TCONS_00017780	STRPU_03384
TCONS_00005740	STRPU_14744
TCONS_00013597	STRPU_08185
TCONS_00013619	STRPU_08635
TCONS_00044694	STRPU_08073
TCONS_00015915	STRPU_19562
TCONS_00048188	STRPU_22986
TCONS_00026546	STRPU_09778
TCONS_00052772	STRPU_27123
TCONS_00010176	STRPU_21385
TCONS_00053118	STRPU_19132
TCONS_00007376	STRPU_26326
TCONS_00010526	STRPU_25320
TCONS_00046673	STRPU_07796
TCONS_00056947	STRPU_13184
TCONS_00054293	STRPU_19097
TCONS_00054584	STRPU_18719
TCONS_00054292	STRPU_18842
TCONS_00029005	STRPU_27356
TCONS_00000518	STRPU_16984
TCONS_00031385	STRPU_04141
TCONS_00011626	STRPU_21399
TCONS_00021738	STRPU_06626
TCONS_00000789	STRPU_07692
TCONS_00023123	STRPU_14681
TCONS_00036179	STRPU_11870
TCONS_00010844	STRPU_20951
TCONS_00026285	STRPU_09853
TCONS_00012333	STRPU_00627
TCONS_00013224	STRPU_08891
TCONS_00043448	STRPU_05364
TCONS_00012715	STRPU_08440
TCONS_00045955	STRPU_07317
TCONS_00046001	STRPU_24868
TCONS_00020628	STRPU_23785
TCONS_00038354	STRPU_08090
TCONS_00021580	STRPU_06501
TCONS_00002190	STRPU_17294
TCONS_00012602	STRPU_16903
TCONS_00055579	STRPU_13819
TCONS_00028717	STRPU_27362
TCONS_00018303	STRPU_24006
TCONS_00043056	STRPU_05018
TCONS_00044148	STRPU_05001
TCONS_00039794	STRPU_03430
TCONS_00006748	STRPU_14805
TCONS_00029324	STRPU_26357
TCONS_00046177	STRPU_07041
TCONS_00042098	STRPU_05282
TCONS_00019012	STRPU_22427
TCONS_00005147	STRPU_14492
TCONS_00018357	STRPU_24320
TCONS_00028391	STRPU_27309
TCONS_00051741	STRPU_10825
TCONS_00049014	STRPU_23158
TCONS_00042224	STRPU_05357
TCONS_00027949	STRPU_26522
TCONS_00014594	STRPU_08272
TCONS_00031390	STRPU_04284
TCONS_00019156	STRPU_23394
TCONS_00003775	STRPU_25083
TCONS_00003774	STRPU_25081
TCONS_00052825	STRPU_15536
TCONS_00000492	STRPU_17435
TCONS_00006853	STRPU_14315
TCONS_00050137	STRPU_11203
TCONS_00005590	STRPU_14885
TCONS_00030958	STRPU_04460
TCONS_00010197	STRPU_20466
TCONS_00010200	STRPU_21122
TCONS_00035498	STRPU_03873
TCONS_00012362	STRPU_08732
TCONS_00048831	STRPU_00884
TCONS_00044061	STRPU_04966
TCONS_00019620	STRPU_25443
TCONS_00008734	STRPU_25913
TCONS_00041426	STRPU_13814
TCONS_00028051	STRPU_26516
TCONS_00020995	STRPU_06642
TCONS_00019601	STRPU_22049
TCONS_00025941	STRPU_10354
TCONS_00030622	STRPU_04474
TCONS_00013334	STRPU_08933
TCONS_00004595	STRPU_15354
TCONS_00025880	STRPU_09558
TCONS_00030250	STRPU_04273
TCONS_00016658	STRPU_19423
TCONS_00050473	STRPU_10713
TCONS_00011667	STRPU_21360
TCONS_00014944	STRPU_19440
TCONS_00054317	STRPU_19193
TCONS_00020895	STRPU_06546
TCONS_00057157	STRPU_13554
TCONS_00053110	STRPU_08237
TCONS_00031702	STRPU_21969
TCONS_00042715	STRPU_05322
TCONS_00030309	STRPU_04548
TCONS_00011838	STRPU_20610
TCONS_00003629	STRPU_25032
TCONS_00018437	STRPU_24490
TCONS_00043405	STRPU_05705
TCONS_00048336	STRPU_23171
TCONS_00013171	STRPU_09287
TCONS_00051476	STRPU_10871
TCONS_00020313	STRPU_22145
TCONS_00006656	STRPU_14680
TCONS_00029665	STRPU_26517
TCONS_00052701	STRPU_18559
TCONS_00028617	STRPU_27223
TCONS_00041203	STRPU_10695
TCONS_00003540	STRPU_21193
TCONS_00014265	STRPU_09296
TCONS_00020537	STRPU_23119
TCONS_00011983	STRPU_21618
TCONS_00010068	STRPU_21308
TCONS_00010067	STRPU_21309
TCONS_00011411	STRPU_21310
TCONS_00015865	STRPU_19500
TCONS_00035934	STRPU_11843
TCONS_00001171	STRPU_17075
TCONS_00023963	STRPU_13052
TCONS_00007322	STRPU_25616
TCONS_00012323	STRPU_08932
TCONS_00022884	STRPU_06603
TCONS_00015543	STRPU_16888
TCONS_00048592	STRPU_23518
TCONS_00048933	STRPU_00019
TCONS_00005133	STRPU_14406
TCONS_00032508	STRPU_22530
TCONS_00002219	STRPU_26871
TCONS_00000259	STRPU_18063
TCONS_00021886	STRPU_06715
TCONS_00009810	STRPU_20713
TCONS_00009827	STRPU_24853
TCONS_00003985	STRPU_24616
TCONS_00014966	STRPU_19602
TCONS_00008633	STRPU_26016
TCONS_00008817	STRPU_26031
TCONS_00028346	STRPU_26787
TCONS_00020710	STRPU_25312
TCONS_00010741	STRPU_21878
TCONS_00021814	STRPU_06171
TCONS_00034263	STRPU_03499
TCONS_00049433	STRPU_22373
TCONS_00044638	STRPU_07199
TCONS_00016980	STRPU_24334
TCONS_00000408	STRPU_17753
TCONS_00046680	STRPU_07211
TCONS_00015400	STRPU_19527
TCONS_00003886	STRPU_00599
TCONS_00026316	STRPU_09946
TCONS_00015012	STRPU_20362
TCONS_00033852	STRPU_19277
TCONS_00028238	STRPU_27017
TCONS_00009320	STRPU_25405
TCONS_00005337	STRPU_14556
TCONS_00009435	STRPU_25221
TCONS_00008685	STRPU_25760
TCONS_00020958	STRPU_06712
TCONS_00009291	STRPU_00211
TCONS_00008067	STRPU_25924
TCONS_00002876	STRPU_24960
TCONS_00019574	STRPU_22117
TCONS_00049243	STRPU_21926
TCONS_00003642	STRPU_25001
TCONS_00019777	STRPU_22434
TCONS_00053518	STRPU_18794
TCONS_00056935	STRPU_13999
TCONS_00012593	STRPU_08344
TCONS_00053215	STRPU_19333
TCONS_00049409	STRPU_23931
TCONS_00029643	STRPU_26452
TCONS_00049104	STRPU_22324
TCONS_00028230	STRPU_26568
TCONS_00003740	STRPU_24917
TCONS_00009740	STRPU_20779
TCONS_00030652	STRPU_23552
TCONS_00028994	STRPU_26356
TCONS_00024122	STRPU_12631
TCONS_00018626	STRPU_24012
TCONS_00022372	STRPU_06999
TCONS_00014311	STRPU_08255
TCONS_00045613	STRPU_08041
TCONS_00042950	STRPU_05744
TCONS_00022902	STRPU_06350
TCONS_00052646	STRPU_18850
TCONS_00009346	STRPU_25416
TCONS_00046093	STRPU_08035
TCONS_00001720	STRPU_17155
TCONS_00007126	STRPU_25430
TCONS_00017529	STRPU_24302
TCONS_00018845	STRPU_24482
TCONS_00011598	STRPU_21259
TCONS_00048562	STRPU_22408
TCONS_00010306	STRPU_21594
TCONS_00030196	STRPU_04784
TCONS_00047273	STRPU_23155
TCONS_00003484	STRPU_20537
TCONS_00036548	STRPU_11659
TCONS_00055218	STRPU_13461
TCONS_00016080	STRPU_19580
TCONS_00016081	STRPU_19581
TCONS_00010249	STRPU_21044
TCONS_00010253	STRPU_20560
TCONS_00011523	STRPU_21597
TCONS_00025265	STRPU_12601
TCONS_00016601	STRPU_13494
TCONS_00053817	STRPU_18715
TCONS_00021358	STRPU_06695
TCONS_00022768	STRPU_06871
TCONS_00011607	STRPU_21566
TCONS_00010891	STRPU_20797
TCONS_00015907	STRPU_20020
TCONS_00016800	STRPU_24284
TCONS_00019278	STRPU_22089
TCONS_00030552	STRPU_04815
TCONS_00013173	STRPU_08228
TCONS_00014370	STRPU_08229
TCONS_00010173	STRPU_20529
TCONS_00016076	STRPU_19598
TCONS_00001870	STRPU_21563
TCONS_00027586	STRPU_10384
TCONS_00000980	STRPU_17910
TCONS_00054248	STRPU_19015
TCONS_00033131	STRPU_23569
TCONS_00034978	STRPU_03838
TCONS_00033130	STRPU_23562
TCONS_00007992	STRPU_25589
TCONS_00008247	STRPU_26250
TCONS_00016783	STRPU_24891
TCONS_00002581	STRPU_25007
TCONS_00014693	STRPU_19482
TCONS_00002922	STRPU_24145
TCONS_00029111	STRPU_26640
TCONS_00011537	STRPU_20571
TCONS_00049576	STRPU_23593
TCONS_00052812	STRPU_25654
TCONS_00049083	STRPU_23589
TCONS_00050643	STRPU_11330
TCONS_00015355	STRPU_20061
TCONS_00016604	STRPU_15696
TCONS_00009656	STRPU_21536
TCONS_00052657	STRPU_18748
TCONS_00009454	STRPU_25935
TCONS_00028725	STRPU_27022
TCONS_00017272	STRPU_24373
TCONS_00006266	STRPU_15453
TCONS_00028163	STRPU_26569
TCONS_00004019	STRPU_25047
TCONS_00016640	STRPU_16063
TCONS_00021074	STRPU_06080
TCONS_00030801	STRPU_04347
TCONS_00053785	STRPU_18374
TCONS_00052958	STRPU_19223
TCONS_00054964	STRPU_16445
TCONS_00003729	STRPU_03038
TCONS_00033072	STRPU_21983
TCONS_00050568	STRPU_10972
TCONS_00029842	STRPU_26905
TCONS_00010999	STRPU_21113
TCONS_00019272	STRPU_22107
TCONS_00030970	STRPU_04676
TCONS_00012579	STRPU_08499
TCONS_00037841	STRPU_11821
TCONS_00036983	STRPU_12245
TCONS_00028526	STRPU_26513
TCONS_00020647	STRPU_23372
TCONS_00017392	STRPU_24375
TCONS_00009390	STRPU_25231
TCONS_00019047	STRPU_22935
TCONS_00051992	STRPU_10513
TCONS_00000645	STRPU_17391
TCONS_00042417	STRPU_04979
TCONS_00020362	STRPU_21912
TCONS_00039977	STRPU_02904
TCONS_00044107	STRPU_04950
TCONS_00029058	STRPU_27397
TCONS_00008486	STRPU_26323
TCONS_00005293	STRPU_14665
TCONS_00048629	STRPU_23570
TCONS_00014657	STRPU_19409
TCONS_00025979	STRPU_22075
TCONS_00011478	STRPU_21550
TCONS_00050047	STRPU_11325
TCONS_00053553	STRPU_19045
TCONS_00009928	STRPU_21877
TCONS_00029754	STRPU_27121
TCONS_00042677	STRPU_05906
TCONS_00007186	STRPU_25374
TCONS_00053761	STRPU_19189
TCONS_00004348	STRPU_24157
TCONS_00036230	STRPU_12243
TCONS_00003745	STRPU_24918
TCONS_00049616	STRPU_21962
TCONS_00015965	STRPU_19362
TCONS_00006707	STRPU_14886
TCONS_00044892	STRPU_07357
TCONS_00055887	STRPU_13716
TCONS_00029758	STRPU_27059
TCONS_00014568	STRPU_08351
TCONS_00019166	STRPU_22560
TCONS_00041663	STRPU_05178
TCONS_00015084	STRPU_20167
TCONS_00027161	STRPU_10409
TCONS_00031386	STRPU_04140
TCONS_00020167	STRPU_22245
TCONS_00027823	STRPU_09304
TCONS_00044188	STRPU_05760
TCONS_00003133	STRPU_25213
TCONS_00048998	STRPU_22630
TCONS_00043269	STRPU_05778
TCONS_00021323	STRPU_05548
TCONS_00040139	STRPU_04110
TCONS_00041904	STRPU_05777
TCONS_00013545	STRPU_08145
TCONS_00049449	STRPU_22629
TCONS_00001489	STRPU_16992
TCONS_00022278	STRPU_06645
TCONS_00028224	STRPU_26844
TCONS_00015974	STRPU_20011
TCONS_00027222	STRPU_10318
TCONS_00006235	STRPU_14601
TCONS_00010516	STRPU_21205
TCONS_00001864	STRPU_17512
TCONS_00025359	STRPU_12472
TCONS_00053281	STRPU_19010
TCONS_00030041	STRPU_04161
TCONS_00006489	STRPU_15088
TCONS_00043975	STRPU_04925
TCONS_00038079	STRPU_11548
TCONS_00019583	STRPU_23988
TCONS_00027921	STRPU_26714
TCONS_00002049	STRPU_17422
TCONS_00041898	STRPU_05319
TCONS_00043258	STRPU_05320
TCONS_00020799	STRPU_15034
TCONS_00055769	STRPU_14000
TCONS_00014081	STRPU_08333
TCONS_00043151	STRPU_05708
TCONS_00029595	STRPU_26358
TCONS_00009329	STRPU_25823
TCONS_00054330	STRPU_01836
TCONS_00007578	STRPU_25366
TCONS_00006557	STRPU_14353
TCONS_00041998	STRPU_04947
TCONS_00005399	STRPU_15449
TCONS_00006818	STRPU_15417
TCONS_00006434	STRPU_15045
TCONS_00007023	STRPU_25429
TCONS_00019704	STRPU_23395
TCONS_00008298	STRPU_26153
TCONS_00028542	STRPU_26885
TCONS_00019685	STRPU_22197
TCONS_00031086	STRPU_04359
TCONS_00030602	STRPU_04549
TCONS_00026712	STRPU_09680
TCONS_00017207	STRPU_24886
TCONS_00021104	STRPU_06423
TCONS_00024220	STRPU_11825
TCONS_00019119	STRPU_22531
TCONS_00036441	STRPU_11511
TCONS_00001232	STRPU_17978
TCONS_00004598	STRPU_14729
TCONS_00053708	STRPU_19334
TCONS_00047309	STRPU_22006
TCONS_00055759	STRPU_16623
TCONS_00052629	STRPU_19160
TCONS_00036882	STRPU_12298
TCONS_00014432	STRPU_09285
TCONS_00055345	STRPU_13418
TCONS_00010472	STRPU_20600
TCONS_00038094	STRPU_11672
TCONS_00031075	STRPU_04414
TCONS_00030297	STRPU_04853
TCONS_00012712	STRPU_08439
TCONS_00029236	STRPU_26818
TCONS_00030299	STRPU_04858
TCONS_00015470	STRPU_20417
TCONS_00015603	STRPU_13818
TCONS_00018638	STRPU_24843
TCONS_00016412	STRPU_19516
TCONS_00006812	STRPU_14369
TCONS_00047298	STRPU_23336
TCONS_00048975	STRPU_23315
TCONS_00045785	STRPU_07642
TCONS_00027869	STRPU_26500
TCONS_00013758	STRPU_08450
TCONS_00050112	STRPU_11147
TCONS_00050056	STRPU_10627
TCONS_00041057	STRPU_02998
TCONS_00030870	STRPU_04346
TCONS_00029989	STRPU_04136
TCONS_00030276	STRPU_04183
TCONS_00007524	STRPU_27240
TCONS_00034488	STRPU_03447
TCONS_00046508	STRPU_08067
TCONS_00052698	STRPU_18503
TCONS_00012059	STRPU_21392
TCONS_00009871	STRPU_20677
TCONS_00051881	STRPU_11367
TCONS_00042907	STRPU_05291
TCONS_00043600	STRPU_05726
TCONS_00047466	STRPU_23714
TCONS_00014559	STRPU_17890
TCONS_00027737	STRPU_10283
TCONS_00001343	STRPU_17793
TCONS_00001344	STRPU_17791
TCONS_00048306	STRPU_23261
TCONS_00012169	STRPU_21213
TCONS_00031012	STRPU_03199
