BRALA17843	bflo_13437
BRALA26097	bflo_12369
BRALA14947	bflo_21087
BRALA22487	bflo_23309
BRALA06491	bflo_23091
BRALA18647	bflo_23283
BRALA23348	bflo_09771
BRALA05625	bflo_24497
BRALA30788	bflo_11392
BRALA05591	bflo_24920
BRALA27338	bflo_04328
BRALA19914	bflo_09106
BRALA07907	bflo_24300
BRALA27336	bflo_16631
BRALA26174	bflo_18438
BRALA09673	bflo_01785
BRALA26942	bflo_17089
BRALA20539	bflo_12140
BRALA05754	bflo_24820
BRALA05767	bflo_24836
BRALA05753	bflo_24838
BRALA05580	bflo_24924
BRALA28057	bflo_11080
BRALA03967	bflo_07954
BRALA19653	bflo_07942
BRALA19700	bflo_07547
BRALA02016	bflo_04336
BRALA02018	bflo_07550
BRALA05740	bflo_22064
BRALA20418	bflo_20071
BRALA19645	bflo_17599
BRALA34913	bflo_13658
BRALA14215	bflo_21331
BRALA03920	bflo_07912
BRALA03888	bflo_08373
BRALA01026	bflo_25814
BRALA09806	bflo_01084
BRALA10410	bflo_23795
BRALA13100	bflo_23406
BRALA23756	bflo_06245
BRALA23757	bflo_06244
BRALA23755	bflo_00460
BRALA23754	bflo_18660
BRALA23978	bflo_08393
BRALA26958	bflo_12780
BRALA23969	bflo_08406
BRALA34111	bflo_17410
BRALA03882	bflo_07653
BRALA23970	bflo_08405
BRALA23975	bflo_08404
BRALA34301	bflo_13676
BRALA17612	bflo_15139
BRALA09401	bflo_10914
BRALA09395	bflo_11151
BRALA26096	bflo_12368
BRALA23780	bflo_04680
BRALA12214	bflo_21369
BRALA12212	bflo_21286
BRALA16898	bflo_18299
BRALA26960	bflo_20457
BRALA19503	bflo_22922
BRALA00546	bflo_00214
BRALA02238	bflo_03201
BRALA20781	bflo_03151
BRALA12638	bflo_14491
BRALA09310	bflo_15468
BRALA03124	bflo_23300
BRALA22013	bflo_13556
BRALA27149	bflo_22373
BRALA30617	bflo_13858
BRALA30615	bflo_13492
BRALA30614	bflo_13855
BRALA33283	bflo_13060
BRALA20559	bflo_14447
BRALA22396	bflo_12936
BRALA10995	bflo_11697
BRALA11091	bflo_11698
BRALA18430	bflo_16773
BRALA18428	bflo_16475
BRALA02691	bflo_16445
BRALA18429	bflo_16476
BRALA12236	bflo_21374
BRALA15745	bflo_24199
BRALA16970	bflo_21900
BRALA14897	bflo_21646
BRALA07540	bflo_17972
BRALA21801	bflo_15593
BRALA01526	bflo_06812
BRALA01524	bflo_06282
BRALA18301	bflo_09943
BRALA17457	bflo_18033
BRALA17456	bflo_03941
BRALA05963	bflo_22331
BRALA14267	bflo_02758
BRALA28626	bflo_04326
BRALA28625	bflo_04339
BRALA28624	bflo_04331
BRALA21862	bflo_11749
BRALA21864	bflo_12200
BRALA21860	bflo_12395
BRALA21861	bflo_12178
BRALA07541	bflo_08913
BRALA18254	bflo_09485
BRALA18253	bflo_09837
BRALA26423	bflo_09947
BRALA21859	bflo_12135
BRALA21858	bflo_12473
BRALA21865	bflo_11972
BRALA07699	bflo_10460
BRALA22448	bflo_14872
BRALA22447	bflo_14874
BRALA18748	bflo_24142
BRALA15755	bflo_23928
BRALA03405	bflo_13822
BRALA12137	bflo_22604
BRALA11669	bflo_21512
BRALA11671	bflo_22110
BRALA11672	bflo_22066
BRALA13048	bflo_22701
BRALA14342	bflo_24955
BRALA19701	bflo_17773
BRALA22042	bflo_17747
BRALA22048	bflo_17701
BRALA22438	bflo_14970
BRALA14185	bflo_21268
BRALA14186	bflo_21269
BRALA00484	bflo_00670
BRALA32113	bflo_13606
BRALA21418	bflo_09907
BRALA29534	bflo_10149
BRALA13585	bflo_21276
BRALA05543	bflo_24737
BRALA24127	bflo_12769
BRALA35656	bflo_22757
BRALA16777	bflo_23260
BRALA04807	bflo_02738
BRALA09686	bflo_01790
BRALA22170	bflo_20387
BRALA31027	bflo_04872
BRALA00002	bflo_04871
BRALA17788	bflo_24292
BRALA23254	bflo_27149
BRALA16757	bflo_22767
BRALA35055	bflo_06001
BRALA00309	bflo_26497
BRALA23253	bflo_15319
BRALA16935	bflo_14638
BRALA16161	bflo_21582
BRALA13485	bflo_05781
BRALA13482	bflo_06786
BRALA33941	bflo_05478
BRALA13483	bflo_06552
BRALA08371	bflo_02039
BRALA00611	bflo_04152
BRALA01468	bflo_02876
BRALA30796	bflo_04613
BRALA12010	bflo_12668
BRALA09135	bflo_19465
BRALA27241	bflo_19726
BRALA30618	bflo_13852
BRALA05608	bflo_24908
BRALA18984	bflo_12267
BRALA03076	bflo_13699
BRALA19763	bflo_11209
BRALA21902	bflo_01316
BRALA01910	bflo_05497
BRALA05743	bflo_24504
BRALA25854	bflo_09206
BRALA14414	bflo_24474
BRALA19612	bflo_24384
BRALA22183	bflo_20748
BRALA15785	bflo_25143
BRALA11869	bflo_14513
BRALA11167	bflo_23109
BRALA27392	bflo_16368
BRALA11912	bflo_14118
BRALA18130	bflo_18684
BRALA12599	bflo_14450
BRALA10628	bflo_00687
BRALA23615	bflo_14415
BRALA18963	bflo_11723
BRALA18098	bflo_07173
BRALA22428	bflo_12821
BRALA30352	bflo_20935
BRALA20360	bflo_14617
BRALA20164	bflo_14568
BRALA20364	bflo_14963
BRALA11803	bflo_15001
BRALA20361	bflo_14965
BRALA26060	bflo_08168
BRALA33273	bflo_10061
BRALA25880	bflo_25079
BRALA05747	bflo_24815
BRALA25168	bflo_00728
BRALA25184	bflo_18293
BRALA25185	bflo_17225
BRALA29062	bflo_17512
BRALA25437	bflo_20456
BRALA19145	bflo_03801
BRALA14945	bflo_20063
BRALA23600	bflo_12134
BRALA23601	bflo_20667
BRALA02985	bflo_16641
BRALA02983	bflo_17014
BRALA21074	bflo_06832
BRALA03421	bflo_14042
BRALA29841	bflo_10033
BRALA06984	bflo_02724
BRALA06983	bflo_02807
BRALA04762	bflo_02853
BRALA33103	bflo_20954
BRALA22923	bflo_14642
BRALA15313	bflo_11818
BRALA17325	bflo_11639
BRALA16217	bflo_05121
BRALA23569	bflo_21047
BRALA17359	bflo_12073
BRALA02475	bflo_17121
BRALA29792	bflo_09675
BRALA29917	bflo_05278
BRALA18251	bflo_09823
BRALA01767	bflo_06473
BRALA26971	bflo_09643
BRALA26970	bflo_15362
BRALA13781	bflo_08780
BRALA06095	bflo_21207
BRALA06094	bflo_21232
BRALA06046	bflo_21997
BRALA20610	bflo_16745
BRALA28131	bflo_11436
BRALA26178	bflo_00219
BRALA15148	bflo_00954
BRALA12240	bflo_21377
BRALA32630	bflo_20722
BRALA08245	bflo_15160
BRALA23546	bflo_15798
BRALA12814	bflo_12491
BRALA25835	bflo_10841
BRALA03738	bflo_08278
BRALA26965	bflo_15045
BRALA06262	bflo_23186
BRALA06265	bflo_23170
BRALA08037	bflo_07777
BRALA08038	bflo_07411
BRALA23716	bflo_18326
BRALA04194	bflo_08264
BRALA08537	bflo_06696
BRALA08538	bflo_05765
BRALA08539	bflo_05766
BRALA08540	bflo_05767
BRALA08541	bflo_05958
BRALA08547	bflo_06498
BRALA15654	bflo_18107
BRALA01199	bflo_25761
BRALA17029	bflo_19766
BRALA17030	bflo_19099
BRALA08523	bflo_06341
BRALA12956	bflo_01235
BRALA12957	bflo_02042
BRALA19589	bflo_24390
BRALA19590	bflo_24387
BRALA01099	bflo_25831
BRALA21105	bflo_13634
BRALA00525	bflo_10187
BRALA00526	bflo_00840
BRALA00523	bflo_00841
BRALA00528	bflo_00836
BRALA09392	bflo_11153
BRALA20510	bflo_10901
BRALA04160	bflo_08323
BRALA13442	bflo_05230
BRALA12198	bflo_21886
BRALA13032	bflo_23616
BRALA10449	bflo_23730
BRALA29985	bflo_09678
BRALA29147	bflo_10382
BRALA32176	bflo_09719
BRALA06142	bflo_22462
BRALA04543	bflo_02624
BRALA04547	bflo_02501
BRALA04610	bflo_02849
BRALA13458	bflo_06021
BRALA05046	bflo_25562
BRALA16640	bflo_06369
BRALA09408	bflo_11397
BRALA28311	bflo_15458
BRALA09648	bflo_01210
BRALA04170	bflo_08327
BRALA24050	bflo_09713
BRALA04172	bflo_08329
BRALA09749	bflo_01811
BRALA09755	bflo_01636
BRALA09647	bflo_01635
BRALA04146	bflo_08328
BRALA00632	bflo_19844
BRALA09098	bflo_19585
BRALA21017	bflo_19127
BRALA21018	bflo_19062
BRALA21016	bflo_19061
BRALA14174	bflo_19388
BRALA02126	bflo_26002
BRALA16265	bflo_06741
BRALA30827	bflo_24309
BRALA27570	bflo_20326
BRALA08901	bflo_03308
BRALA03079	bflo_13145
BRALA17580	bflo_05871
BRALA08885	bflo_03310
BRALA23966	bflo_07712
BRALA06594	bflo_08443
BRALA18444	bflo_15884
BRALA02412	bflo_03379
BRALA13921	bflo_10385
BRALA29588	bflo_09462
BRALA13912	bflo_10324
BRALA13913	bflo_10556
BRALA30368	bflo_09279
BRALA30375	bflo_10372
BRALA30377	bflo_09995
BRALA30378	bflo_09994
BRALA30374	bflo_08803
BRALA30370	bflo_09280
BRALA34080	bflo_10711
BRALA13915	bflo_09767
BRALA22877	bflo_09277
BRALA13917	bflo_10386
BRALA22399	bflo_13765
BRALA22398	bflo_13767
BRALA06753	bflo_08260
BRALA22402	bflo_12806
BRALA22404	bflo_12805
BRALA30888	bflo_22493
BRALA34479	bflo_20913
BRALA32233	bflo_20199
BRALA32234	bflo_20198
BRALA32235	bflo_20195
BRALA11133	bflo_22823
BRALA07903	bflo_08240
BRALA07904	bflo_08475
BRALA07905	bflo_08481
BRALA22275	bflo_10999
BRALA16015	bflo_01342
BRALA16393	bflo_10199
BRALA16390	bflo_10232
BRALA16391	bflo_10192
BRALA16388	bflo_10180
BRALA07354	bflo_18868
BRALA27417	bflo_18855
BRALA25325	bflo_26974
BRALA17518	bflo_01763
BRALA17816	bflo_10698
BRALA32620	bflo_23001
BRALA30705	bflo_01761
BRALA01170	bflo_25339
BRALA17648	bflo_13500
BRALA19632	bflo_25066
BRALA19635	bflo_24169
BRALA01164	bflo_26070
BRALA21586	bflo_06186
BRALA02916	bflo_16063
BRALA35729	bflo_11811
BRALA19542	bflo_15832
BRALA18485	bflo_16781
BRALA11729	bflo_18120
BRALA05958	bflo_22334
BRALA30125	bflo_22336
BRALA25190	bflo_18296
BRALA24498	bflo_10596
BRALA07729	bflo_08965
BRALA00505	bflo_00106
BRALA16473	bflo_13477
BRALA00235	bflo_00582
BRALA34487	bflo_00913
BRALA22373	bflo_10831
BRALA12409	bflo_18111
BRALA12410	bflo_17887
BRALA15735	bflo_18216
BRALA29856	bflo_16501
BRALA24919	bflo_08425
BRALA22127	bflo_05530
BRALA14462	bflo_18780
BRALA29216	bflo_03344
BRALA11960	bflo_12945
BRALA12406	bflo_18109
BRALA27215	bflo_05956
BRALA07355	bflo_18865
BRALA34325	bflo_19372
BRALA33450	bflo_05048
BRALA35264	bflo_21075
BRALA20111	bflo_07166
BRALA06271	bflo_23168
BRALA31737	bflo_18167
BRALA31881	bflo_08788
BRALA00418	bflo_00431
BRALA11123	bflo_22818
BRALA11124	bflo_22819
BRALA27880	bflo_10929
BRALA05311	bflo_25898
BRALA06409	bflo_23218
BRALA06468	bflo_23236
BRALA06439	bflo_23211
BRALA20722	bflo_07587
BRALA06464	bflo_23242
BRALA06413	bflo_23238
BRALA09159	bflo_19214
BRALA28596	bflo_14922
BRALA27747	bflo_07748
BRALA24587	bflo_09554
BRALA03916	bflo_07502
BRALA25594	bflo_10330
BRALA29043	bflo_20899
BRALA32667	bflo_17244
BRALA06480	bflo_23162
BRALA01913	bflo_05500
BRALA13455	bflo_05995
BRALA18221	bflo_05921
BRALA26831	bflo_06682
BRALA13064	bflo_23400
BRALA13057	bflo_05120
BRALA13058	bflo_05118
BRALA00181	bflo_00606
BRALA23726	bflo_15946
BRALA19394	bflo_11929
BRALA15915	bflo_15472
BRALA31259	bflo_22091
BRALA10482	bflo_15647
BRALA08224	bflo_15152
BRALA06772	bflo_07462
BRALA28757	bflo_27224
BRALA17823	bflo_13732
BRALA17828	bflo_11483
BRALA13397	bflo_23171
BRALA31649	bflo_19625
BRALA31651	bflo_19404
BRALA17809	bflo_17669
BRALA10830	bflo_20353
BRALA23587	bflo_20337
BRALA03524	bflo_12849
BRALA24160	bflo_20713
BRALA15334	bflo_12099
BRALA15336	bflo_12470
BRALA15335	bflo_11081
BRALA17285	bflo_24254
BRALA26771	bflo_25115
BRALA08954	bflo_17113
BRALA23719	bflo_17536
BRALA24162	bflo_20711
BRALA16919	bflo_17096
BRALA13973	bflo_19823
BRALA10559	bflo_13685
BRALA30678	bflo_10647
BRALA34311	bflo_09149
BRALA03865	bflo_07909
BRALA03866	bflo_07908
BRALA03867	bflo_08424
BRALA03864	bflo_08234
BRALA03858	bflo_08122
BRALA07177	bflo_02540
BRALA03593	bflo_07135
BRALA17952	bflo_08711
BRALA22978	bflo_18195
BRALA25416	bflo_17371
BRALA07781	bflo_08643
BRALA04262	bflo_08013
BRALA10120	bflo_10477
BRALA02118	bflo_04388
BRALA21314	bflo_15707
BRALA25220	bflo_15752
BRALA09095	bflo_19106
BRALA24808	bflo_17229
BRALA17804	bflo_10355
BRALA05257	bflo_25284
BRALA25223	bflo_15164
BRALA06465	bflo_23228
BRALA06467	bflo_23240
BRALA13087	bflo_23399
BRALA25260	bflo_21609
BRALA27539	bflo_21608
BRALA20701	bflo_03336
BRALA06394	bflo_23234
BRALA06430	bflo_23239
BRALA06477	bflo_23237
BRALA00682	bflo_25516
BRALA17447	bflo_08200
BRALA17452	bflo_07804
BRALA17449	bflo_22104
BRALA21309	bflo_15952
BRALA08250	bflo_15237
BRALA21236	bflo_13221
BRALA00966	bflo_09754
BRALA10001	bflo_09741
BRALA06484	bflo_23697
BRALA33854	bflo_24939
BRALA07814	bflo_00567
BRALA23123	bflo_15438
BRALA29633	bflo_24517
BRALA08669	bflo_05358
BRALA24063	bflo_09194
BRALA06324	bflo_23140
BRALA25998	bflo_01016
BRALA27305	bflo_16790
BRALA06328	bflo_23137
BRALA03972	bflo_07524
BRALA06644	bflo_08605
BRALA24463	bflo_23943
BRALA20988	bflo_19244
BRALA11173	bflo_23048
BRALA06327	bflo_23141
BRALA13206	bflo_15172
BRALA11568	bflo_21855
BRALA23279	bflo_15017
BRALA20330	bflo_11837
BRALA18048	bflo_11971
BRALA33715	bflo_20089
BRALA19963	bflo_13996
BRALA20366	bflo_14747
BRALA02438	bflo_03812
BRALA08275	bflo_15129
BRALA01703	bflo_01835
BRALA20908	bflo_15783
BRALA19913	bflo_09093
BRALA12851	bflo_01709
BRALA31735	bflo_09821
BRALA31736	bflo_09833
BRALA07400	bflo_18545
BRALA23690	bflo_19266
BRALA23691	bflo_18688
BRALA23692	bflo_18686
BRALA26552	bflo_18999
BRALA22659	bflo_19344
BRALA09017	bflo_19609
BRALA07401	bflo_18544
BRALA07399	bflo_18543
BRALA11283	bflo_02187
BRALA17504	bflo_02369
BRALA31607	bflo_13529
BRALA00957	bflo_25923
BRALA12767	bflo_11558
BRALA01329	bflo_26060
BRALA01330	bflo_25147
BRALA04998	bflo_25330
BRALA01208	bflo_25162
BRALA05245	bflo_25241
BRALA05098	bflo_25374
BRALA05297	bflo_25753
BRALA04809	bflo_02953
BRALA20108	bflo_06983
BRALA23161	bflo_24602
BRALA07854	bflo_08301
BRALA04233	bflo_08116
BRALA27593	bflo_09607
BRALA26242	bflo_06316
BRALA25173	bflo_00475
BRALA07717	bflo_04762
BRALA26784	bflo_24133
BRALA25733	bflo_11842
BRALA28825	bflo_17245
BRALA06903	bflo_02867
BRALA34593	bflo_26636
BRALA04453	bflo_08170
BRALA11195	bflo_22984
BRALA18084	bflo_22901
BRALA09471	bflo_06785
BRALA06500	bflo_23896
BRALA20125	bflo_18581
BRALA07853	bflo_07727
BRALA17338	bflo_12119
BRALA31904	bflo_20543
BRALA27564	bflo_26384
BRALA06442	bflo_23212
BRALA27559	bflo_17459
BRALA31405	bflo_23214
BRALA06255	bflo_05168
BRALA18787	bflo_24611
BRALA33181	bflo_25591
BRALA19019	bflo_17097
BRALA19027	bflo_18391
BRALA19020	bflo_18274
BRALA22018	bflo_13324
BRALA22019	bflo_13447
BRALA21248	bflo_13247
BRALA08298	bflo_14268
BRALA14166	bflo_19712
BRALA14168	bflo_19610
BRALA16447	bflo_13031
BRALA14504	bflo_19530
BRALA14505	bflo_18681
BRALA15434	bflo_18560
BRALA07382	bflo_19218
BRALA09112	bflo_19322
BRALA15447	bflo_19716
BRALA14512	bflo_18678
BRALA07371	bflo_18529
BRALA14167	bflo_19611
BRALA10327	bflo_01821
BRALA03588	bflo_08623
BRALA09032	bflo_19607
BRALA02167	bflo_03948
BRALA22763	bflo_15003
BRALA01254	bflo_25235
BRALA14379	bflo_11896
BRALA05660	bflo_24861
BRALA26421	bflo_09956
BRALA26414	bflo_09957
BRALA26419	bflo_09944
BRALA16857	bflo_17295
BRALA13694	bflo_21381
BRALA30738	bflo_10837
BRALA30739	bflo_10250
BRALA08308	bflo_14353
BRALA12631	bflo_14484
BRALA23961	bflo_07882
BRALA03848	bflo_07890
BRALA26087	bflo_11789
BRALA33817	bflo_23475
BRALA18086	bflo_07359
BRALA18063	bflo_08698
BRALA03064	bflo_13167
BRALA32720	bflo_03857
BRALA14657	bflo_03414
BRALA22888	bflo_10835
BRALA02628	bflo_16255
BRALA09933	bflo_09590
BRALA04184	bflo_07338
BRALA08058	bflo_14737
BRALA15943	bflo_14195
BRALA11316	bflo_02192
BRALA07062	bflo_02607
BRALA18511	bflo_04894
BRALA18754	bflo_24625
BRALA16174	bflo_21844
BRALA11318	bflo_02487
BRALA17353	bflo_12189
BRALA20309	bflo_11040
BRALA25719	bflo_12166
BRALA17324	bflo_11652
BRALA11472	bflo_09725
BRALA30355	bflo_20919
BRALA27919	bflo_03467
BRALA16173	bflo_21221
BRALA00278	bflo_00674
BRALA10708	bflo_00541
BRALA22743	bflo_14967
BRALA35746	bflo_18777
BRALA06424	bflo_23174
BRALA09898	bflo_09163
BRALA03171	bflo_12964
BRALA13570	bflo_22122
BRALA08673	bflo_24386
BRALA17098	bflo_05955
BRALA02320	bflo_03225
BRALA02318	bflo_03224
BRALA10234	bflo_00994
BRALA30889	bflo_09080
BRALA02317	bflo_03425
BRALA11328	bflo_02138
BRALA00109	bflo_00523
BRALA18105	bflo_07371
BRALA22809	bflo_20026
BRALA13477	bflo_01658
BRALA16237	bflo_21965
BRALA25844	bflo_10278
BRALA18450	bflo_15913
BRALA18449	bflo_15912
BRALA18446	bflo_16774
BRALA18452	bflo_16578
BRALA05158	bflo_25892
BRALA05161	bflo_26241
BRALA22782	bflo_09096
BRALA19920	bflo_04831
BRALA05156	bflo_25796
BRALA05155	bflo_25364
BRALA05164	bflo_25900
BRALA12438	bflo_13564
BRALA12435	bflo_13563
BRALA14921	bflo_20800
BRALA17428	bflo_12774
BRALA23665	bflo_15900
BRALA23991	bflo_04889
BRALA10738	bflo_00187
BRALA12025	bflo_13856
BRALA25048	bflo_10398
BRALA16357	bflo_10754
BRALA06698	bflo_07855
BRALA06701	bflo_08694
BRALA06699	bflo_08099
BRALA06864	bflo_07872
BRALA06861	bflo_07661
BRALA27744	bflo_08430
BRALA10231	bflo_00992
BRALA23235	bflo_20461
BRALA20574	bflo_12569
BRALA19315	bflo_17482
BRALA25446	bflo_20149
BRALA25560	bflo_20825
BRALA30393	bflo_03575
BRALA16688	bflo_09645
BRALA30772	bflo_08959
BRALA02414	bflo_02993
BRALA15338	bflo_12484
BRALA11261	bflo_02835
BRALA04185	bflo_07337
BRALA11262	bflo_02839
BRALA11263	bflo_02837
BRALA28619	bflo_03903
BRALA23225	bflo_20323
BRALA17728	bflo_20465
BRALA11321	bflo_02193
BRALA29882	bflo_04536
BRALA04174	bflo_08302
BRALA10340	bflo_01704
BRALA11376	bflo_02380
BRALA34209	bflo_17962
BRALA08976	bflo_17832
BRALA30045	bflo_21188
BRALA02611	bflo_16621
BRALA22440	bflo_15352
BRALA09731	bflo_01805
BRALA16298	bflo_10557
BRALA04706	bflo_02393
BRALA15793	bflo_24376
BRALA21813	bflo_18268
BRALA34552	bflo_01717
BRALA19443	bflo_14670
BRALA20154	bflo_04478
BRALA11779	bflo_16191
BRALA26031	bflo_02689
BRALA16091	bflo_02137
BRALA01722	bflo_22463
BRALA11908	bflo_15515
BRALA25999	bflo_08402
BRALA23972	bflo_20451
BRALA01382	bflo_26066
BRALA08219	bflo_15246
BRALA29727	bflo_11196
BRALA11781	bflo_15194
BRALA24093	bflo_16311
BRALA09222	bflo_11484
BRALA25718	bflo_11841
BRALA09730	bflo_01804
BRALA09773	bflo_01739
BRALA16859	bflo_17838
BRALA08595	bflo_24085
BRALA28945	bflo_09131
BRALA02509	bflo_03032
BRALA24883	bflo_18893
BRALA05553	bflo_24938
BRALA14233	bflo_05085
BRALA32615	bflo_21849
BRALA25549	bflo_22420
BRALA20028	bflo_11333
BRALA09472	bflo_02048
BRALA00841	bflo_26159
BRALA09558	bflo_05564
BRALA05456	bflo_24745
BRALA15007	bflo_20818
BRALA04427	bflo_08555
BRALA28285	bflo_08438
BRALA23905	bflo_06968
BRALA22774	bflo_06885
BRALA16697	bflo_06078
BRALA06674	bflo_08586
BRALA22893	bflo_10326
BRALA22450	bflo_14861
BRALA22449	bflo_14862
BRALA29541	bflo_18245
BRALA19071	bflo_09614
BRALA23157	bflo_02488
BRALA10562	bflo_04767
BRALA33594	bflo_21405
BRALA15348	bflo_11298
BRALA09332	bflo_12376
BRALA27830	bflo_10195
BRALA14232	bflo_05084
BRALA14228	bflo_21327
BRALA04500	bflo_08348
BRALA17899	bflo_06024
BRALA10018	bflo_05367
BRALA10019	bflo_16539
BRALA10016	bflo_04318
BRALA12702	bflo_00032
BRALA25187	bflo_18284
BRALA31877	bflo_17924
BRALA22034	bflo_17750
BRALA22033	bflo_17749
BRALA24676	bflo_11828
BRALA24677	bflo_20119
BRALA26650	bflo_00906
BRALA24675	bflo_09275
BRALA27300	bflo_24174
BRALA03306	bflo_13898
BRALA03304	bflo_13906
BRALA03305	bflo_13905
BRALA17617	bflo_13959
BRALA24272	bflo_21022
BRALA34814	bflo_22434
BRALA05381	bflo_24648
BRALA14365	bflo_24024
BRALA14367	bflo_24023
BRALA06411	bflo_23217
BRALA29902	bflo_21610
BRALA06476	bflo_23245
BRALA06444	bflo_03337
BRALA11274	bflo_02834
BRALA16846	bflo_17543
BRALA28197	bflo_18068
BRALA00973	bflo_26256
BRALA25186	bflo_18310
BRALA10855	bflo_21663
BRALA16727	bflo_22682
BRALA16729	bflo_21076
BRALA16728	bflo_22774
BRALA24355	bflo_16337
BRALA03135	bflo_12989
BRALA16735	bflo_22773
BRALA16736	bflo_22683
BRALA16738	bflo_23760
BRALA07911	bflo_04499
BRALA01477	bflo_06685
BRALA02980	bflo_17012
BRALA25227	bflo_24950
BRALA05286	bflo_25289
BRALA09718	bflo_01799
BRALA05752	bflo_24813
BRALA07075	bflo_02481
BRALA09722	bflo_01802
BRALA27279	bflo_24178
BRALA10367	bflo_01610
BRALA14686	bflo_01320
BRALA01205	bflo_26086
BRALA16587	bflo_00375
BRALA25611	bflo_13869
BRALA05100	bflo_09017
BRALA05295	bflo_25934
BRALA05542	bflo_24970
BRALA08593	bflo_24083
BRALA15145	bflo_05644
BRALA25881	bflo_25083
BRALA05405	bflo_24963
BRALA06221	bflo_23465
BRALA13079	bflo_23571
BRALA13080	bflo_23573
BRALA29475	bflo_20710
BRALA06649	bflo_08602
BRALA13382	bflo_05768
BRALA05323	bflo_25866
BRALA06341	bflo_23409
BRALA13026	bflo_23905
BRALA06344	bflo_22622
BRALA10270	bflo_01278
BRALA08902	bflo_26712
BRALA00221	bflo_00298
