Orthogroup	BRAFL	SACKO_ok
OG0000002	bflo_03228, bflo_21287, bflo_03227, bflo_23657	SACKO_11085, SACKO_21630, SACKO_21632
OG0000002	bflo_17799, bflo_18344, bflo_04757, bflo_26393, bflo_11566, bflo_11880, bflo_08809, bflo_11571, bflo_18062, bflo_17796, bflo_17499, bflo_17810, bflo_17878, bflo_17798, bflo_17351, bflo_18490, bflo_10984	SACKO_00245, SACKO_00252
OG0000003	bflo_08943	SACKO_19492
OG0000003	bflo_02237	SACKO_29380
OG0000003	bflo_26599, bflo_26600, bflo_26598	SACKO_14086, SACKO_03045
OG0000004	bflo_01803	SACKO_20602
OG0000004	bflo_07498, bflo_20660	SACKO_02249
OG0000004	bflo_05437	SACKO_16987
OG0000004	bflo_07950	SACKO_20132
OG0000005	bflo_16145, bflo_16762, bflo_16144, bflo_15993, bflo_16755, bflo_04838, bflo_00488, bflo_17720, bflo_17905, bflo_09935, bflo_16770	SACKO_20139, SACKO_20129, SACKO_26428, SACKO_26458, SACKO_29310, SACKO_29323, SACKO_25395, SACKO_18304, SACKO_32970, SACKO_20142
OG0000005	bflo_13407	SACKO_14812
OG0000005	bflo_07266	SACKO_29311, SACKO_26465, SACKO_26431
OG0000005	bflo_08461, bflo_08460, bflo_07020, bflo_07656, bflo_07021, bflo_13613, bflo_13706, bflo_13036, bflo_00914, bflo_00505, bflo_00504, bflo_00482, bflo_00815, bflo_19551, bflo_26509	SACKO_20756, SACKO_20781, SACKO_20763, SACKO_14831, SACKO_20761, SACKO_20789, SACKO_20768, SACKO_20796, SACKO_20800, SACKO_20780, SACKO_20802, SACKO_24303, SACKO_03083, SACKO_03054, SACKO_03070, SACKO_03064, SACKO_25185, SACKO_08962, SACKO_08957
OG0000005	bflo_10917	SACKO_00899, SACKO_02650, SACKO_00900
OG0000006	bflo_03612	SACKO_15269
OG0000006	bflo_10484	SACKO_21129
OG0000006	bflo_06221	SACKO_21953
OG0000006	bflo_07660	SACKO_11503
OG0000006	bflo_14856, bflo_15258	SACKO_02616
OG0000006	bflo_16305	SACKO_13650
OG0000006	bflo_12576	SACKO_23250
OG0000006	bflo_23572	SACKO_15817
OG0000006	bflo_23665	SACKO_15812
OG0000006	bflo_22579	SACKO_33806
OG0000006	bflo_06220	SACKO_32444
OG0000006	bflo_08237	SACKO_12590, SACKO_14761, SACKO_02017
OG0000006	bflo_06222	SACKO_32500
OG0000006	bflo_08431	SACKO_06429
OG0000006	bflo_22598	SACKO_32477
OG0000006	bflo_15412	SACKO_20803
OG0000006	bflo_10980	SACKO_32388
OG0000007	bflo_13266	SACKO_33112
OG0000007	bflo_05651	SACKO_16486
OG0000007	bflo_16444, bflo_15598	SACKO_25751
OG0000007	bflo_06255	SACKO_30170
OG0000007	bflo_25603	SACKO_17363
OG0000007	bflo_25903	SACKO_07507
OG0000007	bflo_10207	SACKO_03410
OG0000007	bflo_13761	SACKO_33128
OG0000007	bflo_13742	SACKO_15684
OG0000007	bflo_13892	SACKO_15694
OG0000007	bflo_13084	SACKO_22717
OG0000007	bflo_00716	SACKO_15952
OG0000007	bflo_12223	SACKO_11677
OG0000007	bflo_16800	SACKO_04591
OG0000007	bflo_12369, bflo_21087	SACKO_27771
OG0000007	bflo_23309	SACKO_27817
OG0000007	bflo_23091	SACKO_00927
OG0000007	bflo_23283	SACKO_02233
OG0000007	bflo_09771	SACKO_03579
OG0000007	bflo_24497	SACKO_31073
OG0000007	bflo_11392	SACKO_11981
OG0000008	bflo_09106	SACKO_08466
OG0000008	bflo_14409, bflo_10580	SACKO_29665, SACKO_28380, SACKO_28379, SACKO_25577, SACKO_25585, SACKO_31323, SACKO_31280, SACKO_17455, SACKO_31331, SACKO_25272, SACKO_01695, SACKO_32427, SACKO_28703
OG0000008	bflo_11711	SACKO_28639, SACKO_02911, SACKO_16967, SACKO_16953, SACKO_16974, SACKO_16943, SACKO_30060, SACKO_28628, SACKO_28688
OG0000008	bflo_16759, bflo_16352, bflo_16351, bflo_16760, bflo_16631	SACKO_02458
OG0000008	bflo_18246, bflo_18438, bflo_17494, bflo_17234, bflo_17491, bflo_17495, bflo_05246, bflo_16441, bflo_26042, bflo_18070, bflo_16203, bflo_16234, bflo_16238, bflo_16233, bflo_16235, bflo_16231, bflo_16161, bflo_25263, bflo_24546	SACKO_07048
OG0000008	bflo_24820, bflo_25017, bflo_24835, bflo_05883, bflo_24836, bflo_23968, bflo_00088, bflo_24054, bflo_24837, bflo_24839, bflo_24838, bflo_24924	SACKO_10317
OG0000010	bflo_25814, bflo_01084	SACKO_31740
OG0000010	bflo_08401, bflo_23855, bflo_02791, bflo_23795, bflo_23406	SACKO_15785
OG0000010	bflo_08393, bflo_07884, bflo_12780, bflo_08406, bflo_13136	SACKO_19852, SACKO_19839, SACKO_20088
OG0000010	bflo_15348, bflo_17410, bflo_07653, bflo_07652, bflo_08405, bflo_08413, bflo_08396, bflo_08404, bflo_07883	SACKO_22527, SACKO_09182
OG0000011	bflo_20761, bflo_05867, bflo_04324, bflo_26561, bflo_24248, bflo_06820	SACKO_22764
OG0000012	bflo_21286, bflo_18299, bflo_13503, bflo_03860, bflo_20457, bflo_22922, bflo_23585, bflo_22923, bflo_21880, bflo_18018, bflo_03629, bflo_05980, bflo_05981, bflo_05336, bflo_21370	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565
OG0000012	bflo_00214	SACKO_06077
OG0000012	bflo_14731, bflo_13607, bflo_24594	SACKO_01736
OG0000014	bflo_18525, bflo_05141	SACKO_33738, SACKO_26423, SACKO_26460
OG0000014	bflo_04326, bflo_04339, bflo_04331	SACKO_13283
OG0000015	bflo_14874	SACKO_31697
OG0000015	bflo_24142, bflo_23928	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509
OG0000015	bflo_24955, bflo_17773, bflo_17747, bflo_17701, bflo_14970	SACKO_17011, SACKO_07089, SACKO_00034, SACKO_00056, SACKO_18010
OG0000016	bflo_22486, bflo_01469, bflo_09907, bflo_10149, bflo_21276	SACKO_23373, SACKO_07103, SACKO_18319
OG0000016	bflo_12769	SACKO_11717, SACKO_14898
OG0000016	bflo_01790	SACKO_06390
OG0000016	bflo_20387	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917
OG0000019	bflo_24292	SACKO_05035
OG0000019	bflo_22767, bflo_06001, bflo_05746, bflo_23533	SACKO_28153
OG0000019	bflo_10160, bflo_26497, bflo_00628	SACKO_34115, SACKO_32997, SACKO_06343, SACKO_26551, SACKO_34158, SACKO_09261, SACKO_14219, SACKO_09585, SACKO_04627, SACKO_12671
OG0000019	bflo_06284	SACKO_15751, SACKO_33114, SACKO_23914, SACKO_33498, SACKO_30908, SACKO_12806
OG0000019	bflo_26518, bflo_26519, bflo_04870	SACKO_23880
OG0000019	bflo_15319, bflo_14638, bflo_14407, bflo_14408, bflo_21582, bflo_05781, bflo_06551, bflo_06786, bflo_05478, bflo_06552, bflo_02039, bflo_04152, bflo_18281, bflo_02884, bflo_17342, bflo_17343, bflo_02918, bflo_02876, bflo_25580, bflo_02890, bflo_06715, bflo_06719, bflo_02868, bflo_04218, bflo_15434, bflo_14556	SACKO_20403, SACKO_20414
OG0000020	bflo_19465	SACKO_22951
OG0000020	bflo_13852	SACKO_26712
OG0000020	bflo_17473, bflo_27211	SACKO_32378
OG0000020	bflo_24908	SACKO_20642
OG0000020	bflo_12267	SACKO_08732
OG0000020	bflo_24384, bflo_16833, bflo_26236, bflo_20748, bflo_09699, bflo_21336, bflo_13053, bflo_12684, bflo_25143, bflo_24001, bflo_22065, bflo_14513	SACKO_08704, SACKO_24262, SACKO_13567, SACKO_14956, SACKO_28904
OG0000020	bflo_23109	SACKO_19273
OG0000020	bflo_01292	SACKO_23553
OG0000020	bflo_16368	SACKO_16107, SACKO_20105
OG0000020	bflo_14118	SACKO_15854
OG0000020	bflo_07448	SACKO_29670
OG0000020	bflo_18684	SACKO_04148
OG0000020	bflo_14450	SACKO_24638
OG0000020	bflo_00687	SACKO_04828
OG0000020	bflo_14415	SACKO_14423
OG0000021	bflo_11723	SACKO_33728, SACKO_24549
OG0000021	bflo_07173	SACKO_04567
OG0000021	bflo_12821	SACKO_32115
OG0000021	bflo_20935	SACKO_15594
OG0000021	bflo_20505, bflo_09681	SACKO_29742
OG0000021	bflo_27402, bflo_22537, bflo_22539, bflo_22305	SACKO_25838
OG0000021	bflo_14957, bflo_14617, bflo_14568	SACKO_24637, SACKO_24630, SACKO_24646, SACKO_24640
OG0000023	bflo_10816, bflo_10061	SACKO_10529
OG0000023	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456	SACKO_06926
OG0000023	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042	SACKO_14770
OG0000026	bflo_21516, bflo_21519, bflo_21523	SACKO_19144
OG0000026	bflo_10397	SACKO_23290, SACKO_14386
OG0000026	bflo_26853, bflo_07376	SACKO_23233
OG0000026	bflo_11818	SACKO_29967, SACKO_25622
OG0000026	bflo_03704, bflo_21877, bflo_14509, bflo_02973, bflo_03705, bflo_02969, bflo_17121, bflo_03998, bflo_09675, bflo_07770, bflo_18066, bflo_05329, bflo_21515, bflo_21517, bflo_21247, bflo_21501, bflo_21518, bflo_01508, bflo_00408, bflo_21522, bflo_21831, bflo_17285, bflo_17283, bflo_17284, bflo_05278, bflo_09823	SACKO_04619
OG0000026	bflo_06473	SACKO_24091
OG0000026	bflo_11370	SACKO_17435, SACKO_17896, SACKO_14191, SACKO_17424, SACKO_11660, SACKO_17379
OG0000027	bflo_16745, bflo_11436	SACKO_21215
OG0000027	bflo_00954, bflo_21377, bflo_21771, bflo_21770, bflo_21767, bflo_21295, bflo_27379, bflo_21769, bflo_21480, bflo_16406, bflo_21376, bflo_21766, bflo_20722, bflo_08571, bflo_13573, bflo_15160, bflo_18041, bflo_15157, bflo_15155, bflo_15156, bflo_01209, bflo_15798, bflo_12491, bflo_18645, bflo_18636, bflo_10841, bflo_00669, bflo_00360, bflo_26536, bflo_26537, bflo_19407, bflo_19400, bflo_19409, bflo_19408, bflo_19405, bflo_05073, bflo_08278, bflo_24610	SACKO_02698
OG0000028	bflo_07777, bflo_07412, bflo_07411, bflo_18326, bflo_07776, bflo_08264	SACKO_21693, SACKO_21697, SACKO_31574, SACKO_31841, SACKO_05910, SACKO_09884, SACKO_09873, SACKO_09880, SACKO_34223, SACKO_34222, SACKO_34227
OG0000028	bflo_06411, bflo_06696, bflo_05765, bflo_05766, bflo_06406, bflo_05767, bflo_05958, bflo_06305, bflo_05959, bflo_06498, bflo_18107, bflo_25761, bflo_19766, bflo_19099	SACKO_00730, SACKO_00734
OG0000028	bflo_06341	SACKO_00054, SACKO_29910
OG0000028	bflo_01235, bflo_02042	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407
OG0000028	bflo_24390, bflo_24387, bflo_05196	SACKO_04520
OG0000029	bflo_00003	SACKO_10012, SACKO_10033
OG0000029	bflo_25831	SACKO_07374
OG0000029	bflo_00316, bflo_26576	SACKO_14992, SACKO_14998, SACKO_15002
OG0000029	bflo_00742, bflo_13634, bflo_26557, bflo_21595, bflo_21596, bflo_08663, bflo_08664, bflo_03929, bflo_00132, bflo_10187, bflo_00840, bflo_00865, bflo_12518, bflo_00853, bflo_00841, bflo_00854, bflo_00848, bflo_00836, bflo_11153, bflo_10901, bflo_25901, bflo_24407	SACKO_15001
OG0000030	bflo_08323, bflo_05230	SACKO_06190, SACKO_06196
OG0000030	bflo_21886	SACKO_22667, SACKO_24779, SACKO_06416, SACKO_06421
OG0000030	bflo_25955	SACKO_23559
OG0000030	bflo_23616	SACKO_16655, SACKO_09928, SACKO_09940
OG0000030	bflo_21367	SACKO_13282, SACKO_13304, SACKO_14983, SACKO_14981
OG0000030	bflo_09678, bflo_10382	SACKO_31385, SACKO_04683, SACKO_04687, SACKO_04475
OG0000030	bflo_09719	SACKO_33974
OG0000030	bflo_22462	SACKO_26701
OG0000031	bflo_02624	SACKO_18621
OG0000031	bflo_02501	SACKO_18614
OG0000031	bflo_06021	SACKO_16512
OG0000031	bflo_06369	SACKO_21501
OG0000031	bflo_15458	SACKO_14417
OG0000031	bflo_15459	SACKO_14578
OG0000031	bflo_02405	SACKO_03088
OG0000032	bflo_12824, bflo_01429	SACKO_26058
OG0000032	bflo_08327, bflo_09713, bflo_08329, bflo_08426, bflo_01810, bflo_01811, bflo_01636	SACKO_20615
OG0000032	bflo_23561, bflo_23038, bflo_01635	SACKO_02664
OG0000032	bflo_08328, bflo_07783, bflo_19844, bflo_19585, bflo_19127, bflo_19062, bflo_19061, bflo_19371, bflo_18653, bflo_19388	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243
OG0000034	bflo_20326	SACKO_08906
OG0000034	bflo_03308, bflo_13145	SACKO_19192
OG0000034	bflo_05871	SACKO_16505
OG0000034	bflo_03310	SACKO_05860
OG0000034	bflo_07712	SACKO_20630, SACKO_18516
OG0000034	bflo_08443	SACKO_29852
OG0000034	bflo_15884	SACKO_18648
OG0000034	bflo_03379	SACKO_20915
OG0000035	bflo_02157	SACKO_02558
OG0000035	bflo_10387, bflo_26954	SACKO_31936
OG0000035	bflo_10385	SACKO_12639
OG0000035	bflo_09462	SACKO_13246
OG0000035	bflo_09767, bflo_09277	SACKO_16912, SACKO_19307, SACKO_22660
OG0000035	bflo_10386	SACKO_08422
OG0000036	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188	SACKO_28321
OG0000036	bflo_08259, bflo_08260, bflo_16423, bflo_16325	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688
OG0000036	bflo_12806, bflo_12805	SACKO_28315
OG0000037	bflo_18550, bflo_02879	SACKO_22630
OG0000037	bflo_10999	SACKO_05171
OG0000037	bflo_01342	SACKO_15149
OG0000037	bflo_10180	SACKO_07542, SACKO_17953, SACKO_17956
OG0000038	bflo_04809	SACKO_01199
OG0000038	bflo_16371	SACKO_30496
OG0000038	bflo_17414	SACKO_31791
OG0000038	bflo_18868	SACKO_08733
OG0000038	bflo_18833	SACKO_22794, SACKO_08703
OG0000038	bflo_16788	SACKO_00016
OG0000038	bflo_18855	SACKO_05258, SACKO_05271
OG0000039	bflo_22047	SACKO_16726
OG0000039	bflo_25066, bflo_24169	SACKO_16701
OG0000039	bflo_26070	SACKO_22588
OG0000039	bflo_06186	SACKO_15245
OG0000039	bflo_11811	SACKO_25878
OG0000040	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851
OG0000041	bflo_09009, bflo_26911, bflo_03344, bflo_12945	SACKO_08282
OG0000041	bflo_05956	SACKO_06515
OG0000043	bflo_23211, bflo_07587	SACKO_11078
OG0000043	bflo_19214	SACKO_09694
OG0000044	bflo_14922	SACKO_11589
OG0000044	bflo_21420, bflo_01236	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979
OG0000044	bflo_13320	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102
OG0000045	bflo_20899, bflo_17244	SACKO_11123
OG0000045	bflo_00610	SACKO_32932
OG0000045	bflo_00608	SACKO_19853
OG0000045	bflo_01071	SACKO_32920
OG0000045	bflo_05500, bflo_05502	SACKO_11824
OG0000045	bflo_00542	SACKO_13295
OG0000045	bflo_00606	SACKO_19354
OG0000046	bflo_09128, bflo_05621	SACKO_04617, SACKO_18448
OG0000046	bflo_12973, bflo_25564, bflo_11116, bflo_21984, bflo_17346, bflo_17140, bflo_17411, bflo_17138, bflo_15946, bflo_19960, bflo_03865, bflo_11219, bflo_01794, bflo_19942, bflo_19982, bflo_19954, bflo_19961, bflo_19955, bflo_19958, bflo_19956, bflo_19962, bflo_11929, bflo_19932, bflo_10620, bflo_14470, bflo_15030	SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208
OG0000046	bflo_15472, bflo_14788, bflo_08725	SACKO_04112, SACKO_04114, SACKO_09345, SACKO_04109
OG0000048	bflo_07462	SACKO_24161
OG0000048	bflo_17882, bflo_09143, bflo_09129, bflo_09102, bflo_27224	SACKO_12018
OG0000048	bflo_17669	SACKO_03133
OG0000048	bflo_20353	SACKO_17673
OG0000048	bflo_12849	SACKO_29639
OG0000049	bflo_17665	SACKO_08936
OG0000049	bflo_12099	SACKO_25469
OG0000049	bflo_12470, bflo_11081	SACKO_25472
OG0000049	bflo_24254, bflo_25115	SACKO_03908
OG0000049	bflo_20712	SACKO_17863
OG0000050	bflo_08634, bflo_13204	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972
OG0000050	bflo_13685	SACKO_17648
OG0000051	bflo_10647	SACKO_31910
OG0000051	bflo_08711	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	bflo_18195, bflo_17371	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000053	bflo_08643	SACKO_15809, SACKO_15814
OG0000053	bflo_08013	SACKO_28166
OG0000053	bflo_21932, bflo_21926, bflo_18879, bflo_19026	SACKO_03479
OG0000054	bflo_10477	SACKO_13490
OG0000054	bflo_16354, bflo_16689	SACKO_11814, SACKO_18179
OG0000054	bflo_04388	SACKO_17476
OG0000054	bflo_15707, bflo_15703, bflo_15905, bflo_15752, bflo_23344, bflo_22720	SACKO_33924
OG0000054	bflo_09085, bflo_09133, bflo_05501, bflo_06007, bflo_03912, bflo_17229, bflo_17691, bflo_18295, bflo_18294, bflo_26044, bflo_24306, bflo_10355, bflo_13684, bflo_13746, bflo_10411, bflo_13726, bflo_13740, bflo_13675, bflo_13693, bflo_25983, bflo_26141, bflo_25284	SACKO_28075, SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513, SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221
OG0000055	bflo_18013, bflo_21433	SACKO_00479
OG0000055	bflo_23228, bflo_23240	SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317
OG0000055	bflo_23239, bflo_23195, bflo_23241, bflo_23237	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027
OG0000056	bflo_25516	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672
OG0000056	bflo_08200, bflo_07902, bflo_08069, bflo_08326, bflo_07804, bflo_22104, bflo_25681	SACKO_32711
OG0000056	bflo_15237	SACKO_14382
OG0000056	bflo_22428	SACKO_22063, SACKO_13826, SACKO_16845, SACKO_11517, SACKO_05139
OG0000058	bflo_05358	SACKO_15454
OG0000058	bflo_09194	SACKO_23572
OG0000058	bflo_00086, bflo_23948	SACKO_00929, SACKO_00933, SACKO_00911
OG0000059	bflo_21855	SACKO_01899
OG0000059	bflo_14547, bflo_15017	SACKO_09491
OG0000059	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815	SACKO_31255, SACKO_10806, SACKO_13822
OG0000059	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073, SACKO_07217, SACKO_23150, SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647
OG0000059	bflo_13996, bflo_14747	SACKO_18357
OG0000060	bflo_01659, bflo_06661	SACKO_26044
OG0000060	bflo_25984, bflo_26009	SACKO_07510
OG0000060	bflo_01835, bflo_00757, bflo_01800	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758
OG0000060	bflo_15783	SACKO_18890
OG0000060	bflo_01384	SACKO_08309
OG0000061	bflo_18545	SACKO_02041
OG0000061	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344	SACKO_02073
OG0000061	bflo_19609, bflo_18544, bflo_19608, bflo_19290	SACKO_02064
OG0000061	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369	SACKO_22956, SACKO_22933, SACKO_27147
OG0000062	bflo_17250, bflo_01624	SACKO_15950
OG0000062	bflo_13529	SACKO_15645
OG0000062	bflo_00246	SACKO_01291, SACKO_22149
OG0000063	bflo_25147	SACKO_21551
OG0000063	bflo_26112, bflo_25384, bflo_25322, bflo_25330, bflo_25162, bflo_25268, bflo_25241, bflo_25374, bflo_05397, bflo_25266, bflo_25753	SACKO_15119
OG0000066	bflo_26507, bflo_06316	SACKO_02924
OG0000066	bflo_00475, bflo_00473, bflo_00474	SACKO_04149, SACKO_32467
OG0000066	bflo_24133	SACKO_22338
OG0000066	bflo_11842	SACKO_23403
OG0000067	bflo_08170	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000067	bflo_01576, bflo_00639, bflo_00640	SACKO_14495, SACKO_30959, SACKO_15224, SACKO_22683, SACKO_10271, SACKO_21618, SACKO_13951, SACKO_01508
OG0000068	bflo_12119	SACKO_06039, SACKO_00510, SACKO_11410
OG0000068	bflo_12120	SACKO_06043
OG0000069	bflo_20543, bflo_20542, bflo_20541, bflo_27333	SACKO_07016, SACKO_15035
OG0000070	bflo_17097, bflo_18391, bflo_18274	SACKO_18930, SACKO_18932
OG0000070	bflo_26467, bflo_13324, bflo_13447, bflo_13247, bflo_14268	SACKO_08575
OG0000070	bflo_27427, bflo_23408	SACKO_04002, SACKO_16666
OG0000070	bflo_19712	SACKO_16529
OG0000070	bflo_19610	SACKO_03669
OG0000070	bflo_18938, bflo_18939, bflo_18680, bflo_18677, bflo_08024, bflo_18676, bflo_06405, bflo_17765, bflo_24928, bflo_03653, bflo_13031, bflo_19530, bflo_18681, bflo_18560, bflo_19218, bflo_19322, bflo_19716, bflo_18678, bflo_18529, bflo_05505, bflo_19611, bflo_01821, bflo_08623, bflo_19607, bflo_03948	SACKO_06869, SACKO_08780, SACKO_08776, SACKO_17153
OG0000070	bflo_15003, bflo_25235	SACKO_29369, SACKO_16538, SACKO_10537, SACKO_10050, SACKO_01480, SACKO_29930
OG0000071	bflo_17295	SACKO_24289
OG0000071	bflo_03355	SACKO_03523, SACKO_08311
OG0000072	bflo_14353	SACKO_30660
OG0000072	bflo_14484	SACKO_25103
OG0000072	bflo_04637	SACKO_25111
OG0000072	bflo_14474	SACKO_14515
OG0000072	bflo_07882	SACKO_24878
OG0000072	bflo_11789	SACKO_32752
OG0000072	bflo_11787, bflo_11788	SACKO_14099
OG0000073	bflo_13118, bflo_03414, bflo_26731	SACKO_25846, SACKO_25049, SACKO_25052
OG0000074	bflo_10921	SACKO_04859
OG0000074	bflo_14737	SACKO_00567, SACKO_23013
OG0000075	bflo_02192	SACKO_07161
OG0000075	bflo_02500	SACKO_31868
OG0000075	bflo_02607	SACKO_31864
OG0000075	bflo_24625	SACKO_16948
OG0000075	bflo_21844	SACKO_18318
OG0000075	bflo_02487	SACKO_31867
OG0000075	bflo_12189	SACKO_23452
OG0000075	bflo_11040	SACKO_23651
OG0000075	bflo_12166	SACKO_09677
OG0000075	bflo_11652	SACKO_16926
OG0000077	bflo_09725	SACKO_10609, SACKO_13734
OG0000077	bflo_20919, bflo_20836, bflo_03467, bflo_21221, bflo_01044, bflo_00674, bflo_00541, bflo_14967, bflo_10820, bflo_23366	SACKO_24063
