Orthogroup	BRAFL	APOSJ_ok
OG0000006	bflo_10484	APOSJ_12203, APOSJ_12202, APOSJ_12204
OG0000006	bflo_07660	APOSJ_14510
OG0000006	bflo_14856, bflo_15258	APOSJ_43757
OG0000006	bflo_16305	APOSJ_51998, APOSJ_52011, APOSJ_51992, APOSJ_23178
OG0000006	bflo_10066, bflo_10065	APOSJ_53154, APOSJ_09913, APOSJ_45177, APOSJ_09916, APOSJ_63967, APOSJ_09917
OG0000006	bflo_23572	APOSJ_52128
OG0000006	bflo_23665, bflo_23603	APOSJ_22887
OG0000006	bflo_06220	APOSJ_25002
OG0000006	bflo_08237	APOSJ_24425, APOSJ_24424
OG0000006	bflo_08431	APOSJ_38154
OG0000006	bflo_15412	APOSJ_46492
OG0000007	bflo_13266	APOSJ_59584
OG0000007	bflo_05651	APOSJ_54414, APOSJ_55946, APOSJ_54415
OG0000007	bflo_16444, bflo_15598	APOSJ_59909
OG0000007	bflo_25603	APOSJ_46494
OG0000007	bflo_10207	APOSJ_04151
OG0000007	bflo_13761	APOSJ_32909
OG0000007	bflo_13084	APOSJ_33751
OG0000007	bflo_12369, bflo_21087	APOSJ_45510, APOSJ_50337
OG0000007	bflo_23309	APOSJ_45418, APOSJ_45416, APOSJ_16951, APOSJ_45417
OG0000007	bflo_23091	APOSJ_06582, APOSJ_20594
OG0000007	bflo_23283	APOSJ_16847, APOSJ_57982, APOSJ_16846
OG0000007	bflo_09771	APOSJ_61120, APOSJ_64094, APOSJ_61123, APOSJ_61124, APOSJ_61122, APOSJ_61121
OG0000007	bflo_24497	APOSJ_33873, APOSJ_55281, APOSJ_26156, APOSJ_33878
OG0000007	bflo_11392	APOSJ_55940, APOSJ_55941
OG0000008	bflo_18246, bflo_18438, bflo_17494, bflo_17234, bflo_17491, bflo_17495, bflo_05246, bflo_16441, bflo_26042, bflo_18070, bflo_16203, bflo_16234, bflo_16238, bflo_16233, bflo_16235, bflo_16231, bflo_16161, bflo_25263, bflo_24546	APOSJ_63140, APOSJ_63139, APOSJ_65328, APOSJ_41882, APOSJ_18021, APOSJ_18020, APOSJ_07175, APOSJ_32183
OG0000008	bflo_01785	APOSJ_51676
OG0000008	bflo_17089	APOSJ_06622, APOSJ_23604
OG0000008	bflo_12140	APOSJ_50496
OG0000009	bflo_13612, bflo_25945	APOSJ_09416, APOSJ_58001, APOSJ_01900, APOSJ_01898
OG0000009	bflo_13658	APOSJ_18180, APOSJ_18179
OG0000009	bflo_25982	APOSJ_08607, APOSJ_33774, APOSJ_21638
OG0000010	bflo_05472, bflo_03815, bflo_02970, bflo_07912, bflo_08373	APOSJ_03628
OG0000010	bflo_15348, bflo_17410, bflo_07653, bflo_07652, bflo_08405, bflo_08413, bflo_08396, bflo_08404, bflo_07883	APOSJ_36301, APOSJ_36300, APOSJ_03568, APOSJ_03074
OG0000011	bflo_20761, bflo_05867	APOSJ_62559, APOSJ_16662, APOSJ_58824, APOSJ_37653, APOSJ_37652, APOSJ_55526, APOSJ_64837, APOSJ_25699, APOSJ_25700, APOSJ_25698, APOSJ_25688, APOSJ_14502, APOSJ_17494, APOSJ_12065, APOSJ_65282, APOSJ_53792, APOSJ_01874, APOSJ_41471
OG0000011	bflo_04324, bflo_26561, bflo_24248, bflo_06820	APOSJ_57622, APOSJ_64527, APOSJ_57621, APOSJ_52511, APOSJ_52510, APOSJ_52509, APOSJ_52676
OG0000012	bflo_21286, bflo_18299, bflo_13503, bflo_03860, bflo_20457, bflo_22922, bflo_23585, bflo_22923, bflo_21880, bflo_18018, bflo_03629, bflo_05980, bflo_05981, bflo_05336, bflo_21370	APOSJ_58905, APOSJ_58906, APOSJ_58904, APOSJ_58903, APOSJ_58902, APOSJ_08161, APOSJ_08160
OG0000012	bflo_00214	APOSJ_08662
OG0000012	bflo_14731, bflo_13607, bflo_24594	APOSJ_20422
OG0000012	bflo_23543	APOSJ_39914
OG0000013	bflo_12350, bflo_25396, bflo_04269, bflo_21374, bflo_15079, bflo_14235, bflo_24199, bflo_11867, bflo_21976, bflo_21462, bflo_21463, bflo_14721, bflo_14629, bflo_04810, bflo_11784, bflo_21577, bflo_26129, bflo_21900, bflo_25566, bflo_21578, bflo_03861, bflo_16342, bflo_25995, bflo_16188, bflo_16183, bflo_16341, bflo_15584, bflo_14996, bflo_14997, bflo_14998, bflo_00389, bflo_21646, bflo_00400, bflo_21337, bflo_21640, bflo_06006, bflo_21919, bflo_21643, bflo_21642, bflo_21641, bflo_21338	APOSJ_50056, APOSJ_01943
OG0000014	bflo_04326, bflo_04339, bflo_04331	APOSJ_28331, APOSJ_28332
OG0000014	bflo_06816	APOSJ_23867, APOSJ_22503
OG0000015	bflo_14872	APOSJ_09441, APOSJ_10165
OG0000015	bflo_14874	APOSJ_53813, APOSJ_50846, APOSJ_50844
OG0000016	bflo_22718, bflo_13606, bflo_23097, bflo_23092	APOSJ_40020
OG0000016	bflo_22486, bflo_01469, bflo_09907, bflo_10149, bflo_21276	APOSJ_45352, APOSJ_32030, APOSJ_32038, APOSJ_05163, APOSJ_32039, APOSJ_32033, APOSJ_32031, APOSJ_56442, APOSJ_56443, APOSJ_56445, APOSJ_56441
OG0000016	bflo_12769	APOSJ_31207
OG0000016	bflo_02107, bflo_22757, bflo_23260, bflo_02738, bflo_02096, bflo_02737, bflo_02551, bflo_26656	APOSJ_21975
OG0000016	bflo_01790	APOSJ_58384
OG0000016	bflo_20387	APOSJ_11248
OG0000017	bflo_00104, bflo_25509, bflo_12984, bflo_04739, bflo_02215	APOSJ_32437, APOSJ_32436, APOSJ_43655, APOSJ_43652, APOSJ_43651, APOSJ_43650, APOSJ_43653, APOSJ_43649, APOSJ_52033, APOSJ_20546, APOSJ_34527, APOSJ_34526, APOSJ_34525, APOSJ_05990
OG0000019	bflo_04872, bflo_04871, bflo_24292	APOSJ_25021
OG0000019	bflo_10160, bflo_26497, bflo_00628	APOSJ_50969, APOSJ_54491, APOSJ_65164, APOSJ_10516, APOSJ_17340, APOSJ_10420, APOSJ_51391, APOSJ_51392, APOSJ_58483
OG0000019	bflo_26518, bflo_26519, bflo_04870	APOSJ_49365
OG0000020	bflo_19465	APOSJ_03215
OG0000020	bflo_17473, bflo_27211	APOSJ_60863, APOSJ_38143, APOSJ_60862
OG0000020	bflo_24908	APOSJ_25225, APOSJ_25228, APOSJ_25227, APOSJ_25226, APOSJ_25224, APOSJ_25223
OG0000020	bflo_01292	APOSJ_45822, APOSJ_45820, APOSJ_45821
OG0000020	bflo_16368	APOSJ_34911, APOSJ_34912, APOSJ_34909, APOSJ_34910
OG0000020	bflo_14118	APOSJ_51246, APOSJ_35639
OG0000020	bflo_07448	APOSJ_16758
OG0000020	bflo_18684	APOSJ_38030, APOSJ_38032
OG0000020	bflo_14450	APOSJ_64610, APOSJ_31490
OG0000020	bflo_00687	APOSJ_45120
OG0000021	bflo_11723	APOSJ_47375, APOSJ_47376
OG0000021	bflo_07173	APOSJ_50915
OG0000021	bflo_20505, bflo_09681	APOSJ_56015, APOSJ_08859
OG0000021	bflo_27402, bflo_22537, bflo_22539, bflo_22305	APOSJ_34733, APOSJ_17339, APOSJ_22470, APOSJ_22469, APOSJ_16747, APOSJ_22471, APOSJ_33890, APOSJ_34732, APOSJ_64645, APOSJ_43284, APOSJ_00001, APOSJ_41267, APOSJ_41269, APOSJ_41268, APOSJ_41270, APOSJ_41946, APOSJ_13685, APOSJ_41948, APOSJ_41949, APOSJ_63243, APOSJ_38075, APOSJ_38077, APOSJ_38079, APOSJ_38078, APOSJ_38076, APOSJ_38073, APOSJ_38080, APOSJ_38074, APOSJ_38072, APOSJ_31173, APOSJ_63744, APOSJ_63745
OG0000021	bflo_14957, bflo_14617, bflo_14568	APOSJ_46341, APOSJ_46342, APOSJ_14192, APOSJ_54489, APOSJ_54488
OG0000023	bflo_10816, bflo_10061	APOSJ_12541
OG0000023	bflo_25079	APOSJ_48375, APOSJ_27694, APOSJ_27692
OG0000023	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456	APOSJ_14254, APOSJ_65297, APOSJ_31405, APOSJ_14258, APOSJ_14259, APOSJ_31406, APOSJ_19021, APOSJ_14257, APOSJ_14256, APOSJ_14255, APOSJ_14253, APOSJ_27677, APOSJ_27676, APOSJ_27675, APOSJ_27674, APOSJ_01239
OG0000023	bflo_03801, bflo_20063, bflo_12134, bflo_20667, bflo_16641, bflo_17014, bflo_22812	APOSJ_20171
OG0000023	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042	APOSJ_01093, APOSJ_01092, APOSJ_01091
OG0000026	bflo_26853, bflo_07376	APOSJ_14352, APOSJ_14353
OG0000026	bflo_11639, bflo_01043, bflo_01924, bflo_05121, bflo_13696, bflo_05113, bflo_05112, bflo_05117, bflo_05111, bflo_05116, bflo_20425, bflo_14521, bflo_14522, bflo_14520, bflo_10763, bflo_10764, bflo_10766, bflo_10762, bflo_10765, bflo_22374, bflo_15273, bflo_21047, bflo_12073, bflo_00016	APOSJ_35516, APOSJ_06323, APOSJ_55016, APOSJ_59562, APOSJ_59558, APOSJ_59559, APOSJ_38381
OG0000026	bflo_06473	APOSJ_00259, APOSJ_43475
OG0000027	bflo_13627, bflo_13309, bflo_13311, bflo_13310	APOSJ_61281, APOSJ_17811, APOSJ_17810, APOSJ_62251, APOSJ_62252, APOSJ_62253, APOSJ_62250, APOSJ_61176, APOSJ_57015, APOSJ_57014
OG0000028	bflo_06341	APOSJ_13359, APOSJ_13358
OG0000028	bflo_01235, bflo_02042	APOSJ_31043, APOSJ_25716, APOSJ_25715, APOSJ_57817
OG0000029	bflo_25831	APOSJ_13377
OG0000029	bflo_00316, bflo_26576	APOSJ_45558
OG0000030	bflo_25955	APOSJ_46611, APOSJ_46610
OG0000030	bflo_23616	APOSJ_42302, APOSJ_42296, APOSJ_42301, APOSJ_42295, APOSJ_02556, APOSJ_42297, APOSJ_42298
OG0000030	bflo_23730	APOSJ_24666, APOSJ_08058
OG0000030	bflo_09719	APOSJ_13201
OG0000030	bflo_22462	APOSJ_45466
OG0000031	bflo_04592, bflo_05889, bflo_05515, bflo_02310, bflo_00531, bflo_15662	APOSJ_37355
OG0000031	bflo_02624	APOSJ_56428
OG0000031	bflo_02501	APOSJ_58452
OG0000031	bflo_06021	APOSJ_43290, APOSJ_43294, APOSJ_43291, APOSJ_43293
OG0000031	bflo_06369	APOSJ_07842, APOSJ_07841
OG0000031	bflo_15458	APOSJ_02849, APOSJ_17365, APOSJ_17366, APOSJ_17367, APOSJ_17368, APOSJ_17369, APOSJ_17370, APOSJ_43784, APOSJ_40601, APOSJ_23164, APOSJ_23163, APOSJ_23162
OG0000031	bflo_02405	APOSJ_03114, APOSJ_03115
OG0000032	bflo_23561, bflo_23038, bflo_01635	APOSJ_07369, APOSJ_07366, APOSJ_07368, APOSJ_41042, APOSJ_07370, APOSJ_06491, APOSJ_04310, APOSJ_21314, APOSJ_04323, APOSJ_04322, APOSJ_21313, APOSJ_21315, APOSJ_10405, APOSJ_04319, APOSJ_22088, APOSJ_38003, APOSJ_62080, APOSJ_03906, APOSJ_24168, APOSJ_31058, APOSJ_63203, APOSJ_63204, APOSJ_63202, APOSJ_31060, APOSJ_31059, APOSJ_31055, APOSJ_31054, APOSJ_31053, APOSJ_01319, APOSJ_12995, APOSJ_15569
OG0000032	bflo_01430	APOSJ_64832, APOSJ_02133, APOSJ_54563, APOSJ_04185, APOSJ_04186, APOSJ_04184
OG0000034	bflo_20326	APOSJ_42844, APOSJ_62192, APOSJ_62189, APOSJ_62188, APOSJ_62186, APOSJ_59239, APOSJ_59236, APOSJ_59237, APOSJ_59235, APOSJ_59234, APOSJ_42840, APOSJ_29082, APOSJ_03040, APOSJ_42835, APOSJ_42836, APOSJ_42837, APOSJ_42838, APOSJ_42841, APOSJ_59238, APOSJ_59240, APOSJ_62187, APOSJ_62190, APOSJ_62191, APOSJ_62193, APOSJ_42839, APOSJ_42842, APOSJ_42843
OG0000034	bflo_03308, bflo_13145	APOSJ_09404, APOSJ_13545, APOSJ_44168
OG0000034	bflo_05871	APOSJ_60565, APOSJ_21305
OG0000034	bflo_03310	APOSJ_17132, APOSJ_23482, APOSJ_23483, APOSJ_18928
OG0000034	bflo_08443	APOSJ_63084, APOSJ_59127
OG0000034	bflo_15884	APOSJ_09729
OG0000034	bflo_03379	APOSJ_46606, APOSJ_46602, APOSJ_39468, APOSJ_58455, APOSJ_46604, APOSJ_46601, APOSJ_39472, APOSJ_58458, APOSJ_39471, APOSJ_46600, APOSJ_39470, APOSJ_58457, APOSJ_39469, APOSJ_46608, APOSJ_58456, APOSJ_39467, APOSJ_46603, APOSJ_46607
OG0000035	bflo_02157	APOSJ_28930, APOSJ_28931, APOSJ_28932, APOSJ_28929
OG0000035	bflo_10387, bflo_26954	APOSJ_64100, APOSJ_64034, APOSJ_48933, APOSJ_44915, APOSJ_44916, APOSJ_44917, APOSJ_45491
OG0000035	bflo_10385	APOSJ_11969, APOSJ_09937
OG0000035	bflo_09767, bflo_09277	APOSJ_53790, APOSJ_18309, APOSJ_18310, APOSJ_50254, APOSJ_18311
OG0000035	bflo_10386	APOSJ_14503
OG0000036	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188	APOSJ_00559, APOSJ_00560, APOSJ_09590, APOSJ_59128, APOSJ_28626, APOSJ_23280
OG0000036	bflo_08259, bflo_08260, bflo_16423, bflo_16325	APOSJ_56208, APOSJ_19171, APOSJ_64125, APOSJ_37192, APOSJ_32710, APOSJ_16924, APOSJ_44485, APOSJ_44482, APOSJ_49668
OG0000036	bflo_12806, bflo_12805	APOSJ_49777, APOSJ_42183, APOSJ_42178, APOSJ_53453, APOSJ_49780, APOSJ_34471, APOSJ_42404, APOSJ_48372, APOSJ_48557, APOSJ_48377, APOSJ_48373, APOSJ_48374, APOSJ_42406, APOSJ_42405, APOSJ_00237, APOSJ_00230, APOSJ_00218, APOSJ_17179, APOSJ_05137, APOSJ_05138, APOSJ_31800, APOSJ_05136, APOSJ_07074, APOSJ_07075, APOSJ_52025, APOSJ_18384, APOSJ_18382, APOSJ_18383, APOSJ_21951, APOSJ_21954, APOSJ_57893, APOSJ_57895, APOSJ_33193, APOSJ_10054
OG0000037	bflo_18550, bflo_02879	APOSJ_63529, APOSJ_64474, APOSJ_63530
OG0000037	bflo_10999	APOSJ_40888, APOSJ_40889
OG0000037	bflo_01342	APOSJ_41930, APOSJ_41929
OG0000037	bflo_10180	APOSJ_19984, APOSJ_19985, APOSJ_59245
OG0000038	bflo_04809	APOSJ_10464
OG0000038	bflo_05210	APOSJ_26569
OG0000038	bflo_18855	APOSJ_30481
OG0000039	bflo_25339, bflo_22047, bflo_13127, bflo_13500, bflo_25066, bflo_24169, bflo_26070	APOSJ_23948
OG0000039	bflo_15832	APOSJ_29534, APOSJ_02269, APOSJ_02270, APOSJ_29535
OG0000040	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272	APOSJ_18915, APOSJ_27166, APOSJ_49316, APOSJ_27168, APOSJ_27165, APOSJ_20487, APOSJ_61474, APOSJ_16915, APOSJ_16914, APOSJ_31565, APOSJ_44161, APOSJ_32230, APOSJ_32274, APOSJ_44162, APOSJ_59917, APOSJ_18917, APOSJ_27167, APOSJ_18916, APOSJ_27164, APOSJ_49313, APOSJ_22639, APOSJ_32774, APOSJ_32770, APOSJ_32773, APOSJ_32772, APOSJ_32771, APOSJ_08219, APOSJ_13680, APOSJ_13682, APOSJ_13677, APOSJ_13681, APOSJ_20336, APOSJ_13679
OG0000041	bflo_09009, bflo_26911, bflo_03344, bflo_12945	APOSJ_07883
OG0000041	bflo_05956	APOSJ_00247
OG0000043	bflo_23236, bflo_18646	APOSJ_56130
OG0000044	bflo_09762	APOSJ_20279, APOSJ_20278
OG0000044	bflo_14922	APOSJ_22626, APOSJ_55615, APOSJ_55614, APOSJ_28339, APOSJ_28351, APOSJ_28336, APOSJ_22636, APOSJ_03631
OG0000044	bflo_21420, bflo_01236	APOSJ_55841
OG0000044	bflo_21687	APOSJ_57022, APOSJ_17804
OG0000044	bflo_00108, bflo_00107, bflo_01958, bflo_01243, bflo_26025, bflo_26127, bflo_26635	APOSJ_25176, APOSJ_21325
OG0000045	bflo_20899, bflo_17244	APOSJ_29368, APOSJ_29369
OG0000045	bflo_00610	APOSJ_45950, APOSJ_27349, APOSJ_04409, APOSJ_04407, APOSJ_04408
OG0000045	bflo_00609	APOSJ_04410
OG0000045	bflo_01071	APOSJ_64963, APOSJ_04466, APOSJ_33667
OG0000045	bflo_05500, bflo_05502	APOSJ_15992, APOSJ_12916, APOSJ_12920, APOSJ_12919, APOSJ_12914, APOSJ_12918, APOSJ_12915, APOSJ_12917
OG0000046	bflo_09128, bflo_05621	APOSJ_42127, APOSJ_64323, APOSJ_42125
OG0000046	bflo_18241, bflo_04660, bflo_14191, bflo_00216, bflo_09271, bflo_01289	APOSJ_02618, APOSJ_32175, APOSJ_31531
OG0000047	bflo_26688, bflo_22263	APOSJ_07377
OG0000048	bflo_27224	APOSJ_10763, APOSJ_10766
OG0000048	bflo_17669	APOSJ_03221, APOSJ_10764
OG0000048	bflo_20353	APOSJ_60260, APOSJ_60261, APOSJ_61046, APOSJ_60262, APOSJ_34779
OG0000048	bflo_12849	APOSJ_12442
OG0000049	bflo_17665	APOSJ_51843
OG0000049	bflo_12099	APOSJ_36502
OG0000049	bflo_24254, bflo_25115	APOSJ_00656
OG0000049	bflo_17113, bflo_17536	APOSJ_35690, APOSJ_21435, APOSJ_26887, APOSJ_00983, APOSJ_14701, APOSJ_26886, APOSJ_26888, APOSJ_25392, APOSJ_11159, APOSJ_25393, APOSJ_26890, APOSJ_14700, APOSJ_00988, APOSJ_05165, APOSJ_05164, APOSJ_55533, APOSJ_62002, APOSJ_23002, APOSJ_42387, APOSJ_50269, APOSJ_50261, APOSJ_42386
OG0000049	bflo_20712	APOSJ_55361, APOSJ_34757, APOSJ_60078, APOSJ_57736, APOSJ_57738, APOSJ_60083, APOSJ_60080, APOSJ_60075, APOSJ_57737, APOSJ_60077, APOSJ_60082
OG0000049	bflo_11847	APOSJ_36462
OG0000050	bflo_08634, bflo_13204	APOSJ_36060, APOSJ_36061, APOSJ_36063, APOSJ_36065, APOSJ_36066, APOSJ_04035, APOSJ_00653, APOSJ_36062, APOSJ_25539, APOSJ_36064, APOSJ_00654, APOSJ_08665, APOSJ_29147, APOSJ_51862, APOSJ_51863
OG0000050	bflo_05159, bflo_06071, bflo_13661, bflo_23087, bflo_25684, bflo_00569, bflo_19319	APOSJ_54268, APOSJ_54266, APOSJ_02357, APOSJ_54267, APOSJ_54270, APOSJ_54269, APOSJ_28465
OG0000050	bflo_03294, bflo_04702	APOSJ_15112, APOSJ_62920, APOSJ_15109, APOSJ_15111, APOSJ_15108
OG0000051	bflo_08711	APOSJ_11380, APOSJ_11382, APOSJ_11381, APOSJ_49294, APOSJ_31090, APOSJ_33080, APOSJ_33081, APOSJ_33079, APOSJ_33078, APOSJ_24712, APOSJ_12983, APOSJ_12984, APOSJ_12982, APOSJ_12981, APOSJ_12980, APOSJ_42696, APOSJ_22311, APOSJ_45471, APOSJ_36585, APOSJ_65392, APOSJ_36584, APOSJ_36582, APOSJ_36580, APOSJ_36579, APOSJ_28591, APOSJ_28590, APOSJ_19528, APOSJ_48652, APOSJ_48243, APOSJ_48242, APOSJ_48241, APOSJ_48240, APOSJ_13578, APOSJ_61106
OG0000051	bflo_18195, bflo_17371	APOSJ_30249, APOSJ_30251, APOSJ_01654, APOSJ_47098
OG0000052	bflo_00114	APOSJ_42243, APOSJ_55765, APOSJ_32702, APOSJ_63454, APOSJ_63427, APOSJ_63368, APOSJ_61255, APOSJ_26688, APOSJ_34044, APOSJ_26689, APOSJ_39929, APOSJ_26526, APOSJ_61561
OG0000054	bflo_04388	APOSJ_18612, APOSJ_52518, APOSJ_18611, APOSJ_31400, APOSJ_07291, APOSJ_45891, APOSJ_07290, APOSJ_24181, APOSJ_58354, APOSJ_58353, APOSJ_58350, APOSJ_58351, APOSJ_58352
OG0000055	bflo_23228, bflo_23240	APOSJ_19144, APOSJ_56132
OG0000056	bflo_25516	APOSJ_39271, APOSJ_39270, APOSJ_48773, APOSJ_45665
OG0000056	bflo_08200, bflo_07902, bflo_08069, bflo_08326, bflo_07804, bflo_22104, bflo_25681	APOSJ_63771, APOSJ_63767
OG0000057	bflo_18987	APOSJ_56231
OG0000058	bflo_09194	APOSJ_27364, APOSJ_40682, APOSJ_27363
OG0000058	bflo_24603, bflo_01016, bflo_16790, bflo_24608, bflo_23137, bflo_07524, bflo_08605, bflo_23941, bflo_23940, bflo_23938, bflo_27442, bflo_23937, bflo_23936, bflo_23939, bflo_23943, bflo_23942, bflo_23935	APOSJ_01990, APOSJ_45171, APOSJ_56047, APOSJ_62157, APOSJ_01986, APOSJ_12231, APOSJ_01994, APOSJ_62154, APOSJ_01988, APOSJ_62155
OG0000058	bflo_23948	APOSJ_51554
OG0000059	bflo_21855	APOSJ_34977, APOSJ_41112, APOSJ_15943, APOSJ_15944
OG0000059	bflo_14547, bflo_15017	APOSJ_09529, APOSJ_37930
OG0000059	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815	APOSJ_54479
OG0000059	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089	APOSJ_21577, APOSJ_40721, APOSJ_40724, APOSJ_40723, APOSJ_35006, APOSJ_35005, APOSJ_35004
OG0000059	bflo_13996, bflo_14747	APOSJ_00361, APOSJ_32459
OG0000060	bflo_01659, bflo_06661	APOSJ_62502, APOSJ_14511, APOSJ_62507, APOSJ_14509, APOSJ_53301, APOSJ_53299, APOSJ_62506, APOSJ_08035, APOSJ_62505
OG0000060	bflo_25984, bflo_26009	APOSJ_41349
OG0000060	bflo_01384	APOSJ_24727, APOSJ_46788
OG0000061	bflo_18545	APOSJ_58339, APOSJ_18222, APOSJ_18226, APOSJ_18220, APOSJ_58336, APOSJ_24082, APOSJ_18227, APOSJ_18225, APOSJ_18223, APOSJ_24083, APOSJ_24098, APOSJ_58337, APOSJ_58338, APOSJ_18224
OG0000061	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344	APOSJ_04549, APOSJ_04550
OG0000061	bflo_19609, bflo_18544, bflo_19608, bflo_19290	APOSJ_15713, APOSJ_15716, APOSJ_15714, APOSJ_33562, APOSJ_15715, APOSJ_53824, APOSJ_08464, APOSJ_14395
