Orthogroup	BRAFL	STRPU_ok
OG0000003	bflo_26614	STRPU_12381, STRPU_12395, STRPU_12415, STRPU_12400, STRPU_12399, STRPU_12411, STRPU_12398, STRPU_12397, STRPU_12396, STRPU_12394, STRPU_12393, STRPU_12392, STRPU_12391, STRPU_12390, STRPU_12389, STRPU_12388, STRPU_12387, STRPU_12386, STRPU_12385, STRPU_12384, STRPU_12383, STRPU_12382, STRPU_12380, STRPU_12379, STRPU_12378
OG0000003	bflo_01321	STRPU_04933, STRPU_22487, STRPU_22462, STRPU_22485, STRPU_08169, STRPU_07935, STRPU_22967
OG0000003	bflo_08714	STRPU_02120
OG0000003	bflo_26682	STRPU_09134
OG0000003	bflo_24151	STRPU_20154
OG0000004	bflo_21581, bflo_07267	STRPU_02122, STRPU_15691
OG0000004	bflo_01803	STRPU_07696, STRPU_07682
OG0000004	bflo_07498, bflo_20660	STRPU_04563
OG0000004	bflo_05437	STRPU_26969
OG0000004	bflo_07950	STRPU_07761, STRPU_07767, STRPU_15502, STRPU_03859, STRPU_25874, STRPU_03860
OG0000004	bflo_24278	STRPU_12543, STRPU_12540, STRPU_12539, STRPU_12541, STRPU_03318, STRPU_03319
OG0000004	bflo_00119, bflo_00123, bflo_10641, bflo_11199, bflo_10893, bflo_11198, bflo_11206	STRPU_14825, STRPU_00765, STRPU_14824, STRPU_14822, STRPU_14823, STRPU_14826
OG0000004	bflo_04032	STRPU_19329
OG0000004	bflo_21552, bflo_15225, bflo_07952, bflo_07948, bflo_07951	STRPU_14686, STRPU_14682
OG0000005	bflo_13407	STRPU_18110, STRPU_02307, STRPU_02309
OG0000005	bflo_07266	STRPU_17625, STRPU_17635, STRPU_02284
OG0000005	bflo_10917	STRPU_26723
OG0000006	bflo_10484	STRPU_12837
OG0000006	bflo_07660	STRPU_04777
OG0000006	bflo_14856, bflo_15258	STRPU_05111, STRPU_05037
OG0000006	bflo_22120	STRPU_06684
OG0000006	bflo_16305	STRPU_19989
OG0000006	bflo_10066, bflo_10065	STRPU_12594, STRPU_12593
OG0000006	bflo_12576	STRPU_20521
OG0000006	bflo_23572	STRPU_09165, STRPU_02127
OG0000006	bflo_23665, bflo_23603	STRPU_09164
OG0000006	bflo_06220	STRPU_27184, STRPU_27203
OG0000006	bflo_08237	STRPU_07314
OG0000006	bflo_06222	STRPU_27126
OG0000006	bflo_08431	STRPU_04454, STRPU_04403, STRPU_04401
OG0000006	bflo_22598	STRPU_21069
OG0000006	bflo_15412	STRPU_21071
OG0000006	bflo_10980	STRPU_14340
OG0000007	bflo_13266	STRPU_25459
OG0000007	bflo_05651	STRPU_26581
OG0000007	bflo_16444, bflo_15598	STRPU_21427
OG0000007	bflo_06255	STRPU_26977
OG0000007	bflo_25603	STRPU_18763
OG0000007	bflo_10207	STRPU_09815
OG0000007	bflo_23632	STRPU_10770
OG0000007	bflo_13761	STRPU_25460
OG0000007	bflo_13892	STRPU_25304
OG0000007	bflo_13084	STRPU_25458
OG0000007	bflo_16800	STRPU_08156, STRPU_08157
OG0000007	bflo_12369, bflo_21087	STRPU_16477
OG0000007	bflo_23309	STRPU_21790
OG0000007	bflo_23091	STRPU_08442
OG0000007	bflo_23283	STRPU_08417
OG0000007	bflo_09771	STRPU_12872
OG0000007	bflo_24497	STRPU_10590
OG0000007	bflo_11392	STRPU_21559
OG0000008	bflo_04328	STRPU_10214
OG0000008	bflo_09106, bflo_19282	STRPU_08296
OG0000008	bflo_18246, bflo_18438, bflo_17494, bflo_17234, bflo_17491, bflo_17495, bflo_05246, bflo_16441, bflo_26042, bflo_18070, bflo_16203, bflo_16234, bflo_16238, bflo_16233, bflo_16235, bflo_16231, bflo_16161, bflo_25263, bflo_24546	STRPU_10510
OG0000008	bflo_01785	STRPU_13258
OG0000008	bflo_17089	STRPU_13930, STRPU_13915
OG0000008	bflo_12140	STRPU_23377, STRPU_23376
OG0000009	bflo_13612, bflo_25945	STRPU_16150
OG0000009	bflo_22837, bflo_19871, bflo_04807, bflo_11131, bflo_22838, bflo_04755	STRPU_21731, STRPU_03775
OG0000009	bflo_05031, bflo_26511	STRPU_11543
OG0000009	bflo_05282, bflo_00619, bflo_12605, bflo_16228, bflo_11316, bflo_11969, bflo_19936	STRPU_21043, STRPU_16701, STRPU_21874
OG0000009	bflo_25982	STRPU_00264, STRPU_13826, STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968, STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125
OG0000010	bflo_05472, bflo_03815, bflo_02970, bflo_07912, bflo_08373	STRPU_08974, STRPU_08975
OG0000010	bflo_15348, bflo_17410, bflo_07653, bflo_07652, bflo_08405, bflo_08413, bflo_08396, bflo_08404, bflo_07883	STRPU_11814
OG0000011	bflo_20761, bflo_05867	STRPU_03188, STRPU_03644, STRPU_13118, STRPU_15611, STRPU_01277, STRPU_02577
OG0000011	bflo_27088, bflo_03175	STRPU_09042
OG0000011	bflo_15139	STRPU_04871, STRPU_19442, STRPU_02972, STRPU_07599
OG0000012	bflo_21286, bflo_18299, bflo_13503, bflo_03860, bflo_20457, bflo_22922, bflo_23585, bflo_22923, bflo_21880, bflo_18018, bflo_03629, bflo_05980, bflo_05981, bflo_05336, bflo_21370	STRPU_06380, STRPU_06825
OG0000012	bflo_00214	STRPU_23191, STRPU_23193, STRPU_23192
OG0000012	bflo_14731, bflo_13607, bflo_24594	STRPU_23513
OG0000014	bflo_01206, bflo_05905	STRPU_12767, STRPU_02355
OG0000014	bflo_04326, bflo_04339, bflo_04331	STRPU_17754, STRPU_17755
OG0000014	bflo_06816	STRPU_19509
OG0000015	bflo_11749, bflo_12200, bflo_12395, bflo_12178, bflo_08868, bflo_08913, bflo_09485, bflo_09837, bflo_09947, bflo_12135, bflo_12473, bflo_11972, bflo_10460, bflo_14872	STRPU_05546, STRPU_05605
OG0000015	bflo_14874	STRPU_05547, STRPU_05606
OG0000015	bflo_24142, bflo_23928	STRPU_21905
OG0000016	bflo_00670, bflo_00496, bflo_00501, bflo_21280, bflo_05402, bflo_07241	STRPU_19809, STRPU_00759, STRPU_00757, STRPU_19810
OG0000016	bflo_22718, bflo_13606, bflo_23097, bflo_23092	STRPU_09277
OG0000016	bflo_22486, bflo_01469, bflo_09907, bflo_10149, bflo_21276	STRPU_06664, STRPU_06873, STRPU_06665
OG0000016	bflo_12769	STRPU_15361, STRPU_21110
OG0000016	bflo_01790	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995
OG0000016	bflo_20387	STRPU_22684, STRPU_23485, STRPU_23482, STRPU_23488, STRPU_23483, STRPU_23481, STRPU_23477, STRPU_23478, STRPU_22637, STRPU_00667, STRPU_23082
OG0000017	bflo_00104, bflo_25509, bflo_12984, bflo_04739, bflo_02215	STRPU_03902, STRPU_16459, STRPU_03570, STRPU_12313, STRPU_03243, STRPU_08248, STRPU_00491, STRPU_10677, STRPU_20978, STRPU_15661, STRPU_23626, STRPU_03877, STRPU_15842, STRPU_03876, STRPU_03569, STRPU_11160, STRPU_00513, STRPU_20404, STRPU_11779, STRPU_02604, STRPU_14263, STRPU_23627, STRPU_03875, STRPU_15841, STRPU_00925, STRPU_12810, STRPU_06315, STRPU_01747, STRPU_12439, STRPU_14084, STRPU_22904, STRPU_09791, STRPU_16605, STRPU_08988, STRPU_08586, STRPU_11525, STRPU_25736, STRPU_21215, STRPU_25572, STRPU_19535, STRPU_25735, STRPU_25480, STRPU_20188, STRPU_11306, STRPU_06657, STRPU_04461, STRPU_08845, STRPU_10173, STRPU_07097, STRPU_13942, STRPU_19534, STRPU_13943, STRPU_06082, STRPU_08065, STRPU_15979, STRPU_18493, STRPU_13122, STRPU_20859, STRPU_13649
OG0000018	bflo_08031	STRPU_21331
OG0000019	bflo_10160, bflo_26497, bflo_00628	STRPU_18936, STRPU_21531, STRPU_04750, STRPU_27420, STRPU_26993, STRPU_26980, STRPU_26645, STRPU_26644, STRPU_26646, STRPU_26648, STRPU_26649, STRPU_26725, STRPU_26724
OG0000019	bflo_26518, bflo_26519, bflo_04870	STRPU_23414, STRPU_01023
OG0000020	bflo_19465	STRPU_13949
OG0000020	bflo_17473, bflo_27211	STRPU_20580
OG0000020	bflo_24908	STRPU_19028, STRPU_00464
OG0000020	bflo_12267	STRPU_22748, STRPU_01903
OG0000020	bflo_24384, bflo_16833, bflo_26236, bflo_20748, bflo_09699, bflo_21336, bflo_13053, bflo_12684, bflo_25143, bflo_24001, bflo_22065, bflo_14513	STRPU_26678
OG0000020	bflo_01292	STRPU_22232
OG0000020	bflo_16368	STRPU_19861, STRPU_19888
OG0000020	bflo_14118	STRPU_05007
OG0000020	bflo_07448	STRPU_04309, STRPU_04336
OG0000020	bflo_18684	STRPU_13832
OG0000020	bflo_14450	STRPU_05521
OG0000020	bflo_00687	STRPU_21977
OG0000020	bflo_14415	STRPU_05676
OG0000021	bflo_11723	STRPU_23367
OG0000021	bflo_07173	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572
OG0000021	bflo_12821	STRPU_25829
OG0000021	bflo_20935	STRPU_02205, STRPU_15603
OG0000021	bflo_20505, bflo_09681	STRPU_02212, STRPU_15595
OG0000021	bflo_27402, bflo_22537, bflo_22539, bflo_22305	STRPU_18709, STRPU_19164, STRPU_19932, STRPU_02595, STRPU_19514, STRPU_20213
OG0000021	bflo_14957, bflo_14617, bflo_14568	STRPU_05019, STRPU_05298, STRPU_05227, STRPU_05132, STRPU_05059
OG0000023	bflo_10816, bflo_10061	STRPU_09714, STRPU_09758
OG0000023	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456	STRPU_05490, STRPU_14357, STRPU_15269, STRPU_14358
OG0000023	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990
OG0000026	bflo_14643, bflo_14642, bflo_14973	STRPU_15199, STRPU_15256, STRPU_07319, STRPU_15257, STRPU_18096, STRPU_18095
OG0000026	bflo_06473	STRPU_10195
OG0000026	bflo_11370	STRPU_05748
OG0000027	bflo_13627, bflo_13309, bflo_13311, bflo_13310	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283, STRPU_19609, STRPU_19529, STRPU_19530, STRPU_20300, STRPU_22112, STRPU_22111, STRPU_18177, STRPU_18176, STRPU_18178, STRPU_13457, STRPU_13538
OG0000028	bflo_06341	STRPU_27008
OG0000028	bflo_01235, bflo_02042	STRPU_10620
OG0000028	bflo_24390, bflo_24387, bflo_05196	STRPU_26580, STRPU_26667, STRPU_26665, STRPU_26666, STRPU_26664, STRPU_26663
OG0000029	bflo_00003	STRPU_25978
OG0000029	bflo_25831	STRPU_01827, STRPU_19313
OG0000029	bflo_00316, bflo_26576	STRPU_22529, STRPU_02628
OG0000029	bflo_00742, bflo_13634, bflo_26557, bflo_21595, bflo_21596, bflo_08663, bflo_08664, bflo_03929, bflo_00132, bflo_10187, bflo_00840, bflo_00865, bflo_12518, bflo_00853, bflo_00841, bflo_00854, bflo_00848, bflo_00836, bflo_11153, bflo_10901, bflo_25901, bflo_24407	STRPU_14123
OG0000030	bflo_25955	STRPU_18729, STRPU_18720
OG0000030	bflo_23616	STRPU_08641, STRPU_01462, STRPU_08711
OG0000030	bflo_23730	STRPU_10522
OG0000030	bflo_09719	STRPU_09527
OG0000031	bflo_02624	STRPU_24640
OG0000031	bflo_02501	STRPU_24955
OG0000031	bflo_02849	STRPU_24636
OG0000031	bflo_06021	STRPU_27330
OG0000031	bflo_06369	STRPU_08004
OG0000031	bflo_15458	STRPU_05537, STRPU_05597
OG0000031	bflo_15459	STRPU_05368
OG0000031	bflo_02405	STRPU_24676
OG0000032	bflo_01810	STRPU_07046
OG0000032	bflo_01811, bflo_01636	STRPU_00037
OG0000032	bflo_23561, bflo_23038, bflo_01635	STRPU_24275, STRPU_24481, STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336, STRPU_24340, STRPU_24341, STRPU_09346, STRPU_24445, STRPU_24444, STRPU_24276, STRPU_24277, STRPU_24816
OG0000032	bflo_01430	STRPU_24673, STRPU_24979, STRPU_24342, STRPU_10902, STRPU_10903, STRPU_08795, STRPU_24343
OG0000033	bflo_01352, bflo_03633	STRPU_26620
OG0000033	bflo_22799	STRPU_02311, STRPU_18113
OG0000033	bflo_07886, bflo_24852, bflo_17791	STRPU_15158, STRPU_15977, STRPU_02826, STRPU_19630
OG0000033	bflo_11964	STRPU_25841, STRPU_03301
OG0000033	bflo_24309, bflo_19014, bflo_11315	STRPU_11946
OG0000034	bflo_20326	STRPU_15245, STRPU_15189
OG0000034	bflo_03308, bflo_13145	STRPU_11930, STRPU_11885
OG0000034	bflo_05871	STRPU_27315
OG0000034	bflo_03310	STRPU_11793
OG0000034	bflo_08443	STRPU_04070
OG0000034	bflo_15884	STRPU_19458
OG0000034	bflo_03379	STRPU_12141, STRPU_12106
OG0000035	bflo_02157	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194
OG0000035	bflo_10387, bflo_26954	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032
OG0000035	bflo_10385	STRPU_13051
OG0000035	bflo_09462	STRPU_12705, STRPU_12704
OG0000035	bflo_09767, bflo_09277	STRPU_12998, STRPU_12553
OG0000035	bflo_10386	STRPU_12700
OG0000036	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188	STRPU_26319, STRPU_09906, STRPU_26130, STRPU_25659
OG0000036	bflo_12806, bflo_12805	STRPU_26325, STRPU_26324, STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724
OG0000037	bflo_10999	STRPU_20762
OG0000037	bflo_01342	STRPU_24785
OG0000037	bflo_10180	STRPU_10295, STRPU_10296, STRPU_10297
OG0000038	bflo_16371	STRPU_23732, STRPU_23731
OG0000038	bflo_18833	STRPU_04485
OG0000038	bflo_16788	STRPU_17414, STRPU_17415
OG0000038	bflo_18855	STRPU_18075, STRPU_01765
OG0000039	bflo_25066, bflo_24169	STRPU_05101, STRPU_05100, STRPU_05180
OG0000039	bflo_06186	STRPU_21027
OG0000039	bflo_13135, bflo_00692, bflo_16063, bflo_05536, bflo_26754, bflo_26837, bflo_07279, bflo_07260, bflo_07251, bflo_26843, bflo_07252, bflo_25456, bflo_04828, bflo_25467, bflo_08429, bflo_04543, bflo_04541, bflo_25412	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246
OG0000040	bflo_18133	STRPU_00136
OG0000040	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272	STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238
OG0000041	bflo_09009, bflo_26911, bflo_03344, bflo_12945	STRPU_13000
OG0000042	bflo_18865	STRPU_19965, STRPU_01196, STRPU_02799, STRPU_11464, STRPU_02797, STRPU_02796, STRPU_02798, STRPU_02800, STRPU_18986, STRPU_02718
OG0000043	bflo_21607, bflo_03333, bflo_03334, bflo_21606, bflo_22480, bflo_21604, bflo_03332, bflo_20396, bflo_20397, bflo_26387, bflo_26388, bflo_26390, bflo_26385, bflo_26389, bflo_26386, bflo_01851, bflo_26391, bflo_26228, bflo_17461, bflo_25593, bflo_25594, bflo_25592, bflo_23222, bflo_23223, bflo_23219, bflo_23220, bflo_23221, bflo_23218	STRPU_06030, STRPU_05999, STRPU_05926, STRPU_05935, STRPU_05931, STRPU_05994, STRPU_06002, STRPU_25650, STRPU_06033, STRPU_06024, STRPU_21373, STRPU_04184, STRPU_00010, STRPU_00008, STRPU_00006, STRPU_00002
OG0000043	bflo_18646	STRPU_12193
OG0000043	bflo_23211, bflo_07587	STRPU_03522, STRPU_03585
OG0000043	bflo_19214	STRPU_10844, STRPU_10864
OG0000044	bflo_09762	STRPU_09802
OG0000044	bflo_14922	STRPU_04938
OG0000044	bflo_07748	STRPU_00051
OG0000044	bflo_21687	STRPU_21629
OG0000044	bflo_00108, bflo_00107, bflo_01958, bflo_01243, bflo_26025, bflo_26127, bflo_26635	STRPU_02714, STRPU_24789
OG0000045	bflo_00610	STRPU_16212, STRPU_16247, STRPU_16854, STRPU_16858
OG0000045	bflo_00608	STRPU_22837
OG0000045	bflo_23162	STRPU_16214
OG0000045	bflo_01071	STRPU_27177, STRPU_27196, STRPU_27353, STRPU_27354, STRPU_26421, STRPU_26525, STRPU_26526, STRPU_26527, STRPU_26523, STRPU_26524, STRPU_00475, STRPU_00476, STRPU_19020, STRPU_00474, STRPU_00473
OG0000045	bflo_05500, bflo_05502	STRPU_26605
OG0000045	bflo_05921, bflo_06682, bflo_00542, bflo_23400, bflo_05120, bflo_05118, bflo_00606	STRPU_16861, STRPU_16872
OG0000046	bflo_09128, bflo_05621	STRPU_24167, STRPU_08327, STRPU_08328
OG0000046	bflo_18241, bflo_04660, bflo_14191, bflo_00216, bflo_09271, bflo_01289	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399
OG0000047	bflo_26688, bflo_22263	STRPU_00263, STRPU_17034
OG0000048	bflo_15152	STRPU_05493
OG0000048	bflo_07462	STRPU_09674
OG0000048	bflo_17669	STRPU_20602
OG0000048	bflo_20353	STRPU_20482
OG0000048	bflo_20337	STRPU_17966, STRPU_17965
OG0000048	bflo_12849	STRPU_26191
OG0000049	bflo_17665	STRPU_17072
OG0000049	bflo_12099	STRPU_23537
OG0000049	bflo_24254, bflo_25115	STRPU_10893
OG0000049	bflo_17113, bflo_17536	STRPU_17685, STRPU_17686
OG0000049	bflo_20712	STRPU_04345
OG0000049	bflo_11847	STRPU_23536
OG0000050	bflo_08634, bflo_13204	STRPU_06209, STRPU_11559, STRPU_20985, STRPU_20001, STRPU_23015, STRPU_00753
OG0000050	bflo_05159, bflo_06071, bflo_13661, bflo_23087, bflo_25684, bflo_00569, bflo_19319	STRPU_10411
OG0000051	bflo_08711	STRPU_04087, STRPU_04086, STRPU_04085, STRPU_04081, STRPU_04082, STRPU_04844, STRPU_04845, STRPU_04838, STRPU_04842, STRPU_04843, STRPU_04683, STRPU_04684, STRPU_08146, STRPU_04384, STRPU_04388, STRPU_04386, STRPU_04385, STRPU_11426, STRPU_04634, STRPU_04664
OG0000051	bflo_18195, bflo_17371	STRPU_17901, STRPU_17577, STRPU_17576, STRPU_17547, STRPU_17574, STRPU_17579, STRPU_17578, STRPU_17575, STRPU_02970, STRPU_16946
OG0000052	bflo_05328, bflo_02741	STRPU_00276, STRPU_03183
OG0000052	bflo_00114, bflo_05170	STRPU_16462, STRPU_09642, STRPU_12463, STRPU_09640, STRPU_09643, STRPU_15631, STRPU_23975, STRPU_23951, STRPU_09641, STRPU_12462, STRPU_10210, STRPU_06254, STRPU_06255, STRPU_05990, STRPU_18874
OG0000054	bflo_16354, bflo_16689	STRPU_24985, STRPU_17119, STRPU_17104, STRPU_17103, STRPU_17118
OG0000054	bflo_04388	STRPU_04629, STRPU_04651, STRPU_21552, STRPU_04633, STRPU_04661, STRPU_04884, STRPU_04631, STRPU_04653
OG0000054	bflo_15164	STRPU_24986
OG0000055	bflo_23317	STRPU_20957, STRPU_01318, STRPU_11632
OG0000055	bflo_23228, bflo_23240	STRPU_22907, STRPU_22892, STRPU_07759
OG0000056	bflo_12398	STRPU_26180
OG0000056	bflo_25516	STRPU_19327
OG0000056	bflo_08200, bflo_07902, bflo_08069, bflo_08326, bflo_07804, bflo_22104, bflo_25681	STRPU_18531, STRPU_18489
OG0000056	bflo_15952	STRPU_12248, STRPU_11783
OG0000056	bflo_15237	STRPU_09650, STRPU_14115, STRPU_15286, STRPU_15300
OG0000056	bflo_22428	STRPU_06434
OG0000057	bflo_15406, bflo_07670, bflo_18359, bflo_16293, bflo_17114, bflo_13221	STRPU_15511, STRPU_15515, STRPU_15513, STRPU_15522, STRPU_15517, STRPU_15521, STRPU_15512, STRPU_15518, STRPU_15524, STRPU_15520, STRPU_15523, STRPU_15510, STRPU_15514, STRPU_06456, STRPU_18393, STRPU_10377, STRPU_10376, STRPU_03172, STRPU_10378, STRPU_10379, STRPU_11849, STRPU_11850, STRPU_11851, STRPU_10380, STRPU_16444, STRPU_10382
OG0000057	bflo_09753, bflo_09754, bflo_09752, bflo_09751, bflo_09750, bflo_09743, bflo_09742, bflo_09744, bflo_09121, bflo_09741, bflo_09120, bflo_09740, bflo_09749, bflo_21348, bflo_20324, bflo_23697, bflo_24939, bflo_19525, bflo_00567, bflo_15438	STRPU_10530, STRPU_02305, STRPU_18108, STRPU_09940
OG0000058	bflo_09144	STRPU_08551
OG0000058	bflo_09194	STRPU_10155, STRPU_10092
OG0000058	bflo_23140	STRPU_08934
OG0000058	bflo_24603, bflo_01016, bflo_16790, bflo_24608, bflo_23137, bflo_07524, bflo_08605, bflo_23941, bflo_23940, bflo_23938, bflo_27442, bflo_23937, bflo_23936, bflo_23939, bflo_23943, bflo_23942, bflo_23935	STRPU_09783
OG0000058	bflo_19243, bflo_19245, bflo_19244	STRPU_22659, STRPU_20114, STRPU_20092, STRPU_20113, STRPU_20091, STRPU_20112, STRPU_20090, STRPU_01463, STRPU_08710, STRPU_08708, STRPU_01464
OG0000058	bflo_00086	STRPU_08638
OG0000058	bflo_23142, bflo_24605, bflo_23135, bflo_23136	STRPU_07320, STRPU_07322, STRPU_07323, STRPU_07321
OG0000058	bflo_25011	STRPU_13907
OG0000059	bflo_21855	STRPU_05220
OG0000059	bflo_14547, bflo_15017	STRPU_05822
OG0000059	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815	STRPU_13764, STRPU_01483, STRPU_26445
OG0000059	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089	STRPU_19726, STRPU_19725, STRPU_03376, STRPU_02976
OG0000059	bflo_13996, bflo_14747	STRPU_24694, STRPU_24697, STRPU_24828, STRPU_24005
OG0000060	bflo_01659, bflo_06661	STRPU_24855
OG0000060	bflo_25984, bflo_26009	STRPU_18179
OG0000060	bflo_01384	STRPU_12994
OG0000061	bflo_18545	STRPU_13962
OG0000061	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344	STRPU_02428, STRPU_13635
OG0000061	bflo_19609, bflo_18544, bflo_19608, bflo_19290	STRPU_13960, STRPU_13959, STRPU_13958
OG0000061	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369	STRPU_13278, STRPU_13279, STRPU_13961
OG0000062	bflo_13529	STRPU_08191
OG0000062	bflo_00246	STRPU_19993, STRPU_19459, STRPU_19398
OG0000063	bflo_25923	STRPU_18990, STRPU_18981, STRPU_07188
OG0000063	bflo_26112, bflo_25384, bflo_25322, bflo_25330, bflo_25162, bflo_25268, bflo_25241, bflo_25374, bflo_05397, bflo_25266, bflo_25753	STRPU_18657
OG0000066	bflo_26507, bflo_06316	STRPU_23239
OG0000066	bflo_04761, bflo_11842	STRPU_19100
OG0000066	bflo_26636, bflo_22827	STRPU_13499, STRPU_13506, STRPU_13495
OG0000067	bflo_08170	STRPU_12878, STRPU_12879, STRPU_02372, STRPU_12782, STRPU_12881
OG0000068	bflo_12119	STRPU_23284
OG0000069	bflo_20543, bflo_20542, bflo_20541, bflo_27333	STRPU_24462
OG0000069	bflo_25959	STRPU_08182
OG0000069	bflo_26399, bflo_00093, bflo_25960, bflo_25962	STRPU_00005
OG0000070	bflo_17097, bflo_18391, bflo_18274	STRPU_17447, STRPU_05505
OG0000070	bflo_26467, bflo_13324, bflo_13447, bflo_13247, bflo_14268	STRPU_09262
OG0000070	bflo_19712, bflo_19610	STRPU_26424
