Orthogroup	BRAFL	AMPFI_ok
OG0000019	bflo_26518, bflo_26519, bflo_04870	AMPFI_01264, AMPFI_06523
OG0000019	bflo_15319, bflo_14638, bflo_14407, bflo_14408, bflo_21582, bflo_05781, bflo_06551, bflo_06786, bflo_05478, bflo_06552, bflo_02039, bflo_04152, bflo_18281, bflo_02884, bflo_17342, bflo_17343, bflo_02918, bflo_02876, bflo_25580, bflo_02890, bflo_06715, bflo_06719, bflo_02868, bflo_04218, bflo_15434, bflo_14556	AMPFI_03780
OG0000020	bflo_19465	AMPFI_07852
OG0000020	bflo_19726	AMPFI_03773
OG0000020	bflo_13852	AMPFI_15880
OG0000020	bflo_17473, bflo_27211	AMPFI_19334
OG0000020	bflo_24908	AMPFI_23773
OG0000020	bflo_12267	AMPFI_11019
OG0000020	bflo_24384, bflo_16833, bflo_26236, bflo_20748, bflo_09699, bflo_21336, bflo_13053, bflo_12684, bflo_25143, bflo_24001, bflo_22065, bflo_14513	AMPFI_24792
OG0000020	bflo_16368	AMPFI_07932
OG0000020	bflo_14118	AMPFI_12343
OG0000020	bflo_07448	AMPFI_21494
OG0000020	bflo_18684	AMPFI_06129
OG0000020	bflo_14450	AMPFI_07388
OG0000020	bflo_00687	AMPFI_13969
OG0000020	bflo_14415	AMPFI_11845
OG0000021	bflo_07173	AMPFI_23043, AMPFI_10198
OG0000021	bflo_11166, bflo_11165, bflo_11164	AMPFI_08825
OG0000021	bflo_27402, bflo_22537, bflo_22539, bflo_22305	AMPFI_16391, AMPFI_25518, AMPFI_19616, AMPFI_08794, AMPFI_23196, AMPFI_19941
OG0000021	bflo_14957, bflo_14617, bflo_14568	AMPFI_00389, AMPFI_07405, AMPFI_24716, AMPFI_19890, AMPFI_10085, AMPFI_07684
OG0000023	bflo_10816, bflo_10061	AMPFI_05477
OG0000023	bflo_25079	AMPFI_20581
OG0000023	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456	AMPFI_14885, AMPFI_23006, AMPFI_10764
OG0000023	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	bflo_20954	AMPFI_11290
OG0000026	bflo_21516, bflo_21519, bflo_21523	AMPFI_12171
OG0000026	bflo_14643, bflo_14642, bflo_14973	AMPFI_09960, AMPFI_03858, AMPFI_13122
OG0000026	bflo_26853, bflo_07376	AMPFI_01077, AMPFI_16904
OG0000026	bflo_03704, bflo_21877, bflo_14509, bflo_02973, bflo_03705, bflo_02969, bflo_17121, bflo_03998, bflo_09675, bflo_07770, bflo_18066, bflo_05329, bflo_21515, bflo_21517, bflo_21247, bflo_21501, bflo_21518, bflo_01508, bflo_00408, bflo_21522, bflo_21831, bflo_17285, bflo_17283, bflo_17284, bflo_05278, bflo_09823, bflo_06473, bflo_14607, bflo_03670, bflo_03671, bflo_14608, bflo_14866, bflo_15396, bflo_15364, bflo_15390, bflo_15388, bflo_15386, bflo_15381, bflo_09643, bflo_15362, bflo_08780	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000026	bflo_11370	AMPFI_09720, AMPFI_00659
OG0000027	bflo_13627, bflo_13309, bflo_13311, bflo_13310	AMPFI_03819
OG0000028	bflo_15045, bflo_23186, bflo_23170, bflo_06699, bflo_04841, bflo_14636, bflo_15358	AMPFI_19162
OG0000029	bflo_00003	AMPFI_24572, AMPFI_17682, AMPFI_23832
OG0000029	bflo_25831	AMPFI_05500
OG0000029	bflo_00316, bflo_26576	AMPFI_18884
OG0000030	bflo_08323, bflo_05230	AMPFI_02183
OG0000030	bflo_21886	AMPFI_03176
OG0000031	bflo_04592, bflo_05889, bflo_05515, bflo_02310	AMPFI_01755, AMPFI_10718, AMPFI_14435
OG0000031	bflo_15662	AMPFI_16606
OG0000031	bflo_02624	AMPFI_06256
OG0000031	bflo_02849	AMPFI_14304
OG0000031	bflo_06021	AMPFI_10484
OG0000031	bflo_06369	AMPFI_01333
OG0000031	bflo_15459	AMPFI_10833
OG0000031	bflo_02405	AMPFI_02985
OG0000032	bflo_01811, bflo_01636	AMPFI_06764
OG0000032	bflo_23561, bflo_23038, bflo_01635	AMPFI_03594
OG0000032	bflo_08328, bflo_07783, bflo_19844, bflo_19585, bflo_19127, bflo_19062, bflo_19061, bflo_19371, bflo_18653, bflo_19388	AMPFI_03370
OG0000032	bflo_01430	AMPFI_22327
OG0000033	bflo_01352, bflo_03633	AMPFI_17526, AMPFI_16483, AMPFI_06102, AMPFI_06688
OG0000033	bflo_15322	AMPFI_22418
OG0000033	bflo_22799	AMPFI_19595, AMPFI_18759
OG0000033	bflo_07886, bflo_24852, bflo_17791	AMPFI_23966, AMPFI_19067, AMPFI_17279
OG0000033	bflo_11964	AMPFI_01844, AMPFI_20234
OG0000034	bflo_20326	AMPFI_25310, AMPFI_04753
OG0000034	bflo_03308, bflo_13145	AMPFI_00398
OG0000035	bflo_02157	AMPFI_17275
OG0000035	bflo_10387, bflo_26954	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566
OG0000035	bflo_10385	AMPFI_13261
OG0000035	bflo_09462	AMPFI_07620, AMPFI_08859, AMPFI_16822
OG0000035	bflo_09767, bflo_09277	AMPFI_12878
OG0000035	bflo_10386	AMPFI_11303
OG0000036	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188	AMPFI_11948
OG0000036	bflo_08259, bflo_08260, bflo_16423, bflo_16325	AMPFI_14775, AMPFI_19912
OG0000036	bflo_12806, bflo_12805	AMPFI_15407, AMPFI_19204, AMPFI_07474, AMPFI_19635, AMPFI_18831, AMPFI_22411
OG0000037	bflo_18550, bflo_02879	AMPFI_11581
OG0000037	bflo_10999	AMPFI_25668
OG0000038	bflo_04809	AMPFI_22293
OG0000038	bflo_16788	AMPFI_00855
OG0000038	bflo_10654	AMPFI_11821, AMPFI_12065
OG0000039	bflo_25339, bflo_22047, bflo_13127, bflo_13500, bflo_25066, bflo_24169, bflo_26070	AMPFI_15658
OG0000039	bflo_06186	AMPFI_01199
OG0000039	bflo_16063, bflo_05536, bflo_26754, bflo_26837, bflo_07279, bflo_07260, bflo_07251, bflo_26843, bflo_07252, bflo_25456, bflo_04828, bflo_25467, bflo_08429, bflo_04543, bflo_04541, bflo_25412	AMPFI_17373
OG0000039	bflo_15832	AMPFI_20335, AMPFI_20685, AMPFI_03724
OG0000040	bflo_18133	AMPFI_24657
OG0000040	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272	AMPFI_02741
OG0000042	bflo_25205	AMPFI_23586
OG0000042	bflo_01922, bflo_01196, bflo_01197	AMPFI_03947, AMPFI_21934
OG0000043	bflo_21607, bflo_03333, bflo_03334, bflo_21606, bflo_22480, bflo_21604, bflo_03332, bflo_20396, bflo_20397, bflo_26387, bflo_26388, bflo_26390, bflo_26385, bflo_26389, bflo_26386, bflo_01851, bflo_26391, bflo_26228, bflo_17461, bflo_25593, bflo_25594, bflo_25592, bflo_23222, bflo_23223, bflo_23219, bflo_23220, bflo_23221, bflo_23218	AMPFI_07177
OG0000043	bflo_23211, bflo_07587	AMPFI_13817
OG0000043	bflo_19214	AMPFI_04816
OG0000044	bflo_09762	AMPFI_13059
OG0000044	bflo_14922	AMPFI_02748
OG0000044	bflo_21420, bflo_01236	AMPFI_03703
OG0000044	bflo_12257	AMPFI_04838
OG0000044	bflo_21687	AMPFI_18408
OG0000044	bflo_07502, bflo_13320, bflo_10330	AMPFI_05987, AMPFI_21776
OG0000044	bflo_00108, bflo_00107, bflo_01958, bflo_01243, bflo_26025, bflo_26127, bflo_26635	AMPFI_15551
OG0000045	bflo_00610	AMPFI_20949
OG0000045	bflo_00608	AMPFI_24368
OG0000045	bflo_01071	AMPFI_25297
OG0000046	bflo_09128, bflo_05621	AMPFI_02275, AMPFI_17068
OG0000046	bflo_17346, bflo_17140, bflo_17411, bflo_17138, bflo_15946, bflo_19960, bflo_03865, bflo_11219, bflo_01794, bflo_19942, bflo_19982, bflo_19954, bflo_19961, bflo_19955, bflo_19958, bflo_19956, bflo_19962, bflo_11929, bflo_19932, bflo_10620, bflo_14470, bflo_15030	AMPFI_00292
OG0000046	bflo_12665	AMPFI_06092, AMPFI_02299
OG0000046	bflo_04660, bflo_14191, bflo_00216, bflo_09271, bflo_01289	AMPFI_08774
OG0000047	bflo_26688, bflo_22263	AMPFI_00264, AMPFI_17658, AMPFI_22335, AMPFI_00558, AMPFI_22776, AMPFI_16779, AMPFI_01017, AMPFI_21621, AMPFI_03846
OG0000047	bflo_16428	AMPFI_21704, AMPFI_23685
OG0000047	bflo_15647	AMPFI_20140, AMPFI_20456, AMPFI_00531, AMPFI_17064
OG0000047	bflo_13834	AMPFI_20742, AMPFI_00834
OG0000048	bflo_07462	AMPFI_01185
OG0000048	bflo_27224	AMPFI_21987, AMPFI_06139
OG0000048	bflo_17669	AMPFI_22758
OG0000048	bflo_20353	AMPFI_10591, AMPFI_13556
OG0000048	bflo_20337	AMPFI_16815
OG0000048	bflo_12849	AMPFI_08767
OG0000049	bflo_17113, bflo_17536	AMPFI_09959, AMPFI_25468, AMPFI_22815
OG0000049	bflo_20712	AMPFI_05869
OG0000051	bflo_08711	AMPFI_25569, AMPFI_12251, AMPFI_06956, AMPFI_18032
OG0000051	bflo_18195, bflo_17371	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599
OG0000052	bflo_27040	AMPFI_19325, AMPFI_18674, AMPFI_10009, AMPFI_13726, AMPFI_09858
OG0000052	bflo_05328, bflo_02741	AMPFI_06573, AMPFI_21766, AMPFI_02333, AMPFI_17383, AMPFI_21399, AMPFI_24133, AMPFI_17342, AMPFI_21992, AMPFI_16769, AMPFI_22231
OG0000052	bflo_00114	AMPFI_12754
OG0000052	bflo_05170	AMPFI_03965, AMPFI_20512, AMPFI_13505, AMPFI_14163, AMPFI_22708, AMPFI_14350, AMPFI_13327, AMPFI_07170, AMPFI_10973, AMPFI_20869, AMPFI_16702, AMPFI_09892, AMPFI_19128, AMPFI_20552, AMPFI_11422, AMPFI_14308
OG0000052	bflo_09046, bflo_09710, bflo_00584, bflo_04449, bflo_01355	AMPFI_21569, AMPFI_07204, AMPFI_13487, AMPFI_15398, AMPFI_17200, AMPFI_01100, AMPFI_22535, AMPFI_20388, AMPFI_08105, AMPFI_19421, AMPFI_18413, AMPFI_04515, AMPFI_12378, AMPFI_13504, AMPFI_11435, AMPFI_04528, AMPFI_18268, AMPFI_20266, AMPFI_10566, AMPFI_08584, AMPFI_10936
OG0000054	bflo_04388	AMPFI_10274
OG0000054	bflo_20488, bflo_15707, bflo_15703, bflo_15905, bflo_15752, bflo_23344, bflo_22720, bflo_19106	AMPFI_23388, AMPFI_23387, AMPFI_06988, AMPFI_13427, AMPFI_13250
OG0000054	bflo_09085, bflo_09133, bflo_05501, bflo_06007, bflo_03912, bflo_17229, bflo_17691, bflo_18295, bflo_18294, bflo_26044, bflo_24306, bflo_10355, bflo_13684, bflo_13746, bflo_10411, bflo_13726, bflo_13740, bflo_13675, bflo_13693, bflo_25983, bflo_26141, bflo_25284	AMPFI_25267, AMPFI_10354, AMPFI_24076, AMPFI_02790, AMPFI_02789, AMPFI_19023
OG0000055	bflo_21433	AMPFI_18462
OG0000056	bflo_25516	AMPFI_10015
OG0000056	bflo_15237	AMPFI_06567, AMPFI_06885
OG0000056	bflo_22428	AMPFI_13952, AMPFI_00302
OG0000057	bflo_15406, bflo_07670, bflo_18359, bflo_16293, bflo_17114, bflo_13221	AMPFI_01580, AMPFI_02256
OG0000057	bflo_24939, bflo_19525, bflo_00567, bflo_15438	AMPFI_23737
OG0000058	bflo_09194	AMPFI_18481
OG0000059	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815	AMPFI_17417, AMPFI_04404, AMPFI_21031, AMPFI_04726, AMPFI_09318, AMPFI_05376, AMPFI_04204, AMPFI_22805, AMPFI_10609, AMPFI_22560
OG0000059	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089	AMPFI_02192, AMPFI_01329
OG0000060	bflo_01659, bflo_06661	AMPFI_23758
OG0000060	bflo_25984, bflo_26009	AMPFI_19643
OG0000062	bflo_13529	AMPFI_05434
OG0000062	bflo_00246	AMPFI_05111, AMPFI_02667
OG0000063	bflo_25923	AMPFI_25718, AMPFI_20407, AMPFI_07613
OG0000063	bflo_26060	AMPFI_16608, AMPFI_24341, AMPFI_23675
OG0000066	bflo_00475, bflo_00473, bflo_00474	AMPFI_02908
OG0000066	bflo_11842	AMPFI_09400
OG0000067	bflo_08170	AMPFI_04770
OG0000068	bflo_12119	AMPFI_02504
OG0000068	bflo_12120	AMPFI_11929
OG0000069	bflo_20543, bflo_20542, bflo_20541, bflo_27333	AMPFI_08415
OG0000072	bflo_14353	AMPFI_20479
OG0000072	bflo_04637	AMPFI_26076
OG0000072	bflo_14474	AMPFI_21820
OG0000072	bflo_07890	AMPFI_10116
OG0000072	bflo_11789, bflo_11787, bflo_11788, bflo_11252	AMPFI_17873
OG0000073	bflo_13167	AMPFI_17720, AMPFI_09678
OG0000073	bflo_15886, bflo_10835, bflo_16255, bflo_09590, bflo_09438, bflo_09527	AMPFI_10119
OG0000074	bflo_10921	AMPFI_22998, AMPFI_09812, AMPFI_05452
OG0000074	bflo_14737	AMPFI_19576
OG0000075	bflo_02192	AMPFI_17345, AMPFI_17344
OG0000075	bflo_02500	AMPFI_12462
OG0000075	bflo_02607	AMPFI_03839
OG0000075	bflo_24625	AMPFI_10510
OG0000075	bflo_02487	AMPFI_15829
OG0000075	bflo_12189	AMPFI_15139
OG0000075	bflo_11040	AMPFI_15917
OG0000075	bflo_11652	AMPFI_17574
OG0000077	bflo_09163	AMPFI_08518
OG0000078	bflo_23379, bflo_23493	AMPFI_24840, AMPFI_23657, AMPFI_13938, AMPFI_22390
OG0000079	bflo_00523	AMPFI_09380
OG0000079	bflo_07371	AMPFI_09436, AMPFI_07753, AMPFI_20678, AMPFI_00442
OG0000079	bflo_20026	AMPFI_24805
OG0000079	bflo_01658	AMPFI_06359, AMPFI_07521
OG0000082	bflo_15900	AMPFI_21007
OG0000082	bflo_04889	AMPFI_06890
OG0000082	bflo_00187	AMPFI_15952, AMPFI_11015
OG0000083	bflo_07981	AMPFI_25070, AMPFI_02950, AMPFI_03183, AMPFI_17026, AMPFI_02353, AMPFI_06007, AMPFI_06006, AMPFI_09389, AMPFI_12969, AMPFI_20938, AMPFI_06531, AMPFI_19967, AMPFI_19634, AMPFI_12970, AMPFI_07180, AMPFI_16886, AMPFI_05215, AMPFI_19858, AMPFI_09445, AMPFI_16696, AMPFI_22106, AMPFI_21518, AMPFI_02555, AMPFI_04299, AMPFI_21565, AMPFI_18422, AMPFI_09390, AMPFI_04259, AMPFI_17422, AMPFI_12422, AMPFI_18573
OG0000083	bflo_10398	AMPFI_05014, AMPFI_16451, AMPFI_02295, AMPFI_09906, AMPFI_11280, AMPFI_20014, AMPFI_07179, AMPFI_25004, AMPFI_14557, AMPFI_11131, AMPFI_00181, AMPFI_24785, AMPFI_03500, AMPFI_15650, AMPFI_03031, AMPFI_21300, AMPFI_13219, AMPFI_22069, AMPFI_15760, AMPFI_20105, AMPFI_03660, AMPFI_07901, AMPFI_17694, AMPFI_21854, AMPFI_06694, AMPFI_21611, AMPFI_00790, AMPFI_02867
OG0000085	bflo_00992	AMPFI_20771
OG0000085	bflo_20147	AMPFI_25543
OG0000085	bflo_12569	AMPFI_25819
OG0000085	bflo_20825	AMPFI_25579
OG0000085	bflo_18272, bflo_18210	AMPFI_04349
OG0000086	bflo_08397, bflo_26694, bflo_24334, bflo_04403, bflo_02111	AMPFI_08733
OG0000086	bflo_00239, bflo_26603, bflo_27246, bflo_03575	AMPFI_05946
OG0000086	bflo_13211	AMPFI_04038, AMPFI_13163
OG0000086	bflo_08959	AMPFI_02316, AMPFI_17399
OG0000087	bflo_15474	AMPFI_01947
OG0000087	bflo_02993	AMPFI_07196
OG0000087	bflo_07784	AMPFI_09489
OG0000087	bflo_11840	AMPFI_13769
OG0000087	bflo_11911	AMPFI_08649
OG0000087	bflo_22659	AMPFI_11171
OG0000087	bflo_03240	AMPFI_19662, AMPFI_19663
OG0000088	bflo_12484, bflo_25913, bflo_26055, bflo_02835, bflo_07337, bflo_02839, bflo_02837, bflo_19718, bflo_03903, bflo_20323, bflo_00738	AMPFI_08023, AMPFI_23228, AMPFI_23443, AMPFI_08159, AMPFI_22112, AMPFI_19709, AMPFI_17224, AMPFI_20465, AMPFI_07330, AMPFI_26016, AMPFI_13620, AMPFI_12147
OG0000088	bflo_20465	AMPFI_09459
OG0000089	bflo_02193, bflo_05485, bflo_04536, bflo_25331, bflo_08302, bflo_01704, bflo_02380, bflo_07198, bflo_24284, bflo_27461, bflo_24333, bflo_05569, bflo_17128, bflo_12545, bflo_05487	AMPFI_22175, AMPFI_17226, AMPFI_21389, AMPFI_16243, AMPFI_21827
OG0000090	bflo_16621	AMPFI_23290, AMPFI_05323
OG0000091	bflo_24376, bflo_24373, bflo_24374, bflo_18056, bflo_18055, bflo_18057, bflo_27165, bflo_18268, bflo_05649, bflo_27146, bflo_06396	AMPFI_04685, AMPFI_24623, AMPFI_10622
OG0000093	bflo_06093, bflo_16506, bflo_04478, bflo_02929, bflo_25969, bflo_24926	AMPFI_24276, AMPFI_23360
OG0000093	bflo_16191, bflo_02689	AMPFI_15184
OG0000093	bflo_21514, bflo_02944, bflo_02133, bflo_05347, bflo_02787, bflo_02137	AMPFI_21887
OG0000093	bflo_19907, bflo_22463	AMPFI_20385
OG0000093	bflo_26663	AMPFI_22503
OG0000094	bflo_16311	AMPFI_02648
OG0000094	bflo_11484	AMPFI_06525
OG0000095	bflo_25489, bflo_01865, bflo_25182, bflo_11841, bflo_01804, bflo_01739, bflo_17156, bflo_03512	AMPFI_22619, AMPFI_12414, AMPFI_21103, AMPFI_25777
OG0000096	bflo_21246, bflo_21213	AMPFI_12180
OG0000096	bflo_11038	AMPFI_22693
OG0000096	bflo_17838	AMPFI_24766
OG0000096	bflo_24085, bflo_09131	AMPFI_11230
OG0000096	bflo_18893	AMPFI_25309
OG0000098	bflo_22908, bflo_24811, bflo_02048, bflo_26159	AMPFI_24311
OG0000098	bflo_24865	AMPFI_13259, AMPFI_24967
OG0000098	bflo_05564	AMPFI_03629
OG0000100	bflo_12376	AMPFI_19874
OG0000101	bflo_10195	AMPFI_17596, AMPFI_21293
OG0000101	bflo_22103, bflo_06854	AMPFI_22964
OG0000101	bflo_05084, bflo_22415, bflo_05083, bflo_05081, bflo_22031, bflo_21326, bflo_22414, bflo_22046, bflo_05082, bflo_21328, bflo_21327	AMPFI_24234, AMPFI_14741, AMPFI_20349
OG0000101	bflo_18450	AMPFI_14310, AMPFI_02729
OG0000101	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188	AMPFI_08160
OG0000102	bflo_26889, bflo_08442, bflo_08423, bflo_08476	AMPFI_04172, AMPFI_16803
OG0000102	bflo_04319, bflo_05368	AMPFI_18600, AMPFI_04898, AMPFI_23999
OG0000103	bflo_23791	AMPFI_21097
OG0000104	bflo_11828, bflo_20119	AMPFI_14148
OG0000104	bflo_00906	AMPFI_11040
OG0000104	bflo_09275	AMPFI_02710
OG0000104	bflo_06949	AMPFI_20370
OG0000104	bflo_11475	AMPFI_08614
