Orthogroup	BRAFL	LYTVA_ok
OG0000007	bflo_13892	LYTVA_17245
OG0000007	bflo_13084	LYTVA_04121
OG0000007	bflo_16800	LYTVA_25288
OG0000007	bflo_12369, bflo_21087	LYTVA_03206
OG0000007	bflo_23309	LYTVA_12379, LYTVA_12378
OG0000007	bflo_23091	LYTVA_12480
OG0000007	bflo_23283	LYTVA_06652
OG0000007	bflo_09771	LYTVA_22810, LYTVA_20192
OG0000007	bflo_24497	LYTVA_19839
OG0000007	bflo_11392	LYTVA_05177
OG0000008	bflo_04328	LYTVA_21710
OG0000008	bflo_09106, bflo_19282	LYTVA_29228
OG0000008	bflo_01785	LYTVA_21093
OG0000008	bflo_12140	LYTVA_19305
OG0000009	bflo_13658	LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916
OG0000009	bflo_22837, bflo_19871, bflo_04807, bflo_11131, bflo_22838, bflo_04755	LYTVA_14775
OG0000009	bflo_25982, bflo_13010	LYTVA_30063, LYTVA_15489
OG0000010	bflo_15348, bflo_17410, bflo_07653, bflo_07652, bflo_08405, bflo_08413, bflo_08396, bflo_08404, bflo_07883	LYTVA_21273
OG0000011	bflo_20761, bflo_05867	LYTVA_13841, LYTVA_28284
OG0000011	bflo_13676	LYTVA_28379, LYTVA_03236, LYTVA_09817
OG0000012	bflo_21286, bflo_18299, bflo_13503, bflo_03860, bflo_20457, bflo_22922, bflo_23585, bflo_22923, bflo_21880, bflo_18018, bflo_03629, bflo_05980, bflo_05981, bflo_05336, bflo_21370	LYTVA_11199, LYTVA_24773, LYTVA_27764
OG0000012	bflo_00214	LYTVA_22482
OG0000012	bflo_14731, bflo_13607, bflo_24594	LYTVA_12515, LYTVA_06149
OG0000012	bflo_16244, bflo_17650, bflo_27278, bflo_23543	LYTVA_05189
OG0000014	bflo_01206, bflo_05905	LYTVA_09996
OG0000014	bflo_04326, bflo_04339, bflo_04331	LYTVA_13955
OG0000014	bflo_06816	LYTVA_23372
OG0000015	bflo_11749, bflo_12200, bflo_12395, bflo_12178, bflo_08868, bflo_08913, bflo_09485, bflo_09837, bflo_09947, bflo_12135, bflo_12473, bflo_11972, bflo_10460, bflo_14872	LYTVA_26004
OG0000015	bflo_14874	LYTVA_26002
OG0000015	bflo_24142, bflo_23928	LYTVA_09631, LYTVA_17348, LYTVA_06152
OG0000016	bflo_00670, bflo_00496, bflo_00501, bflo_21280, bflo_05402, bflo_07241	LYTVA_14743
OG0000016	bflo_22718, bflo_13606, bflo_23097, bflo_23092	LYTVA_21831, LYTVA_18288
OG0000016	bflo_22486, bflo_01469, bflo_09907, bflo_10149, bflo_21276	LYTVA_00562
OG0000016	bflo_12769	LYTVA_03299, LYTVA_00787
OG0000016	bflo_01790	LYTVA_13704
OG0000016	bflo_20387	LYTVA_26617, LYTVA_17022, LYTVA_17023, LYTVA_17018, LYTVA_17017, LYTVA_17021, LYTVA_10327, LYTVA_03034, LYTVA_01978
OG0000018	bflo_08031	LYTVA_18794
OG0000019	bflo_04872, bflo_04871, bflo_24292	LYTVA_17120
OG0000019	bflo_10160, bflo_26497, bflo_00628	LYTVA_12149, LYTVA_22145, LYTVA_04453, LYTVA_29578, LYTVA_18165, LYTVA_00831, LYTVA_25953, LYTVA_25954, LYTVA_07425, LYTVA_07424, LYTVA_20407, LYTVA_25834, LYTVA_07423
OG0000019	bflo_06284	LYTVA_18162
OG0000019	bflo_26518, bflo_26519, bflo_04870	LYTVA_01420
OG0000020	bflo_19465	LYTVA_19355
OG0000020	bflo_19726	LYTVA_21318
OG0000020	bflo_17473, bflo_27211	LYTVA_09793
OG0000020	bflo_24908	LYTVA_04298
OG0000020	bflo_12267	LYTVA_23496
OG0000020	bflo_24384, bflo_16833, bflo_26236, bflo_20748, bflo_09699, bflo_21336, bflo_13053, bflo_12684, bflo_25143, bflo_24001, bflo_22065, bflo_14513	LYTVA_08129
OG0000020	bflo_01292	LYTVA_26447
OG0000020	bflo_16368	LYTVA_23009
OG0000020	bflo_14118	LYTVA_12234
OG0000020	bflo_07448	LYTVA_06231
OG0000020	bflo_18684	LYTVA_13730
OG0000020	bflo_14450	LYTVA_09530
OG0000020	bflo_00687	LYTVA_00542
OG0000020	bflo_14415	LYTVA_26250
OG0000021	bflo_11723	LYTVA_04917
OG0000021	bflo_07173	LYTVA_13480, LYTVA_00042, LYTVA_13481
OG0000021	bflo_12821	LYTVA_10118
OG0000021	bflo_20935	LYTVA_09991
OG0000021	bflo_27402, bflo_22537, bflo_22539, bflo_22305	LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778
OG0000021	bflo_14957, bflo_14617, bflo_14568	LYTVA_00398, LYTVA_01830, LYTVA_09376, LYTVA_05943, LYTVA_10849
OG0000023	bflo_10816, bflo_10061	LYTVA_11225
OG0000023	bflo_25079	LYTVA_00179
OG0000023	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074
OG0000023	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416
OG0000026	bflo_21516, bflo_21519, bflo_21523	LYTVA_02302
OG0000026	bflo_06473	LYTVA_19796
OG0000027	bflo_13627, bflo_13309, bflo_13311, bflo_13310	LYTVA_18136, LYTVA_21206, LYTVA_09140, LYTVA_26069, LYTVA_02318, LYTVA_09971, LYTVA_25862
OG0000028	bflo_06341	LYTVA_12763
OG0000028	bflo_24390, bflo_24387, bflo_05196	LYTVA_10314, LYTVA_29171, LYTVA_29172
OG0000029	bflo_00003	LYTVA_19314
OG0000029	bflo_00316, bflo_26576	LYTVA_25609, LYTVA_12911, LYTVA_03248
OG0000029	bflo_00742, bflo_13634, bflo_26557, bflo_21595, bflo_21596, bflo_08663, bflo_08664, bflo_03929, bflo_00132, bflo_10187, bflo_00840, bflo_00865, bflo_12518, bflo_00853, bflo_00841, bflo_00854, bflo_00848, bflo_00836, bflo_11153, bflo_10901, bflo_25901, bflo_24407	LYTVA_02569, LYTVA_10073
OG0000030	bflo_08323, bflo_05230	LYTVA_13667
OG0000030	bflo_25955	LYTVA_28697
OG0000030	bflo_23616	LYTVA_20955, LYTVA_09651
OG0000030	bflo_23730	LYTVA_27291, LYTVA_25957
OG0000030	bflo_09719	LYTVA_27440
OG0000031	bflo_02624	LYTVA_04157, LYTVA_03000
OG0000031	bflo_02501	LYTVA_07242
OG0000031	bflo_02849	LYTVA_07394
OG0000031	bflo_06021	LYTVA_19491
OG0000031	bflo_06369	LYTVA_13645
OG0000031	bflo_15458	LYTVA_05124
OG0000031	bflo_02405	LYTVA_09735
OG0000032	bflo_01810	LYTVA_15487, LYTVA_14158
OG0000032	bflo_23561, bflo_23038, bflo_01635	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746
OG0000032	bflo_01430	LYTVA_26011, LYTVA_24216, LYTVA_22020
OG0000033	bflo_01352, bflo_03633	LYTVA_28431
OG0000033	bflo_15322	LYTVA_01818
OG0000033	bflo_22799	LYTVA_02656, LYTVA_01378
OG0000033	bflo_07886, bflo_24852, bflo_17791	LYTVA_09579, LYTVA_17007, LYTVA_04337, LYTVA_20141, LYTVA_23929, LYTVA_14663, LYTVA_12466
OG0000033	bflo_11964	LYTVA_19303, LYTVA_26986, LYTVA_09691, LYTVA_16830, LYTVA_23842, LYTVA_08232, LYTVA_25046, LYTVA_17139, LYTVA_00757, LYTVA_12726, LYTVA_28732, LYTVA_23242
OG0000033	bflo_24309, bflo_19014, bflo_11315	LYTVA_13507, LYTVA_15542, LYTVA_29590, LYTVA_21552
OG0000034	bflo_20326	LYTVA_20191
OG0000034	bflo_03308, bflo_13145	LYTVA_04080
OG0000034	bflo_05871	LYTVA_29167, LYTVA_10612
OG0000034	bflo_03310	LYTVA_11788
OG0000034	bflo_08443	LYTVA_12673
OG0000034	bflo_15884	LYTVA_04355, LYTVA_01145
OG0000034	bflo_03379	LYTVA_06697
OG0000035	bflo_10387, bflo_26954	LYTVA_02303, LYTVA_16617
OG0000035	bflo_10385	LYTVA_27828
OG0000035	bflo_09462	LYTVA_22468
OG0000035	bflo_09767, bflo_09277	LYTVA_12116
OG0000035	bflo_10386	LYTVA_04128
OG0000036	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947
OG0000036	bflo_12806, bflo_12805	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896
OG0000037	bflo_01342	LYTVA_02747
OG0000037	bflo_10180	LYTVA_25050, LYTVA_25057, LYTVA_25048
OG0000038	bflo_18833	LYTVA_19605
OG0000038	bflo_16788	LYTVA_00437
OG0000038	bflo_05210, bflo_10654	LYTVA_05063
OG0000038	bflo_18855	LYTVA_09823
OG0000039	bflo_25066, bflo_24169	LYTVA_16233
OG0000039	bflo_06186	LYTVA_07607
OG0000039	bflo_13135, bflo_00692, bflo_16063, bflo_05536, bflo_26754, bflo_26837, bflo_07279, bflo_07260, bflo_07251, bflo_26843, bflo_07252, bflo_25456, bflo_04828, bflo_25467, bflo_08429, bflo_04543, bflo_04541, bflo_25412	LYTVA_13062
OG0000040	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285
OG0000041	bflo_09009, bflo_26911, bflo_03344, bflo_12945	LYTVA_25852
OG0000041	bflo_05956	LYTVA_03177
OG0000042	bflo_18865	LYTVA_08434, LYTVA_16298, LYTVA_08433, LYTVA_01660, LYTVA_12527
OG0000043	bflo_21607, bflo_03333, bflo_03334, bflo_21606, bflo_22480, bflo_21604, bflo_03332, bflo_20396, bflo_20397, bflo_26387, bflo_26388, bflo_26390, bflo_26385, bflo_26389, bflo_26386, bflo_01851, bflo_26391, bflo_26228, bflo_17461, bflo_25593, bflo_25594, bflo_25592, bflo_23222, bflo_23223, bflo_23219, bflo_23220, bflo_23221, bflo_23218	LYTVA_05725, LYTVA_13550
OG0000043	bflo_18646	LYTVA_10735, LYTVA_00383
OG0000043	bflo_23211, bflo_07587	LYTVA_00226
OG0000043	bflo_19214	LYTVA_12710
OG0000044	bflo_09762	LYTVA_11853
OG0000044	bflo_14922	LYTVA_26561
OG0000044	bflo_21687	LYTVA_19279
OG0000044	bflo_00108, bflo_00107, bflo_01958, bflo_01243, bflo_26025, bflo_26127, bflo_26635	LYTVA_19469, LYTVA_22018
OG0000045	bflo_00610	LYTVA_24388, LYTVA_02507
OG0000045	bflo_23162	LYTVA_05655
OG0000045	bflo_01071	LYTVA_07146, LYTVA_18766, LYTVA_11571, LYTVA_03087, LYTVA_21403, LYTVA_03810
OG0000045	bflo_05500, bflo_05502	LYTVA_12531
OG0000045	bflo_05921, bflo_06682, bflo_00542, bflo_23400, bflo_05120, bflo_05118, bflo_00606	LYTVA_17566, LYTVA_00420
OG0000046	bflo_09128, bflo_05621	LYTVA_22286
OG0000046	bflo_18241, bflo_04660, bflo_14191, bflo_00216, bflo_09271, bflo_01289	LYTVA_20626
OG0000047	bflo_13834	LYTVA_03680, LYTVA_24771
OG0000048	bflo_15152	LYTVA_06179
OG0000048	bflo_07462	LYTVA_26635
OG0000048	bflo_17669	LYTVA_27999
OG0000048	bflo_20353	LYTVA_08149
OG0000048	bflo_20337	LYTVA_01464, LYTVA_09123
OG0000048	bflo_12849	LYTVA_11620
OG0000049	bflo_17665	LYTVA_16567
OG0000049	bflo_12099	LYTVA_21152
OG0000049	bflo_24254, bflo_25115	LYTVA_07886
OG0000049	bflo_17113, bflo_17536	LYTVA_14034
OG0000049	bflo_20712	LYTVA_28129
OG0000049	bflo_11847	LYTVA_02138
OG0000050	bflo_08634, bflo_13204	LYTVA_22854, LYTVA_13054, LYTVA_07499
OG0000050	bflo_05159, bflo_06071, bflo_13661, bflo_23087, bflo_25684, bflo_00569, bflo_19319	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419
OG0000050	bflo_13685	LYTVA_14198
OG0000051	bflo_08711	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370
OG0000051	bflo_18195, bflo_17371	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428
OG0000052	bflo_00114, bflo_05170	LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162
OG0000054	bflo_16354, bflo_16689	LYTVA_10090, LYTVA_07086, LYTVA_21421, LYTVA_17925, LYTVA_09472, LYTVA_10089
OG0000054	bflo_04388	LYTVA_11502, LYTVA_10035, LYTVA_09103
OG0000055	bflo_18013, bflo_21433	LYTVA_08084
OG0000055	bflo_23317	LYTVA_28790
OG0000055	bflo_23228, bflo_23240	LYTVA_05265
OG0000056	bflo_12398	LYTVA_05867
OG0000056	bflo_25516	LYTVA_03272
OG0000056	bflo_15952	LYTVA_17286
OG0000056	bflo_15237	LYTVA_02051
OG0000056	bflo_22428	LYTVA_00266, LYTVA_13357
OG0000057	bflo_15406, bflo_07670, bflo_18359, bflo_16293, bflo_17114, bflo_13221	LYTVA_22815
OG0000058	bflo_09144	LYTVA_13091
OG0000058	bflo_23140	LYTVA_14430
OG0000058	bflo_24603, bflo_01016, bflo_16790, bflo_24608, bflo_23137, bflo_07524, bflo_08605, bflo_23941, bflo_23940, bflo_23938, bflo_27442, bflo_23937, bflo_23936, bflo_23939, bflo_23943, bflo_23942, bflo_23935	LYTVA_16698
OG0000058	bflo_19243, bflo_19245, bflo_19244	LYTVA_01877, LYTVA_05596
OG0000058	bflo_00086	LYTVA_05598, LYTVA_13005
OG0000058	bflo_23142, bflo_24605, bflo_23135, bflo_23136	LYTVA_01608
OG0000058	bflo_25011	LYTVA_11473
OG0000059	bflo_21855	LYTVA_18957
OG0000059	bflo_14547, bflo_15017	LYTVA_17899
OG0000059	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815	LYTVA_05676
OG0000059	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089	LYTVA_14597, LYTVA_19539, LYTVA_23483, LYTVA_23387
OG0000059	bflo_13996, bflo_14747	LYTVA_06967, LYTVA_19211, LYTVA_17534
OG0000060	bflo_01659, bflo_06661	LYTVA_30158, LYTVA_18098
OG0000060	bflo_25984, bflo_26009	LYTVA_02319
OG0000060	bflo_01384	LYTVA_10196
OG0000061	bflo_18545	LYTVA_16102
OG0000061	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344	LYTVA_20900
OG0000061	bflo_19609, bflo_18544, bflo_19608, bflo_19290	LYTVA_02993, LYTVA_26455, LYTVA_26459
OG0000061	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369	LYTVA_19867, LYTVA_16101
OG0000062	bflo_13529	LYTVA_18550
OG0000063	bflo_26112, bflo_25384, bflo_25322, bflo_25330, bflo_25162, bflo_25268, bflo_25241, bflo_25374, bflo_05397, bflo_25266, bflo_25753	LYTVA_16178
OG0000066	bflo_26507, bflo_06316	LYTVA_00023
OG0000066	bflo_24133	LYTVA_19934
OG0000066	bflo_04761, bflo_11842	LYTVA_14724
OG0000067	bflo_08170	LYTVA_00141, LYTVA_19952, LYTVA_28647
OG0000069	bflo_20543, bflo_20542, bflo_20541, bflo_27333	LYTVA_15781
OG0000069	bflo_07771	LYTVA_19096
OG0000070	bflo_17097, bflo_18391, bflo_18274	LYTVA_12849
OG0000070	bflo_26467, bflo_13324, bflo_13447, bflo_13247, bflo_14268	LYTVA_20188, LYTVA_21334
OG0000070	bflo_19712, bflo_19610	LYTVA_15079
OG0000070	bflo_18938, bflo_18939, bflo_18680, bflo_18677, bflo_08024, bflo_18676, bflo_06405, bflo_17765, bflo_24928, bflo_03653, bflo_13031, bflo_19530, bflo_18681, bflo_18560, bflo_19218, bflo_19322, bflo_19716, bflo_18678, bflo_18529, bflo_05505, bflo_19611, bflo_01821, bflo_08623, bflo_19607, bflo_03948	LYTVA_12105, LYTVA_23845, LYTVA_23846, LYTVA_20695
OG0000070	bflo_15003, bflo_25235	LYTVA_28943, LYTVA_15085, LYTVA_24840, LYTVA_07974, LYTVA_17344, LYTVA_15317
OG0000071	bflo_17295	LYTVA_30156
OG0000071	bflo_03355	LYTVA_10873, LYTVA_10872, LYTVA_22942, LYTVA_22941, LYTVA_07051, LYTVA_07050, LYTVA_22709
OG0000072	bflo_14353	LYTVA_16436
OG0000072	bflo_14484	LYTVA_26888
OG0000072	bflo_14474	LYTVA_23422
OG0000072	bflo_07890	LYTVA_09419
OG0000072	bflo_07359	LYTVA_15899
OG0000073	bflo_13167	LYTVA_08820, LYTVA_28046
OG0000073	bflo_15886, bflo_10835, bflo_16255, bflo_09590, bflo_09438, bflo_09527	LYTVA_03728
OG0000074	bflo_10921	LYTVA_27116, LYTVA_29211, LYTVA_07270, LYTVA_29253, LYTVA_09687
OG0000074	bflo_14737	LYTVA_24139
OG0000075	bflo_02192	LYTVA_00904
OG0000075	bflo_02500	LYTVA_07044
OG0000075	bflo_02607	LYTVA_01857
OG0000075	bflo_12166	LYTVA_12523
OG0000077	bflo_09725	LYTVA_24286
OG0000077	bflo_20919, bflo_20836, bflo_03467, bflo_21221, bflo_01044, bflo_00674, bflo_00541, bflo_14967, bflo_10820, bflo_23366	LYTVA_08553
OG0000077	bflo_09163	LYTVA_24285
OG0000078	bflo_23379, bflo_23493	LYTVA_16618, LYTVA_07236, LYTVA_10716
OG0000079	bflo_00523	LYTVA_19637, LYTVA_24538, LYTVA_21250
OG0000079	bflo_20026	LYTVA_05934
OG0000079	bflo_01658, bflo_04787, bflo_15789, bflo_21965, bflo_10278, bflo_21970, bflo_21968	LYTVA_06214, LYTVA_17750
OG0000081	bflo_15913, bflo_15912, bflo_16774, bflo_16578, bflo_25892, bflo_26241	LYTVA_25424
OG0000082	bflo_15900	LYTVA_25888
OG0000082	bflo_04889	LYTVA_18803
OG0000082	bflo_00187	LYTVA_21157, LYTVA_15644, LYTVA_26329
OG0000082	bflo_13856	LYTVA_02026, LYTVA_02027, LYTVA_02312, LYTVA_17399
OG0000083	bflo_14979, bflo_14980, bflo_14849, bflo_14850, bflo_15203, bflo_08533	LYTVA_26815
OG0000083	bflo_07981	LYTVA_15569
OG0000083	bflo_10398	LYTVA_16423, LYTVA_09980, LYTVA_09975, LYTVA_09977, LYTVA_16282, LYTVA_10654, LYTVA_10655, LYTVA_03220, LYTVA_22437, LYTVA_16287, LYTVA_16288, LYTVA_19590, LYTVA_11202, LYTVA_02097, LYTVA_02096, LYTVA_10643, LYTVA_28544, LYTVA_14550, LYTVA_23744, LYTVA_00140, LYTVA_24573
OG0000084	bflo_10754	LYTVA_14799
OG0000084	bflo_07855, bflo_08694, bflo_08099	LYTVA_18145
OG0000084	bflo_07872, bflo_07661, bflo_07747	LYTVA_02391
OG0000085	bflo_00992	LYTVA_19136
OG0000085	bflo_12569	LYTVA_05365
OG0000085	bflo_20825	LYTVA_09034
OG0000085	bflo_18272, bflo_18210	LYTVA_06708
OG0000086	bflo_03575	LYTVA_14367
OG0000087	bflo_21260	LYTVA_15159
OG0000087	bflo_15461	LYTVA_06727
OG0000087	bflo_08208	LYTVA_24079
OG0000087	bflo_02993	LYTVA_22406
OG0000087	bflo_02949	LYTVA_22963
OG0000087	bflo_11911	LYTVA_04512
OG0000087	bflo_22659	LYTVA_18728
OG0000087	bflo_03240	LYTVA_07967
OG0000088	bflo_12484, bflo_25913, bflo_26055, bflo_02835, bflo_07337, bflo_02839, bflo_02837, bflo_19718, bflo_03903, bflo_20323, bflo_00738	LYTVA_25176, LYTVA_22082, LYTVA_14006, LYTVA_21232, LYTVA_01236, LYTVA_20639, LYTVA_10043, LYTVA_19532, LYTVA_01363, LYTVA_15031, LYTVA_01366, LYTVA_27296, LYTVA_08261, LYTVA_00566, LYTVA_29559, LYTVA_14054, LYTVA_14936, LYTVA_12867, LYTVA_29601, LYTVA_12865
OG0000088	bflo_20465	LYTVA_28455
OG0000089	bflo_02193, bflo_05485, bflo_04536, bflo_25331, bflo_08302, bflo_01704, bflo_02380, bflo_07198, bflo_24284, bflo_27461, bflo_24333, bflo_05569, bflo_17128, bflo_12545, bflo_05487	LYTVA_06742, LYTVA_22521, LYTVA_05675, LYTVA_25746, LYTVA_25741, LYTVA_21117, LYTVA_13006, LYTVA_19844
OG0000089	bflo_17832, bflo_01283	LYTVA_06777, LYTVA_25975
OG0000090	bflo_16621	LYTVA_15309, LYTVA_26827, LYTVA_02577
OG0000090	bflo_15352	LYTVA_05131
OG0000090	bflo_01805	LYTVA_28107, LYTVA_09935
OG0000090	bflo_10557	LYTVA_07602
OG0000090	bflo_02393	LYTVA_18395, LYTVA_13128
OG0000091	bflo_24376, bflo_24373, bflo_24374, bflo_18056, bflo_18055, bflo_18057, bflo_27165, bflo_18268, bflo_05649, bflo_27146, bflo_06396	LYTVA_04137
OG0000093	bflo_06093, bflo_16506, bflo_04478, bflo_02929, bflo_25969, bflo_24926	LYTVA_06682, LYTVA_02617
OG0000093	bflo_26663	LYTVA_18071
OG0000093	bflo_15515, bflo_15405, bflo_15517, bflo_27119, bflo_14174, bflo_15413, bflo_15404, bflo_19904, bflo_08402, bflo_20451, bflo_26066, bflo_22106, bflo_08411, bflo_26076, bflo_15244, bflo_15246, bflo_15144, bflo_15245, bflo_12946, bflo_10451, bflo_08956, bflo_13239, bflo_15466, bflo_15075, bflo_11196, bflo_15194, bflo_02688, bflo_10905, bflo_07386	LYTVA_29075, LYTVA_25106, LYTVA_28477, LYTVA_25104
OG0000094	bflo_11484	LYTVA_09221
OG0000095	bflo_25489, bflo_01865, bflo_25182, bflo_11841, bflo_01804, bflo_01739, bflo_17156, bflo_03512	LYTVA_04385, LYTVA_29816, LYTVA_16046, LYTVA_16047, LYTVA_11749, LYTVA_09779, LYTVA_25118, LYTVA_13288, LYTVA_13853, LYTVA_24054, LYTVA_27487, LYTVA_28301
OG0000096	bflo_21246, bflo_21213	LYTVA_28490
OG0000096	bflo_11038	LYTVA_12286
OG0000096	bflo_17838	LYTVA_21388
OG0000096	bflo_24085, bflo_09131	LYTVA_19397
OG0000096	bflo_03032	LYTVA_24298
OG0000096	bflo_18893	LYTVA_20858
OG0000097	bflo_24938, bflo_05080, bflo_21325, bflo_05085, bflo_21849, bflo_03707, bflo_05045, bflo_21324, bflo_22420	LYTVA_17895
OG0000097	bflo_11333	LYTVA_10769, LYTVA_01595, LYTVA_13052, LYTVA_17582, LYTVA_19115, LYTVA_16485, LYTVA_10771, LYTVA_16484, LYTVA_19310, LYTVA_13138, LYTVA_11546, LYTVA_13556, LYTVA_18036, LYTVA_11818, LYTVA_13555, LYTVA_26641
OG0000098	bflo_24865	LYTVA_15643
OG0000098	bflo_05564	LYTVA_16909
