Orthogroup	BRAFL	BRALA
OG0000001	bflo_22963, bflo_15401, bflo_01765, bflo_21469	BRALA21156
OG0000001	bflo_24437	BRALA19588
OG0000001	bflo_24440	BRALA19586
OG0000002	bflo_10743	BRALA19734
OG0000002	bflo_14897	BRALA28971
OG0000002	bflo_23881	BRALA13962
OG0000002	bflo_05739	BRALA24414
OG0000002	bflo_21182	BRALA24243
OG0000002	bflo_13707, bflo_13715, bflo_17652	BRALA17824
OG0000002	bflo_09097, bflo_09099	BRALA28952, BRALA33640, BRALA28951, BRALA34586
OG0000002	bflo_13037	BRALA28279, BRALA02635
OG0000002	bflo_13533	BRALA12500
OG0000002	bflo_03228	BRALA02394
OG0000002	bflo_21287	BRALA02393, BRALA12208
OG0000002	bflo_23657	BRALA06193, BRALA06192
OG0000002	bflo_04290	BRALA12524
OG0000002	bflo_00094	BRALA04416
OG0000002	bflo_17367	BRALA20174, BRALA26760, BRALA23949, BRALA18644, BRALA02269, BRALA16429
OG0000002	bflo_00884	BRALA22142
OG0000002	bflo_09101	BRALA19929
OG0000002	bflo_09095	BRALA19930
OG0000002	bflo_09111, bflo_09109	BRALA32338
OG0000002	bflo_12588	BRALA20554
OG0000002	bflo_17497, bflo_02368	BRALA21492
OG0000002	bflo_17498	BRALA22510
OG0000002	bflo_25563	BRALA17577, BRALA01102, BRALA16253, BRALA11862
OG0000002	bflo_06206, bflo_06205	BRALA13544, BRALA13542
OG0000002	bflo_25930	BRALA01271
OG0000002	bflo_26131	BRALA00868
OG0000002	bflo_26130, bflo_25287, bflo_00331, bflo_25393, bflo_26134, bflo_26137, bflo_25819, bflo_25402	BRALA05067, BRALA24317, BRALA30805, BRALA05068, BRALA05069
OG0000002	bflo_11581, bflo_22671	BRALA16745
OG0000002	bflo_22660	BRALA10425
OG0000002	bflo_11130	BRALA30468
OG0000002	bflo_17799, bflo_18344	BRALA24331
OG0000002	bflo_04757	BRALA13772
OG0000002	bflo_26393, bflo_11566, bflo_11880	BRALA12787
OG0000002	bflo_08809	BRALA28959
OG0000002	bflo_11571	BRALA12788
OG0000002	bflo_18062	BRALA22141, BRALA22208, BRALA01522, BRALA21191, BRALA02619
OG0000002	bflo_17796, bflo_17499, bflo_17810, bflo_17878, bflo_17798, bflo_17351	BRALA12358, BRALA12505
OG0000002	bflo_18490	BRALA16485
OG0000002	bflo_10984	BRALA09406
OG0000003	bflo_09100	BRALA32340
OG0000003	bflo_09110	BRALA28950
OG0000003	bflo_26615, bflo_04790	BRALA33939, BRALA01916
OG0000003	bflo_02237	BRALA11277
OG0000003	bflo_26996	BRALA03419
OG0000003	bflo_01321	BRALA35907
OG0000003	bflo_23600	BRALA34993, BRALA18601
OG0000003	bflo_24207, bflo_19873, bflo_26986	BRALA30232
OG0000003	bflo_08714	BRALA07610
OG0000003	bflo_26930	BRALA19933, BRALA07599
OG0000003	bflo_19434, bflo_27269	BRALA23550
OG0000003	bflo_15766	BRALA10124
OG0000003	bflo_22230	BRALA07070
OG0000003	bflo_26929	BRALA07069
OG0000003	bflo_27439	BRALA20351
OG0000003	bflo_09845	BRALA23384
OG0000003	bflo_26599, bflo_26600, bflo_26598	BRALA02712, BRALA07571
OG0000003	bflo_18522	BRALA23910
OG0000003	bflo_19532	BRALA16566
OG0000004	bflo_00546, bflo_11160	BRALA16461, BRALA23965, BRALA02945, BRALA09920, BRALA16460
OG0000004	bflo_21581, bflo_07267	BRALA16167
OG0000004	bflo_07498, bflo_20660	BRALA27667
OG0000004	bflo_18067	BRALA12395
OG0000004	bflo_05437	BRALA08526
OG0000004	bflo_17240	BRALA14376
OG0000004	bflo_00410	BRALA14386, BRALA13197, BRALA34097, BRALA08699
OG0000004	bflo_24214	BRALA33844
OG0000004	bflo_24400, bflo_08125, bflo_09695, bflo_01777	BRALA26617
OG0000004	bflo_07914	BRALA03918
OG0000004	bflo_11205, bflo_09686, bflo_00121	BRALA15703
OG0000004	bflo_21986	BRALA13601
OG0000004	bflo_04032	BRALA02003, BRALA02015
OG0000005	bflo_16145	BRALA11141
OG0000005	bflo_16762, bflo_16144, bflo_15993, bflo_16755, bflo_04838	BRALA20236
OG0000005	bflo_00488	BRALA24049, BRALA24867
OG0000005	bflo_17905	BRALA34270
OG0000005	bflo_09935	BRALA18306, BRALA18305, BRALA22610
OG0000005	bflo_16770	BRALA18416
OG0000005	bflo_26492	BRALA00625
OG0000005	bflo_15868	BRALA18454
OG0000005	bflo_16776	BRALA18460, BRALA18459
OG0000005	bflo_21372	BRALA12234
OG0000005	bflo_13407	BRALA25414, BRALA34368
OG0000005	bflo_07266	BRALA15577, BRALA04488
OG0000005	bflo_08461	BRALA07928
OG0000005	bflo_08460	BRALA04490
OG0000005	bflo_07020	BRALA04489
OG0000005	bflo_07656	BRALA08015, BRALA08013
OG0000005	bflo_13613, bflo_13706	BRALA16467
OG0000005	bflo_13036	BRALA16464
OG0000005	bflo_00914	BRALA31590
OG0000005	bflo_00505	BRALA24865
OG0000005	bflo_00504	BRALA24860
OG0000005	bflo_00482	BRALA24861
OG0000005	bflo_00815	BRALA00380
OG0000005	bflo_19551	BRALA26703
OG0000005	bflo_26509	BRALA00381
OG0000005	bflo_10917	BRALA15287
OG0000006	bflo_03612	BRALA27911
OG0000006	bflo_10484	BRALA07705
OG0000006	bflo_06221	BRALA17590
OG0000006	bflo_07660	BRALA06686
OG0000006	bflo_14856, bflo_15258	BRALA19242
OG0000006	bflo_22120	BRALA06109
OG0000006	bflo_22526	BRALA23800
OG0000006	bflo_10066	BRALA07568
OG0000006	bflo_10065	BRALA29276
OG0000006	bflo_12576	BRALA22280
OG0000006	bflo_23572	BRALA06185
OG0000006	bflo_23665	BRALA06182
OG0000006	bflo_23603	BRALA06186
OG0000006	bflo_22579	BRALA24212
OG0000006	bflo_06220	BRALA17603
OG0000006	bflo_09963	BRALA30843
OG0000006	bflo_08237	BRALA03602
OG0000006	bflo_06222	BRALA17591
OG0000006	bflo_08431	BRALA24372
OG0000006	bflo_22598	BRALA24993
OG0000006	bflo_15412	BRALA24994
OG0000006	bflo_10980	BRALA22628
OG0000007	bflo_13266	BRALA03259
OG0000007	bflo_05651	BRALA13447, BRALA13448
OG0000007	bflo_16444	BRALA20872
OG0000007	bflo_15598	BRALA20870
OG0000007	bflo_06255	BRALA09541
OG0000007	bflo_25903	BRALA01304
OG0000007	bflo_24652, bflo_24653, bflo_24651, bflo_24654	BRALA08592
OG0000007	bflo_10207	BRALA31416
OG0000007	bflo_23632	BRALA11149
OG0000007	bflo_13761	BRALA03260
OG0000007	bflo_13742	BRALA20579
OG0000007	bflo_13892	BRALA03286
OG0000007	bflo_13084	BRALA03282
OG0000007	bflo_00716	BRALA08350
OG0000007	bflo_12223	BRALA09316
OG0000007	bflo_16800	BRALA25787
OG0000007	bflo_12369	BRALA26097
OG0000007	bflo_21087	BRALA14947
OG0000007	bflo_23309	BRALA22487
OG0000007	bflo_23091	BRALA06491
OG0000007	bflo_23283	BRALA18647
OG0000007	bflo_09771	BRALA23348
OG0000007	bflo_24497	BRALA05625
OG0000007	bflo_11392	BRALA30788
OG0000008	bflo_25964, bflo_01367, bflo_00741	BRALA16035
OG0000008	bflo_24920	BRALA05591
OG0000008	bflo_04328	BRALA27338
OG0000008	bflo_09106	BRALA19914
OG0000008	bflo_10580	BRALA10079, BRALA21454
OG0000008	bflo_11711	BRALA15422, BRALA15425
OG0000008	bflo_08472, bflo_08473, bflo_00405	BRALA04407
OG0000008	bflo_01106	BRALA17128, BRALA07906, BRALA15503, BRALA14714
OG0000008	bflo_07328, bflo_08279	BRALA07908
OG0000008	bflo_24300	BRALA07907
OG0000008	bflo_02874, bflo_22928	BRALA21582, BRALA02557
OG0000008	bflo_16759, bflo_16352, bflo_16351, bflo_16760	BRALA27339
OG0000008	bflo_16631	BRALA27336
OG0000008	bflo_18246	BRALA26171, BRALA33769
OG0000008	bflo_18438	BRALA26174
OG0000008	bflo_05246, bflo_16441, bflo_26042	BRALA26137
OG0000008	bflo_16203, bflo_16234, bflo_16238, bflo_16233, bflo_16235, bflo_16231, bflo_16161, bflo_25263, bflo_24546	BRALA30164
OG0000008	bflo_01785	BRALA09673
OG0000008	bflo_17089	BRALA26942
OG0000008	bflo_12140	BRALA20539
OG0000008	bflo_24820	BRALA05754
OG0000008	bflo_24836	BRALA05767
OG0000008	bflo_23968, bflo_00088, bflo_24054, bflo_24837, bflo_24839	BRALA05758
OG0000008	bflo_24838	BRALA05753
OG0000008	bflo_24924	BRALA05580
OG0000008	bflo_11080	BRALA28057
OG0000008	bflo_07954	BRALA03967
OG0000008	bflo_07942	BRALA19653
OG0000008	bflo_07547	BRALA19700
OG0000008	bflo_04028, bflo_18374, bflo_24491, bflo_04327, bflo_04330, bflo_04337	BRALA02027
OG0000008	bflo_04336	BRALA02016
OG0000008	bflo_07550	BRALA02018
OG0000008	bflo_22064	BRALA05740
OG0000008	bflo_10972, bflo_19398	BRALA09034
OG0000008	bflo_20071	BRALA20418
OG0000008	bflo_17599	BRALA19645
OG0000009	bflo_13612, bflo_25945	BRALA33044, BRALA32203, BRALA32983
OG0000009	bflo_13658	BRALA34913
OG0000009	bflo_05031, bflo_26511	BRALA26896, BRALA05198, BRALA23884, BRALA31944
OG0000009	bflo_05282, bflo_00619, bflo_12605, bflo_16228, bflo_11316, bflo_11969	BRALA24985
OG0000009	bflo_19936	BRALA23462, BRALA30489
OG0000009	bflo_25982	BRALA32265, BRALA29866, BRALA26277, BRALA33071, BRALA32981, BRALA30024, BRALA26298, BRALA26297, BRALA06338
OG0000010	bflo_01925, bflo_02047, bflo_02046, bflo_01877, bflo_01910	BRALA13736
OG0000010	bflo_21331	BRALA14215
OG0000010	bflo_22061, bflo_21857	BRALA13464, BRALA24211, BRALA24209
OG0000010	bflo_00973	BRALA24210, BRALA03886
OG0000010	bflo_05472	BRALA17508, BRALA01650
OG0000010	bflo_03815, bflo_02970	BRALA02432
OG0000010	bflo_07912	BRALA03920
OG0000010	bflo_08373	BRALA03888
OG0000010	bflo_25814	BRALA01026
OG0000010	bflo_01084	BRALA09806
OG0000010	bflo_08401	BRALA20380, BRALA25997
OG0000010	bflo_23855, bflo_02791	BRALA21212
OG0000010	bflo_23795	BRALA10410
OG0000010	bflo_23406	BRALA13100
OG0000010	bflo_06245	BRALA23756
OG0000010	bflo_06244	BRALA23757
OG0000010	bflo_00460	BRALA23755
OG0000010	bflo_18660	BRALA23754
OG0000010	bflo_08393	BRALA23978
OG0000010	bflo_07884	BRALA26010, BRALA26008
OG0000010	bflo_12780	BRALA26958
OG0000010	bflo_08406	BRALA23969
OG0000010	bflo_17410	BRALA34111
OG0000010	bflo_07653	BRALA03882
OG0000010	bflo_08405	BRALA23970
OG0000010	bflo_08413, bflo_08396	BRALA23974
OG0000010	bflo_08404	BRALA23975
OG0000010	bflo_07883	BRALA23976, BRALA23977
OG0000011	bflo_20761, bflo_05867	BRALA07657, BRALA07658, BRALA14523, BRALA24764, BRALA15476, BRALA23449, BRALA24766, BRALA32763, BRALA07512, BRALA05037
OG0000011	bflo_27088, bflo_03175	BRALA13222
OG0000011	bflo_13676	BRALA34301
OG0000011	bflo_15139	BRALA17612
OG0000012	bflo_10914	BRALA09401
OG0000012	bflo_11151	BRALA09395
OG0000012	bflo_12368	BRALA26096
OG0000012	bflo_25561, bflo_24862	BRALA05662
OG0000012	bflo_04680	BRALA23780
OG0000012	bflo_21369	BRALA12214
OG0000012	bflo_21286	BRALA12212
OG0000012	bflo_18299	BRALA16898
OG0000012	bflo_13503, bflo_03860	BRALA21507
OG0000012	bflo_20457	BRALA26960
OG0000012	bflo_22922	BRALA19503
OG0000012	bflo_23585, bflo_22923	BRALA19502, BRALA19501
OG0000012	bflo_21880, bflo_18018	BRALA18532
OG0000012	bflo_03629	BRALA31453, BRALA26961
OG0000012	bflo_05980, bflo_05981	BRALA08455
OG0000012	bflo_05336, bflo_21370	BRALA12215
OG0000012	bflo_00214	BRALA00546
OG0000012	bflo_03201	BRALA02238
OG0000012	bflo_12089	BRALA10950, BRALA10951
OG0000012	bflo_03151	BRALA20781
OG0000012	bflo_14493, bflo_14233, bflo_14492	BRALA12637, BRALA12640, BRALA12639
OG0000012	bflo_14491	BRALA12638
OG0000012	bflo_15468	BRALA09310
OG0000012	bflo_23300	BRALA03124
OG0000012	bflo_13550, bflo_14004	BRALA22025
OG0000012	bflo_13556	BRALA22013
OG0000012	bflo_22373	BRALA27149
OG0000012	bflo_23580, bflo_22924	BRALA13116
OG0000012	bflo_13858	BRALA30617
OG0000012	bflo_23041	BRALA01515, BRALA11191, BRALA13154
OG0000012	bflo_08994, bflo_08989	BRALA13813
OG0000012	bflo_13492	BRALA30615
OG0000012	bflo_13855	BRALA30614
OG0000012	bflo_27094	BRALA30613, BRALA35525, BRALA30616
OG0000012	bflo_13060	BRALA33283
OG0000012	bflo_15354	BRALA20556, BRALA29089, BRALA20557
OG0000012	bflo_14447	BRALA20559
OG0000012	bflo_14731, bflo_13607, bflo_24594	BRALA22947
OG0000013	bflo_12936	BRALA22396
OG0000013	bflo_11697	BRALA10995
OG0000013	bflo_11698	BRALA11091
OG0000013	bflo_16773	BRALA18430
OG0000013	bflo_16475	BRALA18428
OG0000013	bflo_16445	BRALA02691
OG0000013	bflo_16476	BRALA18429
OG0000013	bflo_25396, bflo_04269	BRALA32294
OG0000013	bflo_21374	BRALA12236
OG0000013	bflo_15079, bflo_14235	BRALA30121, BRALA23251, BRALA30117
OG0000013	bflo_24199	BRALA15745
OG0000013	bflo_11867, bflo_21976	BRALA16184
OG0000013	bflo_11784	BRALA20536, BRALA31575
OG0000013	bflo_21577	BRALA04855, BRALA20488
OG0000013	bflo_21900	BRALA16970
OG0000013	bflo_25566, bflo_21578, bflo_03861	BRALA23206
OG0000013	bflo_16342, bflo_25995	BRALA31240
OG0000013	bflo_16188, bflo_16183, bflo_16341, bflo_15584	BRALA23084, BRALA03245, BRALA05270, BRALA21240
OG0000013	bflo_14996, bflo_14997, bflo_14998	BRALA11603
OG0000013	bflo_21646	BRALA14897
OG0000013	bflo_00400	BRALA10656, BRALA10655
OG0000013	bflo_21337, bflo_21640, bflo_06006, bflo_21919, bflo_21643, bflo_21642, bflo_21641, bflo_21338	BRALA22697, BRALA13629
OG0000014	bflo_17972	BRALA07540
OG0000014	bflo_15593	BRALA21801
OG0000014	bflo_15583	BRALA21800, BRALA21799
OG0000014	bflo_06812	BRALA01526
OG0000014	bflo_06282	BRALA01524
OG0000014	bflo_09943	BRALA18301
OG0000014	bflo_00188, bflo_05813, bflo_02920	BRALA01520
OG0000014	bflo_08010, bflo_08009	BRALA04327
OG0000014	bflo_26434, bflo_00922	BRALA00445, BRALA00446
OG0000014	bflo_18033	BRALA17457
OG0000014	bflo_03941	BRALA17456
OG0000014	bflo_22331	BRALA05963
OG0000014	bflo_22489	BRALA16193, BRALA05964, BRALA05965
OG0000014	bflo_01842, bflo_22542	BRALA06004
OG0000014	bflo_25978, bflo_21218, bflo_10799, bflo_22565	BRALA12570
OG0000014	bflo_06456, bflo_22034	BRALA24203, BRALA14273
OG0000014	bflo_22564, bflo_21315, bflo_06680	BRALA09954
OG0000014	bflo_02758	BRALA14267
OG0000014	bflo_20044, bflo_19893	BRALA14274, BRALA07196
OG0000014	bflo_18525, bflo_05141	BRALA14079
OG0000014	bflo_01206, bflo_05905	BRALA21274
OG0000014	bflo_04326	BRALA28626
OG0000014	bflo_04339	BRALA28625
OG0000014	bflo_04331	BRALA28624
OG0000014	bflo_06816	BRALA09953, BRALA20835, BRALA21213, BRALA14270
OG0000015	bflo_11749	BRALA21862
OG0000015	bflo_12200	BRALA21864
OG0000015	bflo_12395	BRALA21860
OG0000015	bflo_12178	BRALA21861
OG0000015	bflo_08913	BRALA07541
OG0000015	bflo_09485	BRALA18254
OG0000015	bflo_09837	BRALA18253
OG0000015	bflo_09947	BRALA26423
OG0000015	bflo_12135	BRALA21859
OG0000015	bflo_12473	BRALA21858
OG0000015	bflo_11972	BRALA21865
OG0000015	bflo_10460	BRALA07699
OG0000015	bflo_14872	BRALA22448
OG0000015	bflo_14874	BRALA22447
OG0000015	bflo_24142	BRALA18748
OG0000015	bflo_23928	BRALA15755
OG0000015	bflo_13822	BRALA03405
OG0000015	bflo_22604	BRALA12137
OG0000015	bflo_21321, bflo_22116	BRALA14251
OG0000015	bflo_21512	BRALA11669
OG0000015	bflo_22110	BRALA11671
OG0000015	bflo_22066	BRALA11672
OG0000015	bflo_22701	BRALA13048
OG0000015	bflo_24955	BRALA14342
OG0000015	bflo_17773	BRALA19701
OG0000015	bflo_17747	BRALA22042
OG0000015	bflo_17701	BRALA22048
OG0000015	bflo_14970	BRALA22438
OG0000016	bflo_21268	BRALA14185
OG0000016	bflo_21464	BRALA14188, BRALA14187
OG0000016	bflo_21269	BRALA14186
OG0000016	bflo_00670	BRALA00484
OG0000016	bflo_00496, bflo_00501	BRALA00482
OG0000016	bflo_21280, bflo_05402, bflo_07241	BRALA24680
OG0000016	bflo_13606	BRALA32113
OG0000016	bflo_23097, bflo_23092	BRALA10406
OG0000016	bflo_09907	BRALA21418
OG0000016	bflo_10149	BRALA29534
OG0000016	bflo_21276	BRALA13585
OG0000016	bflo_24737	BRALA05543
OG0000016	bflo_12769	BRALA24127
OG0000016	bflo_22757	BRALA35656
OG0000016	bflo_23260	BRALA16777
OG0000016	bflo_02738	BRALA04807
OG0000016	bflo_02096, bflo_02737, bflo_02551, bflo_26656	BRALA04808
OG0000016	bflo_01790	BRALA09686
OG0000016	bflo_20387	BRALA22170
OG0000018	bflo_08031	BRALA30091, BRALA20808
OG0000019	bflo_04872	BRALA31027
OG0000019	bflo_04871	BRALA00002
OG0000019	bflo_24292	BRALA17788
OG0000019	bflo_27149	BRALA23254
OG0000019	bflo_02909, bflo_06783	BRALA08382
OG0000019	bflo_04197	BRALA08384, BRALA08351
OG0000019	bflo_22767	BRALA16757
OG0000019	bflo_06001	BRALA35055
OG0000019	bflo_05746, bflo_23533	BRALA10428
OG0000019	bflo_26497	BRALA00309
OG0000019	bflo_00628	BRALA00310, BRALA00311
OG0000019	bflo_06284	BRALA23185, BRALA13461, BRALA09553
OG0000019	bflo_26518, bflo_26519	BRALA00404, BRALA00405
OG0000019	bflo_15319	BRALA23253
OG0000019	bflo_14638	BRALA16935
OG0000019	bflo_14407, bflo_14408	BRALA16938
OG0000019	bflo_21582	BRALA16161
OG0000019	bflo_05781	BRALA13485
OG0000019	bflo_06786	BRALA13482
OG0000019	bflo_05478	BRALA33941
OG0000019	bflo_06552	BRALA13483
OG0000019	bflo_02039	BRALA08371
OG0000019	bflo_04152	BRALA00611
OG0000019	bflo_02884, bflo_17342, bflo_17343, bflo_02918	BRALA08352
OG0000019	bflo_02876	BRALA01468
OG0000019	bflo_25580, bflo_02890	BRALA26666, BRALA08383
OG0000019	bflo_06715, bflo_06719, bflo_02868, bflo_04218	BRALA00610
OG0000019	bflo_15434, bflo_14556	BRALA13160
OG0000020	bflo_04613	BRALA30796
OG0000020	bflo_12668	BRALA12010
OG0000020	bflo_19465	BRALA09135
OG0000020	bflo_19726	BRALA27241
OG0000020	bflo_20627	BRALA02483, BRALA23113
OG0000020	bflo_13852	BRALA30618
OG0000020	bflo_17473, bflo_27211	BRALA28848
OG0000020	bflo_24908	BRALA05608
OG0000020	bflo_12267	BRALA18984
OG0000020	bflo_13699	BRALA03076
OG0000020	bflo_11209	BRALA19763
OG0000020	bflo_01316	BRALA21902
OG0000020	bflo_26255, bflo_05601	BRALA16840
OG0000020	bflo_05497	BRALA01910
OG0000020	bflo_24504	BRALA05743
OG0000020	bflo_09206	BRALA25854
OG0000020	bflo_24474	BRALA14414
OG0000020	bflo_24384	BRALA19612
OG0000020	bflo_16833	BRALA17137, BRALA26917, BRALA04450, BRALA19326
OG0000020	bflo_26236	BRALA17705, BRALA01370, BRALA04503
OG0000020	bflo_20748	BRALA22183
OG0000020	bflo_09699, bflo_21336	BRALA09492
OG0000020	bflo_13053, bflo_12684	BRALA12060, BRALA03276, BRALA03275
OG0000020	bflo_25143	BRALA15785
OG0000020	bflo_24001, bflo_22065	BRALA31112, BRALA12011, BRALA22630
OG0000020	bflo_14513	BRALA11869
OG0000020	bflo_23109	BRALA11167
OG0000020	bflo_16368	BRALA27392
OG0000020	bflo_14118	BRALA11912
OG0000020	bflo_18684	BRALA18130
OG0000020	bflo_14450	BRALA12599
OG0000020	bflo_00687	BRALA10628
OG0000020	bflo_14415	BRALA23615
OG0000021	bflo_11723	BRALA18963
OG0000021	bflo_07173	BRALA18098
OG0000021	bflo_11166, bflo_11165, bflo_11164	BRALA18043
OG0000021	bflo_12821	BRALA22428
OG0000021	bflo_20935	BRALA30352
OG0000021	bflo_20505, bflo_09681	BRALA34639, BRALA31905
OG0000021	bflo_27402, bflo_22537	BRALA06012
OG0000021	bflo_14617	BRALA20360
OG0000021	bflo_14568	BRALA20164
OG0000021	bflo_14963	BRALA20364
OG0000021	bflo_15001	BRALA11803
OG0000021	bflo_14964, bflo_14616	BRALA20363
OG0000021	bflo_14965	BRALA20361
OG0000022	bflo_08168	BRALA26060
OG0000023	bflo_10816	BRALA34393, BRALA34449
OG0000023	bflo_10061	BRALA33273
OG0000023	bflo_25079	BRALA25880
OG0000023	bflo_24815	BRALA05747
OG0000023	bflo_00728	BRALA25168
OG0000023	bflo_18293	BRALA25184
OG0000023	bflo_17225	BRALA25185
OG0000023	bflo_17512	BRALA29062
OG0000023	bflo_20456	BRALA25437
OG0000023	bflo_03801	BRALA19145
OG0000023	bflo_20063	BRALA14945
OG0000023	bflo_12134	BRALA23600
OG0000023	bflo_20667	BRALA23601
OG0000023	bflo_16641	BRALA02985
OG0000023	bflo_17014	BRALA02983
OG0000023	bflo_22812	BRALA35419, BRALA11100, BRALA28758
OG0000023	bflo_03971, bflo_03972, bflo_00874	BRALA17881
OG0000023	bflo_06832	BRALA21074
OG0000023	bflo_14042	BRALA03421
OG0000023	bflo_10033	BRALA29841
OG0000023	bflo_02724	BRALA06984
OG0000023	bflo_02807	BRALA06983
OG0000023	bflo_02853	BRALA04762
OG0000023	bflo_20954	BRALA33103
OG0000026	bflo_14642	BRALA22923
OG0000026	bflo_14973	BRALA12678, BRALA12677
OG0000026	bflo_26853, bflo_07376	BRALA18399, BRALA07898, BRALA07900, BRALA07899
OG0000026	bflo_11818	BRALA15313
OG0000026	bflo_11639	BRALA17325
OG0000026	bflo_05121	BRALA16217
OG0000026	bflo_13696, bflo_05113, bflo_05112, bflo_05117, bflo_05111, bflo_05116	BRALA10481, BRALA13063
OG0000026	bflo_20425, bflo_14521	BRALA15952
OG0000026	bflo_14522, bflo_14520	BRALA05914, BRALA05915, BRALA10202, BRALA12591
OG0000026	bflo_10763, bflo_10764, bflo_10766, bflo_10762, bflo_10765	BRALA01447, BRALA05916, BRALA05917
OG0000026	bflo_21047	BRALA23569
OG0000026	bflo_12073	BRALA17359
OG0000026	bflo_03704, bflo_21877, bflo_14509	BRALA09041
OG0000026	bflo_02973, bflo_03705, bflo_02969	BRALA20501
OG0000026	bflo_17121	BRALA02475
OG0000026	bflo_09675	BRALA29792
OG0000026	bflo_07770	BRALA23720, BRALA33266, BRALA32596, BRALA29794, BRALA27975, BRALA26635, BRALA07999, BRALA07996
OG0000026	bflo_18066	BRALA27524, BRALA27525
OG0000026	bflo_05329, bflo_21515, bflo_21517	BRALA11644
OG0000026	bflo_21247, bflo_21501, bflo_21518, bflo_01508, bflo_00408, bflo_21522, bflo_21831	BRALA11643
OG0000026	bflo_17285, bflo_17283, bflo_17284	BRALA01094, BRALA31858
OG0000026	bflo_05278	BRALA29917
OG0000026	bflo_09823	BRALA18251
OG0000026	bflo_06473	BRALA01767
OG0000026	bflo_14607, bflo_03670, bflo_03671, bflo_14608, bflo_14866, bflo_15396, bflo_15364, bflo_15390, bflo_15388, bflo_15386, bflo_15381	BRALA23099
OG0000026	bflo_09643	BRALA26971
OG0000026	bflo_15362	BRALA26970
OG0000026	bflo_08780	BRALA13781
OG0000027	bflo_07313, bflo_06884	BRALA04074
OG0000027	bflo_21207	BRALA06095
OG0000027	bflo_21232	BRALA06094
OG0000027	bflo_21997	BRALA06046
OG0000027	bflo_16745	BRALA20610
OG0000027	bflo_11436	BRALA28131
OG0000027	bflo_00219	BRALA26178
OG0000027	bflo_00221, bflo_00220	BRALA25170
OG0000027	bflo_22002, bflo_20174	BRALA33815
OG0000027	bflo_13627, bflo_13309, bflo_13311, bflo_13310	BRALA16500, BRALA16502
OG0000027	bflo_00954	BRALA15148
OG0000027	bflo_21377	BRALA12240
