#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/0.521288096047105.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/target.clean..pos
BGpeak32681	Scaffold_17_1_contigs	35589611	35590268	+	0.000	0.000	TCONS_00017748
BGpeak34709	Scaffold_18_1_contigs	18020445	18020622	+	0.000	0.000	TCONS_00019290
BGpeak34993	Scaffold_18_1_contigs	21740208	21740456	+	0.000	0.000	TCONS_00019368
BGpeak70266	Scaffold_6_1_contigs	32647988	32648453	+	0.000	0.000	TCONS_00048110
BGpeak36825	Scaffold_19_1_contigs	3060528	3060841	+	0.000	0.000	TCONS_00021938
BGpeak71166	Scaffold_6_1_contigs	42172104	42172848	+	0.000	0.000	TCONS_00048396
BGpeak71784	Scaffold_7_1_contigs	62683	62924	+	0.000	0.000	TCONS_00051178
BGpeak37031	Scaffold_19_1_contigs	6606759	6607205	+	0.000	0.000	TCONS_00021998
BGpeak37672	Scaffold_19_1_contigs	16913292	16913572	+	0.000	0.000	TCONS_00021202
BGpeak72235	Scaffold_7_1_contigs	7144097	7144288	+	0.000	0.000	TCONS_00050158
BGpeak37925	Scaffold_19_1_contigs	20315272	20315619	+	0.000	0.000	TCONS_00022417
BGpeak1678	Scaffold_10_1_contigs	25124517	25124807	+	0.000	0.000	TCONS_00000757
BGpeak1715	Scaffold_10_1_contigs	25909822	25910137	+	0.000	0.000	TCONS_00001920
