Orthogroup	SACKO_ok	OWEFU
OG0000021	SACKO_25838	OFUSG19689.1.p1, OFUSG09303.1.p1, OFUSG14494.2.p1, OFUSG14494.1.p1, OFUSG26703.1.p1, OFUSG06096.1.p1, OFUSG07156.1.p1
OG0000021	SACKO_24637, SACKO_24630, SACKO_24646, SACKO_24640	OFUSG25558.2.p1, OFUSG25558.1.p1, OFUSG03208.1.p1, OFUSG03209.1.p1, OFUSG03193.1.p1, OFUSG03185.1.p1, OFUSG03188.1.p1
OG0000023	SACKO_10529	OFUSG06069.1.p1
OG0000023	SACKO_06926	OFUSG15304.2.p1, OFUSG15304.1.p1, OFUSG15456.2.p1, OFUSG15456.1.p1
OG0000023	SACKO_14770, SACKO_29082, SACKO_29077, SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924	OFUSG14875.1.p1, OFUSG15289.1.p1, OFUSG15289.2.p1
OG0000026	SACKO_19144	OFUSG07096.1.p1, OFUSG14450.1.p1, OFUSG11988.1.p1, OFUSG07552.1.p1, OFUSG06751.1.p1, OFUSG08116.1.p1, OFUSG06159.1.p1, OFUSG25623.1.p1
OG0000026	SACKO_04600	OFUSG24983.1.p1, OFUSG24982.1.p1, OFUSG22806.1.p1, OFUSG15814.1.p1, OFUSG04509.1.p1, OFUSG25030.1.p1, OFUSG08716.1.p1, OFUSG23811.1.p1, OFUSG07410.1.p1, OFUSG07411.1.p1, OFUSG02117.1.p1, OFUSG04992.1.p1, OFUSG04993.1.p1, OFUSG22113.1.p1, OFUSG23954.1.p1, OFUSG23953.1.p1, OFUSG15116.1.p1, OFUSG02635.1.p1, OFUSG07188.1.p1, OFUSG14518.1.p1, OFUSG06741.1.p1, OFUSG04994.1.p1, OFUSG10925.1.p1
OG0000026	SACKO_23233	OFUSG26427.1.p1
OG0000026	SACKO_30546, SACKO_02606, SACKO_02595, SACKO_02609, SACKO_24097	OFUSG00817.1.p1
OG0000026	SACKO_15830	OFUSG25446.1.p1
OG0000026	SACKO_24091	OFUSG24229.1.p1
OG0000027	SACKO_30755, SACKO_33108, SACKO_05489, SACKO_05485, SACKO_05487, SACKO_04609, SACKO_04624, SACKO_33129, SACKO_21634, SACKO_02136	OFUSG07714.1.p1, OFUSG07714.2.p1, OFUSG21523.1.p1, OFUSG02454.1.p1, OFUSG18692.1.p1, OFUSG08461.1.p1, OFUSG07492.1.p1, OFUSG07492.3.p1, OFUSG07492.2.p1, OFUSG21969.1.p1, OFUSG21968.1.p1, OFUSG13255.1.p1
OG0000027	SACKO_02698	OFUSG21901.2.p1, OFUSG21901.1.p1
OG0000028	SACKO_21693, SACKO_21697, SACKO_31574, SACKO_31841, SACKO_05910, SACKO_09884, SACKO_09873, SACKO_09880, SACKO_34223, SACKO_34222, SACKO_34227	OFUSG05527.1.p1, OFUSG03389.1.p1
OG0000028	SACKO_00730, SACKO_00734, SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060	OFUSG09732.1.p1, OFUSG14981.3.p1, OFUSG14981.2.p1, OFUSG14981.1.p1, OFUSG09734.1.p1, OFUSG08335.1.p1, OFUSG09733.1.p1, OFUSG09733.2.p1
OG0000028	SACKO_00054, SACKO_29910	OFUSG13583.2.p1, OFUSG13583.4.p1, OFUSG13584.1.p1, OFUSG13583.3.p1, OFUSG13583.1.p1, OFUSG09817.1.p1, OFUSG09817.2.p1, OFUSG09817.4.p1, OFUSG09817.3.p1, OFUSG09817.5.p1
OG0000028	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407	OFUSG16442.1.p1, OFUSG16442.2.p1
OG0000028	SACKO_04520	OFUSG12432.2.p1, OFUSG12432.1.p1, OFUSG25286.1.p1, OFUSG11555.1.p1
OG0000029	SACKO_10012, SACKO_10033	OFUSG25151.1.p1, OFUSG10698.1.p1, OFUSG20711.1.p1
OG0000029	SACKO_27642, SACKO_27630, SACKO_27646, SACKO_08652, SACKO_02246, SACKO_27633, SACKO_08653, SACKO_30490, SACKO_30494, SACKO_05717, SACKO_21895, SACKO_27648, SACKO_19028, SACKO_29723	OFUSG06802.1.p1
OG0000029	SACKO_12540	OFUSG26611.2.p1, OFUSG26611.1.p1
OG0000029	SACKO_07374	OFUSG21155.1.p1
OG0000029	SACKO_15001	OFUSG16858.1.p1
OG0000029	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195	OFUSG15790.1.p1, OFUSG00743.1.p1, OFUSG20635.1.p1, OFUSG20634.1.p1, OFUSG14781.1.p1, OFUSG14779.1.p1, OFUSG14780.1.p1, OFUSG14783.1.p1, OFUSG20636.1.p1, OFUSG20271.1.p1, OFUSG26756.1.p1, OFUSG04638.1.p1, OFUSG03243.1.p1, OFUSG11383.1.p1, OFUSG19505.1.p1, OFUSG16898.2.p1, OFUSG16898.1.p1
OG0000030	SACKO_06190, SACKO_06196	OFUSG16143.1.p1
OG0000030	SACKO_22667, SACKO_24779, SACKO_06416, SACKO_06421	OFUSG16141.1.p1, OFUSG16142.2.p1, OFUSG16142.1.p1
OG0000030	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143	OFUSG07789.1.p1, OFUSG07787.1.p1
OG0000030	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170	OFUSG04213.1.p1
OG0000030	SACKO_23559	OFUSG21119.1.p1
OG0000030	SACKO_16655, SACKO_09928, SACKO_09940	OFUSG17928.1.p1
OG0000030	SACKO_31385, SACKO_04683, SACKO_04687, SACKO_04475	OFUSG26562.1.p1, OFUSG14908.1.p1, OFUSG24122.1.p1, OFUSG13621.1.p1, OFUSG26418.1.p1, OFUSG03647.1.p1, OFUSG12449.1.p1, OFUSG03648.1.p1, OFUSG03242.1.p1
OG0000030	SACKO_26701	OFUSG14128.1.p1, OFUSG14128.2.p1
OG0000030	SACKO_07650, SACKO_31340, SACKO_33296, SACKO_16706, SACKO_20032	OFUSG15638.1.p1, OFUSG15630.1.p1, OFUSG05089.1.p1, OFUSG05089.2.p1
OG0000031	SACKO_18621	OFUSG03902.1.p1, OFUSG03902.2.p1
OG0000031	SACKO_18614	OFUSG16479.2.p1, OFUSG16479.1.p1
OG0000031	SACKO_16512	OFUSG09754.1.p1
OG0000031	SACKO_21501	OFUSG12627.1.p1
OG0000031	SACKO_14417	OFUSG02210.1.p1
OG0000031	SACKO_32680	OFUSG17671.1.p1
OG0000031	SACKO_03088	OFUSG16797.1.p1
OG0000032	SACKO_26058	OFUSG07861.1.p1
OG0000032	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754	OFUSG18519.1.p1, OFUSG17008.1.p1, OFUSG09556.1.p1, OFUSG07282.1.p1, OFUSG25694.1.p1, OFUSG01271.1.p1, OFUSG01272.1.p1, OFUSG09756.1.p1, OFUSG20192.1.p1
OG0000032	SACKO_02664	OFUSG26521.2.p1, OFUSG26521.1.p1
OG0000032	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243	OFUSG17627.1.p1, OFUSG17627.2.p1, OFUSG17268.1.p1
OG0000034	SACKO_08906	OFUSG15530.3.p1, OFUSG15530.1.p1, OFUSG15530.2.p1
OG0000034	SACKO_19192	OFUSG01833.2.p1, OFUSG01833.1.p1
OG0000034	SACKO_16505	OFUSG08780.1.p1
OG0000034	SACKO_05860	OFUSG00313.1.p1
OG0000034	SACKO_20630, SACKO_18516	OFUSG10792.1.p1, OFUSG10792.2.p1
OG0000034	SACKO_18648	OFUSG08088.1.p1
OG0000034	SACKO_20915	OFUSG09735.1.p1
OG0000035	SACKO_31939	OFUSG08016.1.p1, OFUSG08016.2.p1
OG0000035	SACKO_02558	OFUSG16461.1.p1
OG0000035	SACKO_31936	OFUSG07703.1.p1
OG0000035	SACKO_19408	OFUSG09470.1.p1
OG0000035	SACKO_12639	OFUSG07007.1.p1, OFUSG07007.2.p1
OG0000035	SACKO_13246	OFUSG07851.1.p1
OG0000035	SACKO_16912, SACKO_19307, SACKO_22660	OFUSG25460.1.p1, OFUSG07717.1.p1
OG0000035	SACKO_07333, SACKO_04598, SACKO_31940, SACKO_31943, SACKO_08422	OFUSG07099.1.p1, OFUSG07288.1.p1, OFUSG07098.1.p1
OG0000036	SACKO_28321	OFUSG20712.1.p1, OFUSG08497.1.p1, OFUSG08495.1.p1
OG0000036	SACKO_21179, SACKO_14647, SACKO_15030, SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	OFUSG16630.1.p1, OFUSG16630.2.p1, OFUSG14389.1.p1, OFUSG16691.1.p1
OG0000036	SACKO_28315	OFUSG05272.1.p1
OG0000037	SACKO_22630	OFUSG11734.1.p1, OFUSG11735.1.p1, OFUSG11736.1.p1, OFUSG25144.1.p1
OG0000037	SACKO_05171	OFUSG11664.2.p1, OFUSG11664.3.p1, OFUSG11664.1.p1
OG0000037	SACKO_21107, SACKO_21121, SACKO_07542, SACKO_17953, SACKO_17956	OFUSG24232.1.p1, OFUSG22475.1.p1
OG0000038	SACKO_01199	OFUSG15211.1.p1
OG0000038	SACKO_30496	OFUSG08090.1.p1
OG0000038	SACKO_08733	OFUSG09678.1.p1, OFUSG15797.1.p1
OG0000038	SACKO_08703	OFUSG07063.1.p1, OFUSG04821.1.p1, OFUSG19292.1.p1
OG0000038	SACKO_00016	OFUSG04771.1.p1
OG0000038	SACKO_05258, SACKO_05271	OFUSG26080.1.p1, OFUSG26080.2.p1
OG0000039	SACKO_24480	OFUSG18528.1.p1, OFUSG18528.2.p1
OG0000039	SACKO_16726	OFUSG05314.1.p1
OG0000039	SACKO_22588	OFUSG13135.1.p1
OG0000039	SACKO_15245	OFUSG21070.1.p1, OFUSG21072.1.p1, OFUSG21071.1.p1, OFUSG07209.1.p1
OG0000040	SACKO_01629, SACKO_21533	OFUSG26663.1.p1, OFUSG26665.1.p1, OFUSG26662.1.p1, OFUSG26667.2.p1, OFUSG26667.1.p1, OFUSG26660.1.p1, OFUSG26661.1.p1, OFUSG26664.2.p1, OFUSG26661.2.p1, OFUSG26664.1.p1, OFUSG00178.1.p1, OFUSG00136.1.p1, OFUSG00136.2.p1, OFUSG26668.1.p1, OFUSG00137.1.p1
OG0000041	SACKO_08282	OFUSG07896.1.p1
OG0000041	SACKO_06515	OFUSG21324.4.p1, OFUSG21324.2.p1, OFUSG21324.1.p1, OFUSG21324.3.p1
OG0000043	SACKO_16081, SACKO_11560, SACKO_06732, SACKO_06744, SACKO_30022, SACKO_28017, SACKO_06742, SACKO_06747, SACKO_06718, SACKO_22845, SACKO_22851, SACKO_06719, SACKO_27090, SACKO_10903, SACKO_10887, SACKO_10910, SACKO_10918, SACKO_27578, SACKO_10867, SACKO_10904, SACKO_27580, SACKO_10923, SACKO_10919, SACKO_06713, SACKO_06727, SACKO_06759, SACKO_00470	OFUSG12022.1.p1
OG0000043	SACKO_11078	OFUSG22688.1.p1
OG0000044	SACKO_11589	OFUSG03166.1.p1
OG0000045	SACKO_19853	OFUSG07521.1.p1
OG0000045	SACKO_32920	OFUSG07524.1.p1, OFUSG00566.1.p1, OFUSG00564.1.p1, OFUSG00563.1.p1, OFUSG00567.1.p1
OG0000045	SACKO_19866, SACKO_19846	OFUSG07523.1.p1
OG0000045	SACKO_03986, SACKO_29244	OFUSG18977.1.p1
OG0000045	SACKO_22441	OFUSG07701.1.p1
OG0000046	SACKO_04617	OFUSG14160.1.p1
OG0000046	SACKO_30288	OFUSG10763.1.p1, OFUSG10761.1.p1
OG0000048	SACKO_10818	OFUSG15815.1.p1
OG0000048	SACKO_29264	OFUSG16887.1.p1
OG0000048	SACKO_04413	OFUSG15705.1.p1
OG0000048	SACKO_24161	OFUSG19541.1.p1
OG0000048	SACKO_12018	OFUSG11584.1.p1
OG0000048	SACKO_03133	OFUSG11587.1.p1
OG0000048	SACKO_17673	OFUSG11562.2.p1, OFUSG11562.1.p1
OG0000048	SACKO_04525, SACKO_04530, SACKO_31187	OFUSG07757.1.p1, OFUSG07755.1.p1, OFUSG07756.1.p1, OFUSG07755.2.p2, OFUSG07756.2.p1, OFUSG07027.1.p1
OG0000048	SACKO_29639	OFUSG04756.1.p1
OG0000049	SACKO_08936	OFUSG00390.1.p1
OG0000049	SACKO_25469	OFUSG06038.1.p1
OG0000049	SACKO_25472	OFUSG14032.1.p1, OFUSG18823.3.p1, OFUSG18823.1.p1, OFUSG18823.2.p1
OG0000049	SACKO_03908	OFUSG23568.1.p1, OFUSG21437.1.p1
