Orthogroup	SACKO_ok	BRALA
OG0000035	SACKO_08422	BRALA13917
OG0000036	SACKO_28321	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181
OG0000036	SACKO_14647	BRALA35896
OG0000036	SACKO_15030	BRALA06754
OG0000036	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	BRALA31321, BRALA06755, BRALA06753, BRALA18345
OG0000036	SACKO_28315	BRALA22402, BRALA22404
OG0000037	SACKO_22630	BRALA22282
OG0000037	SACKO_05171	BRALA22275
OG0000037	SACKO_15149	BRALA16015
OG0000037	SACKO_07542, SACKO_17953, SACKO_17956	BRALA16388
OG0000038	SACKO_01199	BRALA07451, BRALA32346
OG0000038	SACKO_08733	BRALA07354, BRALA07351
OG0000038	SACKO_22794	BRALA07450, BRALA07449
OG0000038	SACKO_08703	BRALA03789
OG0000038	SACKO_00016	BRALA15513, BRALA22708, BRALA13194
OG0000038	SACKO_05258, SACKO_05271	BRALA27417
OG0000039	SACKO_16701	BRALA19632, BRALA19635
OG0000039	SACKO_22588	BRALA01164
OG0000039	SACKO_15245	BRALA21586
OG0000039	SACKO_25878	BRALA35729
OG0000040	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606
OG0000041	SACKO_08282	BRALA07763, BRALA29216, BRALA11960, BRALA35158
OG0000041	SACKO_06515	BRALA27215
OG0000043	SACKO_10927	BRALA20694
OG0000043	SACKO_11078	BRALA06439, BRALA20722
OG0000043	SACKO_09694	BRALA09159
OG0000044	SACKO_11589	BRALA28596
OG0000044	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979	BRALA34838
OG0000044	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102	BRALA26507, BRALA16452
OG0000045	SACKO_11123	BRALA29043, BRALA32667
OG0000045	SACKO_32932	BRALA00161, BRALA00165, BRALA00163, BRALA00162
OG0000045	SACKO_19853	BRALA00167, BRALA00176, BRALA00180
OG0000045	SACKO_19866, SACKO_19846	BRALA00168, BRALA00164
OG0000045	SACKO_11824	BRALA01913, BRALA01918, BRALA01920
OG0000045	SACKO_03986, SACKO_29244	BRALA22894
OG0000045	SACKO_22441	BRALA00170, BRALA00177
OG0000045	SACKO_19354	BRALA00181
OG0000046	SACKO_04617, SACKO_18448	BRALA28946
OG0000046	SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208	BRALA00828, BRALA17402, BRALA17400, BRALA23725, BRALA23726, BRALA19361, BRALA20352, BRALA19394, BRALA23187, BRALA19360, BRALA17712, BRALA30574, BRALA17713, BRALA15856, BRALA28385, BRALA34030
OG0000046	SACKO_04112, SACKO_04114, SACKO_09345, SACKO_04109	BRALA15915, BRALA26810, BRALA08161, BRALA17417, BRALA15600, BRALA09021
OG0000048	SACKO_24161	BRALA06772
OG0000048	SACKO_12018	BRALA35359, BRALA30640, BRALA30891, BRALA13398, BRALA28757
OG0000048	SACKO_03133	BRALA17809
OG0000048	SACKO_17673	BRALA10830
OG0000048	SACKO_29639	BRALA03524
OG0000049	SACKO_08936	BRALA08950, BRALA08951
OG0000049	SACKO_25469	BRALA15334
OG0000049	SACKO_25472	BRALA15336, BRALA15335
OG0000049	SACKO_03908	BRALA17285, BRALA26771
OG0000050	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972	BRALA29504, BRALA33239
OG0000050	SACKO_30449, SACKO_28664	BRALA35714
OG0000050	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008	BRALA21077
OG0000050	SACKO_24117	BRALA27960
OG0000050	SACKO_17648	BRALA10559
OG0000051	SACKO_31910	BRALA30678
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	BRALA17952
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	BRALA22978, BRALA25416
OG0000053	SACKO_15809, SACKO_15814	BRALA07781
OG0000053	SACKO_28166	BRALA04262
OG0000053	SACKO_03479	BRALA16213, BRALA07330
OG0000054	SACKO_13490	BRALA10120
OG0000054	SACKO_11814, SACKO_18179	BRALA24089
OG0000054	SACKO_17476	BRALA02118
OG0000054	SACKO_33924	BRALA21314, BRALA18426, BRALA25220, BRALA21960, BRALA06303, BRALA29468
OG0000054	SACKO_28075, SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513, SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221	BRALA20505, BRALA23115, BRALA28620, BRALA24808, BRALA15699, BRALA01267, BRALA17804, BRALA17806, BRALA00882, BRALA05257
OG0000055	SACKO_00479	BRALA34592
OG0000055	SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317	BRALA06465, BRALA06467
OG0000055	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027	BRALA31408, BRALA11246, BRALA06430, BRALA06473, BRALA06477
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	BRALA00682, BRALA22096
OG0000056	SACKO_32711	BRALA17447, BRALA17448, BRALA17452, BRALA17449
OG0000056	SACKO_14382	BRALA08250
OG0000058	SACKO_15454	BRALA08669
OG0000058	SACKO_23572	BRALA24063
OG0000058	SACKO_00929, SACKO_00933, SACKO_00911	BRALA27304
OG0000059	SACKO_01899	BRALA11568
OG0000059	SACKO_09491	BRALA28531, BRALA32778, BRALA23279
OG0000059	SACKO_31255, SACKO_10806, SACKO_13822	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308
OG0000059	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073, SACKO_07217, SACKO_23150, SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715
OG0000059	SACKO_18357	BRALA19963, BRALA20366
OG0000060	SACKO_26044	BRALA01718
OG0000060	SACKO_07510	BRALA00658, BRALA22074
OG0000060	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758	BRALA01703, BRALA01702
OG0000060	SACKO_18890	BRALA20908
OG0000061	SACKO_02041	BRALA07400
OG0000061	SACKO_02073	BRALA23690, BRALA23691, BRALA23692, BRALA33700, BRALA14844, BRALA22663, BRALA26552, BRALA22659, BRALA26551, BRALA26563
OG0000061	SACKO_02064	BRALA09017, BRALA07401, BRALA14793, BRALA14792
OG0000061	SACKO_22956, SACKO_22933, SACKO_27147	BRALA07399, BRALA11283, BRALA07094, BRALA17504
OG0000062	SACKO_15950	BRALA21141, BRALA30349
OG0000062	SACKO_15963, SACKO_09033	BRALA21142
OG0000062	SACKO_15645	BRALA31607
OG0000062	SACKO_01291, SACKO_22149	BRALA35327, BRALA00098
OG0000063	SACKO_21551	BRALA01330
OG0000063	SACKO_15119	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297
OG0000066	SACKO_02924	BRALA00370, BRALA00373, BRALA26242
OG0000066	SACKO_04159	BRALA12021
OG0000066	SACKO_04149, SACKO_32467	BRALA25173, BRALA12022, BRALA14833, BRALA25174, BRALA14834, BRALA12019, BRALA12020, BRALA12018, BRALA25175
OG0000066	SACKO_12791	BRALA14835, BRALA12017
OG0000066	SACKO_22338	BRALA26784
OG0000066	SACKO_23403	BRALA25733
OG0000067	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369	BRALA04453
OG0000067	SACKO_14495, SACKO_30959, SACKO_15224, SACKO_22683, SACKO_10271, SACKO_21618, SACKO_13951, SACKO_01508	BRALA00630
OG0000067	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780	BRALA35634, BRALA09451
OG0000068	SACKO_06039, SACKO_00510, SACKO_11410	BRALA17338
OG0000068	SACKO_06043, SACKO_06365	BRALA17343
OG0000069	SACKO_07016, SACKO_15035	BRALA31904, BRALA27769, BRALA28929
OG0000070	SACKO_18930, SACKO_18932	BRALA19019, BRALA19027, BRALA19020
OG0000070	SACKO_03670	BRALA01932, BRALA21903
OG0000070	SACKO_08575	BRALA00642, BRALA00640, BRALA22018, BRALA22019, BRALA21248, BRALA08298
OG0000070	SACKO_04002, SACKO_16666	BRALA06340
OG0000070	SACKO_16529	BRALA14166
OG0000070	SACKO_03669	BRALA14168
