Orthogroup	SACKO_ok	APOSC_ok
OG0000034	SACKO_18648	APOSC_00072
OG0000034	SACKO_20915	APOSC_15909
OG0000034	SACKO_21906	APOSC_25715
OG0000035	SACKO_31939	APOSC_21179
OG0000035	SACKO_02558	APOSC_27035
OG0000035	SACKO_31936	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826
OG0000035	SACKO_19408	APOSC_25872
OG0000035	SACKO_12639	APOSC_04998
OG0000035	SACKO_13246	APOSC_25573
OG0000035	SACKO_16912	APOSC_08656
OG0000035	SACKO_19307, SACKO_22660	APOSC_21135, APOSC_21136
OG0000035	SACKO_07333, SACKO_04598	APOSC_16251
OG0000035	SACKO_08422	APOSC_27270
OG0000036	SACKO_28321	APOSC_08020, APOSC_04631, APOSC_04630, APOSC_25667
OG0000036	SACKO_14647	APOSC_05772, APOSC_15090, APOSC_26588
OG0000036	SACKO_15030	APOSC_00378
OG0000036	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485
OG0000036	SACKO_28315	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092
OG0000037	SACKO_22630	APOSC_01516
OG0000037	SACKO_05171	APOSC_24133
OG0000037	SACKO_15149	APOSC_28740
OG0000037	SACKO_17953, SACKO_17956	APOSC_09580, APOSC_09579
OG0000037	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025	APOSC_14337, APOSC_20507, APOSC_00307
OG0000038	SACKO_01199	APOSC_06537, APOSC_16047, APOSC_06107, APOSC_14280, APOSC_05817, APOSC_20988, APOSC_17092
OG0000038	SACKO_00016	APOSC_10282, APOSC_28935, APOSC_28699, APOSC_05456, APOSC_13411, APOSC_17001, APOSC_06556, APOSC_03890, APOSC_04299
OG0000038	SACKO_03843, SACKO_27059, SACKO_05705, SACKO_05293	APOSC_05746
OG0000038	SACKO_05258, SACKO_05271	APOSC_25222, APOSC_10656
OG0000038	SACKO_08715	APOSC_08888
OG0000039	SACKO_24480	APOSC_12842, APOSC_27514
OG0000039	SACKO_16726, SACKO_16701, SACKO_22588	APOSC_00666
OG0000040	SACKO_01629	APOSC_11722
OG0000040	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234
OG0000041	SACKO_08282	APOSC_26184
OG0000041	SACKO_06515	APOSC_00445
OG0000042	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496	APOSC_17021, APOSC_22500
OG0000043	SACKO_11078	APOSC_07558
OG0000044	SACKO_25267, SACKO_00121	APOSC_25765
OG0000044	SACKO_11589	APOSC_27143
OG0000045	SACKO_11123	APOSC_22122, APOSC_09364, APOSC_16917
OG0000045	SACKO_32932	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346
OG0000045	SACKO_19853	APOSC_21821
OG0000045	SACKO_19866, SACKO_19846	APOSC_22210, APOSC_25137, APOSC_21940
OG0000045	SACKO_11824	APOSC_07318
OG0000046	SACKO_18448	APOSC_27956
OG0000046	SACKO_30288	APOSC_17204, APOSC_26711
OG0000047	SACKO_17315	APOSC_11734
OG0000048	SACKO_10818	APOSC_08378
OG0000048	SACKO_04413	APOSC_06436
OG0000048	SACKO_03133	APOSC_05588
OG0000048	SACKO_17673	APOSC_11695
OG0000048	SACKO_04525, SACKO_04530, SACKO_31187	APOSC_20195, APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656
OG0000048	SACKO_29639	APOSC_03220
OG0000049	SACKO_08936	APOSC_16875
OG0000049	SACKO_25469	APOSC_03799
OG0000049	SACKO_25472	APOSC_21344, APOSC_10378
OG0000049	SACKO_03908	APOSC_00932
OG0000049	SACKO_29659	APOSC_12037, APOSC_12038
OG0000049	SACKO_17863	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012
OG0000050	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972	APOSC_23849, APOSC_23848, APOSC_00680
OG0000050	SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685	APOSC_25946, APOSC_16367, APOSC_02924, APOSC_04909
OG0000050	SACKO_16669, SACKO_28066	APOSC_12511
OG0000050	SACKO_21118	APOSC_15058
OG0000050	SACKO_30449, SACKO_28664	APOSC_08507, APOSC_18416, APOSC_29121, APOSC_04063, APOSC_09709
OG0000050	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008	APOSC_20758, APOSC_27570
OG0000050	SACKO_12231, SACKO_07136	APOSC_26396
OG0000050	SACKO_16143	APOSC_18309, APOSC_00165
OG0000050	SACKO_24117	APOSC_04902
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	APOSC_17477, APOSC_05458, APOSC_29038
OG0000053	SACKO_22606	APOSC_02303
OG0000054	SACKO_17476	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151
OG0000055	SACKO_00479	APOSC_17351
OG0000055	SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317	APOSC_22457
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	APOSC_00208, APOSC_00207, APOSC_00209
OG0000056	SACKO_24135	APOSC_17578, APOSC_21646
OG0000056	SACKO_10684, SACKO_34077, SACKO_21890	APOSC_28851
OG0000056	SACKO_13827	APOSC_04228
OG0000058	SACKO_23572	APOSC_09888
OG0000058	SACKO_28003	APOSC_12336
OG0000058	SACKO_00929, SACKO_00933, SACKO_00911	APOSC_22361, APOSC_16962, APOSC_27470, APOSC_25169, APOSC_25682
OG0000059	SACKO_01899	APOSC_10184
OG0000059	SACKO_09491	APOSC_17410
OG0000059	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073	APOSC_05314, APOSC_25638
OG0000059	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647	APOSC_08890
OG0000059	SACKO_18357	APOSC_00480
OG0000060	SACKO_26044	APOSC_15645
OG0000060	SACKO_07510	APOSC_26756
OG0000060	SACKO_08309	APOSC_08992
OG0000061	SACKO_02041	APOSC_14996
OG0000061	SACKO_02073	APOSC_00292
OG0000061	SACKO_02064	APOSC_26114, APOSC_02472
OG0000061	SACKO_22956, SACKO_22933	APOSC_22657, APOSC_15254
OG0000061	SACKO_27147	APOSC_00372
OG0000062	SACKO_15963, SACKO_09033	APOSC_26763
OG0000062	SACKO_15645	APOSC_18486, APOSC_01084
OG0000062	SACKO_01291, SACKO_22149	APOSC_00580
OG0000063	SACKO_12392	APOSC_25041
OG0000063	SACKO_30337	APOSC_17949
OG0000063	SACKO_15119	APOSC_13886, APOSC_04832
OG0000064	SACKO_03953, SACKO_27131	APOSC_02073, APOSC_18105, APOSC_02888, APOSC_19510, APOSC_15388, APOSC_20038, APOSC_07444, APOSC_02613, APOSC_05716, APOSC_25945, APOSC_15039, APOSC_20441, APOSC_24674, APOSC_13863
OG0000064	SACKO_11181, SACKO_33748, SACKO_33926, SACKO_02093, SACKO_02651, SACKO_02637, SACKO_03379, SACKO_23578, SACKO_02607, SACKO_14997, SACKO_02960, SACKO_12041, SACKO_12045, SACKO_12849, SACKO_12930, SACKO_32856, SACKO_32869, SACKO_23645, SACKO_16843, SACKO_04615	APOSC_14837, APOSC_08886
OG0000064	SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407	APOSC_02280, APOSC_23584
OG0000066	SACKO_04149, SACKO_32467	APOSC_23538
OG0000066	SACKO_01637	APOSC_14672, APOSC_14673
OG0000066	SACKO_23403	APOSC_20821
OG0000066	SACKO_02070	APOSC_07080, APOSC_23919
OG0000066	SACKO_09024	APOSC_19084
OG0000067	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369	APOSC_04289, APOSC_00615, APOSC_00616
OG0000067	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780	APOSC_22825, APOSC_12297, APOSC_15268
OG0000068	SACKO_00510, SACKO_11410	APOSC_25733
OG0000069	SACKO_07016, SACKO_15035	APOSC_25356
OG0000070	SACKO_08575	APOSC_23675
OG0000070	SACKO_16529, SACKO_03669	APOSC_18875
OG0000070	SACKO_06869, SACKO_08780, SACKO_08776, SACKO_17153	APOSC_15113, APOSC_18604, APOSC_18402
OG0000070	SACKO_29369, SACKO_16538, SACKO_10537	APOSC_17719
OG0000070	SACKO_10050, SACKO_01480, SACKO_29930	APOSC_06564, APOSC_13706, APOSC_09948
OG0000071	SACKO_24289	APOSC_13628
OG0000071	SACKO_03523, SACKO_08311	APOSC_00250
OG0000072	SACKO_30660	APOSC_14045
OG0000072	SACKO_25103	APOSC_26208
OG0000072	SACKO_14515	APOSC_12820
OG0000072	SACKO_32752, SACKO_14099, SACKO_32753, SACKO_32755, SACKO_14093, SACKO_31263, SACKO_24540	APOSC_01547
OG0000073	SACKO_25846, SACKO_25049, SACKO_25052	APOSC_28014, APOSC_10969, APOSC_08177, APOSC_13622, APOSC_23229, APOSC_06244, APOSC_06245, APOSC_15423, APOSC_02893, APOSC_02894, APOSC_25469, APOSC_25468
OG0000074	SACKO_04859	APOSC_10399, APOSC_08687, APOSC_25382
OG0000074	SACKO_00567, SACKO_23013	APOSC_18220
OG0000074	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735	APOSC_05606, APOSC_18640, APOSC_15236, APOSC_01404, APOSC_16347, APOSC_00195, APOSC_13504
OG0000075	SACKO_07161	APOSC_14489
OG0000075	SACKO_31868	APOSC_10923
OG0000075	SACKO_16948	APOSC_12033
OG0000075	SACKO_31867	APOSC_07538
OG0000075	SACKO_23452	APOSC_06620
OG0000075	SACKO_23651	APOSC_08706
OG0000075	SACKO_09677	APOSC_20859
OG0000075	SACKO_16926	APOSC_19754
OG0000076	SACKO_10761	APOSC_00610
OG0000076	SACKO_01868	APOSC_15374, APOSC_08363
OG0000077	SACKO_13734	APOSC_15032
OG0000077	SACKO_16621, SACKO_13762, SACKO_02025	APOSC_19689
OG0000077	SACKO_24085	APOSC_21239
OG0000078	SACKO_29101	APOSC_19588, APOSC_19587, APOSC_28007
OG0000078	SACKO_11720, SACKO_15315	APOSC_02992, APOSC_10949, APOSC_21464, APOSC_21465
OG0000078	SACKO_09354, SACKO_04034, SACKO_07950, SACKO_19711, SACKO_19682, SACKO_11204, SACKO_06423	APOSC_07974, APOSC_05720, APOSC_10828, APOSC_18570, APOSC_24302, APOSC_00416, APOSC_00417, APOSC_23365, APOSC_21031, APOSC_25189, APOSC_15392, APOSC_03625, APOSC_20118, APOSC_27004, APOSC_19017, APOSC_06908
OG0000079	SACKO_22850	APOSC_14016, APOSC_18637, APOSC_09201
OG0000079	SACKO_28168	APOSC_14696
OG0000079	SACKO_02973	APOSC_10552, APOSC_10551
