Orthogroup	SACKO_ok	STRPU_ok
OG0000001	SACKO_05742, SACKO_22084, SACKO_22103, SACKO_16213, SACKO_30905, SACKO_05719	STRPU_02027, STRPU_07060, STRPU_08023, STRPU_02028, STRPU_08024, STRPU_02029, STRPU_16260, STRPU_16256, STRPU_16259, STRPU_16275, STRPU_16315, STRPU_16295, STRPU_16296, STRPU_16218, STRPU_16250, STRPU_16276, STRPU_16261, STRPU_16277, STRPU_16262
OG0000001	SACKO_32181, SACKO_32204, SACKO_09602, SACKO_09587, SACKO_09589, SACKO_09586, SACKO_09607, SACKO_09600, SACKO_09584, SACKO_09591, SACKO_09592	STRPU_07468, STRPU_07469, STRPU_07465, STRPU_07471, STRPU_07897, STRPU_07925, STRPU_07896, STRPU_07924, STRPU_07461, STRPU_07462, STRPU_07464, STRPU_07466, STRPU_07467, STRPU_07463, STRPU_07470, STRPU_14233, STRPU_14227, STRPU_19145, STRPU_04228, STRPU_09860, STRPU_06022, STRPU_06407, STRPU_06414, STRPU_06404, STRPU_06405, STRPU_24972, STRPU_10538, STRPU_10540, STRPU_10542, STRPU_07738, STRPU_12930, STRPU_07737, STRPU_07352, STRPU_11067, STRPU_12910, STRPU_12667, STRPU_13102
OG0000002	SACKO_14603	STRPU_21867
OG0000002	SACKO_11085	STRPU_01111, STRPU_24188, STRPU_24739, STRPU_12686, STRPU_23131, STRPU_24784, STRPU_24781, STRPU_24779, STRPU_24782, STRPU_24496
OG0000002	SACKO_06701, SACKO_06700, SACKO_21327, SACKO_06693, SACKO_17170, SACKO_06704, SACKO_06690, SACKO_06691, SACKO_06696, SACKO_12813, SACKO_06698, SACKO_21313, SACKO_21320, SACKO_08727, SACKO_08706	STRPU_25851, STRPU_22729
OG0000002	SACKO_18256, SACKO_21544, SACKO_20829, SACKO_09450, SACKO_09460	STRPU_07176, STRPU_07177, STRPU_18026, STRPU_03083
OG0000002	SACKO_18605, SACKO_04997, SACKO_05015, SACKO_02276	STRPU_22053, STRPU_10449, STRPU_10451, STRPU_10453, STRPU_11801, STRPU_04204, STRPU_04244, STRPU_03069, STRPU_04415, STRPU_16798, STRPU_15494, STRPU_16800, STRPU_16796, STRPU_04913, STRPU_04447
OG0000002	SACKO_21130	STRPU_25048
OG0000002	SACKO_13458	STRPU_20582, STRPU_20566
OG0000002	SACKO_00245, SACKO_00252	STRPU_00361, STRPU_18021, STRPU_18027
OG0000003	SACKO_19492	STRPU_19737
OG0000003	SACKO_16447	STRPU_08968, STRPU_08981
OG0000003	SACKO_30791	STRPU_17011
OG0000003	SACKO_25210, SACKO_25215	STRPU_17996
OG0000003	SACKO_27116	STRPU_08511
OG0000004	SACKO_20602	STRPU_07696, STRPU_07682
OG0000004	SACKO_18852	STRPU_22142
OG0000004	SACKO_02249	STRPU_04563
OG0000004	SACKO_16987	STRPU_26969
OG0000004	SACKO_16995	STRPU_14683
OG0000004	SACKO_32657	STRPU_18793, STRPU_18804, STRPU_18942, STRPU_18792, STRPU_18791, STRPU_25306
OG0000004	SACKO_20132	STRPU_07761, STRPU_07767, STRPU_15502, STRPU_03859, STRPU_25874, STRPU_03860, STRPU_14052, STRPU_24326, STRPU_12010, STRPU_01672, STRPU_12009, STRPU_19328, STRPU_27014, STRPU_12971, STRPU_20214, STRPU_02497, STRPU_15118, STRPU_09105, STRPU_02076, STRPU_24332, STRPU_03320, STRPU_03321
OG0000005	SACKO_14812	STRPU_18110, STRPU_02307, STRPU_02309
OG0000005	SACKO_15042	STRPU_17631, STRPU_02287
OG0000005	SACKO_29311, SACKO_26465, SACKO_26431	STRPU_17625, STRPU_17635, STRPU_02284
OG0000005	SACKO_00899, SACKO_02650, SACKO_00900	STRPU_26723
OG0000006	SACKO_21129	STRPU_12837
OG0000006	SACKO_11503	STRPU_04777
OG0000006	SACKO_02616	STRPU_05111, STRPU_05037
OG0000006	SACKO_13650	STRPU_19989
OG0000006	SACKO_23250	STRPU_20521
OG0000006	SACKO_15817	STRPU_09165, STRPU_02127
OG0000006	SACKO_15812	STRPU_09164
OG0000006	SACKO_32444	STRPU_27184, STRPU_27203
OG0000006	SACKO_32440	STRPU_27125
OG0000006	SACKO_12590	STRPU_07314
OG0000006	SACKO_32500	STRPU_27126
OG0000006	SACKO_06429	STRPU_04454, STRPU_04403, STRPU_04401
OG0000006	SACKO_32477	STRPU_21069
OG0000006	SACKO_20803	STRPU_21071
OG0000006	SACKO_32388	STRPU_14340
OG0000006	SACKO_22000	STRPU_22384
OG0000007	SACKO_33112	STRPU_25459
OG0000007	SACKO_16486	STRPU_26581
OG0000007	SACKO_25751	STRPU_21427
OG0000007	SACKO_30170	STRPU_26977
OG0000007	SACKO_17363	STRPU_18763
OG0000007	SACKO_03410	STRPU_09815
OG0000007	SACKO_33128	STRPU_25460
OG0000007	SACKO_15694	STRPU_25304
OG0000007	SACKO_22717	STRPU_25458
OG0000007	SACKO_04591	STRPU_08156, STRPU_08157
OG0000007	SACKO_27771	STRPU_16477
OG0000007	SACKO_27817	STRPU_21790
OG0000007	SACKO_00927	STRPU_08442
OG0000007	SACKO_02233	STRPU_08417
OG0000007	SACKO_03579	STRPU_12872
OG0000007	SACKO_31073	STRPU_10590
OG0000007	SACKO_11981	STRPU_21559
OG0000008	SACKO_08466	STRPU_08296
OG0000008	SACKO_31986, SACKO_33937, SACKO_05540	STRPU_19365
OG0000008	SACKO_07048	STRPU_10510
OG0000008	SACKO_00440, SACKO_12800	STRPU_23377, STRPU_23376
OG0000010	SACKO_19747, SACKO_14158, SACKO_23674	STRPU_11420
OG0000010	SACKO_12952, SACKO_12967, SACKO_01342, SACKO_30645	STRPU_08974, STRPU_08975
OG0000010	SACKO_22527, SACKO_09182	STRPU_11814
OG0000011	SACKO_22764	STRPU_03188, STRPU_03644, STRPU_13118, STRPU_15611, STRPU_01277, STRPU_02577, STRPU_20280, STRPU_12367, STRPU_03079, STRPU_16724, STRPU_10303
OG0000012	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565	STRPU_06380, STRPU_06825
OG0000012	SACKO_06077	STRPU_23191, STRPU_23193, STRPU_23192
OG0000012	SACKO_01736	STRPU_23513
OG0000013	SACKO_02509, SACKO_16247	STRPU_05350, STRPU_17608, STRPU_10835, STRPU_10854, STRPU_27045, STRPU_27048, STRPU_27049, STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050, STRPU_21244, STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920, STRPU_13091, STRPU_13105
OG0000014	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037	STRPU_08197, STRPU_03932
OG0000014	SACKO_08621	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238
OG0000014	SACKO_25933, SACKO_00449, SACKO_12265, SACKO_12257	STRPU_20412, STRPU_20806, STRPU_06096
OG0000014	SACKO_13283	STRPU_17754, STRPU_17755
OG0000014	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003	STRPU_18535, STRPU_18486
OG0000015	SACKO_07983	STRPU_26052
OG0000015	SACKO_01122, SACKO_01126	STRPU_27331
OG0000015	SACKO_09494	STRPU_05602, STRPU_05543
OG0000015	SACKO_31697	STRPU_05547, STRPU_05606
OG0000015	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509	STRPU_21905
OG0000016	SACKO_08552, SACKO_02763, SACKO_27519	STRPU_06927, STRPU_06051
OG0000016	SACKO_31968	STRPU_06086, STRPU_06084, STRPU_06503, STRPU_06525, STRPU_06574, STRPU_06085, STRPU_06200, STRPU_06221
OG0000016	SACKO_19317, SACKO_06877, SACKO_04946	STRPU_23484
OG0000016	SACKO_23373, SACKO_07103, SACKO_18319	STRPU_06664, STRPU_06873, STRPU_06665
OG0000016	SACKO_11717	STRPU_15361
OG0000016	SACKO_14898	STRPU_21110
OG0000016	SACKO_06390	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995
OG0000016	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917	STRPU_22684, STRPU_23485, STRPU_23482, STRPU_23488, STRPU_23483, STRPU_23481, STRPU_23477, STRPU_23478, STRPU_22637, STRPU_00667, STRPU_23082
OG0000017	SACKO_32297	STRPU_24604, STRPU_14085, STRPU_02089, STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782, STRPU_07242, STRPU_06186
OG0000017	SACKO_17667	STRPU_17566
OG0000017	SACKO_00987, SACKO_29799	STRPU_08979, STRPU_00926
OG0000017	SACKO_32786, SACKO_07720	STRPU_00092, STRPU_08117
OG0000019	SACKO_29254	STRPU_27112, STRPU_27113
OG0000019	SACKO_34115	STRPU_18936
OG0000019	SACKO_10721	STRPU_07346, STRPU_07741, STRPU_13585, STRPU_01603, STRPU_05485, STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444, STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207, STRPU_18206
OG0000020	SACKO_22951	STRPU_13949
OG0000020	SACKO_32378	STRPU_20580
OG0000020	SACKO_15147	STRPU_01068, STRPU_24239
OG0000020	SACKO_20642	STRPU_19028, STRPU_00464
OG0000020	SACKO_08732	STRPU_22748, STRPU_01903
OG0000020	SACKO_26124	STRPU_06549
OG0000020	SACKO_26857	STRPU_25741
OG0000020	SACKO_10515	STRPU_22929
OG0000020	SACKO_21519	STRPU_07115
OG0000020	SACKO_08704	STRPU_26678
OG0000020	SACKO_23553	STRPU_22232
OG0000020	SACKO_16107, SACKO_20105	STRPU_19861, STRPU_19888
OG0000020	SACKO_15854	STRPU_05007
OG0000020	SACKO_20295	STRPU_11453
OG0000020	SACKO_29670	STRPU_04309, STRPU_04336
OG0000020	SACKO_04148	STRPU_13832
OG0000020	SACKO_24638	STRPU_05521
OG0000020	SACKO_04828	STRPU_21977
OG0000020	SACKO_14423	STRPU_05676
OG0000021	SACKO_17226, SACKO_17242, SACKO_17184	STRPU_22366, STRPU_22365
OG0000021	SACKO_24549	STRPU_23367
OG0000021	SACKO_04567	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572
OG0000021	SACKO_32115	STRPU_25829
OG0000021	SACKO_15594	STRPU_02205, STRPU_15603
OG0000021	SACKO_33152	STRPU_02204, STRPU_15604
OG0000021	SACKO_29742	STRPU_02212, STRPU_15595
OG0000021	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631	STRPU_05427
OG0000021	SACKO_25838	STRPU_19513, STRPU_20206, STRPU_16862, STRPU_18709, STRPU_19164, STRPU_19932, STRPU_02595, STRPU_19514, STRPU_20213
OG0000021	SACKO_24637, SACKO_24630, SACKO_24646	STRPU_05019
OG0000021	SACKO_24640	STRPU_05298, STRPU_05227
OG0000023	SACKO_10529	STRPU_09714, STRPU_09758
OG0000023	SACKO_06926	STRPU_05490, STRPU_14357, STRPU_15269, STRPU_14358
OG0000023	SACKO_14770	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990
OG0000023	SACKO_29082, SACKO_29077	STRPU_15044
OG0000023	SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924	STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563
OG0000025	SACKO_19443	STRPU_09349
OG0000025	SACKO_20772, SACKO_33394, SACKO_06338	STRPU_08707
OG0000026	SACKO_15830	STRPU_13435, STRPU_25665, STRPU_06675, STRPU_06676
OG0000026	SACKO_19336, SACKO_18847	STRPU_21822
OG0000026	SACKO_24091	STRPU_10195
OG0000026	SACKO_17379	STRPU_05748
OG0000027	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981	STRPU_21099, STRPU_13367, STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104, STRPU_05793, STRPU_05791, STRPU_05792, STRPU_13609, STRPU_02454, STRPU_13784, STRPU_13738, STRPU_13737
OG0000027	SACKO_20528	STRPU_02455
OG0000028	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060	STRPU_27006
OG0000028	SACKO_21235	STRPU_14468, STRPU_14467
OG0000028	SACKO_11105, SACKO_11126	STRPU_15103, STRPU_02480
OG0000028	SACKO_32628	STRPU_14326
OG0000028	SACKO_00054, SACKO_29910	STRPU_27008
OG0000028	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407	STRPU_10620
OG0000028	SACKO_04520	STRPU_26663
OG0000029	SACKO_10012, SACKO_10033	STRPU_25978
OG0000029	SACKO_12540, SACKO_04574	STRPU_09836, STRPU_17433, STRPU_17432
OG0000029	SACKO_07374	STRPU_01827, STRPU_19313
OG0000029	SACKO_14992, SACKO_14998, SACKO_15002	STRPU_22529, STRPU_02628
OG0000029	SACKO_15001	STRPU_14123
OG0000029	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097, STRPU_15299, STRPU_05507, STRPU_15311, STRPU_09913, STRPU_25618, STRPU_13518, STRPU_27237, STRPU_27236, STRPU_27234, STRPU_27235, STRPU_11822, STRPU_11823, STRPU_18505, STRPU_20934, STRPU_20927, STRPU_10511, STRPU_10512, STRPU_00236
OG0000030	SACKO_34042	STRPU_00450
OG0000030	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032
OG0000030	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170	STRPU_23383
OG0000030	SACKO_23559	STRPU_18729, STRPU_18720
OG0000030	SACKO_16655, SACKO_09928, SACKO_09940	STRPU_08641, STRPU_01462, STRPU_08711
OG0000030	SACKO_34092, SACKO_34095	STRPU_19039
OG0000030	SACKO_33974	STRPU_09527
OG0000031	SACKO_18621	STRPU_24640
OG0000031	SACKO_18614	STRPU_24955
OG0000031	SACKO_16512	STRPU_27330
OG0000031	SACKO_21501	STRPU_08004
OG0000031	SACKO_14417	STRPU_05537, STRPU_05597
OG0000031	SACKO_32680	STRPU_18994
OG0000031	SACKO_14578	STRPU_05368
OG0000031	SACKO_03088	STRPU_24676
OG0000032	SACKO_20615	STRPU_07046, STRPU_00037
OG0000032	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754	STRPU_12458
OG0000032	SACKO_02664	STRPU_24275, STRPU_24481, STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336, STRPU_24340, STRPU_24341, STRPU_09346, STRPU_24445, STRPU_24444, STRPU_24276, STRPU_24277, STRPU_24816
OG0000034	SACKO_08906	STRPU_15245, STRPU_15189
OG0000034	SACKO_15619	STRPU_11798
OG0000034	SACKO_19192	STRPU_11930, STRPU_11885
OG0000034	SACKO_16505	STRPU_27315
OG0000034	SACKO_05860	STRPU_11793
OG0000034	SACKO_29852	STRPU_04070
OG0000034	SACKO_18648	STRPU_19458
OG0000034	SACKO_20915	STRPU_12141, STRPU_12106
OG0000034	SACKO_21906	STRPU_12101, STRPU_12104
OG0000035	SACKO_31939	STRPU_02368, STRPU_12778
OG0000035	SACKO_02558	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194
OG0000035	SACKO_31936	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032
OG0000035	SACKO_19408	STRPU_27002
OG0000035	SACKO_12639	STRPU_13051
OG0000035	SACKO_13246	STRPU_12705, STRPU_12704
OG0000035	SACKO_16912	STRPU_12998
OG0000035	SACKO_19307, SACKO_22660	STRPU_12553
OG0000035	SACKO_07333, SACKO_04598	STRPU_12554
OG0000035	SACKO_08422	STRPU_12700
OG0000036	SACKO_28321	STRPU_26319, STRPU_09906, STRPU_26130, STRPU_25659
OG0000036	SACKO_14647	STRPU_09907
OG0000036	SACKO_28315	STRPU_26325, STRPU_26324, STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724
OG0000037	SACKO_05171	STRPU_20762
OG0000037	SACKO_15149	STRPU_24785
OG0000037	SACKO_17953, SACKO_17956	STRPU_10295, STRPU_10296, STRPU_10297
OG0000037	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025	STRPU_10122, STRPU_10049, STRPU_21007, STRPU_10050, STRPU_10123
OG0000038	SACKO_30496	STRPU_23732, STRPU_23731
OG0000038	SACKO_08703	STRPU_04485
OG0000038	SACKO_08731	STRPU_17413
OG0000038	SACKO_00016	STRPU_17414, STRPU_17415
OG0000038	SACKO_03843, SACKO_27059, SACKO_05705, SACKO_05293	STRPU_17101, STRPU_17116
OG0000038	SACKO_05258, SACKO_05271	STRPU_18075, STRPU_01765
OG0000039	SACKO_24480	STRPU_13266
OG0000039	SACKO_16701	STRPU_05101, STRPU_05100, STRPU_05180
OG0000039	SACKO_15245	STRPU_21027
OG0000039	SACKO_26168, SACKO_17372	STRPU_16658, STRPU_15546, STRPU_15547, STRPU_20012, STRPU_20010
OG0000040	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238
OG0000041	SACKO_08282	STRPU_13000
OG0000042	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496	STRPU_25773, STRPU_25790, STRPU_20448, STRPU_25770, STRPU_25789, STRPU_25771, STRPU_25788, STRPU_20447
OG0000043	SACKO_11078	STRPU_03522, STRPU_03585
OG0000043	SACKO_09694	STRPU_10844, STRPU_10864
OG0000044	SACKO_25267, SACKO_00121	STRPU_09802
OG0000044	SACKO_11589	STRPU_04938
OG0000044	SACKO_12560, SACKO_18675	STRPU_10710
OG0000045	SACKO_32932	STRPU_16212, STRPU_16247, STRPU_16854, STRPU_16858
OG0000045	SACKO_19853	STRPU_22837
OG0000045	SACKO_32920	STRPU_00473
OG0000045	SACKO_11824	STRPU_26605
OG0000045	SACKO_03986, SACKO_29244	STRPU_26903
OG0000045	SACKO_13295, SACKO_19354	STRPU_16861, STRPU_16872
OG0000046	SACKO_18448	STRPU_24167, STRPU_08327, STRPU_08328
OG0000046	SACKO_30288	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399
OG0000048	SACKO_10818	STRPU_20212
OG0000048	SACKO_04413	STRPU_15458
OG0000048	SACKO_24161	STRPU_09674
OG0000048	SACKO_03133	STRPU_20602
OG0000048	SACKO_17673	STRPU_20482
OG0000048	SACKO_04525, SACKO_04530, SACKO_31187	STRPU_16799, STRPU_16795, STRPU_07185, STRPU_07193, STRPU_16454, STRPU_16791, STRPU_16794, STRPU_16792, STRPU_16789, STRPU_16451, STRPU_16475, STRPU_16452, STRPU_16790
OG0000048	SACKO_29639	STRPU_26191
OG0000049	SACKO_08936	STRPU_17072
OG0000049	SACKO_25469	STRPU_23537
OG0000049	SACKO_25472	STRPU_23534
OG0000049	SACKO_03908	STRPU_10893
OG0000049	SACKO_04800	STRPU_01801, STRPU_17036
OG0000049	SACKO_29659	STRPU_06696
OG0000049	SACKO_17863	STRPU_04345
OG0000050	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972	STRPU_06209, STRPU_11559, STRPU_20985, STRPU_20001, STRPU_23015, STRPU_00753
OG0000050	SACKO_16669, SACKO_28066, SACKO_21118	STRPU_10411
OG0000050	SACKO_30449, SACKO_28664	STRPU_16312
OG0000050	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008	STRPU_07810, STRPU_07823, STRPU_11057, STRPU_09032, STRPU_09040, STRPU_20428, STRPU_00461
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	STRPU_04087, STRPU_04086, STRPU_04085, STRPU_04081, STRPU_04082, STRPU_04844, STRPU_04845, STRPU_04838, STRPU_04842, STRPU_04843, STRPU_04683, STRPU_04684, STRPU_08146, STRPU_04384, STRPU_04388, STRPU_04386, STRPU_04385, STRPU_11426, STRPU_04634, STRPU_04664
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	STRPU_17901, STRPU_17577, STRPU_17576, STRPU_17547, STRPU_17574, STRPU_17579, STRPU_17578, STRPU_17575, STRPU_02970, STRPU_16946
OG0000053	SACKO_15467, SACKO_21226, SACKO_03699, SACKO_03709, SACKO_16849, SACKO_03708, SACKO_00170, SACKO_03706, SACKO_21212, SACKO_21731, SACKO_21734, SACKO_21245, SACKO_21203, SACKO_21243, SACKO_21250, SACKO_21249, SACKO_21277, SACKO_21223, SACKO_21269	STRPU_08946, STRPU_08947, STRPU_08944, STRPU_08945, STRPU_08948, STRPU_08943
OG0000053	SACKO_23808	STRPU_05629, STRPU_05628, STRPU_05570, STRPU_05571, STRPU_05630
OG0000054	SACKO_11814, SACKO_18179	STRPU_24985, STRPU_17119, STRPU_17104, STRPU_17103, STRPU_17118
OG0000054	SACKO_17476	STRPU_04629, STRPU_04651, STRPU_21552, STRPU_04633, STRPU_04661, STRPU_04884, STRPU_04631, STRPU_04653
OG0000055	SACKO_04838, SACKO_05123, SACKO_33317	STRPU_22907, STRPU_22892, STRPU_07759
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	STRPU_19327
OG0000056	SACKO_32711	STRPU_18531, STRPU_18489
OG0000056	SACKO_24077, SACKO_19128, SACKO_03331, SACKO_23806, SACKO_06355, SACKO_01699	STRPU_07224, STRPU_07218
OG0000056	SACKO_04324, SACKO_33186	STRPU_15160, STRPU_15211
OG0000056	SACKO_24135	STRPU_12348
OG0000056	SACKO_14382, SACKO_02173, SACKO_16829, SACKO_08042, SACKO_11469	STRPU_09650, STRPU_14115, STRPU_15286, STRPU_15300
OG0000056	SACKO_13827	STRPU_12766, STRPU_02354
OG0000056	SACKO_01900	STRPU_05523
OG0000056	SACKO_22063	STRPU_06434
OG0000058	SACKO_23572	STRPU_10155, STRPU_10092
OG0000058	SACKO_00929, SACKO_00933, SACKO_00911	STRPU_08638
OG0000059	SACKO_01899	STRPU_05220
OG0000059	SACKO_09491	STRPU_05822
OG0000059	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073	STRPU_19726, STRPU_19725
OG0000059	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647	STRPU_03376, STRPU_02976
OG0000059	SACKO_18357	STRPU_24694, STRPU_24697, STRPU_24828, STRPU_24005
OG0000060	SACKO_26044	STRPU_24855
OG0000060	SACKO_07510	STRPU_18179
OG0000060	SACKO_08309	STRPU_12994
OG0000061	SACKO_02041	STRPU_13962
OG0000061	SACKO_02073	STRPU_02428, STRPU_13635
OG0000061	SACKO_02064	STRPU_13960, STRPU_13959, STRPU_13958
OG0000061	SACKO_22956, SACKO_22933	STRPU_13278, STRPU_13279
OG0000061	SACKO_27147	STRPU_13961
OG0000062	SACKO_15645	STRPU_08191
OG0000062	SACKO_01291, SACKO_22149	STRPU_19993, STRPU_19459, STRPU_19398
OG0000063	SACKO_12392	STRPU_18989
OG0000063	SACKO_30337	STRPU_23711
OG0000063	SACKO_15119	STRPU_18657
OG0000064	SACKO_03953, SACKO_27131	STRPU_27288, STRPU_13555, STRPU_25159, STRPU_13144, STRPU_13164, STRPU_13376, STRPU_13397, STRPU_01226, STRPU_12074, STRPU_01228, STRPU_12073, STRPU_01227, STRPU_09572
