Orthogroup	SACKO_ok	XENTR
OG0000006	SACKO_20803	XENTR12339, XENTR03854, XENTR12781
OG0000006	SACKO_22000	XENTR18680, XENTR15398
OG0000007	SACKO_33112	XENTR04989, XENTR07641
OG0000007	SACKO_16486	XENTR10435
OG0000007	SACKO_25751	XENTR12787, XENTR08906, XENTR06676
OG0000007	SACKO_17363	XENTR07000, XENTR07001, XENTR00358, XENTR05826, XENTR00041
OG0000007	SACKO_07507	XENTR08678, XENTR00040
OG0000007	SACKO_03410	XENTR10333, XENTR09768, XENTR09769, XENTR02009
OG0000007	SACKO_33128	XENTR07642
OG0000007	SACKO_15684	XENTR11347, XENTR18406
OG0000007	SACKO_15694	XENTR04991
OG0000007	SACKO_22717	XENTR04990, XENTR05942
OG0000007	SACKO_27771	XENTR09461, XENTR01137
OG0000007	SACKO_27817	XENTR03031, XENTR06562
OG0000007	SACKO_00927	XENTR16583
OG0000007	SACKO_02233	XENTR07405, XENTR01816
OG0000007	SACKO_31102, SACKO_31073	XENTR09232, XENTR15271
OG0000008	SACKO_05714, SACKO_03429	XENTR18145, XENTR18144, XENTR18146, XENTR18147
OG0000008	SACKO_07048	XENTR15138, XENTR01868, XENTR01869, XENTR18973, XENTR01867, XENTR06000, XENTR06001, XENTR05999, XENTR06002, XENTR18538, XENTR06119, XENTR06121, XENTR06120, XENTR06118, XENTR06122, XENTR06117, XENTR06116, XENTR06128, XENTR06124, XENTR06123, XENTR06133, XENTR06127, XENTR06131, XENTR06132, XENTR06129, XENTR06126, XENTR06125
OG0000009	SACKO_01914	XENTR08321, XENTR13550
OG0000010	SACKO_14205, SACKO_26471	XENTR14832, XENTR09844, XENTR05875
OG0000010	SACKO_23674	XENTR08588
OG0000010	SACKO_30054	XENTR13805
OG0000010	SACKO_31740	XENTR08285, XENTR08284, XENTR12501, XENTR02618, XENTR13366, XENTR13367, XENTR13368, XENTR13360, XENTR13363, XENTR18987, XENTR13365, XENTR13362, XENTR13361, XENTR14666, XENTR14667, XENTR13349, XENTR15864, XENTR13352, XENTR13346, XENTR13354, XENTR13358, XENTR13359
OG0000012	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565	XENTR00246, XENTR14489, XENTR13810, XENTR10002
OG0000012	SACKO_01736	XENTR07259, XENTR07258, XENTR07257, XENTR07260, XENTR18170, XENTR07256
OG0000014	SACKO_10784, SACKO_10786	XENTR01230, XENTR14320, XENTR11284, XENTR09795, XENTR13716
OG0000014	SACKO_06765, SACKO_21227, SACKO_28145, SACKO_13011, SACKO_28125, SACKO_13001	XENTR18803, XENTR09297
OG0000014	SACKO_13283	XENTR09147, XENTR00681
OG0000015	SACKO_31697	XENTR16072, XENTR03462, XENTR16073, XENTR12596, XENTR00414, XENTR17914
OG0000015	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509, SACKO_17011, SACKO_07089, SACKO_00034, SACKO_00056, SACKO_18010, SACKO_12151, SACKO_25364, SACKO_25361, SACKO_25397, SACKO_25365, SACKO_33283, SACKO_33290, SACKO_08251, SACKO_11425, SACKO_33292, SACKO_33299	XENTR13566, XENTR03288, XENTR15069
OG0000016	SACKO_26503, SACKO_06921, SACKO_08552, SACKO_02763, SACKO_27519, SACKO_31968	XENTR10586, XENTR06233
OG0000016	SACKO_15439, SACKO_19317, SACKO_06877, SACKO_04946	XENTR12717
OG0000016	SACKO_11717, SACKO_14898	XENTR17802
OG0000016	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917	XENTR18390
OG0000018	SACKO_21669, SACKO_17074, SACKO_20752	XENTR19228, XENTR16288, XENTR15347, XENTR15469
OG0000019	SACKO_28153	XENTR11604, XENTR11606, XENTR16393, XENTR01006, XENTR01005
OG0000019	SACKO_23880	XENTR07225, XENTR02749, XENTR04194
OG0000019	SACKO_20403, SACKO_20414	XENTR03535
OG0000020	SACKO_22951	XENTR18565
OG0000020	SACKO_32378	XENTR14576
OG0000020	SACKO_20642	XENTR00311
OG0000020	SACKO_08732	XENTR13299
OG0000020	SACKO_21519	XENTR05411
OG0000020	SACKO_08704, SACKO_24262, SACKO_13567, SACKO_14956, SACKO_28904	XENTR15461, XENTR03248, XENTR03249
OG0000020	SACKO_16107, SACKO_20105	XENTR04697
OG0000020	SACKO_15854	XENTR07864, XENTR11783
OG0000020	SACKO_20295	XENTR08063
OG0000020	SACKO_24638	XENTR15846
OG0000020	SACKO_04828	XENTR15636
OG0000021	SACKO_24549	XENTR17791, XENTR16377
OG0000021	SACKO_32115	XENTR12641, XENTR02936
OG0000021	SACKO_15594	XENTR18096, XENTR01150
OG0000021	SACKO_12803	XENTR16121
OG0000021	SACKO_25838	XENTR13705, XENTR13394, XENTR13393
OG0000021	SACKO_24637, SACKO_24630, SACKO_24646, SACKO_24640	XENTR00007
OG0000023	SACKO_10529	XENTR02017, XENTR13173, XENTR18800, XENTR18648
OG0000023	SACKO_06926	XENTR00841, XENTR15918, XENTR00481, XENTR16829, XENTR12543, XENTR17774, XENTR00784
OG0000023	SACKO_29082, SACKO_29077	XENTR13097
OG0000026	SACKO_23233	XENTR07244, XENTR03079
OG0000027	SACKO_30755, SACKO_33108, SACKO_05489, SACKO_05485, SACKO_05487, SACKO_04609, SACKO_04624, SACKO_33129, SACKO_21634, SACKO_02136	XENTR17763, XENTR19186, XENTR19205, XENTR15608, XENTR17760, XENTR17761, XENTR17759, XENTR18667, XENTR19288, XENTR11639, XENTR18028, XENTR18027, XENTR18029
OG0000027	SACKO_02698	XENTR00202, XENTR00203, XENTR00210, XENTR00209, XENTR00204, XENTR00208
OG0000028	SACKO_00730, SACKO_00734	XENTR18279, XENTR05325, XENTR05326, XENTR17548, XENTR15539, XENTR18293, XENTR17549, XENTR05379, XENTR05378
OG0000028	SACKO_00054, SACKO_29910	XENTR10277, XENTR06737
OG0000029	SACKO_04574	XENTR18699, XENTR18411, XENTR10325, XENTR07438, XENTR16899, XENTR09562, XENTR10017, XENTR09646, XENTR13058, XENTR12335
OG0000029	SACKO_15001	XENTR11755, XENTR10534
OG0000029	SACKO_16822, SACKO_04689, SACKO_33098, SACKO_33086, SACKO_33097, SACKO_33076	XENTR08766, XENTR16200, XENTR13220, XENTR01288, XENTR01283, XENTR11880, XENTR11878, XENTR11881, XENTR11879, XENTR11883
OG0000030	SACKO_06190, SACKO_06196	XENTR08639
OG0000030	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170	XENTR18219
OG0000030	SACKO_23559	XENTR14147
OG0000030	SACKO_07650, SACKO_31340, SACKO_33296, SACKO_16706, SACKO_20032	XENTR12816
OG0000031	SACKO_18621	XENTR05405, XENTR03766
OG0000031	SACKO_18614	XENTR08553, XENTR05384, XENTR03164
OG0000031	SACKO_21501	XENTR00229
OG0000031	SACKO_14417	XENTR12584, XENTR00918
OG0000031	SACKO_32680	XENTR00006, XENTR16792, XENTR04300
OG0000031	SACKO_14578	XENTR00917, XENTR11778
OG0000031	SACKO_03088	XENTR09425
OG0000032	SACKO_26058	XENTR06599
OG0000032	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754	XENTR18392, XENTR18393, XENTR06098, XENTR03124
OG0000032	SACKO_02664	XENTR17016
OG0000032	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243	XENTR03433
OG0000034	SACKO_08906	XENTR04943
OG0000034	SACKO_15619	XENTR11418, XENTR11419, XENTR10883, XENTR07417
OG0000034	SACKO_19192	XENTR01252, XENTR11199, XENTR07072, XENTR12065
OG0000034	SACKO_16505	XENTR15456
OG0000034	SACKO_05860	XENTR10156
OG0000034	SACKO_20630, SACKO_18516, SACKO_29852	XENTR16254
OG0000034	SACKO_20915	XENTR08340
OG0000034	SACKO_20262	XENTR11637
OG0000035	SACKO_02558	XENTR05239
OG0000035	SACKO_19408	XENTR05079, XENTR05317, XENTR05866, XENTR05867
OG0000035	SACKO_12639	XENTR07648
OG0000035	SACKO_13246	XENTR17453, XENTR14129, XENTR07651, XENTR11799
OG0000035	SACKO_16912, SACKO_19307, SACKO_22660	XENTR11381, XENTR11382, XENTR12076, XENTR01605
OG0000035	SACKO_08422	XENTR13293, XENTR09857
OG0000036	SACKO_28321	XENTR07761, XENTR12415, XENTR07272
OG0000036	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	XENTR01038, XENTR15969
OG0000036	SACKO_28315	XENTR16237, XENTR16236, XENTR05174, XENTR07278
OG0000037	SACKO_22630	XENTR03868, XENTR16595, XENTR17072, XENTR05552, XENTR03023, XENTR14114
OG0000037	SACKO_05171	XENTR16580, XENTR14770, XENTR03861
OG0000037	SACKO_15149	XENTR10865, XENTR10696
OG0000037	SACKO_21107, SACKO_21121, SACKO_07542, SACKO_17953, SACKO_17956	XENTR18131
OG0000038	SACKO_08731, SACKO_00016	XENTR04197, XENTR04200
OG0000038	SACKO_05258, SACKO_05271	XENTR04206
OG0000039	SACKO_24480	XENTR03946, XENTR03945
OG0000039	SACKO_16726, SACKO_16701	XENTR17227
OG0000040	SACKO_27347, SACKO_18726, SACKO_31332, SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	XENTR18548, XENTR04218, XENTR04219, XENTR10472, XENTR10474, XENTR10473
OG0000041	SACKO_08282	XENTR12683, XENTR11379, XENTR11378, XENTR01609, XENTR11377, XENTR01610, XENTR10042
OG0000041	SACKO_06515	XENTR03001, XENTR09331
OG0000043	SACKO_09694	XENTR13561, XENTR13559
OG0000044	SACKO_25267	XENTR08740, XENTR08871, XENTR02238, XENTR13100
OG0000045	SACKO_32893, SACKO_32938, SACKO_32925	XENTR14513
OG0000046	SACKO_04617, SACKO_18448	XENTR04959
OG0000046	SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208	XENTR17142, XENTR08235, XENTR05674, XENTR16277
OG0000048	SACKO_04413	XENTR01169
OG0000048	SACKO_24161	XENTR18412
OG0000048	SACKO_03133	XENTR04117
OG0000048	SACKO_17673	XENTR05160
OG0000049	SACKO_08936	XENTR00212, XENTR08482
OG0000049	SACKO_25469	XENTR07031, XENTR06401
OG0000049	SACKO_25472	XENTR01319, XENTR18684, XENTR07961, XENTR13014
OG0000050	SACKO_21118	XENTR17952, XENTR07342, XENTR01845, XENTR01386, XENTR11958, XENTR03951, XENTR08402, XENTR03429, XENTR15018, XENTR17520, XENTR02104
OG0000053	SACKO_03479	XENTR00094
OG0000054	SACKO_17476	XENTR04962, XENTR04961
OG0000054	SACKO_33924, SACKO_28075, SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513, SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221	XENTR00035, XENTR00034, XENTR00033, XENTR00032
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	XENTR00422, XENTR06505, XENTR06516, XENTR06514, XENTR06515, XENTR06513, XENTR06506
OG0000058	SACKO_23572	XENTR11839
OG0000059	SACKO_01899	XENTR09381
OG0000059	SACKO_18357	XENTR06961, XENTR16370
OG0000060	SACKO_26044	XENTR09513
OG0000060	SACKO_08309	XENTR11489, XENTR04114, XENTR08957
OG0000061	SACKO_02041	XENTR00116, XENTR05367
OG0000061	SACKO_02073	XENTR09403, XENTR06949, XENTR06950, XENTR12872, XENTR09801, XENTR02075, XENTR01801, XENTR17074, XENTR09112, XENTR16336, XENTR06851, XENTR10614, XENTR06288
OG0000061	SACKO_02064	XENTR10609, XENTR10747
OG0000062	SACKO_15950, SACKO_15963, SACKO_09033	XENTR15501, XENTR17622, XENTR14200, XENTR18173, XENTR15500, XENTR15498, XENTR15499, XENTR15497, XENTR15494, XENTR11355, XENTR11358, XENTR11354, XENTR16052, XENTR16051, XENTR19033, XENTR17596, XENTR16050, XENTR15496
OG0000062	SACKO_15645	XENTR09512
OG0000063	SACKO_12392	XENTR10234, XENTR04709, XENTR00319
OG0000063	SACKO_30337	XENTR11311
OG0000063	SACKO_15119	XENTR08048, XENTR02007
OG0000066	SACKO_23403	XENTR18882
OG0000067	SACKO_29221, SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780, SACKO_02541, SACKO_12383, SACKO_13178, SACKO_19397, SACKO_21210, SACKO_13183, SACKO_02285, SACKO_12598, SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910	XENTR13783, XENTR04874
OG0000068	SACKO_06365	XENTR06812, XENTR11294, XENTR01321, XENTR07981, XENTR06611
OG0000069	SACKO_07016, SACKO_15035	XENTR15529
OG0000070	SACKO_18930, SACKO_18932	XENTR15503, XENTR11143, XENTR02048
OG0000070	SACKO_16529, SACKO_03669, SACKO_06869, SACKO_08780, SACKO_08776, SACKO_17153, SACKO_29369, SACKO_16538, SACKO_10537, SACKO_10050, SACKO_01480, SACKO_29930	XENTR00314, XENTR18775, XENTR18776, XENTR05723, XENTR09834
OG0000072	SACKO_25103, SACKO_25111	XENTR03548, XENTR18546
OG0000072	SACKO_14515	XENTR01057
OG0000072	SACKO_31517	XENTR13152
OG0000074	SACKO_04859	XENTR10798, XENTR10797, XENTR11114
OG0000074	SACKO_00567, SACKO_23013	XENTR14396
OG0000074	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735	XENTR07269, XENTR06689
OG0000075	SACKO_07161	XENTR02757, XENTR11353, XENTR12610
OG0000075	SACKO_31864	XENTR06215
OG0000075	SACKO_16948	XENTR09250
OG0000075	SACKO_18318	XENTR14285, XENTR05936
OG0000075	SACKO_31867	XENTR04179, XENTR06216
OG0000075	SACKO_23452	XENTR01223, XENTR05975
OG0000075	SACKO_23651	XENTR10723
OG0000075	SACKO_09677	XENTR06816, XENTR17547, XENTR16124
OG0000075	SACKO_16926	XENTR05986, XENTR05987
OG0000077	SACKO_10609, SACKO_13734	XENTR06888, XENTR17790, XENTR02687
OG0000077	SACKO_03449	XENTR10451
OG0000077	SACKO_24063	XENTR01904, XENTR08754, XENTR13403
OG0000077	SACKO_16621, SACKO_13762	XENTR07875, XENTR00642
OG0000077	SACKO_02025	XENTR04757
OG0000078	SACKO_29101, SACKO_02475	XENTR05046, XENTR08333, XENTR08953, XENTR08952
OG0000078	SACKO_06423	XENTR19100
OG0000079	SACKO_22850	XENTR07112, XENTR07113, XENTR07163, XENTR03342, XENTR03648
OG0000079	SACKO_28168	XENTR08294, XENTR08293, XENTR03649
OG0000079	SACKO_02973	XENTR01194
OG0000082	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295	XENTR16096
OG0000082	SACKO_12474	XENTR01624, XENTR01625
OG0000083	SACKO_30590	XENTR04370, XENTR12084, XENTR05647
OG0000084	SACKO_10969, SACKO_17061, SACKO_10264, SACKO_10253	XENTR14395, XENTR14216, XENTR02688
OG0000084	SACKO_06467, SACKO_06545, SACKO_31931	XENTR03539, XENTR09724
OG0000084	SACKO_25939, SACKO_05229, SACKO_05226, SACKO_29112, SACKO_05196, SACKO_05204, SACKO_34192, SACKO_05203, SACKO_05224, SACKO_05166, SACKO_05235, SACKO_10741, SACKO_10738, SACKO_10729, SACKO_10733, SACKO_06583	XENTR05567, XENTR06450
OG0000085	SACKO_23009	XENTR01729, XENTR03138
OG0000085	SACKO_25563	XENTR15005
OG0000085	SACKO_10208	XENTR00809
OG0000085	SACKO_33849	XENTR12352, XENTR12351
OG0000087	SACKO_19449, SACKO_18343	XENTR17246
OG0000087	SACKO_09961	XENTR13447, XENTR13446
OG0000087	SACKO_21024	XENTR06736
OG0000087	SACKO_23310, SACKO_14360	XENTR07023
OG0000087	SACKO_28507	XENTR10385
OG0000087	SACKO_23472	XENTR06016
OG0000087	SACKO_06733	XENTR00988
OG0000088	SACKO_22121, SACKO_03740, SACKO_08568, SACKO_17308, SACKO_10633, SACKO_10635, SACKO_31806, SACKO_21553, SACKO_32685, SACKO_32679, SACKO_28645, SACKO_11604, SACKO_11610, SACKO_24227, SACKO_24190, SACKO_14146, SACKO_31824, SACKO_31840, SACKO_27885, SACKO_20075, SACKO_18749, SACKO_25662, SACKO_04357, SACKO_25835, SACKO_02277, SACKO_25182, SACKO_33837, SACKO_01867, SACKO_33325, SACKO_11683	XENTR13149, XENTR04460, XENTR16769, XENTR11326, XENTR09069, XENTR10979, XENTR05948, XENTR02110
OG0000089	SACKO_27338	XENTR04109
OG0000090	SACKO_21411	XENTR11768
OG0000090	SACKO_28463, SACKO_27294, SACKO_22823, SACKO_27256, SACKO_22832, SACKO_22824	XENTR06545
OG0000093	SACKO_04129	XENTR11592, XENTR02843, XENTR08380
OG0000094	SACKO_30142	XENTR10717, XENTR18065, XENTR15146
OG0000094	SACKO_14416	XENTR09915, XENTR14788, XENTR17591
OG0000095	SACKO_22134, SACKO_02519	XENTR00743, XENTR06595, XENTR15088, XENTR09902, XENTR09903, XENTR09904, XENTR09412, XENTR09411, XENTR09413, XENTR09426
OG0000096	SACKO_00041	XENTR02028, XENTR07076, XENTR03113
OG0000096	SACKO_02842	XENTR02339, XENTR11518
OG0000096	SACKO_13904	XENTR01880
OG0000096	SACKO_24537	XENTR18353, XENTR11491, XENTR07413, XENTR11633
OG0000096	SACKO_23084	XENTR16018
OG0000096	SACKO_27312, SACKO_27255	XENTR17893
OG0000098	SACKO_30373, SACKO_19685	XENTR05433, XENTR18578, XENTR17176
OG0000098	SACKO_15840	XENTR13786, XENTR13233, XENTR09318, XENTR06987
OG0000099	SACKO_04331	XENTR05643, XENTR00672, XENTR05782, XENTR15897, XENTR15898
OG0000099	SACKO_03078	XENTR08245, XENTR06050, XENTR16324, XENTR11719, XENTR12540
OG0000099	SACKO_07176	XENTR08433
OG0000100	SACKO_30403	XENTR03308, XENTR15328
OG0000101	SACKO_13586, SACKO_13587, SACKO_31937	XENTR09885, XENTR05951
OG0000101	SACKO_23978, SACKO_23977	XENTR10544, XENTR10545
OG0000101	SACKO_17213, SACKO_17194, SACKO_17207, SACKO_30330	XENTR08772, XENTR05240, XENTR13420, XENTR13421, XENTR13418, XENTR13417, XENTR13424, XENTR13419, XENTR13422, XENTR13423, XENTR08771
OG0000102	SACKO_09072, SACKO_09096, SACKO_13190	XENTR10759, XENTR05530
OG0000102	SACKO_03174, SACKO_24642, SACKO_24634, SACKO_24635, SACKO_25830, SACKO_27386, SACKO_24644, SACKO_06606, SACKO_24917, SACKO_26731, SACKO_33717, SACKO_06602, SACKO_23037, SACKO_18657, SACKO_18650, SACKO_28533, SACKO_15184, SACKO_18640	XENTR17165, XENTR06155
OG0000103	SACKO_33359	XENTR12408, XENTR09108, XENTR09106, XENTR06370, XENTR18537, XENTR03858, XENTR09105, XENTR09107, XENTR09109, XENTR12407, XENTR12406, XENTR01493
OG0000103	SACKO_23497	XENTR11203, XENTR09120, XENTR09119, XENTR01361, XENTR05614
OG0000104	SACKO_13626, SACKO_13628, SACKO_13620	XENTR05699, XENTR11871
OG0000104	SACKO_19425	XENTR03188, XENTR10251
OG0000104	SACKO_13617	XENTR11872, XENTR05698
OG0000104	SACKO_06378, SACKO_13688	XENTR07142
OG0000104	SACKO_16066	XENTR02594, XENTR10789, XENTR16122
OG0000106	SACKO_19035	XENTR07802
OG0000106	SACKO_31163, SACKO_03309, SACKO_31157, SACKO_05024, SACKO_19089, SACKO_19090, SACKO_26319	XENTR05910, XENTR12158, XENTR05297
OG0000107	SACKO_10895	XENTR16492
OG0000108	SACKO_23326	XENTR06931, XENTR12385, XENTR06227
OG0000111	SACKO_16656	XENTR01487, XENTR04814, XENTR07587, XENTR06674, XENTR09084, XENTR13395, XENTR18141, XENTR04629, XENTR12868, XENTR04110, XENTR04628, XENTR18140
OG0000113	SACKO_14235, SACKO_07253, SACKO_22562, SACKO_28107, SACKO_25640, SACKO_27005	XENTR00307
OG0000113	SACKO_09021	XENTR14043
OG0000114	SACKO_05497, SACKO_05499, SACKO_05519	XENTR08858, XENTR12456, XENTR00845, XENTR00844, XENTR00843, XENTR01175, XENTR08055
OG0000116	SACKO_18613, SACKO_08085, SACKO_18612, SACKO_18615, SACKO_03400, SACKO_03390	XENTR15162
OG0000116	SACKO_31632	XENTR12530
OG0000117	SACKO_32122	XENTR09867
OG0000119	SACKO_14170	XENTR05393, XENTR05242, XENTR06871
OG0000119	SACKO_22937, SACKO_22948, SACKO_22971	XENTR00115, XENTR07107, XENTR12433, XENTR15934, XENTR15933
OG0000119	SACKO_28303	XENTR01125, XENTR14071
OG0000121	SACKO_13416, SACKO_17485, SACKO_17484, SACKO_03657	XENTR04902, XENTR18080
OG0000121	SACKO_15163, SACKO_26268, SACKO_32139, SACKO_01099, SACKO_22905, SACKO_28129, SACKO_02275	XENTR08396, XENTR08397
OG0000122	SACKO_31419	XENTR06907, XENTR17281
OG0000123	SACKO_13259	XENTR09572, XENTR12457, XENTR17140
OG0000123	SACKO_30225	XENTR02182
OG0000123	SACKO_06537	XENTR06889, XENTR13577
OG0000123	SACKO_24348, SACKO_30793, SACKO_27811, SACKO_31897	XENTR10906
OG0000123	SACKO_10967, SACKO_23325	XENTR09767
OG0000124	SACKO_33754, SACKO_22345	XENTR05926
OG0000124	SACKO_18436, SACKO_18432	XENTR09248, XENTR09249
OG0000124	SACKO_28600, SACKO_28595	XENTR12958, XENTR01638
OG0000124	SACKO_02327	XENTR13084, XENTR11997
OG0000125	SACKO_05896	XENTR14097, XENTR01739
OG0000125	SACKO_18622	XENTR01735, XENTR14091, XENTR08560
OG0000125	SACKO_17275	XENTR01738, XENTR14098
OG0000125	SACKO_21397, SACKO_06987	XENTR05425
OG0000126	SACKO_30837	XENTR02718, XENTR02062, XENTR09023
OG0000126	SACKO_09501	XENTR14632, XENTR03466
OG0000127	SACKO_08426	XENTR02720, XENTR03441, XENTR09025
OG0000127	SACKO_08394	XENTR10923, XENTR12718
OG0000127	SACKO_07799	XENTR18212
OG0000127	SACKO_21491	XENTR03639, XENTR18292, XENTR04635, XENTR04636, XENTR18893
OG0000127	SACKO_20351	XENTR01486, XENTR04784, XENTR07585
OG0000128	SACKO_21605, SACKO_14613	XENTR08486, XENTR08487
OG0000129	SACKO_20115	XENTR14286
OG0000129	SACKO_00164	XENTR13439, XENTR09476, XENTR13435, XENTR13438, XENTR13437, XENTR12648, XENTR00152, XENTR06673
OG0000129	SACKO_17443	XENTR14278, XENTR11921, XENTR18992, XENTR15519
OG0000130	SACKO_31133	XENTR04860
OG0000130	SACKO_01253, SACKO_03874	XENTR04495, XENTR07613, XENTR03572
