Orthogroup	SACKO_ok	AMPFI_ok
OG0000048	SACKO_04525, SACKO_04530, SACKO_31187	AMPFI_19210, AMPFI_10367, AMPFI_21707, AMPFI_01763
OG0000048	SACKO_29639	AMPFI_08767
OG0000049	SACKO_29659	AMPFI_21732
OG0000049	SACKO_17863	AMPFI_05869
OG0000050	SACKO_16669, SACKO_28066	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942
OG0000050	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008	AMPFI_23876, AMPFI_19742
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	AMPFI_12251, AMPFI_06956, AMPFI_18032
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599
OG0000053	SACKO_15467, SACKO_21226, SACKO_03699, SACKO_03709, SACKO_16849, SACKO_03708, SACKO_00170, SACKO_03706, SACKO_21212, SACKO_21731, SACKO_21734, SACKO_21245, SACKO_21203, SACKO_21243, SACKO_21250, SACKO_21249, SACKO_21277, SACKO_21223, SACKO_21269	AMPFI_19168
OG0000054	SACKO_17476	AMPFI_10274
OG0000054	SACKO_33924	AMPFI_23388, AMPFI_23387, AMPFI_06988, AMPFI_13427, AMPFI_13250
OG0000054	SACKO_28075	AMPFI_25267, AMPFI_10354, AMPFI_24076
OG0000054	SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513	AMPFI_02790, AMPFI_02789
OG0000054	SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221	AMPFI_19023
OG0000055	SACKO_00479	AMPFI_18462
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	AMPFI_10015
OG0000056	SACKO_14382, SACKO_02173, SACKO_16829, SACKO_08042, SACKO_11469	AMPFI_06567, AMPFI_06885
OG0000056	SACKO_13827, SACKO_01900	AMPFI_21387
OG0000056	SACKO_13826, SACKO_16845	AMPFI_13952, AMPFI_00302
OG0000057	SACKO_02521	AMPFI_14627, AMPFI_22750
OG0000058	SACKO_23572	AMPFI_18481
OG0000058	SACKO_00929, SACKO_00933, SACKO_00911	AMPFI_05634
OG0000059	SACKO_31255, SACKO_10806, SACKO_13822	AMPFI_10609
OG0000059	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647	AMPFI_02192, AMPFI_01329
OG0000060	SACKO_26044	AMPFI_23758
OG0000060	SACKO_07510	AMPFI_19643
OG0000062	SACKO_15963, SACKO_09033	AMPFI_06193
OG0000062	SACKO_15645	AMPFI_05434
OG0000062	SACKO_01291, SACKO_22149	AMPFI_05111, AMPFI_02667
OG0000063	SACKO_30345	AMPFI_19149
OG0000063	SACKO_30337	AMPFI_21664
OG0000064	SACKO_03953, SACKO_27131	AMPFI_19990
OG0000064	SACKO_03813, SACKO_07759, SACKO_07741, SACKO_07740	AMPFI_24329, AMPFI_24419
OG0000064	SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407, SACKO_05053, SACKO_04752, SACKO_29299, SACKO_08896, SACKO_08852, SACKO_28360, SACKO_17531, SACKO_08878, SACKO_02678, SACKO_02673, SACKO_31336, SACKO_31295, SACKO_22301, SACKO_21361, SACKO_10454, SACKO_26879, SACKO_12435	AMPFI_15929, AMPFI_24526, AMPFI_22622
OG0000066	SACKO_12792	AMPFI_16063
OG0000066	SACKO_04149, SACKO_32467	AMPFI_02908
OG0000066	SACKO_01637	AMPFI_19169
OG0000066	SACKO_23403	AMPFI_09400
OG0000066	SACKO_09024	AMPFI_25704, AMPFI_24273
OG0000067	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369	AMPFI_04770
OG0000067	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780	AMPFI_18458, AMPFI_18044, AMPFI_00280, AMPFI_18852, AMPFI_24558, AMPFI_14845, AMPFI_03396
OG0000067	SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910	AMPFI_12403
OG0000068	SACKO_00510, SACKO_11410	AMPFI_02504
OG0000068	SACKO_06043	AMPFI_11929
OG0000068	SACKO_06365	AMPFI_04870
OG0000068	SACKO_13373	AMPFI_23414
OG0000068	SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381	AMPFI_23547, AMPFI_24987
OG0000069	SACKO_07016, SACKO_15035	AMPFI_08415
OG0000071	SACKO_23940	AMPFI_07275
OG0000072	SACKO_30660	AMPFI_20479
OG0000072	SACKO_25111	AMPFI_26076
OG0000072	SACKO_14515	AMPFI_21820
OG0000072	SACKO_32752, SACKO_14099, SACKO_32753, SACKO_32755, SACKO_14093, SACKO_31263, SACKO_24540	AMPFI_17873
OG0000073	SACKO_26782	AMPFI_14948
OG0000074	SACKO_04859	AMPFI_22998, AMPFI_09812, AMPFI_05452
OG0000074	SACKO_00567, SACKO_23013	AMPFI_19576
OG0000074	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735	AMPFI_22923, AMPFI_25359, AMPFI_19392, AMPFI_00530, AMPFI_02296
OG0000075	SACKO_07161	AMPFI_17345, AMPFI_17344
OG0000075	SACKO_31868	AMPFI_12462
OG0000075	SACKO_31864	AMPFI_03839
OG0000075	SACKO_16948	AMPFI_10510
OG0000075	SACKO_31867	AMPFI_15829
OG0000075	SACKO_23452	AMPFI_15139
OG0000075	SACKO_23651	AMPFI_15917
OG0000075	SACKO_16926	AMPFI_17574
OG0000076	SACKO_10761, SACKO_34185	AMPFI_23645
OG0000076	SACKO_01868	AMPFI_24862, AMPFI_16993, AMPFI_19534
OG0000076	SACKO_08188, SACKO_33348	AMPFI_13972, AMPFI_09993, AMPFI_08135
OG0000077	SACKO_24085	AMPFI_08518
OG0000078	SACKO_29101	AMPFI_10742, AMPFI_19118, AMPFI_00030, AMPFI_21986
OG0000078	SACKO_28415	AMPFI_24840
OG0000078	SACKO_11720, SACKO_15315	AMPFI_22390
OG0000078	SACKO_15309	AMPFI_13696
OG0000078	SACKO_06423	AMPFI_20079
OG0000079	SACKO_22850	AMPFI_09380
OG0000079	SACKO_28168	AMPFI_09436, AMPFI_07753, AMPFI_20678, AMPFI_00442
OG0000079	SACKO_02973	AMPFI_24805
OG0000080	SACKO_06247	AMPFI_01296, AMPFI_18772, AMPFI_23056
OG0000081	SACKO_05106, SACKO_05124, SACKO_05154, SACKO_13455, SACKO_09019, SACKO_26158, SACKO_26128, SACKO_04585	AMPFI_00581
OG0000082	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295	AMPFI_21007
OG0000082	SACKO_12474	AMPFI_06890
OG0000082	SACKO_26490	AMPFI_15952, AMPFI_11015
OG0000082	SACKO_23968	AMPFI_13856
OG0000082	SACKO_23962	AMPFI_12634
OG0000083	SACKO_13802	AMPFI_05014, AMPFI_16451, AMPFI_02295, AMPFI_09906, AMPFI_11280, AMPFI_20014, AMPFI_07179, AMPFI_25004, AMPFI_14557, AMPFI_11131, AMPFI_00181, AMPFI_24785, AMPFI_03500, AMPFI_15650, AMPFI_03031, AMPFI_21300, AMPFI_13219, AMPFI_22069, AMPFI_15760, AMPFI_20105, AMPFI_03660, AMPFI_07901, AMPFI_17694, AMPFI_21854, AMPFI_06694, AMPFI_21611, AMPFI_00790, AMPFI_02867
OG0000085	SACKO_23009	AMPFI_20771
OG0000085	SACKO_08919	AMPFI_25543
OG0000085	SACKO_25563	AMPFI_25819
OG0000085	SACKO_29731	AMPFI_25579
OG0000085	SACKO_33849	AMPFI_04349
OG0000086	SACKO_20053, SACKO_04196, SACKO_18274	AMPFI_05946
OG0000086	SACKO_23869, SACKO_24641, SACKO_21619, SACKO_18827, SACKO_21646, SACKO_26892, SACKO_17064	AMPFI_16129, AMPFI_08667
OG0000086	SACKO_08164, SACKO_15957, SACKO_13202, SACKO_13399, SACKO_20656, SACKO_08650, SACKO_03282, SACKO_02410	AMPFI_22123
OG0000086	SACKO_32643, SACKO_05113, SACKO_03451	AMPFI_23485
OG0000086	SACKO_19742, SACKO_21598	AMPFI_00738
OG0000086	SACKO_16708	AMPFI_11751, AMPFI_07935, AMPFI_06308, AMPFI_21419
OG0000086	SACKO_30002	AMPFI_02756
OG0000087	SACKO_19449	AMPFI_20352
OG0000087	SACKO_09961	AMPFI_01947
OG0000087	SACKO_21024	AMPFI_25175
OG0000087	SACKO_23310, SACKO_14360	AMPFI_07196
OG0000087	SACKO_23472	AMPFI_08649
OG0000087	SACKO_06733	AMPFI_11171
OG0000088	SACKO_22121, SACKO_03740, SACKO_08568, SACKO_17308, SACKO_10633, SACKO_10635	AMPFI_22112
OG0000088	SACKO_31806, SACKO_21553	AMPFI_19709, AMPFI_17224, AMPFI_20465
