Orthogroup	SACKO_ok	NEMVE
OG0000003	SACKO_32071	NEMVE11653
OG0000003	SACKO_00809	NEMVE06583
OG0000003	SACKO_05907	NEMVE13177
OG0000004	SACKO_16987	NEMVE19262
OG0000004	SACKO_32657	NEMVE17481
OG0000004	SACKO_20132	NEMVE10715, NEMVE21151
OG0000005	SACKO_22081, SACKO_22108, SACKO_22102	NEMVE06385, NEMVE09580, NEMVE16844, NEMVE02985, NEMVE19855, NEMVE16295, NEMVE17440, NEMVE24809, NEMVE17904, NEMVE20568, NEMVE20848, NEMVE13610, NEMVE05303, NEMVE08028, NEMVE12304, NEMVE02415, NEMVE05424, NEMVE19605, NEMVE10241, NEMVE10242, NEMVE14096, NEMVE02422, NEMVE09859, NEMVE11129, NEMVE14017, NEMVE08023, NEMVE10546, NEMVE03445
OG0000005	SACKO_08146	NEMVE16926, NEMVE07207
OG0000005	SACKO_03236, SACKO_00899, SACKO_02650, SACKO_00900	NEMVE05730
OG0000006	SACKO_23311, SACKO_02952	NEMVE06318
OG0000006	SACKO_21129	NEMVE02889
OG0000006	SACKO_21953	NEMVE10951
OG0000006	SACKO_11503	NEMVE12700, NEMVE08468
OG0000006	SACKO_23250	NEMVE02590
OG0000006	SACKO_15817	NEMVE03392
OG0000006	SACKO_15812	NEMVE06316
OG0000006	SACKO_33806	NEMVE08216
OG0000006	SACKO_32444	NEMVE16957
OG0000006	SACKO_32440	NEMVE13593
OG0000006	SACKO_12590, SACKO_14761, SACKO_02017	NEMVE02351
OG0000006	SACKO_32500	NEMVE14647
OG0000006	SACKO_06429, SACKO_06435	NEMVE04712
OG0000006	SACKO_32477	NEMVE13538
OG0000006	SACKO_20803	NEMVE09477, NEMVE18497, NEMVE09475
OG0000006	SACKO_32388	NEMVE08464
OG0000006	SACKO_22000	NEMVE22273, NEMVE03946
OG0000007	SACKO_33112	NEMVE15003
OG0000007	SACKO_16486	NEMVE14764
OG0000007	SACKO_25751	NEMVE13570
OG0000007	SACKO_30170	NEMVE08145
OG0000007	SACKO_17363	NEMVE06210
OG0000007	SACKO_07507	NEMVE02350, NEMVE21807
OG0000007	SACKO_03410	NEMVE09701, NEMVE03333
OG0000007	SACKO_15684, SACKO_15694, SACKO_22717	NEMVE16064
OG0000007	SACKO_15952	NEMVE02349
OG0000007	SACKO_11677	NEMVE01414, NEMVE06618
OG0000007	SACKO_15953	NEMVE09853
OG0000007	SACKO_00920	NEMVE09056
OG0000007	SACKO_27771	NEMVE09467
OG0000007	SACKO_27817	NEMVE03824
OG0000007	SACKO_00927	NEMVE09051
OG0000007	SACKO_02233	NEMVE03714
OG0000007	SACKO_03579	NEMVE10605
OG0000007	SACKO_31102, SACKO_31073	NEMVE09289
OG0000007	SACKO_11981	NEMVE05677
OG0000008	SACKO_31986, SACKO_33937, SACKO_05540	NEMVE08509, NEMVE08519, NEMVE09930
OG0000008	SACKO_02458	NEMVE06108, NEMVE06085, NEMVE20467, NEMVE06105, NEMVE10336, NEMVE06107, NEMVE06106, NEMVE06092, NEMVE21801, NEMVE21791, NEMVE11595, NEMVE06088, NEMVE05561
OG0000008	SACKO_00440, SACKO_12800	NEMVE04570, NEMVE15525, NEMVE04545, NEMVE06382, NEMVE06498, NEMVE06526, NEMVE06494, NEMVE06508, NEMVE06518, NEMVE03619, NEMVE03110, NEMVE09120, NEMVE12125, NEMVE12319
OG0000009	SACKO_05381	NEMVE18534
OG0000009	SACKO_23301	NEMVE20384
OG0000009	SACKO_10948	NEMVE09925, NEMVE06876
OG0000010	SACKO_23674	NEMVE02447
OG0000010	SACKO_30054	NEMVE08421
OG0000010	SACKO_31740	NEMVE08097, NEMVE05663, NEMVE09594, NEMVE01139, NEMVE10384, NEMVE08328, NEMVE12787, NEMVE21978, NEMVE15512, NEMVE00299, NEMVE10065, NEMVE10064, NEMVE11692, NEMVE10063
OG0000010	SACKO_15785	NEMVE02242, NEMVE11743, NEMVE12341, NEMVE07633, NEMVE13907, NEMVE21895, NEMVE07143, NEMVE08133, NEMVE19437, NEMVE19436, NEMVE21842, NEMVE09816, NEMVE06238, NEMVE08032, NEMVE05308, NEMVE21754, NEMVE07621, NEMVE09784, NEMVE21928, NEMVE07022, NEMVE00173, NEMVE08008, NEMVE22478, NEMVE16037, NEMVE06770, NEMVE17848
OG0000011	SACKO_22764	NEMVE11104
OG0000012	SACKO_01736	NEMVE09268, NEMVE05547
OG0000014	SACKO_13283	NEMVE10548, NEMVE12737, NEMVE10549, NEMVE11550, NEMVE11398, NEMVE01819
OG0000014	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003	NEMVE10866, NEMVE17722, NEMVE05756, NEMVE15955, NEMVE15452, NEMVE14131, NEMVE05653, NEMVE05088
OG0000015	SACKO_31692	NEMVE10119
OG0000015	SACKO_09494	NEMVE05324, NEMVE02429, NEMVE04966, NEMVE18055, NEMVE18768, NEMVE20100, NEMVE21922, NEMVE03454, NEMVE06696, NEMVE01531, NEMVE16715, NEMVE01580, NEMVE06889, NEMVE01713, NEMVE06874, NEMVE07446, NEMVE02999, NEMVE07669, NEMVE00606, NEMVE10760, NEMVE10763, NEMVE03039, NEMVE11855, NEMVE07220
OG0000015	SACKO_09394, SACKO_11453	NEMVE10118
OG0000016	SACKO_26503, SACKO_06921, SACKO_08552, SACKO_02763, SACKO_27519, SACKO_31968	NEMVE10959
OG0000016	SACKO_14898	NEMVE05675
OG0000016	SACKO_26527	NEMVE01836
OG0000017	SACKO_32297	NEMVE11361, NEMVE02741
OG0000017	SACKO_17667, SACKO_00987, SACKO_29799	NEMVE21656
OG0000017	SACKO_02355	NEMVE21629
OG0000018	SACKO_25250, SACKO_10156	NEMVE07261
OG0000018	SACKO_13454, SACKO_32964	NEMVE17996
OG0000019	SACKO_05035	NEMVE06549
OG0000019	SACKO_18730, SACKO_18736	NEMVE15392
OG0000019	SACKO_20530, SACKO_31918, SACKO_29250, SACKO_29837, SACKO_29254	NEMVE19477, NEMVE18845, NEMVE09968, NEMVE08427, NEMVE18382, NEMVE10945, NEMVE18794, NEMVE16950
OG0000019	SACKO_34115, SACKO_32997, SACKO_06343, SACKO_26551, SACKO_34158, SACKO_09261, SACKO_14219, SACKO_09585, SACKO_04627, SACKO_12671	NEMVE10214
OG0000019	SACKO_23880, SACKO_20403, SACKO_20414	NEMVE10489
OG0000019	SACKO_10721	NEMVE04731, NEMVE23135, NEMVE19085, NEMVE07512, NEMVE17584, NEMVE17583, NEMVE17474, NEMVE18398, NEMVE17585, NEMVE18173, NEMVE15506, NEMVE15391, NEMVE15390, NEMVE00086, NEMVE20105, NEMVE02817, NEMVE03394, NEMVE11745, NEMVE11242, NEMVE19708
OG0000020	SACKO_26712	NEMVE13603
OG0000020	SACKO_32378	NEMVE05671
OG0000020	SACKO_15147	NEMVE21971
OG0000020	SACKO_20642	NEMVE18721
OG0000020	SACKO_08732	NEMVE14242
OG0000020	SACKO_26124, SACKO_26857, SACKO_10515, SACKO_21519, SACKO_08704, SACKO_24262, SACKO_13567, SACKO_14956, SACKO_28904, SACKO_19273, SACKO_23553, SACKO_23513	NEMVE13317, NEMVE16589, NEMVE10183, NEMVE17621, NEMVE03465, NEMVE14976, NEMVE21956, NEMVE21862
OG0000020	SACKO_16107, SACKO_20105	NEMVE05506
OG0000020	SACKO_15854	NEMVE08770, NEMVE22771
OG0000020	SACKO_20295	NEMVE13577
OG0000020	SACKO_29670	NEMVE13307
OG0000020	SACKO_24638	NEMVE21746
OG0000020	SACKO_04828	NEMVE13092
OG0000020	SACKO_14423	NEMVE15151
OG0000021	SACKO_17226, SACKO_17242, SACKO_17184	NEMVE01551, NEMVE13918
OG0000021	SACKO_04567	NEMVE25647
OG0000021	SACKO_32115, SACKO_15594, SACKO_33152	NEMVE17642, NEMVE17644, NEMVE21888
OG0000021	SACKO_29742	NEMVE14759, NEMVE06841, NEMVE12110, NEMVE22480, NEMVE21761, NEMVE08095
OG0000021	SACKO_12803	NEMVE11953
OG0000021	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631, SACKO_25838, SACKO_24637, SACKO_24630, SACKO_24646, SACKO_24640	NEMVE04837
OG0000023	SACKO_10529	NEMVE01882
OG0000023	SACKO_06926	NEMVE02033, NEMVE05058, NEMVE00878
OG0000023	SACKO_14770	NEMVE13647
OG0000025	SACKO_21220	NEMVE18322
OG0000025	SACKO_13340	NEMVE12097, NEMVE10784, NEMVE12157, NEMVE07557, NEMVE11873, NEMVE02929, NEMVE11717
OG0000025	SACKO_20772, SACKO_33394, SACKO_06338	NEMVE12856, NEMVE02853, NEMVE03316
OG0000026	SACKO_23233	NEMVE24164, NEMVE07469
OG0000026	SACKO_19336, SACKO_18847	NEMVE15646
OG0000027	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981, SACKO_20528, SACKO_30755, SACKO_33108, SACKO_05489, SACKO_05485, SACKO_05487, SACKO_04609, SACKO_04624, SACKO_33129, SACKO_21634, SACKO_02136, SACKO_21215, SACKO_16988, SACKO_16981, SACKO_02698	NEMVE04577, NEMVE04559, NEMVE05475, NEMVE15843, NEMVE08337, NEMVE08327, NEMVE07686, NEMVE07706
OG0000028	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407	NEMVE06026, NEMVE05984
OG0000028	SACKO_04520	NEMVE03003, NEMVE23660, NEMVE03469, NEMVE05286, NEMVE04640, NEMVE08022, NEMVE16966, NEMVE16972, NEMVE16973, NEMVE02982, NEMVE08442, NEMVE03100, NEMVE06698, NEMVE03432, NEMVE18759, NEMVE09822, NEMVE00992, NEMVE03007, NEMVE02052, NEMVE16048, NEMVE08155, NEMVE16956, NEMVE02432, NEMVE01030, NEMVE02426
OG0000029	SACKO_12540	NEMVE03602
OG0000029	SACKO_04574	NEMVE01722, NEMVE08343
OG0000029	SACKO_07374	NEMVE10355, NEMVE09829, NEMVE10357
OG0000029	SACKO_13625, SACKO_19863, SACKO_13619	NEMVE01138, NEMVE14376, NEMVE10294, NEMVE08593, NEMVE02187, NEMVE17445, NEMVE08578, NEMVE19238, NEMVE07628, NEMVE02133, NEMVE25799, NEMVE01718, NEMVE03076, NEMVE01185, NEMVE02169, NEMVE00230, NEMVE10888, NEMVE09595, NEMVE09593, NEMVE09900, NEMVE01683
OG0000030	SACKO_19659	NEMVE20373, NEMVE19035
OG0000030	SACKO_16655, SACKO_09928, SACKO_09940, SACKO_34092, SACKO_34095	NEMVE14217, NEMVE02377, NEMVE09974
OG0000030	SACKO_19102	NEMVE09320, NEMVE12294, NEMVE13952, NEMVE02370
OG0000030	SACKO_33974, SACKO_26701	NEMVE06265
OG0000030	SACKO_07650, SACKO_31340, SACKO_33296, SACKO_16706, SACKO_20032	NEMVE06266, NEMVE00220
OG0000031	SACKO_18621	NEMVE01854
OG0000031	SACKO_18614	NEMVE06981
OG0000031	SACKO_16512	NEMVE01412
OG0000031	SACKO_21501	NEMVE02343
OG0000031	SACKO_14417	NEMVE07820
OG0000031	SACKO_32680	NEMVE12067
OG0000031	SACKO_14578	NEMVE21885
OG0000031	SACKO_03088	NEMVE22486
OG0000032	SACKO_20615	NEMVE08961, NEMVE08817
OG0000034	SACKO_08906	NEMVE07311, NEMVE07285
OG0000034	SACKO_19192	NEMVE10927
OG0000034	SACKO_16505	NEMVE10961, NEMVE24294
OG0000034	SACKO_05860	NEMVE06675, NEMVE11922, NEMVE10845
OG0000034	SACKO_20630, SACKO_18516, SACKO_29852	NEMVE05344
OG0000034	SACKO_29858	NEMVE21980
OG0000034	SACKO_18648	NEMVE06831
OG0000034	SACKO_20915	NEMVE16104, NEMVE09479, NEMVE10924
OG0000034	SACKO_20262	NEMVE25715, NEMVE08797
OG0000035	SACKO_02558	NEMVE23841
OG0000035	SACKO_19408	NEMVE22676
OG0000035	SACKO_12639	NEMVE22226, NEMVE05357, NEMVE02194
OG0000035	SACKO_13246	NEMVE15629, NEMVE22520, NEMVE22285, NEMVE20289, NEMVE01710, NEMVE22620, NEMVE22233
OG0000036	SACKO_14647	NEMVE07419, NEMVE07417
OG0000036	SACKO_28315	NEMVE14673, NEMVE17825, NEMVE21872, NEMVE13905, NEMVE22602, NEMVE13688, NEMVE22372
OG0000037	SACKO_22630, SACKO_22633, SACKO_05171	NEMVE00865, NEMVE01113
OG0000037	SACKO_15149	NEMVE10401
OG0000038	SACKO_08703	NEMVE14716
OG0000038	SACKO_08715	NEMVE15968
OG0000039	SACKO_24480	NEMVE01371, NEMVE05995
OG0000039	SACKO_16726	NEMVE09831
OG0000039	SACKO_16701	NEMVE16411, NEMVE04657
OG0000040	SACKO_01629	NEMVE11519
OG0000040	SACKO_21533	NEMVE00417
OG0000041	SACKO_08282	NEMVE01036, NEMVE05046, NEMVE18248, NEMVE18247, NEMVE10912, NEMVE25031, NEMVE01071, NEMVE10609, NEMVE15601, NEMVE17131, NEMVE01535, NEMVE08864, NEMVE18334, NEMVE01110, NEMVE18337, NEMVE00105, NEMVE01601, NEMVE14886, NEMVE03031
OG0000041	SACKO_06515	NEMVE05295
OG0000043	SACKO_10927	NEMVE12789
OG0000043	SACKO_10915	NEMVE12803
OG0000043	SACKO_11078	NEMVE14296
OG0000044	SACKO_11589	NEMVE05548, NEMVE05555, NEMVE06435, NEMVE06437, NEMVE08743
OG0000044	SACKO_31271	NEMVE06851
OG0000044	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102, SACKO_01482	NEMVE04962
OG0000045	SACKO_11123	NEMVE24106
OG0000045	SACKO_19866, SACKO_19846	NEMVE03249, NEMVE10335
OG0000046	SACKO_04617, SACKO_18448, SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208	NEMVE08905, NEMVE15252
OG0000046	SACKO_30288	NEMVE05961
OG0000047	SACKO_17315	NEMVE04832
OG0000048	SACKO_15652, SACKO_15237, SACKO_15246, SACKO_12018, SACKO_03133	NEMVE14912
OG0000048	SACKO_17673	NEMVE14024
OG0000048	SACKO_04525, SACKO_04530, SACKO_31187, SACKO_29639	NEMVE15061
OG0000049	SACKO_08936, SACKO_25469, SACKO_25472, SACKO_21504, SACKO_03908	NEMVE19461, NEMVE02399, NEMVE21864
OG0000049	SACKO_04800, SACKO_33166, SACKO_03850, SACKO_27793, SACKO_21677	NEMVE15395, NEMVE15644
OG0000049	SACKO_29659	NEMVE16905, NEMVE16051, NEMVE24775, NEMVE01999, NEMVE16789, NEMVE16790, NEMVE16128, NEMVE01975, NEMVE02047, NEMVE16717, NEMVE08586, NEMVE23821, NEMVE10283, NEMVE01510, NEMVE06990, NEMVE03443, NEMVE05693, NEMVE00604, NEMVE19016, NEMVE00041
OG0000050	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972, SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685	NEMVE20299
OG0000050	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008	NEMVE01136
OG0000050	SACKO_17648	NEMVE20024, NEMVE15194, NEMVE17974
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	NEMVE14426, NEMVE13406, NEMVE08489, NEMVE22548
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	NEMVE18951, NEMVE15008
OG0000054	SACKO_11814, SACKO_18179	NEMVE01268
OG0000054	SACKO_17476	NEMVE15086, NEMVE10916
OG0000054	SACKO_33924	NEMVE05466
OG0000055	SACKO_00479	NEMVE16653
OG0000055	SACKO_10908, SACKO_10922, SACKO_10877, SACKO_27566, SACKO_27099	NEMVE03339, NEMVE05159, NEMVE21772, NEMVE21789, NEMVE05139, NEMVE15927, NEMVE15496, NEMVE22636, NEMVE21191, NEMVE03388, NEMVE12802, NEMVE21025, NEMVE21736, NEMVE21743, NEMVE00705, NEMVE21868
OG0000055	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027	NEMVE00590, NEMVE12695, NEMVE19639, NEMVE15980, NEMVE21960
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672, SACKO_32711	NEMVE01724, NEMVE05835, NEMVE01653
OG0000056	SACKO_24077, SACKO_19128, SACKO_03331, SACKO_23806, SACKO_06355, SACKO_01699	NEMVE09885
OG0000056	SACKO_04324, SACKO_33186, SACKO_24135	NEMVE11865, NEMVE19274, NEMVE04833, NEMVE10670
OG0000056	SACKO_10684, SACKO_34077, SACKO_21890, SACKO_14382, SACKO_02173, SACKO_16829, SACKO_08042, SACKO_11469	NEMVE04649, NEMVE01116
OG0000056	SACKO_13827, SACKO_01900	NEMVE16234
OG0000056	SACKO_05139	NEMVE15228
OG0000057	SACKO_02521	NEMVE10395, NEMVE11964, NEMVE19551, NEMVE19549, NEMVE07013, NEMVE11616, NEMVE06083, NEMVE06091, NEMVE09928, NEMVE11032, NEMVE02373, NEMVE10198, NEMVE10880, NEMVE12756, NEMVE06096, NEMVE08671, NEMVE10393, NEMVE08351, NEMVE08492, NEMVE11506, NEMVE11503, NEMVE10767, NEMVE11903, NEMVE03302, NEMVE08822, NEMVE05544
OG0000058	SACKO_23572	NEMVE13151
OG0000059	SACKO_18357	NEMVE15315, NEMVE02009, NEMVE06154
OG0000060	SACKO_07510	NEMVE15983, NEMVE23420, NEMVE00402
OG0000060	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758	NEMVE00070, NEMVE04978, NEMVE04891, NEMVE14352, NEMVE05019, NEMVE21993, NEMVE15088
OG0000060	SACKO_18890	NEMVE09694
OG0000060	SACKO_08309	NEMVE01006, NEMVE11210, NEMVE00908, NEMVE18881, NEMVE00777
OG0000062	SACKO_15645	NEMVE14126
OG0000062	SACKO_01291, SACKO_22149	NEMVE00002, NEMVE17871
OG0000063	SACKO_12392	NEMVE05614
OG0000063	SACKO_30345	NEMVE00196
OG0000063	SACKO_30337	NEMVE00961
OG0000063	SACKO_21551	NEMVE10930, NEMVE10935, NEMVE10931, NEMVE01013, NEMVE10933, NEMVE05615, NEMVE13213, NEMVE09357, NEMVE19786, NEMVE09682
OG0000063	SACKO_15119	NEMVE09684
OG0000064	SACKO_08250, SACKO_08258, SACKO_02768, SACKO_02380, SACKO_14756, SACKO_33464, SACKO_27438, SACKO_01181, SACKO_03953, SACKO_27131, SACKO_11181, SACKO_33748, SACKO_33926, SACKO_02093, SACKO_02651, SACKO_02637, SACKO_03379, SACKO_23578, SACKO_02607, SACKO_14997, SACKO_02960, SACKO_12041, SACKO_12045, SACKO_12849, SACKO_12930, SACKO_32856, SACKO_32869, SACKO_23645, SACKO_16843, SACKO_04615, SACKO_03813, SACKO_07759, SACKO_07741, SACKO_07740, SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407, SACKO_05053, SACKO_04752, SACKO_29299, SACKO_08896, SACKO_08852, SACKO_28360, SACKO_17531, SACKO_08878, SACKO_02678, SACKO_02673, SACKO_31336, SACKO_31295, SACKO_22301, SACKO_21361, SACKO_10454, SACKO_26879, SACKO_12435	NEMVE19911, NEMVE17597, NEMVE15687
OG0000066	SACKO_02924	NEMVE03297
OG0000066	SACKO_12791	NEMVE00589
OG0000066	SACKO_22294	NEMVE00844, NEMVE10387, NEMVE00084, NEMVE10150
OG0000066	SACKO_09024	NEMVE05988
OG0000067	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369	NEMVE10714
OG0000067	SACKO_14495, SACKO_30959, SACKO_15224, SACKO_22683, SACKO_10271, SACKO_21618, SACKO_13951, SACKO_01508, SACKO_26251	NEMVE09992, NEMVE05352, NEMVE17696, NEMVE13081, NEMVE04875
OG0000067	SACKO_09207, SACKO_09205, SACKO_09211	NEMVE11267, NEMVE02012
OG0000067	SACKO_29221, SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780, SACKO_02541, SACKO_12383, SACKO_13178, SACKO_19397, SACKO_21210, SACKO_13183, SACKO_02285, SACKO_12598, SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910	NEMVE14139, NEMVE14099
OG0000068	SACKO_06039, SACKO_00510, SACKO_11410, SACKO_06043, SACKO_06365, SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381	NEMVE24661, NEMVE20048
OG0000069	SACKO_07016, SACKO_15035	NEMVE14181
OG0000070	SACKO_18930, SACKO_18932	NEMVE23951, NEMVE09231, NEMVE05946
OG0000071	SACKO_23940, SACKO_34202	NEMVE11425, NEMVE00556, NEMVE14043
OG0000071	SACKO_24289	NEMVE03090
OG0000072	SACKO_30660	NEMVE01460
OG0000072	SACKO_25103, SACKO_25111	NEMVE07818
OG0000072	SACKO_24878	NEMVE18743
OG0000072	SACKO_18184, SACKO_13554	NEMVE17202
OG0000074	SACKO_00567, SACKO_23013	NEMVE04681
OG0000074	SACKO_25125, SACKO_32231	NEMVE01659, NEMVE12812
OG0000075	SACKO_07161	NEMVE23844
OG0000075	SACKO_31864	NEMVE13100
OG0000075	SACKO_16948	NEMVE15115
OG0000075	SACKO_18318	NEMVE21913
OG0000075	SACKO_31867	NEMVE18051
OG0000075	SACKO_23452	NEMVE24197
OG0000075	SACKO_23651	NEMVE22411
OG0000075	SACKO_09677	NEMVE17771
OG0000075	SACKO_16926	NEMVE07707
OG0000076	SACKO_10761	NEMVE11640
OG0000076	SACKO_34185	NEMVE17104
OG0000076	SACKO_01868	NEMVE17885
OG0000077	SACKO_10609, SACKO_13734, SACKO_03449, SACKO_25683, SACKO_24063, SACKO_16621, SACKO_13762, SACKO_02025, SACKO_24085, SACKO_24142, SACKO_25682, SACKO_24970, SACKO_24184, SACKO_27806	NEMVE04990
OG0000078	SACKO_29101	NEMVE17207
OG0000078	SACKO_28717, SACKO_28415, SACKO_06107, SACKO_11720, SACKO_15315	NEMVE13703, NEMVE01522
OG0000078	SACKO_15309	NEMVE20033
OG0000079	SACKO_22850	NEMVE07219, NEMVE03189
OG0000079	SACKO_02973, SACKO_02974	NEMVE08009
OG0000080	SACKO_06247	NEMVE06862
OG0000081	SACKO_05106, SACKO_05124, SACKO_05154, SACKO_13455, SACKO_09019, SACKO_26158, SACKO_26128, SACKO_04585	NEMVE01072
OG0000082	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295	NEMVE19066
OG0000082	SACKO_12474	NEMVE05388
OG0000082	SACKO_26490	NEMVE14867, NEMVE15134
OG0000082	SACKO_12848, SACKO_24599, SACKO_24554, SACKO_24557, SACKO_24563, SACKO_12893	NEMVE22355
OG0000083	SACKO_30590, SACKO_27341	NEMVE12859, NEMVE06053, NEMVE08070, NEMVE09935, NEMVE03051, NEMVE02455, NEMVE08434, NEMVE06040, NEMVE03091
OG0000083	SACKO_09837, SACKO_13802, SACKO_04040	NEMVE19216
OG0000084	SACKO_19861, SACKO_03000	NEMVE25083, NEMVE02496, NEMVE03047, NEMVE03526, NEMVE00179, NEMVE00159, NEMVE02096, NEMVE04809, NEMVE15190, NEMVE01631
OG0000084	SACKO_25939, SACKO_05229, SACKO_05226, SACKO_29112, SACKO_05196, SACKO_05204, SACKO_34192, SACKO_05203, SACKO_05224, SACKO_05166, SACKO_05235, SACKO_10741, SACKO_10738, SACKO_10729, SACKO_10733, SACKO_06583	NEMVE07901
OG0000085	SACKO_10531	NEMVE07554
OG0000085	SACKO_23009	NEMVE09794, NEMVE03205
OG0000085	SACKO_25563	NEMVE07695, NEMVE08967, NEMVE08972
OG0000085	SACKO_10208	NEMVE18682, NEMVE18681
OG0000086	SACKO_32875, SACKO_17351, SACKO_29141, SACKO_14056, SACKO_14065	NEMVE00122
OG0000086	SACKO_33827	NEMVE01074, NEMVE23816, NEMVE18508
OG0000086	SACKO_23869, SACKO_24641, SACKO_21619, SACKO_18827, SACKO_21646, SACKO_26892, SACKO_17064	NEMVE19950, NEMVE25808
OG0000086	SACKO_08164, SACKO_15957, SACKO_13202, SACKO_13399, SACKO_20656, SACKO_08650, SACKO_03282, SACKO_02410	NEMVE18309, NEMVE17614, NEMVE15616, NEMVE17936
OG0000087	SACKO_19449	NEMVE09998
OG0000087	SACKO_18343	NEMVE14074
