Orthogroup	SACKO_ok	HELIO_ok
OG0000023	SACKO_06926	HELIO_08618, HELIO_08359, HELIO_11316
OG0000023	SACKO_14770	HELIO_07887, HELIO_10788, HELIO_06647
OG0000023	SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924	HELIO_00907
OG0000025	SACKO_19443	HELIO_01996, HELIO_02947, HELIO_11183, HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903, HELIO_08114, HELIO_07462
OG0000025	SACKO_16534	HELIO_04952
OG0000025	SACKO_21220	HELIO_04417, HELIO_06506, HELIO_01074, HELIO_11595, HELIO_06776, HELIO_10300, HELIO_05266, HELIO_08184, HELIO_05181, HELIO_02115
OG0000025	SACKO_13340	HELIO_04661, HELIO_01319, HELIO_11891, HELIO_06548, HELIO_05151, HELIO_05386, HELIO_05130, HELIO_05684, HELIO_07410, HELIO_06241, HELIO_08914, HELIO_07084, HELIO_05071, HELIO_06217, HELIO_04102, HELIO_05474, HELIO_04209, HELIO_04160, HELIO_03948, HELIO_05479, HELIO_06857, HELIO_06997, HELIO_11383, HELIO_05819, HELIO_05509, HELIO_05409, HELIO_05333, HELIO_02268
OG0000025	SACKO_20772, SACKO_33394, SACKO_06338	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878, HELIO_07309, HELIO_06949, HELIO_05701, HELIO_05635, HELIO_06741
OG0000026	SACKO_15830	HELIO_00695, HELIO_00694
OG0000026	SACKO_24091	HELIO_09541
OG0000027	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981	HELIO_02455, HELIO_02456, HELIO_04291, HELIO_07880, HELIO_08186, HELIO_04887
OG0000028	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060	HELIO_06962
OG0000028	SACKO_21235	HELIO_00147
OG0000028	SACKO_11105, SACKO_11126	HELIO_06013
OG0000028	SACKO_32628	HELIO_00961
OG0000028	SACKO_00054, SACKO_29910	HELIO_06306
OG0000028	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407	HELIO_06269
OG0000028	SACKO_04520	HELIO_12146
OG0000029	SACKO_12540, SACKO_04574	HELIO_10546, HELIO_00115
OG0000029	SACKO_07374	HELIO_05447
OG0000029	SACKO_14992, SACKO_14998, SACKO_15002	HELIO_05915, HELIO_11308
OG0000029	SACKO_15001	HELIO_11942
OG0000029	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195	HELIO_00268, HELIO_06866, HELIO_02296, HELIO_09944, HELIO_05648, HELIO_01633, HELIO_06816
OG0000030	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143	HELIO_11997
OG0000030	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170	HELIO_04525, HELIO_09505
OG0000030	SACKO_23559	HELIO_06719
OG0000030	SACKO_33974	HELIO_06628
OG0000031	SACKO_18621	HELIO_00475
OG0000031	SACKO_18614	HELIO_11237
OG0000031	SACKO_16512	HELIO_00951
OG0000031	SACKO_21501	HELIO_11573
OG0000031	SACKO_14417	HELIO_00638
OG0000031	SACKO_32680	HELIO_00007
OG0000031	SACKO_14578	HELIO_08452
OG0000031	SACKO_03088	HELIO_02162
OG0000032	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754	HELIO_06747
OG0000032	SACKO_02664	HELIO_05612, HELIO_01994, HELIO_06271, HELIO_05549, HELIO_06177, HELIO_11472, HELIO_11063, HELIO_05021, HELIO_02986
OG0000034	SACKO_08906	HELIO_03040
OG0000034	SACKO_15619	HELIO_11045
OG0000034	SACKO_19192	HELIO_10910
OG0000034	SACKO_16505	HELIO_05981
OG0000034	SACKO_05860	HELIO_12487
OG0000034	SACKO_29852	HELIO_11629
OG0000034	SACKO_21906	HELIO_08377
OG0000035	SACKO_31939	HELIO_06273
OG0000035	SACKO_02558	HELIO_04621
OG0000035	SACKO_31936	HELIO_03945, HELIO_04376
OG0000035	SACKO_19408	HELIO_12501
OG0000035	SACKO_12639	HELIO_03534
OG0000035	SACKO_13246	HELIO_07811, HELIO_06366
OG0000035	SACKO_16912	HELIO_00732
OG0000035	SACKO_19307, SACKO_22660	HELIO_11539
OG0000035	SACKO_07333, SACKO_04598	HELIO_10164
OG0000035	SACKO_08422	HELIO_04984
OG0000036	SACKO_28321	HELIO_01209, HELIO_01210, HELIO_09115, HELIO_04594, HELIO_09618
OG0000036	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	HELIO_07711
OG0000036	SACKO_28315	HELIO_02352, HELIO_11421, HELIO_04744
OG0000037	SACKO_05171	HELIO_01421
OG0000037	SACKO_15149	HELIO_01377
OG0000037	SACKO_17953, SACKO_17956	HELIO_04770
OG0000037	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025	HELIO_09574, HELIO_11062, HELIO_01380
OG0000039	SACKO_16726, SACKO_16701	HELIO_01180
OG0000039	SACKO_15245	HELIO_07214
OG0000039	SACKO_26168, SACKO_17372	HELIO_10409
OG0000040	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945
OG0000042	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496	HELIO_12728
OG0000043	SACKO_11078	HELIO_00563
OG0000043	SACKO_09694	HELIO_03541
OG0000044	SACKO_25267, SACKO_00121	HELIO_05461
OG0000044	SACKO_11589	HELIO_02529
OG0000045	SACKO_32932	HELIO_07351, HELIO_00342
OG0000045	SACKO_11824	HELIO_03034
OG0000045	SACKO_03986, SACKO_29244	HELIO_01585
OG0000046	SACKO_18448	HELIO_08475
OG0000048	SACKO_10818	HELIO_12500
OG0000048	SACKO_04413	HELIO_03643
OG0000048	SACKO_24161	HELIO_05568
OG0000048	SACKO_03133	HELIO_11655
OG0000048	SACKO_17673	HELIO_08708
OG0000048	SACKO_04525, SACKO_04530, SACKO_31187	HELIO_00288, HELIO_00660, HELIO_12560, HELIO_10706
OG0000048	SACKO_29639	HELIO_05605
OG0000049	SACKO_25472	HELIO_02366
OG0000049	SACKO_29659	HELIO_10175
OG0000049	SACKO_17863	HELIO_12356
OG0000050	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972	HELIO_04635
OG0000050	SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685	HELIO_04600
OG0000050	SACKO_16669, SACKO_28066, SACKO_21118	HELIO_04507, HELIO_05305
OG0000050	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008	HELIO_03827, HELIO_11651, HELIO_10651, HELIO_07585
OG0000050	SACKO_16143	HELIO_00791, HELIO_04892, HELIO_11650
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	HELIO_11965, HELIO_05090, HELIO_05789
OG0000053	SACKO_23808	HELIO_04512
OG0000054	SACKO_11814, SACKO_18179	HELIO_03625, HELIO_05561
OG0000054	SACKO_17476	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	HELIO_05303
OG0000056	SACKO_04324, SACKO_33186	HELIO_09232
OG0000056	SACKO_24135	HELIO_07150
OG0000056	SACKO_05139	HELIO_07637
OG0000058	SACKO_00929, SACKO_00933, SACKO_00911	HELIO_04764, HELIO_06019
OG0000059	SACKO_01899	HELIO_08348
OG0000059	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073	HELIO_00630, HELIO_02571
OG0000059	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647	HELIO_00753, HELIO_11973
OG0000059	SACKO_18357	HELIO_07693, HELIO_05488
OG0000060	SACKO_26044	HELIO_02035
OG0000060	SACKO_07510	HELIO_11213
OG0000060	SACKO_08309	HELIO_12113
OG0000061	SACKO_02041	HELIO_11204
OG0000061	SACKO_02064	HELIO_04007, HELIO_00294, HELIO_10663
OG0000061	SACKO_22956, SACKO_22933	HELIO_00140
OG0000061	SACKO_27147	HELIO_07930
OG0000062	SACKO_15645	HELIO_06316
OG0000062	SACKO_01291, SACKO_22149	HELIO_08446, HELIO_09104
OG0000063	SACKO_12392	HELIO_10147
OG0000063	SACKO_30337	HELIO_12629
OG0000063	SACKO_15119	HELIO_04155
OG0000064	SACKO_03953, SACKO_27131	HELIO_01450, HELIO_11717
OG0000066	SACKO_12792	HELIO_02871
OG0000066	SACKO_04149, SACKO_32467	HELIO_08302
OG0000066	SACKO_23403	HELIO_11387
OG0000067	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369	HELIO_11753, HELIO_06955
OG0000067	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780	HELIO_07310
OG0000067	SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910	HELIO_09285
OG0000068	SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381	HELIO_09524, HELIO_08964
OG0000069	SACKO_07016, SACKO_15035	HELIO_11698
OG0000070	SACKO_10050, SACKO_01480, SACKO_29930	HELIO_05047, HELIO_00591
OG0000071	SACKO_23940, SACKO_34202	HELIO_00564
OG0000071	SACKO_24289	HELIO_11788
OG0000071	SACKO_08311	HELIO_04987
OG0000072	SACKO_30660	HELIO_10317
OG0000072	SACKO_25103	HELIO_09782
OG0000072	SACKO_14515	HELIO_10131
OG0000072	SACKO_31517	HELIO_05118, HELIO_10379
OG0000074	SACKO_04859	HELIO_11128, HELIO_09183, HELIO_01338, HELIO_05011, HELIO_10435, HELIO_08963
OG0000074	SACKO_00567, SACKO_23013	HELIO_06403
OG0000074	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735	HELIO_01439, HELIO_07384, HELIO_06770, HELIO_11885
OG0000075	SACKO_07161	HELIO_02705
OG0000075	SACKO_31868	HELIO_12175
OG0000075	SACKO_31864	HELIO_01007
OG0000075	SACKO_16948	HELIO_07086
OG0000075	SACKO_31867	HELIO_01193
OG0000075	SACKO_23651	HELIO_09567
OG0000075	SACKO_09677	HELIO_05177
OG0000075	SACKO_16926	HELIO_00684
OG0000076	SACKO_34185	HELIO_04639
OG0000076	SACKO_08188, SACKO_33348	HELIO_05925
OG0000077	SACKO_13734	HELIO_05657
OG0000077	SACKO_16621, SACKO_13762, SACKO_02025	HELIO_00295
OG0000077	SACKO_24085	HELIO_11466
OG0000078	SACKO_29101	HELIO_06334, HELIO_11613, HELIO_04314, HELIO_00570
OG0000078	SACKO_28717, SACKO_28415, SACKO_06107, SACKO_11720, SACKO_15315	HELIO_06313
OG0000078	SACKO_15309	HELIO_07319, HELIO_06987
OG0000078	SACKO_06423	HELIO_02467
OG0000079	SACKO_22850	HELIO_01794, HELIO_05740
OG0000079	SACKO_02973	HELIO_00549
OG0000081	SACKO_05106, SACKO_05124, SACKO_05154, SACKO_13455, SACKO_09019, SACKO_26158, SACKO_26128, SACKO_04585	HELIO_06946, HELIO_04954, HELIO_06101, HELIO_04830
OG0000082	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295	HELIO_12249
OG0000082	SACKO_12474	HELIO_08556
OG0000082	SACKO_26490	HELIO_06503, HELIO_04026, HELIO_02219
OG0000082	SACKO_23968, SACKO_23962	HELIO_05158
OG0000083	SACKO_13802	HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391, HELIO_00176, HELIO_06864, HELIO_06088, HELIO_07519, HELIO_05673
OG0000083	SACKO_04040	HELIO_03497, HELIO_03496
OG0000084	SACKO_19861, SACKO_03000	HELIO_06950
OG0000085	SACKO_23009	HELIO_02405
OG0000085	SACKO_29731	HELIO_08642
OG0000085	SACKO_33849	HELIO_11582
OG0000086	SACKO_19742, SACKO_21598	HELIO_04790
OG0000086	SACKO_07097, SACKO_30002	HELIO_03940
OG0000087	SACKO_19449	HELIO_02848
OG0000087	SACKO_18343	HELIO_02847, HELIO_02846
OG0000087	SACKO_31124	HELIO_10299
OG0000087	SACKO_09961	HELIO_09425
OG0000087	SACKO_21024	HELIO_04335
OG0000087	SACKO_23310, SACKO_14360	HELIO_00773
OG0000087	SACKO_23472	HELIO_06633
OG0000087	SACKO_06733	HELIO_01983
OG0000088	SACKO_22121, SACKO_03740, SACKO_08568, SACKO_17308, SACKO_10633, SACKO_10635	HELIO_00040
OG0000088	SACKO_32685, SACKO_32679, SACKO_28645, SACKO_11604, SACKO_11610, SACKO_24227, SACKO_24190, SACKO_14146, SACKO_31824, SACKO_31840, SACKO_27885, SACKO_20075	HELIO_06555, HELIO_11791, HELIO_06055, HELIO_05195, HELIO_00315, HELIO_08555
OG0000088	SACKO_18749, SACKO_25662, SACKO_04357, SACKO_25835, SACKO_02277, SACKO_25182, SACKO_33837, SACKO_01867, SACKO_33325	HELIO_06391
OG0000088	SACKO_11683	HELIO_08028
OG0000089	SACKO_27338	HELIO_06684
OG0000090	SACKO_21411	HELIO_12415
OG0000090	SACKO_07409	HELIO_09255
OG0000090	SACKO_28463, SACKO_27294, SACKO_22823, SACKO_27256, SACKO_22832, SACKO_22824	HELIO_03859, HELIO_12616
OG0000091	SACKO_25558, SACKO_23916	HELIO_06734, HELIO_05437, HELIO_01871, HELIO_05996
OG0000094	SACKO_30142	HELIO_07015
OG0000094	SACKO_14416	HELIO_03878
OG0000095	SACKO_28112, SACKO_28146, SACKO_22238, SACKO_22239, SACKO_09533, SACKO_14638, SACKO_28141, SACKO_28147, SACKO_28111, SACKO_05633, SACKO_28134, SACKO_05646, SACKO_28114	HELIO_01565, HELIO_06183, HELIO_04673, HELIO_07611
OG0000095	SACKO_28131, SACKO_05648	HELIO_04751, HELIO_04874
OG0000096	SACKO_00041	HELIO_07466
OG0000096	SACKO_02842	HELIO_03681
OG0000096	SACKO_13904	HELIO_03321
OG0000096	SACKO_24537	HELIO_03947
OG0000096	SACKO_27312, SACKO_27255	HELIO_09595
OG0000097	SACKO_05734, SACKO_32747, SACKO_18258, SACKO_18299, SACKO_18263	HELIO_06145
OG0000097	SACKO_09795, SACKO_16800, SACKO_17524, SACKO_16802, SACKO_10228, SACKO_19559, SACKO_01366, SACKO_19548, SACKO_17961, SACKO_17950, SACKO_31266, SACKO_11687, SACKO_11694, SACKO_10750, SACKO_30828, SACKO_01368, SACKO_01358, SACKO_10227, SACKO_19566, SACKO_19554, SACKO_19549	HELIO_05308
OG0000097	SACKO_15806	HELIO_04942
OG0000098	SACKO_30373, SACKO_19685	HELIO_07543
OG0000098	SACKO_15840	HELIO_11416
OG0000099	SACKO_03078	HELIO_00318, HELIO_06995
OG0000099	SACKO_07176	HELIO_00319
OG0000100	SACKO_30403	HELIO_08550
OG0000100	SACKO_05750	HELIO_06465
OG0000101	SACKO_13586, SACKO_13587, SACKO_31937	HELIO_03317
OG0000101	SACKO_23978, SACKO_23977	HELIO_11521
OG0000101	SACKO_17213, SACKO_17194, SACKO_17207, SACKO_30330	HELIO_06274, HELIO_11624, HELIO_06876
OG0000102	SACKO_09072, SACKO_09096, SACKO_13190	HELIO_08564
OG0000103	SACKO_33359	HELIO_03996
OG0000103	SACKO_23497	HELIO_12543
OG0000104	SACKO_13626	HELIO_04946
OG0000104	SACKO_19425	HELIO_03807
OG0000104	SACKO_13617	HELIO_05172
OG0000104	SACKO_13688	HELIO_02282
OG0000104	SACKO_16066	HELIO_00006
OG0000106	SACKO_19035	HELIO_07474
OG0000106	SACKO_31163, SACKO_03309, SACKO_31157	HELIO_05614
OG0000106	SACKO_26319	HELIO_10877
OG0000108	SACKO_19835, SACKO_20865	HELIO_02724
OG0000108	SACKO_17008	HELIO_11770
OG0000109	SACKO_21546, SACKO_09770, SACKO_24622, SACKO_09772, SACKO_21400, SACKO_09259, SACKO_17753, SACKO_17339, SACKO_27007, SACKO_17752, SACKO_07357	HELIO_04458
OG0000110	SACKO_10755, SACKO_10759, SACKO_10764, SACKO_28436, SACKO_28440, SACKO_19692, SACKO_19702	HELIO_11542
OG0000110	SACKO_09064	HELIO_04706
OG0000110	SACKO_22197	HELIO_12166, HELIO_08016, HELIO_01452
OG0000113	SACKO_14235, SACKO_07253, SACKO_22562, SACKO_28107	HELIO_06754
OG0000113	SACKO_08824, SACKO_32049, SACKO_03802, SACKO_24392, SACKO_25438, SACKO_24416, SACKO_01082	HELIO_04446, HELIO_08405
OG0000114	SACKO_05494	HELIO_08152
OG0000114	SACKO_05497, SACKO_05499, SACKO_05519	HELIO_00027, HELIO_06292
OG0000115	SACKO_25171	HELIO_10330
OG0000116	SACKO_31632	HELIO_08217, HELIO_10553
OG0000116	SACKO_28117	HELIO_07865
OG0000117	SACKO_11514	HELIO_07925
OG0000117	SACKO_17564, SACKO_17585, SACKO_17575, SACKO_17577, SACKO_17609, SACKO_17600	HELIO_12672
OG0000117	SACKO_03547	HELIO_11112, HELIO_11113
OG0000119	SACKO_14170	HELIO_09291
OG0000119	SACKO_28303	HELIO_08423
OG0000121	SACKO_13416, SACKO_17485, SACKO_17484, SACKO_03657	HELIO_11384
OG0000121	SACKO_04710	HELIO_00672
OG0000121	SACKO_31429, SACKO_21563	HELIO_05376
OG0000122	SACKO_31419	HELIO_03986, HELIO_09221
OG0000123	SACKO_21671	HELIO_00165
OG0000123	SACKO_13259	HELIO_08717
OG0000123	SACKO_30225	HELIO_08884
OG0000123	SACKO_24090	HELIO_06757
OG0000123	SACKO_12014	HELIO_09783
OG0000123	SACKO_31894	HELIO_10689
OG0000124	SACKO_33754, SACKO_22345	HELIO_02264
OG0000124	SACKO_19309	HELIO_07531
OG0000124	SACKO_02327	HELIO_01505
OG0000125	SACKO_31925	HELIO_09637, HELIO_09639
OG0000125	SACKO_18243, SACKO_25407	HELIO_08654
OG0000125	SACKO_18622	HELIO_11225
OG0000125	SACKO_17275	HELIO_03951
OG0000125	SACKO_21397, SACKO_06987	HELIO_08019
OG0000126	SACKO_30837	HELIO_05678
