Orthogroup	SACKO_ok	BRAFL
OG0000005	SACKO_20756, SACKO_20781, SACKO_20763, SACKO_14831, SACKO_20761, SACKO_20789, SACKO_20768, SACKO_20796, SACKO_20800, SACKO_20780, SACKO_20802, SACKO_24303, SACKO_03083, SACKO_03054, SACKO_03070, SACKO_03064, SACKO_25185, SACKO_08962, SACKO_08957	bflo_08461, bflo_08460, bflo_07020, bflo_07656, bflo_07021, bflo_13613, bflo_13706, bflo_13036, bflo_00914, bflo_00505, bflo_00504, bflo_00482, bflo_00815, bflo_19551, bflo_26509
OG0000005	SACKO_00899, SACKO_02650, SACKO_00900	bflo_10917
OG0000006	SACKO_15269	bflo_03612
OG0000006	SACKO_21129	bflo_10484
OG0000006	SACKO_21953	bflo_06221
OG0000006	SACKO_11503	bflo_07660
OG0000006	SACKO_02616	bflo_14856, bflo_15258
OG0000006	SACKO_13650	bflo_16305
OG0000006	SACKO_23250	bflo_12576
OG0000006	SACKO_15817	bflo_23572
OG0000006	SACKO_15812	bflo_23665
OG0000006	SACKO_33806	bflo_22579
OG0000006	SACKO_32444	bflo_06220
OG0000006	SACKO_12590, SACKO_14761, SACKO_02017	bflo_08237
OG0000006	SACKO_32500	bflo_06222
OG0000006	SACKO_06429	bflo_08431
OG0000006	SACKO_32477	bflo_22598
OG0000006	SACKO_20803	bflo_15412
OG0000006	SACKO_32388	bflo_10980
OG0000007	SACKO_33112	bflo_13266
OG0000007	SACKO_16486	bflo_05651
OG0000007	SACKO_25751	bflo_16444, bflo_15598
OG0000007	SACKO_30170	bflo_06255
OG0000007	SACKO_17363	bflo_25603
OG0000007	SACKO_07507	bflo_25903
OG0000007	SACKO_03410	bflo_10207
OG0000007	SACKO_33128	bflo_13761
OG0000007	SACKO_15684	bflo_13742
OG0000007	SACKO_15694	bflo_13892
OG0000007	SACKO_22717	bflo_13084
OG0000007	SACKO_15952	bflo_00716
OG0000007	SACKO_11677	bflo_12223
OG0000007	SACKO_04591	bflo_16800
OG0000007	SACKO_27771	bflo_12369, bflo_21087
OG0000007	SACKO_27817	bflo_23309
OG0000007	SACKO_00927	bflo_23091
OG0000007	SACKO_02233	bflo_23283
OG0000007	SACKO_03579	bflo_09771
OG0000007	SACKO_31073	bflo_24497
OG0000007	SACKO_11981	bflo_11392
OG0000008	SACKO_08466	bflo_09106
OG0000008	SACKO_29665, SACKO_28380, SACKO_28379, SACKO_25577, SACKO_25585, SACKO_31323, SACKO_31280, SACKO_17455, SACKO_31331, SACKO_25272, SACKO_01695, SACKO_32427, SACKO_28703	bflo_14409, bflo_10580
OG0000008	SACKO_28639, SACKO_02911, SACKO_16967, SACKO_16953, SACKO_16974, SACKO_16943, SACKO_30060, SACKO_28628, SACKO_28688	bflo_11711
OG0000008	SACKO_02458	bflo_16759, bflo_16352, bflo_16351, bflo_16760, bflo_16631
OG0000008	SACKO_07048	bflo_18246, bflo_18438, bflo_17494, bflo_17234, bflo_17491, bflo_17495, bflo_05246, bflo_16441, bflo_26042, bflo_18070, bflo_16203, bflo_16234, bflo_16238, bflo_16233, bflo_16235, bflo_16231, bflo_16161, bflo_25263, bflo_24546
OG0000008	SACKO_10317	bflo_24820, bflo_25017, bflo_24835, bflo_05883, bflo_24836, bflo_23968, bflo_00088, bflo_24054, bflo_24837, bflo_24839, bflo_24838, bflo_24924
OG0000010	SACKO_31740	bflo_25814, bflo_01084
OG0000010	SACKO_15785	bflo_08401, bflo_23855, bflo_02791, bflo_23795, bflo_23406
OG0000010	SACKO_19852, SACKO_19839, SACKO_20088	bflo_08393, bflo_07884, bflo_12780, bflo_08406, bflo_13136
OG0000010	SACKO_22527, SACKO_09182	bflo_15348, bflo_17410, bflo_07653, bflo_07652, bflo_08405, bflo_08413, bflo_08396, bflo_08404, bflo_07883
OG0000011	SACKO_22764	bflo_20761, bflo_05867, bflo_04324, bflo_26561, bflo_24248, bflo_06820
OG0000012	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565	bflo_21286, bflo_18299, bflo_13503, bflo_03860, bflo_20457, bflo_22922, bflo_23585, bflo_22923, bflo_21880, bflo_18018, bflo_03629, bflo_05980, bflo_05981, bflo_05336, bflo_21370
OG0000012	SACKO_06077	bflo_00214
OG0000012	SACKO_01736	bflo_14731, bflo_13607, bflo_24594
OG0000014	SACKO_33738, SACKO_26423, SACKO_26460	bflo_18525, bflo_05141
OG0000014	SACKO_13283	bflo_04326, bflo_04339, bflo_04331
OG0000015	SACKO_31697	bflo_14874
OG0000015	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509	bflo_24142, bflo_23928
OG0000015	SACKO_17011, SACKO_07089, SACKO_00034, SACKO_00056, SACKO_18010	bflo_24955, bflo_17773, bflo_17747, bflo_17701, bflo_14970
OG0000016	SACKO_23373, SACKO_07103, SACKO_18319	bflo_22486, bflo_01469, bflo_09907, bflo_10149, bflo_21276
OG0000016	SACKO_11717, SACKO_14898	bflo_12769
OG0000016	SACKO_06390	bflo_01790
OG0000016	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917	bflo_20387
OG0000019	SACKO_05035	bflo_24292
OG0000019	SACKO_28153	bflo_22767, bflo_06001, bflo_05746, bflo_23533
OG0000019	SACKO_34115, SACKO_32997, SACKO_06343, SACKO_26551, SACKO_34158, SACKO_09261, SACKO_14219, SACKO_09585, SACKO_04627, SACKO_12671	bflo_10160, bflo_26497, bflo_00628
OG0000019	SACKO_15751, SACKO_33114, SACKO_23914, SACKO_33498, SACKO_30908, SACKO_12806	bflo_06284
OG0000019	SACKO_23880	bflo_26518, bflo_26519, bflo_04870
OG0000019	SACKO_20403, SACKO_20414	bflo_15319, bflo_14638, bflo_14407, bflo_14408, bflo_21582, bflo_05781, bflo_06551, bflo_06786, bflo_05478, bflo_06552, bflo_02039, bflo_04152, bflo_18281, bflo_02884, bflo_17342, bflo_17343, bflo_02918, bflo_02876, bflo_25580, bflo_02890, bflo_06715, bflo_06719, bflo_02868, bflo_04218, bflo_15434, bflo_14556
OG0000020	SACKO_22951	bflo_19465
OG0000020	SACKO_26712	bflo_13852
OG0000020	SACKO_32378	bflo_17473, bflo_27211
OG0000020	SACKO_20642	bflo_24908
OG0000020	SACKO_08732	bflo_12267
OG0000020	SACKO_08704, SACKO_24262, SACKO_13567, SACKO_14956, SACKO_28904	bflo_24384, bflo_16833, bflo_26236, bflo_20748, bflo_09699, bflo_21336, bflo_13053, bflo_12684, bflo_25143, bflo_24001, bflo_22065, bflo_14513
OG0000020	SACKO_19273	bflo_23109
OG0000020	SACKO_23553	bflo_01292
OG0000020	SACKO_16107, SACKO_20105	bflo_16368
OG0000020	SACKO_15854	bflo_14118
OG0000020	SACKO_29670	bflo_07448
OG0000020	SACKO_04148	bflo_18684
OG0000020	SACKO_24638	bflo_14450
OG0000020	SACKO_04828	bflo_00687
OG0000020	SACKO_14423	bflo_14415
OG0000021	SACKO_33728, SACKO_24549	bflo_11723
OG0000021	SACKO_04567	bflo_07173
OG0000021	SACKO_32115	bflo_12821
OG0000021	SACKO_15594	bflo_20935
OG0000021	SACKO_29742	bflo_20505, bflo_09681
OG0000021	SACKO_25838	bflo_27402, bflo_22537, bflo_22539, bflo_22305
OG0000021	SACKO_24637, SACKO_24630, SACKO_24646, SACKO_24640	bflo_14957, bflo_14617, bflo_14568
OG0000023	SACKO_10529	bflo_10816, bflo_10061
OG0000023	SACKO_06926	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456
OG0000023	SACKO_14770	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042
OG0000026	SACKO_19144	bflo_21516, bflo_21519, bflo_21523
OG0000026	SACKO_23290, SACKO_14386	bflo_10397
OG0000026	SACKO_23233	bflo_26853, bflo_07376
OG0000026	SACKO_29967, SACKO_25622	bflo_11818
OG0000026	SACKO_04619	bflo_03704, bflo_21877, bflo_14509, bflo_02973, bflo_03705, bflo_02969, bflo_17121, bflo_03998, bflo_09675, bflo_07770, bflo_18066, bflo_05329, bflo_21515, bflo_21517, bflo_21247, bflo_21501, bflo_21518, bflo_01508, bflo_00408, bflo_21522, bflo_21831, bflo_17285, bflo_17283, bflo_17284, bflo_05278, bflo_09823
OG0000026	SACKO_24091	bflo_06473
OG0000026	SACKO_17435, SACKO_17896, SACKO_14191, SACKO_17424, SACKO_11660, SACKO_17379	bflo_11370
OG0000027	SACKO_21215	bflo_16745, bflo_11436
OG0000027	SACKO_02698	bflo_00954, bflo_21377, bflo_21771, bflo_21770, bflo_21767, bflo_21295, bflo_27379, bflo_21769, bflo_21480, bflo_16406, bflo_21376, bflo_21766, bflo_20722, bflo_08571, bflo_13573, bflo_15160, bflo_18041, bflo_15157, bflo_15155, bflo_15156, bflo_01209, bflo_15798, bflo_12491, bflo_18645, bflo_18636, bflo_10841, bflo_00669, bflo_00360, bflo_26536, bflo_26537, bflo_19407, bflo_19400, bflo_19409, bflo_19408, bflo_19405, bflo_05073, bflo_08278, bflo_24610
OG0000028	SACKO_21693, SACKO_21697, SACKO_31574, SACKO_31841, SACKO_05910, SACKO_09884, SACKO_09873, SACKO_09880, SACKO_34223, SACKO_34222, SACKO_34227	bflo_07777, bflo_07412, bflo_07411, bflo_18326, bflo_07776, bflo_08264
OG0000028	SACKO_00730, SACKO_00734	bflo_06411, bflo_06696, bflo_05765, bflo_05766, bflo_06406, bflo_05767, bflo_05958, bflo_06305, bflo_05959, bflo_06498, bflo_18107, bflo_25761, bflo_19766, bflo_19099
OG0000028	SACKO_00054, SACKO_29910	bflo_06341
OG0000028	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407	bflo_01235, bflo_02042
OG0000028	SACKO_04520	bflo_24390, bflo_24387, bflo_05196
OG0000029	SACKO_10012, SACKO_10033	bflo_00003
OG0000029	SACKO_07374	bflo_25831
OG0000029	SACKO_14992, SACKO_14998, SACKO_15002	bflo_00316, bflo_26576
OG0000029	SACKO_15001	bflo_00742, bflo_13634, bflo_26557, bflo_21595, bflo_21596, bflo_08663, bflo_08664, bflo_03929, bflo_00132, bflo_10187, bflo_00840, bflo_00865, bflo_12518, bflo_00853, bflo_00841, bflo_00854, bflo_00848, bflo_00836, bflo_11153, bflo_10901, bflo_25901, bflo_24407
OG0000030	SACKO_06190, SACKO_06196	bflo_08323, bflo_05230
OG0000030	SACKO_22667, SACKO_24779, SACKO_06416, SACKO_06421	bflo_21886
OG0000030	SACKO_23559	bflo_25955
OG0000030	SACKO_16655, SACKO_09928, SACKO_09940	bflo_23616
OG0000030	SACKO_13282, SACKO_13304, SACKO_14983, SACKO_14981	bflo_21367
OG0000030	SACKO_31385, SACKO_04683, SACKO_04687, SACKO_04475	bflo_09678, bflo_10382
OG0000030	SACKO_33974	bflo_09719
OG0000030	SACKO_26701	bflo_22462
OG0000031	SACKO_18621	bflo_02624
OG0000031	SACKO_18614	bflo_02501
OG0000031	SACKO_16512	bflo_06021
OG0000031	SACKO_21501	bflo_06369
OG0000031	SACKO_14417	bflo_15458
OG0000031	SACKO_14578	bflo_15459
OG0000031	SACKO_03088	bflo_02405
OG0000032	SACKO_26058	bflo_12824, bflo_01429
OG0000032	SACKO_20615	bflo_08327, bflo_09713, bflo_08329, bflo_08426, bflo_01810, bflo_01811, bflo_01636
OG0000032	SACKO_02664	bflo_23561, bflo_23038, bflo_01635
OG0000032	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243	bflo_08328, bflo_07783, bflo_19844, bflo_19585, bflo_19127, bflo_19062, bflo_19061, bflo_19371, bflo_18653, bflo_19388
OG0000034	SACKO_08906	bflo_20326
OG0000034	SACKO_19192	bflo_03308, bflo_13145
OG0000034	SACKO_16505	bflo_05871
OG0000034	SACKO_05860	bflo_03310
OG0000034	SACKO_20630, SACKO_18516	bflo_07712
OG0000034	SACKO_29852	bflo_08443
OG0000034	SACKO_18648	bflo_15884
OG0000034	SACKO_20915	bflo_03379
OG0000035	SACKO_02558	bflo_02157
OG0000035	SACKO_31936	bflo_10387, bflo_26954
OG0000035	SACKO_12639	bflo_10385
OG0000035	SACKO_13246	bflo_09462
OG0000035	SACKO_16912, SACKO_19307, SACKO_22660	bflo_09767, bflo_09277
OG0000035	SACKO_08422	bflo_10386
OG0000036	SACKO_28321	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188
OG0000036	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	bflo_08259, bflo_08260, bflo_16423, bflo_16325
OG0000036	SACKO_28315	bflo_12806, bflo_12805
OG0000037	SACKO_22630	bflo_18550, bflo_02879
OG0000037	SACKO_05171	bflo_10999
OG0000037	SACKO_15149	bflo_01342
OG0000037	SACKO_07542, SACKO_17953, SACKO_17956	bflo_10180
OG0000038	SACKO_01199	bflo_04809
OG0000038	SACKO_30496	bflo_16371
OG0000038	SACKO_31791	bflo_17414
OG0000038	SACKO_08733	bflo_18868
OG0000038	SACKO_22794, SACKO_08703	bflo_18833
OG0000038	SACKO_00016	bflo_16788
OG0000038	SACKO_05258, SACKO_05271	bflo_18855
OG0000039	SACKO_16726	bflo_22047
OG0000039	SACKO_16701	bflo_25066, bflo_24169
OG0000039	SACKO_22588	bflo_26070
OG0000039	SACKO_15245	bflo_06186
OG0000039	SACKO_25878	bflo_11811
OG0000040	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272
OG0000041	SACKO_08282	bflo_09009, bflo_26911, bflo_03344, bflo_12945
OG0000041	SACKO_06515	bflo_05956
OG0000043	SACKO_11078	bflo_23211, bflo_07587
OG0000043	SACKO_09694	bflo_19214
OG0000044	SACKO_11589	bflo_14922
OG0000044	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979	bflo_21420, bflo_01236
OG0000044	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102	bflo_13320
OG0000045	SACKO_11123	bflo_20899, bflo_17244
OG0000045	SACKO_32932	bflo_00610
OG0000045	SACKO_19853	bflo_00608
OG0000045	SACKO_32920	bflo_01071
OG0000045	SACKO_11824	bflo_05500, bflo_05502
OG0000045	SACKO_13295	bflo_00542
OG0000045	SACKO_19354	bflo_00606
OG0000046	SACKO_04617, SACKO_18448	bflo_09128, bflo_05621
OG0000046	SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208	bflo_12973, bflo_25564, bflo_11116, bflo_21984, bflo_17346, bflo_17140, bflo_17411, bflo_17138, bflo_15946, bflo_19960, bflo_03865, bflo_11219, bflo_01794, bflo_19942, bflo_19982, bflo_19954, bflo_19961, bflo_19955, bflo_19958, bflo_19956, bflo_19962, bflo_11929, bflo_19932, bflo_10620, bflo_14470, bflo_15030
OG0000046	SACKO_04112, SACKO_04114, SACKO_09345, SACKO_04109	bflo_15472, bflo_14788, bflo_08725
OG0000048	SACKO_24161	bflo_07462
OG0000048	SACKO_12018	bflo_17882, bflo_09143, bflo_09129, bflo_09102, bflo_27224
OG0000048	SACKO_03133	bflo_17669
OG0000048	SACKO_17673	bflo_20353
OG0000048	SACKO_29639	bflo_12849
OG0000049	SACKO_08936	bflo_17665
OG0000049	SACKO_25469	bflo_12099
OG0000049	SACKO_25472	bflo_12470, bflo_11081
OG0000049	SACKO_03908	bflo_24254, bflo_25115
OG0000049	SACKO_17863	bflo_20712
OG0000050	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972	bflo_08634, bflo_13204
OG0000050	SACKO_17648	bflo_13685
OG0000051	SACKO_31910	bflo_10647
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	bflo_08711
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	bflo_18195, bflo_17371
OG0000053	SACKO_15809, SACKO_15814	bflo_08643
OG0000053	SACKO_28166	bflo_08013
OG0000053	SACKO_03479	bflo_21932, bflo_21926, bflo_18879, bflo_19026
OG0000054	SACKO_13490	bflo_10477
OG0000054	SACKO_11814, SACKO_18179	bflo_16354, bflo_16689
OG0000054	SACKO_17476	bflo_04388
OG0000054	SACKO_33924	bflo_15707, bflo_15703, bflo_15905, bflo_15752, bflo_23344, bflo_22720
OG0000054	SACKO_28075, SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513, SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221	bflo_09085, bflo_09133, bflo_05501, bflo_06007, bflo_03912, bflo_17229, bflo_17691, bflo_18295, bflo_18294, bflo_26044, bflo_24306, bflo_10355, bflo_13684, bflo_13746, bflo_10411, bflo_13726, bflo_13740, bflo_13675, bflo_13693, bflo_25983, bflo_26141, bflo_25284
OG0000055	SACKO_00479	bflo_18013, bflo_21433
OG0000055	SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317	bflo_23228, bflo_23240
OG0000055	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027	bflo_23239, bflo_23195, bflo_23241, bflo_23237
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	bflo_25516
OG0000056	SACKO_32711	bflo_08200, bflo_07902, bflo_08069, bflo_08326, bflo_07804, bflo_22104, bflo_25681
OG0000056	SACKO_14382	bflo_15237
OG0000056	SACKO_22063, SACKO_13826, SACKO_16845, SACKO_11517, SACKO_05139	bflo_22428
OG0000058	SACKO_15454	bflo_05358
OG0000058	SACKO_23572	bflo_09194
OG0000058	SACKO_00929, SACKO_00933, SACKO_00911	bflo_00086, bflo_23948
OG0000059	SACKO_01899	bflo_21855
OG0000059	SACKO_09491	bflo_14547, bflo_15017
OG0000059	SACKO_31255, SACKO_10806, SACKO_13822	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815
OG0000059	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073, SACKO_07217, SACKO_23150, SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089
OG0000059	SACKO_18357	bflo_13996, bflo_14747
OG0000060	SACKO_26044	bflo_01659, bflo_06661
OG0000060	SACKO_07510	bflo_25984, bflo_26009
OG0000060	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758	bflo_01835, bflo_00757, bflo_01800
OG0000060	SACKO_18890	bflo_15783
OG0000060	SACKO_08309	bflo_01384
OG0000061	SACKO_02041	bflo_18545
OG0000061	SACKO_02073	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344
OG0000061	SACKO_02064	bflo_19609, bflo_18544, bflo_19608, bflo_19290
OG0000061	SACKO_22956, SACKO_22933, SACKO_27147	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369
OG0000062	SACKO_15950	bflo_17250, bflo_01624
OG0000062	SACKO_15645	bflo_13529
OG0000062	SACKO_01291, SACKO_22149	bflo_00246
OG0000063	SACKO_21551	bflo_25147
OG0000063	SACKO_15119	bflo_26112, bflo_25384, bflo_25322, bflo_25330, bflo_25162, bflo_25268, bflo_25241, bflo_25374, bflo_05397, bflo_25266, bflo_25753
OG0000066	SACKO_02924	bflo_26507, bflo_06316
OG0000066	SACKO_04149, SACKO_32467	bflo_00475, bflo_00473, bflo_00474
OG0000066	SACKO_22338	bflo_24133
OG0000066	SACKO_23403	bflo_11842
OG0000067	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369	bflo_08170
OG0000067	SACKO_14495, SACKO_30959, SACKO_15224, SACKO_22683, SACKO_10271, SACKO_21618, SACKO_13951, SACKO_01508	bflo_01576, bflo_00639, bflo_00640
OG0000068	SACKO_06039, SACKO_00510, SACKO_11410	bflo_12119
OG0000068	SACKO_06043	bflo_12120
OG0000069	SACKO_07016, SACKO_15035	bflo_20543, bflo_20542, bflo_20541, bflo_27333
OG0000070	SACKO_18930, SACKO_18932	bflo_17097, bflo_18391, bflo_18274
OG0000070	SACKO_08575	bflo_26467, bflo_13324, bflo_13447, bflo_13247, bflo_14268
OG0000070	SACKO_04002, SACKO_16666	bflo_27427, bflo_23408
OG0000070	SACKO_16529	bflo_19712
OG0000070	SACKO_03669	bflo_19610
OG0000070	SACKO_06869, SACKO_08780, SACKO_08776, SACKO_17153	bflo_18938, bflo_18939, bflo_18680, bflo_18677, bflo_08024, bflo_18676, bflo_06405, bflo_17765, bflo_24928, bflo_03653, bflo_13031, bflo_19530, bflo_18681, bflo_18560, bflo_19218, bflo_19322, bflo_19716, bflo_18678, bflo_18529, bflo_05505, bflo_19611, bflo_01821, bflo_08623, bflo_19607, bflo_03948
OG0000070	SACKO_29369, SACKO_16538, SACKO_10537, SACKO_10050, SACKO_01480, SACKO_29930	bflo_15003, bflo_25235
OG0000071	SACKO_24289	bflo_17295
OG0000071	SACKO_03523, SACKO_08311	bflo_03355
OG0000072	SACKO_30660	bflo_14353
OG0000072	SACKO_25103	bflo_14484
OG0000072	SACKO_25111	bflo_04637
OG0000072	SACKO_14515	bflo_14474
OG0000072	SACKO_24878	bflo_07882
OG0000072	SACKO_32752	bflo_11789
OG0000072	SACKO_14099	bflo_11787, bflo_11788
OG0000073	SACKO_25846, SACKO_25049, SACKO_25052	bflo_13118, bflo_03414, bflo_26731
OG0000074	SACKO_04859	bflo_10921
OG0000074	SACKO_00567, SACKO_23013	bflo_14737
OG0000075	SACKO_07161	bflo_02192
OG0000075	SACKO_31868	bflo_02500
OG0000075	SACKO_31864	bflo_02607
OG0000075	SACKO_16948	bflo_24625
OG0000075	SACKO_18318	bflo_21844
OG0000075	SACKO_31867	bflo_02487
OG0000075	SACKO_23452	bflo_12189
OG0000075	SACKO_23651	bflo_11040
OG0000075	SACKO_09677	bflo_12166
OG0000075	SACKO_16926	bflo_11652
OG0000077	SACKO_10609, SACKO_13734	bflo_09725
OG0000077	SACKO_24063	bflo_20919, bflo_20836, bflo_03467, bflo_21221, bflo_01044, bflo_00674, bflo_00541, bflo_14967, bflo_10820, bflo_23366
