Orthogroup	SACKO_ok	AENJA_ok
OG0000007	SACKO_02233	AENJA_22886
OG0000007	SACKO_03579	AENJA_20902
OG0000007	SACKO_31073	AENJA_16981
OG0000007	SACKO_11981	AENJA_26507
OG0000008	SACKO_08466	AENJA_24738, AENJA_04336, AENJA_08081, AENJA_21611, AENJA_18286, AENJA_19574, AENJA_03105
OG0000008	SACKO_29665, SACKO_28380, SACKO_28379, SACKO_25577, SACKO_25585, SACKO_31323, SACKO_31280, SACKO_17455, SACKO_31331, SACKO_25272, SACKO_01695, SACKO_32427, SACKO_28703	AENJA_01158
OG0000009	SACKO_05381	AENJA_04378
OG0000009	SACKO_23301	AENJA_10638
OG0000009	SACKO_10948	AENJA_13736, AENJA_17094
OG0000009	SACKO_01914	AENJA_22152
OG0000010	SACKO_19747, SACKO_14158, SACKO_23674	AENJA_06639
OG0000010	SACKO_12952, SACKO_12967, SACKO_01342, SACKO_30645	AENJA_16004, AENJA_09141
OG0000010	SACKO_19852, SACKO_19839, SACKO_20088	AENJA_04234
OG0000011	SACKO_22764	AENJA_10554, AENJA_20178, AENJA_19192, AENJA_02877, AENJA_17352, AENJA_20291, AENJA_06516, AENJA_22650, AENJA_14414, AENJA_17241, AENJA_22685, AENJA_26020, AENJA_21439, AENJA_21547, AENJA_23170, AENJA_23691, AENJA_08871, AENJA_09595, AENJA_20150, AENJA_13507, AENJA_21384, AENJA_24664, AENJA_01682, AENJA_22850, AENJA_21026
OG0000012	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565	AENJA_21729, AENJA_07862, AENJA_07861, AENJA_02014
OG0000012	SACKO_27004, SACKO_22874, SACKO_22859, SACKO_22880, SACKO_22844, SACKO_22910, SACKO_22879, SACKO_11626, SACKO_32189, SACKO_16345, SACKO_22854, SACKO_22913	AENJA_26327
OG0000012	SACKO_01736	AENJA_02869
OG0000013	SACKO_20134, SACKO_20882, SACKO_20884, SACKO_25123, SACKO_25143, SACKO_25131, SACKO_25137	AENJA_23415
OG0000014	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037	AENJA_09518, AENJA_09012
OG0000014	SACKO_25933, SACKO_00449, SACKO_12265, SACKO_12257	AENJA_17358
OG0000014	SACKO_13283	AENJA_25536
OG0000014	SACKO_06958	AENJA_02819, AENJA_17724, AENJA_13039, AENJA_13036, AENJA_17723, AENJA_02820, AENJA_17722, AENJA_02818
OG0000015	SACKO_31692	AENJA_19634
OG0000015	SACKO_01122, SACKO_01126	AENJA_25011
OG0000015	SACKO_31697	AENJA_18653
OG0000015	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509	AENJA_17614
OG0000015	SACKO_09394, SACKO_11453, SACKO_31684	AENJA_02597
OG0000016	SACKO_26503, SACKO_06921	AENJA_04784
OG0000016	SACKO_08552, SACKO_02763, SACKO_27519	AENJA_04814, AENJA_14549
OG0000016	SACKO_31968	AENJA_07664
OG0000016	SACKO_15439, SACKO_19317, SACKO_06877, SACKO_04946	AENJA_26671, AENJA_26677
OG0000016	SACKO_23373, SACKO_07103, SACKO_18319	AENJA_21813, AENJA_16651
OG0000016	SACKO_14898	AENJA_02781
OG0000016	SACKO_25497	AENJA_03281
OG0000016	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917	AENJA_03282, AENJA_18791, AENJA_08816, AENJA_02864
OG0000017	SACKO_32297	AENJA_24973, AENJA_25595, AENJA_05154, AENJA_12426, AENJA_00338, AENJA_00793, AENJA_19527, AENJA_05284, AENJA_20820, AENJA_23397, AENJA_15074, AENJA_17435, AENJA_05313, AENJA_19028, AENJA_20255, AENJA_12755, AENJA_11961, AENJA_18790, AENJA_13918, AENJA_10470, AENJA_03539, AENJA_15181, AENJA_16724, AENJA_21433, AENJA_25229, AENJA_26186, AENJA_00442
OG0000017	SACKO_17667	AENJA_07451
OG0000017	SACKO_00987, SACKO_29799	AENJA_22962, AENJA_21386, AENJA_13274, AENJA_08258, AENJA_22053, AENJA_22436, AENJA_14928, AENJA_06318, AENJA_08674, AENJA_21573
OG0000017	SACKO_25642, SACKO_32786, SACKO_07720	AENJA_04888, AENJA_03290
OG0000018	SACKO_12447	AENJA_26707, AENJA_02019, AENJA_10850, AENJA_17832, AENJA_06089, AENJA_04764, AENJA_25702, AENJA_25620, AENJA_26224, AENJA_03350, AENJA_17081
OG0000018	SACKO_10156	AENJA_00705, AENJA_05980, AENJA_21073
OG0000018	SACKO_13454	AENJA_15898
OG0000019	SACKO_31972	AENJA_12747
OG0000019	SACKO_05035	AENJA_03417, AENJA_02272, AENJA_02277
OG0000019	SACKO_20530	AENJA_02275, AENJA_02276
OG0000019	SACKO_31918	AENJA_10509, AENJA_19272
OG0000019	SACKO_34115	AENJA_02273
OG0000019	SACKO_15751, SACKO_33114, SACKO_23914, SACKO_33498, SACKO_30908	AENJA_16475
OG0000019	SACKO_12806	AENJA_12690
OG0000019	SACKO_17301	AENJA_11007, AENJA_11047, AENJA_17709
OG0000019	SACKO_20403, SACKO_20414	AENJA_14332, AENJA_12746, AENJA_14337, AENJA_14334, AENJA_14338
OG0000020	SACKO_34195	AENJA_06180, AENJA_02090
OG0000020	SACKO_22951	AENJA_21688, AENJA_05309
OG0000020	SACKO_32378	AENJA_15791
OG0000020	SACKO_20642	AENJA_12903
OG0000020	SACKO_08732	AENJA_09502
OG0000020	SACKO_26124	AENJA_16747
OG0000020	SACKO_26857	AENJA_14074
OG0000020	SACKO_10515	AENJA_08287
OG0000020	SACKO_21519	AENJA_18052
OG0000020	SACKO_08704	AENJA_23718
OG0000020	SACKO_24262, SACKO_13567, SACKO_14956, SACKO_28904	AENJA_02408
OG0000020	SACKO_19273	AENJA_17847
OG0000020	SACKO_23553	AENJA_15954
OG0000020	SACKO_16107, SACKO_20105	AENJA_16929
OG0000020	SACKO_15854	AENJA_04727
OG0000020	SACKO_20295	AENJA_10912
OG0000020	SACKO_29670	AENJA_11444
OG0000020	SACKO_04148	AENJA_07947
OG0000020	SACKO_24638	AENJA_14659
OG0000020	SACKO_04828	AENJA_12495
OG0000020	SACKO_14423	AENJA_25422
OG0000021	SACKO_17226, SACKO_17242, SACKO_17184	AENJA_21621, AENJA_21623
OG0000021	SACKO_24549	AENJA_14639
OG0000021	SACKO_04567	AENJA_26606, AENJA_10786
OG0000021	SACKO_32115	AENJA_16593
OG0000021	SACKO_15594	AENJA_24950
OG0000021	SACKO_29742	AENJA_19175
OG0000021	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631	AENJA_25124
OG0000021	SACKO_25838	AENJA_24226, AENJA_26459, AENJA_15672, AENJA_17125, AENJA_13315, AENJA_06809, AENJA_17731, AENJA_05163, AENJA_10523, AENJA_13306, AENJA_20227
OG0000021	SACKO_24640	AENJA_01732, AENJA_19095, AENJA_24409, AENJA_17711
OG0000023	SACKO_10529	AENJA_06341
OG0000023	SACKO_06926	AENJA_11919, AENJA_06566, AENJA_06565, AENJA_12125, AENJA_11618, AENJA_11620, AENJA_11621, AENJA_22520, AENJA_19106, AENJA_11920
OG0000023	SACKO_14770	AENJA_26230
OG0000023	SACKO_29082, SACKO_29077	AENJA_07520, AENJA_17438
OG0000023	SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924	AENJA_19908
OG0000024	SACKO_13222	AENJA_03136, AENJA_18708
OG0000025	SACKO_19443	AENJA_16194, AENJA_12427, AENJA_26584, AENJA_11195
OG0000025	SACKO_13340	AENJA_14413, AENJA_09759, AENJA_20400, AENJA_19906, AENJA_05976
OG0000025	SACKO_20772, SACKO_33394, SACKO_06338	AENJA_09551
OG0000026	SACKO_23290, SACKO_14386	AENJA_22634, AENJA_08898, AENJA_15153, AENJA_22173
OG0000026	SACKO_04600	AENJA_09725, AENJA_09726, AENJA_07548
OG0000026	SACKO_23233	AENJA_21657
OG0000026	SACKO_30546, SACKO_02606, SACKO_02595, SACKO_02609, SACKO_24097	AENJA_12006, AENJA_16045, AENJA_18652, AENJA_16032, AENJA_17356, AENJA_20833, AENJA_17360, AENJA_18651
OG0000026	SACKO_24091	AENJA_10129
OG0000026	SACKO_17435, SACKO_17896, SACKO_14191, SACKO_17424, SACKO_11660, SACKO_17379	AENJA_04353, AENJA_08594, AENJA_10003
OG0000027	SACKO_20528	AENJA_03490
OG0000027	SACKO_16988, SACKO_16981	AENJA_09326, AENJA_19460, AENJA_19462
OG0000028	SACKO_21693, SACKO_21697, SACKO_31574, SACKO_31841, SACKO_05910, SACKO_09884, SACKO_09873, SACKO_09880, SACKO_34223, SACKO_34222, SACKO_34227	AENJA_02610, AENJA_09622
OG0000028	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060	AENJA_02274
OG0000028	SACKO_21235	AENJA_15999
OG0000028	SACKO_32628	AENJA_25121
OG0000028	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407	AENJA_19954
OG0000029	SACKO_10012, SACKO_10033	AENJA_03155, AENJA_26378, AENJA_10650
OG0000029	SACKO_07374	AENJA_26395
OG0000029	SACKO_14992, SACKO_14998, SACKO_15002	AENJA_05610
OG0000029	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195	AENJA_05280
OG0000030	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170	AENJA_17283
OG0000030	SACKO_24772	AENJA_07079
OG0000030	SACKO_23559	AENJA_24351, AENJA_12274
OG0000030	SACKO_16655, SACKO_09928, SACKO_09940	AENJA_21030
OG0000030	SACKO_34092, SACKO_34095	AENJA_05226
OG0000030	SACKO_13282, SACKO_13304	AENJA_02005, AENJA_02015
OG0000030	SACKO_14983, SACKO_14981	AENJA_09694
OG0000031	SACKO_18621	AENJA_09856
OG0000031	SACKO_18614	AENJA_09858
OG0000031	SACKO_16512	AENJA_08759
OG0000031	SACKO_21501	AENJA_10722
OG0000031	SACKO_14417	AENJA_05740
OG0000031	SACKO_32680	AENJA_14258, AENJA_15917, AENJA_14260
OG0000031	SACKO_03088	AENJA_15028
OG0000032	SACKO_26058	AENJA_06514
OG0000032	SACKO_20615	AENJA_15565
OG0000032	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754	AENJA_01667, AENJA_01332
OG0000032	SACKO_02664	AENJA_12718, AENJA_12280, AENJA_12491
OG0000032	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243	AENJA_12283
OG0000034	SACKO_08906	AENJA_21749
OG0000034	SACKO_15619	AENJA_26717
OG0000034	SACKO_19192	AENJA_02791
OG0000034	SACKO_16505	AENJA_23686
OG0000034	SACKO_05860	AENJA_13785
OG0000034	SACKO_29852	AENJA_15701
OG0000034	SACKO_18648	AENJA_24919
OG0000034	SACKO_20915	AENJA_16616
OG0000035	SACKO_02558	AENJA_01174
OG0000035	SACKO_31936	AENJA_26793
OG0000035	SACKO_19408	AENJA_22033
OG0000035	SACKO_12639	AENJA_08825
OG0000035	SACKO_13246	AENJA_12732
OG0000035	SACKO_16912	AENJA_12364
OG0000035	SACKO_19307, SACKO_22660	AENJA_26037
OG0000035	SACKO_07333, SACKO_04598	AENJA_21682
OG0000035	SACKO_08422	AENJA_21683
OG0000035	SACKO_31959, SACKO_06432	AENJA_03202, AENJA_17649, AENJA_15904
OG0000036	SACKO_28321	AENJA_22120, AENJA_22191, AENJA_22190
OG0000036	SACKO_21179	AENJA_19267
OG0000036	SACKO_14647	AENJA_16633
OG0000036	SACKO_15030	AENJA_06167, AENJA_03477, AENJA_19964, AENJA_15639, AENJA_09986
OG0000036	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	AENJA_15638, AENJA_15641, AENJA_15644
OG0000036	SACKO_28315	AENJA_21299, AENJA_21302, AENJA_21301
OG0000036	SACKO_14641	AENJA_09983
OG0000037	SACKO_22630	AENJA_20944
OG0000037	SACKO_05171	AENJA_05483, AENJA_06274
OG0000037	SACKO_15149	AENJA_13632
OG0000037	SACKO_21107, SACKO_21121	AENJA_06403
OG0000037	SACKO_07542	AENJA_22611
OG0000037	SACKO_17953, SACKO_17956	AENJA_22610
OG0000038	SACKO_08703	AENJA_09925
OG0000038	SACKO_00016	AENJA_26313
OG0000038	SACKO_03843, SACKO_27059, SACKO_05705, SACKO_05293	AENJA_05700
OG0000038	SACKO_08715	AENJA_05696
OG0000039	SACKO_16726	AENJA_20870
OG0000039	SACKO_16701	AENJA_17497
OG0000039	SACKO_15245	AENJA_26786
OG0000039	SACKO_26168, SACKO_17372, SACKO_25878	AENJA_02471
OG0000040	SACKO_27347, SACKO_18726, SACKO_31332	AENJA_07541
OG0000040	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	AENJA_11361
OG0000041	SACKO_08282	AENJA_24560
OG0000041	SACKO_06500, SACKO_06515	AENJA_03404, AENJA_03405
OG0000042	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496	AENJA_20216
OG0000042	SACKO_19954, SACKO_07145, SACKO_08954, SACKO_26828, SACKO_11730	AENJA_13144, AENJA_17558
OG0000042	SACKO_13526, SACKO_25387	AENJA_13803
OG0000042	SACKO_02400	AENJA_20398, AENJA_12656, AENJA_20397, AENJA_17012, AENJA_14068, AENJA_14062, AENJA_24879, AENJA_08407, AENJA_08404, AENJA_04593, AENJA_21349
OG0000043	SACKO_16081, SACKO_11560, SACKO_06732, SACKO_06744, SACKO_30022, SACKO_28017, SACKO_06742, SACKO_06747, SACKO_06718, SACKO_22845, SACKO_22851, SACKO_06719, SACKO_27090, SACKO_10903, SACKO_10887, SACKO_10910, SACKO_10918, SACKO_27578, SACKO_10867, SACKO_10904, SACKO_27580, SACKO_10923, SACKO_10919, SACKO_06713, SACKO_06727, SACKO_06759, SACKO_00470	AENJA_11260, AENJA_12781, AENJA_18038, AENJA_19392
OG0000044	SACKO_25267, SACKO_00121	AENJA_12079
OG0000044	SACKO_11589	AENJA_26664
OG0000044	SACKO_31271	AENJA_10128
OG0000044	SACKO_12560, SACKO_18675	AENJA_23969
OG0000044	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979	AENJA_03123
OG0000044	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102, SACKO_01482	AENJA_06789
OG0000045	SACKO_11123	AENJA_09277
OG0000045	SACKO_32932	AENJA_04220, AENJA_24299
OG0000045	SACKO_32920	AENJA_24504, AENJA_24136, AENJA_24130
OG0000045	SACKO_19866, SACKO_19846	AENJA_20791
OG0000045	SACKO_11824	AENJA_09131
OG0000045	SACKO_13295	AENJA_11592
OG0000046	SACKO_04617, SACKO_18448	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759
OG0000046	SACKO_27244, SACKO_27309, SACKO_27311	AENJA_16259
OG0000046	SACKO_25196, SACKO_25208	AENJA_09014, AENJA_24111, AENJA_07378, AENJA_17464, AENJA_14643, AENJA_17407, AENJA_18744, AENJA_06489, AENJA_17691, AENJA_14608, AENJA_08340
OG0000048	SACKO_04413	AENJA_11619
OG0000048	SACKO_24161	AENJA_23226
OG0000048	SACKO_12018	AENJA_21270
OG0000048	SACKO_03133	AENJA_09360
OG0000048	SACKO_17673	AENJA_16735, AENJA_16736
OG0000048	SACKO_29639	AENJA_25506
OG0000049	SACKO_08936	AENJA_20702
OG0000049	SACKO_25469	AENJA_25756
OG0000049	SACKO_25472	AENJA_17800, AENJA_10359
OG0000049	SACKO_04800	AENJA_24984, AENJA_12834
OG0000049	SACKO_33166, SACKO_03850, SACKO_27793, SACKO_21677	AENJA_18082
OG0000049	SACKO_29659	AENJA_02953, AENJA_07586
OG0000049	SACKO_17863	AENJA_17680
OG0000050	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972, SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685	AENJA_04055, AENJA_09800, AENJA_19193
OG0000050	SACKO_30449, SACKO_28664	AENJA_04583
OG0000050	SACKO_12231, SACKO_07136, SACKO_16143	AENJA_20003, AENJA_05632
OG0000050	SACKO_24117	AENJA_00443, AENJA_08509
OG0000050	SACKO_17648	AENJA_22540, AENJA_26360, AENJA_20350
OG0000051	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467	AENJA_18491, AENJA_12662
OG0000051	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726	AENJA_24250
OG0000053	SACKO_22606, SACKO_00169	AENJA_19076
OG0000053	SACKO_33005, SACKO_00875, SACKO_00876, SACKO_04062, SACKO_00862, SACKO_04064	AENJA_04503, AENJA_20416, AENJA_20415, AENJA_19262, AENJA_19758
OG0000054	SACKO_17476	AENJA_06676, AENJA_23371
OG0000056	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672	AENJA_20268
OG0000056	SACKO_32711	AENJA_20270
OG0000056	SACKO_10684, SACKO_34077, SACKO_21890	AENJA_08324, AENJA_08326, AENJA_10099
OG0000056	SACKO_01900	AENJA_14653
OG0000056	SACKO_13826	AENJA_19769, AENJA_19772
OG0000056	SACKO_16845	AENJA_25728
OG0000056	SACKO_11517	AENJA_23915
OG0000056	SACKO_05139	AENJA_01631, AENJA_03114
OG0000058	SACKO_23572	AENJA_23345
OG0000058	SACKO_00929, SACKO_00933, SACKO_00911	AENJA_10634
OG0000059	SACKO_01899	AENJA_13132
OG0000059	SACKO_09491	AENJA_17651
OG0000059	SACKO_31255, SACKO_10806, SACKO_13822	AENJA_09821, AENJA_10475
OG0000059	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073	AENJA_18423, AENJA_19757
OG0000059	SACKO_07217, SACKO_23150	AENJA_20980, AENJA_20981
OG0000059	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647	AENJA_26400
OG0000059	SACKO_18357	AENJA_11199, AENJA_02561, AENJA_02562
OG0000060	SACKO_26044	AENJA_17233
OG0000060	SACKO_07510	AENJA_19748
OG0000060	SACKO_08309	AENJA_23597
OG0000061	SACKO_02041	AENJA_07301
OG0000061	SACKO_02073	AENJA_07183
OG0000061	SACKO_02064	AENJA_26614, AENJA_08766
OG0000061	SACKO_22956, SACKO_22933	AENJA_06999
OG0000061	SACKO_27147	AENJA_07304
OG0000062	SACKO_15963, SACKO_09033	AENJA_09642
OG0000062	SACKO_15645	AENJA_08106, AENJA_05257, AENJA_04997, AENJA_21915, AENJA_04995
OG0000062	SACKO_01291, SACKO_22149	AENJA_03699
OG0000063	SACKO_12392	AENJA_20321
OG0000063	SACKO_30337	AENJA_03789
OG0000063	SACKO_15119	AENJA_26394
OG0000064	SACKO_03953, SACKO_27131	AENJA_16750, AENJA_12292
OG0000064	SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407	AENJA_15514
OG0000064	SACKO_31336, SACKO_31295, SACKO_22301, SACKO_21361, SACKO_10454, SACKO_26879, SACKO_12435	AENJA_00980, AENJA_22430
OG0000066	SACKO_01637	AENJA_19946
OG0000066	SACKO_23403	AENJA_12655, AENJA_09505
OG0000066	SACKO_09024	AENJA_22621
OG0000067	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369	AENJA_21171
OG0000067	SACKO_02541, SACKO_12383, SACKO_13178, SACKO_19397, SACKO_21210, SACKO_13183, SACKO_02285, SACKO_12598	AENJA_06386, AENJA_10791, AENJA_00788, AENJA_00783, AENJA_04376, AENJA_10553, AENJA_00784, AENJA_00787, AENJA_00786
OG0000069	SACKO_07016, SACKO_15035	AENJA_15982
OG0000070	SACKO_18930, SACKO_18932	AENJA_15427, AENJA_23180, AENJA_12319, AENJA_24460, AENJA_25453, AENJA_07501
OG0000070	SACKO_08575, SACKO_04002, SACKO_16666, SACKO_03938	AENJA_17946, AENJA_17947
OG0000070	SACKO_16529, SACKO_03669	AENJA_09128
OG0000070	SACKO_06869, SACKO_08780, SACKO_08776, SACKO_17153	AENJA_05824
OG0000070	SACKO_29369, SACKO_16538, SACKO_10537	AENJA_17346
OG0000070	SACKO_10050, SACKO_01480, SACKO_29930	AENJA_12868, AENJA_23218, AENJA_23720, AENJA_23723, AENJA_26750
OG0000071	SACKO_23940, SACKO_34202	AENJA_19944
OG0000071	SACKO_24289	AENJA_11228
OG0000071	SACKO_23124, SACKO_28202, SACKO_18907, SACKO_11220, SACKO_27966, SACKO_25967, SACKO_25982, SACKO_24034, SACKO_27232, SACKO_27226	AENJA_19683
OG0000071	SACKO_03523	AENJA_22629, AENJA_19685, AENJA_10216
OG0000071	SACKO_08311	AENJA_21722, AENJA_10228, AENJA_19682
OG0000072	SACKO_30660	AENJA_14652
OG0000072	SACKO_25103	AENJA_13128
OG0000072	SACKO_14515	AENJA_02450
OG0000072	SACKO_31517	AENJA_25944, AENJA_05445
OG0000073	SACKO_25846, SACKO_25049, SACKO_25052	AENJA_03975, AENJA_15428
OG0000073	SACKO_26782	AENJA_20986, AENJA_17540, AENJA_16473, AENJA_06601, AENJA_06603, AENJA_26408, AENJA_06597
OG0000074	SACKO_04859	AENJA_05555, AENJA_12312, AENJA_06058
OG0000074	SACKO_00567, SACKO_23013	AENJA_24714
