Orthogroup	CAEEL	SACKO_ok
OG0000030	CAEEL15855, CAEEL16494, CAEEL16974, CAEEL00280, CAEEL15338, CAEEL14827, CAEEL17980, CAEEL05619, CAEEL05420, CAEEL05421, CAEEL05419, CAEEL05617, CAEEL03830	SACKO_13282, SACKO_13304, SACKO_14983, SACKO_14981, SACKO_31385, SACKO_04683, SACKO_04687, SACKO_04475, SACKO_19102, SACKO_33974, SACKO_26701, SACKO_07650, SACKO_31340, SACKO_33296, SACKO_16706, SACKO_20032
OG0000031	CAEEL02023	SACKO_18621, SACKO_18614
OG0000031	CAEEL04718	SACKO_16512
OG0000031	CAEEL07076	SACKO_14417
OG0000032	CAEEL19615	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754
OG0000032	CAEEL08739, CAEEL18742, CAEEL18342	SACKO_02664, SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243
OG0000034	CAEEL07900	SACKO_08906
OG0000034	CAEEL13037	SACKO_15619
OG0000034	CAEEL04773, CAEEL04774, CAEEL06717, CAEEL13034	SACKO_19192
OG0000034	CAEEL01132	SACKO_16505
OG0000034	CAEEL03140, CAEEL03141	SACKO_05860
OG0000035	CAEEL01943	SACKO_02558
OG0000035	CAEEL20458	SACKO_07333, SACKO_04598
OG0000036	CAEEL15057	SACKO_28321
OG0000036	CAEEL10476, CAEEL02253, CAEEL00335, CAEEL15639, CAEEL03284, CAEEL09948	SACKO_28315
OG0000037	CAEEL17629, CAEEL17628	SACKO_05171
OG0000037	CAEEL20275	SACKO_15149
OG0000037	CAEEL09012, CAEEL08645	SACKO_21107, SACKO_21121, SACKO_07542, SACKO_17953, SACKO_17956
OG0000038	CAEEL05762	SACKO_01199
OG0000038	CAEEL07106	SACKO_05258, SACKO_05271
OG0000039	CAEEL01485	SACKO_16548
OG0000041	CAEEL05494	SACKO_08282
OG0000043	CAEEL10737, CAEEL11712, CAEEL06333, CAEEL01948, CAEEL06326, CAEEL14855, CAEEL10930, CAEEL06322, CAEEL16894, CAEEL14940, CAEEL11691, CAEEL10934, CAEEL14937, CAEEL14954, CAEEL14951, CAEEL11702	SACKO_08499, SACKO_08500, SACKO_08492, SACKO_22653, SACKO_08433
OG0000043	CAEEL15122	SACKO_16081, SACKO_11560, SACKO_06732, SACKO_06744, SACKO_30022, SACKO_28017, SACKO_06742, SACKO_06747, SACKO_06718, SACKO_22845, SACKO_22851, SACKO_06719, SACKO_27090, SACKO_10903, SACKO_10887, SACKO_10910, SACKO_10918, SACKO_27578, SACKO_10867, SACKO_10904, SACKO_27580, SACKO_10923, SACKO_10919, SACKO_06713, SACKO_06727, SACKO_06759, SACKO_00470
OG0000044	CAEEL19378, CAEEL14467, CAEEL20173, CAEEL14097	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979
OG0000049	CAEEL02028	SACKO_08936
OG0000049	CAEEL19631	SACKO_25469
OG0000049	CAEEL10349	SACKO_25472
OG0000051	CAEEL18565	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	CAEEL09464	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000054	CAEEL17602, CAEEL12164, CAEEL11714, CAEEL10176	SACKO_17476
OG0000055	CAEEL14858	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027
OG0000056	CAEEL05273	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672, SACKO_32711
OG0000058	CAEEL06550	SACKO_23572
OG0000058	CAEEL09297	SACKO_28012, SACKO_10650, SACKO_28003, SACKO_28030
OG0000059	CAEEL08332	SACKO_09491
OG0000060	CAEEL20840	SACKO_18890
OG0000061	CAEEL08422	SACKO_02041
OG0000061	CAEEL07898	SACKO_22956, SACKO_22933
OG0000061	CAEEL20509	SACKO_27147
OG0000062	CAEEL02955	SACKO_15645
OG0000063	CAEEL05773	SACKO_12392
OG0000063	CAEEL11408	SACKO_30345
OG0000063	CAEEL04400	SACKO_15119
OG0000066	CAEEL18679	SACKO_02924
OG0000066	CAEEL20109	SACKO_22294, SACKO_01637, SACKO_22338, SACKO_23403
OG0000067	CAEEL19271	SACKO_14495, SACKO_30959, SACKO_15224, SACKO_22683, SACKO_10271, SACKO_21618, SACKO_13951, SACKO_01508, SACKO_26251
OG0000068	CAEEL09504	SACKO_06043, SACKO_06365
OG0000068	CAEEL06439	SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381
OG0000069	CAEEL14766	SACKO_07016, SACKO_15035
OG0000070	CAEEL19861	SACKO_08575, SACKO_04002, SACKO_16666
OG0000071	CAEEL00127, CAEEL07218, CAEEL19627, CAEEL19032, CAEEL20453, CAEEL07787, CAEEL04311, CAEEL04929, CAEEL18077	SACKO_03523, SACKO_08311
OG0000072	CAEEL07368	SACKO_30660
OG0000075	CAEEL03008	SACKO_16948
OG0000075	CAEEL11367	SACKO_23651
OG0000075	CAEEL11291	SACKO_09677, SACKO_16926
OG0000077	CAEEL01559	SACKO_10609, SACKO_13734
OG0000077	CAEEL18883	SACKO_24063
OG0000077	CAEEL06904	SACKO_16621, SACKO_13762, SACKO_02025
OG0000077	CAEEL18420	SACKO_24085
OG0000077	CAEEL20549, CAEEL20548	SACKO_24142, SACKO_25682, SACKO_24970, SACKO_24184, SACKO_27806
OG0000078	CAEEL18404	SACKO_15309
OG0000079	CAEEL07248	SACKO_02973, SACKO_02974
OG0000082	CAEEL18954, CAEEL04897	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295
OG0000082	CAEEL13927	SACKO_12474
OG0000082	CAEEL12687	SACKO_26490
OG0000082	CAEEL01784, CAEEL05942, CAEEL05941	SACKO_12848, SACKO_24599, SACKO_24554, SACKO_24557, SACKO_24563, SACKO_12893
OG0000084	CAEEL10610, CAEEL18185	SACKO_10969, SACKO_17061, SACKO_10264, SACKO_10253, SACKO_06467, SACKO_06545, SACKO_31931
OG0000084	CAEEL10264	SACKO_32700, SACKO_32675, SACKO_32692
OG0000084	CAEEL10989	SACKO_32609, SACKO_07147, SACKO_31500, SACKO_15836, SACKO_05963, SACKO_27847, SACKO_20086, SACKO_20590, SACKO_20079, SACKO_05966, SACKO_22421, SACKO_20089, SACKO_17161, SACKO_31858, SACKO_21702, SACKO_03895, SACKO_28384, SACKO_05240, SACKO_30129, SACKO_05174, SACKO_01317, SACKO_32704, SACKO_32645, SACKO_32691
OG0000084	CAEEL08514, CAEEL10452	SACKO_25939, SACKO_05229, SACKO_05226, SACKO_29112, SACKO_05196, SACKO_05204, SACKO_34192, SACKO_05203, SACKO_05224, SACKO_05166, SACKO_05235, SACKO_10741, SACKO_10738, SACKO_10729, SACKO_10733, SACKO_06583
OG0000085	CAEEL06909	SACKO_23009
OG0000085	CAEEL03085	SACKO_25563
OG0000085	CAEEL08077	SACKO_10208
OG0000090	CAEEL18451	SACKO_21411
OG0000090	CAEEL10114	SACKO_17164, SACKO_07050, SACKO_04369, SACKO_25384, SACKO_27824, SACKO_07409, SACKO_00530, SACKO_16260, SACKO_30571, SACKO_08789, SACKO_29590, SACKO_24104, SACKO_28463, SACKO_27294, SACKO_22823, SACKO_27256, SACKO_22832, SACKO_22824
OG0000094	CAEEL10719	SACKO_30142
OG0000094	CAEEL18425	SACKO_14416
OG0000095	CAEEL01281, CAEEL01461, CAEEL00113, CAEEL00488, CAEEL02022, CAEEL00110, CAEEL00114	SACKO_28112, SACKO_28146, SACKO_22238, SACKO_22239, SACKO_09533, SACKO_14638, SACKO_28141, SACKO_28147, SACKO_28111, SACKO_05633, SACKO_28134, SACKO_05646, SACKO_28114, SACKO_22231, SACKO_28136, SACKO_28131, SACKO_05648
OG0000095	CAEEL03536	SACKO_22134, SACKO_02519
OG0000096	CAEEL16555	SACKO_00041
OG0000096	CAEEL11088	SACKO_02842
OG0000096	CAEEL08533	SACKO_13904
OG0000096	CAEEL11776	SACKO_24537
OG0000096	CAEEL06051	SACKO_23084
OG0000096	CAEEL07422	SACKO_27312, SACKO_27255
OG0000098	CAEEL01602	SACKO_11921
OG0000098	CAEEL11671, CAEEL01601, CAEEL11678	SACKO_15840
OG0000099	CAEEL07999, CAEEL08340	SACKO_04331
OG0000099	CAEEL05000, CAEEL01295	SACKO_03078
OG0000099	CAEEL19098, CAEEL14903	SACKO_07176
OG0000101	CAEEL00869, CAEEL00870, CAEEL19361, CAEEL15684, CAEEL14201	SACKO_17213, SACKO_17194, SACKO_17207, SACKO_30330
OG0000103	CAEEL15823, CAEEL20082, CAEEL02938, CAEEL01332, CAEEL14754, CAEEL09258	SACKO_33359
OG0000103	CAEEL01469, CAEEL18445	SACKO_23497
OG0000104	CAEEL04070	SACKO_13626, SACKO_13628, SACKO_13620
OG0000104	CAEEL18800	SACKO_19425, SACKO_13617, SACKO_06378, SACKO_13688, SACKO_16066
OG0000106	CAEEL19130, CAEEL20701	SACKO_31163, SACKO_03309, SACKO_31157, SACKO_05024, SACKO_19089, SACKO_19090, SACKO_26319
OG0000110	CAEEL10319, CAEEL17689	SACKO_09064, SACKO_22197
OG0000111	CAEEL12675	SACKO_18092
OG0000111	CAEEL20845	SACKO_08576, SACKO_15955, SACKO_15960, SACKO_03302, SACKO_04060, SACKO_32005, SACKO_30394, SACKO_09934, SACKO_16488, SACKO_19622, SACKO_19627, SACKO_03978, SACKO_04484, SACKO_24288, SACKO_23101, SACKO_21281, SACKO_25450, SACKO_26426, SACKO_27946, SACKO_18003, SACKO_18007, SACKO_17994, SACKO_18005, SACKO_13765, SACKO_23099, SACKO_23087, SACKO_23097, SACKO_03404, SACKO_04492, SACKO_06031, SACKO_06036, SACKO_11819, SACKO_11823, SACKO_02299, SACKO_10299, SACKO_16656
OG0000113	CAEEL06358, CAEEL06359, CAEEL06360	SACKO_14235, SACKO_07253, SACKO_22562, SACKO_28107, SACKO_25640, SACKO_27005, SACKO_09021
OG0000114	CAEEL03306, CAEEL13040	SACKO_05494
OG0000114	CAEEL18136	SACKO_05497, SACKO_05499, SACKO_05519
OG0000116	CAEEL14875	SACKO_31632
OG0000117	CAEEL15828	SACKO_06638
OG0000117	CAEEL06492	SACKO_00604
OG0000117	CAEEL07433	SACKO_14556
OG0000119	CAEEL08480	SACKO_14170
OG0000119	CAEEL08396	SACKO_22937, SACKO_22948, SACKO_22971
OG0000120	CAEEL14397	SACKO_09614
OG0000120	CAEEL15688, CAEEL15686, CAEEL09375, CAEEL15884, CAEEL09381, CAEEL15380, CAEEL16714, CAEEL14049, CAEEL13989, CAEEL13988, CAEEL13987, CAEEL14052, CAEEL13986, CAEEL15745, CAEEL18572, CAEEL15034, CAEEL14053	SACKO_22704
OG0000120	CAEEL10779, CAEEL14431	SACKO_27188
OG0000124	CAEEL19897	SACKO_33754, SACKO_22345
OG0000124	CAEEL15384, CAEEL15382	SACKO_02327
OG0000125	CAEEL19671	SACKO_31925, SACKO_18243, SACKO_25407
OG0000126	CAEEL09101	SACKO_09501
OG0000127	CAEEL19207	SACKO_08426
OG0000127	CAEEL20452	SACKO_08394
OG0000127	CAEEL00838	SACKO_07799
OG0000128	CAEEL18038, CAEEL19894, CAEEL19895	SACKO_09563, SACKO_21605, SACKO_14613, SACKO_15316, SACKO_15336
OG0000129	CAEEL12325	SACKO_17443
OG0000131	CAEEL08663	SACKO_07703, SACKO_07705
OG0000131	CAEEL07634	SACKO_00898
OG0000132	CAEEL19325, CAEEL13180, CAEEL10482, CAEEL00965, CAEEL13910, CAEEL20417	SACKO_26256, SACKO_00485
OG0000137	CAEEL10559	SACKO_08934, SACKO_08979, SACKO_08926
OG0000137	CAEEL15802, CAEEL15801	SACKO_15711, SACKO_32541
OG0000147	CAEEL04811	SACKO_09609, SACKO_09597
OG0000147	CAEEL18488	SACKO_29987
OG0000148	CAEEL09804	SACKO_07198, SACKO_01163
OG0000148	CAEEL12387, CAEEL10870	SACKO_07197
OG0000149	CAEEL02847	SACKO_25876, SACKO_25874
OG0000154	CAEEL02932	SACKO_30029
OG0000155	CAEEL02327, CAEEL02328, CAEEL02326, CAEEL10961, CAEEL10957	SACKO_31592, SACKO_06509
OG0000157	CAEEL00241	SACKO_13943
OG0000157	CAEEL14384, CAEEL15927, CAEEL15568, CAEEL01598, CAEEL16076, CAEEL14820, CAEEL15084, CAEEL11463	SACKO_30737
OG0000158	CAEEL20117, CAEEL08684	SACKO_08920
OG0000159	CAEEL19486	SACKO_05468
OG0000159	CAEEL05281	SACKO_08600, SACKO_12615
OG0000160	CAEEL00042, CAEEL17979, CAEEL14963, CAEEL12528	SACKO_19890, SACKO_08004, SACKO_22012, SACKO_20174, SACKO_20186, SACKO_19221, SACKO_18893, SACKO_04388, SACKO_11262, SACKO_24189, SACKO_16994
OG0000163	CAEEL08313	SACKO_28728, SACKO_28760, SACKO_28733, SACKO_28643
OG0000163	CAEEL20194, CAEEL08850	SACKO_18542
OG0000164	CAEEL09304	SACKO_29240, SACKO_04512, SACKO_12280, SACKO_18028
OG0000164	CAEEL05807	SACKO_06293
OG0000167	CAEEL02846	SACKO_13978
OG0000168	CAEEL10744, CAEEL09425, CAEEL11389, CAEEL18543, CAEEL05482	SACKO_12471, SACKO_12477, SACKO_14676, SACKO_05799, SACKO_02929, SACKO_15285, SACKO_02947
OG0000168	CAEEL19018	SACKO_01287, SACKO_01284
OG0000169	CAEEL15798	SACKO_10602
OG0000172	CAEEL04412	SACKO_29021, SACKO_31081, SACKO_31088
OG0000173	CAEEL04156	SACKO_13484, SACKO_13483
OG0000174	CAEEL09479	SACKO_28192, SACKO_28201
OG0000175	CAEEL19241	SACKO_14233
OG0000175	CAEEL15650, CAEEL01525, CAEEL01870	SACKO_29688, SACKO_29680, SACKO_29673, SACKO_25380, SACKO_25374, SACKO_03909, SACKO_25371, SACKO_20858
OG0000179	CAEEL13640	SACKO_06450, SACKO_05905, SACKO_06440
OG0000179	CAEEL02965, CAEEL06713	SACKO_15469
OG0000179	CAEEL19466, CAEEL07193	SACKO_14493, SACKO_04822
OG0000180	CAEEL03002, CAEEL02981, CAEEL03753	SACKO_21622, SACKO_21614, SACKO_21606, SACKO_21611, SACKO_21612, SACKO_21608, SACKO_21625, SACKO_21602, SACKO_12452, SACKO_19707, SACKO_15868, SACKO_10450
OG0000181	CAEEL07684	SACKO_04152
OG0000181	CAEEL10858	SACKO_07379
OG0000181	CAEEL10772	SACKO_04775
OG0000181	CAEEL12632	SACKO_32918
OG0000183	CAEEL16310, CAEEL16311, CAEEL16312	SACKO_02174
OG0000183	CAEEL18435	SACKO_26873
OG0000184	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164	SACKO_18335, SACKO_17629
OG0000185	CAEEL14200	SACKO_00274
OG0000186	CAEEL18013	SACKO_32106
OG0000186	CAEEL13010	SACKO_11363
OG0000188	CAEEL13361	SACKO_19058, SACKO_28325, SACKO_12331
OG0000193	CAEEL09482, CAEEL14826	SACKO_23908
OG0000193	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079	SACKO_25908
OG0000193	CAEEL08719, CAEEL15014, CAEEL15011, CAEEL13132, CAEEL16410, CAEEL16409, CAEEL08797, CAEEL15012, CAEEL15013, CAEEL13133, CAEEL18985	SACKO_11767, SACKO_11772, SACKO_19913, SACKO_30076
OG0000194	CAEEL11235, CAEEL19589, CAEEL17687, CAEEL19382	SACKO_32303, SACKO_32313, SACKO_25043, SACKO_25042, SACKO_00049
OG0000195	CAEEL13568, CAEEL02653, CAEEL02314, CAEEL02312	SACKO_30751, SACKO_02091, SACKO_28206, SACKO_28209
OG0000197	CAEEL04387	SACKO_22174, SACKO_22266, SACKO_22140, SACKO_22156
OG0000197	CAEEL01207, CAEEL01205, CAEEL16235, CAEEL16239, CAEEL13188	SACKO_26257
OG0000200	CAEEL12936, CAEEL14770, CAEEL14767, CAEEL14769, CAEEL14768, CAEEL14529, CAEEL12940, CAEEL13152	SACKO_32070
OG0000201	CAEEL07587	SACKO_08895
OG0000202	CAEEL20283	SACKO_30211
OG0000202	CAEEL09165	SACKO_02029
OG0000203	CAEEL09812	SACKO_21607
OG0000205	CAEEL13029	SACKO_11367
OG0000205	CAEEL07272, CAEEL07274, CAEEL07273	SACKO_32641, SACKO_26211, SACKO_12929
OG0000207	CAEEL05874, CAEEL00203	SACKO_30239
OG0000209	CAEEL07432	SACKO_28272
OG0000210	CAEEL19469	SACKO_06920
OG0000211	CAEEL15290	SACKO_20445
OG0000211	CAEEL01111, CAEEL01112	SACKO_09187
OG0000211	CAEEL02311	SACKO_16984
OG0000218	CAEEL07824, CAEEL20213	SACKO_18819, SACKO_13048, SACKO_18813, SACKO_18841, SACKO_19249, SACKO_01440, SACKO_08052, SACKO_01447, SACKO_01430
OG0000221	CAEEL10747	SACKO_07311, SACKO_32418
OG0000223	CAEEL01621, CAEEL00892	SACKO_30421, SACKO_18466, SACKO_30424
OG0000225	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881	SACKO_25492, SACKO_26675, SACKO_25518, SACKO_23391, SACKO_25483, SACKO_25473, SACKO_25501, SACKO_25456
OG0000226	CAEEL12318	SACKO_21642, SACKO_00740, SACKO_28518, SACKO_12634, SACKO_12631, SACKO_12625, SACKO_12642, SACKO_00392, SACKO_21639, SACKO_00395
OG0000226	CAEEL10068, CAEEL15041	SACKO_00399
OG0000227	CAEEL19645	SACKO_16510, SACKO_14267, SACKO_16493, SACKO_24661
OG0000229	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478	SACKO_15646, SACKO_15650, SACKO_15659, SACKO_31947, SACKO_14243, SACKO_02834, SACKO_02833, SACKO_29261
OG0000230	CAEEL14845, CAEEL19792	SACKO_24726
OG0000230	CAEEL16226, CAEEL13679, CAEEL03009, CAEEL10796, CAEEL05825, CAEEL03884, CAEEL05141, CAEEL04123, CAEEL04876	SACKO_09121, SACKO_09814, SACKO_09818, SACKO_09815
OG0000231	CAEEL08481	SACKO_17320
OG0000231	CAEEL01724	SACKO_33888
OG0000233	CAEEL19660, CAEEL15634	SACKO_18635
OG0000233	CAEEL03636, CAEEL19665, CAEEL19664	SACKO_32623, SACKO_22318
OG0000234	CAEEL02295	SACKO_21028
OG0000234	CAEEL03013, CAEEL03014	SACKO_01549
OG0000235	CAEEL10795, CAEEL07012	SACKO_19953, SACKO_19968, SACKO_19956, SACKO_05304, SACKO_19955, SACKO_19937, SACKO_19971, SACKO_07025, SACKO_07031, SACKO_07024, SACKO_07029, SACKO_07026
OG0000236	CAEEL19835	SACKO_00233
OG0000238	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387	SACKO_14320, SACKO_28194
OG0000239	CAEEL14926	SACKO_03853
OG0000239	CAEEL00570	SACKO_23070
OG0000242	CAEEL05302	SACKO_11564, SACKO_24398, SACKO_19170, SACKO_19165
OG0000242	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477	SACKO_31437
OG0000244	CAEEL11789, CAEEL12688	SACKO_07492, SACKO_25063, SACKO_25053, SACKO_16205, SACKO_25569, SACKO_21049
OG0000245	CAEEL20391	SACKO_20342
OG0000249	CAEEL00206	SACKO_33702, SACKO_33706, SACKO_33698
OG0000250	CAEEL07261	SACKO_06222
OG0000250	CAEEL04698	SACKO_19847
OG0000250	CAEEL06732	SACKO_08487
OG0000251	CAEEL03667	SACKO_28377, SACKO_16947
OG0000251	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207	SACKO_18952
OG0000255	CAEEL05168	SACKO_00039
OG0000255	CAEEL05715	SACKO_02560, SACKO_04653, SACKO_21059, SACKO_27247
OG0000256	CAEEL11937, CAEEL19468	SACKO_19804
OG0000258	CAEEL19537	SACKO_00377
OG0000258	CAEEL09342	SACKO_10833
OG0000258	CAEEL15770	SACKO_32411
OG0000260	CAEEL11482	SACKO_23657, SACKO_18171, SACKO_03721
OG0000261	CAEEL20767	SACKO_30834
OG0000265	CAEEL20581	SACKO_28292, SACKO_17354
OG0000265	CAEEL10364	SACKO_17458, SACKO_06245
OG0000266	CAEEL19596	SACKO_27992, SACKO_01423, SACKO_16650, SACKO_16595, SACKO_16641, SACKO_22439, SACKO_16630, SACKO_27988, SACKO_27996, SACKO_27981, SACKO_27979
OG0000268	CAEEL08931	SACKO_00617
