Orthogroup	Species	YEAST	Orthologs
OG0000000	SCHMD	YEAST00701	SCHMD27593, SCHMD10927, SCHMD15603, SCHMD10284, SCHMD12569, SCHMD15791, SCHMD20461, SCHMD14540, SCHMD00971, SCHMD09645, SCHMD20523, SCHMD24588, SCHMD03805, SCHMD20256, SCHMD22099, SCHMD07815, SCHMD09133, SCHMD27825, SCHMD08472, SCHMD03766, SCHMD27182, SCHMD16896, SCHMD28523, SCHMD10926, SCHMD19942, SCHMD18969, SCHMD08046, SCHMD15558, SCHMD22390, SCHMD21735, SCHMD21303
OG0000000	LYTVA_ok	YEAST00701	LYTVA_09514, LYTVA_01679, LYTVA_23170, LYTVA_01380, LYTVA_25096, LYTVA_01827, LYTVA_18988, LYTVA_18985, LYTVA_13103, LYTVA_27688, LYTVA_21959, LYTVA_22602, LYTVA_19974, LYTVA_27704, LYTVA_08678, LYTVA_08668, LYTVA_23667, LYTVA_22477, LYTVA_22478, LYTVA_22480, LYTVA_22479, LYTVA_23047, LYTVA_14838
OG0000000	HUMAN	YEAST00701	HUMAN06514, HUMAN08318, HUMAN22097, HUMAN03752, HUMAN03811, HUMAN27271, HUMAN18431, HUMAN17135, HUMAN03692, HUMAN17136, HUMAN03687, HUMAN17114, HUMAN03688, HUMAN03744, HUMAN03743, HUMAN22196, HUMAN27740, HUMAN03805, HUMAN22626, HUMAN29337, HUMAN01254, HUMAN28889, HUMAN05731, HUMAN05644, HUMAN03433, HUMAN02527, HUMAN17906, HUMAN12895, HUMAN12894, HUMAN17907, HUMAN26096, HUMAN07512, HUMAN22413, HUMAN12896, HUMAN26097, HUMAN07513, HUMAN12903, HUMAN12904, HUMAN06517, HUMAN17904, HUMAN12902, HUMAN26102, HUMAN12901, HUMAN26101, HUMAN06515, HUMAN26099, HUMAN06518, HUMAN12899, HUMAN06513, HUMAN12900, HUMAN26100, HUMAN06519, HUMAN27325, HUMAN27326, HUMAN12743, HUMAN26016
OG0000000	SACKO_ok	YEAST00701	SACKO_11053, SACKO_12749, SACKO_19677, SACKO_25619, SACKO_25616, SACKO_25266, SACKO_05553, SACKO_16683, SACKO_25799, SACKO_25349, SACKO_25351, SACKO_24146, SACKO_24093, SACKO_24170, SACKO_08208, SACKO_08197, SACKO_32730, SACKO_17792, SACKO_03962, SACKO_19489, SACKO_26485, SACKO_31887, SACKO_26668, SACKO_24012, SACKO_11590, SACKO_24001, SACKO_24040, SACKO_11588, SACKO_24002, SACKO_24009, SACKO_24031, SACKO_24024, SACKO_24025, SACKO_26673, SACKO_06485
OG0000000	STRPU_ok	YEAST00701	STRPU_10146, STRPU_10084, STRPU_22262, STRPU_10304, STRPU_10010, STRPU_10083, STRPU_10145, STRPU_10015, STRPU_10016, STRPU_19865, STRPU_19892, STRPU_02929, STRPU_19906, STRPU_03800, STRPU_23673, STRPU_23648, STRPU_09982, STRPU_09961, STRPU_20780, STRPU_23557, STRPU_23206, STRPU_05654, STRPU_23204, STRPU_23203, STRPU_05390, STRPU_23197, STRPU_23198, STRPU_23196, STRPU_23194, STRPU_23195, STRPU_23756, STRPU_22253
OG0000000	HELIO_ok	YEAST00701	HELIO_01999, HELIO_08880, HELIO_10837, HELIO_06752, HELIO_10666, HELIO_00795, HELIO_03148, HELIO_09005, HELIO_02157, HELIO_11687, HELIO_04988, HELIO_00700, HELIO_00534
OG0000000	ORYLA	YEAST00701	ORYLA04928, ORYLA02333, ORYLA07037, ORYLA08538, ORYLA05297, ORYLA07510, ORYLA04677, ORYLA10797, ORYLA00843, ORYLA07411, ORYLA07410, ORYLA04925, ORYLA04924, ORYLA08113, ORYLA18170, ORYLA02858, ORYLA12900, ORYLA03677, ORYLA11446, ORYLA17165, ORYLA08246, ORYLA01821, ORYLA04170, ORYLA18990, ORYLA15771, ORYLA08247, ORYLA17164, ORYLA01822, ORYLA05619, ORYLA09108, ORYLA17159, ORYLA15774, ORYLA08249, ORYLA17160, ORYLA04681, ORYLA15776, ORYLA17162, ORYLA09898, ORYLA01825, ORYLA08248, ORYLA17161, ORYLA15775, ORYLA09198, ORYLA12232, ORYLA10052, ORYLA08225, ORYLA06162
OG0000000	OWEFU	YEAST00701	OFUSG19483.1.p1, OFUSG18880.1.p1, OFUSG13305.1.p1, OFUSG05593.1.p1, OFUSG05592.1.p1, OFUSG18918.1.p1, OFUSG06560.1.p1, OFUSG05489.1.p1, OFUSG05755.1.p1, OFUSG06621.1.p1, OFUSG06970.1.p1, OFUSG05968.1.p1, OFUSG07309.1.p1, OFUSG07308.1.p1, OFUSG07307.1.p1, OFUSG08786.1.p1, OFUSG09074.1.p1, OFUSG17443.1.p1, OFUSG19303.1.p1, OFUSG12013.1.p1, OFUSG17426.1.p1, OFUSG13332.1.p1, OFUSG03265.2.p2, OFUSG03265.1.p1, OFUSG13333.1.p1, OFUSG13334.1.p1, OFUSG13334.3.p1, OFUSG13334.2.p1, OFUSG03302.1.p1, OFUSG13337.1.p1, OFUSG13338.1.p1, OFUSG13339.1.p1, OFUSG13340.1.p1, OFUSG13335.1.p1, OFUSG13336.1.p1, OFUSG17003.1.p1, OFUSG21200.1.p1
OG0000000	PFLAV	YEAST00701	TCONS_00026365.p1, TCONS_00019737.p1, TCONS_00027826.p1, TCONS_00026910.p1, TCONS_00026836.p1, TCONS_00026612.p1, TCONS_00026711.p1, TCONS_00026377.p1, TCONS_00027287.p1, TCONS_00027293.p1, TCONS_00014809.p1, TCONS_00014810.p1, TCONS_00018852.p1, TCONS_00015367.p1, TCONS_00017786.p1, TCONS_00020801.p1, TCONS_00026487.p1, TCONS_00010493.p1, TCONS_00027285.p1, TCONS_00027291.p1, TCONS_00020105.p1, TCONS_00032259.p1, TCONS_00043772.p1, TCONS_00032261.p1, TCONS_00032260.p1, TCONS_00043771.p1, TCONS_00032269.p1, TCONS_00032266.p1, TCONS_00032267.p1, TCONS_00032262.p1, TCONS_00032264.p1, TCONS_00019139.p1, TCONS_00018960.p1, TCONS_00018945.p1
OG0000000	AENJA_ok	YEAST00701	AENJA_00110, AENJA_23461, AENJA_26081, AENJA_24355, AENJA_09148, AENJA_23544, AENJA_09172, AENJA_06471, AENJA_01537, AENJA_00111, AENJA_09519, AENJA_01531, AENJA_05531, AENJA_07481, AENJA_25905, AENJA_15854, AENJA_12748, AENJA_15858, AENJA_15855, AENJA_12751, AENJA_05807, AENJA_05798, AENJA_15859, AENJA_15861, AENJA_05799, AENJA_22692, AENJA_20015
OG0000000	DROME	YEAST00701	DROME16218, DROME16219, DROME04813, DROME07346, DROME14805, DROME14806, DROME15599, DROME15463, DROME15462, DROME11250, DROME14878, DROME21328, DROME21327, DROME20419, DROME03422, DROME05373, DROME12799, DROME16097, DROME01107, DROME17319, DROME13389, DROME13388, DROME11314, DROME13405, DROME13402, DROME13403, DROME13415, DROME13417, DROME13418, DROME13419, DROME13416, DROME15339, DROME15340, DROME13413, DROME13414, DROME10025, DROME16399
OG0000000	CAEEL	YEAST00701	CAEEL18735, CAEEL01026, CAEEL01893, CAEEL08140, CAEEL18754, CAEEL06523, CAEEL00081, CAEEL18467, CAEEL18466, CAEEL04771, CAEEL10851, CAEEL18086, CAEEL05734, CAEEL05228, CAEEL18573, CAEEL08092, CAEEL08135, CAEEL08091, CAEEL00979
OG0000000	BRAFL	YEAST04484	bflo_14857
OG0000000	NEMVE	YEAST04484	NEMVE15350
OG0000000	ORYLA	YEAST04484	ORYLA04630
OG0000000	MOUSE	YEAST04484	MOUSE42582
OG0000000	CAEEL	YEAST04484	CAEEL08137, CAEEL17599
OG0000000	AENJA_ok	YEAST04484	AENJA_05805
OG0000000	LYTVA_ok	YEAST04484	LYTVA_09826
OG0000000	SCHMD	YEAST04484	SCHMD11888, SCHMD08259
OG0000000	OWEFU	YEAST04484	OFUSG13341.1.p1
OG0000000	DANRE	YEAST04484	DANRE24055
OG0000000	DROME	YEAST04484	DROME13420
OG0000006	BRALA	YEAST01430	BRALA03676, BRALA27911
OG0000006	ORYLA	YEAST01430	ORYLA04794
OG0000006	DANRE	YEAST01430	DANRE07563
OG0000006	AENJA_ok	YEAST01430	AENJA_11699, AENJA_18239, AENJA_21365, AENJA_22159
OG0000006	PFLAV	YEAST01430	TCONS_00016792.p1, TCONS_00023587.p1, TCONS_00025031.p1, TCONS_00038043.p1
OG0000006	SACKO_ok	YEAST01430	SACKO_25366, SACKO_23311, SACKO_02952, SACKO_15269
OG0000006	AMPFI_ok	YEAST01430	AMPFI_22255, AMPFI_24001, AMPFI_05750, AMPFI_01603
OG0000006	LYTVA_ok	YEAST01430	LYTVA_27651, LYTVA_18935
OG0000006	NEMVE	YEAST01430	NEMVE06318
OG0000006	SCHMD	YEAST01430	SCHMD07888, SCHMD24507, SCHMD09008, SCHMD08632
OG0000006	CAPO3	YEAST01430	CAPO306864, CAPO306217
OG0000006	HUMAN	YEAST01430	HUMAN17033
OG0000006	OWEFU	YEAST01430	OFUSG11531.1.p1
OG0000006	BRAFL	YEAST01430	bflo_03612
OG0000006	PFLAV	YEAST00858	TCONS_00024046.p1
OG0000006	MOUSE	YEAST00858	MOUSE03399
OG0000007	DROME	YEAST00671	DROME18346
OG0000007	OWEFU	YEAST00671	OFUSG09682.1.p1, OFUSG09683.1.p1, OFUSG03082.1.p1, OFUSG03081.1.p1, OFUSG03083.1.p1, OFUSG03084.1.p1, OFUSG24642.1.p1, OFUSG20993.1.p1, OFUSG09684.1.p1, OFUSG19661.1.p1, OFUSG08948.1.p1
OG0000007	SACKO_ok	YEAST00671	SACKO_15952, SACKO_11677, SACKO_15953, SACKO_04591
OG0000007	PFLAV	YEAST00671	TCONS_00029831.p1, TCONS_00053632.p1, TCONS_00029830.p1, TCONS_00024115.p1
OG0000007	BRALA	YEAST00671	BRALA08350, BRALA09316, BRALA25787
OG0000007	BRAFL	YEAST00671	bflo_00716, bflo_12223, bflo_16800
OG0000007	AENJA_ok	YEAST00671	AENJA_07512, AENJA_11851
OG0000007	CAEEL	YEAST00671	CAEEL01984
OG0000007	NEMVE	YEAST00671	NEMVE02349, NEMVE01414, NEMVE06618, NEMVE09853, NEMVE03372, NEMVE15928
OG0000007	ORYLA	YEAST00671	ORYLA13010
OG0000007	DANRE	YEAST00671	DANRE21702
OG0000007	APOSC_ok	YEAST00671	APOSC_15698
OG0000007	HELIO_ok	YEAST00671	HELIO_06738
OG0000007	STRPU_ok	YEAST00671	STRPU_08156, STRPU_08157
OG0000007	LYTVA_ok	YEAST00671	LYTVA_25288
OG0000007	SCHMD	YEAST00671	SCHMD08423
OG0000007	AENJA_ok	YEAST01568, YEAST05134	AENJA_11277
OG0000007	APOSJ_ok	YEAST01568, YEAST05134	APOSJ_06582, APOSJ_20594
OG0000007	APOSC_ok	YEAST01568, YEAST05134	APOSC_22651
OG0000007	AMPFI_ok	YEAST01568, YEAST05134	AMPFI_22204
OG0000007	HELIO_ok	YEAST01568, YEAST05134	HELIO_03118
OG0000007	STRPU_ok	YEAST01568, YEAST05134	STRPU_08442
OG0000007	LYTVA_ok	YEAST01568, YEAST05134	LYTVA_12480
OG0000007	BRAFL	YEAST01568, YEAST05134	bflo_23091
OG0000007	BRALA	YEAST01568, YEAST05134	BRALA06491
OG0000007	HUMAN	YEAST01568, YEAST05134	HUMAN25936, HUMAN13634
OG0000007	MOUSE	YEAST01568, YEAST05134	MOUSE38586, MOUSE06525
OG0000007	ASTMX	YEAST01568, YEAST05134	ASTMX04966, ASTMX11650
OG0000007	DANRE	YEAST01568, YEAST05134	DANRE30028, DANRE03038, DANRE28801
OG0000007	ORYLA	YEAST01568, YEAST05134	ORYLA00561, ORYLA16283, ORYLA08278
OG0000007	XENTR	YEAST01568, YEAST05134	XENTR16583
OG0000007	SACKO_ok	YEAST01568, YEAST05134	SACKO_00927
OG0000007	PFLAV	YEAST01568, YEAST05134	TCONS_00014249.p1
OG0000007	NEMVE	YEAST01568, YEAST05134	NEMVE09051
OG0000007	DROME	YEAST01568, YEAST05134	DROME10668, DROME10667, DROME10669, DROME10670, DROME10671
OG0000007	SCHMD	YEAST01568, YEAST05134	SCHMD19134
OG0000007	CAPO3	YEAST01568, YEAST05134	CAPO303284
OG0000011	APOSJ_ok	YEAST02600, YEAST01619	APOSJ_58687, APOSJ_29863, APOSJ_47620, APOSJ_54377, APOSJ_54378, APOSJ_54376, APOSJ_54379, APOSJ_52118, APOSJ_51528, APOSJ_27819, APOSJ_51532, APOSJ_27817, APOSJ_52112, APOSJ_51531, APOSJ_51530, APOSJ_32958, APOSJ_27820, APOSJ_42157, APOSJ_42159, APOSJ_64504, APOSJ_62275, APOSJ_62276, APOSJ_29621, APOSJ_39313, APOSJ_64598, APOSJ_30512, APOSJ_60967, APOSJ_60972, APOSJ_60947, APOSJ_60926, APOSJ_29637, APOSJ_06281, APOSJ_08389, APOSJ_53297, APOSJ_53305, APOSJ_08388, APOSJ_46070, APOSJ_46074, APOSJ_48717, APOSJ_48715, APOSJ_48713, APOSJ_46071, APOSJ_46069, APOSJ_46067, APOSJ_48712, APOSJ_48716, APOSJ_48714, APOSJ_48710, APOSJ_46073, APOSJ_46072, APOSJ_46068, APOSJ_14278, APOSJ_31625, APOSJ_55692, APOSJ_01636, APOSJ_36340, APOSJ_37738, APOSJ_37733, APOSJ_37734, APOSJ_17966, APOSJ_17967, APOSJ_17965, APOSJ_35621, APOSJ_35622, APOSJ_09852, APOSJ_09853, APOSJ_09854, APOSJ_18476, APOSJ_34765, APOSJ_34766, APOSJ_34767, APOSJ_34768, APOSJ_34769, APOSJ_34770, APOSJ_34771, APOSJ_34772, APOSJ_63639, APOSJ_09851, APOSJ_18989, APOSJ_09282, APOSJ_13252, APOSJ_13251, APOSJ_13253, APOSJ_13008, APOSJ_16660, APOSJ_51166, APOSJ_16663, APOSJ_51108, APOSJ_60394, APOSJ_60398, APOSJ_60769, APOSJ_28585, APOSJ_60768, APOSJ_02928, APOSJ_61879, APOSJ_15677, APOSJ_37350, APOSJ_09521, APOSJ_64652, APOSJ_38837, APOSJ_06721, APOSJ_60676, APOSJ_62559, APOSJ_16662, APOSJ_58824, APOSJ_37653, APOSJ_37652, APOSJ_55526, APOSJ_64837, APOSJ_25699, APOSJ_25700, APOSJ_25698, APOSJ_25688, APOSJ_14502, APOSJ_17494, APOSJ_12065, APOSJ_65282, APOSJ_53792, APOSJ_01874, APOSJ_41471, APOSJ_25283, APOSJ_25285, APOSJ_31966, APOSJ_35318, APOSJ_21982, APOSJ_27428, APOSJ_62277, APOSJ_49051, APOSJ_29636, APOSJ_29638, APOSJ_54676, APOSJ_31861, APOSJ_00009, APOSJ_00010, APOSJ_61177, APOSJ_59189, APOSJ_34393, APOSJ_49591, APOSJ_58988, APOSJ_31311, APOSJ_57622, APOSJ_64527, APOSJ_57621, APOSJ_52511, APOSJ_52510, APOSJ_52509, APOSJ_52676, APOSJ_47306, APOSJ_12931, APOSJ_25047, APOSJ_12932, APOSJ_19075, APOSJ_19074, APOSJ_02231, APOSJ_02230, APOSJ_02232, APOSJ_13434, APOSJ_24519, APOSJ_52847, APOSJ_60286, APOSJ_57608
OG0000011	AMPFI_ok	YEAST02600, YEAST01619	AMPFI_23867, AMPFI_22257, AMPFI_20825, AMPFI_09904, AMPFI_16294, AMPFI_10527, AMPFI_22641, AMPFI_25098, AMPFI_09859, AMPFI_12932, AMPFI_15261, AMPFI_20107, AMPFI_21384, AMPFI_25809, AMPFI_15812, AMPFI_06803, AMPFI_16457, AMPFI_24860, AMPFI_19772, AMPFI_15721, AMPFI_18664, AMPFI_20201, AMPFI_15511, AMPFI_07082, AMPFI_23991, AMPFI_06537, AMPFI_05996, AMPFI_05995, AMPFI_07569, AMPFI_25424, AMPFI_17952, AMPFI_21604, AMPFI_19936, AMPFI_09932, AMPFI_21651, AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672, AMPFI_20419, AMPFI_21616, AMPFI_12025, AMPFI_12525, AMPFI_04893, AMPFI_09690, AMPFI_20832, AMPFI_15607, AMPFI_25605, AMPFI_02937, AMPFI_03824, AMPFI_05936, AMPFI_19795, AMPFI_03008, AMPFI_02519, AMPFI_18727, AMPFI_13344, AMPFI_21646, AMPFI_02603, AMPFI_09080, AMPFI_00394, AMPFI_19543, AMPFI_24100, AMPFI_00004, AMPFI_13285
OG0000011	APOSC_ok	YEAST02600, YEAST01619	APOSC_02459, APOSC_14101, APOSC_22534, APOSC_11940, APOSC_17763, APOSC_18129, APOSC_13105, APOSC_01020, APOSC_26009, APOSC_20690, APOSC_20691, APOSC_16872, APOSC_22419, APOSC_02153, APOSC_18658, APOSC_11283, APOSC_05379, APOSC_05259, APOSC_08942, APOSC_02299, APOSC_21470, APOSC_16967, APOSC_20770, APOSC_16965, APOSC_24460, APOSC_15475, APOSC_18996, APOSC_08063, APOSC_04956, APOSC_05740, APOSC_11629, APOSC_21532, APOSC_04285, APOSC_10021, APOSC_20345, APOSC_24075, APOSC_21593, APOSC_00583, APOSC_00879, APOSC_28649, APOSC_24862, APOSC_25130, APOSC_25933, APOSC_01416, APOSC_25932, APOSC_00037, APOSC_04547, APOSC_10178, APOSC_13118, APOSC_19810, APOSC_13795, APOSC_12778, APOSC_01800, APOSC_24912, APOSC_04733, APOSC_09019, APOSC_09279, APOSC_11006, APOSC_12345, APOSC_11207, APOSC_13969, APOSC_10113, APOSC_25340, APOSC_02325, APOSC_08981, APOSC_17566, APOSC_17899, APOSC_24383, APOSC_27819, APOSC_02640, APOSC_01478, APOSC_01406, APOSC_24720, APOSC_20093, APOSC_13401, APOSC_22195
OG0000011	PFLAV	YEAST02600, YEAST01619	TCONS_00044809.p1, TCONS_00015385.p1, TCONS_00038245.p1, TCONS_00051572.p1, TCONS_00011227.p1, TCONS_00012236.p1, TCONS_00041037.p1, TCONS_00038189.p1, TCONS_00049052.p1, TCONS_00049053.p1, TCONS_00019184.p1, TCONS_00045521.p1, TCONS_00024547.p1, TCONS_00052331.p1, TCONS_00034059.p1, TCONS_00008526.p1, TCONS_00049285.p1, TCONS_00032223.p1, TCONS_00056711.p1, TCONS_00034080.p1, TCONS_00040546.p1, TCONS_00022026.p1, TCONS_00038549.p1, TCONS_00002504.p1, TCONS_00038854.p1, TCONS_00038173.p1, TCONS_00009419.p1, TCONS_00014539.p1, TCONS_00000740.p1, TCONS_00007035.p1, TCONS_00045098.p1, TCONS_00053162.p1, TCONS_00043285.p1, TCONS_00018762.p1, TCONS_00045929.p1, TCONS_00033750.p2, TCONS_00018956.p1, TCONS_00031358.p1, TCONS_00041373.p1, TCONS_00055305.p1, TCONS_00047166.p1, TCONS_00053496.p1, TCONS_00038610.p1, TCONS_00034727.p1, TCONS_00038236.p1, TCONS_00044426.p1, TCONS_00043761.p1, TCONS_00050660.p1, TCONS_00048667.p1, TCONS_00018952.p1, TCONS_00034929.p1, TCONS_00004504.p1, TCONS_00005682.p1, TCONS_00015386.p1, TCONS_00033759.p1, TCONS_00033581.p1, TCONS_00025195.p1, TCONS_00051327.p1, TCONS_00035599.p1, TCONS_00050721.p1, TCONS_00004502.p1, TCONS_00051583.p1, TCONS_00054546.p1, TCONS_00038556.p1, TCONS_00002579.p1, TCONS_00020984.p3, TCONS_00034049.p1, TCONS_00046669.p1, TCONS_00029680.p1, TCONS_00036298.p1, TCONS_00041434.p1, TCONS_00057000.p1, TCONS_00007004.p1, TCONS_00031655.p1, TCONS_00002470.p1, TCONS_00051843.p1, TCONS_00037958.p1
OG0000011	HELIO_ok	YEAST02600, YEAST01619	HELIO_07225, HELIO_05813, HELIO_04043, HELIO_04510, HELIO_11100, HELIO_03543, HELIO_08950, HELIO_07308, HELIO_07134, HELIO_05491, HELIO_06444, HELIO_06546, HELIO_09981, HELIO_04800, HELIO_01844, HELIO_04250, HELIO_06749, HELIO_07221, HELIO_06242, HELIO_04650, HELIO_01241, HELIO_00959, HELIO_05340, HELIO_03542, HELIO_04969, HELIO_03053, HELIO_03054, HELIO_06328, HELIO_05201, HELIO_07608, HELIO_07482, HELIO_06122, HELIO_07422, HELIO_09607, HELIO_07282, HELIO_07525
