Orthogroup	DROME	BRAFL
OG0000015	DROME15824, DROME15834, DROME15829, DROME15825, DROME15826, DROME15832, DROME15828, DROME15833, DROME15830, DROME15827, DROME15831	bflo_13822, bflo_22604, bflo_21321, bflo_22116, bflo_21512, bflo_22110, bflo_22066, bflo_22701, bflo_24955, bflo_17773, bflo_17747, bflo_17701, bflo_14970
OG0000016	DROME02422, DROME02430, DROME02437, DROME02423, DROME02429, DROME02435, DROME02434, DROME02428, DROME02433, DROME02424, DROME02436, DROME02427, DROME02426, DROME02431, DROME02432, DROME02425	bflo_22718, bflo_13606, bflo_23097, bflo_23092
OG0000016	DROME01609	bflo_12769
OG0000019	DROME09905, DROME12984, DROME12983, DROME02695, DROME19029, DROME19028, DROME21231, DROME01851, DROME06537, DROME07290	bflo_04872, bflo_04871, bflo_24292
OG0000020	DROME22108	bflo_19465
OG0000020	DROME02490	bflo_17473, bflo_27211, bflo_24908
OG0000020	DROME11466, DROME11467	bflo_16368
OG0000020	DROME19890, DROME19889, DROME19888, DROME19891	bflo_14118
OG0000020	DROME03151, DROME03150	bflo_07448
OG0000020	DROME14454, DROME14455	bflo_00687
OG0000021	DROME18320, DROME18321	bflo_11723
OG0000021	DROME08269	bflo_20935
OG0000021	DROME00802, DROME00801	bflo_20505, bflo_09681
OG0000021	DROME08091	bflo_27402, bflo_22537, bflo_22539, bflo_22305
OG0000021	DROME01446, DROME01445, DROME04932, DROME10331, DROME19246	bflo_15084, bflo_14963, bflo_15001, bflo_14964, bflo_14616, bflo_14965
OG0000023	DROME04919, DROME04917, DROME04918	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456
OG0000023	DROME08346, DROME08342, DROME08344, DROME08347, DROME08345, DROME08343	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042
OG0000027	DROME13849, DROME08050	bflo_08030, bflo_00219, bflo_00221, bflo_00220, bflo_22002, bflo_20174
OG0000028	DROME00133, DROME09421	bflo_14636, bflo_15358
OG0000028	DROME09420, DROME12803, DROME12802, DROME12800, DROME12804, DROME12801, DROME19724, DROME16819, DROME16820, DROME16816, DROME16815, DROME16818	bflo_06411, bflo_06696, bflo_05765, bflo_05766, bflo_06406, bflo_05767, bflo_05958, bflo_06305, bflo_05959, bflo_06498, bflo_18107, bflo_25761, bflo_19766, bflo_19099
OG0000028	DROME01857, DROME01860, DROME01861, DROME01859, DROME01862, DROME01858, DROME21647, DROME21646, DROME02664	bflo_06341
OG0000030	DROME12966	bflo_08323, bflo_05230
OG0000030	DROME11112, DROME11110, DROME11113, DROME11111	bflo_23616
OG0000030	DROME06898	bflo_05555, bflo_23730
OG0000030	DROME12965	bflo_22462
OG0000031	DROME19945	bflo_02624
OG0000031	DROME19947, DROME19946, DROME19949, DROME19948	bflo_02501
OG0000031	DROME09230	bflo_15458
OG0000031	DROME05246	bflo_15459
OG0000032	DROME02388	bflo_01810
OG0000032	DROME01213	bflo_23561, bflo_23038, bflo_01635
OG0000034	DROME20092, DROME20090, DROME20091	bflo_20326
OG0000034	DROME00494, DROME00490, DROME00493, DROME00492, DROME00491, DROME00489	bflo_03308, bflo_13145
OG0000034	DROME13496	bflo_05871
OG0000034	DROME18268, DROME18267, DROME18266, DROME18269	bflo_03310
OG0000034	DROME03104, DROME03105	bflo_15884
OG0000034	DROME20524	bflo_03379
OG0000035	DROME05348, DROME01725, DROME03666, DROME01724	bflo_02157
OG0000035	DROME19358, DROME19359	bflo_09462
OG0000035	DROME17164, DROME17163	bflo_09767, bflo_09277
OG0000036	DROME18108, DROME18109, DROME02324, DROME17378, DROME11305	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188
OG0000036	DROME20717, DROME20716, DROME20719, DROME20718	bflo_12806, bflo_12805
OG0000037	DROME13887, DROME14759, DROME14760	bflo_01343
OG0000037	DROME20237	bflo_10199, bflo_10232, bflo_10192
OG0000037	DROME08695, DROME15640, DROME04516	bflo_10180
OG0000038	DROME13993	bflo_18855
OG0000039	DROME03375, DROME03374, DROME03372, DROME03373	bflo_15832
OG0000040	DROME01030, DROME01029, DROME06128, DROME06129, DROME06133, DROME06131, DROME06130, DROME17442, DROME06135, DROME06134, DROME06132, DROME04118, DROME04166, DROME06136, DROME06127, DROME04612, DROME04613, DROME16427, DROME07802, DROME14818, DROME05485, DROME04044, DROME05484, DROME05486, DROME21878, DROME14539, DROME04205, DROME04204, DROME05671, DROME08331	bflo_16781, bflo_18133, bflo_18120, bflo_22334, bflo_22335, bflo_22336, bflo_18296, bflo_21600, bflo_21601, bflo_19151, bflo_22337, bflo_22516, bflo_10596, bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272
OG0000041	DROME09067, DROME09061, DROME09065, DROME09068, DROME09063, DROME09062, DROME09064, DROME09066, DROME09069	bflo_05956
OG0000044	DROME01579, DROME01581, DROME01575, DROME01577, DROME01571, DROME01572, DROME01573, DROME01580, DROME01574, DROME01578, DROME01576	bflo_14922
OG0000044	DROME03638	bflo_07748
OG0000044	DROME17013	bflo_07502, bflo_13320, bflo_10330, bflo_00108, bflo_00107, bflo_01958, bflo_01243, bflo_26025, bflo_26127, bflo_26635
OG0000045	DROME00740, DROME05490, DROME00741, DROME00650	bflo_01071
OG0000046	DROME13515, DROME01755, DROME02563, DROME17305, DROME17304	bflo_18241
OG0000048	DROME07309	bflo_15152
OG0000048	DROME15626, DROME15625	bflo_07462
OG0000048	DROME19410, DROME04387, DROME04385, DROME04384, DROME04383, DROME04388, DROME04389	bflo_17882, bflo_09143, bflo_09129, bflo_09102, bflo_27224, bflo_13732, bflo_11483, bflo_11417, bflo_05102, bflo_05104, bflo_17693, bflo_18962, bflo_22214, bflo_23171, bflo_19625, bflo_19404, bflo_20902, bflo_17669
OG0000048	DROME01500	bflo_12849
OG0000049	DROME04610, DROME04609, DROME04608, DROME04607, DROME04606	bflo_24254
OG0000049	DROME18357, DROME18359, DROME18358	bflo_17096, bflo_11847
OG0000051	DROME06654, DROME06655	bflo_08711
OG0000054	DROME20361	bflo_16354, bflo_16689
OG0000054	DROME11951, DROME18814, DROME18815, DROME18820, DROME18819, DROME01420, DROME08996, DROME18821, DROME09916, DROME18822, DROME04594, DROME04595, DROME01843, DROME04592, DROME04593, DROME20803, DROME20238, DROME18477, DROME18041, DROME06360	bflo_04388
OG0000054	DROME21992	bflo_20488, bflo_15707, bflo_15703, bflo_15905, bflo_15752, bflo_23344, bflo_22720, bflo_19106, bflo_09085, bflo_09133, bflo_05501, bflo_06007, bflo_03912, bflo_17229, bflo_17691, bflo_18295, bflo_18294, bflo_26044, bflo_24306, bflo_10355, bflo_13684, bflo_13746, bflo_10411, bflo_13726, bflo_13740, bflo_13675, bflo_13693, bflo_25983, bflo_26141, bflo_25284, bflo_15164
OG0000055	DROME03691, DROME03682, DROME03686, DROME03760, DROME03750, DROME03735, DROME03720, DROME03770, DROME03765, DROME03740, DROME03755, DROME03725, DROME03710, DROME03730, DROME03700, DROME03780, DROME03705, DROME03775, DROME03715, DROME03745, DROME03695, DROME03673, DROME03677	bflo_18013, bflo_21433, bflo_23317, bflo_23228, bflo_23240, bflo_23399, bflo_03335, bflo_20398, bflo_22481, bflo_20399, bflo_25595, bflo_25598, bflo_25596, bflo_17462, bflo_26379, bflo_26397, bflo_26396, bflo_26392, bflo_26395, bflo_26394, bflo_21609, bflo_21608, bflo_03336, bflo_23232, bflo_23227, bflo_23233, bflo_23235, bflo_23230, bflo_23231, bflo_23229, bflo_23234, bflo_23239, bflo_23195, bflo_23241, bflo_23237
OG0000056	DROME04626, DROME04628, DROME04625, DROME04627, DROME04623, DROME04624	bflo_22428
OG0000058	DROME06565	bflo_09144
OG0000058	DROME14598	bflo_09194
OG0000058	DROME04020, DROME19327, DROME12667, DROME15093, DROME07418, DROME14731	bflo_24603, bflo_01016, bflo_16790, bflo_24608, bflo_23137, bflo_07524, bflo_08605, bflo_23941, bflo_23940, bflo_23938, bflo_27442, bflo_23937, bflo_23936, bflo_23939, bflo_23943, bflo_23942, bflo_23935
OG0000060	DROME18201	bflo_25984, bflo_26009
OG0000060	DROME07035, DROME07034, DROME07036, DROME07859, DROME07858, DROME04014, DROME07857, DROME07856, DROME07855, DROME07854, DROME18200, DROME07037, DROME07038, DROME04458, DROME04457, DROME19175, DROME06539, DROME06538, DROME20480, DROME07291, DROME06112, DROME00867, DROME00220	bflo_26723, bflo_02982, bflo_03812, bflo_03632, bflo_12626, bflo_02984, bflo_03589, bflo_02972, bflo_03696, bflo_03780, bflo_15133, bflo_15228, bflo_04988, bflo_15129, bflo_15134, bflo_15132, bflo_15227, bflo_01835, bflo_00757, bflo_01800
OG0000060	DROME15948	bflo_15783
OG0000060	DROME00430	bflo_01709
OG0000061	DROME05786, DROME05785, DROME05787, DROME20453	bflo_18545
OG0000061	DROME05579, DROME05580, DROME06033	bflo_19609, bflo_18544, bflo_19608, bflo_19290
OG0000061	DROME18900, DROME18901, DROME18899	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369
OG0000062	DROME03387, DROME03389, DROME03388, DROME03386, DROME03390, DROME01439, DROME01441, DROME01443, DROME01440, DROME01442, DROME02848, DROME01444	bflo_13529
OG0000067	DROME11908, DROME11924, DROME11927, DROME05633	bflo_08170
OG0000068	DROME18366, DROME18368, DROME18367	bflo_12120
OG0000069	DROME03768	bflo_26382
OG0000069	DROME03713	bflo_09323, bflo_20543, bflo_20542, bflo_20541, bflo_27333, bflo_05086, bflo_23255, bflo_23256
OG0000069	DROME03782	bflo_26384
OG0000069	DROME03778	bflo_23212
OG0000069	DROME03748	bflo_23216, bflo_23215
OG0000069	DROME03680	bflo_17459
OG0000069	DROME03689, DROME03743, DROME03723, DROME03773	bflo_23214
OG0000069	DROME19859	bflo_05168
OG0000069	DROME00928	bflo_23210
OG0000069	DROME03718	bflo_24611
OG0000069	DROME03758, DROME03753	bflo_25591
OG0000070	DROME04028, DROME04029, DROME06783	bflo_17097, bflo_18391, bflo_18274
OG0000070	DROME17588, DROME17589, DROME19032	bflo_26467, bflo_13324, bflo_13447, bflo_13247, bflo_14268, bflo_27427, bflo_23408
OG0000072	DROME12247, DROME12248	bflo_14354, bflo_14353
OG0000072	DROME00154	bflo_04637
OG0000072	DROME00750	bflo_14474
OG0000072	DROME14913	bflo_07359
OG0000072	DROME11831, DROME14422	bflo_08698
OG0000074	DROME03014	bflo_10921
OG0000075	DROME01374	bflo_02500
OG0000075	DROME01373	bflo_02607
OG0000075	DROME01375	bflo_02487
OG0000075	DROME04883, DROME04882	bflo_12166
OG0000077	DROME15696, DROME15698, DROME15697	bflo_20919, bflo_20836, bflo_03467, bflo_21221, bflo_01044, bflo_00674, bflo_00541, bflo_14967, bflo_10820, bflo_23366
OG0000077	DROME07079, DROME07077, DROME07078	bflo_18777, bflo_23174
OG0000077	DROME18051	bflo_09163
OG0000078	DROME08886, DROME17179, DROME17177, DROME17181, DROME19588, DROME14308, DROME18161, DROME07301, DROME20111	bflo_23379, bflo_23493
OG0000079	DROME14749, DROME14748, DROME14747, DROME14750	bflo_07371
OG0000079	DROME11804, DROME11805, DROME11807, DROME11806, DROME11809, DROME11808, DROME11810	bflo_20026
OG0000079	DROME01298	bflo_01658
OG0000081	DROME19963	bflo_04833
OG0000081	DROME19345, DROME19344	bflo_20800, bflo_12774
OG0000082	DROME20298	bflo_15900
OG0000082	DROME05998	bflo_04889
OG0000082	DROME11174, DROME11173, DROME15008	bflo_00187
OG0000082	DROME14666, DROME14429, DROME14428, DROME14566, DROME14568, DROME14567, DROME14565, DROME16705	bflo_13856
OG0000083	DROME17112	bflo_14979, bflo_14980, bflo_14849, bflo_14850, bflo_15203, bflo_08533
OG0000084	DROME13292, DROME13291, DROME13289, DROME13290	bflo_10754
OG0000084	DROME14181, DROME14182, DROME17832, DROME17834, DROME17833	bflo_08430
OG0000085	DROME00999, DROME00998, DROME01000	bflo_12569
OG0000085	DROME10832, DROME10831	bflo_18272, bflo_18210
OG0000087	DROME22088	bflo_21260
OG0000087	DROME21450	bflo_08316, bflo_08208
OG0000087	DROME03097	bflo_02949, bflo_07784, bflo_11840
OG0000087	DROME08842	bflo_11911
OG0000087	DROME09495	bflo_22659, bflo_03240
OG0000088	DROME01198, DROME01197	bflo_12484, bflo_25913, bflo_26055, bflo_02835, bflo_07337, bflo_02839, bflo_02837, bflo_19718, bflo_03903, bflo_20323, bflo_00738
OG0000090	DROME02752	bflo_16621
OG0000090	DROME00161, DROME00160, DROME00159, DROME00158	bflo_15352
OG0000090	DROME16241, DROME16240, DROME16239	bflo_02393
OG0000091	DROME00247, DROME16587, DROME05722, DROME16586, DROME16589, DROME16588, DROME21691, DROME21692, DROME21693, DROME16133, DROME19941	bflo_21154, bflo_01995, bflo_01717, bflo_21558, bflo_12883, bflo_00479, bflo_26528, bflo_26529, bflo_00481, bflo_00480, bflo_15837, bflo_17845, bflo_25328, bflo_15820, bflo_15823
OG0000094	DROME20335, DROME20344, DROME20342, DROME20339, DROME20331, DROME20343, DROME20334, DROME20340, DROME20338, DROME20337, DROME20333, DROME20336, DROME20332, DROME20341	bflo_11484
OG0000095	DROME01438	bflo_25489, bflo_01865, bflo_25182, bflo_11841, bflo_01804, bflo_01739, bflo_17156, bflo_03512
OG0000096	DROME08195, DROME08196	bflo_21246, bflo_21213
OG0000096	DROME08870	bflo_11038
OG0000096	DROME13163	bflo_17838
OG0000096	DROME13915	bflo_24085, bflo_09131
OG0000096	DROME09341	bflo_03032
OG0000098	DROME06218, DROME06212, DROME06217, DROME06213, DROME06211, DROME06215, DROME06216, DROME06210, DROME06214	bflo_05564
OG0000099	DROME10335, DROME10334, DROME09743	bflo_14861, bflo_14862
OG0000099	DROME18324, DROME18322, DROME18323, DROME18399, DROME18398, DROME16045, DROME03641, DROME03642, DROME00198, DROME01024, DROME01023, DROME16052, DROME16051, DROME16053, DROME15995, DROME15996	bflo_18245
OG0000100	DROME09951	bflo_04767
OG0000100	DROME10813	bflo_21405, bflo_11298, bflo_12376
OG0000101	DROME05458	bflo_05084, bflo_22415, bflo_05083, bflo_05081, bflo_22031, bflo_21326, bflo_22414, bflo_22046, bflo_05082, bflo_21328, bflo_21327, bflo_18450
OG0000103	DROME02978, DROME02981, DROME02974, DROME02980, DROME02972, DROME02982, DROME02975, DROME02990, DROME02977, DROME02985, DROME02984, DROME02983, DROME02986, DROME02973, DROME02979, DROME02987, DROME02991, DROME02976, DROME02988, DROME02989	bflo_00032, bflo_11180, bflo_11085, bflo_11875, bflo_11184, bflo_11179, bflo_11874, bflo_25842, bflo_00020, bflo_18284, bflo_20618, bflo_18283, bflo_17924, bflo_17758, bflo_00063, bflo_17754, bflo_17756, bflo_17751, bflo_17755, bflo_17752, bflo_00064, bflo_17757, bflo_17750, bflo_17749, bflo_23149
OG0000103	DROME08435, DROME08438, DROME08434, DROME08440, DROME08436, DROME08437, DROME08439	bflo_23791
OG0000104	DROME09666, DROME09668, DROME09669, DROME09667, DROME09670	bflo_11828, bflo_20119
OG0000104	DROME16895, DROME16894	bflo_00906
OG0000104	DROME16546, DROME16548, DROME16547, DROME16549	bflo_09275
OG0000104	DROME17321, DROME17322	bflo_06949
OG0000106	DROME19783	bflo_13898
OG0000106	DROME02609	bflo_13906, bflo_13902, bflo_13905
OG0000106	DROME14085, DROME16348, DROME17377, DROME10894, DROME10895	bflo_21022, bflo_22434, bflo_24648, bflo_24024, bflo_24023
OG0000107	DROME03683, DROME03679, DROME03732, DROME03722, DROME03762, DROME03717, DROME03767, DROME03727, DROME03772, DROME03712, DROME03702, DROME03707, DROME03737, DROME03674, DROME03692, DROME03697, DROME03688, DROME03742, DROME14911, DROME03777, DROME03747, DROME03757, DROME03752	bflo_26398
OG0000110	DROME04794, DROME04795, DROME04798, DROME11669, DROME11670, DROME20727	bflo_13869, bflo_25534, bflo_09017, bflo_25934, bflo_26322
OG0000111	DROME11971, DROME11972, DROME11973, DROME11975	bflo_23465, bflo_23571, bflo_23573, bflo_20710, bflo_08602, bflo_05768, bflo_25968, bflo_26203, bflo_01089, bflo_06150, bflo_06575, bflo_18443, bflo_07865, bflo_25866, bflo_23409, bflo_23905, bflo_22622, bflo_13544, bflo_21580, bflo_07025, bflo_01278, bflo_13984
OG0000113	DROME10760, DROME10761, DROME10759, DROME10758, DROME10762	bflo_25033, bflo_24791, bflo_00623, bflo_03827, bflo_03944, bflo_03952, bflo_03218, bflo_03217, bflo_01136, bflo_03958, bflo_03967
OG0000113	DROME10947, DROME09281, DROME09280, DROME04114, DROME10948, DROME22089, DROME22090	bflo_24516, bflo_04504, bflo_07619
OG0000114	DROME04013, DROME04512, DROME04513	bflo_16447, bflo_20688, bflo_23618, bflo_04836, bflo_00471, bflo_24385, bflo_07559
OG0000116	DROME05231	bflo_05410, bflo_25141
OG0000117	DROME17123	bflo_22010
OG0000119	DROME20499, DROME20496, DROME20497, DROME20498, DROME20500, DROME20501	bflo_07858, bflo_19358, bflo_19300
OG0000119	DROME21220, DROME21219	bflo_19582, bflo_19602, bflo_19603, bflo_19479
OG0000119	DROME06207, DROME06208, DROME08017, DROME06209	bflo_18609
OG0000121	DROME17781, DROME08015	bflo_11325, bflo_07518
OG0000121	DROME10532	bflo_24496, bflo_24584
OG0000122	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476	bflo_02060, bflo_02098, bflo_02745
OG0000122	DROME01359, DROME01363, DROME01361, DROME01366, DROME01365, DROME01360, DROME01358, DROME01362, DROME01367, DROME01364	bflo_02079
OG0000123	DROME17732, DROME17730, DROME17731	bflo_10734
OG0000124	DROME08713, DROME09900	bflo_12150, bflo_12152, bflo_22917
OG0000124	DROME21734	bflo_24557
OG0000125	DROME11932, DROME11934, DROME11935, DROME11936, DROME11933	bflo_02406
OG0000125	DROME04039, DROME04040, DROME04038	bflo_04110
OG0000126	DROME01805, DROME01804	bflo_09507
OG0000126	DROME21081, DROME21082, DROME21083, DROME21080	bflo_21252
OG0000126	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804	bflo_14089
OG0000126	DROME14473, DROME14469, DROME14474, DROME14468, DROME14472, DROME14470, DROME14471	bflo_04718
OG0000127	DROME11205, DROME11204	bflo_21827
OG0000127	DROME08158	bflo_05798
OG0000127	DROME05986	bflo_06367
OG0000127	DROME18062	bflo_23284
OG0000129	DROME07177, DROME07176, DROME07178, DROME10520	bflo_10761, bflo_09267
OG0000129	DROME21055	bflo_24146
OG0000130	DROME11753, DROME15905, DROME02314, DROME10893, DROME15098, DROME15702, DROME15860	bflo_08589, bflo_24777
OG0000131	DROME18073, DROME18075, DROME18074	bflo_09427
OG0000132	DROME03704, DROME03676, DROME03724, DROME03709, DROME03749, DROME03779, DROME03759, DROME03681, DROME03754, DROME03744, DROME03694, DROME03690, DROME03714, DROME03739, DROME03719, DROME03672, DROME03685, DROME03734, DROME03699, DROME03764, DROME03769, DROME03729, DROME03774	bflo_17456, bflo_25589, bflo_26376, bflo_25953, bflo_25590, bflo_25949, bflo_26371, bflo_26369, bflo_26372, bflo_00097, bflo_26373, bflo_26370, bflo_01753, bflo_26374, bflo_03326, bflo_03327, bflo_20394, bflo_21602, bflo_21603, bflo_03325, bflo_23200, bflo_23203, bflo_23205, bflo_23199, bflo_23202
OG0000144	DROME21183	bflo_06278, bflo_09394
OG0000147	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556	bflo_24794
OG0000147	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266	bflo_01706
OG0000147	DROME03466	bflo_26820, bflo_06307
OG0000147	DROME17452, DROME17451	bflo_09430
OG0000148	DROME19762, DROME19761, DROME19763	bflo_10991
OG0000148	DROME12939	bflo_17467, bflo_17466
OG0000149	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236	bflo_07018, bflo_07764, bflo_07398, bflo_13976, bflo_13431, bflo_02277, bflo_07407
OG0000149	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699	bflo_07834
OG0000154	DROME12872, DROME12871	bflo_17422
OG0000155	DROME05911, DROME05917, DROME05907, DROME05916, DROME05914, DROME05908, DROME05904, DROME05910, DROME05918, DROME05912, DROME05898, DROME05915, DROME05902, DROME05905, DROME05913, DROME05909, DROME05900, DROME05901, DROME05906, DROME05903, DROME05899	bflo_01192, bflo_04063, bflo_00310
OG0000157	DROME05619, DROME05620, DROME05621	bflo_08074
OG0000157	DROME09786	bflo_10928, bflo_12452
OG0000157	DROME05150, DROME05149	bflo_13284
OG0000158	DROME06825, DROME06824	bflo_05936
OG0000159	DROME09571, DROME09570	bflo_18341
OG0000160	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353	bflo_19837, bflo_19835, bflo_19840, bflo_22050, bflo_20492, bflo_19926, bflo_19836, bflo_19925, bflo_01559
OG0000162	DROME21138, DROME21116	bflo_03351
OG0000162	DROME21145, DROME21122, DROME21105, DROME21144, DROME21140, DROME21154, DROME21132	bflo_03352, bflo_03068
OG0000162	DROME08394, DROME08390, DROME08396, DROME08397, DROME08395, DROME08392, DROME08391, DROME08389, DROME08393	bflo_00980
OG0000163	DROME12520	bflo_22675, bflo_22678, bflo_22689
OG0000163	DROME19834, DROME00819	bflo_00524
OG0000164	DROME08486	bflo_14791
OG0000167	DROME04018, DROME04019	bflo_06634
OG0000168	DROME01783	bflo_25648, bflo_06549, bflo_06560
OG0000171	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199	bflo_20254
