Orthogroup	DROME	SACKO_ok
OG0000020	DROME22108	SACKO_22951
OG0000020	DROME02490	SACKO_32378, SACKO_15147, SACKO_20642
OG0000020	DROME11466, DROME11467	SACKO_16107, SACKO_20105
OG0000020	DROME19890, DROME19889, DROME19888, DROME19891	SACKO_15854
OG0000020	DROME07045, DROME07043, DROME07044, DROME07042	SACKO_20295
OG0000020	DROME03151, DROME03150	SACKO_29670
OG0000020	DROME14454, DROME14455	SACKO_04828
OG0000021	DROME18320, DROME18321	SACKO_33728, SACKO_24549
OG0000021	DROME08269	SACKO_15594
OG0000021	DROME00802, DROME00801	SACKO_29742
OG0000021	DROME08091	SACKO_25838
OG0000023	DROME04919, DROME04917, DROME04918	SACKO_06926
OG0000023	DROME08346, DROME08342, DROME08344, DROME08347, DROME08345, DROME08343	SACKO_14770
OG0000028	DROME09420, DROME12803, DROME12802, DROME12800, DROME12804, DROME12801, DROME19724, DROME16819, DROME16820, DROME16816, DROME16815, DROME16818	SACKO_00730, SACKO_00734, SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060
OG0000028	DROME01857, DROME01860, DROME01861, DROME01859, DROME01862, DROME01858, DROME21647, DROME21646, DROME02664	SACKO_00054, SACKO_29910
OG0000029	DROME18440, DROME18439, DROME18441, DROME09446	SACKO_27642, SACKO_27630, SACKO_27646, SACKO_08652, SACKO_02246, SACKO_27633, SACKO_08653, SACKO_30490, SACKO_30494, SACKO_05717, SACKO_21895, SACKO_27648, SACKO_19028, SACKO_29723
OG0000029	DROME19091	SACKO_12540
OG0000030	DROME12966	SACKO_19659, SACKO_06190, SACKO_06196
OG0000030	DROME07429, DROME07428	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143
OG0000030	DROME15149	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170
OG0000030	DROME11112, DROME11110, DROME11113, DROME11111	SACKO_16655, SACKO_09928, SACKO_09940
OG0000030	DROME12173, DROME12176	SACKO_34092, SACKO_34095
OG0000030	DROME12965	SACKO_26701
OG0000031	DROME19945	SACKO_18621
OG0000031	DROME19947, DROME19946, DROME19949, DROME19948	SACKO_18614
OG0000031	DROME09230	SACKO_14417
OG0000031	DROME05246	SACKO_32680, SACKO_14578
OG0000031	DROME16481	SACKO_31006
OG0000032	DROME02388	SACKO_20615
OG0000032	DROME02386	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754
OG0000032	DROME01213	SACKO_02664
OG0000034	DROME20092, DROME20090, DROME20091	SACKO_08906
OG0000034	DROME00494, DROME00490, DROME00493, DROME00492, DROME00491, DROME00489	SACKO_19192
OG0000034	DROME13496	SACKO_16505
OG0000034	DROME18268, DROME18267, DROME18266, DROME18269	SACKO_05860
OG0000034	DROME03104, DROME03105	SACKO_18648
OG0000034	DROME20524	SACKO_20915
OG0000034	DROME11310, DROME11311	SACKO_21906
OG0000035	DROME11928	SACKO_31939
OG0000035	DROME05348, DROME01725, DROME03666, DROME01724	SACKO_02558
OG0000035	DROME19358, DROME19359	SACKO_13246
OG0000035	DROME17164, DROME17163	SACKO_16912, SACKO_19307, SACKO_22660
OG0000036	DROME02324, DROME17378, DROME11305	SACKO_28321
OG0000036	DROME20717, DROME20716, DROME20719, DROME20718	SACKO_28315
OG0000037	DROME08695, DROME15640, DROME04516	SACKO_21107, SACKO_21121, SACKO_07542, SACKO_17953, SACKO_17956
OG0000038	DROME13993	SACKO_05258, SACKO_05271
OG0000039	DROME20809, DROME20808, DROME20806, DROME20807	SACKO_16548
OG0000040	DROME01030, DROME01029, DROME06128, DROME06129, DROME06133, DROME06131, DROME06130, DROME17442, DROME06135, DROME06134, DROME06132, DROME04118, DROME04166, DROME06136, DROME06127, DROME04612, DROME04613, DROME16427, DROME07802, DROME14818, DROME05485, DROME04044, DROME05484, DROME05486, DROME21878, DROME14539, DROME04205, DROME04204, DROME05671, DROME08331	SACKO_27347, SACKO_18726, SACKO_31332, SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851
OG0000041	DROME21438, DROME21440, DROME21441, DROME21439, DROME21435, DROME21437, DROME21436, DROME21444, DROME21442, DROME21443, DROME21445	SACKO_08282
OG0000041	DROME09067, DROME09061, DROME09065, DROME09068, DROME09063, DROME09062, DROME09064, DROME09066, DROME09069	SACKO_06515
OG0000043	DROME03726, DROME03741, DROME03696, DROME03781, DROME03716, DROME03731, DROME03721, DROME03706, DROME03711, DROME03751, DROME03746, DROME03678, DROME03736, DROME03701, DROME03687, DROME03756, DROME03776, DROME03766, DROME03761, DROME03771	SACKO_16081, SACKO_11560, SACKO_06732, SACKO_06744, SACKO_30022, SACKO_28017, SACKO_06742, SACKO_06747, SACKO_06718, SACKO_22845, SACKO_22851, SACKO_06719, SACKO_27090, SACKO_10903, SACKO_10887, SACKO_10910, SACKO_10918, SACKO_27578, SACKO_10867, SACKO_10904, SACKO_27580, SACKO_10923, SACKO_10919, SACKO_06713, SACKO_06727, SACKO_06759, SACKO_00470
OG0000044	DROME01579, DROME01581, DROME01575, DROME01577, DROME01571, DROME01572, DROME01573, DROME01580, DROME01574, DROME01578, DROME01576	SACKO_11589
OG0000044	DROME17013	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102, SACKO_01482
OG0000045	DROME00740, DROME05490, DROME00741, DROME00650	SACKO_32920
OG0000046	DROME11364, DROME11369	SACKO_30288
OG0000048	DROME15626, DROME15625	SACKO_24161
OG0000048	DROME19410, DROME04387, DROME04385, DROME04384, DROME04383, DROME04388, DROME04389	SACKO_15652, SACKO_15237, SACKO_15246, SACKO_12018, SACKO_03133
OG0000048	DROME01500	SACKO_29639
OG0000049	DROME04610, DROME04609, DROME04608, DROME04607, DROME04606	SACKO_03908
OG0000051	DROME06654, DROME06655	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000054	DROME20361	SACKO_11814, SACKO_18179
OG0000054	DROME11951, DROME18814, DROME18815, DROME18820, DROME18819, DROME01420, DROME08996, DROME18821, DROME09916, DROME18822, DROME04594, DROME04595, DROME01843, DROME04592, DROME04593, DROME20803, DROME20238, DROME18477, DROME18041, DROME06360	SACKO_17476
OG0000054	DROME21992	SACKO_33924, SACKO_28075, SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513, SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221
OG0000055	DROME03691, DROME03682, DROME03686, DROME03760, DROME03750, DROME03735, DROME03720, DROME03770, DROME03765, DROME03740, DROME03755, DROME03725, DROME03710, DROME03730, DROME03700, DROME03780, DROME03705, DROME03775, DROME03715, DROME03745, DROME03695, DROME03673, DROME03677	SACKO_00479, SACKO_10908, SACKO_10922, SACKO_10877, SACKO_27566, SACKO_27099, SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317, SACKO_10925, SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027
OG0000056	DROME04626, DROME04628, DROME04625, DROME04627, DROME04623, DROME04624	SACKO_11517
OG0000058	DROME14598	SACKO_23572
OG0000060	DROME18201	SACKO_07510
OG0000060	DROME07035, DROME07034, DROME07036, DROME07859, DROME07858, DROME04014, DROME07857, DROME07856, DROME07855, DROME07854, DROME18200, DROME07037, DROME07038, DROME04458, DROME04457, DROME19175, DROME06539, DROME06538, DROME20480, DROME07291, DROME06112, DROME00867, DROME00220	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758
OG0000060	DROME15948	SACKO_18890
OG0000061	DROME05786, DROME05785, DROME05787, DROME20453	SACKO_02041
OG0000061	DROME05579, DROME05580, DROME06033	SACKO_02064
OG0000061	DROME18900, DROME18901, DROME18899	SACKO_22956, SACKO_22933
OG0000062	DROME03387, DROME03389, DROME03388, DROME03386, DROME03390, DROME01439, DROME01441, DROME01443, DROME01440, DROME01442, DROME02848, DROME01444	SACKO_15645
OG0000063	DROME03407, DROME03409, DROME03405, DROME03404, DROME03403, DROME03408, DROME03406	SACKO_12392
OG0000063	DROME17704, DROME17705, DROME17706, DROME17703, DROME17707	SACKO_30337
OG0000067	DROME11908, DROME11924, DROME11927, DROME05633	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000068	DROME18366, DROME18368, DROME18367	SACKO_06043, SACKO_06365
OG0000068	DROME18209	SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381
OG0000069	DROME03713	SACKO_07016, SACKO_15035
OG0000070	DROME04028, DROME04029, DROME06783	SACKO_18930, SACKO_18932
OG0000070	DROME17588, DROME17589, DROME19032	SACKO_08575, SACKO_04002, SACKO_16666
OG0000072	DROME12247, DROME12248	SACKO_30660
OG0000072	DROME00154	SACKO_25111
OG0000072	DROME00750	SACKO_14515
OG0000074	DROME03014	SACKO_04859
OG0000074	DROME00985	SACKO_25125, SACKO_32231
OG0000075	DROME01374	SACKO_31868
OG0000075	DROME01373	SACKO_31864
OG0000075	DROME01375	SACKO_31867
OG0000075	DROME04883, DROME04882	SACKO_09677
OG0000077	DROME15696, DROME15698, DROME15697	SACKO_24063
OG0000077	DROME07079, DROME07077, DROME07078	SACKO_16621, SACKO_13762, SACKO_02025
OG0000077	DROME18051	SACKO_24085
OG0000077	DROME15502, DROME15501	SACKO_24142, SACKO_25682, SACKO_24970
OG0000077	DROME12670	SACKO_24184, SACKO_27806
OG0000078	DROME08886, DROME17179, DROME17177, DROME17181, DROME19588, DROME14308, DROME18161, DROME07301, DROME20111	SACKO_28717, SACKO_28415, SACKO_06107, SACKO_11720, SACKO_15315
OG0000078	DROME15695	SACKO_15309
OG0000079	DROME14749, DROME14748, DROME14747, DROME14750	SACKO_28168
OG0000079	DROME11804, DROME11805, DROME11807, DROME11806, DROME11809, DROME11808, DROME11810	SACKO_02973
OG0000081	DROME17351, DROME17349, DROME17350, DROME17347, DROME17348, DROME17352, DROME17353, DROME01507, DROME01508, DROME09227, DROME00965, DROME00434, DROME00435, DROME00431, DROME03003, DROME06593	SACKO_09027
OG0000082	DROME20298	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295
OG0000082	DROME05998	SACKO_12474
OG0000082	DROME11174, DROME11173, DROME15008	SACKO_26490
OG0000082	DROME14666, DROME14429, DROME14428, DROME14566, DROME14568, DROME14567, DROME14565, DROME16705	SACKO_12848, SACKO_24599, SACKO_24554, SACKO_24557, SACKO_24563, SACKO_12893
OG0000083	DROME17112	SACKO_30590
OG0000083	DROME20486, DROME20487	SACKO_27341
OG0000084	DROME13292, DROME13291, DROME13289, DROME13290	SACKO_10969, SACKO_17061, SACKO_10264, SACKO_10253, SACKO_06467, SACKO_06545, SACKO_31931
OG0000084	DROME09544	SACKO_32700, SACKO_32675, SACKO_32692
OG0000084	DROME17344, DROME17343, DROME17345	SACKO_32704, SACKO_32645, SACKO_32691
OG0000084	DROME14181, DROME14182, DROME17832, DROME17834, DROME17833	SACKO_25939, SACKO_05229, SACKO_05226, SACKO_29112, SACKO_05196, SACKO_05204, SACKO_34192, SACKO_05203, SACKO_05224, SACKO_05166, SACKO_05235, SACKO_10741, SACKO_10738, SACKO_10729, SACKO_10733, SACKO_06583
OG0000085	DROME00999, DROME00998, DROME01000	SACKO_25563
OG0000085	DROME19740	SACKO_10208
OG0000085	DROME10832, DROME10831	SACKO_33849
OG0000086	DROME14954	SACKO_16708
OG0000087	DROME22088	SACKO_19449, SACKO_18343
OG0000087	DROME21450	SACKO_21024
OG0000087	DROME03097	SACKO_28507
OG0000087	DROME08842	SACKO_23472
OG0000087	DROME09495	SACKO_23706, SACKO_06733
OG0000088	DROME01198, DROME01197	SACKO_31806, SACKO_21553
OG0000090	DROME02752	SACKO_21411
OG0000090	DROME00161, DROME00160, DROME00159, DROME00158	SACKO_17164
OG0000090	DROME16241, DROME16240, DROME16239	SACKO_28463, SACKO_27294, SACKO_22823, SACKO_27256, SACKO_22832, SACKO_22824
OG0000091	DROME18437, DROME18438, DROME20481	SACKO_16030, SACKO_16068, SACKO_05246, SACKO_05031, SACKO_05056, SACKO_05059, SACKO_05047, SACKO_05030, SACKO_28587, SACKO_28597, SACKO_28593, SACKO_28598, SACKO_28601
OG0000094	DROME02876, DROME02874, DROME02872, DROME02875, DROME02873, DROME02878, DROME02881, DROME02880, DROME02877, DROME02879	SACKO_30142
OG0000094	DROME20335, DROME20344, DROME20342, DROME20339, DROME20331, DROME20343, DROME20334, DROME20340, DROME20338, DROME20337, DROME20333, DROME20336, DROME20332, DROME20341	SACKO_14416
OG0000095	DROME01438	SACKO_28112, SACKO_28146, SACKO_22238, SACKO_22239, SACKO_09533, SACKO_14638, SACKO_28141, SACKO_28147, SACKO_28111, SACKO_05633, SACKO_28134, SACKO_05646, SACKO_28114
OG0000095	DROME01849, DROME01848, DROME04475, DROME16555, DROME16554, DROME01436, DROME01437, DROME05668, DROME09771	SACKO_22134, SACKO_02519
OG0000096	DROME08195, DROME08196	SACKO_00041
OG0000096	DROME08870	SACKO_02842
OG0000096	DROME13163	SACKO_13904
OG0000096	DROME13915	SACKO_24537
OG0000096	DROME09341	SACKO_23084
OG0000098	DROME06218, DROME06212, DROME06217, DROME06213, DROME06211, DROME06215, DROME06216, DROME06210, DROME06214	SACKO_15840
OG0000099	DROME10335, DROME10334, DROME09743	SACKO_04331
OG0000099	DROME18324, DROME18322, DROME18323, DROME18399, DROME18398, DROME16045, DROME03641, DROME03642, DROME00198, DROME01024, DROME01023, DROME16052, DROME16051, DROME16053, DROME15995, DROME15996	SACKO_03078
OG0000100	DROME09951	SACKO_05750
OG0000101	DROME05458	SACKO_24340, SACKO_08457, SACKO_23978, SACKO_23977, SACKO_08939
OG0000103	DROME02978, DROME02981, DROME02974, DROME02980, DROME02972, DROME02982, DROME02975, DROME02990, DROME02977, DROME02985, DROME02984, DROME02983, DROME02986, DROME02973, DROME02979, DROME02987, DROME02991, DROME02976, DROME02988, DROME02989	SACKO_33359
OG0000103	DROME08435, DROME08438, DROME08434, DROME08440, DROME08436, DROME08437, DROME08439	SACKO_23497
OG0000104	DROME09666, DROME09668, DROME09669, DROME09667, DROME09670	SACKO_13626, SACKO_13628, SACKO_13620
OG0000104	DROME16895, DROME16894	SACKO_19425
OG0000104	DROME16546, DROME16548, DROME16547, DROME16549	SACKO_13617
OG0000104	DROME17321, DROME17322	SACKO_06378, SACKO_13688
OG0000106	DROME14085, DROME16348, DROME17377, DROME10894, DROME10895	SACKO_31163, SACKO_03309, SACKO_31157, SACKO_05024, SACKO_19089, SACKO_19090, SACKO_26319
OG0000111	DROME11971, DROME11972, DROME11973, DROME11975	SACKO_08576, SACKO_15955, SACKO_15960, SACKO_03302, SACKO_04060, SACKO_32005, SACKO_30394, SACKO_09934, SACKO_16488, SACKO_19622, SACKO_19627, SACKO_03978, SACKO_04484, SACKO_24288, SACKO_23101, SACKO_21281, SACKO_25450, SACKO_26426, SACKO_27946, SACKO_18003, SACKO_18007, SACKO_17994, SACKO_18005, SACKO_13765, SACKO_23099, SACKO_23087, SACKO_23097, SACKO_03404, SACKO_04492, SACKO_06031, SACKO_06036, SACKO_11819, SACKO_11823, SACKO_02299, SACKO_10299, SACKO_16656
OG0000113	DROME10760, DROME10761, DROME10759, DROME10758, DROME10762	SACKO_14235, SACKO_07253, SACKO_22562, SACKO_28107, SACKO_25640, SACKO_27005, SACKO_09021
OG0000113	DROME10947, DROME09281, DROME09280, DROME04114, DROME10948, DROME22089, DROME22090	SACKO_09973
OG0000114	DROME08662, DROME08648, DROME08661, DROME08653, DROME08652, DROME08663, DROME08649, DROME08654, DROME08664, DROME08658, DROME08655, DROME08660, DROME08657, DROME08659, DROME08656	SACKO_05494
OG0000114	DROME04013, DROME04512, DROME04513	SACKO_05497, SACKO_05499, SACKO_05519
OG0000116	DROME05231	SACKO_31632
OG0000117	DROME17123	SACKO_14556
OG0000119	DROME20499, DROME20496, DROME20497, DROME20498, DROME20500, DROME20501	SACKO_14170
OG0000119	DROME21220, DROME21219	SACKO_22937, SACKO_22948, SACKO_22971
OG0000119	DROME06207, DROME06208, DROME08017, DROME06209	SACKO_28303
OG0000120	DROME15700	SACKO_27188
OG0000120	DROME00660	SACKO_22701
OG0000121	DROME10532	SACKO_31429, SACKO_21563
OG0000122	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476	SACKO_31419
OG0000123	DROME17732, DROME17730, DROME17731	SACKO_20017, SACKO_30223, SACKO_21671
OG0000123	DROME16385, DROME16384, DROME16383, DROME14572, DROME14575, DROME14574	SACKO_31884
OG0000123	DROME14850, DROME14849, DROME14848, DROME14847	SACKO_31894
OG0000124	DROME17463	SACKO_33754, SACKO_22345
OG0000124	DROME08713, DROME09900	SACKO_19309
OG0000124	DROME21734	SACKO_18436, SACKO_18432
OG0000125	DROME11932, DROME11934, DROME11935, DROME11936, DROME11933	SACKO_05896
OG0000125	DROME04039, DROME04040, DROME04038	SACKO_21397, SACKO_06987
OG0000126	DROME21081, DROME21082, DROME21083, DROME21080	SACKO_30837
OG0000126	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804	SACKO_09501
OG0000127	DROME11205, DROME11204	SACKO_08394
OG0000127	DROME08158	SACKO_07799
OG0000127	DROME05986	SACKO_21491
OG0000127	DROME18062	SACKO_20351
OG0000131	DROME18073, DROME18075, DROME18074	SACKO_07703, SACKO_07705
OG0000132	DROME03704, DROME03676, DROME03724, DROME03709, DROME03749, DROME03779, DROME03759, DROME03681, DROME03754, DROME03744, DROME03694, DROME03690, DROME03714, DROME03739, DROME03719, DROME03672, DROME03685, DROME03734, DROME03699, DROME03764, DROME03769, DROME03729, DROME03774	SACKO_03725, SACKO_03718, SACKO_03729, SACKO_03732, SACKO_03727, SACKO_15011, SACKO_05386, SACKO_28049
OG0000142	DROME07188	SACKO_31525
OG0000147	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556	SACKO_09609, SACKO_09597
OG0000147	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266	SACKO_29987
OG0000147	DROME03466	SACKO_25321
OG0000147	DROME17452, DROME17451	SACKO_18080, SACKO_06120
OG0000148	DROME19762, DROME19761, DROME19763	SACKO_07198, SACKO_01163
OG0000148	DROME12939	SACKO_01164
OG0000149	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236	SACKO_25452, SACKO_33731, SACKO_25477, SACKO_31812, SACKO_01160, SACKO_10629, SACKO_25873, SACKO_24272, SACKO_00593
OG0000149	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699	SACKO_01114
OG0000154	DROME12872, DROME12871	SACKO_30029
OG0000157	DROME05618, DROME05617, DROME05616	SACKO_13943
OG0000157	DROME09786	SACKO_02389
OG0000158	DROME06825, DROME06824	SACKO_08920
OG0000160	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353	SACKO_16994
OG0000163	DROME12520	SACKO_28728, SACKO_28760, SACKO_28733, SACKO_28643
OG0000163	DROME19834, DROME00819	SACKO_18542
OG0000167	DROME04018, DROME04019	SACKO_13978
OG0000168	DROME00156, DROME00157	SACKO_12471, SACKO_12477, SACKO_14676, SACKO_05799, SACKO_02929, SACKO_15285, SACKO_02947
OG0000168	DROME01783	SACKO_01287, SACKO_01284
OG0000170	DROME01350	SACKO_34157
OG0000171	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199	SACKO_30895, SACKO_18626
OG0000172	DROME05153, DROME05152, DROME05600, DROME14157, DROME11999, DROME15739, DROME15740, DROME07019, DROME09308	SACKO_29021, SACKO_31081, SACKO_31088
OG0000172	DROME14415	SACKO_28037
OG0000174	DROME10165, DROME11306	SACKO_15819, SACKO_32551, SACKO_10689, SACKO_27263
OG0000175	DROME19671, DROME02329, DROME16486, DROME16483	SACKO_14233
OG0000175	DROME03593, DROME00840	SACKO_29688, SACKO_29680, SACKO_29673, SACKO_25380, SACKO_25374, SACKO_03909, SACKO_25371, SACKO_20858
OG0000179	DROME11221, DROME21050	SACKO_06450, SACKO_05905
OG0000179	DROME07796	SACKO_15469
OG0000179	DROME10428	SACKO_14493
OG0000180	DROME12336	SACKO_21622, SACKO_21614, SACKO_21606, SACKO_21611, SACKO_21612, SACKO_21608, SACKO_21625, SACKO_21602, SACKO_12452, SACKO_19707, SACKO_15868, SACKO_10450
OG0000180	DROME21739, DROME21740	SACKO_21604, SACKO_16877, SACKO_21610
OG0000180	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367	SACKO_03905
OG0000181	DROME12775	SACKO_04152
OG0000181	DROME18397	SACKO_07379
OG0000181	DROME06226	SACKO_32918
OG0000183	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193	SACKO_02174
OG0000183	DROME07197	SACKO_12428
OG0000183	DROME07008	SACKO_26873
OG0000185	DROME12225, DROME12226	SACKO_00274
OG0000185	DROME03791, DROME03792	SACKO_28410
OG0000186	DROME05503, DROME05502	SACKO_11363
OG0000193	DROME08054, DROME10361, DROME10367, DROME10365, DROME10363, DROME01919, DROME10366, DROME10368, DROME10364, DROME09981	SACKO_23908
OG0000195	DROME10558, DROME10557, DROME10559, DROME09087	SACKO_19025
