Orthogroup	DROME	PFLAV
OG0000019	DROME09905, DROME12984, DROME12983, DROME02695, DROME19029, DROME19028, DROME21231, DROME01851, DROME06537, DROME07290	TCONS_00042378.p1
OG0000020	DROME22108	TCONS_00055662.p1
OG0000020	DROME02490	TCONS_00011932.p1, TCONS_00014940.p1, TCONS_00014941.p1, TCONS_00018790.p1, TCONS_00054537.p1
OG0000020	DROME11466, DROME11467	TCONS_00016378.p1
OG0000020	DROME07045, DROME07043, DROME07044, DROME07042	TCONS_00051401.p1
OG0000020	DROME03151, DROME03150	TCONS_00031077.p1
OG0000020	DROME14454, DROME14455	TCONS_00019367.p1
OG0000021	DROME08269	TCONS_00006555.p1
OG0000021	DROME00802, DROME00801	TCONS_00005068.p1, TCONS_00005066.p1
OG0000021	DROME08091	TCONS_00016243.p1
OG0000023	DROME04919, DROME04917, DROME04918	TCONS_00004930.p1
OG0000023	DROME08346, DROME08342, DROME08344, DROME08347, DROME08345, DROME08343	TCONS_00029827.p1
OG0000028	DROME09420, DROME12803, DROME12802, DROME12800, DROME12804, DROME12801, DROME19724, DROME16819, DROME16820, DROME16816, DROME16815, DROME16818	TCONS_00026901.p1, TCONS_00027219.p1, TCONS_00001048.p1, TCONS_00005463.p1, TCONS_00006513.p1, TCONS_00029701.p1, TCONS_00029704.p1, TCONS_00029474.p1, TCONS_00029475.p1
OG0000028	DROME01857, DROME01860, DROME01861, DROME01859, DROME01862, DROME01858, DROME21647, DROME21646, DROME02664	TCONS_00029777.p1, TCONS_00029776.p1
OG0000030	DROME07429, DROME07428	TCONS_00020726.p1, TCONS_00020728.p1, TCONS_00020088.p1
OG0000030	DROME15149	TCONS_00019673.p1
OG0000030	DROME11112, DROME11110, DROME11113, DROME11111	TCONS_00014295.p1, TCONS_00013116.p1
OG0000030	DROME12173, DROME12176	TCONS_00044665.p1, TCONS_00044667.p1, TCONS_00044691.p1, TCONS_00045784.p1
OG0000030	DROME06898	TCONS_00008414.p1, TCONS_00008093.p1, TCONS_00054540.p1, TCONS_00053448.p1, TCONS_00053450.p1
OG0000030	DROME12965	TCONS_00021382.p1
OG0000031	DROME19947, DROME19946, DROME19949, DROME19948	TCONS_00003900.p1
OG0000031	DROME09230	TCONS_00041599.p1
OG0000031	DROME05246	TCONS_00054588.p1, TCONS_00042947.p1
OG0000032	DROME02388	TCONS_00035360.p1
OG0000032	DROME02386	TCONS_00016893.p1, TCONS_00044343.p1, TCONS_00035361.p1, TCONS_00017411.p1, TCONS_00050123.p1, TCONS_00016786.p1, TCONS_00017609.p1, TCONS_00050122.p1, TCONS_00017607.p1, TCONS_00017604.p1, TCONS_00016860.p1, TCONS_00016861.p1, TCONS_00016865.p1, TCONS_00017410.p1, TCONS_00012833.p1, TCONS_00012832.p1
OG0000032	DROME01213	TCONS_00045890.p1, TCONS_00018770.p1
OG0000034	DROME20092, DROME20090, DROME20091	TCONS_00005924.p1
OG0000034	DROME00494, DROME00490, DROME00493, DROME00492, DROME00491, DROME00489	TCONS_00049881.p1, TCONS_00037015.p1
OG0000034	DROME13496	TCONS_00029638.p1
OG0000034	DROME18268, DROME18267, DROME18266, DROME18269	TCONS_00037982.p1
OG0000034	DROME03104, DROME03105	TCONS_00015036.p1
OG0000034	DROME20524	TCONS_00037412.p1
OG0000034	DROME11310, DROME11311	TCONS_00036269.p1, TCONS_00036263.p1
OG0000035	DROME11928	TCONS_00023765.p1
OG0000035	DROME05348, DROME01725, DROME03666, DROME01724	TCONS_00003567.p1
OG0000035	DROME19358, DROME19359	TCONS_00024074.p1
OG0000035	DROME17164, DROME17163	TCONS_00023006.p1, TCONS_00025465.p1
OG0000036	DROME02324, DROME17378, DROME11305	TCONS_00008906.p1
OG0000036	DROME20717, DROME20716, DROME20719, DROME20718	TCONS_00007681.p1
OG0000037	DROME08695, DROME15640, DROME04516	TCONS_00016014.p1, TCONS_00024568.p1, TCONS_00027658.p1, TCONS_00004627.p1, TCONS_00009673.p1
OG0000039	DROME03375, DROME03374, DROME03372, DROME03373	TCONS_00014910.p1
OG0000040	DROME20303	TCONS_00025139.p1, TCONS_00025138.p1, TCONS_00024189.p1
OG0000040	DROME01030, DROME01029, DROME06128, DROME06129, DROME06133, DROME06131, DROME06130, DROME17442, DROME06135, DROME06134, DROME06132, DROME04118, DROME04166, DROME06136, DROME06127, DROME04612, DROME04613, DROME16427, DROME07802, DROME14818, DROME05485, DROME04044, DROME05484, DROME05486, DROME21878, DROME14539, DROME04205, DROME04204, DROME05671, DROME08331	TCONS_00045519.p1, TCONS_00000950.p1, TCONS_00000930.p1, TCONS_00000949.p1, TCONS_00001677.p1, TCONS_00024097.p1, TCONS_00024098.p1, TCONS_00045509.p1, TCONS_00045506.p1, TCONS_00045516.p1, TCONS_00045517.p1, TCONS_00045514.p1, TCONS_00045510.p1, TCONS_00045512.p1, TCONS_00046641.p1, TCONS_00045518.p1, TCONS_00046639.p1, TCONS_00046638.p1, TCONS_00046635.p1, TCONS_00046634.p1, TCONS_00046632.p1, TCONS_00046631.p1, TCONS_00046636.p1, TCONS_00046637.p1, TCONS_00046648.p1, TCONS_00046649.p1, TCONS_00046633.p1, TCONS_00046630.p1, TCONS_00046629.p1
OG0000041	DROME00693, DROME00694, DROME00695, DROME00691, DROME00692, DROME01788, DROME01789	TCONS_00025634.p1
OG0000041	DROME21438, DROME21440, DROME21441, DROME21439, DROME21435, DROME21437, DROME21436, DROME21444, DROME21442, DROME21443, DROME21445	TCONS_00024462.p1
OG0000041	DROME09067, DROME09061, DROME09065, DROME09068, DROME09063, DROME09062, DROME09064, DROME09066, DROME09069	TCONS_00046856.p1
OG0000043	DROME03726, DROME03741, DROME03696, DROME03781, DROME03716, DROME03731, DROME03721, DROME03706, DROME03711, DROME03751, DROME03746, DROME03678, DROME03736, DROME03701, DROME03687, DROME03756, DROME03776, DROME03766, DROME03761, DROME03771	TCONS_00036845.p1, TCONS_00036842.p1, TCONS_00036799.p1, TCONS_00036798.p1, TCONS_00039106.p1, TCONS_00039145.p1, TCONS_00039154.p1, TCONS_00039124.p1, TCONS_00024599.p1, TCONS_00013606.p1, TCONS_00056508.p1, TCONS_00036784.p1, TCONS_00055304.p1, TCONS_00012803.p1, TCONS_00012796.p1
OG0000044	DROME01579, DROME01581, DROME01575, DROME01577, DROME01571, DROME01572, DROME01573, DROME01580, DROME01574, DROME01578, DROME01576	TCONS_00043770.p1, TCONS_00042476.p1
OG0000044	DROME03638	TCONS_00039839.p1, TCONS_00039841.p1, TCONS_00029905.p1
OG0000044	DROME17013	TCONS_00034070.p1, TCONS_00033722.p1, TCONS_00040620.p1, TCONS_00040651.p1, TCONS_00038986.p1, TCONS_00045423.p1, TCONS_00014825.p1, TCONS_00014827.p1, TCONS_00014822.p1, TCONS_00025039.p1, TCONS_00023637.p1, TCONS_00036480.p1, TCONS_00036479.p1, TCONS_00037637.p1, TCONS_00037631.p1, TCONS_00037634.p1, TCONS_00035246.p1, TCONS_00019797.p1
OG0000046	DROME12318, DROME12319	TCONS_00026689.p1, TCONS_00045591.p1, TCONS_00046883.p1, TCONS_00045588.p1, TCONS_00046884.p1, TCONS_00026690.p1, TCONS_00002223.p1, TCONS_00006268.p1, TCONS_00055217.p1, TCONS_00056727.p1
OG0000046	DROME11364, DROME11369	TCONS_00026385.p1
OG0000048	DROME15626, DROME15625	TCONS_00026749.p1
OG0000048	DROME19410, DROME04387, DROME04385, DROME04384, DROME04383, DROME04388, DROME04389	TCONS_00010205.p1, TCONS_00010206.p1, TCONS_00011599.p1, TCONS_00009510.p1, TCONS_00009509.p1, TCONS_00009734.p1, TCONS_00011079.p1
OG0000048	DROME01500	TCONS_00007155.p1
OG0000049	DROME04610, DROME04609, DROME04608, DROME04607, DROME04606	TCONS_00051669.p1
OG0000049	DROME18357, DROME18359, DROME18358	TCONS_00050078.p1, TCONS_00051670.p1, TCONS_00047285.p1
OG0000051	DROME06654, DROME06655	TCONS_00023644.p1, TCONS_00031164.p1, TCONS_00031165.p1, TCONS_00030978.p1, TCONS_00030216.p1, TCONS_00030215.p1, TCONS_00030214.p1, TCONS_00031453.p1, TCONS_00035487.p1, TCONS_00035491.p1, TCONS_00035489.p1, TCONS_00035490.p1, TCONS_00035488.p1, TCONS_00035496.p1, TCONS_00035494.p1, TCONS_00035497.p1, TCONS_00035492.p1, TCONS_00035493.p1, TCONS_00035495.p1, TCONS_00031319.p1, TCONS_00030584.p1, TCONS_00030586.p1, TCONS_00030585.p1, TCONS_00030581.p1, TCONS_00030472.p1, TCONS_00046204.p1, TCONS_00022788.p1
OG0000054	DROME20361	TCONS_00016773.p1, TCONS_00016794.p1
OG0000054	DROME11951, DROME18814, DROME18815, DROME18820, DROME18819, DROME01420, DROME08996, DROME18821, DROME09916, DROME18822, DROME04594, DROME04595, DROME01843, DROME04592, DROME04593, DROME20803, DROME20238, DROME18477, DROME18041, DROME06360	TCONS_00030209.p1
OG0000054	DROME21992	TCONS_00042199.p1, TCONS_00018704.p1, TCONS_00005549.p1, TCONS_00020702.p1, TCONS_00020496.p1, TCONS_00020497.p1, TCONS_00053229.p1, TCONS_00053231.p1, TCONS_00041220.p1, TCONS_00041205.p1, TCONS_00025247.p1, TCONS_00025241.p1, TCONS_00025250.p1, TCONS_00025249.p1, TCONS_00024712.p1, TCONS_00024714.p1, TCONS_00023269.p1, TCONS_00024711.p1, TCONS_00024709.p1, TCONS_00024710.p1, TCONS_00053730.p1, TCONS_00053728.p1, TCONS_00054380.p1, TCONS_00054377.p1, TCONS_00054375.p1, TCONS_00054373.p1, TCONS_00054374.p1, TCONS_00054381.p1, TCONS_00037279.p1, TCONS_00037270.p1, TCONS_00036137.p1, TCONS_00037730.p1, TCONS_00037744.p1, TCONS_00037732.p1, TCONS_00042198.p1, TCONS_00042196.p1, TCONS_00042195.p1, TCONS_00042197.p1, TCONS_00018724.p1, TCONS_00017644.p1, TCONS_00017668.p1, TCONS_00018701.p1, TCONS_00018703.p1, TCONS_00018740.p1, TCONS_00018741.p1, TCONS_00016269.p1
OG0000055	DROME03691, DROME03682, DROME03686, DROME03760, DROME03750, DROME03735, DROME03720, DROME03770, DROME03765, DROME03740, DROME03755, DROME03725, DROME03710, DROME03730, DROME03700, DROME03780, DROME03705, DROME03775, DROME03715, DROME03745, DROME03695, DROME03673, DROME03677	TCONS_00013972.p1, TCONS_00013979.p1, TCONS_00023138.p2, TCONS_00037928.p1, TCONS_00005454.p1, TCONS_00003999.p1, TCONS_00056511.p1, TCONS_00052437.p1, TCONS_00056509.p1, TCONS_00039102.p1, TCONS_00039157.p1, TCONS_00039149.p1, TCONS_00039120.p1, TCONS_00039105.p1, TCONS_00037947.p1, TCONS_00012408.p1, TCONS_00039123.p1, TCONS_00039362.p1
OG0000058	DROME14598	TCONS_00026611.p1
OG0000060	DROME18201	TCONS_00053675.p1
OG0000060	DROME07035, DROME07034, DROME07036, DROME07859, DROME07858, DROME04014, DROME07857, DROME07856, DROME07855, DROME07854, DROME18200, DROME07037, DROME07038, DROME04458, DROME04457, DROME19175, DROME06539, DROME06538, DROME20480, DROME07291, DROME06112, DROME00867, DROME00220	TCONS_00048146.p1, TCONS_00043676.p1, TCONS_00043673.p1, TCONS_00043674.p1
OG0000060	DROME15948	TCONS_00017793.p1
OG0000061	DROME05786, DROME05785, DROME05787, DROME20453	TCONS_00055666.p1
OG0000061	DROME05579, DROME05580, DROME06033	TCONS_00056856.p1
OG0000061	DROME18900, DROME18901, DROME18899	TCONS_00055888.p1, TCONS_00055889.p1, TCONS_00057079.p1
OG0000062	DROME03387, DROME03389, DROME03388, DROME03386, DROME03390, DROME01439, DROME01441, DROME01443, DROME01440, DROME01442, DROME02848, DROME01444	TCONS_00007265.p1
OG0000063	DROME17704, DROME17705, DROME17706, DROME17703, DROME17707	TCONS_00047467.p1, TCONS_00031359.p1
OG0000067	DROME11908, DROME11924, DROME11927, DROME05633	TCONS_00025697.p1, TCONS_00023930.p1, TCONS_00024303.p1, TCONS_00024287.p1, TCONS_00012220.p1, TCONS_00024284.p1, TCONS_00023858.p1, TCONS_00023861.p1, TCONS_00024294.p1, TCONS_00023857.p1
OG0000068	DROME18366, DROME18368, DROME18367	TCONS_00047952.p1, TCONS_00048468.p1
OG0000068	DROME18209	TCONS_00032290.p1, TCONS_00048486.p1, TCONS_00019023.p1, TCONS_00019022.p1, TCONS_00019987.p1, TCONS_00048483.p1, TCONS_00048484.p1, TCONS_00048485.p1, TCONS_00047469.p1, TCONS_00048478.p1, TCONS_00048886.p1, TCONS_00047418.p1, TCONS_00048610.p1, TCONS_00047478.p1, TCONS_00047474.p1, TCONS_00047479.p1, TCONS_00048467.p1, TCONS_00048482.p1, TCONS_00047489.p1, TCONS_00047482.p1, TCONS_00056394.p1, TCONS_00046150.p1, TCONS_00048471.p1, TCONS_00048472.p1, TCONS_00047470.p1, TCONS_00047471.p1, TCONS_00047476.p1, TCONS_00047473.p1, TCONS_00032288.p1, TCONS_00048475.p1, TCONS_00048474.p1, TCONS_00032289.p1, TCONS_00048479.p1, TCONS_00047480.p1, TCONS_00047475.p1, TCONS_00032285.p1, TCONS_00048481.p1, TCONS_00048470.p1, TCONS_00047483.p1, TCONS_00048536.p1
OG0000069	DROME03713	TCONS_00047572.p1, TCONS_00008772.p2
OG0000069	DROME03680	TCONS_00007552.p2
OG0000069	DROME19859, DROME00928	TCONS_00012030.p1
OG0000070	DROME04028, DROME04029, DROME06783	TCONS_00000689.p1, TCONS_00000334.p1
OG0000070	DROME17588, DROME17589, DROME19032	TCONS_00012875.p1, TCONS_00011728.p1, TCONS_00048824.p1, TCONS_00013275.p1
OG0000072	DROME12247, DROME12248	TCONS_00042083.p1, TCONS_00042087.p1
OG0000072	DROME00750	TCONS_00042450.p1, TCONS_00042451.p1, TCONS_00042469.p1, TCONS_00042452.p1, TCONS_00042470.p1
OG0000072	DROME14913	TCONS_00029918.p1
OG0000074	DROME03014	TCONS_00049689.p1
OG0000075	DROME01374	TCONS_00003660.p1, TCONS_00003661.p1
OG0000075	DROME01373	TCONS_00002727.p1
OG0000075	DROME01375	TCONS_00002728.p1
OG0000075	DROME04883, DROME04882	TCONS_00049562.p1
OG0000077	DROME15696, DROME15698, DROME15697	TCONS_00026413.p1
OG0000077	DROME07079, DROME07077, DROME07078	TCONS_00055904.p1, TCONS_00057132.p1
OG0000077	DROME18051	TCONS_00027831.p1
OG0000077	DROME12670	TCONS_00026409.p1, TCONS_00027084.p1
OG0000078	DROME08886, DROME17179, DROME17177, DROME17181, DROME19588, DROME14308, DROME18161, DROME07301, DROME20111	TCONS_00013899.p1, TCONS_00010033.p1, TCONS_00010032.p1, TCONS_00011761.p1, TCONS_00002642.p1, TCONS_00009134.p1, TCONS_00009216.p1, TCONS_00009221.p1, TCONS_00009136.p1, TCONS_00009137.p1, TCONS_00007909.p1, TCONS_00007747.p1, TCONS_00010448.p1, TCONS_00010031.p1, TCONS_00010034.p1, TCONS_00010025.p1, TCONS_00011089.p1, TCONS_00010586.p1, TCONS_00009752.p1
OG0000079	DROME14749, DROME14748, DROME14747, DROME14750	TCONS_00030942.p1
OG0000079	DROME11804, DROME11805, DROME11807, DROME11806, DROME11809, DROME11808, DROME11810	TCONS_00006803.p1
OG0000079	DROME01298	TCONS_00028091.p1
OG0000082	DROME20298	TCONS_00014773.p1, TCONS_00001034.p1
OG0000082	DROME05998	TCONS_00026781.p1
OG0000082	DROME11174, DROME11173, DROME15008	TCONS_00020512.p1, TCONS_00020502.p1, TCONS_00020508.p1, TCONS_00020507.p1, TCONS_00020510.p1, TCONS_00020504.p1, TCONS_00020506.p1, TCONS_00019234.p1
OG0000082	DROME14666, DROME14429, DROME14428, DROME14566, DROME14568, DROME14567, DROME14565, DROME16705	TCONS_00056464.p1, TCONS_00055288.p1, TCONS_00000360.p1
OG0000083	DROME17112	TCONS_00042690.p1
OG0000083	DROME20486, DROME20487	TCONS_00000905.p1, TCONS_00002096.p1
OG0000084	DROME13292, DROME13291, DROME13289, DROME13290	TCONS_00026379.p1, TCONS_00026843.p1, TCONS_00026055.p1
OG0000084	DROME09544	TCONS_00030689.p1, TCONS_00030688.p1
OG0000084	DROME17344, DROME17343, DROME17345	TCONS_00030687.p1
OG0000084	DROME14181, DROME14182, DROME17832, DROME17834, DROME17833	TCONS_00030964.p1, TCONS_00030200.p1, TCONS_00030965.p1
OG0000085	DROME00999, DROME00998, DROME01000	TCONS_00008648.p1
OG0000085	DROME19740	TCONS_00005387.p1
OG0000085	DROME10832, DROME10831	TCONS_00001049.p1, TCONS_00047036.p1
OG0000086	DROME14954	TCONS_00021006.p1
OG0000087	DROME22088	TCONS_00021498.p1
OG0000087	DROME21450	TCONS_00019230.p1
OG0000087	DROME03097	TCONS_00002591.p1
OG0000087	DROME08842	TCONS_00048296.p1
OG0000087	DROME09495	TCONS_00048205.p1, TCONS_00012999.p1
OG0000088	DROME01198, DROME01197	TCONS_00040293.p1, TCONS_00014106.p1, TCONS_00014105.p1, TCONS_00044767.p1
OG0000090	DROME02752	TCONS_00015053.p1
OG0000090	DROME00161, DROME00160, DROME00159, DROME00158	TCONS_00042349.p1
OG0000090	DROME16241, DROME16240, DROME16239	TCONS_00056910.p1, TCONS_00055752.p1, TCONS_00006837.p1, TCONS_00055753.p1
OG0000091	DROME18437, DROME18438, DROME20481	TCONS_00018415.p1, TCONS_00018405.p1, TCONS_00018274.p1, TCONS_00018273.p1, TCONS_00018271.p1, TCONS_00017246.p1, TCONS_00017243.p1, TCONS_00017241.p1, TCONS_00017249.p1, TCONS_00018268.p1, TCONS_00007519.p1, TCONS_00007520.p1, TCONS_00007521.p1, TCONS_00007523.p1, TCONS_00018753.p1, TCONS_00018746.p1, TCONS_00018749.p1, TCONS_00018751.p1, TCONS_00018750.p1, TCONS_00044822.p1, TCONS_00017736.p1, TCONS_00044821.p1, TCONS_00017735.p1, TCONS_00025471.p1, TCONS_00025473.p1, TCONS_00021217.p1, TCONS_00025474.p1, TCONS_00024145.p1, TCONS_00024146.p1, TCONS_00024155.p1, TCONS_00024150.p1, TCONS_00024148.p1, TCONS_00024151.p1, TCONS_00024154.p1
OG0000094	DROME02876, DROME02874, DROME02872, DROME02875, DROME02873, DROME02878, DROME02881, DROME02880, DROME02877, DROME02879	TCONS_00049669.p1, TCONS_00014948.p1
OG0000094	DROME20335, DROME20344, DROME20342, DROME20339, DROME20331, DROME20343, DROME20334, DROME20340, DROME20338, DROME20337, DROME20333, DROME20336, DROME20332, DROME20341	TCONS_00014949.p1
OG0000095	DROME01438	TCONS_00011463.p1, TCONS_00011458.p1, TCONS_00009998.p1, TCONS_00009997.p1, TCONS_00015954.p1, TCONS_00012113.p1, TCONS_00010510.p1, TCONS_00010103.p1, TCONS_00011887.p1, TCONS_00049323.p1, TCONS_00049326.p1, TCONS_00048863.p1, TCONS_00049325.p1, TCONS_00049322.p1, TCONS_00025470.p1, TCONS_00010507.p1, TCONS_00011888.p1, TCONS_00010505.p1, TCONS_00010506.p1
OG0000095	DROME01849, DROME01848, DROME04475, DROME16555, DROME16554, DROME01436, DROME01437, DROME05668, DROME09771	TCONS_00011646.p1
OG0000096	DROME08195, DROME08196	TCONS_00020855.p1
OG0000096	DROME08870	TCONS_00048858.p1
OG0000096	DROME13163	TCONS_00020336.p1
OG0000096	DROME06400	TCONS_00028921.p1
OG0000096	DROME13915	TCONS_00015544.p1
OG0000096	DROME09341	TCONS_00036087.p1
OG0000098	DROME06218, DROME06212, DROME06217, DROME06213, DROME06211, DROME06215, DROME06216, DROME06210, DROME06214	TCONS_00029742.p1
OG0000099	DROME10335, DROME10334, DROME09743	TCONS_00043496.p1
OG0000099	DROME18324, DROME18322, DROME18323, DROME18399, DROME18398, DROME16045, DROME03641, DROME03642, DROME00198, DROME01024, DROME01023, DROME16052, DROME16051, DROME16053, DROME15995, DROME15996	TCONS_00001267.p1
OG0000100	DROME10813	TCONS_00049915.p1, TCONS_00023987.p1, TCONS_00004508.p1, TCONS_00040818.p1, TCONS_00043755.p1, TCONS_00052403.p1, TCONS_00033125.p1, TCONS_00041149.p1, TCONS_00021022.p1, TCONS_00041074.p1, TCONS_00038909.p1
OG0000101	DROME17779	TCONS_00016046.p1
OG0000101	DROME05458	TCONS_00031251.p1, TCONS_00001509.p1, TCONS_00000382.p1, TCONS_00004266.p1, TCONS_00000321.p1, TCONS_00032606.p1, TCONS_00001480.p1, TCONS_00000320.p1
OG0000103	DROME02978, DROME02981, DROME02974, DROME02980, DROME02972, DROME02982, DROME02975, DROME02990, DROME02977, DROME02985, DROME02984, DROME02983, DROME02986, DROME02973, DROME02979, DROME02987, DROME02991, DROME02976, DROME02988, DROME02989	TCONS_00013856.p1
OG0000103	DROME08435, DROME08438, DROME08434, DROME08440, DROME08436, DROME08437, DROME08439	TCONS_00012816.p1
OG0000104	DROME09666, DROME09668, DROME09669, DROME09667, DROME09670	TCONS_00034216.p1, TCONS_00033864.p1, TCONS_00034214.p1, TCONS_00034215.p1
OG0000104	DROME16895, DROME16894	TCONS_00019578.p1
OG0000104	DROME16546, DROME16548, DROME16547, DROME16549	TCONS_00033865.p1
OG0000104	DROME17321, DROME17322	TCONS_00034949.p1
