or	id_pfla	id_bflo	id_spur	PF_ 00_Uf	PF_ 01_16	PF_ 02_EB	PF_ 03_LB	PF_ 04_EG	PF_ 05_MG	PF_ 06_MG	PF_ 07_LG	PF_ 08_To	PF_ 09_He	PF_ 10_Me	PF_ 11_Kr	PF_ 12_Sp	PF_ 13_Ag	PF_ 14_TL	PF_ 15_Ad	SP_ 00_Uf_0h	SP_ 01_Cle_10h	SP_ 02_HaBl_18h	SP_ 03_MeBl_24h1	SP_ 03_MeBl_24h2	SP_ 04_EG_30h	SP_ 05_MG_40h	SP_ 06_LG_48h	SP_ 07_Pri_56h	SP_ 08_LPr_64h	SP_ 09_Plu_72h	SP_ 10_4arm	SP_ 11_VesInv	SP_ 12_PentDis	SP_ 13_TubFootPr	SP_ 14_Post_Met	SP_ 15_YoungJuv	BF_ 01_UFegg	BF_ 02_32.64	BF_ 03_blastula	BF_ 04_G1	BF_ 05_G5.6	BF_ 06_N1	BF_ 07_N3	BF_ 08_L1	BF_ 09_L2	BF_ 10_L3	BF_ 11_Juvenile	BF_ 12_Adult
O_0011	TCONS_00010367	bflo_14027	STRPU_20989	398.729755131136	302.299699161336	898.772536846078	802.197379664218	737.622543662544	407.660000412247	387.724282664188	443.233460786404	522.991721024746	1083.74664455271	754.718112010284	679.422374862405	949.355728527214	1189.42776185405	774.893133160367	1244.15952567486	255.712522003984	297.629382474639	270.473606990374	572.787891862785	525.987462158586	566.948185746767	489.278605759384	454.000621511059	409.539854924425	421.43557615328	453.512960354732	254.686593000025	409.539854924425	547.275597660172	713.663728227804	621.531149222821	774.893133160367	1066.85552778835	1550.79637360091	1036.37623456396	354.422071999106	1145.57510338774	889.377351795897	386.718966929235	1061.68412740575	1655.32102863883	1853.39091175083	1239.42840233099	794.16830759659
O_0013	TCONS_00011077	bflo_23778	STRPU_21112	8117.7697975036	3795.5929694697	1212.9269301396	513.218323775005	465.045880221629	465.045880221629	529.093810617545	388.734473525871	462.1411331099	462.940528418719	341.718547930495	304.485470529327	367.36658409526	377.3010418701	404.981130691442	868.219126632767	1565.64928519399	3953.69279552863	1924.47685704734	558.764929031186	634.095952810014	533.649013329736	424.740084764968	399.281524786434	366.93657496813	431.295654459486	326.271238220758	498.460296810859	403.866324877639	345.615571467754	357.674775347005	231.913517945872	485.248314735016	466.366861482437	1336.17982761165	1324.80605564755	1324.80605564755	461.507445448002	448.117703742815	306.391335845171	543.388853718127	665.955942317291	1088.6789005484	1088.6789005484	1074.07978151748
O_0014	TCONS_00009920	bflo_16554	STRPU_21130	345.615571467754	283.61686867154	424.556999229629	382.051867660668	162.124060341616	192.037534396946	297.918615137364	538.308433439113	604.117634818376	434.296891505556	707.73013729146	607.036515036566	437.608530010677	318.200330435373	243.468594244635	228.341768091916	370.700466337335	161.969972984386	1069.64584888957	563.214119640087	573.937243460715	464.659089243937	459.158014592753	518.773150396466	507.182454596066	628.030379873766	820.477523504473	756.14223737277	875.800838211737	887.01198808154	766.453832049797	128.260467698433	153.237157808725	358.049568859375	389.258862668907	466.366861482437	402.399939408389	391.124199068525	309.630222566551	185.834312161414	147.68163300216	317.697007271638	296.432497113543	100.713530315446	169.766135889937
O_0015	TCONS_00009804	bflo_19216	STRPU_20983	139.551575649047	236.411904023439	160.740657756739	220.003478950423	212.636647496432	180.452753995823	147.025044359825	157.558603945641	184.600107278057	252.147782742014	280.155603897596	328.896081121605	399.281524786434	242.576827593768	243.24565632951	293.871344615907	108.327756168181	68.9080819340591	91.2054560980623	221.75301579655	237.664603923239	274.741266148779	304.897398555223	315.784851791764	299.139887557503	364.523635255732	333.261278927362	260.850689083068	465.943870944504	464.659089243937	421.43557615328	650.237454310403	857.00954195658	412.368765386954	158.145354244383	98.5845407473377	63.3435312996306	133.219877749818	184.075262069244	202.159326427247	250.375961324587	242.348391153108	288.919678474664	370.993008536962	163.8397441565
O_0016	TCONS_00009979	bflo_09733	STRPU_21833	128.582772882614	170.405915984266	112.683356244344	120.774673587381	135.24121895509	133.037489713198	146.050485697994	158.578408894812	201.438186036167	346.980080697857	267.315050110547	275.706525841113	405.531463126462	379.104340532771	312.658146376921	370.846737437148	1158.60726272572	787.81389917879	198.085288341195	297.160940312225	284.635216759256	322.42348928903	360.97857622954	423.525312966907	402.072296462308	454.000621511059	399.554195735604	370.700466337335	1481.82151953457	1314.83764930996	1209.31929238693	370.473853877508	713.663728227804	201.929058733662	142.881268233296	110.834573352762	69.8858018750491	187.028112433152	296.760508664258	451.454773203174	501.890708433798	526.824706850061	616.867511107309	739.68684476969	448.466778664091
O_0017	TCONS_00011019	bflo_07506	STRPU_21836	312.658146376921	401.744653516226	363.330233463714	185.637022000544	138.473457530492	93.6167430015154	96.4060125848058	98.9818893892007	62.930697171182	17.9035217836039	12.6589697136319	15.9675026740878	9.11707072300645	5.00597854652426	6.22242222762048	30.3355788839989	94.1974535724485	83.0951580617002	74.5531641407602	247.910923046961	252.29145135543	292.895286864363	236.411904023439	156.972260168484	182.163798205191	147.945449195152	148.972127760985	171.303601618944	96.7291108790193	89.2404676366856	86.2384665518218	180.536840276385	119.945791075438	37.1415063459452	95.2664318944831	110.527104920565	111.345616429521	200.722724086851	215.874075420175	154.829134099708	109.939414087601	79.6098806019432	60.1439545597399	20.4792446930026	93.9824122929805
O_0018	TCONS_00010295	bflo_09946	STRPU_21031	50.4503379699394	38.1845706333974	44.6055782436663	144.779029489694	116.166749334505	82.5858856127546	85.4622131163776	90.4104649515893	115.833142303464	206.560913692901	189.868626618915	155.292875486913	182.786449991642	409.073678590933	263.926546804771	193.992763593188	381.279524078979	43.2191709697118	77.1782192816195	220.121684398161	219.038293637994	204.695706927076	201.929058733662	193.804308935287	187.553933886881	129.705236522905	164.222233877462	106.016629948396	197.970641988105	308.404006413639	280.82692944454	67.6999747180948	108.059951853062	44.3554754147993	73.8112107059759	55.0031156604366	26.8192906322601	125.132158618189	172.042033693062	168.04922502026	196.190516613654	227.195312957298	292.697539428261	294.345892862991	275.48164956472
O_0019	TCONS_00009996	bflo_16668	STRPU_20683	30.3355788839989	41.1984378401586	133.905305981816	229.959074929524	180.452753995823	148.278033211346	180.099154752526	225.159790877866	269.515514987488	239.754352012718	216.900410045934	228.341768091916	289.120474771149	222.883556608794	244.922548672293	170.230636737655	183.930737118965	110.443993654555	588.110722682473	758.082200431085	737.622543662544	877.029095118422	747.563078180231	889.377351795897	729.122137980873	1158.60726272572	1038.50575499335	503.366677223438	1074.07978151748	1083.74664455271	752.869884439672	827.493568859808	1196.12980188487	85.5775026279412	360.452719614958	276.842320766634	180.776595784781	193.566221804168	337.841326549539	462.940528418719	507.182454596066	410.553775908052	366.676200400046	471.162717894973	469.383045349498
O_0020	TCONS_00009586	bflo_11056	STRPU_20590	571.709146521493	703.748895459402	85.5775026279412	135.000450366774	135.372596928952	133.572599624666	205.960549253106	249.570937621494	379.806091889573	575.943248632341	437.062391294934	315.784851791764	397.122250188009	479.933737854427	509.162217871065	437.062391294934	911.904079098342	101.046881359766	163.763101910017	363.56924339677	351.460422979467	403.296525888991	475.669991324514	409.934203895058	389.258862668907	216.106055991736	310.694215161167	173.610828550122	356.349645912823	529.093810617545	427.413885129493	170.26597865302	422.059624663467	208.042503736697	792.792422024763	502.731552077847	282.882251694167	351.639075810599	363.330233463714	418.797605692449	382.051867660668	418.797605692449	514.935018961682	583.135428660336	343.786727698169
O_0021	TCONS_00011959	bflo_16452	STRPU_20944	148.278033211346	86.5953086708416	458.920720737187	527.779523152218	230.810551742494	148.841524287293	196.59149940813	233.854307009549	275.706525841113	138.59595526166	214.681030348446	189.068844135818	146.31796626727	102.515781317741	90.4641597394077	90.9918167917582	656.258820872589	208.523100207274	368.624882400684	236.287364499784	216.900410045934	294.345892862991	395.743793383306	413.385541265648	437.335460652806	280.82692944454	312.083187906437	421.130060631766	382.726828655517	354.94799006073	255.999854246709	60.0909167259299	58.6692452763473	132.961634429497	96.787773629484	118.464108247651	107.032333955976	312.658146376921	387.120794004255	68.7379254234843	72.4665098263373	127.155998708202	155.951658684173	59.6979120044868	54.1740720084318
O_0022	TCONS_00009970	bflo_23253	STRPU_21058	106.358008671132	53.9683549548805	2049.71439192957	1834.93282043113	3495.90698660225	1330.83079093691	671.406424297663	460.890923519977	469.383045349498	321.72547976151	282.766122565633	253.607751731789	358.560603471471	539.34509847501	421.130060631766	357.031663681584	411.854503917403	949.355728527214	827.493568859808	592.31471188535	581.297653565294	504.001802369029	448.292241203453	332.560371203445	430.586501409924	232.819121725765	238.844691852214	126.845977278754	294.345892862991	261.278325518013	256.665357879589	197.539877710959	322.608810056895	85.7624777390225	1762.09308992109	1786.87542934723	2228.56859188052	1423.57365668282	964.030270166397	754.718112010284	651.232518038344	393.090540590995	324.894316563642	304.485470529327	187.553933886881
O_0023	TCONS_00012044	bflo_19979	STRPU_21840	117.825793866711	125.132158618189	105.420046259271	87.1789646953023	94.6842244697876	113.172952367084	143.248379045858	193.208500204158	261.649084223162	342.220048987517	295.678690351082	355.956633502957	566.435774509702	408.441160317603	322.205070560394	875.800838211737	140.770832952632	147.025044359825	162.210179928488	137.438441914321	146.774414379182	190.502747291318	183.190648908061	202.159326427247	194.406494177547	222.551561858864	180.841363642252	187.321772112717	276.842320766634	249.03519127592	270.568910740151	245.76241612886	330.825073849155	50.5098519109368	108.008742598574	88.8144545506135	49.0469848449569	81.4666992935695	151.98128998981	384.422695780924	383.960506564612	498.116055689856	517.847303497545	555.40914653951	297.629382474639
O_0024	TCONS_00011885	bflo_21713	STRPU_20460	170.889018722265	361.496411896374	70.3182360406692	80.3465053368197	103.441932451223	107.524710607151	120.774673587381	114.765628305249	126.189669819476	148.841524287293	115.208240246109	117.921683126537	127.627585492653	262.213233338993	204.599315856055	164.165357877855	2740.15823768809	563.214119640087	493.930568083716	389.925857268077	387.422538334222	604.654441319211	627.541051735114	514.533393632105	514.533393632105	487.712717228725	478.297914536935	342.454660317657	382.726828655517	410.553775908052	405.256296908952	467.520376784672	613.925647527344	2335.12231195355	1288.61051256386	827.493568859808	330.05488565436	235.317807391413	390.461894240534	441.354535131759	406.831343658422	424.923170300306	369.720059682527	406.179152009866	313.060615717475
O_0025	TCONS_00012148	bflo_05675	STRPU_21325	120.037588551413	31.795411841751	97.0457147863224	177.852349792715	182.610479770167	138.269987773049	148.389264097222	148.278033211346	152.235871415228	235.209223717889	180.906131499723	199.139454681459	212.065719263562	265.203315183191	329.767807182203	603.057493510146	2009.5825321929	160.134141786548	212.260328529341	256.889548993708	235.804612536054	312.370667141679	394.258313028428	433.805105294957	392.487702638485	375.043570322644	416.809389937793	280.313809864782	553.838310477392	495.379941925976	452.154352346562	180.536840276385	432.547967705457	81.4216814911743	160.193554894895	199.87687675282	174.55034886036	1158.60726272572	596.323284453481	256.441166765471	340.484878382136	470.313010011634	547.83684652857	496.664761523181	255.386096396823
O_0026	TCONS_00010516	bflo_21958	STRPU_21205	33.8373151986915	33.9722474723134	79.0073379128528	37.6881095822316	17.28711802732	14.253530811115	15.5866575476847	40.4211861651999	390.461894240534	692.271458259602	659.490585981634	566.435774509702	554.69279252576	338.1549128595	406.179152009866	258.225413895671	310.917579469798	144.275232665537	116.295544928648	123.436456797138	120.609472941604	176.947515119525	299.319796281067	442.13866864481	416.047718635202	445.149694659042	411.238594135573	1018.79398830556	442.13866864481	366.806387684088	531.28036403703	553.838310477392	616.348362875176	425.668214632372	147.778124164146	158.981495758755	101.312800252628	153.160705892706	168.269101682566	225.159790877866	273.539853660599	635.182447734779	492.233572703315	1453.29218814163	1541.53794558773
O_0028	TCONS_00010575	bflo_18854	STRPU_21751	1638.07674521739	4341.41295494032	1119.0112174322	435.516048597619	398.460629124451	359.863712201851	293.787762596033	268.377008977964	232.625511752877	330.589181836108	262.735372870653	302.299699161336	441.354535131759	355.506377930376	415.849332427632	391.124199068525	287.136900735955	356.690654797204	90.8546058421085	90.8069196404079	77.2074413618695	71.9764471375376	59.9670268233885	42.9494907470172	54.4392438621821	52.3988327707427	77.3191030853533	51.2258847147135	124.803293114686	124.618361445407	127.544789266588	36.9520028015448	110.288458742772	404.981130691442	1036.37623456396	1094.16731569599	946.724599429618	904.374014812002	493.008276424408	282.396708428855	378.571340100236	293.595793577789	247.811485074283	254.131087665149	158.85379090322
O_0029	TCONS_00011485	bflo_16036	STRPU_20823	223.922682284482	402.798868416	445.791245901289	435.931081490486	297.629382474639	247.811485074283	206.34201776743	221.077780155565	160.740657756739	207.237175423784	206.816853531433	200.985899844553	255.999854246709	201.633228887958	173.399325377034	181.599620417459	139.307824623105	61.7517557850746	34.993275293603	67.523447675316	71.7473678457304	67.3678485247919	84.6321427591603	90.5139279883137	98.3490784623706	100.110774071607	114.941054126087	202.044192580454	192.414719649707	164.854750675957	156.559710234137	180.536840276385	188.275977193056	567.460596983832	332.560371203445	275.706525841113	134.593118337564	454.000621511059	657.546676923918	299.815775335469	270.664214489928	170.013375122358	153.313609724744	192.037534396946	148.163534593171
O_0030	TCONS_00010057	bflo_20260	STRPU_21314	390.74554061635	406.831343658422	464.659089243937	237.46314546131	151.433054632123	139.307824623105	158.01851046778	164.222233877462	179.300082980444	325.888617787366	311.49973095838	399.281524786434	467.130053399836	720.65146114053	399.281524786434	452.154352346562	53.8028996090431	17.4489839964311	19.5007572680307	37.8205040902727	41.6878973837054	45.450737212378	47.0572379073569	40.6554051286093	33.588741471195	44.9352739379847	35.3878285875788	43.5982139599539	80.6831417238718	103.583409109771	80.9613234517297	60.9422877480963	93.080260256281	104.570680510509	48.5498777398531	51.2667950969672	31.4020330650521	135.656331816107	105.019440083132	104.308564724377	103.859600893239	112.288457748335	175.991854058581	221.854698489691	173.53943811919
O_0031	TCONS_00011587	bflo_20937	STRPU_20444	144.910958731408	106.79430637532	70.3723390664327	41.2762641963287	48.6278470486026	78.4141121793432	166.063383125178	272.564053411625	265.62660109339	194.406494177547	236.992341625298	211.750821137695	247.303328102963	215.484316981092	195.204150109359	346.240527699428	406.179152009866	274.542106628118	326.480526930474	2258.22091738151	2426.90993439462	2314.10663499582	2163.24119908369	1487.97412645055	1619.20226936441	998.448496811814	807.368317959974	752.869884439672	361.337218568266	369.983650550104	439.49327165813	180.536840276385	152.378599773509	305.258036274749	398.460629124451	521.593263301878	315.390618076768	147.945449195152	419.332592982253	766.453832049797	749.98309251223	723.88589497581	468.674460672814	564.668561661415	1216.52831579717
O_0032	TCONS_00009727	bflo_22646	STRPU_20703	190.86520389071	147.084301511032	264.816270313063	295.124112048887	215.696411332888	166.063383125178	176.996277899077	143.732559031918	154.581660373373	93.7980933714421	86.6584221855956	86.1853514005647	93.5811693691615	76.6203167648169	88.0336899323114	165.51739200623	181.256508184358	113.780287986441	129.620407231326	109.158671991949	140.770832952632	154.829134099708	202.569208661599	193.373897860575	217.776960162553	149.036411223684	174.785041050957	295.784470602211	173.324312788457	105.010223655937	86.8622943535626	237.997151331728	151.346114609583	44.779540709978	68.937227935941	64.6609573157656	65.1783447300149	165.460225939349	147.778124164146	109.702510625949	88.7098529262137	60.8323938791935	54.6896284950423	54.2528926885769	74.9380906858255
O_0033	TCONS_00011868	bflo_06475	STRPU_21207	216.610138186749	254.523382864501	978.359363582799	1423.57365668282	762.878507268594	445.791245901289	400.909541410608	309.313245184943	332.028369932998	445.791245901289	338.941513007321	390.461894240534	472.636445503508	682.714478201887	457.36734511195	494.247231458946	183.930737118965	81.6867412632222	138.164977701955	82.8018232190309	82.1802095665905	69.7581434875711	69.4395085088549	77.9545947081989	71.3130170365073	66.8417386759348	71.6905265947935	43.9478566008037	92.7936204241167	112.782859903099	103.932411013249	37.9068653213853	89.9628459605666	64.7750740610867	81.1947440206177	60.4109229944444	56.5963766576686	322.42348928903	249.289239277512	244.119899733856	236.411904023439	228.822681542166	237.46314546131	349.610557958213	194.544628324208
O_0034	TCONS_00011843	bflo_11156	STRPU_20819	521.97396497252	338.941513007321	91.6333837300272	32.001203095966	47.7655604250427	51.2258847147135	33.6126980622132	38.1845706333974	26.5421498147992	57.6515171958458	51.2667950969672	62.930697171182	61.5576368122413	38.3502498101048	45.6342083177933	88.8144545506135	131.917517737509	247.556244193293	124.226858933307	130.630281817175	149.711444090368	97.4932096588238	76.5982371583876	50.0470820168031	60.5976976767337	59.6420803201781	60.6322311571036	81.6867412632222	54.2528926885769	50.2586182821308	50.8214536659774	114.271736150318	121.982607637577	102.515781317741	137.847196544866	109.255425819393	111.012997514586	105.74105863178	111.345616429521	76.8539509368624	54.2528926885769	35.9909155159437	46.4574605318877	61.0757291859107	82.5272582976772
O_0035	TCONS_00011667	bflo_07977	STRPU_21360	768.243506149118	397.925614997697	577.107170969221	326.271238220758	234.682468831521	314.241297290341	304.897398555223	247.119109933943	224.70719929946	278.752183829551	229.485007383086	289.467568491909	380.780457220032	284.635216759256	317.510920386811	551.626466362752	787.81389917879	412.368765386954	510.023035914245	1976.27092637318	1924.47685704734	2335.12231195355	1584.74652521303	1479.02860014353	1469.20535668555	1432.75372611865	1381.03932680594	1655.32102863883	2883.60710424481	3421.34368769622	3333.93158328214	2031.80747509462	2556.22830443716	449.272985159974	312.658146376921	365.001849145402	303.95701337852	110.916349606094	214.159077028807	509.162217871065	482.991701919761	369.720059682527	335.051154045012	481.66100386413	358.049568859375
O_0036	TCONS_00011160	bflo_07364	STRPU_20691	838.031799171306	540.041797535283	62.4399100976547	92.838686620719	131.968742474523	152.903447193774	176.335503047278	175.723499261854	203.003563970142	201.198092774775	204.091663778809	205.123633237317	265.878368350199	231.549650023084	216.410590817839	206.070608685512	129.753973949947	85.170557299494	239.287836086454	100.804073935191	109.787527771991	98.9363253641055	144.075471036395	180.027198110598	181.788531064141	150.850760712923	144.910958731408	193.373897860575	193.291199032367	152.126822831188	157.558603945641	148.333648654284	183.631007051737	131.087195864537	89.9628459605666	75.7295633092048	55.9679862248707	67.523447675316	56.6117491865669	38.0855078368955	48.3565648495045	37.4766499310651	40.4211861651999	56.1476720686164	23.4047382047924
O_0037	TCONS_00011636	bflo_06651	STRPU_20559	402.798868416	462.940528418719	114.455615712597	77.3191030853533	118.569581909204	205.824250412277	365.001849145402	275.994964438487	255.712522003984	100.714398093332	103.441932451223	75.3762298824234	66.8417386759348	70.0876577316273	51.8867719607576	41.8898862518961	183.167257788777	277.207513544359	207.237175423784	167.225056570702	161.327308064716	95.4855595534759	58.2853716350439	54.6496192292035	52.3225607178566	50.7623349811806	58.902841855904	53.1513656982537	39.0695783447501	29.8511389871891	48.9775810079332	22.3461723828293	12.6315456794007	215.696411332888	674.297053657888	504.889946874672	326.750789946241	302.299699161336	101.958525385994	55.4293363919642	136.853587155117	216.106055991736	130.922634333293	69.4966203738747	135.24121895509
O_0038	TCONS_00009784	bflo_14203	STRPU_21283	138.662615414423	87.3098036178492	626.04318786328	534.323688994614	184.881699035175	264.46459515856	440.733705539519	953.51820122792	1162.00857136208	703.748895459402	1276.88126814603	1222.00633266339	925.380435997683	881.584138113048	665.955942317291	487.242663239483	41.0721953482576	106.82175783032	1404.88403414299	1181.4489317843	1189.42776185405	736.806325738578	669.874766316017	682.299583609276	746.13443086664	967.550975831378	1090.82705637309	970.540409862218	1158.60726272572	1291.3959398217	1079.91738735266	230.465754796561	253.721264777794	404.574919219389	227.354060481028	290.509549775456	427.413885129493	527.779523152218	304.897398555223	245.86979876991	203.680193477418	469.383045349498	579.360531642049	221.077780155565	535.103542601354
