or	id_pfla	id_bflo	id_spur	PF_e1	PF_e2	PF_e3	PF_e4	PF_e5	PF_e6	PF_mid	PF_l8	PF_l9	PF_l10	PF_l11	PF_l12	PF_l13	SP_e1	SP_e2	SP_e3	SP_e4	SP_e5	SP_e6	SP_mid	SP_l8	SP_l9	SP_l10	SP_l11	SP_l12	SP_l13	BF_e1	BF_e2	BF_e3	BF_e4	BF_e5	BF_e6	BF_mid	BF_l8	BF_l9	BF_l10	BF_l11	BF_l12	BF_l13
O_0020	TCONS_00009586	bflo_11056	STRPU_20590	522.732778059077	277.214060958098	123.509291363006	106.698050687903	130.202824308193	161.23670564868	228.638695845474	415.783907646607	429.201100193634	312.768355779753	386.01577364045	464.372788861899	398.329594688243	829.699440032327	237.239104360634	107.957179729221	311.495048870983	365.35867198465	392.366102047422	373.11140982662	283.396622874241	207.639166375017	257.466653928044	466.430358793764	343.749891866517	384.603940100326	191.620656309743	589.694394972043	657.474897893523	460.289035484555	303.007639296423	290.00933068988	319.804813963733	360.595355268362	361.113236261144	370.764439575885	463.739618908275	491.506132154462	313.173726895199
O_0021	TCONS_00011959	bflo_16452	STRPU_20944	136.562505607658	168.246146765219	354.599097689449	333.781902428458	167.57864362227	149.301197164221	214.790023781963	181.494991715159	166.444213272702	181.949400149768	117.413901937173	87.1772824905546	83.7373555328051	597.199854208374	310.27468860527	238.390809164043	229.527596072794	247.204558754302	326.168351803483	376.363094275981	319.403582949186	284.249702611308	359.589422513533	329.326437593117	156.903856605082	54.0975772530037	122.498847016887	93.8845597171059	94.0192893131058	108.839499223451	100.752869234842	122.043491153159	285.722432583322	159.441607793909	78.6604127826071	88.0157908946694	115.308682350737	81.8631475168212	49.8444332979518
O_0022	TCONS_00009970	bflo_23253	STRPU_21058	97.775246611405	183.459954447845	1085.85807238431	3413.45916210919	1557.73457593753	794.800446199202	420.720874059948	365.35867198465	262.130412358144	242.254077670829	384.165957013404	449.809252673799	323.54418336397	374.806550391028	704.351705008548	714.779573371544	555.329669814444	480.60928839901	410.063447947179	303.979585810135	284.939777388413	165.391900692454	186.391322995459	268.357577714967	226.054851589644	294.1529592862	79.0234326248742	781.011465643806	1582.74523950836	1594.49136330286	1800.5213536554	2026.82835120858	1282.17584364396	908.365558277048	646.111449770288	456.688180609738	331.004495295771	266.639093650443	172.970855028712
O_0023	TCONS_00012044	bflo_19979	STRPU_21840	108.325057503345	105.855760017476	91.5537862482043	83.7373555328051	96.7720608881774	123.6787118921	177.999968742744	266.923505252932	288.625765497262	349.623567568135	428.026696673748	382.982488989716	800.711769682376	129.293972034791	115.643331775574	136.782373930497	136.782373930497	157.307692876814	171.551019861002	186.391322995459	179.681078535459	170.23429070842	196.670398697908	253.105243829437	237.897491727431	302.418728555385	46.4560616909407	78.8167235241403	94.7797864219632	81.8631475168212	50.3848982984425	47.9130509760106	75.165827703071	184.250677425639	335.460658779976	418.89937976818	506.90436114352	481.06608967604	272.631869876742
O_0024	TCONS_00011885	bflo_21713	STRPU_20460	156.988320234244	147.474280263639	86.2404127512403	73.9895963308847	99.4315128734802	106.698050687903	105.386287880195	123.310787424806	117.67471195869	101.550109884556	157.307692876814	207.639166375017	150.792954457812	2423.14161821835	887.181708857062	197.023142032735	363.090713361251	471.2036127321	547.370258037518	470.898077976726	458.045746184283	400.243935287291	332.744076797058	377.698551660273	401.655199475515	561.150124262499	2064.51730406032	1516.07745714376	1081.50832286899	754.252481882602	392.921287409811	307.619146602129	216.167840241054	355.449382628868	405.245587746215	374.806550391028	372.586786982811	350.971060222246	286.022407080747
O_0025	TCONS_00012148	bflo_05675	STRPU_21325	110.256403095566	48.3901612692221	82.9937737757903	171.933645809566	145.669234349063	134.029043561064	136.562505607658	171.725385598141	187.71178899136	175.475021795266	209.070034460559	285.348360898818	552.152781477356	1777.6744535135	463.054545360047	-0.131786579554141	227.156969303976	269.926745634095	335.460658779976	395.653558900549	354.599097689449	325.087324834593	380.215965441162	515.812414711207	339.830145538331	394.440093375157	75.130605799439	118.736355836529	155.343610340621	184.103660088353	164.552466691822	231.880455953097	1055.0185521979	401.655199475515	273.705471432873	349.114790867776	511.606085515179	457.365561062892	233.606705036225
O_0026	TCONS_00010516	bflo_21958	STRPU_21205	31.0909896438448	42.2311612209873	44.5845000590887	25.9921595408954	12.5488507032664	13.9127985025802	37.2309901879005	385.041923187248	643.541718445529	554.523805004075	420.143895262482	332.31528628046	236.078121805814	284.596245406041	126.873670983664	91.3962779826452	108.348689422808	146.6307787668	249.922949855988	403.232812666852	387.126393954243	555.329669814444	629.755187148896	335.460658779976	406.6654339364	564.370481854754	388.525550664869	173.908393769107	140.387642200557	146.223734556214	103.673808887711	99.9952257000932	140.933800173002	160.399744066443	217.90691675436	353.753680502614	564.776132202219	1007.86172701168	1367.12265855718
O_0028	TCONS_00010575	bflo_18854	STRPU_21751	1454.41265573623	1893.83263293336	898.31257532196	382.982488989716	325.746843114088	288.363715686066	245.805153884181	259.152668143654	260.465562653392	284.249702611308	363.090713361251	370.764439575885	355.449382628868	262.823047194309	181.949400149768	110.446091232282	64.7720368386893	67.9253303736863	55.6873238308368	39.4441386649868	48.5753376897988	54.5652488978374	73.716441878381	135.973776157861	80.7227488450805	101.298406770555	367.708205746712	811.43159236938	960.662579902163	994.297273431462	922.290978187907	981.476890148081	823.685003715782	400.243935287291	292.552909897034	283.12558517598	253.692116420854	218.196567812791	146.120501260372
O_0029	TCONS_00011485	bflo_16036	STRPU_20823	206.121588478253	399.755384694387	453.631217358628	327.799059456567	238.390809164043	197.359592899477	203.636119289039	174.630172537339	184.323752083821	197.515773632176	207.861886648523	177.682669584576	166.930671775614	128.069694865706	48.1139589092082	40.1851366420911	62.0615901411905	64.5663756184317	69.9919215573821	83.4020921794134	88.0157908946694	120.700114922093	165.391900692454	163.18677831452	142.089359691007	173.730503814855	518.759735502058	374.247155508028	290.321562426521	252.11687991941	150.8770999685	160.938094879824	414.045673434078	445.577526682819	290.00933068988	185.660413818799	154.934503123129	149.066925967159	136.394339882491
O_0030	TCONS_00010057	bflo_20260	STRPU_21314	355.022578865447	454.328819793911	343.393362246884	182.857669562799	133.669915196104	131.862488345434	150.8770999685	217.362171609596	297.073274614057	338.279653507889	520.586256838621	505.97054770938	412.291426076715	49.5030942869242	15.2364460113474	23.378825298533	38.0318798143831	40.9132975581817	41.2474525196383	37.3946603634756	33.472796510228	34.7569823096224	50.533024550287	96.9141987615739	68.7088852900278	85.7635017803905	96.0990530439496	49.5399681959169	45.2323302415189	47.1948141473238	32.109448510882	36.8322433607923	124.856591743568	98.2125120933568	91.9601760538	99.6575136715329	144.279117080814	184.917968742604	159.441607793909
O_0031	TCONS_00011587	bflo_20937	STRPU_20444	133.187634986864	83.3319687112309	50.3848982984425	40.1190341731859	59.5452607359446	120.14463980879	249.330390822924	215.506594191089	194.883774660416	210.086233235126	206.121588478253	201.448956558033	315.110451476021	368.838267533616	250.514851529288	869.589423550767	1916.20855099569	2294.98591520047	1836.64986561706	1331.12566857495	1173.26618878003	713.046180502002	503.841734226533	344.156198633642	241.671017750977	140.387642200557	279.797753427662	373.11140982662	394.086305251304	478.524281224531	332.744076797058	257.939040541861	136.223683716673	435.639376216151	729.865471463418	697.945100900528	495.465512080934	552.922942012429	1112.98662720266
O_0032	TCONS_00009727	bflo_22646	STRPU_20703	176.150207580849	183.67988398597	240.641231019942	231.141065406278	177.541142534753	148.774952192508	131.862488345434	110.591970763911	81.1462881001456	83.0716860897482	76.5882134768276	80.2620335208097	152.168410630737	166.64480518701	98.6159804078145	101.990922624093	115.768633933812	139.960057260378	168.961886830304	178.191901025618	164.80546352116	180.741599653219	195.050463920135	96.4602985271078	107.806706355427	139.456924629271	41.1480121420347	53.8174598380967	62.6883556185535	59.5452607359446	58.2194318004647	71.5047408673633	152.074736593301	130.924424414263	95.7520411907925	66.8511689083155	50.533024550287	50.533024550287	69.1820738861496
O_0033	TCONS_00011868	bflo_06475	STRPU_21207	199.275993679764	420.720874059948	1016.31828891166	1022.11013516732	523.596702196149	341.829861904191	283.12558517598	344.156198633642	348.557919101236	338.789480168363	500.413165866778	544.043769376532	453.98001857627	169.23012557683	93.3394789524403	90.7941059064661	82.8429446996606	65.8792123341457	63.5804171246922	72.0650734373011	64.1336332487481	53.1138502113134	57.5795319677857	115.768633933812	70.3690116895927	82.8994930415753	59.60710658355	68.2975135286094	69.3027663802477	55.5714752972331	51.504939779621	73.203056710818	294.025299577913	239.017022579294	215.207830089485	207.639166375017	240.641231019942	261.352908713788	179.681078535459
O_0034	TCONS_00011843	bflo_11156	STRPU_20819	478.951990911793	189.665586407835	57.4948084499989	35.0646116720231	42.0216891919766	40.429446011469	35.0971329864124	35.3473440954762	49.5748860216239	56.1753720482297	45.7165766999658	40.5809973587108	81.8631475168212	121.312932987911	136.87264530708	138.656387200246	122.345258038066	108.301425583881	75.4074601368847	46.1709448221485	54.4770994893429	61.5675272841279	54.7277656720361	48.7218648251701	59.2816542629167	112.074123556575	94.2876923303439	113.047340483076	119.077620356089	100.327738491819	101.73960554339	99.6575136715329	97.265531457171	90.688767298373	64.7039337174398	40.0425814587746	38.6135068129924	51.7908497648121	76.2023334590386
O_0035	TCONS_00011667	bflo_07977	STRPU_21360	699.662002736266	520.586256838621	406.6654339364	264.954986492585	252.719849740405	269.408459726196	226.289015349781	228.367544499203	227.156969303976	265.410446362175	298.770534184882	295.647927968422	503.37567434225	718.610402289141	463.739618908275	873.784767819861	1630.61113205858	1971.63499283448	1643.95558081968	1324.02572806494	1189.00703161362	1228.01543289374	1953.85346029095	3060.80206668198	2476.23763697711	2261.45182613124	410.063447947179	329.993974756009	297.874536892339	331.28959373356	295.209236900731	234.265213853576	101.990922624093	269.114862548861	427.449081938174	386.01577364045	340.994129795208	363.643964871839	324.692067924469
O_0036	TCONS_00011160	bflo_07364	STRPU_20691	764.790751456027	209.366764862208	82.151634589047	89.0211296283069	136.635889955975	159.441607793909	161.499814571139	186.391322995459	183.115218593906	198.769487000796	223.029924624054	212.494179378843	189.778003306524	119.318405337032	121.625837154056	157.709783370044	113.633982941604	92.1039115477839	117.576358126662	165.589794502422	147.877640455808	140.463519074394	162.235187118225	160.399744066443	130.622419841963	168.961886830304	120.475216158339	86.1169445879202	79.2469746477687	69.9919215573821	53.5314331630084	50.4400882751531	62.1952816925569	46.3950176471204	39.4441386649868	36.4534703285522	40.0425814587746	39.0803637610402	21.5456606935207
O_0037	TCONS_00011636	bflo_06651	STRPU_20559	365.697047741225	240.212631872927	107.267339047676	82.2912128527888	158.739825397884	270.548488784194	252.382940231954	155.343610340621	91.9601760538	73.6489179105784	60.9873650755985	52.4976870900891	38.5025110215499	168.568597317479	180.93684779283	197.987407206463	149.857910323559	106.380198300773	64.358145157426	50.3099151165005	49.5748860216239	50.0383435229382	37.1203452864239	40.6523420258154	24.4385229259248	11.5596345414613	198.490538667289	503.841734226533	571.99273296784	461.922585704627	340.994129795208	321.616337785773	276.949832341624	79.1813430280794	73.5557350419401	154.295659737851	127.928863867022	90.6017839383797	124.619870998768
O_0038	TCONS_00009784	bflo_14203	STRPU_21283	127.52149928112	193.282864045071	408.935030559083	317.801718179213	209.705810960134	316.404531191402	867.502685588434	823.685003715782	919.760879388479	1106.05126040937	873.784767819861	658.843752289813	446.42564756964	37.7408777971597	585.366747954501	1106.05126040937	1121.36599595861	850.226125194342	628.880946983592	622.054190917631	799.241367586166	946.904706476168	955.698095145373	1189.00703161362	664.882977827983	232.336248819945	367.32571813314	251.184595837296	224.391441865025	266.038933054569	356.827745033372	453.631217358628	483.076342612328	258.67134181983	204.942638887279	291.724727564678	398.329594688243	354.315190675356	489.136041750807
O_0039	TCONS_00011059	bflo_08203	STRPU_21397	412.291426076715	150.708808947124	67.2522331247044	64.003628575115	86.5161146587237	83.2061405089642	58.7842071037989	26.4469623355582	13.8477121637244	11.7254170682542	5.90894849411053	7.04342430533531	9.32984351986946	50.9134519322201	40.1851366420911	89.0211296283069	129.1991253213	111.743836632883	102.765590654476	110.056668491686	109.831622138396	97.8196220450696	92.2469936912575	90.5233145353002	84.8880385709083	41.714351641088	136.782373930497	116.407309798041	105.477667682224	79.2469746477687	85.8861786360199	62.9343695406064	25.843795288645	30.8557756639816	42.2311612209873	55.0559367019084	34.7569823096224	28.6962702897699	112.210536710849
O_0042	TCONS_00009534	bflo_12132	STRPU_20802	147.877640455808	388.525550664869	417.236519517213	291.381179759727	253.105243829437	220.886693143093	194.883774660416	162.836686396152	168.373976793159	180.93684779283	186.391322995459	193.896888806179	197.833783475729	151.228305910457	90.9473655885143	78.4084144272163	83.2061405089642	96.2586374363303	97.5578924683214	91.7690027773017	71.7330991219235	66.4176874000565	95.866886625997	145.669234349063	80.2931318303299	98.6159804078145	658.843752289813	689.714517042041	661.875802485013	701.134573632204	446.42564756964	310.595671331428	122.618804627253	110.256403095566	83.6648090592527	67.5090992913213	80.3691244587939	88.9481596287396	48.8032432640716
O_0043	TCONS_00010756	bflo_13292	STRPU_21873	62.5300550672619	42.6836352811724	66.461039646018	170.707952007726	326.425244029937	445.577526682819	390.532293586121	252.11687991941	236.991553743411	252.382940231954	241.445566181397	270.548488784194	276.507331716037	311.495048870983	231.667195150657	218.530809223142	247.609238827684	275.157783128057	229.900579818042	175.475021795266	185.249072812576	183.67988398597	172.137476159463	196.016745656353	229.732889992476	226.054851589644	121.93214520407	232.21479221928	267.099003377408	265.410446362175	200.321312607397	174.630172537339	137.327050031885	302.614373920757	348.557919101236	267.390028580792	213.311976385907	217.90691675436	273.705471432873
O_0044	TCONS_00011141	bflo_13470	STRPU_21409	1022.11013516732	315.110451476021	99.9952257000932	51.1826787920688	36.8875262962675	34.562727718478	60.5941585711295	128.312662269137	140.186383724108	119.259170595568	262.823047194309	404.379855492661	111.523108476859	90.1659730102276	49.0374640951517	99.7546017361464	167.57864362227	161.360177699068	111.862905588685	57.296440055925	58.7842071037989	47.6656523045847	35.219183963673	73.9895963308847	135.973776157861	304.655970177587	479.379700599055	173.831310701929	112.210536710849	75.8799574453177	43.8044796645554	51.9435523262444	216.534865837868	263.755119737986	264.482726948506	240.641231019942	277.214060958098	340.994129795208	279.9869061353
O_0045	TCONS_00009517	bflo_21945	STRPU_20619	177.84131916366	167.1550009804	242.495047464063	449.809252673799	475.72755360209	361.113236261144	271.133688528519	204.942638887279	158.018988086001	140.728875798515	164.222980748474	196.526376025773	123.944692621788	349.773397425423	275.852483919853	226.416057123302	224.391441865025	347.577637232843	406.6654339364	377.698551660273	371.4781875878	338.279653507889	303.007639296423	127.215025269864	184.56217526994	149.066925967159	772.673754189606	330.493435167688	241.671017750977	244.342406733681	179.681078535459	172.391795102281	219.360087502687	216.604404997264	184.250677425639	146.223734556214	102.27030534463	96.0990530439496	172.391795102281
O_0046	TCONS_00012101	bflo_21806	STRPU_21796	110.591970763911	101.298406770555	155.635470644375	254.554208850558	429.201100193634	1164.3648746228	7633.71350081186	12483.7008728518	7231.54745230229	2648.2378042298	1495.675174346	814.471327236718	589.694394972043	60.4778325610033	29.2233639467805	24.490055890462	21.9085428160816	56.1054650787537	169.977600823047	370.117872963255	484.295901522816	557.46502384438	221.678027489778	188.683165130383	279.797753427662	445.577526682819	6902.6134767078	4868.96063481079	3022.14078676304	2824.20471016982	1551.71177500351	1200.20064942367	427.449081938174	691.576351187371	607.236963999681	260.700599427361	101.942317309917	77.5830784352312	56.8758791476153
O_0047	TCONS_00009864	bflo_11800	STRPU_21646	26.8989342636705	80.9243503127225	99.8879899650462	47.6207471091893	45.1215002782931	100.085634941881	240.641231019942	273.705471432873	299.655967730438	236.153652918471	163.594602722756	123.834844929873	52.6055899891601	207.001617733653	220.219710364906	250.201955390867	146.005260687021	90.7941059064661	72.5587737107896	53.004590728367	65.0896114527774	78.4084144272163	129.94234184778	237.726450006221	118.40336560947	30.613861918459	41.5185070809384	20.1076701010312	21.722062884421	49.2663451882571	45.7165766999658	76.2023334590386	691.576351187371	347.300050560139	251.876837425165	248.382995829799	281.913516691315	238.695346704186	112.712810702399
