Orthogroup	MOUSE	APOSC_ok
OG0000020	MOUSE05499, MOUSE05500	APOSC_14708
OG0000020	MOUSE07164	APOSC_13376
OG0000020	MOUSE33588	APOSC_28648
OG0000020	MOUSE24012	APOSC_00691
OG0000020	MOUSE54806, MOUSE54808, MOUSE54807, MOUSE12992, MOUSE36286, MOUSE36285, MOUSE36284	APOSC_03094
OG0000020	MOUSE09601, MOUSE09602	APOSC_05461
OG0000020	MOUSE37001, MOUSE37002	APOSC_14067
OG0000020	MOUSE53014, MOUSE53017, MOUSE53016, MOUSE53013	APOSC_25230
OG0000021	MOUSE41024, MOUSE41023	APOSC_11990
OG0000021	MOUSE54264, MOUSE54261, MOUSE54262, MOUSE54263	APOSC_06563, APOSC_06562
OG0000021	MOUSE04592	APOSC_02202
OG0000021	MOUSE44445, MOUSE53773	APOSC_03399, APOSC_23486, APOSC_20200, APOSC_20201, APOSC_00458, APOSC_17587, APOSC_13199, APOSC_11609, APOSC_23651, APOSC_17223, APOSC_20614
OG0000021	MOUSE33664, MOUSE33667, MOUSE33661, MOUSE33665	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082
OG0000023	MOUSE46773, MOUSE46772	APOSC_14758
OG0000023	MOUSE01124, MOUSE12258, MOUSE12260, MOUSE49191, MOUSE28391, MOUSE32112, MOUSE32114, MOUSE38000, MOUSE16835	APOSC_23823, APOSC_12992, APOSC_08983, APOSC_08982
OG0000023	MOUSE50079, MOUSE50078, MOUSE50070, MOUSE50073, MOUSE50075, MOUSE50077, MOUSE50076, MOUSE50069, MOUSE50072, MOUSE50074, MOUSE50063, MOUSE49035, MOUSE28744, MOUSE50065, MOUSE50066, MOUSE50067, MOUSE50064	APOSC_23115
OG0000026	MOUSE34507	APOSC_12180
OG0000026	MOUSE12605	APOSC_13965
OG0000026	MOUSE38308, MOUSE38309	APOSC_19946, APOSC_16869, APOSC_02238, APOSC_26096, APOSC_26099, APOSC_26100, APOSC_26095, APOSC_02237, APOSC_26097, APOSC_26098, APOSC_26101, APOSC_29011, APOSC_29010, APOSC_17220, APOSC_14214
OG0000028	MOUSE44525	APOSC_17838, APOSC_17839
OG0000029	MOUSE37827, MOUSE45127, MOUSE48617, MOUSE49324, MOUSE49325, MOUSE22849, MOUSE22848, MOUSE02995	APOSC_07574, APOSC_20436
OG0000029	MOUSE26337, MOUSE23727, MOUSE29998, MOUSE16471	APOSC_20307, APOSC_21722, APOSC_14165, APOSC_23954, APOSC_24664, APOSC_08971
OG0000030	MOUSE13263, MOUSE13264, MOUSE13265	APOSC_06833, APOSC_14874, APOSC_04381
OG0000030	MOUSE30488, MOUSE32434, MOUSE32431, MOUSE32432	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867
OG0000031	MOUSE55186	APOSC_16590
OG0000031	MOUSE36273, MOUSE08529, MOUSE36272, MOUSE44530	APOSC_14603
OG0000031	MOUSE26385	APOSC_14687
OG0000031	MOUSE14840, MOUSE26448, MOUSE08530	APOSC_14535
OG0000031	MOUSE39309, MOUSE01505	APOSC_22115, APOSC_01319
OG0000031	MOUSE13006, MOUSE13005	APOSC_17680
OG0000031	MOUSE48656, MOUSE48889	APOSC_02579
OG0000031	MOUSE22339, MOUSE22337, MOUSE22338, MOUSE08579	APOSC_22997
OG0000031	MOUSE13008	APOSC_06756, APOSC_06755
OG0000032	MOUSE41911, MOUSE41912, MOUSE41906, MOUSE41907, MOUSE41916, MOUSE41909, MOUSE41910, MOUSE41913, MOUSE41917, MOUSE41900, MOUSE41901, MOUSE41902, MOUSE41903, MOUSE41905, MOUSE41904, MOUSE52411, MOUSE52410, MOUSE45189, MOUSE45190, MOUSE45188, MOUSE44670, MOUSE44672, MOUSE44673, MOUSE44674, MOUSE44671	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129, APOSC_10044
OG0000032	MOUSE29123	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726
OG0000034	MOUSE04537, MOUSE04538, MOUSE04539	APOSC_28767, APOSC_28766
OG0000034	MOUSE43921, MOUSE45737, MOUSE14480, MOUSE31016, MOUSE31017, MOUSE31015, MOUSE31011	APOSC_01056
OG0000034	MOUSE42231, MOUSE23594, MOUSE02137, MOUSE47177, MOUSE47178, MOUSE47176	APOSC_00389
OG0000034	MOUSE30287, MOUSE30289, MOUSE30288, MOUSE19105	APOSC_10138
OG0000034	MOUSE20481, MOUSE20477, MOUSE20478, MOUSE20482, MOUSE20480	APOSC_10830
OG0000034	MOUSE11491, MOUSE11490	APOSC_23397
OG0000034	MOUSE20059	APOSC_15909
OG0000035	MOUSE02570, MOUSE02571	APOSC_27035
OG0000035	MOUSE51376, MOUSE51375, MOUSE51377	APOSC_25872
OG0000035	MOUSE41545, MOUSE47093, MOUSE47094, MOUSE47095, MOUSE47092	APOSC_04998
OG0000035	MOUSE31138, MOUSE47097, MOUSE47099, MOUSE47098, MOUSE47100, MOUSE41552, MOUSE41549, MOUSE41550, MOUSE41547, MOUSE41548, MOUSE41546	APOSC_25573
OG0000035	MOUSE30972, MOUSE30973, MOUSE30975, MOUSE30974, MOUSE47243, MOUSE47244, MOUSE47242, MOUSE41507	APOSC_08656, APOSC_21135, APOSC_21136
OG0000035	MOUSE27104	APOSC_27270
OG0000036	MOUSE49768, MOUSE12301, MOUSE43707, MOUSE43706, MOUSE43708	APOSC_08020, APOSC_04631, APOSC_04630, APOSC_25667
OG0000036	MOUSE12250, MOUSE12249, MOUSE12252, MOUSE12251, MOUSE49440, MOUSE49439	APOSC_05772, APOSC_15090, APOSC_26588
OG0000036	MOUSE29724, MOUSE29725	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485
OG0000036	MOUSE32123, MOUSE06658, MOUSE06659, MOUSE43723	APOSC_22964, APOSC_22965, APOSC_06557, APOSC_05790, APOSC_07698, APOSC_26587, APOSC_05773, APOSC_15091, APOSC_15092
OG0000037	MOUSE10993, MOUSE10994, MOUSE10992, MOUSE24740, MOUSE24742, MOUSE24741, MOUSE24743, MOUSE24744, MOUSE24745, MOUSE07837, MOUSE07836, MOUSE07835, MOUSE20306	APOSC_01516
OG0000037	MOUSE49952, MOUSE49951, MOUSE20178, MOUSE43378	APOSC_24133
OG0000037	MOUSE28645, MOUSE28646, MOUSE13720, MOUSE35631	APOSC_28740
OG0000037	MOUSE21441	APOSC_09580, APOSC_09579
OG0000038	MOUSE41992, MOUSE41494	APOSC_26556, APOSC_03113
OG0000038	MOUSE22591, MOUSE22592	APOSC_25222, APOSC_10656
OG0000039	MOUSE24093, MOUSE24090, MOUSE24089, MOUSE24092, MOUSE24091, MOUSE24088	APOSC_12842, APOSC_27514
OG0000039	MOUSE32704	APOSC_00666
OG0000039	MOUSE23391, MOUSE23392, MOUSE23393, MOUSE23385, MOUSE23384, MOUSE23386, MOUSE24868	APOSC_17065
OG0000039	MOUSE23387	APOSC_22387
OG0000040	MOUSE38750, MOUSE38747, MOUSE38740, MOUSE38745, MOUSE38743, MOUSE38742, MOUSE38744, MOUSE38741, MOUSE38413	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234
OG0000041	MOUSE19876, MOUSE19875, MOUSE02175, MOUSE43968, MOUSE43967, MOUSE43966, MOUSE43965, MOUSE43964, MOUSE44347, MOUSE44348, MOUSE02172, MOUSE02171, MOUSE02173, MOUSE31152	APOSC_19034
OG0000041	MOUSE44196, MOUSE31142, MOUSE41517, MOUSE31141, MOUSE41518, MOUSE31140, MOUSE41519, MOUSE27266	APOSC_26184
OG0000041	MOUSE28829, MOUSE21621	APOSC_00445
OG0000044	MOUSE35862, MOUSE46639, MOUSE09513, MOUSE35864, MOUSE35858, MOUSE35856, MOUSE35859, MOUSE35857, MOUSE47855, MOUSE47856, MOUSE47853, MOUSE47854, MOUSE47857, MOUSE46640, MOUSE46637, MOUSE46650, MOUSE46649, MOUSE46652, MOUSE46653, MOUSE46651, MOUSE46654, MOUSE46641, MOUSE46645, MOUSE46644, MOUSE46646, MOUSE46647, MOUSE46648, MOUSE46638, MOUSE46642, MOUSE46643	APOSC_25765
OG0000044	MOUSE36519, MOUSE03349, MOUSE38808, MOUSE38809	APOSC_03195
OG0000044	MOUSE38798	APOSC_22317
OG0000045	MOUSE25074	APOSC_22122, APOSC_09364, APOSC_16917
OG0000046	MOUSE48114, MOUSE48113	APOSC_27956
OG0000048	MOUSE42201, MOUSE42202	APOSC_05588
OG0000048	MOUSE06701	APOSC_11695
OG0000048	MOUSE42203	APOSC_04736, APOSC_11238
OG0000048	MOUSE49641, MOUSE49640, MOUSE49639	APOSC_03220
OG0000049	MOUSE00124, MOUSE00123, MOUSE44987, MOUSE44986	APOSC_16875
OG0000049	MOUSE52606, MOUSE52607, MOUSE52608, MOUSE35311	APOSC_03799
OG0000049	MOUSE03391, MOUSE17233, MOUSE17232, MOUSE39154, MOUSE39153, MOUSE40910, MOUSE40909	APOSC_10378
OG0000049	MOUSE40908, MOUSE39155	APOSC_13440
OG0000051	MOUSE52051, MOUSE52052, MOUSE21678, MOUSE21679, MOUSE52055, MOUSE52053, MOUSE52054, MOUSE52063, MOUSE52065, MOUSE52064	APOSC_17477, APOSC_05458, APOSC_29038
OG0000054	MOUSE48109	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151
OG0000054	MOUSE48108	APOSC_12589
OG0000056	MOUSE36572, MOUSE36574, MOUSE36579, MOUSE36583, MOUSE36576, MOUSE36586, MOUSE36571, MOUSE36575, MOUSE36582, MOUSE36587, MOUSE36573, MOUSE36590, MOUSE36585, MOUSE36584, MOUSE36589, MOUSE36588, MOUSE36577, MOUSE36580, MOUSE36578, MOUSE36581, MOUSE31837, MOUSE31834, MOUSE31833, MOUSE31831, MOUSE31832, MOUSE31836, MOUSE31835, MOUSE31827, MOUSE31830, MOUSE31838, MOUSE31839, MOUSE31840, MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804, MOUSE18387, MOUSE18505, MOUSE31842	APOSC_00208, APOSC_00207, APOSC_00209
OG0000057	MOUSE55281, MOUSE55280	APOSC_23236, APOSC_24402, APOSC_06368
OG0000058	MOUSE21857, MOUSE21254	APOSC_09888
OG0000058	MOUSE10546	APOSC_06035, APOSC_20919
OG0000058	MOUSE40446, MOUSE40445, MOUSE06405, MOUSE16601	APOSC_07162
OG0000058	MOUSE38610	APOSC_24215
OG0000058	MOUSE40444	APOSC_25169
OG0000059	MOUSE52262, MOUSE52259, MOUSE52258	APOSC_10184
OG0000059	MOUSE50099, MOUSE50101, MOUSE29617, MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589	APOSC_00480
OG0000060	MOUSE52080, MOUSE52079	APOSC_15645
OG0000060	MOUSE44147, MOUSE44148, MOUSE44454, MOUSE44455, MOUSE01901, MOUSE01902	APOSC_08992
OG0000061	MOUSE26618, MOUSE38907, MOUSE38906	APOSC_14996
OG0000061	MOUSE22377, MOUSE22378, MOUSE53042, MOUSE06425, MOUSE42762, MOUSE17361, MOUSE03955, MOUSE03956, MOUSE23297, MOUSE23298, MOUSE53307, MOUSE39884, MOUSE39883, MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891, MOUSE08504, MOUSE08505	APOSC_00292
OG0000061	MOUSE39874, MOUSE39873, MOUSE39878, MOUSE39876, MOUSE39877, MOUSE05785	APOSC_26114, APOSC_02472
OG0000062	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294, MOUSE41586	APOSC_13553, APOSC_13555, APOSC_22259, APOSC_22260, APOSC_26763
OG0000062	MOUSE52081	APOSC_18486, APOSC_01084
OG0000063	MOUSE18432, MOUSE18433, MOUSE18434, MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919, MOUSE18436, MOUSE18437, MOUSE33694, MOUSE33695, MOUSE33696	APOSC_25041
OG0000063	MOUSE10885, MOUSE10881	APOSC_17949
OG0000063	MOUSE33697	APOSC_22074, APOSC_13172, APOSC_22080
OG0000063	MOUSE27866, MOUSE27867, MOUSE46812, MOUSE46810, MOUSE46811, MOUSE46809	APOSC_13886, APOSC_04832
OG0000066	MOUSE53763	APOSC_20821
OG0000066	MOUSE13756	APOSC_10537
OG0000067	MOUSE19580, MOUSE31455	APOSC_06312, APOSC_24028, APOSC_22826, APOSC_27789, APOSC_07620, APOSC_22825, APOSC_12297, APOSC_15268, APOSC_06846
OG0000068	MOUSE02010	APOSC_02568
OG0000069	MOUSE30824	APOSC_25357, APOSC_25356
OG0000069	MOUSE24595, MOUSE06171	APOSC_27459
OG0000069	MOUSE24596	APOSC_09914, APOSC_04180, APOSC_28736
OG0000069	MOUSE24597, MOUSE24598, MOUSE24599	APOSC_07708
OG0000069	MOUSE08934, MOUSE08905, MOUSE08822, MOUSE08829	APOSC_11021
OG0000070	MOUSE01400, MOUSE01399	APOSC_18875, APOSC_15113, APOSC_18604, APOSC_18402, APOSC_17719, APOSC_06564, APOSC_13706, APOSC_09948
OG0000072	MOUSE30088, MOUSE45691	APOSC_26208
OG0000072	MOUSE29660	APOSC_12820
OG0000073	MOUSE17327, MOUSE17328, MOUSE17326	APOSC_07375
OG0000073	MOUSE28629, MOUSE21657, MOUSE21656, MOUSE49709, MOUSE49708, MOUSE21655, MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163	APOSC_27321
OG0000074	MOUSE01754, MOUSE40707	APOSC_10399, APOSC_08687, APOSC_25382
OG0000074	MOUSE27442, MOUSE27441	APOSC_18220
OG0000074	MOUSE43699, MOUSE19006	APOSC_05606, APOSC_18640, APOSC_15236, APOSC_01404, APOSC_16347, APOSC_00195, APOSC_13504
OG0000075	MOUSE05779, MOUSE03707	APOSC_14489
OG0000075	MOUSE22546	APOSC_10923
OG0000075	MOUSE34423	APOSC_12033
OG0000075	MOUSE22547, MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	APOSC_07538
OG0000075	MOUSE31075, MOUSE39073	APOSC_06620
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201, MOUSE11240, MOUSE11239	APOSC_08706
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372, MOUSE40742	APOSC_20859
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	APOSC_19754
OG0000077	MOUSE27949, MOUSE03243, MOUSE03242, MOUSE12725, MOUSE12726, MOUSE12727	APOSC_15032
OG0000077	MOUSE52108, MOUSE34401, MOUSE16118, MOUSE10502	APOSC_19689
OG0000078	MOUSE48544, MOUSE27283, MOUSE27282, MOUSE01884	APOSC_28185, APOSC_19588, APOSC_19587, APOSC_28007
OG0000079	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501, MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786, MOUSE09603	APOSC_14016, APOSC_18637, APOSC_09201
OG0000079	MOUSE36924, MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922, MOUSE36928, MOUSE36927, MOUSE55500, MOUSE03421, MOUSE03420, MOUSE03419	APOSC_14696
OG0000079	MOUSE05041, MOUSE05040, MOUSE05039, MOUSE37481, MOUSE37482, MOUSE37480, MOUSE37479	APOSC_10552, APOSC_10551
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455, MOUSE01453	APOSC_06744
OG0000079	MOUSE36929	APOSC_18934, APOSC_10580
OG0000081	MOUSE21429, MOUSE21428, MOUSE21430	APOSC_01179, APOSC_09602, APOSC_20049, APOSC_01834
OG0000082	MOUSE25920	APOSC_14161
OG0000082	MOUSE19184	APOSC_20096
OG0000082	MOUSE50877, MOUSE50878	APOSC_11149
OG0000082	MOUSE50879	APOSC_17996
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866, MOUSE30042	APOSC_20881
OG0000084	MOUSE21451, MOUSE30075, MOUSE30074	APOSC_25447
OG0000084	MOUSE54561, MOUSE54560, MOUSE50161, MOUSE50162	APOSC_27325
OG0000085	MOUSE05264, MOUSE53183, MOUSE53182, MOUSE53184, MOUSE26268, MOUSE26267	APOSC_13201
OG0000085	MOUSE54745	APOSC_26270
OG0000085	MOUSE04941, MOUSE37558, MOUSE37557	APOSC_00722
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	APOSC_00825
OG0000085	MOUSE15351, MOUSE19993	APOSC_21002
OG0000085	MOUSE16592, MOUSE16590	APOSC_25216
OG0000087	MOUSE24629, MOUSE24631	APOSC_11638, APOSC_06339
OG0000087	MOUSE11362	APOSC_20552
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	APOSC_26769, APOSC_05507
OG0000087	MOUSE11213	APOSC_26553, APOSC_26554
OG0000088	MOUSE00763, MOUSE00764, MOUSE27097, MOUSE52249, MOUSE53735, MOUSE49610, MOUSE49528, MOUSE49529, MOUSE49530	APOSC_25039, APOSC_29170, APOSC_01733, APOSC_28334, APOSC_03375, APOSC_28335, APOSC_05697, APOSC_25335, APOSC_07827
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272, MOUSE00168, MOUSE00169	APOSC_18760
OG0000089	MOUSE55271	APOSC_16196, APOSC_09635, APOSC_22092, APOSC_06490
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	APOSC_26110
OG0000090	MOUSE32571, MOUSE32572	APOSC_03937
OG0000094	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177, MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262, MOUSE53507, MOUSE53505, MOUSE11261, MOUSE53506, MOUSE53508	APOSC_02606, APOSC_02607
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850	APOSC_21896, APOSC_21895
OG0000095	MOUSE21579	APOSC_19404, APOSC_13013, APOSC_05229
OG0000096	MOUSE54033, MOUSE13094, MOUSE29900	APOSC_05085
OG0000096	MOUSE31085, MOUSE31087, MOUSE02247	APOSC_03162
OG0000096	MOUSE31088	APOSC_04023
OG0000096	MOUSE35516	APOSC_25015
OG0000096	MOUSE19103, MOUSE30286, MOUSE30282	APOSC_00869
OG0000096	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996	APOSC_16859
OG0000096	MOUSE45925, MOUSE45926, MOUSE44088	APOSC_21738
OG0000096	MOUSE52337, MOUSE52338	APOSC_21519
OG0000098	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240	APOSC_13176, APOSC_13174, APOSC_13175
OG0000098	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729	APOSC_27629, APOSC_10815
OG0000099	MOUSE43058, MOUSE50899, MOUSE00625, MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	APOSC_01352, APOSC_23267
OG0000101	MOUSE49370, MOUSE49670	APOSC_08305
OG0000101	MOUSE15611, MOUSE15612	APOSC_23688
