Orthogroup	AENJA_ok	AMPFI_ok
OG0000014	AENJA_09518, AENJA_09012	AMPFI_10576, AMPFI_00293
OG0000014	AENJA_25536	AMPFI_16339
OG0000014	AENJA_02819, AENJA_17724, AENJA_13039, AENJA_13036, AENJA_17723, AENJA_02820, AENJA_17722, AENJA_02818	AMPFI_03612, AMPFI_14991, AMPFI_21256, AMPFI_03968
OG0000015	AENJA_25011	AMPFI_03480
OG0000015	AENJA_17614	AMPFI_23995
OG0000016	AENJA_07664	AMPFI_14639
OG0000016	AENJA_26670	AMPFI_04995
OG0000016	AENJA_26671, AENJA_26677	AMPFI_02509, AMPFI_18398, AMPFI_25432, AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919, AMPFI_11939
OG0000016	AENJA_21813, AENJA_16651	AMPFI_20923
OG0000016	AENJA_02781	AMPFI_06248
OG0000016	AENJA_03281	AMPFI_11545
OG0000017	AENJA_25826, AENJA_19043	AMPFI_18434, AMPFI_21572
OG0000017	AENJA_05535, AENJA_05683, AENJA_04765, AENJA_17536, AENJA_11492	AMPFI_19735, AMPFI_25830, AMPFI_19153, AMPFI_25878
OG0000017	AENJA_00793	AMPFI_24062
OG0000017	AENJA_05284, AENJA_20820, AENJA_23397	AMPFI_10075, AMPFI_09589, AMPFI_13357
OG0000017	AENJA_15074, AENJA_17435, AENJA_05313	AMPFI_04506
OG0000017	AENJA_16724, AENJA_21433, AENJA_25229, AENJA_26186	AMPFI_25171
OG0000017	AENJA_07451	AMPFI_16384
OG0000017	AENJA_22962	AMPFI_03555, AMPFI_02100, AMPFI_22933, AMPFI_20010, AMPFI_04573, AMPFI_04127
OG0000017	AENJA_21386	AMPFI_13530, AMPFI_01348, AMPFI_00180
OG0000017	AENJA_13274	AMPFI_00815, AMPFI_23308
OG0000017	AENJA_20264, AENJA_00879	AMPFI_00751
OG0000017	AENJA_04888, AENJA_03290, AENJA_05719, AENJA_19475, AENJA_19562, AENJA_23073, AENJA_21676, AENJA_10851, AENJA_14649	AMPFI_01137
OG0000017	AENJA_17676	AMPFI_04581
OG0000017	AENJA_13476, AENJA_24074, AENJA_10043, AENJA_21704, AENJA_26572, AENJA_20803, AENJA_11168	AMPFI_00417
OG0000017	AENJA_04067, AENJA_13186, AENJA_06087, AENJA_19243, AENJA_04308, AENJA_04362	AMPFI_03217
OG0000018	AENJA_18582	AMPFI_07408
OG0000018	AENJA_00705, AENJA_05980, AENJA_21073	AMPFI_19746
OG0000018	AENJA_24490, AENJA_10833	AMPFI_21544, AMPFI_08183, AMPFI_15245, AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911
OG0000018	AENJA_10761, AENJA_12683	AMPFI_11607
OG0000018	AENJA_25137	AMPFI_11059, AMPFI_23717, AMPFI_12063
OG0000018	AENJA_01235	AMPFI_01244
OG0000018	AENJA_19981	AMPFI_24791, AMPFI_19834
OG0000018	AENJA_14150	AMPFI_13955
OG0000018	AENJA_12247	AMPFI_08768, AMPFI_18527, AMPFI_16233
OG0000019	AENJA_03417, AENJA_02272, AENJA_02277	AMPFI_10151
OG0000019	AENJA_24818	AMPFI_06523
OG0000019	AENJA_14332, AENJA_12746, AENJA_14337, AENJA_14334, AENJA_14338	AMPFI_03780
OG0000019	AENJA_03143, AENJA_03145, AENJA_03141	AMPFI_06680
OG0000020	AENJA_06180, AENJA_02090	AMPFI_01847
OG0000020	AENJA_21688, AENJA_05309, AENJA_01003, AENJA_08406	AMPFI_07852
OG0000020	AENJA_02593, AENJA_02596	AMPFI_03773
OG0000020	AENJA_15791	AMPFI_19334
OG0000020	AENJA_12903	AMPFI_23773
OG0000020	AENJA_09502	AMPFI_11019
OG0000020	AENJA_08287	AMPFI_11933
OG0000020	AENJA_18052	AMPFI_06907
OG0000020	AENJA_23718	AMPFI_24792
OG0000020	AENJA_16929	AMPFI_07932
OG0000020	AENJA_04727	AMPFI_12343
OG0000020	AENJA_10912	AMPFI_25813
OG0000020	AENJA_11444	AMPFI_21494
OG0000020	AENJA_07947	AMPFI_06129
OG0000020	AENJA_14659	AMPFI_07388
OG0000020	AENJA_12495	AMPFI_13969
OG0000020	AENJA_25422	AMPFI_11845
OG0000021	AENJA_26606, AENJA_10786	AMPFI_23043, AMPFI_10198
OG0000021	AENJA_25124	AMPFI_24454
OG0000021	AENJA_15672, AENJA_17125	AMPFI_16391
OG0000021	AENJA_10523	AMPFI_19616, AMPFI_08794, AMPFI_23196
OG0000021	AENJA_01732, AENJA_19095, AENJA_24409, AENJA_17711	AMPFI_00389, AMPFI_07405, AMPFI_24716
OG0000023	AENJA_06341	AMPFI_05477
OG0000023	AENJA_11618, AENJA_11620, AENJA_11621	AMPFI_14885
OG0000023	AENJA_22520, AENJA_19106	AMPFI_23006
OG0000023	AENJA_11920	AMPFI_10764
OG0000023	AENJA_26230	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	AENJA_07520, AENJA_17438	AMPFI_05031
OG0000024	AENJA_19836, AENJA_22674, AENJA_01541	AMPFI_01273
OG0000024	AENJA_03429	AMPFI_25554
OG0000024	AENJA_07417, AENJA_16810	AMPFI_11543
OG0000024	AENJA_23336, AENJA_21942, AENJA_20896, AENJA_05575, AENJA_18891	AMPFI_01930, AMPFI_21703, AMPFI_25509
OG0000024	AENJA_18079, AENJA_19870, AENJA_09423	AMPFI_17149, AMPFI_06930, AMPFI_01987
OG0000024	AENJA_25408	AMPFI_19400, AMPFI_02782, AMPFI_01292
OG0000024	AENJA_13035, AENJA_24703	AMPFI_23401
OG0000024	AENJA_05751	AMPFI_00675
OG0000024	AENJA_14854	AMPFI_06398, AMPFI_02047, AMPFI_13010, AMPFI_05170, AMPFI_24489
OG0000024	AENJA_14951	AMPFI_14422
OG0000024	AENJA_03136	AMPFI_18926, AMPFI_10659
OG0000024	AENJA_18708	AMPFI_09830
OG0000024	AENJA_02356	AMPFI_03811
OG0000024	AENJA_04068	AMPFI_22635, AMPFI_19020, AMPFI_24666
OG0000024	AENJA_18080	AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816
OG0000024	AENJA_24502, AENJA_10348	AMPFI_22507
OG0000024	AENJA_02712	AMPFI_13085
OG0000025	AENJA_16194, AENJA_12427, AENJA_26584	AMPFI_19073
OG0000025	AENJA_11195	AMPFI_18567, AMPFI_11662, AMPFI_06326, AMPFI_02796, AMPFI_22451, AMPFI_01773, AMPFI_15894, AMPFI_18568, AMPFI_07912, AMPFI_20624, AMPFI_08523, AMPFI_09101, AMPFI_18571, AMPFI_06549, AMPFI_02396, AMPFI_25559
OG0000025	AENJA_03985	AMPFI_06809
OG0000025	AENJA_17256	AMPFI_11412
OG0000025	AENJA_07928	AMPFI_06743
OG0000025	AENJA_21079	AMPFI_26068
OG0000025	AENJA_14413	AMPFI_20652
OG0000025	AENJA_05976	AMPFI_02288
OG0000025	AENJA_09551	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240, AMPFI_22001, AMPFI_12673
OG0000026	AENJA_07099, AENJA_18950	AMPFI_24667
OG0000026	AENJA_21657	AMPFI_01077, AMPFI_16904
OG0000026	AENJA_12006, AENJA_16045, AENJA_18652, AENJA_16032, AENJA_17356, AENJA_20833, AENJA_17360, AENJA_18651	AMPFI_12169, AMPFI_25654, AMPFI_23954, AMPFI_09282
OG0000026	AENJA_10129, AENJA_23516	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000026	AENJA_04353, AENJA_08594, AENJA_10003	AMPFI_09720, AMPFI_00659
OG0000027	AENJA_24558, AENJA_14831, AENJA_19912	AMPFI_15327
OG0000027	AENJA_03490	AMPFI_19869, AMPFI_04301
OG0000027	AENJA_19914, AENJA_19915	AMPFI_14462, AMPFI_23172
OG0000027	AENJA_05706, AENJA_05707	AMPFI_03819
OG0000028	AENJA_03335, AENJA_05182, AENJA_05184, AENJA_05181	AMPFI_13515, AMPFI_15765, AMPFI_17182
OG0000028	AENJA_21123, AENJA_04861, AENJA_01184	AMPFI_19162
OG0000028	AENJA_02274	AMPFI_04239
OG0000028	AENJA_15999	AMPFI_04248
OG0000028	AENJA_25121	AMPFI_21505
OG0000029	AENJA_03155, AENJA_26378, AENJA_10650	AMPFI_24572, AMPFI_17682, AMPFI_23832
OG0000029	AENJA_26395	AMPFI_05500
OG0000029	AENJA_05610	AMPFI_18884
OG0000029	AENJA_05280	AMPFI_24440
OG0000030	AENJA_17283	AMPFI_03176
OG0000031	AENJA_09856	AMPFI_06256
OG0000031	AENJA_20966	AMPFI_14304
OG0000031	AENJA_08759	AMPFI_10484
OG0000031	AENJA_10722	AMPFI_01333
OG0000031	AENJA_14258, AENJA_15917, AENJA_14260	AMPFI_05075
OG0000031	AENJA_15028	AMPFI_02985
OG0000032	AENJA_15565	AMPFI_06764, AMPFI_00055, AMPFI_06973, AMPFI_09679, AMPFI_00934
OG0000032	AENJA_15445, AENJA_10949	AMPFI_10091
OG0000032	AENJA_16462, AENJA_19113, AENJA_19112	AMPFI_08698
OG0000032	AENJA_01972	AMPFI_15533, AMPFI_18245, AMPFI_03345, AMPFI_07304
OG0000032	AENJA_12718	AMPFI_03594
OG0000032	AENJA_12283	AMPFI_03370
OG0000032	AENJA_06513	AMPFI_22327
OG0000033	AENJA_25005	AMPFI_20487, AMPFI_01727, AMPFI_12232
OG0000033	AENJA_22775	AMPFI_12725
OG0000033	AENJA_04460, AENJA_10095	AMPFI_17526, AMPFI_16483, AMPFI_06102, AMPFI_06688
OG0000033	AENJA_15145	AMPFI_22418
OG0000033	AENJA_18564	AMPFI_22407, AMPFI_09240
OG0000033	AENJA_02327	AMPFI_24844
OG0000033	AENJA_13273, AENJA_09980, AENJA_09621, AENJA_14944	AMPFI_22100, AMPFI_08482
OG0000033	AENJA_06853	AMPFI_04418
OG0000033	AENJA_04465, AENJA_02683, AENJA_23779, AENJA_21243	AMPFI_22533
OG0000033	AENJA_14246	AMPFI_19944
OG0000033	AENJA_17955	AMPFI_04854
OG0000033	AENJA_10094	AMPFI_23484
OG0000033	AENJA_19957	AMPFI_05216
OG0000033	AENJA_02993	AMPFI_19595, AMPFI_18759
OG0000033	AENJA_13995, AENJA_12723, AENJA_12540	AMPFI_01844, AMPFI_20234
OG0000033	AENJA_25355	AMPFI_01742, AMPFI_17317
OG0000033	AENJA_13459	AMPFI_01780
OG0000034	AENJA_02790	AMPFI_19171
OG0000034	AENJA_21749	AMPFI_04753
OG0000034	AENJA_02791	AMPFI_00398
OG0000035	AENJA_01174	AMPFI_17275
OG0000035	AENJA_26793	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566
OG0000035	AENJA_22033	AMPFI_20705
OG0000035	AENJA_08825	AMPFI_13261
OG0000035	AENJA_12732	AMPFI_07620, AMPFI_08859, AMPFI_16822
OG0000035	AENJA_26037	AMPFI_12878
OG0000035	AENJA_21682	AMPFI_13349
OG0000035	AENJA_21683	AMPFI_11303
OG0000035	AENJA_03202, AENJA_17649, AENJA_15904	AMPFI_15071
OG0000035	AENJA_02191	AMPFI_24961
OG0000036	AENJA_26206, AENJA_19267, AENJA_16633	AMPFI_06932
OG0000036	AENJA_06167, AENJA_03477, AENJA_19964, AENJA_15639, AENJA_09986	AMPFI_06864
OG0000036	AENJA_15638, AENJA_15641, AENJA_15644	AMPFI_14775, AMPFI_19912
OG0000036	AENJA_21302	AMPFI_15407
OG0000036	AENJA_21301	AMPFI_19204, AMPFI_07474, AMPFI_19635, AMPFI_18831, AMPFI_22411
OG0000036	AENJA_09983	AMPFI_18710
OG0000037	AENJA_21842, AENJA_00885	AMPFI_10819, AMPFI_10818, AMPFI_01966
OG0000037	AENJA_06908, AENJA_02989	AMPFI_00972
OG0000037	AENJA_20944	AMPFI_11581
OG0000037	AENJA_05483, AENJA_06274	AMPFI_25668
OG0000038	AENJA_26313	AMPFI_17412, AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006, AMPFI_00855, AMPFI_03880
OG0000038	AENJA_16130	AMPFI_11821, AMPFI_12065, AMPFI_11482, AMPFI_17061
OG0000039	AENJA_10484, AENJA_20870, AENJA_17497	AMPFI_15658
OG0000039	AENJA_07945	AMPFI_14066
OG0000039	AENJA_26803, AENJA_05351	AMPFI_16323
OG0000039	AENJA_26786	AMPFI_01199
OG0000039	AENJA_20163	AMPFI_17373
OG0000039	AENJA_02471	AMPFI_17767
OG0000039	AENJA_07277	AMPFI_03724
OG0000040	AENJA_11361	AMPFI_02741
OG0000042	AENJA_12267, AENJA_02614, AENJA_01891	AMPFI_02915, AMPFI_12175, AMPFI_02664, AMPFI_15276
OG0000042	AENJA_24534, AENJA_24240, AENJA_05524, AENJA_01976, AENJA_07525, AENJA_11740	AMPFI_24137
OG0000042	AENJA_20216	AMPFI_01541
OG0000042	AENJA_13144, AENJA_17558	AMPFI_05668
OG0000042	AENJA_20398, AENJA_12656, AENJA_20397, AENJA_17012, AENJA_14068, AENJA_14062, AENJA_24879, AENJA_08407, AENJA_08404, AENJA_04593, AENJA_21349	AMPFI_19821
OG0000044	AENJA_12079	AMPFI_13059
OG0000044	AENJA_26664	AMPFI_02748
OG0000044	AENJA_23969	AMPFI_25440
OG0000044	AENJA_03123	AMPFI_22687, AMPFI_10992, AMPFI_03970, AMPFI_03703, AMPFI_04838
OG0000044	AENJA_25117	AMPFI_22026, AMPFI_08823, AMPFI_04139, AMPFI_21628, AMPFI_17647
OG0000044	AENJA_06141	AMPFI_18408
OG0000044	AENJA_06789	AMPFI_05987, AMPFI_21776
OG0000045	AENJA_04220, AENJA_24299	AMPFI_20949
OG0000045	AENJA_24504	AMPFI_25297
OG0000046	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759	AMPFI_02275, AMPFI_17068
OG0000046	AENJA_16259, AENJA_09014, AENJA_24111, AENJA_07378, AENJA_17464, AENJA_14643, AENJA_17407, AENJA_18744, AENJA_06489, AENJA_17691, AENJA_14608, AENJA_08340	AMPFI_00292
OG0000046	AENJA_18191	AMPFI_06092, AMPFI_02299
OG0000047	AENJA_20068	AMPFI_21621, AMPFI_03846
OG0000047	AENJA_18097	AMPFI_23515, AMPFI_25894
OG0000047	AENJA_25256	AMPFI_20140, AMPFI_20456
OG0000047	AENJA_10394, AENJA_14985, AENJA_05397	AMPFI_00531, AMPFI_17064
OG0000047	AENJA_06693	AMPFI_10945, AMPFI_22321
OG0000047	AENJA_04006, AENJA_04734	AMPFI_23759, AMPFI_01041
OG0000047	AENJA_02359, AENJA_22101	AMPFI_18136, AMPFI_01167
OG0000047	AENJA_17689	AMPFI_20742, AMPFI_00834, AMPFI_06583
OG0000047	AENJA_04944	AMPFI_10585, AMPFI_21811, AMPFI_24116, AMPFI_18776, AMPFI_21554, AMPFI_14155, AMPFI_00428, AMPFI_20724, AMPFI_10770, AMPFI_19448, AMPFI_02362, AMPFI_02423, AMPFI_25745, AMPFI_13185, AMPFI_23152, AMPFI_02140, AMPFI_04461, AMPFI_01089
OG0000047	AENJA_15285	AMPFI_22869, AMPFI_17407
OG0000047	AENJA_14228, AENJA_15629	AMPFI_15701, AMPFI_15786, AMPFI_14921
OG0000047	AENJA_01851	AMPFI_05600, AMPFI_04402, AMPFI_10874, AMPFI_23910
OG0000047	AENJA_19353	AMPFI_24933, AMPFI_04403, AMPFI_01040
OG0000047	AENJA_09237	AMPFI_23686
OG0000048	AENJA_11619	AMPFI_06745
OG0000048	AENJA_23226	AMPFI_01185
OG0000048	AENJA_21270	AMPFI_17027, AMPFI_21987, AMPFI_06139
OG0000048	AENJA_09360	AMPFI_22758
OG0000048	AENJA_16735	AMPFI_10591
OG0000048	AENJA_16736	AMPFI_13556
OG0000048	AENJA_25506	AMPFI_08767
OG0000049	AENJA_24580	AMPFI_09959
OG0000049	AENJA_11158	AMPFI_25468, AMPFI_22815
OG0000049	AENJA_02953, AENJA_07586	AMPFI_21732
OG0000049	AENJA_17680	AMPFI_05869
OG0000050	AENJA_03200, AENJA_25472, AENJA_19123, AENJA_10961	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942
OG0000050	AENJA_09597, AENJA_17561	AMPFI_15208
OG0000050	AENJA_06100, AENJA_07442, AENJA_06078, AENJA_06097	AMPFI_12802
OG0000051	AENJA_15112	AMPFI_06837
OG0000051	AENJA_18491	AMPFI_12251, AMPFI_06956
OG0000051	AENJA_24250	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599
OG0000052	AENJA_07437	AMPFI_06573, AMPFI_21766, AMPFI_02333, AMPFI_17383, AMPFI_21399, AMPFI_24133
OG0000052	AENJA_20254	AMPFI_03740
OG0000052	AENJA_03531, AENJA_00839, AENJA_20468, AENJA_18067	AMPFI_09055, AMPFI_22969, AMPFI_16643, AMPFI_18443, AMPFI_21368
OG0000052	AENJA_02638	AMPFI_24630
OG0000052	AENJA_11489, AENJA_25939	AMPFI_12754
OG0000052	AENJA_25043	AMPFI_13833, AMPFI_12690, AMPFI_19427
OG0000052	AENJA_26054, AENJA_00223	AMPFI_04582, AMPFI_02325
OG0000052	AENJA_03349, AENJA_13979	AMPFI_13707, AMPFI_14605, AMPFI_11434
OG0000053	AENJA_09568	AMPFI_17492
OG0000053	AENJA_04227, AENJA_07517	AMPFI_03971, AMPFI_14513
OG0000053	AENJA_07516	AMPFI_05985
OG0000053	AENJA_06824, AENJA_02299, AENJA_15417	AMPFI_01417, AMPFI_13891
OG0000053	AENJA_26082	AMPFI_18591
OG0000053	AENJA_25816, AENJA_09489	AMPFI_24389, AMPFI_03879
OG0000054	AENJA_06676, AENJA_23371	AMPFI_10274
OG0000056	AENJA_20268	AMPFI_10015
OG0000056	AENJA_14653	AMPFI_21387
OG0000056	AENJA_19769, AENJA_19772, AENJA_25728	AMPFI_13952, AMPFI_00302
OG0000057	AENJA_05247, AENJA_22751, AENJA_20208, AENJA_16752, AENJA_23652	AMPFI_01580, AMPFI_02256
OG0000057	AENJA_11025	AMPFI_22187, AMPFI_02601, AMPFI_04153, AMPFI_22527
OG0000057	AENJA_13773	AMPFI_23737
OG0000058	AENJA_23345	AMPFI_18481
OG0000058	AENJA_10634	AMPFI_05634
OG0000059	AENJA_20505, AENJA_00656	AMPFI_05376, AMPFI_04204, AMPFI_22805
OG0000059	AENJA_09821, AENJA_10475	AMPFI_10609
OG0000060	AENJA_17233	AMPFI_23758
OG0000060	AENJA_00816	AMPFI_20631
OG0000060	AENJA_19748	AMPFI_19643
OG0000060	AENJA_06413	AMPFI_25991, AMPFI_02716
OG0000062	AENJA_11363	AMPFI_15564, AMPFI_21603
OG0000062	AENJA_09642	AMPFI_06193
OG0000062	AENJA_08106, AENJA_05257, AENJA_04997, AENJA_21915, AENJA_04995	AMPFI_05434
OG0000062	AENJA_11364	AMPFI_22135
OG0000062	AENJA_03699	AMPFI_05111, AMPFI_02667
OG0000063	AENJA_03789	AMPFI_21664
