Orthogroup	AENJA_ok	STRPU_ok
OG0000005	AENJA_26322, AENJA_26127, AENJA_12569, AENJA_08345	STRPU_06288, STRPU_06333
OG0000005	AENJA_02291, AENJA_00056, AENJA_09464	STRPU_02665, STRPU_01699
OG0000006	AENJA_22158	STRPU_04777
OG0000006	AENJA_13126	STRPU_05111, STRPU_05037
OG0000006	AENJA_02691	STRPU_06684
OG0000006	AENJA_20911	STRPU_19989
OG0000006	AENJA_07226	STRPU_12594, STRPU_12593
OG0000006	AENJA_22522	STRPU_20521
OG0000006	AENJA_09814	STRPU_09165, STRPU_02127
OG0000006	AENJA_09813	STRPU_09164
OG0000006	AENJA_00662	STRPU_27184, STRPU_27203
OG0000006	AENJA_07549	STRPU_07314
OG0000006	AENJA_18450	STRPU_04454, STRPU_04403, STRPU_04401
OG0000006	AENJA_01590	STRPU_21069
OG0000006	AENJA_09210	STRPU_21071
OG0000006	AENJA_15474	STRPU_14340
OG0000007	AENJA_18325	STRPU_25459
OG0000007	AENJA_18163	STRPU_26581
OG0000007	AENJA_00810	STRPU_21427
OG0000007	AENJA_25020	STRPU_18763
OG0000007	AENJA_23908	STRPU_09815
OG0000007	AENJA_19234	STRPU_10770
OG0000007	AENJA_18326	STRPU_25460
OG0000007	AENJA_18328	STRPU_25458
OG0000007	AENJA_11851	STRPU_08156, STRPU_08157
OG0000007	AENJA_09687	STRPU_16477
OG0000007	AENJA_07358	STRPU_21790
OG0000007	AENJA_11277	STRPU_08442
OG0000007	AENJA_22886	STRPU_08417
OG0000007	AENJA_20902	STRPU_12872
OG0000007	AENJA_16981	STRPU_10590
OG0000007	AENJA_26507	STRPU_21559
OG0000008	AENJA_24738, AENJA_04336, AENJA_08081, AENJA_21611, AENJA_18286, AENJA_19574, AENJA_03105	STRPU_08296
OG0000008	AENJA_21542	STRPU_13280
OG0000008	AENJA_21421, AENJA_04271	STRPU_13930, STRPU_13915
OG0000008	AENJA_00959	STRPU_23377, STRPU_23376
OG0000009	AENJA_03345	STRPU_17808
OG0000009	AENJA_00113, AENJA_11818	STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484
OG0000009	AENJA_00671	STRPU_17807
OG0000009	AENJA_15566	STRPU_03684
OG0000009	AENJA_12983	STRPU_15654, STRPU_26439, STRPU_09847, STRPU_13357, STRPU_23871, STRPU_21906, STRPU_16904, STRPU_04743, STRPU_04269, STRPU_14755
OG0000009	AENJA_26356, AENJA_04329	STRPU_09185
OG0000009	AENJA_24005, AENJA_00782	STRPU_21731, STRPU_03775
OG0000009	AENJA_09863, AENJA_04684, AENJA_26490, AENJA_11530	STRPU_11405, STRPU_18563, STRPU_19504, STRPU_03685
OG0000009	AENJA_22062	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519
OG0000009	AENJA_12021, AENJA_05571	STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968
OG0000009	AENJA_12773	STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125
OG0000010	AENJA_14735	STRPU_04522
OG0000010	AENJA_06639	STRPU_11420, STRPU_01204, STRPU_19975
OG0000010	AENJA_15586, AENJA_16004, AENJA_09141	STRPU_08974, STRPU_08975
OG0000011	AENJA_08607, AENJA_10319	STRPU_20881
OG0000011	AENJA_02877, AENJA_17352	STRPU_03188, STRPU_03644, STRPU_13118, STRPU_15611, STRPU_01277, STRPU_02577
OG0000011	AENJA_17241, AENJA_22685, AENJA_26020	STRPU_20280, STRPU_12367
OG0000011	AENJA_21547	STRPU_03079
OG0000011	AENJA_23691	STRPU_16724
OG0000011	AENJA_24664	STRPU_10303
OG0000011	AENJA_26050	STRPU_09042
OG0000012	AENJA_21729, AENJA_07862, AENJA_07861	STRPU_06380
OG0000012	AENJA_02014	STRPU_06825
OG0000012	AENJA_22984, AENJA_22983	STRPU_22431, STRPU_22027, STRPU_22206, STRPU_22210, STRPU_22209, STRPU_22208, STRPU_22207, STRPU_22205, STRPU_20138, STRPU_23286, STRPU_22216, STRPU_22214, STRPU_22215, STRPU_22212, STRPU_22213, STRPU_22211
OG0000012	AENJA_06607	STRPU_22218
OG0000012	AENJA_02869	STRPU_23513
OG0000013	AENJA_11516	STRPU_05609
OG0000014	AENJA_09518, AENJA_09012	STRPU_08197, STRPU_03932
OG0000014	AENJA_17358	STRPU_20412, STRPU_20806, STRPU_06096
OG0000014	AENJA_12276, AENJA_23299	STRPU_12767, STRPU_02355
OG0000014	AENJA_25536	STRPU_17754, STRPU_17755
OG0000015	AENJA_25011	STRPU_27331
OG0000015	AENJA_19636	STRPU_05546, STRPU_05605
OG0000015	AENJA_18653	STRPU_05547, STRPU_05606
OG0000015	AENJA_17614	STRPU_21905
OG0000016	AENJA_04814, AENJA_14549	STRPU_06927, STRPU_06051
OG0000016	AENJA_07664	STRPU_06086, STRPU_06084, STRPU_06503, STRPU_06525, STRPU_06574, STRPU_06085, STRPU_06200, STRPU_06221
OG0000016	AENJA_15459	STRPU_06909
OG0000016	AENJA_26670	STRPU_06872
OG0000016	AENJA_11513	STRPU_09277
OG0000016	AENJA_26671, AENJA_26677	STRPU_19934, STRPU_02593, STRPU_06663, STRPU_23484
OG0000016	AENJA_21813, AENJA_16651	STRPU_06664, STRPU_06873, STRPU_06665
OG0000016	AENJA_02781	STRPU_21110
OG0000016	AENJA_03282, AENJA_18791, AENJA_08816, AENJA_02864	STRPU_22684, STRPU_23485, STRPU_23482, STRPU_23488, STRPU_23483, STRPU_23481, STRPU_23477, STRPU_23478, STRPU_22637
OG0000017	AENJA_05535, AENJA_05683, AENJA_04765, AENJA_17536, AENJA_11492	STRPU_00117
OG0000017	AENJA_25974, AENJA_24207, AENJA_07794, AENJA_19441, AENJA_07002, AENJA_08981, AENJA_06457, AENJA_13473, AENJA_19348, AENJA_18559	STRPU_22860, STRPU_02715, STRPU_12424
OG0000017	AENJA_12426, AENJA_00338	STRPU_24604
OG0000017	AENJA_00793	STRPU_14085
OG0000017	AENJA_05284, AENJA_20820, AENJA_23397	STRPU_02089
OG0000017	AENJA_00442	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782, STRPU_07242, STRPU_06186
OG0000017	AENJA_07451	STRPU_17566
OG0000017	AENJA_13274	STRPU_08979, STRPU_00926
OG0000017	AENJA_04888, AENJA_03290	STRPU_00092, STRPU_08117
OG0000017	AENJA_12775, AENJA_13083, AENJA_06685, AENJA_01563	STRPU_09345, STRPU_15645, STRPU_16606
OG0000017	AENJA_10043	STRPU_04020, STRPU_04133
OG0000017	AENJA_24972, AENJA_04067, AENJA_13186, AENJA_06087, AENJA_19243, AENJA_04308, AENJA_04362	STRPU_03568
OG0000019	AENJA_02273	STRPU_18936
OG0000019	AENJA_17715, AENJA_26470, AENJA_26324, AENJA_09204	STRPU_05531, STRPU_05528, STRPU_05592
OG0000019	AENJA_24818	STRPU_23414, STRPU_01023
OG0000020	AENJA_21688, AENJA_05309	STRPU_13949
OG0000020	AENJA_15791	STRPU_20580
OG0000020	AENJA_12903	STRPU_19028, STRPU_00464
OG0000020	AENJA_09502	STRPU_22748, STRPU_01903
OG0000020	AENJA_16747	STRPU_06549
OG0000020	AENJA_14074	STRPU_25741
OG0000020	AENJA_08287	STRPU_22929
OG0000020	AENJA_18052	STRPU_07115
OG0000020	AENJA_23718	STRPU_26678
OG0000020	AENJA_15954	STRPU_22232
OG0000020	AENJA_16929	STRPU_19861, STRPU_19888
OG0000020	AENJA_04727	STRPU_05007
OG0000020	AENJA_10912	STRPU_11453
OG0000020	AENJA_11444	STRPU_04309, STRPU_04336
OG0000020	AENJA_07947	STRPU_13832
OG0000020	AENJA_14659	STRPU_05521
OG0000020	AENJA_12495	STRPU_21977
OG0000020	AENJA_25422	STRPU_05676
OG0000021	AENJA_21621, AENJA_21623	STRPU_22366, STRPU_22365
OG0000021	AENJA_14639	STRPU_23367
OG0000021	AENJA_26606, AENJA_10786	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572
OG0000021	AENJA_16593	STRPU_25829
OG0000021	AENJA_24950	STRPU_02205, STRPU_15603
OG0000021	AENJA_19175	STRPU_02212, STRPU_15595
OG0000021	AENJA_25124	STRPU_05427
OG0000021	AENJA_15672, AENJA_17125	STRPU_18709
OG0000021	AENJA_10523	STRPU_19932, STRPU_02595
OG0000021	AENJA_01732, AENJA_19095, AENJA_24409, AENJA_17711	STRPU_05298, STRPU_05227
OG0000023	AENJA_06341	STRPU_09714, STRPU_09758
OG0000023	AENJA_11618, AENJA_11620, AENJA_11621	STRPU_05490
OG0000023	AENJA_22520, AENJA_19106	STRPU_14357
OG0000023	AENJA_11920	STRPU_14358
OG0000023	AENJA_26230	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990
OG0000023	AENJA_07520, AENJA_17438	STRPU_15044
OG0000023	AENJA_19908	STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563
OG0000023	AENJA_03895	STRPU_20382, STRPU_04831, STRPU_00750, STRPU_00747, STRPU_00749, STRPU_00748
OG0000024	AENJA_18079, AENJA_19870, AENJA_09423	STRPU_07747
OG0000024	AENJA_18078	STRPU_19357
OG0000024	AENJA_02356	STRPU_06674, STRPU_07186, STRPU_02857
OG0000024	AENJA_18080	STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193
OG0000024	AENJA_18095, AENJA_12767	STRPU_01267
OG0000024	AENJA_02712	STRPU_16831
OG0000025	AENJA_16194, AENJA_12427, AENJA_26584, AENJA_11195	STRPU_09349
OG0000025	AENJA_09551	STRPU_08707
OG0000026	AENJA_07099, AENJA_18950	STRPU_24999
OG0000026	AENJA_12006, AENJA_16045, AENJA_18652, AENJA_16032, AENJA_17356, AENJA_20833, AENJA_17360, AENJA_18651	STRPU_03983, STRPU_03985, STRPU_03980, STRPU_03984, STRPU_15016, STRPU_14051, STRPU_15142, STRPU_15012, STRPU_15019, STRPU_15022, STRPU_15024, STRPU_00872, STRPU_00871, STRPU_14049, STRPU_14036, STRPU_14032, STRPU_15323, STRPU_26875, STRPU_08379, STRPU_15370, STRPU_15368
OG0000026	AENJA_10129	STRPU_10195
OG0000026	AENJA_04353, AENJA_08594, AENJA_10003	STRPU_05748
OG0000027	AENJA_03490, AENJA_19914, AENJA_19915, AENJA_18849	STRPU_02455
OG0000027	AENJA_05706, AENJA_05707	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283, STRPU_19609, STRPU_19529, STRPU_19530, STRPU_20300, STRPU_22112, STRPU_22111, STRPU_18177, STRPU_18176, STRPU_18178, STRPU_13457, STRPU_13538
OG0000028	AENJA_03335, AENJA_05182, AENJA_05184, AENJA_05181	STRPU_14662, STRPU_14664
OG0000028	AENJA_25112	STRPU_14327
OG0000028	AENJA_02274	STRPU_27006
OG0000028	AENJA_15999	STRPU_14468, STRPU_14467
OG0000028	AENJA_25121	STRPU_14326
OG0000028	AENJA_19954	STRPU_10620
OG0000029	AENJA_10650	STRPU_25978
OG0000029	AENJA_26395	STRPU_01827, STRPU_19313
OG0000029	AENJA_05610	STRPU_22529, STRPU_02628
OG0000029	AENJA_05280	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097, STRPU_15299, STRPU_05507, STRPU_15311, STRPU_09913, STRPU_25618, STRPU_13518, STRPU_27237, STRPU_27236, STRPU_27234, STRPU_27235, STRPU_11822, STRPU_11823, STRPU_18505, STRPU_20934, STRPU_20927, STRPU_10511, STRPU_10512, STRPU_00236
OG0000030	AENJA_17283	STRPU_23383
OG0000030	AENJA_24351, AENJA_12274	STRPU_18729, STRPU_18720
OG0000030	AENJA_21030	STRPU_08641, STRPU_01462, STRPU_08711
OG0000030	AENJA_05226	STRPU_19039
OG0000031	AENJA_09856	STRPU_24640
OG0000031	AENJA_09858	STRPU_24955
OG0000031	AENJA_20966	STRPU_24636
OG0000031	AENJA_08759	STRPU_27330
OG0000031	AENJA_10722	STRPU_08004
OG0000031	AENJA_05740	STRPU_05537, STRPU_05597
OG0000031	AENJA_14258, AENJA_15917, AENJA_14260	STRPU_18994
OG0000031	AENJA_15028	STRPU_24676
OG0000032	AENJA_15565	STRPU_07046, STRPU_00037
OG0000032	AENJA_15445, AENJA_10949	STRPU_21234, STRPU_24774, STRPU_24776
OG0000032	AENJA_16462, AENJA_19113, AENJA_19112	STRPU_02932
OG0000032	AENJA_01667, AENJA_01332	STRPU_12458
OG0000032	AENJA_12718	STRPU_24275
OG0000032	AENJA_12280, AENJA_12491	STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336
OG0000032	AENJA_06513	STRPU_24673, STRPU_24979, STRPU_24342, STRPU_10902, STRPU_10903, STRPU_08795, STRPU_24343
OG0000033	AENJA_04460, AENJA_10095	STRPU_26620
OG0000033	AENJA_18564, AENJA_02327	STRPU_15689
OG0000033	AENJA_13273, AENJA_09980, AENJA_09621, AENJA_14944	STRPU_14417
OG0000033	AENJA_02801	STRPU_22584
OG0000033	AENJA_19957, AENJA_21447, AENJA_04314	STRPU_03796, STRPU_03613, STRPU_12671, STRPU_12047
OG0000033	AENJA_02993	STRPU_02311, STRPU_18113
OG0000033	AENJA_12723, AENJA_12540	STRPU_25841, STRPU_03301
OG0000034	AENJA_21749	STRPU_15245, STRPU_15189
OG0000034	AENJA_26717	STRPU_11798
OG0000034	AENJA_02791	STRPU_11930, STRPU_11885
OG0000034	AENJA_23686	STRPU_27315
OG0000034	AENJA_13785	STRPU_11793
OG0000034	AENJA_15701	STRPU_04070
OG0000034	AENJA_24919	STRPU_19458
OG0000034	AENJA_16616	STRPU_12141, STRPU_12106
OG0000035	AENJA_01174	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194
OG0000035	AENJA_26793	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032
OG0000035	AENJA_22033	STRPU_27002
OG0000035	AENJA_08825	STRPU_13051
OG0000035	AENJA_12732	STRPU_12705, STRPU_12704
OG0000035	AENJA_12364	STRPU_12998
OG0000035	AENJA_26037	STRPU_12553
OG0000035	AENJA_21682	STRPU_12554
OG0000035	AENJA_21683	STRPU_12700
OG0000036	AENJA_22120	STRPU_26319
OG0000036	AENJA_22191	STRPU_09906
OG0000036	AENJA_22190	STRPU_26130
OG0000036	AENJA_16633	STRPU_09907
OG0000036	AENJA_21299, AENJA_21302	STRPU_26325, STRPU_26324
OG0000036	AENJA_21301	STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724
OG0000037	AENJA_19141	STRPU_21189, STRPU_21188
OG0000037	AENJA_06908, AENJA_02989	STRPU_20688
OG0000037	AENJA_17768	STRPU_21621
OG0000037	AENJA_10696	STRPU_21620
OG0000037	AENJA_05483, AENJA_06274	STRPU_20762
OG0000037	AENJA_13632	STRPU_24785
OG0000037	AENJA_22610	STRPU_10295, STRPU_10296, STRPU_10297
OG0000038	AENJA_09925	STRPU_04485
OG0000038	AENJA_05691	STRPU_18085, STRPU_01774, STRPU_18078, STRPU_18077, STRPU_18081, STRPU_01769, STRPU_18084, STRPU_01773, STRPU_01768, STRPU_18080, STRPU_06238, STRPU_18079, STRPU_01767, STRPU_18082, STRPU_01770
OG0000038	AENJA_26313	STRPU_17414, STRPU_17415
OG0000038	AENJA_05693	STRPU_18083, STRPU_01772, STRPU_18683, STRPU_01771
OG0000038	AENJA_05700	STRPU_17101, STRPU_17116
OG0000038	AENJA_05701	STRPU_17312
OG0000039	AENJA_17497	STRPU_05101, STRPU_05100, STRPU_05180
OG0000039	AENJA_26786	STRPU_21027
OG0000039	AENJA_20163	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246
OG0000039	AENJA_02471	STRPU_16658, STRPU_15546, STRPU_15547, STRPU_20012, STRPU_20010
OG0000040	AENJA_11361	STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238
OG0000041	AENJA_08471	STRPU_12828
OG0000041	AENJA_24560	STRPU_13000
OG0000042	AENJA_12267, AENJA_02614, AENJA_01891	STRPU_19876, STRPU_08611, STRPU_19901
OG0000042	AENJA_24534, AENJA_24240, AENJA_05524, AENJA_01976, AENJA_07525, AENJA_11740	STRPU_20174, STRPU_18725, STRPU_18738, STRPU_18723, STRPU_20315, STRPU_20276, STRPU_19952, STRPU_13883, STRPU_13882, STRPU_18118, STRPU_13875, STRPU_07693, STRPU_13867, STRPU_02316, STRPU_13869
OG0000044	AENJA_12079	STRPU_09802
OG0000044	AENJA_26664	STRPU_04938
OG0000044	AENJA_23969	STRPU_10710
OG0000044	AENJA_24602	STRPU_00051
OG0000044	AENJA_06141	STRPU_21629
OG0000045	AENJA_04220, AENJA_24299	STRPU_16212, STRPU_16247, STRPU_16854, STRPU_16858
OG0000045	AENJA_24300	STRPU_16875, STRPU_16216
OG0000045	AENJA_13211	STRPU_16873, STRPU_16217, STRPU_16249, STRPU_16215
OG0000045	AENJA_18923, AENJA_18166, AENJA_08775	STRPU_27177, STRPU_27196, STRPU_27353, STRPU_27354, STRPU_26421, STRPU_26525, STRPU_26526, STRPU_26527, STRPU_26523, STRPU_26524, STRPU_00475, STRPU_00476, STRPU_19020, STRPU_00474
OG0000045	AENJA_24504	STRPU_00473
OG0000045	AENJA_09131	STRPU_26605
OG0000045	AENJA_11592	STRPU_16861, STRPU_16872
OG0000046	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759	STRPU_24167, STRPU_08327, STRPU_08328
OG0000046	AENJA_13407, AENJA_01687, AENJA_01592, AENJA_15828	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399
OG0000047	AENJA_20068	STRPU_00263, STRPU_17034
OG0000047	AENJA_02359, AENJA_22101	STRPU_07874, STRPU_00254
OG0000047	AENJA_17689	STRPU_08292, STRPU_03057, STRPU_19739, STRPU_08816
OG0000047	AENJA_04944	STRPU_09198, STRPU_10722
OG0000047	AENJA_14228, AENJA_15629	STRPU_24560
OG0000048	AENJA_11619	STRPU_15458
OG0000048	AENJA_23226	STRPU_09674
OG0000048	AENJA_21713	STRPU_06729, STRPU_06730, STRPU_06385
OG0000048	AENJA_09360	STRPU_20602
OG0000048	AENJA_16735	STRPU_20482
OG0000048	AENJA_25506	STRPU_26191
OG0000049	AENJA_20702	STRPU_17072
OG0000049	AENJA_25756	STRPU_23537
OG0000049	AENJA_10359	STRPU_23534
OG0000049	AENJA_24984, AENJA_12834	STRPU_01801, STRPU_17036
OG0000049	AENJA_24580	STRPU_17685
OG0000049	AENJA_11158	STRPU_17686
OG0000049	AENJA_02953, AENJA_07586	STRPU_06696
OG0000049	AENJA_26413	STRPU_17073
OG0000049	AENJA_17680	STRPU_04345
OG0000050	AENJA_04055, AENJA_09800, AENJA_19193	STRPU_06209, STRPU_11559, STRPU_20985, STRPU_20001, STRPU_23015, STRPU_00753, STRPU_03815
OG0000050	AENJA_03200, AENJA_25472, AENJA_19123, AENJA_10961, AENJA_09597, AENJA_17561, AENJA_19763, AENJA_24932, AENJA_01528, AENJA_02355, AENJA_00087	STRPU_10411
OG0000050	AENJA_04583	STRPU_16312
OG0000051	AENJA_15112	STRPU_27246
OG0000051	AENJA_18491, AENJA_12662	STRPU_04087, STRPU_04086, STRPU_04085, STRPU_04081, STRPU_04082, STRPU_04844, STRPU_04845, STRPU_04838, STRPU_04842, STRPU_04843, STRPU_04683, STRPU_04684, STRPU_08146, STRPU_04384, STRPU_04388, STRPU_04386, STRPU_04385, STRPU_11426, STRPU_04634, STRPU_04664
OG0000051	AENJA_24250	STRPU_17901, STRPU_17577, STRPU_17576, STRPU_17547, STRPU_17574, STRPU_17579, STRPU_17578, STRPU_17575, STRPU_02970, STRPU_16946
OG0000052	AENJA_07437, AENJA_03439, AENJA_08145	STRPU_00276, STRPU_03183
OG0000052	AENJA_09495, AENJA_02638, AENJA_11489, AENJA_25939, AENJA_25043, AENJA_26054, AENJA_00223, AENJA_03349, AENJA_13979	STRPU_16462, STRPU_09642, STRPU_12463, STRPU_09640, STRPU_09643, STRPU_15631, STRPU_23975, STRPU_23951, STRPU_09641, STRPU_12462, STRPU_10210, STRPU_06254, STRPU_06255, STRPU_05990, STRPU_18874
OG0000053	AENJA_14744	STRPU_09915
OG0000053	AENJA_09568	STRPU_10261
OG0000053	AENJA_04227, AENJA_07517, AENJA_07516	STRPU_21567
OG0000053	AENJA_26082	STRPU_23430, STRPU_01006, STRPU_14042, STRPU_09726, STRPU_09769, STRPU_12831, STRPU_06744, STRPU_06743, STRPU_06746, STRPU_06745, STRPU_09255, STRPU_18743, STRPU_18742, STRPU_18741, STRPU_25321, STRPU_23287, STRPU_09631, STRPU_06742, STRPU_02470, STRPU_13595
OG0000053	AENJA_25816, AENJA_09489	STRPU_10255, STRPU_10254, STRPU_10269, STRPU_09818, STRPU_10259
OG0000054	AENJA_06676, AENJA_23371	STRPU_04629, STRPU_04651, STRPU_21552, STRPU_04633, STRPU_04661, STRPU_04884, STRPU_04631, STRPU_04653
OG0000055	AENJA_19390, AENJA_19388, AENJA_19387	STRPU_20957, STRPU_01318, STRPU_11632
OG0000056	AENJA_20111	STRPU_26180
OG0000056	AENJA_20268	STRPU_19327
