Orthogroup	AENJA_ok	BRAFL
OG0000004	AENJA_18812, AENJA_09022, AENJA_05320	bflo_04032
OG0000004	AENJA_08909	bflo_07952, bflo_07948, bflo_07951
OG0000005	AENJA_17910, AENJA_16714, AENJA_24985	bflo_16145, bflo_16762, bflo_16144, bflo_15993, bflo_16755, bflo_04838, bflo_00488, bflo_17720, bflo_17905, bflo_09935, bflo_16770
OG0000005	AENJA_12565	bflo_13407
OG0000006	AENJA_18510	bflo_06221
OG0000006	AENJA_22158	bflo_07660
OG0000006	AENJA_13126	bflo_14856, bflo_15258
OG0000006	AENJA_02691	bflo_22120
OG0000006	AENJA_20911	bflo_16305
OG0000006	AENJA_07226	bflo_10066, bflo_10065
OG0000006	AENJA_22522	bflo_12576
OG0000006	AENJA_09814	bflo_23572
OG0000006	AENJA_09813	bflo_23665, bflo_23603
OG0000006	AENJA_00662	bflo_06220
OG0000006	AENJA_07549, AENJA_15373	bflo_08237
OG0000006	AENJA_18450	bflo_08431
OG0000006	AENJA_01590	bflo_22598
OG0000006	AENJA_09210	bflo_15412
OG0000006	AENJA_15474	bflo_10980
OG0000007	AENJA_18325	bflo_13266
OG0000007	AENJA_18163	bflo_05651
OG0000007	AENJA_00810	bflo_16444, bflo_15598
OG0000007	AENJA_25020	bflo_25603
OG0000007	AENJA_23908	bflo_10207
OG0000007	AENJA_19234	bflo_23632
OG0000007	AENJA_18326	bflo_13761
OG0000007	AENJA_06479, AENJA_16018	bflo_13742
OG0000007	AENJA_18328	bflo_13084
OG0000007	AENJA_07512	bflo_00716
OG0000007	AENJA_11851	bflo_16800
OG0000007	AENJA_09687	bflo_12369, bflo_21087
OG0000007	AENJA_07358	bflo_23309
OG0000007	AENJA_11277	bflo_23091
OG0000007	AENJA_22886	bflo_23283
OG0000007	AENJA_20902	bflo_09771
OG0000007	AENJA_16981	bflo_24497
OG0000007	AENJA_26507	bflo_11392
OG0000008	AENJA_15934, AENJA_26738	bflo_25964, bflo_01367, bflo_00741, bflo_24920
OG0000008	AENJA_24738, AENJA_04336, AENJA_08081, AENJA_21611, AENJA_18286, AENJA_19574, AENJA_03105	bflo_09106, bflo_19282
OG0000008	AENJA_01158	bflo_14409
OG0000008	AENJA_21421, AENJA_04271	bflo_17089
OG0000008	AENJA_00959	bflo_12140
OG0000009	AENJA_09256	bflo_13658
OG0000009	AENJA_24005, AENJA_00782	bflo_22837, bflo_19871, bflo_04807, bflo_11131, bflo_22838, bflo_04755
OG0000009	AENJA_19291, AENJA_12021, AENJA_05571, AENJA_12773	bflo_25982
OG0000009	AENJA_11504	bflo_13010
OG0000010	AENJA_15586	bflo_05472
OG0000010	AENJA_04234	bflo_08393, bflo_07884, bflo_12780, bflo_08406
OG0000011	AENJA_10554, AENJA_20178, AENJA_19192, AENJA_02877, AENJA_17352, AENJA_20291, AENJA_06516, AENJA_22650, AENJA_14414	bflo_20761, bflo_05867
OG0000011	AENJA_22850	bflo_04324, bflo_26561, bflo_24248, bflo_06820
OG0000011	AENJA_26050	bflo_27088, bflo_03175
OG0000012	AENJA_21729, AENJA_07862, AENJA_07861, AENJA_02014	bflo_21286, bflo_18299, bflo_13503, bflo_03860, bflo_20457, bflo_22922, bflo_23585, bflo_22923, bflo_21880, bflo_18018, bflo_03629, bflo_05980, bflo_05981, bflo_05336, bflo_21370
OG0000012	AENJA_02869	bflo_14731, bflo_13607, bflo_24594
OG0000013	AENJA_14640	bflo_12936
OG0000014	AENJA_12276, AENJA_23299	bflo_01206, bflo_05905
OG0000014	AENJA_25536	bflo_04326, bflo_04339, bflo_04331
OG0000015	AENJA_19636	bflo_14872
OG0000015	AENJA_18653	bflo_14874
OG0000015	AENJA_17614	bflo_24142, bflo_23928
OG0000015	AENJA_19630	bflo_13822, bflo_22604, bflo_21321, bflo_22116, bflo_21512, bflo_22110, bflo_22066, bflo_22701
OG0000016	AENJA_11513	bflo_22718, bflo_13606, bflo_23097, bflo_23092
OG0000016	AENJA_21813, AENJA_16651	bflo_22486, bflo_01469, bflo_09907, bflo_10149, bflo_21276
OG0000016	AENJA_02781	bflo_12769
OG0000016	AENJA_03282, AENJA_18791, AENJA_08816, AENJA_02864	bflo_20387
OG0000019	AENJA_03417, AENJA_02272, AENJA_02277	bflo_24292
OG0000019	AENJA_02273	bflo_10160, bflo_26497, bflo_00628
OG0000019	AENJA_16475, AENJA_12690, AENJA_12693	bflo_06284
OG0000019	AENJA_24818, AENJA_20016	bflo_26518, bflo_26519, bflo_04870
OG0000019	AENJA_14332, AENJA_12746, AENJA_14337, AENJA_14334, AENJA_14338	bflo_15319, bflo_14638, bflo_14407, bflo_14408, bflo_21582, bflo_05781, bflo_06551, bflo_06786, bflo_05478, bflo_06552, bflo_02039, bflo_04152, bflo_18281, bflo_02884, bflo_17342, bflo_17343, bflo_02918, bflo_02876, bflo_25580, bflo_02890, bflo_06715, bflo_06719, bflo_02868, bflo_04218, bflo_15434, bflo_14556
OG0000020	AENJA_21688, AENJA_05309	bflo_19465
OG0000020	AENJA_02593, AENJA_02596	bflo_19726
OG0000020	AENJA_15791	bflo_17473, bflo_27211
OG0000020	AENJA_12903	bflo_24908
OG0000020	AENJA_09502	bflo_12267
OG0000020	AENJA_23718, AENJA_02408	bflo_24384, bflo_16833, bflo_26236, bflo_20748, bflo_09699, bflo_21336, bflo_13053, bflo_12684, bflo_25143, bflo_24001, bflo_22065, bflo_14513
OG0000020	AENJA_17847	bflo_23109
OG0000020	AENJA_15954	bflo_01292
OG0000020	AENJA_16929	bflo_16368
OG0000020	AENJA_04727	bflo_14118
OG0000020	AENJA_11444	bflo_07448
OG0000020	AENJA_07947	bflo_18684
OG0000020	AENJA_14659	bflo_14450
OG0000020	AENJA_12495	bflo_00687
OG0000020	AENJA_25422	bflo_14415
OG0000021	AENJA_14639	bflo_11723
OG0000021	AENJA_26606, AENJA_10786	bflo_07173
OG0000021	AENJA_16593	bflo_12821
OG0000021	AENJA_24950	bflo_20935
OG0000021	AENJA_19175	bflo_20505, bflo_09681
OG0000021	AENJA_24226, AENJA_26459, AENJA_15672, AENJA_17125, AENJA_13315, AENJA_06809, AENJA_17731, AENJA_05163, AENJA_10523, AENJA_13306, AENJA_20227	bflo_27402, bflo_22537, bflo_22539, bflo_22305
OG0000021	AENJA_01732, AENJA_19095, AENJA_24409, AENJA_17711	bflo_14957, bflo_14617, bflo_14568
OG0000023	AENJA_06341	bflo_10816, bflo_10061
OG0000023	AENJA_11919, AENJA_06566, AENJA_06565, AENJA_12125, AENJA_11618, AENJA_11620, AENJA_11621, AENJA_22520, AENJA_19106, AENJA_11920	bflo_24815, bflo_00728, bflo_26486, bflo_18293, bflo_17225, bflo_17512, bflo_20456
OG0000023	AENJA_11914	bflo_03801, bflo_20063, bflo_12134, bflo_20667, bflo_16641, bflo_17014, bflo_22812
OG0000023	AENJA_26230	bflo_03971, bflo_03972, bflo_00874, bflo_06832, bflo_14042
OG0000023	AENJA_19909	bflo_10033, bflo_02724, bflo_02807
OG0000026	AENJA_22634, AENJA_08898, AENJA_15153, AENJA_22173	bflo_10397
OG0000026	AENJA_21657	bflo_26853, bflo_07376
OG0000026	AENJA_10129	bflo_06473
OG0000026	AENJA_23516	bflo_14607, bflo_03670, bflo_03671, bflo_14608, bflo_14866, bflo_15396, bflo_15364, bflo_15390, bflo_15388, bflo_15386, bflo_15381, bflo_09643, bflo_15362, bflo_08780
OG0000026	AENJA_04353, AENJA_08594, AENJA_10003	bflo_11370
OG0000027	AENJA_05706, AENJA_05707	bflo_13627, bflo_13309, bflo_13311, bflo_13310
OG0000028	AENJA_04861, AENJA_01184	bflo_14636, bflo_15358
OG0000028	AENJA_02610, AENJA_09622	bflo_07777, bflo_07412, bflo_07411, bflo_18326, bflo_07776, bflo_08264
OG0000028	AENJA_19954	bflo_01235, bflo_02042
OG0000029	AENJA_03155, AENJA_26378, AENJA_10650	bflo_00003
OG0000029	AENJA_26395	bflo_25831
OG0000029	AENJA_05610	bflo_00316, bflo_26576
OG0000030	AENJA_24351, AENJA_12274	bflo_25955
OG0000030	AENJA_21030	bflo_23616
OG0000030	AENJA_02005, AENJA_02015, AENJA_09694	bflo_21367
OG0000031	AENJA_09856	bflo_02624
OG0000031	AENJA_09858	bflo_02501
OG0000031	AENJA_20966	bflo_02849
OG0000031	AENJA_08759	bflo_06021, bflo_25562
OG0000031	AENJA_10722	bflo_06369
OG0000031	AENJA_02955	bflo_11397
OG0000031	AENJA_05740	bflo_15458
OG0000031	AENJA_15028	bflo_02405
OG0000032	AENJA_06514	bflo_12824, bflo_01429
OG0000032	AENJA_15565	bflo_08327, bflo_09713, bflo_08329, bflo_08426, bflo_01810, bflo_01811, bflo_01636
OG0000032	AENJA_24093	bflo_01514, bflo_01513, bflo_01634, bflo_01633
OG0000032	AENJA_12718, AENJA_12280, AENJA_12491	bflo_23561, bflo_23038, bflo_01635
OG0000032	AENJA_12283	bflo_08328, bflo_07783, bflo_19844, bflo_19585, bflo_19127, bflo_19062, bflo_19061, bflo_19371, bflo_18653, bflo_19388
OG0000032	AENJA_06513	bflo_01430
OG0000033	AENJA_04460, AENJA_10095	bflo_01352, bflo_03633
OG0000033	AENJA_15145	bflo_15322
OG0000033	AENJA_02993	bflo_22799
OG0000033	AENJA_13995, AENJA_12723, AENJA_12540	bflo_11964
OG0000034	AENJA_02790	bflo_20016
OG0000034	AENJA_21749	bflo_20326
OG0000034	AENJA_02791	bflo_03308, bflo_13145
OG0000034	AENJA_23686	bflo_05871
OG0000034	AENJA_13785	bflo_03310
OG0000034	AENJA_15701	bflo_08443
OG0000034	AENJA_24919	bflo_15884
OG0000034	AENJA_16616	bflo_03379
OG0000035	AENJA_01174	bflo_02157
OG0000035	AENJA_26793	bflo_10387, bflo_26954
OG0000035	AENJA_08825	bflo_10385
OG0000035	AENJA_12732	bflo_09462
OG0000035	AENJA_12364, AENJA_26037	bflo_09767, bflo_09277
OG0000035	AENJA_21683	bflo_10386
OG0000036	AENJA_22120, AENJA_22191, AENJA_22190	bflo_13764, bflo_12886, bflo_13765, bflo_13767, bflo_03188
OG0000036	AENJA_15638, AENJA_15641, AENJA_15644	bflo_08259, bflo_08260, bflo_16423, bflo_16325
OG0000036	AENJA_21299, AENJA_21302, AENJA_21301	bflo_12806, bflo_12805
OG0000037	AENJA_20944	bflo_18550, bflo_02879
OG0000037	AENJA_05483, AENJA_06274	bflo_10999
OG0000037	AENJA_13632	bflo_01342
OG0000037	AENJA_22611, AENJA_22610	bflo_10180
OG0000038	AENJA_09926, AENJA_09925	bflo_18833
OG0000038	AENJA_26313	bflo_16788
OG0000038	AENJA_16130	bflo_05210, bflo_10654
OG0000039	AENJA_20870	bflo_22047
OG0000039	AENJA_17497	bflo_25066, bflo_24169
OG0000039	AENJA_26786	bflo_06186
OG0000039	AENJA_20163	bflo_13135, bflo_00692, bflo_16063, bflo_05536, bflo_26754, bflo_26837, bflo_07279, bflo_07260, bflo_07251, bflo_26843, bflo_07252, bflo_25456, bflo_04828, bflo_25467, bflo_08429, bflo_04543, bflo_04541, bflo_25412
OG0000039	AENJA_02471	bflo_11811
OG0000039	AENJA_07277	bflo_15832
OG0000040	AENJA_11361	bflo_03642, bflo_03265, bflo_03263, bflo_03262, bflo_09253, bflo_09254, bflo_10559, bflo_12515, bflo_12514, bflo_21148, bflo_10618, bflo_07354, bflo_26520, bflo_13862, bflo_03226, bflo_18603, bflo_08965, bflo_03641, bflo_03272
OG0000041	AENJA_24560	bflo_09009, bflo_26911, bflo_03344, bflo_12945
OG0000041	AENJA_03404, AENJA_03405	bflo_05956
OG0000044	AENJA_12079	bflo_09762
OG0000044	AENJA_26664	bflo_14922
OG0000044	AENJA_24602	bflo_07748
OG0000044	AENJA_03123	bflo_21420, bflo_01236, bflo_12257
OG0000044	AENJA_06141	bflo_21687
OG0000044	AENJA_06789	bflo_07502, bflo_13320, bflo_10330
OG0000045	AENJA_09277	bflo_20899, bflo_17244
OG0000045	AENJA_04220, AENJA_24299	bflo_00610
OG0000045	AENJA_10338, AENJA_06988, AENJA_18923, AENJA_18166, AENJA_08775, AENJA_24135, AENJA_24507, AENJA_18165, AENJA_24504, AENJA_24136, AENJA_24130	bflo_01071
OG0000045	AENJA_09131	bflo_05500, bflo_05502
OG0000045	AENJA_11592	bflo_06682, bflo_00542
OG0000046	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759	bflo_09128, bflo_05621
OG0000046	AENJA_16259, AENJA_09014, AENJA_24111, AENJA_07378, AENJA_17464, AENJA_14643, AENJA_17407, AENJA_18744, AENJA_06489, AENJA_17691, AENJA_14608, AENJA_08340	bflo_12973, bflo_25564, bflo_11116, bflo_21984, bflo_17346, bflo_17140, bflo_17411, bflo_17138, bflo_15946, bflo_19960, bflo_03865, bflo_11219, bflo_01794, bflo_19942, bflo_19982, bflo_19954, bflo_19961, bflo_19955, bflo_19958, bflo_19956, bflo_19962, bflo_11929, bflo_19932, bflo_10620, bflo_14470, bflo_15030
OG0000046	AENJA_18191	bflo_12665
OG0000046	AENJA_15828	bflo_18241
OG0000047	AENJA_20068	bflo_26688, bflo_22263
OG0000047	AENJA_25256, AENJA_10394, AENJA_14985, AENJA_05397	bflo_15647
OG0000047	AENJA_17689	bflo_13834
OG0000048	AENJA_23226	bflo_07462
OG0000048	AENJA_21270	bflo_17882, bflo_09143, bflo_09129, bflo_09102, bflo_27224
OG0000048	AENJA_09360	bflo_17669
OG0000048	AENJA_16735, AENJA_16736	bflo_20353
OG0000048	AENJA_25506	bflo_12849
OG0000049	AENJA_20702	bflo_17665
OG0000049	AENJA_25756	bflo_12099
OG0000049	AENJA_24580, AENJA_11158	bflo_17113, bflo_17536
OG0000049	AENJA_17680	bflo_20712
OG0000050	AENJA_04055, AENJA_09800, AENJA_19193	bflo_08634, bflo_13204
OG0000050	AENJA_01528, AENJA_02355, AENJA_00087	bflo_05159, bflo_06071, bflo_13661, bflo_23087, bflo_25684, bflo_00569, bflo_19319
OG0000050	AENJA_05218, AENJA_12783	bflo_03294, bflo_04702
OG0000050	AENJA_22540, AENJA_26360, AENJA_20350	bflo_13685
OG0000051	AENJA_18491, AENJA_12662	bflo_08711
OG0000051	AENJA_24250	bflo_18195, bflo_17371
OG0000052	AENJA_07437	bflo_05328, bflo_02741
OG0000052	AENJA_11489, AENJA_25939	bflo_00114
OG0000054	AENJA_06676, AENJA_23371	bflo_04388
OG0000055	AENJA_19390, AENJA_19388, AENJA_19387	bflo_23317
OG0000056	AENJA_20111	bflo_12398
OG0000056	AENJA_20268	bflo_25516
OG0000056	AENJA_20270	bflo_08200, bflo_07902, bflo_08069, bflo_08326, bflo_07804, bflo_22104, bflo_25681
OG0000056	AENJA_05228	bflo_15952
OG0000056	AENJA_19769, AENJA_19772, AENJA_25728, AENJA_23915, AENJA_20579, AENJA_01631, AENJA_03114	bflo_22428
OG0000057	AENJA_22751, AENJA_20208	bflo_15406, bflo_07670, bflo_18359, bflo_16293, bflo_17114
OG0000057	AENJA_16752, AENJA_23652	bflo_13221
OG0000057	AENJA_15045	bflo_15261, bflo_15262
OG0000057	AENJA_15044	bflo_23697
OG0000057	AENJA_21589, AENJA_13773	bflo_24939, bflo_19525, bflo_00567, bflo_15438
OG0000058	AENJA_23345	bflo_09194
OG0000058	AENJA_12354	bflo_24603, bflo_01016, bflo_16790, bflo_24608, bflo_23137, bflo_07524, bflo_08605, bflo_23941, bflo_23940, bflo_23938, bflo_27442, bflo_23937, bflo_23936, bflo_23939, bflo_23943, bflo_23942, bflo_23935
OG0000058	AENJA_14024	bflo_19243, bflo_19245, bflo_19244
OG0000058	AENJA_10634	bflo_00086, bflo_23948
OG0000058	AENJA_08370	bflo_25011
OG0000059	AENJA_13132	bflo_21855
OG0000059	AENJA_17651	bflo_14547, bflo_15017
OG0000059	AENJA_20505, AENJA_00656, AENJA_09821, AENJA_10475, AENJA_10476, AENJA_10481, AENJA_11528	bflo_10912, bflo_10938, bflo_11816, bflo_11814, bflo_11815
OG0000059	AENJA_18423, AENJA_19757, AENJA_10474, AENJA_00440, AENJA_20980, AENJA_20981, AENJA_26400	bflo_11837, bflo_12278, bflo_12493, bflo_10907, bflo_06880, bflo_08754, bflo_11971, bflo_20092, bflo_20089
OG0000059	AENJA_11199, AENJA_02561, AENJA_02562	bflo_13996, bflo_14747
OG0000060	AENJA_17233	bflo_01659, bflo_06661
OG0000060	AENJA_19748	bflo_25984, bflo_26009
OG0000060	AENJA_23597	bflo_01384
OG0000061	AENJA_07301	bflo_18545
OG0000061	AENJA_07183	bflo_19266, bflo_18688, bflo_18686, bflo_18896, bflo_18999, bflo_19344
OG0000061	AENJA_26614, AENJA_08766	bflo_19609, bflo_18544, bflo_19608, bflo_19290
OG0000061	AENJA_06999, AENJA_07304	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369
OG0000062	AENJA_08106, AENJA_05257, AENJA_04997, AENJA_21915, AENJA_04995	bflo_13529
OG0000062	AENJA_03699	bflo_00246
OG0000063	AENJA_04323	bflo_25923, bflo_11558, bflo_26060
OG0000063	AENJA_26394	bflo_26112, bflo_25384, bflo_25322, bflo_25330, bflo_25162, bflo_25268, bflo_25241, bflo_25374, bflo_05397, bflo_25266, bflo_25753
OG0000066	AENJA_12655, AENJA_09505	bflo_04761, bflo_11842
OG0000067	AENJA_21171	bflo_08170
OG0000069	AENJA_15982	bflo_20543, bflo_20542, bflo_20541, bflo_27333
OG0000070	AENJA_15427, AENJA_23180, AENJA_12319, AENJA_24460, AENJA_25453, AENJA_07501	bflo_17097, bflo_18391, bflo_18274
OG0000070	AENJA_17946, AENJA_17947	bflo_26467, bflo_13324, bflo_13447, bflo_13247, bflo_14268, bflo_27427, bflo_23408
OG0000070	AENJA_09128	bflo_19712, bflo_19610
OG0000070	AENJA_05824	bflo_18938, bflo_18939, bflo_18680, bflo_18677, bflo_08024, bflo_18676, bflo_06405, bflo_17765, bflo_24928, bflo_03653, bflo_13031, bflo_19530, bflo_18681, bflo_18560, bflo_19218, bflo_19322, bflo_19716, bflo_18678, bflo_18529, bflo_05505, bflo_19611, bflo_01821, bflo_08623, bflo_19607, bflo_03948
OG0000070	AENJA_17346, AENJA_12868, AENJA_23218, AENJA_23720, AENJA_23723, AENJA_26750	bflo_15003, bflo_25235
OG0000071	AENJA_11228	bflo_17295
OG0000071	AENJA_12271, AENJA_23369	bflo_21382, bflo_21381, bflo_10837, bflo_10250
OG0000071	AENJA_22629, AENJA_19685, AENJA_10216, AENJA_21722, AENJA_10228, AENJA_19682	bflo_03355
OG0000072	AENJA_14652	bflo_14353
OG0000072	AENJA_13128	bflo_14484
OG0000072	AENJA_02450	bflo_14474
OG0000072	AENJA_05444	bflo_07890
OG0000072	AENJA_24050, AENJA_00746	bflo_07359, bflo_08698
OG0000073	AENJA_02295	bflo_13167
OG0000073	AENJA_03975, AENJA_15428	bflo_13118, bflo_03414, bflo_26731
OG0000074	AENJA_05555, AENJA_12312, AENJA_06058	bflo_10921
OG0000074	AENJA_24714	bflo_14737
OG0000075	AENJA_23745	bflo_02192
OG0000075	AENJA_05831	bflo_24625
OG0000075	AENJA_21406	bflo_12189
OG0000075	AENJA_12918	bflo_11040
OG0000075	AENJA_12839	bflo_11652
OG0000077	AENJA_13107	bflo_09725
OG0000077	AENJA_07475	bflo_20919, bflo_20836, bflo_03467, bflo_21221, bflo_01044, bflo_00674, bflo_00541, bflo_14967, bflo_10820, bflo_23366
OG0000077	AENJA_08162	bflo_09163
OG0000077	AENJA_16514	bflo_12964
OG0000078	AENJA_16680, AENJA_06754	bflo_23379, bflo_23493
OG0000079	AENJA_16186	bflo_00523
OG0000079	AENJA_02482	bflo_07371
OG0000079	AENJA_17442	bflo_20026
OG0000079	AENJA_10507	bflo_01658
OG0000079	AENJA_05095	bflo_04787, bflo_15789, bflo_21965, bflo_10278, bflo_21970, bflo_21968
OG0000081	AENJA_04625, AENJA_04630, AENJA_04629	bflo_15913, bflo_15912, bflo_16774, bflo_16578, bflo_25892, bflo_26241
OG0000081	AENJA_23268	bflo_20800, bflo_12774
OG0000082	AENJA_25747	bflo_04889
OG0000083	AENJA_21795	bflo_14979, bflo_14980, bflo_14849, bflo_14850, bflo_15203, bflo_08533
OG0000083	AENJA_09136, AENJA_08957	bflo_10398
OG0000084	AENJA_24814	bflo_10754
OG0000084	AENJA_16500	bflo_07872, bflo_07661, bflo_07747
OG0000085	AENJA_05556	bflo_00992
OG0000085	AENJA_24493	bflo_12569
OG0000085	AENJA_06382	bflo_20825
OG0000085	AENJA_08917	bflo_18272, bflo_18210
OG0000086	AENJA_13798	bflo_08959
OG0000087	AENJA_23251	bflo_21260
OG0000087	AENJA_19109	bflo_15461
OG0000087	AENJA_08976	bflo_08208
OG0000087	AENJA_19775	bflo_02993
OG0000087	AENJA_03163	bflo_02949
OG0000087	AENJA_19935	bflo_11911
OG0000087	AENJA_04374, AENJA_10299	bflo_22659
OG0000087	AENJA_20453	bflo_03240
OG0000088	AENJA_07097, AENJA_08556, AENJA_07105, AENJA_07098, AENJA_07104, AENJA_11026, AENJA_11029, AENJA_15119, AENJA_13877	bflo_12484, bflo_25913, bflo_26055, bflo_02835, bflo_07337, bflo_02839, bflo_02837, bflo_19718, bflo_03903, bflo_20323, bflo_00738
OG0000088	AENJA_03166, AENJA_03175, AENJA_08500	bflo_20465
OG0000089	AENJA_09905, AENJA_09906, AENJA_05338, AENJA_04745, AENJA_16486, AENJA_16485, AENJA_22237, AENJA_02539, AENJA_15610, AENJA_01496	bflo_02193, bflo_05485, bflo_04536, bflo_25331, bflo_08302, bflo_01704, bflo_02380, bflo_07198, bflo_24284, bflo_27461, bflo_24333, bflo_05569, bflo_17128, bflo_12545, bflo_05487
OG0000090	AENJA_03876	bflo_01678
OG0000090	AENJA_00372, AENJA_17985, AENJA_10145	bflo_16621
OG0000090	AENJA_19633	bflo_15352
OG0000090	AENJA_26164	bflo_01805
OG0000090	AENJA_01954	bflo_02393
OG0000091	AENJA_01383, AENJA_01384, AENJA_01385	bflo_24376, bflo_24373, bflo_24374, bflo_18056, bflo_18055, bflo_18057, bflo_27165, bflo_18268, bflo_05649, bflo_27146, bflo_06396
OG0000093	AENJA_00982, AENJA_09061, AENJA_19888	bflo_06093, bflo_16506, bflo_04478, bflo_02929, bflo_25969, bflo_24926, bflo_16191, bflo_02689
OG0000093	AENJA_09135	bflo_21514, bflo_02944, bflo_02133, bflo_05347, bflo_02787, bflo_02137
OG0000093	AENJA_08955	bflo_22463
OG0000093	AENJA_04649, AENJA_22923	bflo_26663
OG0000094	AENJA_26553	bflo_11484
OG0000095	AENJA_19114, AENJA_16573, AENJA_22915, AENJA_07479, AENJA_11792, AENJA_11795, AENJA_02518, AENJA_18173, AENJA_25126, AENJA_11793, AENJA_23676	bflo_25489, bflo_01865, bflo_25182, bflo_11841, bflo_01804, bflo_01739, bflo_17156, bflo_03512
OG0000096	AENJA_25727	bflo_21246, bflo_21213
OG0000096	AENJA_08423	bflo_24085, bflo_09131
OG0000096	AENJA_09240	bflo_03032
OG0000096	AENJA_14053	bflo_18893
OG0000097	AENJA_07989, AENJA_07990, AENJA_20179, AENJA_07992, AENJA_18648, AENJA_07730	bflo_24938, bflo_05080, bflo_21325, bflo_05085, bflo_21849, bflo_03707, bflo_05045, bflo_21324, bflo_22420
OG0000098	AENJA_16173	bflo_22908, bflo_24811, bflo_02048, bflo_26159
OG0000098	AENJA_10136, AENJA_10137	bflo_24865
OG0000098	AENJA_15215	bflo_05564
OG0000099	AENJA_17408	bflo_24108, bflo_24745, bflo_24107, bflo_24106, bflo_26082, bflo_20818, bflo_08555, bflo_08438, bflo_06968, bflo_06885, bflo_08703, bflo_06078, bflo_08586, bflo_10326
OG0000099	AENJA_07638, AENJA_14869	bflo_17705, bflo_18245
OG0000100	AENJA_04352, AENJA_16267, AENJA_08182	bflo_12376
OG0000101	AENJA_26592	bflo_10195
OG0000101	AENJA_26594	bflo_22103, bflo_06854
OG0000101	AENJA_00251	bflo_05084, bflo_22415, bflo_05083, bflo_05081, bflo_22031, bflo_21326, bflo_22414, bflo_22046, bflo_05082, bflo_21328, bflo_21327
OG0000101	AENJA_06142	bflo_18450
OG0000101	AENJA_14914, AENJA_21479, AENJA_11421	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188
