Orthogroup	AENJA_ok	HELIO_ok
OG0000009	AENJA_09863, AENJA_04684, AENJA_26490, AENJA_11530	HELIO_07717
OG0000009	AENJA_22062	HELIO_07493
OG0000009	AENJA_12021, AENJA_05571	HELIO_06297
OG0000009	AENJA_12773	HELIO_04676
OG0000010	AENJA_15586	HELIO_11860
OG0000010	AENJA_00347	HELIO_09797
OG0000011	AENJA_16502	HELIO_07225
OG0000011	AENJA_15118	HELIO_06444
OG0000011	AENJA_06710	HELIO_09981, HELIO_04800
OG0000011	AENJA_08607, AENJA_10319	HELIO_01844, HELIO_04250, HELIO_06749, HELIO_07221
OG0000011	AENJA_11078	HELIO_06242
OG0000011	AENJA_01925, AENJA_24659	HELIO_04650
OG0000011	AENJA_10554, AENJA_20178, AENJA_19192	HELIO_01241
OG0000011	AENJA_02877, AENJA_17352	HELIO_00959
OG0000011	AENJA_17241, AENJA_22685, AENJA_26020	HELIO_05340
OG0000011	AENJA_21439	HELIO_03542
OG0000011	AENJA_21547	HELIO_04969
OG0000011	AENJA_23170	HELIO_03053
OG0000011	AENJA_23691	HELIO_03054
OG0000011	AENJA_24664	HELIO_05201, HELIO_07608
OG0000011	AENJA_01682	HELIO_07482, HELIO_06122
OG0000011	AENJA_26050, AENJA_09100, AENJA_24133, AENJA_12015, AENJA_00474, AENJA_17934	HELIO_09607
OG0000011	AENJA_02962	HELIO_07525
OG0000012	AENJA_21729, AENJA_07862, AENJA_07861	HELIO_04072
OG0000012	AENJA_02014	HELIO_05750
OG0000012	AENJA_22984, AENJA_22983	HELIO_06347, HELIO_04223, HELIO_03832, HELIO_07604
OG0000012	AENJA_00771	HELIO_00143
OG0000012	AENJA_02869	HELIO_06831
OG0000013	AENJA_11516	HELIO_05617
OG0000014	AENJA_09518, AENJA_09012	HELIO_03075
OG0000014	AENJA_17358	HELIO_08197, HELIO_07557, HELIO_08798
OG0000014	AENJA_25536	HELIO_12068
OG0000015	AENJA_25011	HELIO_10603
OG0000015	AENJA_17614	HELIO_10798
OG0000016	AENJA_04814, AENJA_14549	HELIO_05159, HELIO_08806
OG0000016	AENJA_07664	HELIO_03950, HELIO_10054
OG0000016	AENJA_15459	HELIO_09736
OG0000016	AENJA_11513	HELIO_05456
OG0000016	AENJA_26671, AENJA_26677	HELIO_09779
OG0000016	AENJA_21813, AENJA_16651	HELIO_03738
OG0000016	AENJA_02781	HELIO_04647
OG0000016	AENJA_03282, AENJA_18791, AENJA_08816, AENJA_02864	HELIO_07322, HELIO_06996, HELIO_05885, HELIO_04527
OG0000017	AENJA_05535, AENJA_05683, AENJA_04765, AENJA_17536, AENJA_11492	HELIO_09340
OG0000017	AENJA_12426, AENJA_00338	HELIO_04056
OG0000017	AENJA_00793	HELIO_08729
OG0000017	AENJA_05284, AENJA_20820, AENJA_23397	HELIO_04627
OG0000017	AENJA_16724, AENJA_21433, AENJA_25229, AENJA_26186	HELIO_04574
OG0000017	AENJA_00442	HELIO_08140, HELIO_07705
OG0000017	AENJA_14928, AENJA_06318	HELIO_06230
OG0000017	AENJA_08674, AENJA_21573	HELIO_06928
OG0000017	AENJA_04888, AENJA_03290	HELIO_05297
OG0000017	AENJA_12775, AENJA_13083, AENJA_06685, AENJA_01563	HELIO_04933
OG0000017	AENJA_10043	HELIO_03953
OG0000018	AENJA_24490, AENJA_10833	HELIO_03926, HELIO_06035
OG0000018	AENJA_10761, AENJA_12683	HELIO_04613
OG0000018	AENJA_25137	HELIO_07465
OG0000018	AENJA_19981	HELIO_07028
OG0000018	AENJA_14150	HELIO_04549, HELIO_03495, HELIO_05613
OG0000018	AENJA_12247	HELIO_05389
OG0000019	AENJA_02273	HELIO_07628
OG0000019	AENJA_24818	HELIO_11234
OG0000020	AENJA_15791	HELIO_01087
OG0000020	AENJA_12903	HELIO_03892
OG0000020	AENJA_09502	HELIO_08119
OG0000020	AENJA_14074	HELIO_03039
OG0000020	AENJA_08287	HELIO_08325
OG0000020	AENJA_18052	HELIO_10764
OG0000020	AENJA_23718	HELIO_10811
OG0000020	AENJA_16929	HELIO_12285
OG0000020	AENJA_04727	HELIO_05828
OG0000020	AENJA_10912	HELIO_10575
OG0000020	AENJA_11444	HELIO_05888
OG0000020	AENJA_07947	HELIO_07729
OG0000020	AENJA_14659	HELIO_08365
OG0000020	AENJA_12495	HELIO_01918
OG0000020	AENJA_25422	HELIO_11794
OG0000021	AENJA_21621, AENJA_21623	HELIO_00817, HELIO_05146
OG0000021	AENJA_26606, AENJA_10786	HELIO_05564
OG0000021	AENJA_19175	HELIO_09128
OG0000021	AENJA_25124	HELIO_01018
OG0000021	AENJA_15672, AENJA_17125	HELIO_10440
OG0000021	AENJA_10523	HELIO_09286
OG0000021	AENJA_01732, AENJA_19095, AENJA_24409, AENJA_17711	HELIO_08020, HELIO_10557
OG0000023	AENJA_06341	HELIO_07781
OG0000023	AENJA_22520, AENJA_19106	HELIO_08618
OG0000023	AENJA_11920	HELIO_11316
OG0000023	AENJA_26230	HELIO_07887, HELIO_10788, HELIO_06647
OG0000023	AENJA_19908	HELIO_00907
OG0000023	AENJA_03895	HELIO_07600, HELIO_09870
OG0000024	AENJA_19836, AENJA_22674, AENJA_01541, AENJA_03429	HELIO_07449
OG0000024	AENJA_26384	HELIO_07047
OG0000024	AENJA_23336, AENJA_21942, AENJA_20896, AENJA_05575, AENJA_18891	HELIO_00822
OG0000024	AENJA_25408	HELIO_07972
OG0000024	AENJA_13035, AENJA_24703	HELIO_05347
OG0000024	AENJA_04068	HELIO_10427
OG0000024	AENJA_18080	HELIO_10803
OG0000024	AENJA_18095, AENJA_12767	HELIO_07601
OG0000024	AENJA_02712	HELIO_04022
OG0000025	AENJA_16194, AENJA_12427, AENJA_26584	HELIO_01996, HELIO_02947, HELIO_11183
OG0000025	AENJA_03985	HELIO_05004
OG0000025	AENJA_21079	HELIO_01616
OG0000025	AENJA_14413	HELIO_06548, HELIO_05151
OG0000025	AENJA_09551	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878, HELIO_07309, HELIO_06949, HELIO_05701, HELIO_05635, HELIO_06741
OG0000026	AENJA_07099, AENJA_18950	HELIO_04505
OG0000026	AENJA_10129	HELIO_09541
OG0000027	AENJA_05706, AENJA_05707	HELIO_06026, HELIO_07228, HELIO_05233, HELIO_07068, HELIO_05709
OG0000028	AENJA_03335, AENJA_05182, AENJA_05184, AENJA_05181	HELIO_06874, HELIO_00161
OG0000028	AENJA_01184	HELIO_10800
OG0000028	AENJA_25112	HELIO_08437
OG0000028	AENJA_02274	HELIO_06962
OG0000028	AENJA_15999	HELIO_00147
OG0000028	AENJA_25121	HELIO_00961
OG0000028	AENJA_19954	HELIO_06269
OG0000029	AENJA_26395	HELIO_05447
OG0000029	AENJA_05610	HELIO_05915, HELIO_11308
OG0000029	AENJA_05280	HELIO_00268, HELIO_06866, HELIO_02296, HELIO_09944, HELIO_05648, HELIO_01633, HELIO_06816
OG0000030	AENJA_17283	HELIO_04525, HELIO_09505
OG0000030	AENJA_24351, AENJA_12274	HELIO_06719
OG0000031	AENJA_09856	HELIO_00475
OG0000031	AENJA_09858	HELIO_11237
OG0000031	AENJA_20966	HELIO_10166
OG0000031	AENJA_08759	HELIO_00951
OG0000031	AENJA_10722	HELIO_11573
OG0000031	AENJA_05740	HELIO_00638
OG0000031	AENJA_14258, AENJA_15917, AENJA_14260	HELIO_00007
OG0000031	AENJA_15028	HELIO_02162
OG0000032	AENJA_15445, AENJA_10949	HELIO_03061
OG0000032	AENJA_16462, AENJA_19113, AENJA_19112	HELIO_11764
OG0000032	AENJA_01667, AENJA_01332	HELIO_06747
OG0000032	AENJA_12718	HELIO_05612
OG0000032	AENJA_12280, AENJA_12491	HELIO_06271, HELIO_05549, HELIO_06177
OG0000032	AENJA_06513	HELIO_02546, HELIO_10763, HELIO_07665, HELIO_07198
OG0000033	AENJA_18564, AENJA_02327	HELIO_06082
OG0000033	AENJA_25587, AENJA_13273, AENJA_09980, AENJA_09621, AENJA_14944	HELIO_04116
OG0000033	AENJA_12766, AENJA_23197	HELIO_03854
OG0000033	AENJA_04465, AENJA_02683, AENJA_23779, AENJA_21243	HELIO_04366
OG0000033	AENJA_02993	HELIO_05274
OG0000033	AENJA_05893, AENJA_17748, AENJA_13995, AENJA_12723, AENJA_12540, AENJA_07108, AENJA_25355, AENJA_13459	HELIO_06447
OG0000034	AENJA_02790	HELIO_11044
OG0000034	AENJA_21749	HELIO_03040
OG0000034	AENJA_26717	HELIO_11045
OG0000034	AENJA_02791	HELIO_10910
OG0000034	AENJA_23686	HELIO_05981
OG0000034	AENJA_13785	HELIO_12487
OG0000034	AENJA_15701	HELIO_11629
OG0000035	AENJA_01174	HELIO_04621
OG0000035	AENJA_26793	HELIO_03945, HELIO_04376
OG0000035	AENJA_22033	HELIO_12501
OG0000035	AENJA_08825	HELIO_03534
OG0000035	AENJA_12732	HELIO_07811, HELIO_06366
OG0000035	AENJA_12364	HELIO_00732
OG0000035	AENJA_26037	HELIO_11539
OG0000035	AENJA_21682	HELIO_10164
OG0000035	AENJA_21683	HELIO_04984
OG0000036	AENJA_22120	HELIO_01209, HELIO_01210
OG0000036	AENJA_22191	HELIO_09115
OG0000036	AENJA_22190	HELIO_04594
OG0000036	AENJA_15638, AENJA_15641, AENJA_15644	HELIO_07711
OG0000036	AENJA_21301	HELIO_02352, HELIO_11421, HELIO_04744
OG0000037	AENJA_19141	HELIO_04596, HELIO_02436
OG0000037	AENJA_06908, AENJA_02989	HELIO_07508
OG0000037	AENJA_17768	HELIO_06312
OG0000037	AENJA_10696	HELIO_10715
OG0000037	AENJA_05483, AENJA_06274	HELIO_01421
OG0000037	AENJA_13632	HELIO_01377
OG0000037	AENJA_22610	HELIO_04770
OG0000038	AENJA_16130	HELIO_07209
OG0000039	AENJA_10484, AENJA_20870, AENJA_17497	HELIO_01180
OG0000039	AENJA_26786	HELIO_07214
OG0000039	AENJA_20163	HELIO_00133
OG0000039	AENJA_02471	HELIO_10409
OG0000040	AENJA_11361	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945
OG0000042	AENJA_12267, AENJA_02614, AENJA_01891	HELIO_00030
OG0000042	AENJA_24534, AENJA_24240, AENJA_05524, AENJA_01976, AENJA_07525, AENJA_11740	HELIO_00050, HELIO_07171, HELIO_11180, HELIO_06419
OG0000044	AENJA_12079	HELIO_05461
OG0000044	AENJA_26664	HELIO_02529
OG0000044	AENJA_25117	HELIO_07264
OG0000045	AENJA_04220, AENJA_24299	HELIO_07351, HELIO_00342
OG0000045	AENJA_18923, AENJA_18166, AENJA_08775	HELIO_00381, HELIO_10516, HELIO_06348, HELIO_06793
OG0000045	AENJA_09131	HELIO_03034
OG0000046	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759	HELIO_08475
OG0000047	AENJA_10394	HELIO_06213
OG0000047	AENJA_14985	HELIO_05123, HELIO_00552, HELIO_05869
OG0000047	AENJA_04006, AENJA_04734	HELIO_06746, HELIO_05006
OG0000048	AENJA_11619	HELIO_03643
OG0000048	AENJA_23226	HELIO_05568
OG0000048	AENJA_21713	HELIO_05826, HELIO_06221
OG0000048	AENJA_09360	HELIO_11655
OG0000048	AENJA_16735	HELIO_08708
OG0000048	AENJA_25506	HELIO_05605
OG0000049	AENJA_10359	HELIO_02366
OG0000049	AENJA_02953, AENJA_07586	HELIO_10175
OG0000049	AENJA_17680	HELIO_12356
OG0000050	AENJA_04055, AENJA_09800, AENJA_19193	HELIO_04635, HELIO_04600
OG0000050	AENJA_03200, AENJA_25472, AENJA_19123, AENJA_10961, AENJA_09597, AENJA_17561, AENJA_19763, AENJA_24932, AENJA_01528, AENJA_02355, AENJA_00087	HELIO_04507, HELIO_05305
OG0000050	AENJA_20003, AENJA_05632	HELIO_00791, HELIO_04892, HELIO_11650
OG0000051	AENJA_18491, AENJA_12662	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844
OG0000051	AENJA_24250	HELIO_11965, HELIO_05090, HELIO_05789
OG0000052	AENJA_07437	HELIO_05693
OG0000052	AENJA_09495, AENJA_02638, AENJA_11489, AENJA_25939, AENJA_25043, AENJA_26054, AENJA_00223, AENJA_03349, AENJA_13979	HELIO_04521
OG0000053	AENJA_14744	HELIO_06044
OG0000053	AENJA_26082	HELIO_03906, HELIO_04886
OG0000053	AENJA_25816, AENJA_09489	HELIO_12219, HELIO_10545, HELIO_00058
OG0000054	AENJA_06676, AENJA_23371	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216
OG0000055	AENJA_19390, AENJA_19388, AENJA_19387	HELIO_03751
OG0000056	AENJA_20111	HELIO_02100
OG0000056	AENJA_20268	HELIO_05303
OG0000056	AENJA_05228	HELIO_03513
OG0000056	AENJA_01631, AENJA_03114	HELIO_07637
OG0000057	AENJA_05247, AENJA_22751, AENJA_20208, AENJA_16752, AENJA_23652	HELIO_05858
OG0000057	AENJA_15044, AENJA_21589, AENJA_13773	HELIO_07020
OG0000058	AENJA_10634	HELIO_04764, HELIO_06019
OG0000058	AENJA_08370	HELIO_12406, HELIO_12430
OG0000059	AENJA_13132	HELIO_08348
OG0000059	AENJA_18423, AENJA_19757	HELIO_02571
OG0000059	AENJA_26400	HELIO_11973
OG0000059	AENJA_11199, AENJA_02561, AENJA_02562	HELIO_07693, HELIO_05488
OG0000060	AENJA_17233	HELIO_02035
OG0000060	AENJA_19748	HELIO_11213
OG0000060	AENJA_23597	HELIO_12113
OG0000061	AENJA_07301	HELIO_11204
OG0000061	AENJA_26614, AENJA_08766	HELIO_00294, HELIO_10663
OG0000061	AENJA_06999	HELIO_00140
OG0000061	AENJA_07304	HELIO_07930
OG0000062	AENJA_09642	HELIO_09809
OG0000062	AENJA_22683	HELIO_08709
OG0000062	AENJA_08106, AENJA_05257, AENJA_04997, AENJA_21915, AENJA_04995	HELIO_06316
OG0000062	AENJA_03699	HELIO_08446, HELIO_09104
OG0000063	AENJA_20321	HELIO_10147
OG0000063	AENJA_03789	HELIO_12629
OG0000063	AENJA_04323	HELIO_04719, HELIO_12335, HELIO_11425, HELIO_12062, HELIO_05484, HELIO_08778, HELIO_04019
OG0000063	AENJA_26394	HELIO_04155
OG0000064	AENJA_02557	HELIO_00141, HELIO_07348, HELIO_02173
OG0000065	AENJA_08288	HELIO_07590, HELIO_07271, HELIO_03598, HELIO_00678, HELIO_00187, HELIO_05936, HELIO_05480
OG0000066	AENJA_12655, AENJA_09505	HELIO_11387
OG0000067	AENJA_21171	HELIO_11753, HELIO_06955
OG0000067	AENJA_21686	HELIO_07211, HELIO_04257, HELIO_02907
OG0000067	AENJA_02413	HELIO_02361
OG0000067	AENJA_04270	HELIO_10782
OG0000068	AENJA_08649	HELIO_09495, HELIO_11520, HELIO_04643
OG0000068	AENJA_08644, AENJA_02187, AENJA_15847, AENJA_18813, AENJA_15846, AENJA_08645, AENJA_17392, AENJA_01993, AENJA_10902	HELIO_09524, HELIO_08964
OG0000068	AENJA_20175, AENJA_10908, AENJA_08647	HELIO_11774, HELIO_01288
OG0000069	AENJA_15982	HELIO_11698
OG0000070	AENJA_12868	HELIO_05047
OG0000070	AENJA_23218	HELIO_00591
OG0000071	AENJA_19944	HELIO_00564
OG0000071	AENJA_11228, AENJA_11157	HELIO_11788
OG0000071	AENJA_21722, AENJA_10228, AENJA_19682	HELIO_04987
OG0000072	AENJA_14652	HELIO_10317
OG0000072	AENJA_13128	HELIO_09782
OG0000072	AENJA_02450	HELIO_10131
OG0000072	AENJA_25944, AENJA_05445, AENJA_05444	HELIO_05118, HELIO_10379
OG0000072	AENJA_24050, AENJA_00746	HELIO_04791
OG0000073	AENJA_03975, AENJA_15428	HELIO_06740, HELIO_06515, HELIO_11840, HELIO_11839
OG0000074	AENJA_05555	HELIO_11128
OG0000074	AENJA_12312	HELIO_09183
OG0000074	AENJA_06058	HELIO_01338, HELIO_05011
OG0000074	AENJA_24714	HELIO_06403
OG0000074	AENJA_14253	HELIO_06770
OG0000074	AENJA_25976	HELIO_11885
OG0000075	AENJA_23745	HELIO_02705
OG0000075	AENJA_05831	HELIO_07086
OG0000075	AENJA_12918	HELIO_09567
OG0000075	AENJA_12839	HELIO_00684
OG0000076	AENJA_00608	HELIO_04639
OG0000076	AENJA_03351, AENJA_00818, AENJA_01910, AENJA_19797, AENJA_00881, AENJA_01380, AENJA_10172, AENJA_17137, AENJA_08896, AENJA_14286, AENJA_00817, AENJA_18754	HELIO_05357
OG0000076	AENJA_18854, AENJA_04309	HELIO_05925
OG0000076	AENJA_21283	HELIO_06296
OG0000076	AENJA_20970	HELIO_11136
OG0000076	AENJA_18114, AENJA_23439, AENJA_21462, AENJA_04069, AENJA_20151, AENJA_17310, AENJA_05720, AENJA_12808, AENJA_15383, AENJA_22757, AENJA_24873, AENJA_18893, AENJA_01589, AENJA_12722, AENJA_25776, AENJA_20849	HELIO_04187
OG0000077	AENJA_13107	HELIO_05657
OG0000077	AENJA_08162	HELIO_11466
OG0000077	AENJA_04661	HELIO_12145
OG0000078	AENJA_06551	HELIO_04372
OG0000078	AENJA_16680, AENJA_06754	HELIO_06313
OG0000078	AENJA_26733	HELIO_07319, HELIO_06987
OG0000078	AENJA_26653	HELIO_02467
OG0000079	AENJA_16186	HELIO_01794, HELIO_05740
OG0000079	AENJA_17442	HELIO_00549
OG0000079	AENJA_10507, AENJA_05095	HELIO_01744, HELIO_07509
OG0000080	AENJA_12681	HELIO_06961
OG0000080	AENJA_11587, AENJA_14545, AENJA_02324	HELIO_04053, HELIO_10760
OG0000080	AENJA_11606	HELIO_07099
OG0000080	AENJA_05579, AENJA_03015, AENJA_09784	HELIO_10773
OG0000080	AENJA_14799	HELIO_07512
OG0000081	AENJA_04625, AENJA_04630, AENJA_04629	HELIO_00244
OG0000081	AENJA_04623	HELIO_06946, HELIO_04954, HELIO_06101, HELIO_04830
OG0000082	AENJA_25747	HELIO_08556
OG0000082	AENJA_11460	HELIO_05158
OG0000083	AENJA_09136	HELIO_06088, HELIO_07519, HELIO_05673
OG0000083	AENJA_12490	HELIO_03497, HELIO_03496
OG0000084	AENJA_16500	HELIO_06950
OG0000085	AENJA_05556	HELIO_02405
OG0000085	AENJA_06487	HELIO_05344
OG0000085	AENJA_06382	HELIO_08642
OG0000085	AENJA_08917	HELIO_11582
OG0000086	AENJA_17133	HELIO_04790
OG0000086	AENJA_15274	HELIO_03940
OG0000087	AENJA_23251	HELIO_02847, HELIO_02846
OG0000087	AENJA_19109	HELIO_09425
OG0000087	AENJA_19775	HELIO_00773
OG0000087	AENJA_19935	HELIO_06633
OG0000087	AENJA_04374, AENJA_10299	HELIO_01983
OG0000088	AENJA_07097, AENJA_08556, AENJA_07105, AENJA_07098, AENJA_07104	HELIO_00040
OG0000088	AENJA_11026	HELIO_06555
OG0000088	AENJA_11029	HELIO_11791, HELIO_06055, HELIO_05195, HELIO_00315, HELIO_08555
OG0000088	AENJA_13877	HELIO_06391
OG0000088	AENJA_03166, AENJA_03175, AENJA_08500	HELIO_08028
OG0000089	AENJA_09905, AENJA_09906, AENJA_05338, AENJA_04745, AENJA_16486, AENJA_16485, AENJA_22237, AENJA_02539, AENJA_15610, AENJA_01496	HELIO_06389, HELIO_03526, HELIO_07518, HELIO_10304
OG0000090	AENJA_02476	HELIO_04390
OG0000090	AENJA_10145	HELIO_12415
OG0000090	AENJA_26164	HELIO_09255
OG0000090	AENJA_01954	HELIO_03859, HELIO_12616
OG0000091	AENJA_01383, AENJA_01384, AENJA_01385	HELIO_06609
OG0000093	AENJA_09135	HELIO_00044
OG0000094	AENJA_14582	HELIO_07015
OG0000094	AENJA_26553	HELIO_03878
OG0000095	AENJA_22915	HELIO_04673
OG0000095	AENJA_07479, AENJA_11792, AENJA_11795, AENJA_02518, AENJA_18173	HELIO_07611
OG0000095	AENJA_25126	HELIO_04751, HELIO_04874
OG0000096	AENJA_25727	HELIO_07466
OG0000096	AENJA_21947	HELIO_06897
OG0000096	AENJA_08423	HELIO_03947
OG0000096	AENJA_14053	HELIO_09595
OG0000097	AENJA_16144	HELIO_06145
OG0000097	AENJA_07989, AENJA_07990, AENJA_20179, AENJA_07992, AENJA_18648, AENJA_07730	HELIO_05308
OG0000098	AENJA_10136, AENJA_10137	HELIO_07543
OG0000098	AENJA_22563	HELIO_00467
OG0000098	AENJA_15215	HELIO_11416
OG0000099	AENJA_07638, AENJA_14869	HELIO_00318, HELIO_06995
OG0000099	AENJA_15326	HELIO_00319
OG0000100	AENJA_20876	HELIO_07576
OG0000100	AENJA_12391	HELIO_08550
OG0000100	AENJA_26104, AENJA_06096	HELIO_03096
OG0000101	AENJA_26592	HELIO_03317
OG0000101	AENJA_06142	HELIO_11521
OG0000101	AENJA_21479	HELIO_06274, HELIO_11624, HELIO_06876
OG0000102	AENJA_01229, AENJA_14532, AENJA_03604, AENJA_09290, AENJA_02099, AENJA_11586, AENJA_05172, AENJA_21823, AENJA_22292, AENJA_08727, AENJA_26596, AENJA_03728, AENJA_05251, AENJA_05418, AENJA_25773, AENJA_16535, AENJA_01181, AENJA_19177, AENJA_19154, AENJA_17660, AENJA_22655, AENJA_11696, AENJA_07164	HELIO_08564
OG0000103	AENJA_10812	HELIO_03996
OG0000103	AENJA_14367	HELIO_12543
OG0000104	AENJA_04107	HELIO_04946
OG0000104	AENJA_02684	HELIO_03807
OG0000104	AENJA_26666	HELIO_05172
OG0000105	AENJA_01683, AENJA_01676, AENJA_01677, AENJA_20915	HELIO_00218, HELIO_01340, HELIO_05453, HELIO_04143, HELIO_02007, HELIO_06456
OG0000106	AENJA_21591	HELIO_02364
OG0000106	AENJA_13743	HELIO_07474
OG0000106	AENJA_24394, AENJA_24395	HELIO_10877
OG0000108	AENJA_06982	HELIO_11770
OG0000109	AENJA_23715, AENJA_15408	HELIO_00715
OG0000109	AENJA_13828, AENJA_18518, AENJA_16912, AENJA_13953, AENJA_06460, AENJA_11116, AENJA_14472, AENJA_01542, AENJA_15538, AENJA_12477, AENJA_02149, AENJA_19268, AENJA_01689, AENJA_01697, AENJA_01520, AENJA_15125, AENJA_01693, AENJA_25302, AENJA_15124, AENJA_19269, AENJA_19270	HELIO_04458
OG0000109	AENJA_04502, AENJA_24882	HELIO_03843, HELIO_03964, HELIO_08891
OG0000110	AENJA_16216	HELIO_05242, HELIO_00041, HELIO_11542
OG0000110	AENJA_01780, AENJA_10578, AENJA_06144, AENJA_06145, AENJA_16217	HELIO_10466, HELIO_10465, HELIO_05234, HELIO_11191
OG0000110	AENJA_19995	HELIO_04706
OG0000110	AENJA_08732	HELIO_12166, HELIO_08016, HELIO_01452
OG0000113	AENJA_14458	HELIO_04446, HELIO_08405
OG0000114	AENJA_23406	HELIO_08152
OG0000114	AENJA_23585, AENJA_23588, AENJA_23590, AENJA_26073	HELIO_00027, HELIO_06292
OG0000115	AENJA_02773	HELIO_10330
OG0000116	AENJA_23563, AENJA_23564	HELIO_08217, HELIO_10553, HELIO_06412, HELIO_04872, HELIO_03109, HELIO_04371, HELIO_07156, HELIO_04755, HELIO_00774, HELIO_07866
OG0000116	AENJA_17822	HELIO_07865
OG0000117	AENJA_16260	HELIO_02024
OG0000117	AENJA_08111	HELIO_01494
OG0000118	AENJA_22041	HELIO_04682, HELIO_09644
OG0000119	AENJA_18357, AENJA_20512	HELIO_09291
OG0000119	AENJA_08115	HELIO_08423
