Orthogroup	SCHMD	LYTVA_ok
OG0000030	SCHMD26819, SCHMD26942, SCHMD20336, SCHMD29499, SCHMD22579	LYTVA_28697
OG0000030	SCHMD25391	LYTVA_26755, LYTVA_09586, LYTVA_27291, LYTVA_25957
OG0000031	SCHMD16950	LYTVA_04157, LYTVA_03000, LYTVA_07242
OG0000031	SCHMD11094	LYTVA_07394
OG0000031	SCHMD00185	LYTVA_13645
OG0000031	SCHMD17865	LYTVA_05124, LYTVA_29658
OG0000031	SCHMD04192	LYTVA_24172
OG0000032	SCHMD05706, SCHMD26195	LYTVA_15487
OG0000032	SCHMD24540, SCHMD22975, SCHMD09223	LYTVA_14158
OG0000032	SCHMD05709, SCHMD01866	LYTVA_26011, LYTVA_24216, LYTVA_22020
OG0000034	SCHMD13190, SCHMD26745	LYTVA_20191
OG0000034	SCHMD11160, SCHMD18247	LYTVA_04080
OG0000034	SCHMD04875	LYTVA_29167, LYTVA_10612
OG0000034	SCHMD07081	LYTVA_06697
OG0000035	SCHMD06303	LYTVA_03445
OG0000035	SCHMD15627, SCHMD19701	LYTVA_12116
OG0000036	SCHMD03343, SCHMD25206, SCHMD18787, SCHMD10086	LYTVA_14662, LYTVA_10525, LYTVA_29789, LYTVA_04431, LYTVA_20434
OG0000036	SCHMD10087, SCHMD20124, SCHMD27854	LYTVA_13566
OG0000037	SCHMD19933	LYTVA_05257, LYTVA_19733, LYTVA_11127, LYTVA_06887, LYTVA_08523, LYTVA_24218, LYTVA_22087
OG0000037	SCHMD00542, SCHMD17538	LYTVA_02747
OG0000037	SCHMD27948, SCHMD18423, SCHMD18687, SCHMD12192, SCHMD12010, SCHMD26652, SCHMD27204, SCHMD04781	LYTVA_25050, LYTVA_25057, LYTVA_25048
OG0000037	SCHMD26619	LYTVA_04662
OG0000038	SCHMD04793, SCHMD13832	LYTVA_25636
OG0000038	SCHMD06296, SCHMD12453, SCHMD04080, SCHMD01643, SCHMD10382, SCHMD07371, SCHMD17597, SCHMD29313, SCHMD17236, SCHMD15854, SCHMD12777, SCHMD01231, SCHMD16560, SCHMD21443	LYTVA_25193
OG0000038	SCHMD21877, SCHMD17582, SCHMD27730, SCHMD15420, SCHMD07372, SCHMD06914, SCHMD04983	LYTVA_00437
OG0000038	SCHMD28404	LYTVA_23709
OG0000038	SCHMD14596, SCHMD16257, SCHMD14597	LYTVA_27081, LYTVA_14519, LYTVA_00438
OG0000038	SCHMD04461, SCHMD04816, SCHMD04460	LYTVA_09516
OG0000039	SCHMD12270	LYTVA_16233, LYTVA_28543, LYTVA_07607, LYTVA_13062, LYTVA_27073, LYTVA_02868
OG0000040	SCHMD25293, SCHMD21694, SCHMD27504	LYTVA_16038
OG0000040	SCHMD01749, SCHMD05916, SCHMD12013, SCHMD13146	LYTVA_13614, LYTVA_19660
OG0000041	SCHMD08254	LYTVA_17546, LYTVA_17545
OG0000041	SCHMD18236, SCHMD01855, SCHMD05642, SCHMD04611, SCHMD00627, SCHMD25467, SCHMD20856	LYTVA_25852
OG0000041	SCHMD01473, SCHMD17447, SCHMD15880, SCHMD14684, SCHMD25470, SCHMD01841, SCHMD06678	LYTVA_03177
OG0000043	SCHMD11455	LYTVA_05725, LYTVA_13550, LYTVA_24763, LYTVA_20678, LYTVA_30007, LYTVA_26935, LYTVA_10735, LYTVA_00383, LYTVA_02758, LYTVA_00226
OG0000043	SCHMD29206, SCHMD09758	LYTVA_12710
OG0000048	SCHMD20183, SCHMD25913, SCHMD12614, SCHMD16550, SCHMD17319	LYTVA_17720, LYTVA_17428
OG0000049	SCHMD02961, SCHMD14840	LYTVA_16567
OG0000049	SCHMD17006	LYTVA_07886
OG0000049	SCHMD22370	LYTVA_02138
OG0000051	SCHMD14701, SCHMD19681, SCHMD00914, SCHMD02148, SCHMD06279	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370
OG0000055	SCHMD17892, SCHMD29195	LYTVA_09126, LYTVA_26970, LYTVA_18344
OG0000058	SCHMD04270	LYTVA_29674
OG0000058	SCHMD06371, SCHMD12285, SCHMD12283, SCHMD15378, SCHMD12280, SCHMD21116, SCHMD21114, SCHMD24429, SCHMD12833, SCHMD06108, SCHMD02122	LYTVA_14430
OG0000058	SCHMD07793, SCHMD04483, SCHMD04579, SCHMD08402	LYTVA_14164
OG0000059	SCHMD20167, SCHMD15436, SCHMD05187, SCHMD26092, SCHMD18312, SCHMD29210	LYTVA_05676
OG0000060	SCHMD17528	LYTVA_02319
OG0000060	SCHMD01311, SCHMD15619, SCHMD01313, SCHMD03061	LYTVA_11689, LYTVA_07972
OG0000060	SCHMD19006, SCHMD24601, SCHMD05372, SCHMD13182, SCHMD07987	LYTVA_16681, LYTVA_27455, LYTVA_18661, LYTVA_15046, LYTVA_11690, LYTVA_27067, LYTVA_20469, LYTVA_27945, LYTVA_28067, LYTVA_19641, LYTVA_23621, LYTVA_28547, LYTVA_22653, LYTVA_18637, LYTVA_13960, LYTVA_15384
OG0000060	SCHMD03062	LYTVA_10196
OG0000061	SCHMD24930	LYTVA_16102
OG0000061	SCHMD12952	LYTVA_20904, LYTVA_09585, LYTVA_28339
OG0000061	SCHMD11039	LYTVA_02993, LYTVA_26455, LYTVA_26459
OG0000062	SCHMD29099, SCHMD15194, SCHMD14172, SCHMD18015, SCHMD15195, SCHMD23769	LYTVA_15332, LYTVA_27501, LYTVA_24383, LYTVA_01528, LYTVA_05092, LYTVA_18550
OG0000063	SCHMD04855	LYTVA_03474
OG0000063	SCHMD09653	LYTVA_28622
OG0000065	SCHMD25473, SCHMD19118	LYTVA_02378
OG0000066	SCHMD02363	LYTVA_01899
OG0000066	SCHMD06030	LYTVA_14724
OG0000066	SCHMD01861	LYTVA_24831
OG0000068	SCHMD05762, SCHMD05760, SCHMD05763	LYTVA_11990, LYTVA_12287, LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450
OG0000069	SCHMD01685, SCHMD16207, SCHMD06596, SCHMD09060, SCHMD03554	LYTVA_28766
OG0000069	SCHMD18974	LYTVA_19096
OG0000070	SCHMD06745	LYTVA_12849
OG0000071	SCHMD08674, SCHMD04226	LYTVA_10873, LYTVA_10872, LYTVA_22942, LYTVA_22941, LYTVA_07051, LYTVA_07050, LYTVA_22709
OG0000073	SCHMD13212, SCHMD07291, SCHMD22957	LYTVA_08820, LYTVA_28046
OG0000077	SCHMD17571	LYTVA_24286
OG0000077	SCHMD23576	LYTVA_08553
OG0000077	SCHMD17078, SCHMD07689, SCHMD07695, SCHMD07696, SCHMD19383, SCHMD13911, SCHMD21639, SCHMD26936, SCHMD03670, SCHMD19917, SCHMD15537, SCHMD13624	LYTVA_24285
OG0000078	SCHMD04824, SCHMD04525	LYTVA_09049
OG0000078	SCHMD04822, SCHMD04523	LYTVA_16618
OG0000079	SCHMD05256, SCHMD13292, SCHMD04383, SCHMD07952, SCHMD12114	LYTVA_19637, LYTVA_24538, LYTVA_21250
OG0000079	SCHMD06941, SCHMD04736	LYTVA_06214, LYTVA_17750
OG0000080	SCHMD10387, SCHMD06434	LYTVA_22820, LYTVA_12729, LYTVA_29739, LYTVA_07108, LYTVA_04698, LYTVA_00085
OG0000082	SCHMD03263, SCHMD10119	LYTVA_25888
OG0000082	SCHMD29028	LYTVA_26329
OG0000082	SCHMD03363	LYTVA_02026, LYTVA_02027, LYTVA_02312, LYTVA_17399
OG0000083	SCHMD16633	LYTVA_15569
OG0000084	SCHMD19821, SCHMD23941, SCHMD23870	LYTVA_14799
OG0000084	SCHMD28183	LYTVA_18145
OG0000084	SCHMD22494, SCHMD00101, SCHMD19528, SCHMD27116, SCHMD16538, SCHMD01409	LYTVA_16127
OG0000085	SCHMD12836	LYTVA_13307
OG0000085	SCHMD12466	LYTVA_05365
OG0000085	SCHMD18327	LYTVA_17776
OG0000087	SCHMD09405, SCHMD09406	LYTVA_15159
OG0000087	SCHMD05855	LYTVA_24079
OG0000087	SCHMD21804, SCHMD25814, SCHMD16934	LYTVA_16301
OG0000087	SCHMD25288	LYTVA_07967
OG0000090	SCHMD10805, SCHMD21388	LYTVA_08725, LYTVA_21266
OG0000090	SCHMD06769	LYTVA_28107, LYTVA_09935
OG0000093	SCHMD02917	LYTVA_18071
OG0000093	SCHMD01278, SCHMD01279, SCHMD01277, SCHMD05526, SCHMD06457, SCHMD10241, SCHMD12867, SCHMD09341, SCHMD22057, SCHMD07249, SCHMD07880, SCHMD11553, SCHMD07387, SCHMD04028	LYTVA_29075, LYTVA_25106, LYTVA_28477, LYTVA_25104
OG0000094	SCHMD23746, SCHMD24402, SCHMD07078, SCHMD24401, SCHMD13656, SCHMD18841, SCHMD20088, SCHMD18376, SCHMD14753	LYTVA_10290
OG0000094	SCHMD18374, SCHMD19921, SCHMD19919, SCHMD25650, SCHMD09889, SCHMD04692, SCHMD17398, SCHMD14751, SCHMD25649, SCHMD27362, SCHMD18377, SCHMD18375, SCHMD07074, SCHMD27097	LYTVA_09221
OG0000095	SCHMD24112, SCHMD21858, SCHMD25769, SCHMD20853, SCHMD22035, SCHMD24353, SCHMD22942	LYTVA_11749, LYTVA_09779, LYTVA_25118, LYTVA_13288, LYTVA_13853, LYTVA_24054
OG0000096	SCHMD07753	LYTVA_12286
OG0000096	SCHMD10033	LYTVA_24298, LYTVA_20858
OG0000097	SCHMD22037, SCHMD20326	LYTVA_20598, LYTVA_17895, LYTVA_14555, LYTVA_01293, LYTVA_29875, LYTVA_10769, LYTVA_01595, LYTVA_13052, LYTVA_17582, LYTVA_19115, LYTVA_16485, LYTVA_10771, LYTVA_16484, LYTVA_19310, LYTVA_13138, LYTVA_11546, LYTVA_13556, LYTVA_18036, LYTVA_11818, LYTVA_13555, LYTVA_26641
OG0000098	SCHMD06391, SCHMD10501, SCHMD12931, SCHMD12930, SCHMD10500, SCHMD12324, SCHMD12327, SCHMD15356, SCHMD11201	LYTVA_01706
OG0000098	SCHMD17663	LYTVA_02412
OG0000098	SCHMD29644, SCHMD22119	LYTVA_24589, LYTVA_16909
OG0000099	SCHMD03930, SCHMD15019	LYTVA_00652
OG0000099	SCHMD11735, SCHMD29475, SCHMD24883, SCHMD19972	LYTVA_22524, LYTVA_05673, LYTVA_26003
OG0000099	SCHMD19312, SCHMD23856, SCHMD07176, SCHMD05543	LYTVA_09301, LYTVA_14363, LYTVA_14362
OG0000102	SCHMD09396, SCHMD12410, SCHMD08585, SCHMD18142, SCHMD10076, SCHMD00250, SCHMD26069, SCHMD21030, SCHMD29532	LYTVA_08951
OG0000103	SCHMD29081, SCHMD19673	LYTVA_05784
OG0000103	SCHMD08147	LYTVA_08412
OG0000106	SCHMD25024, SCHMD08963, SCHMD27477, SCHMD08964, SCHMD02149, SCHMD03716, SCHMD25095, SCHMD27496	LYTVA_01037, LYTVA_12933, LYTVA_15504, LYTVA_30171, LYTVA_06537, LYTVA_25256
OG0000107	SCHMD04920	LYTVA_12329
OG0000110	SCHMD06031	LYTVA_29623
OG0000110	SCHMD11887	LYTVA_05807, LYTVA_30126, LYTVA_30125
OG0000113	SCHMD06629, SCHMD02664	LYTVA_11625
OG0000114	SCHMD12561, SCHMD12560, SCHMD14332, SCHMD15816, SCHMD12739	LYTVA_18980, LYTVA_05208, LYTVA_13458
OG0000115	SCHMD28271, SCHMD15320	LYTVA_30005
OG0000116	SCHMD19106	LYTVA_27944, LYTVA_24429
OG0000117	SCHMD11493	LYTVA_20571
OG0000119	SCHMD02911	LYTVA_11474, LYTVA_08592, LYTVA_07119, LYTVA_19356, LYTVA_04285, LYTVA_11467
OG0000120	SCHMD11870	LYTVA_04898
OG0000121	SCHMD07020, SCHMD20010, SCHMD10285, SCHMD10287, SCHMD21058, SCHMD10289, SCHMD12440	LYTVA_03587
OG0000122	SCHMD00543, SCHMD16641, SCHMD09849	LYTVA_18458
OG0000123	SCHMD11518, SCHMD04649, SCHMD20176, SCHMD20977	LYTVA_16700
OG0000123	SCHMD07646	LYTVA_02814
OG0000123	SCHMD22122, SCHMD14008	LYTVA_20552
OG0000124	SCHMD10270, SCHMD10271	LYTVA_14993
OG0000124	SCHMD08774	LYTVA_27850
OG0000126	SCHMD24144	LYTVA_19767
OG0000126	SCHMD06494	LYTVA_16967
OG0000126	SCHMD01813, SCHMD04253	LYTVA_03902
OG0000127	SCHMD03781	LYTVA_12856
OG0000128	SCHMD25789, SCHMD19594	LYTVA_18955, LYTVA_21574, LYTVA_01369, LYTVA_05348, LYTVA_25678, LYTVA_25569, LYTVA_25568, LYTVA_09097, LYTVA_07273, LYTVA_29734, LYTVA_23730, LYTVA_23728, LYTVA_23729
OG0000128	SCHMD29825	LYTVA_25168
OG0000129	SCHMD05405	LYTVA_24420, LYTVA_06816
OG0000129	SCHMD03224	LYTVA_27162
OG0000130	SCHMD02824, SCHMD13205	LYTVA_23554
OG0000130	SCHMD17609	LYTVA_05651, LYTVA_17172, LYTVA_15765, LYTVA_27521
OG0000132	SCHMD23872, SCHMD23470, SCHMD16606, SCHMD24080, SCHMD22144, SCHMD14374	LYTVA_21000, LYTVA_22030, LYTVA_12450, LYTVA_13402
OG0000136	SCHMD25568, SCHMD19897	LYTVA_28569, LYTVA_12212
OG0000137	SCHMD09558	LYTVA_25469, LYTVA_15627
OG0000140	SCHMD02421, SCHMD05316, SCHMD01679	LYTVA_19546
OG0000141	SCHMD05764	LYTVA_28409
OG0000142	SCHMD14394, SCHMD01440, SCHMD00718	LYTVA_20509
OG0000142	SCHMD03732, SCHMD10133, SCHMD15810, SCHMD15070, SCHMD02364	LYTVA_20512, LYTVA_27041, LYTVA_04856, LYTVA_01496
OG0000142	SCHMD29515, SCHMD28730, SCHMD18761, SCHMD19018, SCHMD17308	LYTVA_01493
OG0000147	SCHMD09678, SCHMD11020, SCHMD11018, SCHMD11022, SCHMD11969, SCHMD22708, SCHMD11025, SCHMD03558	LYTVA_20853
OG0000149	SCHMD05440	LYTVA_09082
OG0000151	SCHMD02747, SCHMD12342	LYTVA_13428, LYTVA_13427
OG0000155	SCHMD23773, SCHMD18379, SCHMD09661, SCHMD07787	LYTVA_12158
OG0000155	SCHMD17411	LYTVA_27669
OG0000155	SCHMD13125	LYTVA_22929
OG0000158	SCHMD18936	LYTVA_03807
OG0000159	SCHMD14942	LYTVA_22895, LYTVA_21670, LYTVA_11548, LYTVA_22930, LYTVA_22121, LYTVA_26776, LYTVA_25766, LYTVA_12728, LYTVA_16500, LYTVA_10738, LYTVA_17708, LYTVA_06313, LYTVA_13868, LYTVA_10736
OG0000160	SCHMD26548, SCHMD20557, SCHMD26050, SCHMD24982, SCHMD19560, SCHMD11814, SCHMD15584, SCHMD21777, SCHMD19430	LYTVA_09555, LYTVA_09556
OG0000162	SCHMD01637	LYTVA_18164
OG0000162	SCHMD05631, SCHMD22574, SCHMD09891	LYTVA_25859
OG0000163	SCHMD23090	LYTVA_26726
OG0000163	SCHMD22191, SCHMD20049, SCHMD00396, SCHMD15554	LYTVA_16156
OG0000166	SCHMD08400	LYTVA_03746, LYTVA_11616, LYTVA_00435
OG0000166	SCHMD15704, SCHMD08401	LYTVA_25764
OG0000167	SCHMD10169, SCHMD14397, SCHMD01901, SCHMD10730	LYTVA_24832
OG0000168	SCHMD19556	LYTVA_16323
OG0000169	SCHMD00386	LYTVA_02351, LYTVA_20918
OG0000169	SCHMD00387	LYTVA_09716, LYTVA_24640, LYTVA_06335, LYTVA_06337, LYTVA_18535
OG0000173	SCHMD20107, SCHMD19855, SCHMD02094, SCHMD02093	LYTVA_24999
OG0000174	SCHMD09838	LYTVA_10125
OG0000174	SCHMD08354, SCHMD22729	LYTVA_06774
OG0000175	SCHMD23748, SCHMD18438, SCHMD03520	LYTVA_18185, LYTVA_25514
OG0000175	SCHMD18439, SCHMD17544	LYTVA_15383, LYTVA_23856, LYTVA_15381
OG0000179	SCHMD11075	LYTVA_11503
OG0000179	SCHMD01320	LYTVA_09715, LYTVA_09722, LYTVA_06848
OG0000179	SCHMD00307	LYTVA_24933
OG0000180	SCHMD14947, SCHMD20813	LYTVA_08268, LYTVA_08275
OG0000181	SCHMD03915, SCHMD03917, SCHMD09330, SCHMD09328	LYTVA_30016
OG0000181	SCHMD11453	LYTVA_19542, LYTVA_21135
OG0000182	SCHMD06161, SCHMD20312	LYTVA_19274, LYTVA_26926, LYTVA_27350
OG0000182	SCHMD07603	LYTVA_23182, LYTVA_12683, LYTVA_05167, LYTVA_18698, LYTVA_27329, LYTVA_17619, LYTVA_02337, LYTVA_01729
OG0000183	SCHMD21103, SCHMD28756	LYTVA_29269
OG0000183	SCHMD12130, SCHMD10333	LYTVA_12902, LYTVA_28105
OG0000186	SCHMD24594	LYTVA_08130
OG0000188	SCHMD07258, SCHMD07283	LYTVA_07056
OG0000188	SCHMD04013	LYTVA_06131
OG0000192	SCHMD06928, SCHMD19123, SCHMD13848, SCHMD05119, SCHMD03032, SCHMD02899, SCHMD02898, SCHMD00443	LYTVA_22840
OG0000193	SCHMD22652, SCHMD22559	LYTVA_08489
OG0000194	SCHMD11912, SCHMD12565	LYTVA_10369, LYTVA_19148, LYTVA_19770, LYTVA_19763, LYTVA_12264, LYTVA_12263, LYTVA_12262, LYTVA_24414
OG0000195	SCHMD06851	LYTVA_28994, LYTVA_02735
OG0000195	SCHMD06771	LYTVA_11062, LYTVA_09814, LYTVA_16951
OG0000201	SCHMD28886, SCHMD20370, SCHMD17233	LYTVA_05027
OG0000201	SCHMD00317, SCHMD09035	LYTVA_06928, LYTVA_03481, LYTVA_03480
OG0000201	SCHMD10520	LYTVA_05441
OG0000203	SCHMD13221	LYTVA_05320
OG0000204	SCHMD05946, SCHMD11236, SCHMD20783	LYTVA_09811
OG0000205	SCHMD14902, SCHMD14453	LYTVA_26646
OG0000205	SCHMD07996	LYTVA_08282
OG0000207	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396	LYTVA_11110, LYTVA_21753, LYTVA_28234, LYTVA_23513, LYTVA_30157, LYTVA_01312, LYTVA_23468, LYTVA_16683, LYTVA_23967, LYTVA_11884
OG0000207	SCHMD21037	LYTVA_08682
OG0000208	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998, SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900	LYTVA_28941
OG0000210	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393	LYTVA_29620, LYTVA_07256, LYTVA_12257, LYTVA_11329, LYTVA_04915, LYTVA_22044, LYTVA_11807, LYTVA_15620
OG0000210	SCHMD26754	LYTVA_22843
OG0000211	SCHMD21436	LYTVA_04294
OG0000214	SCHMD24110	LYTVA_00072, LYTVA_07251, LYTVA_07717
OG0000215	SCHMD27729, SCHMD15945	LYTVA_08959
OG0000218	SCHMD01527	LYTVA_12244, LYTVA_02104
OG0000220	SCHMD07645	LYTVA_04465, LYTVA_04466, LYTVA_04468
OG0000221	SCHMD10720	LYTVA_17595, LYTVA_04768, LYTVA_08100
OG0000222	SCHMD21612, SCHMD08502	LYTVA_26734, LYTVA_13738, LYTVA_24122, LYTVA_28945, LYTVA_27554, LYTVA_20917, LYTVA_23553, LYTVA_21370
OG0000223	SCHMD02890, SCHMD03920, SCHMD02891	LYTVA_00593
OG0000223	SCHMD07139, SCHMD25635, SCHMD26287, SCHMD25493	LYTVA_24317
OG0000223	SCHMD07138, SCHMD07143, SCHMD26815, SCHMD26565	LYTVA_13912
OG0000225	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161	LYTVA_20688, LYTVA_20689, LYTVA_18494
OG0000227	SCHMD05353	LYTVA_00830
OG0000227	SCHMD04380	LYTVA_00289, LYTVA_24191
OG0000228	SCHMD07563, SCHMD07561, SCHMD07562, SCHMD11296	LYTVA_28978
OG0000230	SCHMD23835, SCHMD14315	LYTVA_29471
OG0000231	SCHMD15225, SCHMD17377	LYTVA_23091
OG0000231	SCHMD23026	LYTVA_25029
OG0000231	SCHMD24769, SCHMD25604	LYTVA_01782
OG0000233	SCHMD01146, SCHMD07435, SCHMD22145	LYTVA_05981
OG0000235	SCHMD29163	LYTVA_28399, LYTVA_23583
OG0000236	SCHMD00730	LYTVA_03072
OG0000239	SCHMD03432	LYTVA_06349
OG0000239	SCHMD06547	LYTVA_09698, LYTVA_06433
OG0000241	SCHMD13993	LYTVA_07057, LYTVA_11465, LYTVA_05117
OG0000243	SCHMD12372	LYTVA_21983
OG0000243	SCHMD17682, SCHMD15912, SCHMD11668	LYTVA_14980, LYTVA_11137
OG0000244	SCHMD21826	LYTVA_00671
OG0000244	SCHMD15740, SCHMD18441, SCHMD21827	LYTVA_07546
OG0000246	SCHMD16891, SCHMD17961, SCHMD12289	LYTVA_06938
OG0000246	SCHMD12291, SCHMD13657, SCHMD12290	LYTVA_09139
OG0000250	SCHMD07715, SCHMD11126	LYTVA_04806, LYTVA_21908
OG0000250	SCHMD11127	LYTVA_27749
OG0000250	SCHMD00165	LYTVA_28209
OG0000256	SCHMD06220	LYTVA_17873
OG0000257	SCHMD15360	LYTVA_26231
OG0000260	SCHMD00231	LYTVA_02941, LYTVA_22814
OG0000261	SCHMD07513, SCHMD19684, SCHMD09437	LYTVA_03764
OG0000261	SCHMD06264, SCHMD17166	LYTVA_00402
OG0000263	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150	LYTVA_26683, LYTVA_26681, LYTVA_02420, LYTVA_23954, LYTVA_25318, LYTVA_01787, LYTVA_11286, LYTVA_01164, LYTVA_01126, LYTVA_12585, LYTVA_17091, LYTVA_12584, LYTVA_16230, LYTVA_10870, LYTVA_16231, LYTVA_27872, LYTVA_16078, LYTVA_19963, LYTVA_13531, LYTVA_15250, LYTVA_13529, LYTVA_13530, LYTVA_21007, LYTVA_13663, LYTVA_09794, LYTVA_26223, LYTVA_01736, LYTVA_01737
OG0000265	SCHMD14945, SCHMD03613, SCHMD19985	LYTVA_27683
OG0000265	SCHMD11031, SCHMD25284	LYTVA_16147
OG0000265	SCHMD18240, SCHMD09007	LYTVA_23503
OG0000266	SCHMD11802	LYTVA_29614
