Orthogroup	SCHMD	PFLAV
OG0000007	SCHMD00558, SCHMD06747, SCHMD22968, SCHMD29142, SCHMD15439, SCHMD19350, SCHMD15440, SCHMD11082, SCHMD05985	TCONS_00012754.p1
OG0000007	SCHMD02246	TCONS_00009689.p1
OG0000010	SCHMD14528	TCONS_00017958.p1
OG0000010	SCHMD19321	TCONS_00031213.p1, TCONS_00031190.p1
OG0000010	SCHMD16346	TCONS_00017962.p1, TCONS_00017965.p1, TCONS_00017966.p1, TCONS_00017964.p1
OG0000010	SCHMD05789, SCHMD04868	TCONS_00026035.p1, TCONS_00030635.p1
OG0000011	SCHMD05659	TCONS_00034929.p1, TCONS_00004504.p1, TCONS_00005682.p1, TCONS_00015386.p1, TCONS_00033759.p1, TCONS_00033581.p1
OG0000012	SCHMD06044, SCHMD24599, SCHMD26528, SCHMD04657, SCHMD00960	TCONS_00004701.p1, TCONS_00015125.p1, TCONS_00011214.p1, TCONS_00011213.p1, TCONS_00011211.p1, TCONS_00009883.p1, TCONS_00015085.p1, TCONS_00044328.p1, TCONS_00015086.p1, TCONS_00011207.p1, TCONS_00011209.p1, TCONS_00021579.p1, TCONS_00021578.p1
OG0000014	SCHMD11444	TCONS_00018745.p1, TCONS_00016636.p1, TCONS_00018744.p1
OG0000015	SCHMD16724	TCONS_00043861.p1
OG0000015	SCHMD18317, SCHMD16528, SCHMD16031, SCHMD20432	TCONS_00042561.p1, TCONS_00043863.p1
OG0000015	SCHMD21895	TCONS_00028843.p1
OG0000016	SCHMD13029	TCONS_00012620.p1, TCONS_00013829.p1
OG0000016	SCHMD16694	TCONS_00022185.p1, TCONS_00048322.p1, TCONS_00049537.p1, TCONS_00047912.p1
OG0000016	SCHMD02183	TCONS_00003602.p1
OG0000016	SCHMD09773, SCHMD05700	TCONS_00048341.p1
OG0000017	SCHMD13346	TCONS_00051588.p1, TCONS_00034438.p1, TCONS_00033112.p1, TCONS_00056547.p1, TCONS_00003153.p1, TCONS_00035681.p1, TCONS_00015500.p1, TCONS_00014886.p1, TCONS_00040430.p1, TCONS_00029800.p1, TCONS_00024558.p1, TCONS_00043073.p1, TCONS_00050389.p1, TCONS_00031952.p1, TCONS_00031929.p1, TCONS_00003294.p1, TCONS_00017646.p1, TCONS_00035188.p1, TCONS_00012374.p1, TCONS_00010804.p1, TCONS_00041803.p1, TCONS_00053694.p1, TCONS_00034099.p1, TCONS_00035359.p1, TCONS_00049944.p1, TCONS_00032138.p1, TCONS_00052165.p1, TCONS_00056182.p1, TCONS_00037236.p1, TCONS_00037011.p1, TCONS_00054246.p1, TCONS_00033993.p1, TCONS_00018502.p1, TCONS_00049942.p1, TCONS_00052167.p1, TCONS_00021399.p1, TCONS_00014887.p1, TCONS_00045938.p1, TCONS_00049973.p1, TCONS_00034588.p2, TCONS_00049861.p1, TCONS_00009025.p1, TCONS_00012231.p1, TCONS_00036792.p1, TCONS_00049753.p1, TCONS_00032137.p1, TCONS_00023416.p1, TCONS_00029799.p1, TCONS_00036445.p1, TCONS_00032247.p1, TCONS_00034587.p1, TCONS_00002336.p1, TCONS_00044273.p1, TCONS_00027912.p1, TCONS_00036791.p1, TCONS_00033854.p1, TCONS_00045605.p1, TCONS_00029380.p1, TCONS_00047331.p1, TCONS_00046187.p1, TCONS_00037010.p1
OG0000018	SCHMD07328, SCHMD06128, SCHMD00596, SCHMD22969	TCONS_00028359.p1
OG0000019	SCHMD07568	TCONS_00009265.p1, TCONS_00009269.p1, TCONS_00009271.p1, TCONS_00008241.p1
OG0000020	SCHMD01272	TCONS_00044902.p1
OG0000020	SCHMD00005	TCONS_00055662.p1
OG0000020	SCHMD08736	TCONS_00041842.p1
OG0000020	SCHMD24153	TCONS_00007359.p1
OG0000020	SCHMD09886	TCONS_00047850.p1
OG0000020	SCHMD00966, SCHMD23498, SCHMD20009, SCHMD00182	TCONS_00016378.p1
OG0000021	SCHMD05055, SCHMD22715, SCHMD07894	TCONS_00047235.p1, TCONS_00047455.p1
OG0000021	SCHMD09794	TCONS_00007765.p1
OG0000021	SCHMD10526, SCHMD19498	TCONS_00048529.p1, TCONS_00048461.p1, TCONS_00048530.p1, TCONS_00048462.p1, TCONS_00048631.p1, TCONS_00047352.p1, TCONS_00044070.p1, TCONS_00044077.p1
OG0000021	SCHMD09793, SCHMD07893	TCONS_00016243.p1
OG0000026	SCHMD10899	TCONS_00003307.p1, TCONS_00043299.p1
OG0000026	SCHMD00612	TCONS_00052076.p1
OG0000026	SCHMD22460	TCONS_00043670.p1
OG0000027	SCHMD01186, SCHMD06349, SCHMD09742, SCHMD23029, SCHMD18531	TCONS_00037910.p1, TCONS_00000070.p1, TCONS_00041506.p1, TCONS_00037953.p1, TCONS_00037911.p1, TCONS_00037954.p1, TCONS_00037955.p1, TCONS_00041505.p1, TCONS_00037956.p1, TCONS_00051662.p1, TCONS_00051534.p1, TCONS_00051531.p1, TCONS_00051545.p1, TCONS_00051542.p1, TCONS_00051540.p1, TCONS_00050429.p1, TCONS_00051539.p1, TCONS_00051538.p1, TCONS_00051546.p1, TCONS_00051544.p1, TCONS_00051543.p1, TCONS_00051530.p1, TCONS_00051529.p1, TCONS_00051660.p1, TCONS_00051659.p1, TCONS_00051657.p1, TCONS_00051550.p1, TCONS_00018215.p1, TCONS_00050742.p1, TCONS_00050164.p1, TCONS_00050163.p1, TCONS_00050166.p1, TCONS_00050169.p1, TCONS_00050160.p1, TCONS_00050162.p1, TCONS_00050173.p1, TCONS_00050168.p1
OG0000028	SCHMD01093	TCONS_00008790.p1
OG0000028	SCHMD06702, SCHMD02905, SCHMD16738, SCHMD14368, SCHMD23495, SCHMD26353, SCHMD14450	TCONS_00026901.p1, TCONS_00027219.p1, TCONS_00001048.p1, TCONS_00005463.p1, TCONS_00006513.p1, TCONS_00029701.p1, TCONS_00029704.p1, TCONS_00029474.p1, TCONS_00029475.p1
OG0000028	SCHMD22912, SCHMD03422	TCONS_00006156.p1, TCONS_00006138.p1
OG0000028	SCHMD09824, SCHMD14808, SCHMD01092, SCHMD08075	TCONS_00029777.p1, TCONS_00029776.p1
OG0000029	SCHMD10229, SCHMD16285, SCHMD03695, SCHMD08074, SCHMD15862	TCONS_00004006.p1
OG0000030	SCHMD08372, SCHMD09761, SCHMD00598, SCHMD20460, SCHMD24720	TCONS_00051218.p1
OG0000030	SCHMD17204, SCHMD27027, SCHMD25154, SCHMD28242, SCHMD23250	TCONS_00019673.p1
OG0000030	SCHMD26819, SCHMD26942, SCHMD20336, SCHMD29499, SCHMD22579	TCONS_00054176.p1, TCONS_00054136.p1
OG0000030	SCHMD25391	TCONS_00008414.p1, TCONS_00008093.p1, TCONS_00054540.p1, TCONS_00053448.p1, TCONS_00053450.p1
OG0000030	SCHMD25427	TCONS_00021382.p1
OG0000031	SCHMD16950	TCONS_00003900.p1
OG0000031	SCHMD11094	TCONS_00002937.p1
OG0000031	SCHMD00185	TCONS_00047742.p1, TCONS_00046710.p1, TCONS_00045709.p1
OG0000031	SCHMD17865	TCONS_00041599.p1, TCONS_00054588.p1, TCONS_00042947.p1
OG0000032	SCHMD05706, SCHMD26195, SCHMD24540, SCHMD22975, SCHMD09223	TCONS_00035360.p1
OG0000034	SCHMD11716, SCHMD29000	TCONS_00007418.p1
OG0000034	SCHMD13190, SCHMD26745	TCONS_00005924.p1
OG0000034	SCHMD11160, SCHMD18247	TCONS_00049881.p1, TCONS_00037015.p1
OG0000034	SCHMD04875	TCONS_00029638.p1
OG0000034	SCHMD07081	TCONS_00037412.p1
OG0000035	SCHMD06303	TCONS_00023765.p1
OG0000035	SCHMD10019, SCHMD14794, SCHMD08606	TCONS_00003567.p1
OG0000035	SCHMD15627, SCHMD19701	TCONS_00023006.p1, TCONS_00025465.p1
OG0000036	SCHMD03343, SCHMD25206, SCHMD18787, SCHMD10086	TCONS_00047867.p1, TCONS_00047868.p1
OG0000036	SCHMD10087, SCHMD20124, SCHMD27854	TCONS_00006290.p1
OG0000037	SCHMD19933	TCONS_00011439.p1, TCONS_00011440.p1, TCONS_00011443.p1, TCONS_00011446.p1, TCONS_00011219.p1, TCONS_00011218.p1
OG0000037	SCHMD00542, SCHMD17538	TCONS_00017535.p1
OG0000037	SCHMD27948, SCHMD18423, SCHMD18687, SCHMD12192, SCHMD12010, SCHMD26652, SCHMD27204, SCHMD04781	TCONS_00016014.p1, TCONS_00024568.p1, TCONS_00027658.p1, TCONS_00004627.p1, TCONS_00009673.p1
OG0000037	SCHMD26619	TCONS_00031395.p1, TCONS_00044661.p1
OG0000038	SCHMD06293	TCONS_00001542.p1, TCONS_00001541.p1, TCONS_00001539.p1, TCONS_00001543.p1, TCONS_00048433.p1, TCONS_00029437.p1, TCONS_00019232.p2, TCONS_00028396.p1, TCONS_00028210.p1
OG0000038	SCHMD17582, SCHMD27730	TCONS_00000410.p1, TCONS_00028395.p1
OG0000038	SCHMD15420, SCHMD07372, SCHMD06914, SCHMD04983	TCONS_00001544.p1
OG0000039	SCHMD12270	TCONS_00052764.p1, TCONS_00012328.p1, TCONS_00053909.p1, TCONS_00044047.p1, TCONS_00008253.p1, TCONS_00044435.p1, TCONS_00042739.p1, TCONS_00042734.p1, TCONS_00053908.p1, TCONS_00025100.p1, TCONS_00004192.p1, TCONS_00004101.p1, TCONS_00004104.p1, TCONS_00003026.p1, TCONS_00004103.p1, TCONS_00004274.p1, TCONS_00004273.p1, TCONS_00039100.p1, TCONS_00015626.p1, TCONS_00045969.p1, TCONS_00011057.p1, TCONS_00003433.p1, TCONS_00014910.p1
OG0000040	SCHMD01748, SCHMD12016, SCHMD05917, SCHMD01746	TCONS_00025139.p1, TCONS_00025138.p1, TCONS_00024189.p1
OG0000040	SCHMD19421	TCONS_00045519.p1
OG0000041	SCHMD16871, SCHMD04540, SCHMD27454, SCHMD18676, SCHMD26156, SCHMD24512, SCHMD26802, SCHMD13244, SCHMD23473, SCHMD08254, SCHMD16501, SCHMD03485, SCHMD03487, SCHMD24504, SCHMD27330, SCHMD22218, SCHMD24321, SCHMD16915, SCHMD24513, SCHMD13245, SCHMD18501, SCHMD24533	TCONS_00025634.p1
OG0000041	SCHMD18236, SCHMD01855, SCHMD05642, SCHMD04611, SCHMD00627, SCHMD25467, SCHMD20856	TCONS_00024462.p1
OG0000041	SCHMD01473, SCHMD17447, SCHMD15880, SCHMD14684, SCHMD25470, SCHMD01841, SCHMD06678	TCONS_00046856.p1
OG0000043	SCHMD05570, SCHMD05172, SCHMD24343, SCHMD10917, SCHMD15077, SCHMD11820	TCONS_00012803.p1, TCONS_00012796.p1
OG0000043	SCHMD11455	TCONS_00039125.p1, TCONS_00039467.p1, TCONS_00033828.p1
OG0000043	SCHMD17991, SCHMD07284, SCHMD04436, SCHMD10964, SCHMD10708, SCHMD11041, SCHMD12622, SCHMD10248, SCHMD06829, SCHMD01198, SCHMD04068	TCONS_00013937.p1, TCONS_00013685.p1
OG0000043	SCHMD29206, SCHMD09758	TCONS_00023271.p1
OG0000044	SCHMD03626, SCHMD00319, SCHMD06706, SCHMD06550, SCHMD21748	TCONS_00038566.p1
OG0000046	SCHMD07994	TCONS_00020120.p1
OG0000048	SCHMD20183, SCHMD25913, SCHMD12614, SCHMD16550, SCHMD17319	TCONS_00009510.p1, TCONS_00009509.p1, TCONS_00009734.p1
OG0000049	SCHMD07231, SCHMD18899, SCHMD19386, SCHMD26352	TCONS_00047286.p1
OG0000049	SCHMD17006	TCONS_00051669.p1
OG0000049	SCHMD22370	TCONS_00050078.p1, TCONS_00051670.p1, TCONS_00047285.p1
OG0000051	SCHMD14701, SCHMD19681, SCHMD00914, SCHMD02148, SCHMD06279	TCONS_00023644.p1, TCONS_00031164.p1, TCONS_00031165.p1, TCONS_00030978.p1, TCONS_00030216.p1, TCONS_00030215.p1, TCONS_00030214.p1, TCONS_00031453.p1, TCONS_00035487.p1, TCONS_00035491.p1, TCONS_00035489.p1, TCONS_00035490.p1, TCONS_00035488.p1, TCONS_00035496.p1, TCONS_00035494.p1, TCONS_00035497.p1, TCONS_00035492.p1, TCONS_00035493.p1, TCONS_00035495.p1, TCONS_00031319.p1, TCONS_00030584.p1, TCONS_00030586.p1, TCONS_00030585.p1, TCONS_00030581.p1, TCONS_00030472.p1, TCONS_00046204.p1, TCONS_00022788.p1
OG0000055	SCHMD14415, SCHMD22203, SCHMD17892, SCHMD29195	TCONS_00039362.p1
OG0000057	SCHMD08094	TCONS_00024763.p1, TCONS_00024801.p1, TCONS_00024802.p1, TCONS_00006273.p1, TCONS_00005020.p1, TCONS_00006274.p1, TCONS_00025556.p1, TCONS_00006271.p1, TCONS_00005019.p1, TCONS_00014018.p1, TCONS_00052948.p1, TCONS_00052947.p1, TCONS_00041909.p1, TCONS_00041910.p1, TCONS_00041911.p1, TCONS_00028633.p1
OG0000058	SCHMD04270	TCONS_00026611.p1
OG0000058	SCHMD07793, SCHMD04483, SCHMD04579, SCHMD08402	TCONS_00013052.p1
OG0000059	SCHMD27096	TCONS_00042819.p1
OG0000059	SCHMD05186, SCHMD20166	TCONS_00009682.p1, TCONS_00009684.p1, TCONS_00011007.p1, TCONS_00011005.p1, TCONS_00011003.p1, TCONS_00047222.p1, TCONS_00018649.p1
OG0000059	SCHMD05188, SCHMD13278	TCONS_00041791.p1
OG0000060	SCHMD17528	TCONS_00053675.p1
OG0000060	SCHMD16998	TCONS_00048146.p1, TCONS_00043676.p1, TCONS_00043673.p1, TCONS_00043674.p1
OG0000060	SCHMD03062	TCONS_00024431.p1
OG0000061	SCHMD24930	TCONS_00055666.p1
OG0000061	SCHMD11039	TCONS_00056856.p1
OG0000062	SCHMD29099, SCHMD15194, SCHMD14172, SCHMD18015, SCHMD15195, SCHMD23769	TCONS_00029083.p1, TCONS_00048669.p1, TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1, TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1, TCONS_00007265.p1
OG0000063	SCHMD13250	TCONS_00053924.p1
OG0000063	SCHMD09653	TCONS_00047467.p1, TCONS_00031359.p1
OG0000063	SCHMD24452	TCONS_00053925.p1
OG0000066	SCHMD06601	TCONS_00041521.p1, TCONS_00041514.p1
OG0000066	SCHMD06030	TCONS_00048274.p1
OG0000066	SCHMD05807	TCONS_00053196.p1, TCONS_00008755.p1
OG0000066	SCHMD17583	TCONS_00036193.p1
OG0000068	SCHMD05762, SCHMD05760, SCHMD05763	TCONS_00032290.p1, TCONS_00048486.p1, TCONS_00019023.p1, TCONS_00019022.p1, TCONS_00019987.p1, TCONS_00048483.p1, TCONS_00048484.p1, TCONS_00048485.p1, TCONS_00047469.p1, TCONS_00048478.p1, TCONS_00048886.p1, TCONS_00047418.p1, TCONS_00048610.p1, TCONS_00047478.p1, TCONS_00047474.p1, TCONS_00047479.p1, TCONS_00048467.p1, TCONS_00048482.p1, TCONS_00047489.p1, TCONS_00047482.p1, TCONS_00056394.p1, TCONS_00046150.p1, TCONS_00048471.p1, TCONS_00048472.p1, TCONS_00047470.p1, TCONS_00047471.p1, TCONS_00047476.p1, TCONS_00047473.p1, TCONS_00032288.p1, TCONS_00048475.p1, TCONS_00048474.p1, TCONS_00032289.p1, TCONS_00048479.p1, TCONS_00047480.p1, TCONS_00047475.p1, TCONS_00032285.p1, TCONS_00048481.p1, TCONS_00048470.p1, TCONS_00047483.p1, TCONS_00048536.p1
OG0000069	SCHMD05798, SCHMD12262	TCONS_00012030.p1, TCONS_00013004.p1
OG0000070	SCHMD06745	TCONS_00000689.p1, TCONS_00000334.p1
OG0000070	SCHMD25128, SCHMD25923, SCHMD18099, SCHMD09836, SCHMD24858	TCONS_00011728.p1, TCONS_00048824.p1, TCONS_00013275.p1
OG0000071	SCHMD08674, SCHMD04226	TCONS_00010660.p1, TCONS_00009764.p1, TCONS_00022979.p1
OG0000072	SCHMD10090	TCONS_00042083.p1
OG0000072	SCHMD14858, SCHMD08261, SCHMD24480, SCHMD08262	TCONS_00048417.p1
OG0000073	SCHMD07917, SCHMD02585, SCHMD02588	TCONS_00046008.p1, TCONS_00008622.p1, TCONS_00007291.p1, TCONS_00008624.p1, TCONS_00008625.p1, TCONS_00008623.p1
OG0000075	SCHMD10965	TCONS_00021191.p1
OG0000075	SCHMD03704	TCONS_00048312.p1
OG0000075	SCHMD21424	TCONS_00049564.p1
OG0000077	SCHMD17571	TCONS_00026489.p1
OG0000077	SCHMD23576	TCONS_00026413.p1
OG0000077	SCHMD21560, SCHMD20774, SCHMD21636, SCHMD20499	TCONS_00055904.p1, TCONS_00057132.p1
OG0000077	SCHMD17078, SCHMD07689, SCHMD07695, SCHMD07696, SCHMD19383, SCHMD13911, SCHMD21639, SCHMD26936, SCHMD03670, SCHMD19917, SCHMD15537, SCHMD13624	TCONS_00027831.p1
OG0000077	SCHMD27373	TCONS_00026409.p1, TCONS_00027084.p1
OG0000078	SCHMD04824, SCHMD04525	TCONS_00016890.p1
OG0000079	SCHMD05256, SCHMD13292, SCHMD04383, SCHMD07952, SCHMD12114	TCONS_00032718.p1
OG0000079	SCHMD16559, SCHMD24052, SCHMD18199	TCONS_00030942.p1
OG0000079	SCHMD06941, SCHMD04736	TCONS_00028091.p1, TCONS_00021690.p1, TCONS_00021688.p1
OG0000080	SCHMD10387, SCHMD06434	TCONS_00043961.p1, TCONS_00057081.p1, TCONS_00034947.p1, TCONS_00000126.p1, TCONS_00020509.p1, TCONS_00045344.p1, TCONS_00012545.p1, TCONS_00053563.p1, TCONS_00026987.p2, TCONS_00031657.p2, TCONS_00036774.p1, TCONS_00029150.p1, TCONS_00050230.p1, TCONS_00023473.p1, TCONS_00022214.p1, TCONS_00013384.p1, TCONS_00018876.p2, TCONS_00040954.p1, TCONS_00035906.p1, TCONS_00039448.p1, TCONS_00013436.p1, TCONS_00049782.p1, TCONS_00052232.p1, TCONS_00052973.p1, TCONS_00033216.p1, TCONS_00005529.p1, TCONS_00056400.p1, TCONS_00003921.p1, TCONS_00031515.p1, TCONS_00021849.p1, TCONS_00032451.p1, TCONS_00016589.p1, TCONS_00025989.p1, TCONS_00020690.p1, TCONS_00057266.p1, TCONS_00015612.p1, TCONS_00056707.p1, TCONS_00033676.p1, TCONS_00006974.p1, TCONS_00007726.p1, TCONS_00024716.p1, TCONS_00016716.p1, TCONS_00032041.p1, TCONS_00004757.p1, TCONS_00044065.p1, TCONS_00054296.p1, TCONS_00036192.p1, TCONS_00032731.p1, TCONS_00054931.p1, TCONS_00024505.p1, TCONS_00021627.p1, TCONS_00044602.p1, TCONS_00038256.p1, TCONS_00050231.p1, TCONS_00020080.p1, TCONS_00049820.p1, TCONS_00034104.p1, TCONS_00015856.p1, TCONS_00044441.p1, TCONS_00047191.p1, TCONS_00012108.p1, TCONS_00044440.p1, TCONS_00006104.p1, TCONS_00018922.p1, TCONS_00039817.p2, TCONS_00036969.p1, TCONS_00035823.p1, TCONS_00055173.p1, TCONS_00038248.p1, TCONS_00013206.p1, TCONS_00034247.p1, TCONS_00008719.p1, TCONS_00021593.p1, TCONS_00037797.p1, TCONS_00053011.p1, TCONS_00040208.p1, TCONS_00027306.p1, TCONS_00044556.p1, TCONS_00041372.p1, TCONS_00000800.p1, TCONS_00040086.p1, TCONS_00013205.p1, TCONS_00011758.p1, TCONS_00040209.p1, TCONS_00003425.p1, TCONS_00027906.p1, TCONS_00046644.p1, TCONS_00020085.p1, TCONS_00034249.p1, TCONS_00021988.p1, TCONS_00025593.p1, TCONS_00031726.p1, TCONS_00018635.p1, TCONS_00015346.p1, TCONS_00004403.p1, TCONS_00039658.p1, TCONS_00040543.p1, TCONS_00016146.p1, TCONS_00044209.p1, TCONS_00035886.p1, TCONS_00025122.p1, TCONS_00017764.p1, TCONS_00029979.p1, TCONS_00032286.p1, TCONS_00037238.p1
OG0000082	SCHMD03263, SCHMD10119	TCONS_00014773.p1, TCONS_00001034.p1
OG0000082	SCHMD29028	TCONS_00020502.p1
OG0000082	SCHMD03363	TCONS_00056464.p1, TCONS_00055288.p1, TCONS_00000360.p1
OG0000082	SCHMD08895, SCHMD09092, SCHMD13034, SCHMD06892, SCHMD23210	TCONS_00020503.p1
OG0000083	SCHMD16633	TCONS_00014406.p1, TCONS_00043531.p1, TCONS_00014405.p1, TCONS_00034541.p1, TCONS_00034434.p1, TCONS_00016036.p1, TCONS_00015316.p1
OG0000084	SCHMD19821, SCHMD23941, SCHMD23870	TCONS_00026379.p1, TCONS_00026843.p1, TCONS_00026055.p1
OG0000084	SCHMD28183	TCONS_00021134.p1, TCONS_00030129.p1, TCONS_00030431.p1, TCONS_00021133.p1, TCONS_00021139.p1, TCONS_00021138.p1, TCONS_00031287.p1, TCONS_00030603.p1, TCONS_00031458.p1, TCONS_00021496.p1, TCONS_00031129.p1, TCONS_00030866.p1, TCONS_00031443.p1, TCONS_00045090.p1
OG0000084	SCHMD22494, SCHMD00101, SCHMD19528, SCHMD27116, SCHMD16538, SCHMD01409	TCONS_00030687.p1
OG0000084	SCHMD28182, SCHMD25065	TCONS_00030202.p1
OG0000084	SCHMD21106	TCONS_00030090.p1
OG0000085	SCHMD12837	TCONS_00005618.p1
OG0000085	SCHMD12466	TCONS_00008648.p1
OG0000085	SCHMD18327	TCONS_00005387.p1
OG0000087	SCHMD09406	TCONS_00021498.p1
OG0000087	SCHMD25358	TCONS_00010080.p1
OG0000087	SCHMD05857, SCHMD05855	TCONS_00019230.p1
OG0000090	SCHMD10805, SCHMD21388	TCONS_00057284.p1, TCONS_00003589.p1
OG0000090	SCHMD15560	TCONS_00046158.p1, TCONS_00027190.p1
OG0000090	SCHMD06769	TCONS_00033798.p1, TCONS_00043811.p1, TCONS_00043809.p1
OG0000093	SCHMD00352	TCONS_00045930.p1
OG0000093	SCHMD01278, SCHMD01279, SCHMD01277, SCHMD05526, SCHMD06457, SCHMD10241, SCHMD12867, SCHMD09341, SCHMD22057, SCHMD07249, SCHMD07880, SCHMD11553, SCHMD07387, SCHMD04028	TCONS_00042695.p1, TCONS_00034557.p1, TCONS_00034558.p1, TCONS_00028807.p1, TCONS_00028812.p1, TCONS_00028816.p1, TCONS_00010023.p1, TCONS_00028809.p1, TCONS_00028814.p1, TCONS_00028817.p1, TCONS_00036677.p1
OG0000094	SCHMD23746, SCHMD24402, SCHMD07078, SCHMD24401, SCHMD13656, SCHMD18841, SCHMD20088, SCHMD18376, SCHMD14753	TCONS_00049669.p1
OG0000094	SCHMD18374, SCHMD19921, SCHMD19919, SCHMD25650, SCHMD09889, SCHMD04692, SCHMD17398, SCHMD14751, SCHMD25649, SCHMD27362, SCHMD18377, SCHMD18375, SCHMD07074, SCHMD27097	TCONS_00014949.p1
OG0000095	SCHMD24112, SCHMD21858, SCHMD25769, SCHMD20853, SCHMD22035, SCHMD24353, SCHMD22942	TCONS_00011463.p1, TCONS_00011458.p1, TCONS_00009998.p1, TCONS_00009997.p1, TCONS_00015954.p1, TCONS_00012113.p1, TCONS_00010510.p1, TCONS_00010103.p1, TCONS_00011887.p1, TCONS_00049323.p1, TCONS_00049326.p1, TCONS_00048863.p1, TCONS_00049325.p1, TCONS_00049322.p1, TCONS_00025470.p1, TCONS_00010507.p1, TCONS_00011888.p1, TCONS_00010505.p1, TCONS_00010506.p1
OG0000096	SCHMD07753	TCONS_00048858.p1
OG0000096	SCHMD10033	TCONS_00036087.p1, TCONS_00056616.p1
