Orthogroup	SCHMD	SACKO_ok
OG0000007	SCHMD12296, SCHMD02893	SACKO_15684, SACKO_15694, SACKO_22717
OG0000007	SCHMD08423	SACKO_15952, SACKO_11677, SACKO_15953, SACKO_04591
OG0000007	SCHMD08922, SCHMD00556	SACKO_00920
OG0000007	SCHMD22068, SCHMD08894, SCHMD06998	SACKO_27771, SACKO_27817
OG0000007	SCHMD19134	SACKO_00927
OG0000007	SCHMD00558, SCHMD06747, SCHMD22968, SCHMD29142, SCHMD15439, SCHMD19350, SCHMD15440, SCHMD11082, SCHMD05985	SACKO_02233
OG0000007	SCHMD02246	SACKO_11981
OG0000008	SCHMD02053	SACKO_08466
OG0000010	SCHMD02594, SCHMD02592	SACKO_15785
OG0000010	SCHMD05789, SCHMD04868	SACKO_19852, SACKO_19839, SACKO_20088
OG0000011	SCHMD09818, SCHMD25014, SCHMD05659	SACKO_22764
OG0000012	SCHMD06044, SCHMD24599, SCHMD26528, SCHMD04657, SCHMD00960	SACKO_29085, SACKO_29089, SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565
OG0000012	SCHMD06045, SCHMD22580	SACKO_05175
OG0000014	SCHMD11444	SACKO_09441, SACKO_09449, SACKO_09439, SACKO_09461, SACKO_06966, SACKO_06947, SACKO_08105, SACKO_08147, SACKO_09870, SACKO_16092, SACKO_31551, SACKO_29003, SACKO_10634, SACKO_14937, SACKO_17414, SACKO_06936, SACKO_32656, SACKO_09455, SACKO_09442, SACKO_09453, SACKO_09445, SACKO_09444, SACKO_09452, SACKO_06943, SACKO_06984
OG0000014	SCHMD00336, SCHMD17936, SCHMD15732, SCHMD17591, SCHMD13208	SACKO_06958
OG0000015	SCHMD16725	SACKO_31692
OG0000015	SCHMD18317, SCHMD16528, SCHMD16031, SCHMD20432	SACKO_31697
OG0000015	SCHMD16722	SACKO_31684
OG0000016	SCHMD13029	SACKO_06844
OG0000016	SCHMD16694	SACKO_19317, SACKO_06877, SACKO_04946
OG0000016	SCHMD02183	SACKO_14898
OG0000016	SCHMD05700	SACKO_26527
OG0000017	SCHMD13346	SACKO_32297, SACKO_17667, SACKO_00987, SACKO_29799, SACKO_25642, SACKO_32786, SACKO_07720, SACKO_00134, SACKO_02355
OG0000018	SCHMD07328, SCHMD06128, SCHMD00596, SCHMD22969	SACKO_12447
OG0000019	SCHMD23009	SACKO_31972
OG0000019	SCHMD07568	SACKO_15751, SACKO_33114, SACKO_23914, SACKO_33498, SACKO_30908
OG0000020	SCHMD01272	SACKO_25295, SACKO_05608
OG0000020	SCHMD00005	SACKO_22951
OG0000020	SCHMD24153	SACKO_26712
OG0000020	SCHMD09886	SACKO_08732
OG0000020	SCHMD00966, SCHMD23498, SCHMD20009, SCHMD00182	SACKO_16107, SACKO_20105
OG0000021	SCHMD05055, SCHMD22715, SCHMD07894	SACKO_17226, SACKO_17242, SACKO_17184
OG0000021	SCHMD09794	SACKO_32115
OG0000021	SCHMD10526, SCHMD19498	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631
OG0000021	SCHMD09793, SCHMD07893	SACKO_25838
OG0000026	SCHMD10899	SACKO_19144
OG0000026	SCHMD22460	SACKO_24091
OG0000027	SCHMD01186, SCHMD06349, SCHMD09742, SCHMD23029, SCHMD18531	SACKO_30755, SACKO_33108, SACKO_05489, SACKO_05485, SACKO_05487, SACKO_04609, SACKO_04624, SACKO_33129, SACKO_21634, SACKO_02136
OG0000028	SCHMD06702, SCHMD02905, SCHMD16738, SCHMD14368, SCHMD23495, SCHMD26353, SCHMD14450	SACKO_00730, SACKO_00734, SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060
OG0000028	SCHMD22912, SCHMD03422	SACKO_21235
OG0000028	SCHMD09824, SCHMD14808, SCHMD01092, SCHMD08075	SACKO_00054, SACKO_29910
OG0000029	SCHMD03695, SCHMD08074, SCHMD15862	SACKO_10012, SACKO_10033
OG0000029	SCHMD21600, SCHMD23194, SCHMD18727	SACKO_12540
OG0000030	SCHMD19597	SACKO_19657
OG0000030	SCHMD17295	SACKO_19659, SACKO_06190, SACKO_06196
OG0000030	SCHMD08372, SCHMD09761, SCHMD00598, SCHMD20460, SCHMD24720	SACKO_33115
OG0000030	SCHMD07576, SCHMD09292	SACKO_19506
OG0000030	SCHMD17204, SCHMD27027, SCHMD25154, SCHMD28242, SCHMD23250	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170
OG0000030	SCHMD20495, SCHMD12490	SACKO_24772
OG0000030	SCHMD26819, SCHMD26942, SCHMD20336, SCHMD29499, SCHMD22579	SACKO_23559
OG0000030	SCHMD25427	SACKO_26701
OG0000031	SCHMD16950	SACKO_18621, SACKO_18614
OG0000031	SCHMD00185	SACKO_26607, SACKO_21501
OG0000031	SCHMD17865	SACKO_14417, SACKO_32680, SACKO_14578
OG0000031	SCHMD04192	SACKO_31006
OG0000032	SCHMD05706, SCHMD26195, SCHMD24540, SCHMD22975, SCHMD09223	SACKO_20615
OG0000034	SCHMD13190, SCHMD26745	SACKO_08906
OG0000034	SCHMD11160, SCHMD18247	SACKO_19192
OG0000034	SCHMD04875	SACKO_16505
OG0000034	SCHMD07081	SACKO_20915
OG0000035	SCHMD06303	SACKO_31939
OG0000035	SCHMD10019, SCHMD14794, SCHMD08606	SACKO_02558
OG0000035	SCHMD15627, SCHMD19701	SACKO_16912, SACKO_19307, SACKO_22660
OG0000036	SCHMD03343, SCHMD25206, SCHMD18787, SCHMD10086	SACKO_21179, SACKO_14647
OG0000036	SCHMD10087, SCHMD20124, SCHMD27854	SACKO_14641
OG0000037	SCHMD19933	SACKO_22630, SACKO_22633, SACKO_05171
OG0000037	SCHMD00542, SCHMD17538	SACKO_15149
OG0000037	SCHMD27948, SCHMD18423, SCHMD18687, SCHMD12192, SCHMD12010, SCHMD26652, SCHMD27204, SCHMD04781	SACKO_21107, SACKO_21121, SACKO_07542, SACKO_17953, SACKO_17956
OG0000037	SCHMD26619	SACKO_16025
OG0000038	SCHMD06293	SACKO_05247, SACKO_30496, SACKO_31791, SACKO_05160, SACKO_12129, SACKO_08713, SACKO_08733, SACKO_07500
OG0000038	SCHMD21877, SCHMD17582, SCHMD27730, SCHMD15420, SCHMD07372, SCHMD06914, SCHMD04983	SACKO_00016
OG0000038	SCHMD01619	SACKO_13897
OG0000039	SCHMD12270	SACKO_24480, SACKO_16726, SACKO_16701, SACKO_22588, SACKO_16548, SACKO_15245, SACKO_26168, SACKO_17372, SACKO_25878
OG0000040	SCHMD25293, SCHMD21694, SCHMD27504, SCHMD01749, SCHMD05916, SCHMD12013, SCHMD13146	SACKO_01629
OG0000041	SCHMD18236, SCHMD01855, SCHMD05642, SCHMD04611, SCHMD00627, SCHMD25467, SCHMD20856	SACKO_08282
OG0000041	SCHMD01473, SCHMD17447, SCHMD15880, SCHMD14684, SCHMD25470, SCHMD01841, SCHMD06678	SACKO_06515
OG0000043	SCHMD05570, SCHMD05172, SCHMD24343, SCHMD10917, SCHMD15077, SCHMD11820	SACKO_16081, SACKO_11560, SACKO_06732, SACKO_06744, SACKO_30022, SACKO_28017, SACKO_06742, SACKO_06747, SACKO_06718, SACKO_22845, SACKO_22851, SACKO_06719, SACKO_27090, SACKO_10903, SACKO_10887, SACKO_10910, SACKO_10918, SACKO_27578, SACKO_10867, SACKO_10904, SACKO_27580, SACKO_10923, SACKO_10919, SACKO_06713, SACKO_06727, SACKO_06759, SACKO_00470
OG0000043	SCHMD11455	SACKO_10927, SACKO_10915, SACKO_11078
OG0000043	SCHMD29206, SCHMD09758	SACKO_09694
OG0000044	SCHMD06706	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979
OG0000048	SCHMD20183, SCHMD25913, SCHMD12614, SCHMD16550, SCHMD17319	SACKO_12018
OG0000049	SCHMD07231, SCHMD18899, SCHMD19386, SCHMD26352	SACKO_25472
OG0000049	SCHMD17006	SACKO_03908
OG0000051	SCHMD14701, SCHMD19681, SCHMD00914, SCHMD02148, SCHMD06279	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000055	SCHMD14415, SCHMD22203, SCHMD17892, SCHMD29195	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027
OG0000056	SCHMD18401, SCHMD20469	SACKO_22063
OG0000058	SCHMD04270	SACKO_23572
OG0000059	SCHMD27096	SACKO_09491
OG0000059	SCHMD05186, SCHMD20166	SACKO_31255, SACKO_10806, SACKO_13822
OG0000060	SCHMD17528	SACKO_07510
OG0000060	SCHMD16998	SACKO_24235, SACKO_14759, SACKO_25092, SACKO_25096, SACKO_25098, SACKO_31798, SACKO_14758
OG0000060	SCHMD03062	SACKO_08309
OG0000061	SCHMD24930	SACKO_02041
OG0000061	SCHMD11039	SACKO_02064
OG0000062	SCHMD29099, SCHMD15194, SCHMD14172, SCHMD18015, SCHMD15195, SCHMD23769	SACKO_16743, SACKO_15950, SACKO_15963, SACKO_09033, SACKO_15645
OG0000063	SCHMD04855	SACKO_12392
OG0000063	SCHMD09653	SACKO_30345, SACKO_30337
OG0000066	SCHMD02363	SACKO_12792
OG0000066	SCHMD06601	SACKO_04149, SACKO_32467, SACKO_12791
OG0000066	SCHMD06030	SACKO_23403
OG0000066	SCHMD26212	SACKO_02070
OG0000066	SCHMD17583	SACKO_09024
OG0000068	SCHMD05762, SCHMD05760, SCHMD05763	SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381
OG0000070	SCHMD06745	SACKO_18930, SACKO_18932
OG0000070	SCHMD25128, SCHMD25923, SCHMD18099, SCHMD09836, SCHMD24858	SACKO_04002, SACKO_16666
OG0000071	SCHMD08674, SCHMD04226	SACKO_03523, SACKO_08311
OG0000073	SCHMD07917, SCHMD02585, SCHMD02588	SACKO_26782
OG0000075	SCHMD10965	SACKO_18318
OG0000075	SCHMD03704	SACKO_23452
OG0000075	SCHMD21424	SACKO_23651
OG0000077	SCHMD17571	SACKO_13734
OG0000077	SCHMD23576	SACKO_24063
OG0000077	SCHMD21560, SCHMD20774, SCHMD21636, SCHMD20499	SACKO_16621, SACKO_13762, SACKO_02025
OG0000077	SCHMD17078, SCHMD07689, SCHMD07695, SCHMD07696, SCHMD19383, SCHMD13911, SCHMD21639, SCHMD26936, SCHMD03670, SCHMD19917, SCHMD15537, SCHMD13624	SACKO_24085
OG0000077	SCHMD15208, SCHMD02698	SACKO_24142, SACKO_25682, SACKO_24970
OG0000077	SCHMD27373	SACKO_24184, SACKO_27806
OG0000078	SCHMD04824, SCHMD04525	SACKO_29101
OG0000079	SCHMD05256, SCHMD13292, SCHMD04383, SCHMD07952, SCHMD12114	SACKO_22850
OG0000079	SCHMD16559, SCHMD24052, SCHMD18199	SACKO_28168
OG0000080	SCHMD10387, SCHMD06434	SACKO_06247
OG0000082	SCHMD03263, SCHMD10119	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295
OG0000082	SCHMD29028	SACKO_26490
OG0000082	SCHMD03363	SACKO_12848, SACKO_24599, SACKO_24554, SACKO_24557, SACKO_24563, SACKO_12893
OG0000082	SCHMD23210	SACKO_23968
OG0000083	SCHMD16633	SACKO_09837
OG0000084	SCHMD19821, SCHMD23941, SCHMD23870	SACKO_10969, SACKO_17061, SACKO_10264, SACKO_10253, SACKO_06467, SACKO_06545, SACKO_31931
OG0000084	SCHMD28183	SACKO_32609, SACKO_07147, SACKO_31500, SACKO_15836, SACKO_05963, SACKO_27847, SACKO_20086, SACKO_20590, SACKO_20079, SACKO_05966, SACKO_22421, SACKO_20089, SACKO_17161, SACKO_31858, SACKO_21702, SACKO_03895, SACKO_28384, SACKO_05240, SACKO_30129, SACKO_05174, SACKO_01317
OG0000084	SCHMD22494, SCHMD00101, SCHMD19528, SCHMD27116, SCHMD16538, SCHMD01409	SACKO_32704, SACKO_32645, SACKO_32691
OG0000085	SCHMD12837	SACKO_08919
OG0000085	SCHMD12466	SACKO_25563
OG0000085	SCHMD18327	SACKO_10208
OG0000087	SCHMD09399	SACKO_19449
OG0000087	SCHMD09405, SCHMD09406	SACKO_18343
OG0000087	SCHMD25358	SACKO_09961
OG0000087	SCHMD05857, SCHMD05855	SACKO_21024
OG0000090	SCHMD15560	SACKO_00841
OG0000090	SCHMD06769	SACKO_07409, SACKO_00530, SACKO_16260
OG0000093	SCHMD01278, SCHMD01279, SCHMD01277, SCHMD05526, SCHMD06457, SCHMD10241, SCHMD12867, SCHMD09341, SCHMD22057, SCHMD07249, SCHMD07880, SCHMD11553, SCHMD07387, SCHMD04028	SACKO_04129
OG0000094	SCHMD23746, SCHMD24402, SCHMD07078, SCHMD24401, SCHMD13656, SCHMD18841, SCHMD20088, SCHMD18376, SCHMD14753	SACKO_30142
OG0000094	SCHMD18374, SCHMD19921, SCHMD19919, SCHMD25650, SCHMD09889, SCHMD04692, SCHMD17398, SCHMD14751, SCHMD25649, SCHMD27362, SCHMD18377, SCHMD18375, SCHMD07074, SCHMD27097	SACKO_14416
OG0000095	SCHMD24112, SCHMD21858, SCHMD25769, SCHMD20853, SCHMD22035, SCHMD24353, SCHMD22942	SACKO_28112, SACKO_28146, SACKO_22238, SACKO_22239, SACKO_09533, SACKO_14638, SACKO_28141, SACKO_28147, SACKO_28111, SACKO_05633, SACKO_28134, SACKO_05646, SACKO_28114
OG0000096	SCHMD07753	SACKO_02842
OG0000096	SCHMD10033	SACKO_23084, SACKO_27312, SACKO_27255
OG0000097	SCHMD22037, SCHMD20326	SACKO_05734, SACKO_32747, SACKO_18258, SACKO_18299, SACKO_18263, SACKO_32170, SACKO_09795, SACKO_16800, SACKO_17524, SACKO_16802, SACKO_10228, SACKO_19559, SACKO_01366, SACKO_19548, SACKO_17961, SACKO_17950, SACKO_31266, SACKO_11687, SACKO_11694, SACKO_10750, SACKO_30828, SACKO_01368, SACKO_01358, SACKO_10227, SACKO_19566, SACKO_19554, SACKO_19549, SACKO_15806
OG0000098	SCHMD20591, SCHMD11947, SCHMD19086, SCHMD11199, SCHMD08311	SACKO_11921
OG0000098	SCHMD29644, SCHMD22119	SACKO_15840
OG0000098	SCHMD06392, SCHMD12932, SCHMD10502	SACKO_02598
OG0000099	SCHMD03930, SCHMD15019	SACKO_32686, SACKO_02428, SACKO_05765
OG0000099	SCHMD11735, SCHMD29475, SCHMD24883, SCHMD19972	SACKO_04331
OG0000099	SCHMD19312, SCHMD23856, SCHMD07176, SCHMD05543	SACKO_03078
OG0000099	SCHMD14698, SCHMD05542	SACKO_07176
OG0000102	SCHMD26069, SCHMD21030	SACKO_13900
OG0000103	SCHMD29081, SCHMD19673	SACKO_33359
OG0000103	SCHMD08147	SACKO_23497
OG0000106	SCHMD25024, SCHMD08963, SCHMD27477, SCHMD08964, SCHMD02149, SCHMD03716, SCHMD25095, SCHMD27496	SACKO_19035, SACKO_31163, SACKO_03309, SACKO_31157, SACKO_05024, SACKO_19089, SACKO_19090, SACKO_26319
OG0000107	SCHMD04920	SACKO_10895
OG0000108	SCHMD17863	SACKO_24279, SACKO_06005, SACKO_06013
OG0000110	SCHMD11887	SACKO_09064, SACKO_22197
OG0000111	SCHMD18184, SCHMD22856, SCHMD10726, SCHMD13982	SACKO_18092
OG0000113	SCHMD06629, SCHMD02664	SACKO_14235, SACKO_07253, SACKO_22562, SACKO_28107, SACKO_25640, SACKO_27005, SACKO_09021
OG0000114	SCHMD12561, SCHMD12560, SCHMD14332, SCHMD15816, SCHMD12739	SACKO_05497, SACKO_05499, SACKO_05519
OG0000115	SCHMD28271, SCHMD15320	SACKO_01023
OG0000116	SCHMD19105	SACKO_28117
OG0000117	SCHMD02895	SACKO_05824
OG0000117	SCHMD24345, SCHMD14483, SCHMD27351	SACKO_17564, SACKO_17585, SACKO_17575, SACKO_17577, SACKO_17609, SACKO_17600
OG0000117	SCHMD02591	SACKO_00604
OG0000117	SCHMD11493	SACKO_14556
OG0000119	SCHMD02911	SACKO_14170, SACKO_22937, SACKO_22948, SACKO_22971, SACKO_28303
OG0000120	SCHMD07084	SACKO_22704
OG0000120	SCHMD09518	SACKO_27188
OG0000120	SCHMD23689, SCHMD27697, SCHMD28733, SCHMD27017, SCHMD27126, SCHMD26530, SCHMD23012, SCHMD27124, SCHMD23690, SCHMD27316, SCHMD27128, SCHMD24437, SCHMD28934, SCHMD26823, SCHMD27125, SCHMD24781, SCHMD24780, SCHMD27988	SACKO_22701
OG0000121	SCHMD07020	SACKO_15163, SACKO_26268, SACKO_32139, SACKO_01099, SACKO_22905, SACKO_28129, SACKO_02275
OG0000123	SCHMD11518, SCHMD04649, SCHMD20176, SCHMD20977	SACKO_20017, SACKO_30223, SACKO_21671
OG0000123	SCHMD07646	SACKO_24090
OG0000123	SCHMD11130, SCHMD15099	SACKO_31884
OG0000123	SCHMD22122, SCHMD14008	SACKO_31894
OG0000124	SCHMD10270, SCHMD10271	SACKO_33754, SACKO_22345, SACKO_19309
OG0000124	SCHMD11964, SCHMD20871, SCHMD16822	SACKO_20093
OG0000124	SCHMD08774	SACKO_18436, SACKO_18432
OG0000126	SCHMD24144	SACKO_30837
OG0000126	SCHMD06494	SACKO_27653
OG0000126	SCHMD01813, SCHMD04253	SACKO_09501
OG0000127	SCHMD03781	SACKO_08394
OG0000128	SCHMD25789, SCHMD19594	SACKO_09563, SACKO_21605, SACKO_14613, SACKO_15316, SACKO_15336
OG0000129	SCHMD23245, SCHMD26510, SCHMD08406	SACKO_20115
OG0000129	SCHMD05405	SACKO_00164
OG0000129	SCHMD03224	SACKO_17443
OG0000132	SCHMD23872, SCHMD23470, SCHMD16606, SCHMD24080, SCHMD22144, SCHMD14374	SACKO_03725, SACKO_03718, SACKO_03729, SACKO_03732, SACKO_03727, SACKO_15011, SACKO_05386, SACKO_28049
OG0000137	SCHMD09558	SACKO_08934, SACKO_08979, SACKO_08926
OG0000137	SCHMD29744	SACKO_15711, SACKO_32541
OG0000139	SCHMD18769, SCHMD20210, SCHMD18241, SCHMD26472, SCHMD14124	SACKO_27972, SACKO_01854, SACKO_11499, SACKO_13298, SACKO_11505, SACKO_11502
OG0000142	SCHMD14394	SACKO_25766
OG0000142	SCHMD03732, SCHMD10133, SCHMD15810, SCHMD15070, SCHMD02364	SACKO_31525
OG0000147	SCHMD11019	SACKO_09597
OG0000147	SCHMD11968	SACKO_29987
OG0000148	SCHMD08056	SACKO_01164
OG0000151	SCHMD00278, SCHMD02808, SCHMD08861, SCHMD12362, SCHMD13992, SCHMD21186, SCHMD17857, SCHMD20973, SCHMD00274	SACKO_07713
OG0000151	SCHMD02747, SCHMD12342	SACKO_18655
OG0000155	SCHMD05383, SCHMD06593, SCHMD10992	SACKO_31592
OG0000155	SCHMD23773, SCHMD18379, SCHMD09661, SCHMD07787	SACKO_06509
OG0000157	SCHMD03548, SCHMD06363	SACKO_13943
OG0000157	SCHMD15302	SACKO_28274
OG0000158	SCHMD18936	SACKO_08920
OG0000158	SCHMD09898, SCHMD12271, SCHMD07912	SACKO_03214
OG0000159	SCHMD26601, SCHMD09606	SACKO_05468
OG0000159	SCHMD14942	SACKO_22675, SACKO_19118, SACKO_08600, SACKO_12615
OG0000162	SCHMD01637	SACKO_12057
OG0000163	SCHMD23090	SACKO_09864, SACKO_25511, SACKO_24199, SACKO_08181, SACKO_22365, SACKO_00496, SACKO_02782, SACKO_20535, SACKO_00262, SACKO_25620, SACKO_20819, SACKO_11130, SACKO_28728, SACKO_28760, SACKO_28733, SACKO_28643
OG0000163	SCHMD22191, SCHMD20049, SCHMD00396, SCHMD15554	SACKO_18542
OG0000166	SCHMD15704, SCHMD08401	SACKO_19780
OG0000167	SCHMD10169, SCHMD14397, SCHMD01901, SCHMD10730	SACKO_13975
OG0000168	SCHMD19556	SACKO_12471, SACKO_12477, SACKO_14676, SACKO_05799, SACKO_02929, SACKO_15285, SACKO_02947
OG0000168	SCHMD29139, SCHMD28842, SCHMD22979, SCHMD29401	SACKO_01284
OG0000169	SCHMD00386	SACKO_10602
OG0000169	SCHMD00387	SACKO_10600
OG0000171	SCHMD26790, SCHMD13950	SACKO_17743
OG0000171	SCHMD01258, SCHMD16118	SACKO_17747
OG0000173	SCHMD20107, SCHMD19855, SCHMD02094, SCHMD02093	SACKO_13484
OG0000174	SCHMD09838	SACKO_28192, SACKO_28201
OG0000174	SCHMD22727, SCHMD14760, SCHMD22728	SACKO_15819, SACKO_32551, SACKO_10689, SACKO_27263
OG0000174	SCHMD08354, SCHMD22729	SACKO_23847, SACKO_25875
OG0000175	SCHMD23748, SCHMD18438, SCHMD03520	SACKO_03910
OG0000175	SCHMD18439, SCHMD17544	SACKO_14233, SACKO_29688, SACKO_29680, SACKO_29673, SACKO_25380, SACKO_25374, SACKO_03909, SACKO_25371, SACKO_20858
OG0000179	SCHMD11075	SACKO_06450, SACKO_05905, SACKO_06440
OG0000179	SCHMD01320	SACKO_15469
OG0000181	SCHMD27609, SCHMD12097, SCHMD28522	SACKO_04152
OG0000181	SCHMD03915, SCHMD03917, SCHMD09330, SCHMD09328	SACKO_04775
OG0000182	SCHMD07603	SACKO_13611, SACKO_25918, SACKO_26557, SACKO_19860, SACKO_00796, SACKO_15422, SACKO_28851, SACKO_16686, SACKO_10161, SACKO_15394, SACKO_21176, SACKO_00058, SACKO_24885
OG0000183	SCHMD21103, SCHMD28756	SACKO_02174
OG0000183	SCHMD12130, SCHMD10333	SACKO_12428, SACKO_26873
OG0000186	SCHMD16812	SACKO_16624
OG0000186	SCHMD01519, SCHMD14176, SCHMD06313	SACKO_11363
OG0000188	SCHMD04013	SACKO_09766, SACKO_05116
OG0000192	SCHMD06928, SCHMD19123, SCHMD13848, SCHMD05119, SCHMD03032, SCHMD02899, SCHMD02898, SCHMD00443	SACKO_01682, SACKO_22597
OG0000193	SCHMD22652, SCHMD22559	SACKO_13008, SACKO_13012, SACKO_11767, SACKO_11772, SACKO_19913, SACKO_30076
OG0000194	SCHMD11912, SCHMD12565	SACKO_00029, SACKO_00051, SACKO_32303, SACKO_32313, SACKO_25043, SACKO_25042, SACKO_00049
OG0000195	SCHMD06851	SACKO_19025, SACKO_17832, SACKO_17833
OG0000195	SCHMD06771	SACKO_02091, SACKO_28206, SACKO_28209
OG0000195	SCHMD25463, SCHMD25751	SACKO_33037
OG0000197	SCHMD10696, SCHMD17861, SCHMD23209	SACKO_26257
OG0000200	SCHMD07833, SCHMD18193, SCHMD17707	SACKO_32070
OG0000201	SCHMD28886, SCHMD20370, SCHMD17233	SACKO_33320
OG0000201	SCHMD00317, SCHMD09035	SACKO_08895
OG0000201	SCHMD10520	SACKO_29729
OG0000202	SCHMD17013	SACKO_02029
OG0000203	SCHMD13221	SACKO_10536, SACKO_33009
OG0000204	SCHMD05946, SCHMD11236, SCHMD20783	SACKO_32823, SACKO_07430
OG0000204	SCHMD00861	SACKO_07433
OG0000205	SCHMD14902, SCHMD14453	SACKO_11367
OG0000205	SCHMD11532	SACKO_12864
OG0000205	SCHMD07996	SACKO_12929
OG0000207	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396	SACKO_30239
OG0000208	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998, SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900	SACKO_07539, SACKO_21983, SACKO_21989, SACKO_07554, SACKO_07549, SACKO_31156, SACKO_07529
OG0000209	SCHMD02092	SACKO_24005
OG0000209	SCHMD22454	SACKO_30179
OG0000210	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393	SACKO_22931, SACKO_25704, SACKO_20958, SACKO_25645, SACKO_08089, SACKO_27026, SACKO_03879, SACKO_25701, SACKO_29265, SACKO_08686, SACKO_27035, SACKO_33727
OG0000210	SCHMD26754	SACKO_27615
OG0000210	SCHMD24015	SACKO_06920
OG0000211	SCHMD21436	SACKO_20445
OG0000214	SCHMD24110	SACKO_27664, SACKO_12571, SACKO_20029
OG0000214	SCHMD27341	SACKO_13204, SACKO_34104, SACKO_05052, SACKO_32511
OG0000215	SCHMD15383	SACKO_24652, SACKO_16614
OG0000218	SCHMD01527	SACKO_18819, SACKO_13048, SACKO_18813, SACKO_18841, SACKO_19249, SACKO_01440, SACKO_08052, SACKO_01447, SACKO_01430
OG0000220	SCHMD15387, SCHMD08237	SACKO_14764
