#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_6/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_6/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_6/0.447485472614975.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_6/target.clean..pos
BGpeak73742	Scaffold_7_1_contigs	32513791	32514092	+	0.000	0.000	peak73742
BGpeak73751	Scaffold_7_1_contigs	32547626	32547961	+	0.000	0.000	peak73751
BGpeak73760	Scaffold_7_1_contigs	32747895	32748335	+	0.000	0.000	peak73760
BGpeak73792	Scaffold_7_1_contigs	33206408	33206942	+	0.000	0.000	peak73792
BGpeak73873	Scaffold_7_1_contigs	33957382	33957757	+	0.000	0.000	peak73873
BGpeak73907	Scaffold_7_1_contigs	34187660	34187911	+	0.000	0.000	peak73907
BGpeak73933	Scaffold_7_1_contigs	34420037	34420649	+	0.000	0.000	peak73933
BGpeak73934	Scaffold_7_1_contigs	34422780	34423061	+	0.000	0.000	peak73934
BGpeak73936	Scaffold_7_1_contigs	34437517	34438247	+	0.000	0.000	peak73936
BGpeak73937	Scaffold_7_1_contigs	34439126	34440032	+	0.000	0.000	peak73937
BGpeak73941	Scaffold_7_1_contigs	34455126	34455380	+	0.000	0.000	peak73941
BGpeak73945	Scaffold_7_1_contigs	34467711	34467998	+	0.000	0.000	peak73945
BGpeak73946	Scaffold_7_1_contigs	34469958	34470278	+	0.000	0.000	peak73946
BGpeak73947	Scaffold_7_1_contigs	34473689	34473900	+	0.000	0.000	peak73947
BGpeak73949	Scaffold_7_1_contigs	34478264	34478591	+	0.000	0.000	peak73949
BGpeak73954	Scaffold_7_1_contigs	34490136	34490437	+	0.000	0.000	peak73954
BGpeak73957	Scaffold_7_1_contigs	34500729	34501033	+	0.000	0.000	peak73957
BGpeak73962	Scaffold_7_1_contigs	34515295	34515587	+	0.000	0.000	peak73962
BGpeak73968	Scaffold_7_1_contigs	34551116	34551261	+	0.000	0.000	peak73968
BGpeak73974	Scaffold_7_1_contigs	34597570	34597926	+	0.000	0.000	peak73974
BGpeak73985	Scaffold_7_1_contigs	35116984	35117738	+	0.000	0.000	peak73985
BGpeak2019	Scaffold_10_1_contigs	30344315	30344534	+	0.000	0.000	peak2019
BGpeak2020	Scaffold_10_1_contigs	30346018	30346430	+	0.000	0.000	peak2020
BGpeak2022	Scaffold_10_1_contigs	30350206	30350466	+	0.000	0.000	peak2022
BGpeak2024	Scaffold_10_1_contigs	30356490	30356999	+	0.000	0.000	peak2024
BGpeak2030	Scaffold_10_1_contigs	30369258	30369962	+	0.000	0.000	peak2030
BGpeak2032	Scaffold_10_1_contigs	30377929	30378532	+	0.000	0.000	peak2032
BGpeak2033	Scaffold_10_1_contigs	30378953	30379543	+	0.000	0.000	peak2033
BGpeak2068	Scaffold_10_1_contigs	30642613	30643100	+	0.000	0.000	peak2068
BGpeak2069	Scaffold_10_1_contigs	30644763	30645254	+	0.000	0.000	peak2069
BGpeak2083	Scaffold_10_1_contigs	30815424	30816125	+	0.000	0.000	peak2083
BGpeak2098	Scaffold_10_1_contigs	30987412	30987703	+	0.000	0.000	peak2098
BGpeak2100	Scaffold_10_1_contigs	30998520	30998729	+	0.000	0.000	peak2100
BGpeak2101	Scaffold_10_1_contigs	31001320	31001636	+	0.000	0.000	peak2101
BGpeak2110	Scaffold_10_1_contigs	31032188	31033352	+	0.000	0.000	peak2110
BGpeak2111	Scaffold_10_1_contigs	31039191	31039839	+	0.000	0.000	peak2111
BGpeak2112	Scaffold_10_1_contigs	31043509	31043949	+	0.000	0.000	peak2112
BGpeak2140	Scaffold_10_1_contigs	31278955	31279253	+	0.000	0.000	peak2140
BGpeak2170	Scaffold_10_1_contigs	31516495	31516695	+	0.000	0.000	peak2170
BGpeak2175	Scaffold_10_1_contigs	31520523	31520722	+	0.000	0.000	peak2175
BGpeak2190	Scaffold_10_1_contigs	31583189	31583450	+	0.000	0.000	peak2190
BGpeak2273	Scaffold_10_1_contigs	32803989	32804361	+	0.000	0.000	peak2273
BGpeak2289	Scaffold_10_1_contigs	32914358	32914752	+	0.000	0.000	peak2289
BGpeak2318	Scaffold_10_1_contigs	33307952	33308238	+	0.000	0.000	peak2318
BGpeak2320	Scaffold_10_1_contigs	33316308	33316719	+	0.000	0.000	peak2320
BGpeak2363	Scaffold_10_1_contigs	33944814	33945177	+	0.000	0.000	peak2363
BGpeak2373	Scaffold_10_1_contigs	33960603	33960897	+	0.000	0.000	peak2373
BGpeak2396	Scaffold_10_1_contigs	34059683	34059996	+	0.000	0.000	peak2396
BGpeak2452	Scaffold_10_1_contigs	34850541	34850734	+	0.000	0.000	peak2452
BGpeak2453	Scaffold_10_1_contigs	34851599	34851797	+	0.000	0.000	peak2453
BGpeak2497	Scaffold_10_1_contigs	35211395	35211780	+	0.000	0.000	peak2497
BGpeak21083	Scaffold_14_1_contigs	31773468	31773760	+	0.000	0.000	peak21083
BGpeak21099	Scaffold_14_1_contigs	32074271	32074584	+	0.000	0.000	peak21099
BGpeak2501	Scaffold_10_1_contigs	35216692	35216907	+	0.000	0.000	peak2501
BGpeak2502	Scaffold_10_1_contigs	35217362	35218103	+	0.000	0.000	peak2502
BGpeak2552	Scaffold_10_1_contigs	36085990	36086392	+	0.000	0.000	peak2552
BGpeak2554	Scaffold_10_1_contigs	36092332	36092675	+	0.000	0.000	peak2554
BGpeak2558	Scaffold_10_1_contigs	36099123	36099280	+	0.000	0.000	peak2558
BGpeak2563	Scaffold_10_1_contigs	36106198	36106722	+	0.000	0.000	peak2563
BGpeak21165	Scaffold_14_1_contigs	32645209	32645419	+	0.000	0.000	peak21165
BGpeak21188	Scaffold_14_1_contigs	32750354	32750665	+	0.000	0.000	peak21188
BGpeak21197	Scaffold_14_1_contigs	32839295	32839598	+	0.000	0.000	peak21197
BGpeak2633	Scaffold_10_1_contigs	37125340	37125647	+	0.000	0.000	peak2633
BGpeak2652	Scaffold_10_1_contigs	37271169	37271439	+	0.000	0.000	peak2652
BGpeak2653	Scaffold_10_1_contigs	37271729	37272093	+	0.000	0.000	peak2653
BGpeak2666	Scaffold_10_1_contigs	37311637	37311900	+	0.000	0.000	peak2666
BGpeak2667	Scaffold_10_1_contigs	37312014	37312253	+	0.000	0.000	peak2667
BGpeak2679	Scaffold_10_1_contigs	37337176	37337551	+	0.000	0.000	peak2679
BGpeak2681	Scaffold_10_1_contigs	37338629	37338904	+	0.000	0.000	peak2681
BGpeak21205	Scaffold_14_1_contigs	32907796	32908102	+	0.000	0.000	peak21205
BGpeak21218	Scaffold_14_1_contigs	33006864	33007171	+	0.000	0.000	peak21218
BGpeak21228	Scaffold_14_1_contigs	33069830	33070313	+	0.000	0.000	peak21228
BGpeak21233	Scaffold_14_1_contigs	33084768	33085260	+	0.000	0.000	peak21233
BGpeak21239	Scaffold_14_1_contigs	33100768	33101001	+	0.000	0.000	peak21239
BGpeak21250	Scaffold_14_1_contigs	33402415	33402933	+	0.000	0.000	peak21250
BGpeak2737	Scaffold_10_1_contigs	38102702	38103102	+	0.000	0.000	peak2737
BGpeak2749	Scaffold_10_1_contigs	38186412	38186687	+	0.000	0.000	peak2749
BGpeak2788	Scaffold_10_1_contigs	38588364	38588701	+	0.000	0.000	peak2788
BGpeak2791	Scaffold_10_1_contigs	38594645	38595075	+	0.000	0.000	peak2791
BGpeak2796	Scaffold_10_1_contigs	38616972	38617408	+	0.000	0.000	peak2796
BGpeak2797	Scaffold_10_1_contigs	38620184	38620543	+	0.000	0.000	peak2797
BGpeak21325	Scaffold_14_1_contigs	34522358	34522646	+	0.000	0.000	peak21325
BGpeak21326	Scaffold_14_1_contigs	34537651	34538250	+	0.000	0.000	peak21326
BGpeak21366	Scaffold_14_1_contigs	35122633	35123141	+	0.000	0.000	peak21366
BGpeak21369	Scaffold_14_1_contigs	35127988	35128260	+	0.000	0.000	peak21369
BGpeak21373	Scaffold_14_1_contigs	35139930	35140345	+	0.000	0.000	peak21373
BGpeak2811	Scaffold_10_1_contigs	38729059	38729240	+	0.000	0.000	peak2811
BGpeak2812	Scaffold_10_1_contigs	38730696	38731226	+	0.000	0.000	peak2812
BGpeak2836	Scaffold_10_1_contigs	38916795	38916995	+	0.000	0.000	peak2836
BGpeak2848	Scaffold_10_1_contigs	38989694	38989944	+	0.000	0.000	peak2848
BGpeak2853	Scaffold_10_1_contigs	39075891	39076228	+	0.000	0.000	peak2853
BGpeak21407	Scaffold_14_1_contigs	35869346	35869652	+	0.000	0.000	peak21407
BGpeak21444	Scaffold_14_1_contigs	36240427	36240685	+	0.000	0.000	peak21444
BGpeak21478	Scaffold_14_1_contigs	36634497	36634879	+	0.000	0.000	peak21478
BGpeak2916	Scaffold_10_1_contigs	39884173	39884508	+	0.000	0.000	peak2916
BGpeak2920	Scaffold_10_1_contigs	39901565	39901924	+	0.000	0.000	peak2920
BGpeak2931	Scaffold_10_1_contigs	39964096	39964327	+	0.000	0.000	peak2931
BGpeak2954	Scaffold_10_1_contigs	40043603	40043890	+	0.000	0.000	peak2954
BGpeak2972	Scaffold_10_1_contigs	40200428	40200741	+	0.000	0.000	peak2972
BGpeak2973	Scaffold_10_1_contigs	40206177	40206484	+	0.000	0.000	peak2973
BGpeak2982	Scaffold_10_1_contigs	40232289	40232624	+	0.000	0.000	peak2982
BGpeak21534	Scaffold_14_1_contigs	37328696	37329120	+	0.000	0.000	peak21534
BGpeak21582	Scaffold_14_1_contigs	37561208	37561601	+	0.000	0.000	peak21582
BGpeak21587	Scaffold_14_1_contigs	37649781	37650286	+	0.000	0.000	peak21587
BGpeak21608	Scaffold_14_1_contigs	37916695	37917154	+	0.000	0.000	peak21608
BGpeak21645	Scaffold_14_1_contigs	38171867	38172091	+	0.000	0.000	peak21645
BGpeak21678	Scaffold_14_1_contigs	38456183	38456519	+	0.000	0.000	peak21678
BGpeak21703	Scaffold_14_1_contigs	38718779	38719314	+	0.000	0.000	peak21703
BGpeak21712	Scaffold_14_1_contigs	38778827	38779079	+	0.000	0.000	peak21712
BGpeak21796	Scaffold_14_1_contigs	39339915	39340447	+	0.000	0.000	peak21796
BGpeak21817	Scaffold_14_1_contigs	39476887	39477270	+	0.000	0.000	peak21817
BGpeak21821	Scaffold_14_1_contigs	39560361	39560646	+	0.000	0.000	peak21821
BGpeak21850	Scaffold_14_1_contigs	39799442	39799654	+	0.000	0.000	peak21850
BGpeak21971	Scaffold_14_1_contigs	41286199	41286819	+	0.000	0.000	peak21971
BGpeak21982	Scaffold_14_1_contigs	41406765	41407052	+	0.000	0.000	peak21982
BGpeak21983	Scaffold_14_1_contigs	41407738	41408131	+	0.000	0.000	peak21983
BGpeak21995	Scaffold_14_1_contigs	41580054	41580706	+	0.000	0.000	peak21995
BGpeak39014	Scaffold_19_1_contigs	30855590	30855928	+	0.000	0.000	peak39014
BGpeak39032	Scaffold_19_1_contigs	30963116	30963411	+	0.000	0.000	peak39032
BGpeak39034	Scaffold_19_1_contigs	31049174	31049438	+	0.000	0.000	peak39034
BGpeak39057	Scaffold_19_1_contigs	31153699	31154252	+	0.000	0.000	peak39057
BGpeak39111	Scaffold_19_1_contigs	31662591	31662843	+	0.000	0.000	peak39111
BGpeak39112	Scaffold_19_1_contigs	31666978	31667477	+	0.000	0.000	peak39112
BGpeak39116	Scaffold_19_1_contigs	31733492	31733957	+	0.000	0.000	peak39116
BGpeak39136	Scaffold_19_1_contigs	32299532	32300096	+	0.000	0.000	peak39136
BGpeak39137	Scaffold_19_1_contigs	32300528	32300933	+	0.000	0.000	peak39137
BGpeak39138	Scaffold_19_1_contigs	32301617	32301799	+	0.000	0.000	peak39138
BGpeak39149	Scaffold_19_1_contigs	32430258	32430792	+	0.000	0.000	peak39149
BGpeak39228	Scaffold_19_1_contigs	33174831	33175058	+	0.000	0.000	peak39228
BGpeak39244	Scaffold_19_1_contigs	33324231	33324477	+	0.000	0.000	peak39244
BGpeak39246	Scaffold_19_1_contigs	33326269	33326549	+	0.000	0.000	peak39246
BGpeak39279	Scaffold_19_1_contigs	33676770	33677092	+	0.000	0.000	peak39279
BGpeak39324	Scaffold_19_1_contigs	33978016	33978259	+	0.000	0.000	peak39324
BGpeak39328	Scaffold_19_1_contigs	33994386	33994614	+	0.000	0.000	peak39328
BGpeak39370	Scaffold_19_1_contigs	34596399	34596790	+	0.000	0.000	peak39370
BGpeak39396	Scaffold_19_1_contigs	34959582	34960044	+	0.000	0.000	peak39396
BGpeak39406	Scaffold_19_1_contigs	35013178	35013532	+	0.000	0.000	peak39406
BGpeak39434	Scaffold_19_1_contigs	35331349	35331744	+	0.000	0.000	peak39434
BGpeak39454	Scaffold_19_1_contigs	35493419	35493862	+	0.000	0.000	peak39454
BGpeak39455	Scaffold_19_1_contigs	35498076	35498518	+	0.000	0.000	peak39455
BGpeak39458	Scaffold_19_1_contigs	35513735	35514230	+	0.000	0.000	peak39458
BGpeak39491	Scaffold_19_1_contigs	35697260	35697528	+	0.000	0.000	peak39491
BGpeak39528	Scaffold_19_1_contigs	35858626	35858857	+	0.000	0.000	peak39528
BGpeak39597	Scaffold_19_1_contigs	36175806	36176096	+	0.000	0.000	peak39597
BGpeak39603	Scaffold_19_1_contigs	36187948	36188147	+	0.000	0.000	peak39603
BGpeak39641	Scaffold_19_1_contigs	36427116	36427442	+	0.000	0.000	peak39641
BGpeak39649	Scaffold_19_1_contigs	36456870	36457239	+	0.000	0.000	peak39649
BGpeak39667	Scaffold_19_1_contigs	36516437	36517456	+	0.000	0.000	peak39667
BGpeak39684	Scaffold_19_1_contigs	36726830	36727005	+	0.000	0.000	peak39684
BGpeak39691	Scaffold_19_1_contigs	36739310	36739491	+	0.000	0.000	peak39691
BGpeak39695	Scaffold_19_1_contigs	36744480	36744962	+	0.000	0.000	peak39695
BGpeak39698	Scaffold_19_1_contigs	36766768	36767335	+	0.000	0.000	peak39698
BGpeak39699	Scaffold_19_1_contigs	36780299	36780536	+	0.000	0.000	peak39699
BGpeak74032	Scaffold_7_1_contigs	35447191	35447443	+	0.000	0.000	peak74032
BGpeak74045	Scaffold_7_1_contigs	35625099	35625459	+	0.000	0.000	peak74045
BGpeak39714	Scaffold_19_1_contigs	37322450	37322664	+	0.000	0.000	peak39714
BGpeak74056	Scaffold_7_1_contigs	35720136	35720580	+	0.000	0.000	peak74056
BGpeak39740	Scaffold_19_1_contigs	37698127	37698603	+	0.000	0.000	peak39740
BGpeak39743	Scaffold_19_1_contigs	37718812	37719158	+	0.000	0.000	peak39743
BGpeak74085	Scaffold_7_1_contigs	35912775	35913147	+	0.000	0.000	peak74085
BGpeak39762	Scaffold_19_1_contigs	37885035	37885587	+	0.000	0.000	peak39762
BGpeak39781	Scaffold_19_1_contigs	37989872	37990208	+	0.000	0.000	peak39781
BGpeak39789	Scaffold_19_1_contigs	38014909	38015151	+	0.000	0.000	peak39789
BGpeak74106	Scaffold_7_1_contigs	35976430	35976706	+	0.000	0.000	peak74106
BGpeak74107	Scaffold_7_1_contigs	35977262	35977719	+	0.000	0.000	peak74107
BGpeak74112	Scaffold_7_1_contigs	35998240	35998744	+	0.000	0.000	peak74112
BGpeak74117	Scaffold_7_1_contigs	36027434	36027791	+	0.000	0.000	peak74117
BGpeak74118	Scaffold_7_1_contigs	36028939	36029129	+	0.000	0.000	peak74118
BGpeak74165	Scaffold_7_1_contigs	36720495	36720826	+	0.000	0.000	peak74165
BGpeak39862	Scaffold_19_1_contigs	38588671	38589053	+	0.000	0.000	peak39862
BGpeak74201	Scaffold_7_1_contigs	37336911	37337141	+	0.000	0.000	peak74201
BGpeak74202	Scaffold_7_1_contigs	37337451	37337628	+	0.000	0.000	peak74202
BGpeak74203	Scaffold_7_1_contigs	37337959	37338219	+	0.000	0.000	peak74203
BGpeak74204	Scaffold_7_1_contigs	37338429	37338741	+	0.000	0.000	peak74204
BGpeak39904	Scaffold_19_1_contigs	38921302	38921807	+	0.000	0.000	peak39904
BGpeak74255	Scaffold_7_1_contigs	37766080	37766870	+	0.000	0.000	peak74255
BGpeak74272	Scaffold_7_1_contigs	37894656	37894829	+	0.000	0.000	peak74272
BGpeak74276	Scaffold_7_1_contigs	37898537	37898842	+	0.000	0.000	peak74276
BGpeak74277	Scaffold_7_1_contigs	37902063	37902787	+	0.000	0.000	peak74277
BGpeak39966	Scaffold_19_1_contigs	39157672	39157884	+	0.000	0.000	peak39966
BGpeak74312	Scaffold_7_1_contigs	38178576	38178943	+	0.000	0.000	peak74312
BGpeak74314	Scaffold_7_1_contigs	38184447	38184748	+	0.000	0.000	peak74314
BGpeak74315	Scaffold_7_1_contigs	38185153	38185416	+	0.000	0.000	peak74315
BGpeak74333	Scaffold_7_1_contigs	38215222	38215511	+	0.000	0.000	peak74333
BGpeak74363	Scaffold_7_1_contigs	38689029	38689444	+	0.000	0.000	peak74363
BGpeak74376	Scaffold_7_1_contigs	38753444	38753851	+	0.000	0.000	peak74376
BGpeak74380	Scaffold_7_1_contigs	38761724	38761961	+	0.000	0.000	peak74380
BGpeak74407	Scaffold_7_1_contigs	38982712	38982979	+	0.000	0.000	peak74407
BGpeak74421	Scaffold_7_1_contigs	39100070	39100643	+	0.000	0.000	peak74421
BGpeak74440	Scaffold_7_1_contigs	39249069	39249492	+	0.000	0.000	peak74440
BGpeak74482	Scaffold_7_1_contigs	40289158	40289934	+	0.000	0.000	peak74482
BGpeak74532	Scaffold_7_1_contigs	40990399	40990645	+	0.000	0.000	peak74532
BGpeak74536	Scaffold_7_1_contigs	41004974	41005738	+	0.000	0.000	peak74536
BGpeak74545	Scaffold_7_1_contigs	41045354	41045526	+	0.000	0.000	peak74545
BGpeak74546	Scaffold_7_1_contigs	41047421	41047824	+	0.000	0.000	peak74546
BGpeak74560	Scaffold_7_1_contigs	41144227	41144448	+	0.000	0.000	peak74560
BGpeak74654	Scaffold_7_1_contigs	42893331	42893849	+	0.000	0.000	peak74654
BGpeak74655	Scaffold_7_1_contigs	42911288	42911818	+	0.000	0.000	peak74655
BGpeak74656	Scaffold_7_1_contigs	42911968	42912215	+	0.000	0.000	peak74656
BGpeak74671	Scaffold_7_1_contigs	42985377	42985715	+	0.000	0.000	peak74671
BGpeak74672	Scaffold_7_1_contigs	42985734	42986067	+	0.000	0.000	peak74672
BGpeak74682	Scaffold_7_1_contigs	43038469	43038692	+	0.000	0.000	peak74682
BGpeak74711	Scaffold_7_1_contigs	44082024	44082369	+	0.000	0.000	peak74711
BGpeak74746	Scaffold_7_1_contigs	45050787	45051116	+	0.000	0.000	peak74746
BGpeak74789	Scaffold_7_1_contigs	45436011	45436678	+	0.000	0.000	peak74789
BGpeak74834	Scaffold_7_1_contigs	45821820	45822104	+	0.000	0.000	peak74834
BGpeak74884	Scaffold_7_1_contigs	46237182	46237568	+	0.000	0.000	peak74884
BGpeak74887	Scaffold_7_1_contigs	46257552	46258016	+	0.000	0.000	peak74887
BGpeak74888	Scaffold_7_1_contigs	46258362	46258752	+	0.000	0.000	peak74888
BGpeak74916	Scaffold_7_1_contigs	46742437	46742916	+	0.000	0.000	peak74916
